Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Social de Cooperativas (k)
CREDITÁ S.A. CFI - PRUDENCIAL;1000083687;n1;S5;I;2;PORTO ALEGRE;RS;44440;3237;0;609;0;0;0;3847;-1283;0;0;0;-417;-1700;2147;0;63;-1039;-651;-161;0;0;-8;-1797;349;61;411;-306;0;105;0
COOPERATIVA DE CRÉDITO CREDIESMERALDAS LTDA. - SICOOB CREDIESMERALDAS;68512748;b3S;S5;I;2;ESMERALDAS;MG;44440;3139;0;687;0;0;0;3826;-609;0;0;0;-1493;-2101;1724;990;1031;-1666;-1798;-80;0;630;-407;-1300;425;1;425;-173;0;253;0
COOPERATIVA DE CRéDITO DE TIROS E MATUTINA LTDA.- SICOOB CREDITIROS;42880617;b3S;S5;I;2;TIROS;MG;44440;3384;0;440;0;0;0;3824;-540;-732;0;0;190;-1082;2742;452;322;-870;-532;-35;0;95;-107;-676;2066;1;2067;-90;-27;1949;0
VITREO DTVM - PRUDENCIAL;1000085063;n2;S4;I;2;SAO PAULO;SP;44440;0;0;3817;0;0;0;3817;0;0;0;0;0;0;3817;5024;11;-5875;-7955;-665;0;39;-17;-9439;-5622;0;-5622;0;0;-5622;0
PLANNER - PRUDENCIAL;1000080587;n1;S4;I;2;SAO PAULO;SP;44440;0;0;3477;-14;344;0;3807;0;0;0;0;-651;-651;3155;28579;4255;-9290;-23012;-2942;0;1296;-1597;-2711;445;0;445;-1496;0;-1051;0
VR - PRUDENCIAL;1000080408;b1;S4;I;2;SAO PAULO;SP;44440;0;0;3783;0;0;0;3783;-4658;0;0;0;0;-4658;-875;2002;72;-657;-1648;-68;0;9;-644;-935;-1810;-2;-1812;0;-74;-1886;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO SERRANO - SICOOB CREDISERRA SC;1692448;b3S;S5;I;2;URUPEMA;SC;44440;2972;0;716;0;0;55;3744;-815;-281;0;0;-107;-1203;2541;297;199;-1251;-978;-23;0;366;-103;-1494;1048;11;1058;-18;0;1040;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DO VALE DAS ANTAS LTDA. - UNICRED VALE DAS ANTAS;94243839;b3S;S5;I;2;CASCA;RS;44440;3324;0;412;0;0;0;3736;-1078;-118;0;0;-72;-1268;2468;95;2;-620;-467;-3;0;10;-4;-987;1481;0;1481;-5;0;1475;0
AGK CC S.A. - PRUDENCIAL;1000082035;n2;S4;I;2;SAO PAULO;SP;44440;0;0;0;0;3686;0;3686;0;0;0;0;0;0;3686;2392;0;-1371;-4089;-415;0;0;-83;-3566;120;0;120;0;0;120;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CARMO DO RIO CLARO LTDA - SICOOB CREDICARMO;25743311;b3S;S5;I;2;CARMO DO RIO CLARO;MG;44440;3089;0;596;0;0;0;3685;-570;-353;0;0;-520;-1443;2242;484;221;-790;-591;-41;0;310;-160;-568;1674;23;1696;-106;-50;1540;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BOA ESPERANÇA LTDA. - SICOOB BELCREDI;869687;b3S;S5;I;2;BOA ESPERANCA;MG;44440;2895;0;790;0;0;0;3685;-1144;-341;0;0;7;-1478;2207;343;198;-924;-617;-26;0;168;-118;-976;1231;0;1231;-63;0;1168;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE WITMARSUM - CRESOL WITMARSUM;7465539;b3S;S5;I;2;WITMARSUM;SC;44440;3407;0;205;0;0;57;3668;-706;-479;0;0;-437;-1622;2046;358;175;-815;-485;0;0;89;-664;-1342;703;-24;679;0;-97;582;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE CURITIBANOS - CRESOL CURITIBANOS;1155801;b3S;S5;I;2;CURITIBANOS;SC;44440;3343;0;300;0;0;24;3667;-597;-719;0;0;-528;-1845;1823;705;268;-1061;-460;0;0;85;-575;-1038;785;12;796;0;-83;713;0
COOPERATIVA DE CREDITO CREDIAGRO LTDA. - SICOOB CREDIAGRO;429890;b3S;S5;I;2;CAMPOS ALTOS;MG;44440;2864;0;757;0;0;0;3621;-668;-304;0;0;-127;-1099;2523;383;154;-942;-679;-30;0;253;-130;-990;1532;1;1534;-89;0;1445;-238
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA ÁREA DE SAÚDE DE NÍVEL SUPERIOR DE JUIZ DE FORA LTDA. - UNICRED JUIZ DE FORA;71479653;b3S;S5;I;2;JUIZ DE FORA;MG;44440;3007;0;609;0;0;0;3617;-947;-85;0;0;-197;-1229;2387;222;118;-972;-1290;-16;53;15;-26;-1897;491;2;493;0;0;493;0
SIMPALA CFI - PRUDENCIAL;1000085070;n1;S4;I;2;PORTO ALEGRE;RS;44440;3648;0;-36;0;0;0;3612;-1440;0;0;0;-1054;-2494;1118;5390;397;-1330;-5651;-400;-26;56;-23;-1586;-468;-163;-631;453;0;-178;0
COOPERATIVA DE CREDITO POTIGUAR - SICOOB POTIGUAR;2382755;b3S;S5;I;2;NATAL;RN;44440;3331;0;274;0;0;0;3605;-451;-8;0;0;-492;-951;2654;642;226;-1372;-1339;-28;0;324;-471;-2017;637;-32;605;-11;-42;552;-135
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE E LIVRE ADMISSÃO MINAS - ESPÍRITO SANTO LTDA. - UNICRED MINAS - ES;1110032;b3S;S5;I;2;VITORIA;ES;44440;3077;0;526;0;0;0;3603;-718;0;0;0;-221;-939;2664;518;243;-1495;-1692;-11;87;12;-28;-2366;298;-26;272;0;0;272;0
COOPERATIVA DE CREDITO CLASSICA DO ESTADO DO RIO DE JANEIRO - SICOOB EMPRESAS RJ;4120633;b3S;S5;I;2;RIO DE JANEIRO;RJ;44440;1849;0;1735;0;0;0;3585;-918;0;0;0;-282;-1200;2385;9065;567;-2182;-2342;-445;0;664;-4386;941;3326;-39;3287;-291;0;2996;0
CARTOS SCD - PRUDENCIAL;1000084442;n1;S5;I;2;SAO PAULO;SP;44440;3502;0;64;0;0;0;3566;-104;0;0;0;16;-88;3478;0;33;-234;-3259;-131;0;1;-14;-3605;-127;0;-127;-4;0;-131;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO OESTE MARANHENSE - SICOOB OESTE MARANHENSE;9424988;b3S;S5;I;2;ACAILANDIA;MA;44440;2995;0;552;0;0;0;3548;-278;-107;0;0;-764;-1148;2399;566;608;-1066;-1343;-49;0;259;-197;-1221;1178;-2;1177;-49;-103;1025;-217
CAROL DTVM LTDA. - PRUDENCIAL;1000084095;n2;S5;I;2;SAO PAULO;SP;44440;0;0;3540;0;0;0;3540;0;0;0;0;0;0;3540;0;0;-199;-867;-165;0;0;0;-1231;2309;0;2309;-1063;0;1246;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA MARGEM ESQUERDA DO URUCUIA E SÃO FRANCISCO LTDA - SICOOB CREDICHAPADA;14046512;b3S;S5;I;2;CHAPADA GAUCHA;MG;44440;3059;0;410;0;0;70;3539;-248;-419;0;0;368;-300;3239;322;424;-814;-1042;-28;0;234;-201;-1105;2135;0;2135;-12;0;2122;0
COOPERATIVA DE CRÉDITO DA REGIÃO DO VALE DO RIO GRANDE LTDA. - SICOOB CREDILEITE;86585049;b3S;S5;I;2;UBERABA;MG;44440;2670;0;862;0;0;0;3532;-528;-182;0;0;-668;-1378;2154;482;317;-1277;-559;-40;0;209;-141;-1008;1146;20;1166;-33;0;1133;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PIRACANJUBA LTDA;5222094;b3S;S5;I;2;PIRACANJUBA;GO;44440;3162;0;370;0;0;0;3532;-461;-413;0;0;-54;-928;2604;371;81;-631;-764;-31;0;98;-82;-959;1644;8;1653;-81;0;1572;0
COOPERATIVA DE CRéDITO CREDIBAM LTDA. - SICOOB CREDIBAM;66259110;b3S;S5;I;2;BAMBUI;MG;44440;2539;0;993;0;0;0;3532;-771;-79;0;0;-16;-866;2666;624;127;-1017;-866;-45;0;303;-152;-1026;1640;9;1650;-95;-34;1521;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DO CAPARAÓ LTDA. - SICOOB SAÚDE;71261184;b3S;S5;I;2;CARATINGA;MG;44440;3183;0;349;0;0;0;3531;-586;0;0;0;-382;-967;2564;464;119;-626;-641;-36;0;175;-125;-670;1894;-1017;877;-99;-17;760;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO – SICOOB COOPERAC;8071414;b3S;S5;I;2;RIBEIRAO PRETO;SP;44440;2273;0;1211;0;0;0;3483;-892;0;0;0;-240;-1132;2352;1042;209;-1713;-1833;-25;0;254;-193;-2260;91;3;94;-46;0;48;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA CONFIANÇA – CRESOL CONFIANÇA;7252614;b3S;S5;I;2;PAIM FILHO;RS;44440;2969;0;376;0;0;136;3482;-666;-917;0;0;-206;-1789;1693;671;123;-619;-404;-1;0;190;-463;-503;1190;0;1189;-1;-151;1037;0
CREDISIS SUDOESTE/RO - COOPERATIVA DE CRÉDITO E INVESTIMENTO DO SUDOESTE DE RONDÔNIA LTDA.;3985375;b3S;S5;I;2;ROLIM DE MOURA;RO;44440;3177;0;272;0;0;0;3449;-527;0;0;0;-175;-702;2747;378;24;-1051;-1420;0;0;136;-10;-1943;803;-30;773;-2;0;771;-170
COOPERATIVA DE CRÉDITO VALE DO CANOAS - SICOOB/SC CREDICANOAS;707903;b3S;S5;I;2;ABDON BATISTA;SC;44440;2509;0;916;0;0;15;3440;-1012;-157;0;0;-153;-1322;2118;262;177;-1199;-911;-25;0;229;-89;-1556;562;1;563;-9;0;554;-169
COOPERATIVA DE CRÉDITO SICOOBMAIS  LTDA. - SICOOBMAIS;26359745;b3S;S5;I;2;IGUATAMA;MG;44440;3082;0;343;0;0;0;3425;-530;-197;0;0;-757;-1484;1941;586;243;-873;-1057;-24;0;225;-222;-1122;819;37;856;-78;0;778;-69
COOPERATIVA DE CREDITO E ECONOMIA COM INTERACAO SOLIDARIA DE CHAPECO - CRESOL CHAPECO;4281182;b3S;S5;I;2;CHAPECO;SC;44440;3048;0;346;0;0;10;3404;-464;-611;0;0;-289;-1365;2039;466;64;-976;-600;0;0;0;-672;-1718;320;10;331;-2;-17;311;0
COOPERATIVA DE CRÉDITO DOS INTEGRANTES DO MINISTÉRIO PÚBLICO E DO PODER JUDICIÁRIO NOS ESTADOS DO AMAPÁ E CEARÁ E LIVRE ADMISSÃO NO ESTADO DO PARÁ - SICOOB COIMPPA;84156470;b3S;S5;I;2;BELEM;PA;44440;2982;0;398;0;0;0;3380;-313;0;0;0;-1280;-1593;1787;256;65;-1134;-641;-20;0;401;-383;-1456;331;2;333;-14;0;320;0
UNICRED REGIONAL NORTE LAGOS - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO REGIONAL NORTE LAGOS LTDA;4445917;b3S;S5;I;2;CAMPOS DOS GOYTACAZES;RJ;44440;2748;0;629;0;0;0;3378;-801;0;0;0;-218;-1019;2359;523;234;-1062;-1749;-19;0;12;-18;-2079;280;93;373;-29;0;343;0
COOPERATIVA DE CREDITO RURAL SEARA - CREDISEARA;204963;b3S;S5;I;2;SEARA;SC;44440;2814;0;563;0;0;0;3376;-733;-100;0;0;-492;-1325;2051;93;49;-700;-805;0;0;153;-31;-1241;810;5;815;-55;0;760;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA PLANALTO SERRANO – CRESOL PLANALTO SERRANO;2766672;b3S;S5;I;2;SAO JOAQUIM;SC;44440;2857;0;477;0;0;21;3355;-711;-426;0;0;-314;-1451;1904;433;253;-1142;-545;0;0;35;-610;-1576;328;-54;274;-9;-25;240;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO EMPREENDEDORES - SICREDI EMPREENDEDORES PR;7070495;b3S;S4;I;2;CURITIBA;PR;44440;2104;0;1247;0;0;0;3351;-1108;-48;0;0;-332;-1488;1863;831;347;-1035;-799;-5;0;156;-531;-1037;826;-2;824;-3;-104;718;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE JARAGUÁ DO SUL E REGIÃO - SICOOB CEJASCRED;12384953;b3S;S5;I;2;JARAGUA DO SUL;SC;44440;2370;0;981;0;0;0;3351;-937;-1;0;0;32;-906;2445;291;243;-709;-770;-15;0;214;-179;-924;1521;-3;1518;-20;-60;1438;-90
COOPERATIVA DE CRÉDITO SICOOB IPÊ - SICOOB IPÊ;24610065;b3S;S5;I;2;CAMPO GRANDE;MS;44440;3075;0;274;0;0;0;3349;-831;-274;0;0;-983;-2088;1261;415;294;-1015;-368;-30;0;177;-254;-781;480;1;481;-58;-64;359;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE GUARANI DAS MISSÕES - CRESOL GUARANI DAS MISSÕES;8488377;b3S;S5;I;2;GUARANI DAS MISSOES;RS;44440;3031;0;285;0;0;3;3319;-612;-634;0;0;-524;-1769;1550;612;302;-1374;-831;-1;0;464;-729;-1556;-6;67;61;0;-4;57;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA ÁREA NOTARIAL E REGISTRAL - COOPNORE;7714057;b3S;S5;I;2;PORTO ALEGRE;RS;44440;2211;0;1064;0;0;0;3275;-776;0;0;0;-93;-869;2406;975;13;-969;-1713;-2;0;1;-71;-1767;638;-35;603;0;0;603;0
COOPERATIVA DE CRÉDITO CREDICAPI LTDA - SICOOB CREDICAPI;804046;b3S;S5;I;2;CAPITOLIO;MG;44440;2794;0;470;0;0;0;3264;-559;-85;0;0;-12;-656;2608;427;190;-843;-647;-36;0;163;-212;-959;1650;-4;1646;-52;0;1594;0
SITA SCCVM S.A. - PRUDENCIAL;1000082743;n2;S4;I;2;BELO HORIZONTE;MG;44440;0;0;2314;947;0;0;3261;0;0;0;0;0;0;3261;824;566;-787;-358;-203;0;1;-4;40;3301;0;3301;-1731;0;1570;0
ASAAS GESTAO FINANCEIRA IP - PRUDENCIAL;1000085771;n4;;I;2;JOINVILLE;SC;44440;0;0;3246;0;0;0;3246;0;0;0;0;0;0;3246;11009;0;-9528;-5132;-1313;0;681;-5128;-9412;-6166;0;-6166;0;0;-6166;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO SICOOB COOPERCREDI - SP;915950;b3S;S5;I;2;SAO PAULO;SP;44440;3107;0;134;0;0;0;3241;-283;-41;0;0;-344;-668;2573;177;112;-1337;-1097;-19;0;172;-137;-2128;445;-5;440;0;0;440;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ITAJUBÁ LTDA - SICOOB SUL DE MINAS;4079285;b3S;S5;I;2;ITAJUBA;MG;44440;2644;0;581;0;0;0;3225;-753;0;0;0;145;-609;2616;457;423;-1025;-1167;-32;0;158;-141;-1327;1290;-26;1264;-22;-87;1155;0
COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA CRESOL EVOLUÇÃO;2844024;b3S;S5;I;2;DIONISIO CERQUEIRA;SC;44440;2910;0;294;0;0;15;3220;-422;-471;0;0;334;-560;2660;543;190;-845;-626;0;0;1;-663;-1400;1260;142;1401;0;-47;1354;-121
UNIPRIME SUL MS - COOPERATIVA DE CRÉDITO;37554441;b3S;S5;I;2;DOURADOS;MS;44440;2510;0;653;0;0;0;3163;-694;0;0;0;-300;-994;2169;111;25;-718;-771;-3;0;174;-115;-1298;871;1;870;0;0;870;-336
BCO LA PROVINCIA B AIRES BCE - PRUDENCIAL;1000081263;b1;S4;I;3;SAO PAULO;SP;44440;1;0;1460;1663;23;0;3148;0;0;0;0;0;0;3148;0;0;-1277;-619;-200;0;590;-12;-1518;1630;0;1630;0;0;1630;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE LIVRE ADMISSÃO DE ARARAQUARA E REGIÃO - SICOOB;53236808;b3S;S5;I;2;ARARAQUARA;SP;44440;2294;0;835;0;0;0;3129;-694;0;0;0;-428;-1122;2007;664;318;-1663;-1303;-27;0;364;-157;-1804;203;22;225;-25;0;200;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CAMPOS GERAIS E CAMPO DO MEIO LTDA - SICOOB CREDCAM;71146450;b3S;S5;I;2;CAMPOS GERAIS;MG;44440;2638;0;487;0;0;0;3125;-600;-279;0;0;-367;-1247;1878;440;228;-879;-655;-26;0;169;-164;-887;991;-1;990;-83;-45;862;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO SICOOB METALCRED;4833655;b3S;S5;I;2;SAO PAULO;SP;44440;2973;0;122;0;0;0;3095;-123;-17;0;0;-773;-913;2182;146;125;-1552;-1002;-12;0;397;-184;-2081;102;0;102;0;0;102;0
COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE JACUTINGA - CRESOL JACUTINGA;2904125;b3S;S5;I;2;JACUTINGA;RS;44440;2686;0;392;0;0;3;3081;-404;-388;0;0;-385;-1176;1905;647;30;-940;-725;0;0;0;-870;-1858;47;-19;27;0;-23;4;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB CRUZ ALTA;73326449;b3S;S5;I;2;CRUZ ALTA;RS;44440;2659;0;418;0;0;0;3077;-749;-37;0;0;-144;-930;2147;142;264;-1187;-925;-11;0;321;-145;-1541;606;26;631;-11;0;621;-100
COOPERATIVA DE CRÉDITO E INVESTIMENTOS DE RONDÔNIA - SICOOB CREDJURD;4751713;b3S;S5;I;2;PORTO VELHO;RO;44440;2210;0;810;0;0;0;3019;-78;0;0;0;-229;-307;2712;295;16;-699;-686;-28;0;197;-77;-982;1730;0;1730;-46;0;1684;-217
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA MAXION - CREDMAXION;58290800;b3S;S5;I;2;CRUZEIRO;SP;44440;2701;0;294;0;0;0;2995;0;0;0;0;-60;-60;2935;1;0;-376;-199;-2;0;0;0;-577;2359;0;2359;0;-52;2307;-1023
COOPERATIVA DE CREDITO RURAL ASCOOB SISAL;63229629;b3S;S5;I;2;SERRINHA;BA;44440;2548;0;441;0;0;0;2989;-598;-25;0;0;-336;-959;2029;224;490;-1261;-782;1;0;14;-1026;-2343;-313;6;-307;0;0;-307;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS JUÍZES E CARREIRAS PÚBLICAS DO DIREITO DO ESTADO DO RIO GRANDE DO SUL – SICREDI AJURIS RS;3750034;b3S;S4;I;2;PORTO ALEGRE;RS;44440;1464;0;1515;0;0;0;2979;-1841;0;0;0;64;-1778;1202;252;1;-336;-267;-2;0;106;-210;-456;745;0;745;-7;-75;663;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DA REGIÃO SUDESTE DE MINAS GERAIS LTDA. - SICOOB CREDISUCESSO;42887133;b3S;S5;I;2;BOM SUCESSO;MG;44440;2186;0;773;0;0;0;2959;-730;0;0;0;-26;-756;2203;448;529;-1039;-1042;-61;0;98;-112;-1178;1025;-28;997;-19;-36;942;0
REPOM S.A. - PRUDENCIAL;1000084916;n4;;I;2;BARUERI;SP;44440;0;0;2401;554;0;0;2955;0;0;0;0;-592;-592;2363;39717;0;-4547;-11520;-2957;0;1861;-11917;10636;12999;-195;12804;-4531;-670;7603;0
COOPERATIVA DE CRÉDITO MÚTUO DOS PROFISSIONAIS DE NÍVEL SUPERIOR DA SAÚDE, ARQUITETOS E URBANISTAS DE SETE LAGOAS E REGIÃO LTDA - UNICRED SETE LAGOAS;71163315;b3S;S5;I;2;SETE LAGOAS;MG;44440;2415;0;527;0;0;0;2942;-803;0;0;0;-219;-1022;1920;427;153;-762;-1065;-8;32;13;-8;-1218;702;9;711;-6;0;705;0
COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE VITOR MEIRELES - CRESOL VITOR MEIRELES;7320890;b3S;S5;I;2;VITOR MEIRELES;SC;44440;2436;0;498;0;0;3;2937;-484;-277;0;0;-691;-1452;1485;207;203;-807;-341;0;0;1;-552;-1289;196;151;347;0;0;347;0
ACESSO SOLUÇÕES DE PAGAMENTO - PRUDENCIAL;1000084806;n4;;I;2;SAO PAULO;SP;44440;0;0;2930;0;0;0;2930;0;-92;0;0;-250;-342;2587;17109;23;-10653;-12408;-2000;-13;247;-4029;-11724;-9136;-125;-9261;0;0;-9261;0
HUB PAGAMENTOS - PRUDENCIAL;1000085348;n4;;I;2;BARUERI;SP;44440;0;0;2917;0;0;0;2917;0;0;0;0;0;0;2917;25471;0;-11360;-9650;-3005;0;11508;-20390;-7427;-4510;-2;-4512;-42;0;-4555;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE SARANDI-CRESOL SARANDI;5220243;b3S;S5;I;2;SARANDI;RS;44440;2722;0;186;0;0;0;2908;-573;-342;0;0;-45;-960;1947;397;246;-815;-587;0;0;121;-518;-1157;791;-7;784;0;-124;660;0
ATRIA S.A. - CFI - PRUDENCIAL;1000083508;n1;S5;I;2;ARAUCARIA;PR;44440;2682;0;215;0;0;0;2898;0;0;0;0;-404;-404;2493;0;10;-101;-360;-128;0;39;0;-540;1953;59;2012;-1050;0;962;0
COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE XAVANTINA - CRESOL XAVANTINA;8055016;b3S;S5;I;2;XAVANTINA;SC;44440;2166;0;638;0;0;76;2881;-658;-474;0;0;195;-937;1944;316;63;-606;-401;0;0;1;-523;-1151;793;-164;628;0;-3;625;-70
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DE NÍVEL SUPERIOR DA ÁREA DE SAÚDE DE OURINHOS - OURICRED;2179673;b3S;S5;I;2;OURINHOS;SP;44440;1925;0;953;0;0;0;2877;-953;0;0;0;-626;-1579;1299;299;40;-697;-685;-22;0;201;-188;-1051;248;0;248;0;0;248;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS MILITARES ESTADUAIS DO RIO GRANDE DO SUL - SICREDI MIL RS;3212823;b3S;S4;I;2;PORTO ALEGRE;RS;44440;2428;0;420;0;0;0;2848;-768;-2;0;0;-378;-1148;1700;356;60;-799;-531;-2;0;115;-562;-1364;336;105;441;-5;-29;408;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA UNIVERSIDADE FEDERAL DE VIÇOSA LTDA. - SICOOB UFVCREDI;2794761;b3S;S5;I;2;VICOSA;MG;44440;2423;0;417;0;0;0;2840;-509;0;0;0;-106;-615;2225;216;17;-544;-822;-17;0;110;-239;-1279;946;1;948;-9;0;939;0
COOPERATIVA DE CRÉDITO SICREDI ALTO SERTÃO PARAIBANO - SICREDI ALTO SERTÃO PARAIBANO;9343038;b3S;S5;I;2;SOUSA;PB;44440;1999;0;838;0;0;0;2837;-703;-42;0;0;-124;-869;1968;354;161;-838;-852;1;0;124;-409;-1462;506;-2;504;0;0;504;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO FEMSA BRASIL;43488782;b3S;S5;I;2;SAO PAULO;SP;44440;2694;0;143;0;0;0;2836;0;0;0;0;-221;-221;2615;0;0;-624;-274;-10;0;0;-9;-916;1699;0;1699;0;0;1699;-688
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA ALTERNATIVA – CRESOL ALTERNATIVA;7215632;b3S;S5;I;2;APIUNA;SC;44440;2669;0;130;0;0;15;2814;-548;-463;0;0;-270;-1281;1533;337;196;-941;-557;0;0;137;-491;-1320;214;7;221;-4;-33;184;0
SICOOB CREDICONSUMO - COOPERATIVA DE CRéDITO;47074323;b3S;S5;I;2;SANTO ANDRE;SP;44440;2668;0;145;0;0;0;2813;-219;0;0;0;-447;-666;2147;485;388;-1473;-1464;-16;0;883;-223;-1420;727;90;817;-7;0;809;0
COOPERATIVA DE CRÉDITO SICOOB COOPEMAR LTDA;4174720;b3S;S5;I;2;MAIRI;BA;44440;2187;0;610;0;0;0;2798;-485;0;0;0;-645;-1130;1667;644;811;-1163;-1469;-42;0;155;-246;-1310;357;0;357;-45;0;312;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ESTADO DO PARÁ - SICOOB COOESA;83836114;b3S;S5;I;2;BELEM;PA;44440;2604;0;174;0;0;0;2778;-277;-127;0;0;-631;-1034;1744;449;473;-1077;-1191;-19;0;372;-291;-1284;460;1;460;-25;0;434;0
UNICRED COSTA DO SOL RJ - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO LTDA.;39231527;b3S;S5;I;2;MACAE;RJ;44440;2127;0;636;0;0;0;2764;-605;0;0;0;-114;-718;2046;183;81;-724;-1306;-5;0;10;-22;-1782;263;60;324;0;0;324;0
COLUNA S.A. DTVM - PRUDENCIAL;1000083728;n2;S4;I;2;RIO DE JANEIRO;RJ;44440;0;0;2591;0;134;0;2725;0;0;0;0;0;0;2725;1;0;-735;-1326;-127;0;0;-196;-2383;342;0;342;-153;0;189;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS NO ESTADO DO ESPÍRITO SANTO;1330295;b3S;S5;I;2;VITORIA;ES;44440;2297;0;421;0;0;0;2718;-428;0;0;0;-95;-523;2195;307;0;-1167;-1159;-29;0;281;-217;-1983;212;1;213;-12;0;201;0
BCO CEDULA S.A. - PRUDENCIAL;1000081469;b1;S4;I;2;RIO DE JANEIRO;RJ;44440;973;0;1226;516;0;0;2715;-790;0;0;0;94;-696;2019;0;0;-227;-1340;-109;0;366;-3061;-4371;-2352;56;-2296;0;0;-2296;0
COOPERATIVA DE CRÉDITO CREDICAMPINA LTDA. - SICOOB CREDICAMPINA;1609345;b3S;S5;I;2;CAMPINA VERDE;MG;44440;2067;0;637;0;0;0;2704;-733;-363;0;0;-192;-1288;1417;487;174;-891;-571;-42;0;101;-71;-814;603;0;603;-94;-25;483;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO BANDEIRANTES – SICREDI BANDEIRANTES SP;4853988;b3S;S4;I;2;SAO CARLOS;SP;44440;2334;0;359;0;0;0;2693;-421;-68;0;0;-218;-708;1985;426;261;-872;-663;-2;0;110;-394;-1133;853;1;854;0;-178;676;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE ALFREDO WAGNER - CRESOL ALFREDO WAGNER;5494591;b3S;S5;I;2;ALFREDO WAGNER;SC;44440;2336;0;324;0;0;26;2686;-497;-525;0;0;-256;-1278;1408;474;164;-820;-382;0;0;101;-619;-1083;325;31;357;-6;-60;290;0
