Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento
NU PAGAMENTOS - PRUDENCIAL;1000084693;n1;;I;2;SAO PAULO;SP;44440;73435390;28006458;70154745;44847829;3280644;-47014;*;*%;*%;7;0
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;S2;I;1;FORTALEZA;CE;44440;60535639;14828044;53407986;19548103;7127653;191467;9586555;0,1385;0,0264;296;2
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;S3;I;2;SAO PAULO;SP;44440;57826739;36366650;52483897;44595612;5342842;334717;5797153;0,14;0,1801;50;0
ABC-BRASIL - PRUDENCIAL;1000080312;b1;S3;I;3;SAO PAULO;SP;44440;49078770;21699739;44523078;34098832;4555692;151691;5504330;0,1461;0,0048;14;0
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;44440;46020427;27522732;41343995;28651123;4676432;185956;6305224;0,1654;0,003;19;0
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;S3;I;3;SAO PAULO;SP;44440;45417237;12762561;39224952;24447180;6192286;187997;4816998;0,1396;0,0473;10;0
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;S3;I;3;SAO PAULO;SP;44440;42364039;3352935;39996367;8551609;2367672;4048;2361277;0,2499;0,006;5;0
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;S3;I;3;SAO PAULO;SP;44440;38693646;1021615;35051261;17427612;3642384;158367;3642384;0,2154;0,0099;3;0
BANESTES - PRUDENCIAL;1000080147;b1;S3;I;1;VITORIA;ES;44440;33766231;6110911;31928467;30685679;1837763;60009;1693698;0,1523;0,1141;108;50
INTER - PRUDENCIAL;1000080996;b1;S3;I;2;BELO HORIZONTE;MG;44440;33378031;14789037;24975061;21013286;8402970;31025;7955023;0,4974;0,0255;21;0
BMG - PRUDENCIAL;1000080178;b1;S3;I;2;SAO PAULO;SP;44440;33085806;15431304;28951606;25848456;4134200;121598;2662606;0,1423;0,4903;37;0
BRB - PRUDENCIAL;1000080288;b1;S3;I;1;BRASILIA;DF;44440;28840399;20688127;26360214;22817576;2480185;202706;2640733;0,1448;0,0781;128;23
STONE PAGAMENTOS - PRUDENCIAL;1000084686;n1;;I;2;SAO PAULO;SP;44440;27635193;1872202;21000056;2235243;6635137;-92564;*;*%;*%;3;0
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;S3;I;3;SAO PAULO;SP;44440;27501192;63029;25256482;9105407;2244710;33152;2244710;0,2209;0,0061;4;0
BCO MUFG BRASIL S.A. - PRUDENCIAL;1000081713;b1;S3;I;3;SAO PAULO;SP;44440;27369887;2637119;26051738;5993375;1318149;6480;1298648;0,306;0,0075;2;0
PAGSEGURO - PRUDENCIAL;1000084813;b1;;I;2;SAO PAULO;SP;44440;26971089;438791;17882419;7126592;9088670;301157;*;*%;*%;4;0
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;S3;I;3;SAO PAULO;SP;44440;26689691;22285106;23909316;19051304;2780375;39124;3204532;0,1425;0,0022;3;0
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;S3;I;3;SAO PAULO;SP;44440;25881138;2217066;21648098;6542837;4233040;-3962;4187326;0,2262;0,0222;4;0
BANCO ORIGINAL - PRUDENCIAL;1000080903;b1;S3;I;2;SAO PAULO;SP;44440;25119274;11024615;22449806;20630917;2669467;-265585;1482991;0,1043;0,0956;7;0
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;S3;I;1;BELEM;PA;44440;24214388;9375029;21356780;7902567;2857608;121787;3438177;0,1174;0,037;119;0
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;S3;I;3;SAO PAULO;SP;44440;21279046;1907975;19711044;4863452;1568002;10500;1567944;0,3763;0,0025;4;0
ALFA - PRUDENCIAL;1000080570;b1;S3;I;2;SAO PAULO;SP;44440;20867965;12808919;18217266;17201047;2650699;36269;2620522;0,1414;0,144;44;3
BANCO C6 - PRUDENCIAL;1000084844;b1;S4;I;2;SAO PAULO;SP;44440;19692389;11728573;17634120;13964416;2058269;-144273;1333302;0,1244;0,2209;6;1
HSBC BI - PRUDENCIAL;1000084741;b1;S4;I;3;SAO PAULO;SP;44440;17907853;1998717;16866188;5109707;1041665;-11869;1025999;0,1806;0,0093;2;0
CCB - PRUDENCIAL;1000080295;b1;S3;I;3;SAO PAULO;SP;44440;17877682;9748950;16761447;13871519;1116235;16779;2011860;0,1669;0,0085;14;0
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;S3;I;1;PORTO ALEGRE;RS;44440;16416103;13229456;13127659;11890389;3288443;55593;3271907;0,2096;0,0121;4;0
DEUTSCHE - PRUDENCIAL;1000080532;b1;S3;I;3;SAO PAULO;SP;44440;15590309;1991038;13968148;5735249;1622161;33208;1530784;0,1994;0,0082;2;0
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;S3;I;3;SAO PAULO;SP;44440;14776186;14185575;12580275;11942107;2195911;52795;2189155;0,1429;0,0049;4;0
PINE - PRUDENCIAL;1000080374;b1;S3;I;2;SAO PAULO;SP;44440;14761046;4190144;13989794;11725591;771253;2812;739090;0,1054;0,1965;4;0
BS2 - PRUDENCIAL;1000080422;b1;S3;I;2;BELO HORIZONTE;MG;44440;13793959;723624;13109909;5207884;684051;10318;567365;0,1125;0,3224;7;0
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;S3;I;2;RIO DE JANEIRO;RJ;44440;13771469;0;4172946;168;9598523;80438;9233802;0,3889;0,0369;2;0
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;S3;I;1;BELEM;PA;44440;13226704;8005843;11594494;11172887;1632211;71754;1508518;0,1972;0,0373;141;34
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;S3;I;3;SAO PAULO;SP;44440;13199038;12131014;10154966;1513299;3044072;62776;2297364;0,1899;0,0423;2;0
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;S3;I;3;CURITIBA;PR;44440;13146674;11988806;11478042;10988581;1668632;70461;1664174;0,1408;0,0025;2;0
PORTO SEGURO - PRUDENCIAL;1000080642;n1;S3;I;2;SAO PAULO;SP;44440;12562312;12192172;11269023;2869506;1293289;54722;1538908;0,119;0,0007;5;0
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;S3;I;2;BELO HORIZONTE;MG;44440;12064535;8113957;10906175;9347786;1158361;40143;1158438;0,1596;0,2927;51;226
BOCOM - PRUDENCIAL;1000084624;b1;S3;I;3;SALVADOR;BA;44440;12054727;7222290;11239126;10129802;815601;42928;984868;0,1335;0,0109;8;0
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;S4;I;3;SAO PAULO;SP;44440;11915342;1950002;10683765;4411172;1231577;24619;1227996;0,1647;0,0073;4;0
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;S3;I;2;SAO PAULO;SP;44440;11387962;3917850;10212647;9066753;1175315;-10829;771123;0,1167;0,0225;2;0
MIZUHO - PRUDENCIAL;1000080697;b1;S4;I;3;SAO PAULO;SP;44440;11073974;1966065;10277781;7742476;796192;18451;781843;0,1575;0,0295;2;0
APE POUPEX - PRUDENCIAL;1000081184;n1;S3;I;2;BRASILIA;DF;44440;10985451;2817492;2351335;2212981;8634115;54225;1163466;0,3025;0,0171;63;0
MERCADOPAGO PRUDENCIAL;1000084820;n1;;I;2;OSASCO;SP;44440;10936834;63547;10473302;5720560;463532;50699;*;*%;*%;3;0
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S4;I;2;BELO HORIZONTE;MG;44440;10645051;189477;9981240;170445;663811;13414;400742;0,146;0,1636;0;0
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;S4;I;2;RIBEIRAO PRETO;SP;44440;10437587;2239;10148885;427715;288702;4181;186023;0,1394;0,0161;0;0
GM - PRUDENCIAL;1000080848;b2;S3;I;3;SAO PAULO;SP;44440;10134401;7171557;7332249;5108425;2802152;88132;2696656;0,3862;0,0851;3;0
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL E SUDESTE - CENTRAL SICREDI SUL/SUDESTE;87437687;b3C;S3;I;2;PORTO ALEGRE;RS;44440;10087018;0;9496144;0;590874;0;241127;0,4532;0,0203;0;0
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;S3;I;2;FLORIANOPOLIS;SC;44440;9639741;201221;9061026;1711257;578714;6629;377466;0,1929;0,014;0;0
JOHN DEERE - PRUDENCIAL;1000080343;b1;S3;I;3;INDAIATUBA;SP;44440;9625722;8472081;7935679;7767950;1690043;24853;1682498;0,1969;0,0025;2;0
SOFISA - PRUDENCIAL;1000080271;b1;S4;I;2;SAO PAULO;SP;44440;9344443;6118689;8417254;7888034;927189;50585;855820;0,1469;0,1035;20;0
PARANÁ BANCO - PRUDENCIAL;1000080233;b1;S4;I;2;CURITIBA;PR;44440;9158899;5876615;7799377;7501560;1359522;15529;1175135;0,2739;0,1055;4;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S4;I;2;BEBEDOURO;SP;44440;9101917;4016747;7190699;6474563;1911218;65122;1907334;0,3098;0,0543;0;119
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;S3;I;3;SAO PAULO;SP;44440;9047313;3183778;7125155;6115459;1922158;58198;1939014;0,2259;0,0019;2;0
ING - PRUDENCIAL;1000080501;b1;S3;I;3;SAO PAULO;SP;44440;8977939;595780;8132978;1819324;844960;38320;842600;0,4353;0,0038;4;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S4;I;2;BLUMENAU;SC;44440;8959692;6213408;7010045;6480099;1949647;63457;1949607;0,2258;0,0237;0;109
BANCO MASTER - PRUDENCIAL;1000080367;b1;S4;I;2;RIO DE JANEIRO;RJ;44440;8493513;5192721;7978714;7341361;514799;1173;463824;0,1211;0,1906;6;2
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;S3;I;1;BELO HORIZONTE;MG;44440;8481239;5876438;6359429;5505616;2121810;90682;1612891;0,2623;0,0104;2;0
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;S3;I;3;SAO PAULO;SP;44440;8353742;6492804;7115298;6270123;1238444;55593;1228283;0,2026;0,009;2;0
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;S4;I;3;PORTO ALEGRE;RS;44440;8253262;7811144;7037150;6327352;1216112;28624;1216029;0,1651;0,0188;3;0
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;S4;I;2;BELO HORIZONTE;MG;44440;8246461;878992;7933979;412;312482;3949;191584;0,1309;0,068;0;0
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;S3;I;2;CURITIBA;PR;44440;7917166;0;7552342;0;364825;0;240100;0,6144;0,0156;0;0
AGIBANK - PRUDENCIAL;1000083694;b1;S4;I;2;CAMPINAS;SP;44440;7908563;5470317;7112016;6603587;796547;-42264;607913;0,0971;0,1304;5;0
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;S4;I;1;ARACAJU;SE;44440;7769612;3542046;7165051;6236366;604561;21801;603222;0,1334;0,1458;65;9
VOLVO - PRUDENCIAL;1000080769;b2;S4;I;3;CURITIBA;PR;44440;7697945;7452392;6387127;6173710;1310818;46372;1305315;0,1752;0,0166;3;0
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S4;I;2;SERTAOZINHO;SP;44440;6932385;3851957;6038153;4519801;894232;22932;889719;0,1772;0,0973;0;34
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;S4;I;2;RIO DE JANEIRO;RJ;44440;6856998;912708;5511712;3647639;1345286;75370;1020629;0,2196;0,0473;9;0
CREFISA S.A. CFI - PRUDENCIAL;1000083632;b1;S4;I;2;SAO PAULO;SP;44440;6707548;2117041;680270;185191;6027278;83638;5974379;0,6221;0,0033;4;0
HONDA - PRUDENCIAL;1000080611;b2;S4;I;3;SAO PAULO;SP;44440;6703771;4227467;4688327;3101216;2015444;97026;1559778;0,2787;0,0022;5;0
BANCO VOITER - PRUDENCIAL;1000080415;b1;S4;I;2;SAO PAULO;SP;44440;6567584;907643;6120939;5544444;446645;-29185;345598;0,1127;0,3873;9;0
SCANIA - PRUDENCIAL;1000080776;b2;S4;I;3;SAO BERNARDO DO CAMPO;SP;44440;6361817;6080239;5586401;5217646;775416;32112;772827;0,1262;0,0139;3;0
OMNI - PRUDENCIAL;1000080460;b1;S4;I;2;SAO PAULO;SP;44440;6328561;4806278;5755050;4537350;573510;10093;816305;0,1441;0,026;6;0
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;S4;I;2;SAO PAULO;SP;44440;6218136;4428152;5048933;2139924;1169202;29211;920762;0,1746;0,0185;2;0
COOPERATIVA CENTRAL DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;S4;I;2;FRANCISCO BELTRAO;PR;44440;6207779;112316;5973643;4442054;234136;1684;233929;0,1872;0,1516;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;S4;I;2;MARINGA;PR;44440;6180190;3508717;5537497;3646256;642693;23678;626720;0,1457;0,3138;0;112
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;S4;I;2;LUCAS DO RIO VERDE;MT;44440;6115183;4077782;5181193;2874418;933990;43938;925584;0,1983;0,0608;0;32
CENTRAL SICOOB UNI DE COOPERATIVAS DE CRÉDITO;4243780;b3C;S4;I;2;GOIANIA;GO;44440;5794716;35460;5607863;0;186853;1909;186558;0,2028;0,14;0;0
HAITONG - PRUDENCIAL;1000080666;b2;S3;I;3;SAO PAULO;SP;44440;5666395;756326;5093537;4549619;572858;11219;488208;0,1932;0,016;6;0
BANCO FIDIS - PRUDENCIAL;1000081751;b2;S4;I;3;BETIM;MG;44440;5655781;5020985;4654057;4513921;1001724;37206;995811;0,2138;0,0005;3;0
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;S4;I;2;SAO PAULO;SP;44440;5642925;4541199;5008984;4761379;633941;17329;633941;0,142;0,0748;12;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;S4;I;2;PALOTINA;PR;44440;5437325;3560394;4899258;3222214;538066;33883;557483;0,1335;0,0906;0;96
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;44440;5371102;3688704;4742307;3267124;628795;28703;614416;0,1392;0,1896;0;77
COOPERATIVA CENTRAL DE CRÉDITO - AILOS;5463212;b3C;S4;I;2;BLUMENAU;SC;44440;5189276;501603;4687957;413751;501319;0;360987;0,3697;0,1118;0;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;S5;I;2;CHAPECO;SC;44440;5066760;3432584;4454970;3894218;611790;44732;574672;0,1628;0,1148;0;91
RODOBENS - PRUDENCIAL;1000080855;b1;S4;I;2;SAO PAULO;SP;44440;5059767;2295919;3684054;2604745;1375713;94060;918282;0,1978;0,509;7;0
BANCO DIGIMAIS - PRUDENCIAL;1000081799;b1;S4;I;3;SAO PAULO;SP;44440;4986759;2323504;4642386;3744784;344373;20192;309961;0,1249;0,0786;4;4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;S4;I;2;PONTA GROSSA;PR;44440;4795114;2447669;4368364;3369273;426750;22103;420268;0,1409;0,18;0;33
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;S4;I;2;LONDRINA;PR;44440;4667884;2270774;3956506;3705538;711378;31905;709618;0,2082;0,0328;0;38
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;32428294;b3C;S4;I;2;VITORIA;ES;44440;4532977;106316;4296808;211837;236169;3197;178680;0,1441;0,1041;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;S5;I;2;GOIANIA;GO;44440;4453572;2595667;3749547;3640687;704025;42760;694100;0,247;0,065;0;41
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO NORTE DO BRASIL - CENTRAL SICREDI CENTRO NORTE;33667205;b3C;S4;I;2;CUIABA;MT;44440;4417446;0;4073770;0;343676;0;81519;0,2583;0,0239;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DE ESTADOS RIO GRANDE DO SUL, SANTA CATARINA E MINAS GERAIS - SICREDI UNIESTADOS;87780268;b3S;S4;I;2;ERECHIM;RS;44440;4233875;2843184;3805218;2564274;428658;23583;435236;0,1377;0,1414;0;57
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;S4;I;2;UBERLANDIA;MG;44440;4224870;2606212;3599219;2644091;625651;8891;508785;0,1284;0,1302;2;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;S4;I;2;NOVA PETROPOLIS;RS;44440;4181995;2583727;3663728;3161184;518266;22038;501606;0,1677;0,0885;0;44
REALIZE CFI - PRUDENCIAL;1000084703;n1;S4;I;3;PORTO ALEGRE;RS;44440;4121579;3750204;3405477;783230;716102;29870;593151;0,1614;0,0068;2;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E PROFISSIONAIS DA AREA DE SAUDE DO BRASIL LTDA.;42898825;b3S;S5;I;2;BELO HORIZONTE;MG;44440;4116553;2184347;3534418;3409654;582135;24048;543929;0,2131;0,0275;0;38
COOPERATIVA DE CRÉDITO SICREDI SERRANA RS/ES;90608712;b3S;S4;I;2;CARLOS BARBOSA;RS;44440;4109133;2910400;3610468;2797998;498665;29194;490506;0,1432;0,0649;0;36
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DA AMAZÔNIA LTDA. - SICOOB CREDISUL.;3632872;b3S;S5;I;2;VILHENA;RO;44440;4051692;3260068;3546919;2272046;504773;37552;497312;0,157;0,1028;0;42
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;S4;I;3;SAO PAULO;SP;44440;4047907;2845076;3372487;2842530;675419;4617;675306;0,5701;0;2;0
COOPERATIVA DE CRéDITO, POUPANçA E INVESTIMENTO UNIãO - SICREDI UNIAO RS/ES;88894548;b3S;S4;I;2;CERRO LARGO;RS;44440;4039209;2628179;3470676;2191131;568533;21119;548666;0,184;0,0662;0;47
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;S4;I;2;CAMPO MOURAO;PR;44440;3997550;1898595;3057108;2940567;940442;29837;937481;0,4682;0,0001;0;46
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PLANALTO – SICREDI PLANALTO RS/MG;88038260;b3S;S4;I;2;CRUZ ALTA;RS;44440;3728908;2403949;3067000;1598971;661908;42120;657926;0,2222;0,0152;0;29
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO SUL DO MATO GROSSO DO SUL – SICREDI CENTRO-SUL MS;26408161;b3S;S4;I;2;DOURADOS;MS;44440;3697040;2437611;3043825;2196369;653216;40451;645897;0,2298;0,061;0;40
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA;32995755;b3S;S4;I;2;TANGARA DA SERRA;MT;44440;3666068;2482780;3084092;2074242;581975;48657;574610;0,1898;0,0851;0;51
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE GOIANO;24795049;b3S;S5;I;2;RIO VERDE;GO;44440;3534424;2723435;2793607;2090058;740817;44344;718906;0,2815;0,0293;0;19
RENDIMENTO - PRUDENCIAL;1000080659;b1;S4;I;2;SAO PAULO;SP;44440;3446976;807366;3022147;1846278;424829;14627;349603;0,1463;0,0459;13;1
BANCO DIGIO - PRUDENCIAL;1000084655;b2;S4;I;3;BARUERI;SP;44440;3397526;2213108;2853003;1213382;544523;-15457;434815;0,1611;0,0023;2;0
COOPERATIVA CENTRAL DE CRÉDITO UNICRED CONEXÃO LTDA - UNICRED CENTRAL CONEXÃO;543968;b3C;S4;I;2;FLORIANOPOLIS;SC;44440;3382178;0;3238176;0;144002;1353;143986;0,1472;0,0223;0;0
BCO DA CHINA BRASIL S.A. - PRUDENCIAL;1000081816;b1;S4;I;3;SAO PAULO;SP;44440;3353749;1734811;2926839;2843419;426909;4910;376501;0,1988;0,0061;2;1
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORTE/NORDESTE - CENTRAL SICREDI NORTE/NORDESTE;70119680;b3C;S4;I;2;CABEDELO;PB;44440;3350500;163568;3176544;0;173955;1326;173955;0,8581;0,0348;0;0
GENIAL - PRUDENCIAL;1000080941;b1;S4;I;2;RIO DE JANEIRO;RJ;44440;3350249;694222;3155202;2287419;195047;9179;188553;0,1862;0,2527;10;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DOS ESTADOS DE MATO GROSSO DO SUL, TOCANTINS E OESTE DA BAHIA - SICREDI UNIÃO MS/TO;24654881;b3S;S4;I;2;CAMPO GRANDE;MS;44440;3339714;1937952;2974483;1948598;365231;20285;359973;0,1605;0,1223;0;35
WILL FINANCEIRA - PRUDENCIAL;1000084600;n1;S4;I;2;SAO PAULO;SP;44440;3336604;632944;2998983;1625665;337621;-20621;52670;0,0193;0,2087;2;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO ARAGUAIA E XINGU - SICREDI ARAXINGU;33021064;b3S;S4;I;2;CANARANA;MT;44440;3303125;2436693;2769132;1152483;533993;42557;529733;0,1803;0,0703;0;20
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO MT/RR;26555235;b3S;S4;I;2;SORRISO;MT;44440;3293792;1690753;2736654;2156552;557138;22036;551644;0,2427;0,0878;0;18
PAYPAL DO BRASIL SERV. DE PAGAMENTOS - PRUDENCIAL;1000085018;n4;;I;2;SAO PAULO;SP;44440;3259594;0;3185361;691501;74233;-52503;NA;NA%;NA%;1;0
PEFISA S.A. - PRUDENCIAL;1000080305;n1;S4;I;2;SAO PAULO;SP;44440;3211645;1957516;2606240;1073301;605405;7500;430555;0,1863;0,1557;2;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NORTE MATO-GROSSENSE E OESTE PARAENSE – SICREDI GRANDES RIOS MT/PA;37442605;b3S;S4;I;2;COLIDER;MT;44440;3175823;2165159;2710858;1795735;464965;26366;458421;0,175;0,0879;0;40
