Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o)
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;I;2;SAO PAULO;SP;44440;10206847;1679665;11886512;472738;12359250;69597816;587469;0;1742825;45571;2375865;6937921;78911602;146710595;0,1293;0,1506;0,1566;0,081;0,178
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;S2;I;1;FORTALEZA;CE;44440;6964583;795889;7760472;1826084;9586555;56712122;22808;9884;2472;0;35163;12474896;69222180;105571961;0,1006;0,1121;0,1385;0,0735;0,0264
CITIBANK - PRUDENCIAL;1000080192;b1;S2;I;3;SAO PAULO;SP;44440;10517740;0;10517740;0;10517740;42805200;934664;0;7569513;75934;8580111;10559936;61945247;123158219;0,1698;0,1698;0,1698;0,0854;0,0254
BANRISUL - PRUDENCIAL;1000080154;b1;S2;I;1;PORTO ALEGRE;RS;44440;6831201;0;6831201;0;6831201;33808422;3688703;0;4861;27852;3721416;9720294;47250132;103715277;0,1446;0,1446;0,1446;0,0659;0,1141
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;S3;I;3;SAO PAULO;SP;44440;6620902;0;6620902;0;6620902;15363999;1816434;0;24302392;1449815;27568641;4189547;47122187;81393664;0,1405;0,1405;0,1405;0,0813;0,0116
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;S3;I;2;SAO PAULO;SP;44440;5329196;467957;5797153;0;5797153;35208658;718421;0;3055334;0;3773755;2434454;41416867;57701688;0,1287;0,14;0,14;0,1005;0,1801
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;44440;4646383;0;4646383;1658841;6305224;32897225;523913;215869;2381999;0;3121781;2091071;38110077;51262460;0,1219;0,1219;0,1654;0,0906;0,003
ABC-BRASIL - PRUDENCIAL;1000080312;b1;S3;I;3;SAO PAULO;SP;44440;4469700;486587;4956288;548042;5504330;32439839;531430;602513;1775300;75038;2984280;2253756;37677875;62219667;0,1186;0,1315;0,1461;0,0797;0,0048
BNP PARIBAS - PRUDENCIAL;1000080673;b1;S3;I;3;SAO PAULO;SP;44440;4156035;0;4156035;876854;5032889;28603293;340619;878;3543259;8149;3892906;4636215;37132414;60498394;0,1119;0,1119;0,1355;0,0687;0,018
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;S3;I;3;SAO PAULO;SP;44440;4816998;0;4816998;0;4816998;23508259;597700;0;6428980;1071213;8097893;2898415;34504567;55534600;0,1396;0,1396;0,1396;0,0867;0,0473
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;S3;I;1;BELEM;PA;44440;3438177;0;3438177;0;3438177;25174477;474;0;362;0;836;4101806;29277119;38214167;0,1174;0,1174;0,1174;0,09;0,037
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;b1;S3;I;2;RIO DE JANEIRO;RJ;44440;3683130;0;3683130;0;3683130;12530784;62565;19573;1887738;119601;2089477;9537097;24157357;85041896;0,1525;0,1525;0,1525;0,0433;0,0482
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;S3;I;2;RIO DE JANEIRO;RJ;44440;9233802;0;9233802;0;9233802;717429;0;0;19166;22838148;22857315;169772;23744515;13771469;0,3889;0,3889;0,3889;0,6705;0,0369
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;S3;I;3;SAO PAULO;SP;44440;2626331;0;2626331;578201;3204532;21192059;0;0;0;0;0;1302111;22494170;27334217;0,1168;0,1168;0,1425;0,0961;0,0022
BMG - PRUDENCIAL;1000080178;b1;S3;I;2;SAO PAULO;SP;44440;2533380;109323;2642703;19903;2662606;17537238;3507;0;288404;0;291911;1099107;18928256;32241150;0,1354;0,1412;0,1423;0,082;0,4903
ALFA - PRUDENCIAL;1000080570;b1;S3;I;2;SAO PAULO;SP;44440;2620522;0;2620522;0;2620522;16328459;18818;0;779821;69560;868199;1336783;18533441;24237571;0,1414;0,1414;0,1414;0,1081;0,144
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;S3;I;3;SAO PAULO;SP;44440;4187326;0;4187326;0;4187326;10317173;846512;1450588;2095513;807326;5199939;2993378;18510491;27721434;0,2262;0,2262;0,2262;0,1511;0,0222
BRB - PRUDENCIAL;1000080288;b1;S3;I;1;BRASILIA;DF;44440;2084457;244245;2328702;312031;2640733;16289561;857301;1079;0;0;858379;1088719;18236658;30233750;0,1143;0,1277;0,1448;0,077;0,0781
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;S3;I;3;SAO PAULO;SP;44440;3642384;0;3642384;0;3642384;5256599;527905;0;8213688;0;8741593;2912163;16910354;41679429;0,2154;0,2154;0,2154;0,0874;0,0099
INTER - PRUDENCIAL;1000080996;b1;S3;I;2;BELO HORIZONTE;MG;44440;7955023;0;7955023;0;7955023;14128834;5009;128;339385;88740;433261;1431287;15993382;35197759;0,4974;0,4974;0,4974;0,226;0,0255
BANCOOB - PRUDENCIAL;1000080879;b1;S3;I;2;BRASILIA;DF;44440;2209701;0;2209701;0;2209701;12573087;61073;0;62986;0;124059;3251030;15948176;82577028;0,1386;0,1386;0,1386;0,0268;0,1269
BCO COOPERATIVO SICREDI - PRUDENCIAL;1000080745;b1;S3;I;2;PORTO ALEGRE;RS;44440;1864164;227457;2091621;0;2091621;13369732;97970;0;22008;0;119978;2361483;15851193;97857559;0,1176;0,132;0,132;0,0214;0,0479
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;S3;I;1;PORTO ALEGRE;RS;44440;3271907;0;3271907;0;3271907;14313514;109725;0;0;11398;121123;1173002;15607640;17959868;0,2096;0,2096;0,2096;0,1822;0,0121
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;S3;I;3;SAO PAULO;SP;44440;2189155;0;2189155;0;2189155;14189456;0;0;0;0;0;1134665;15324120;14846787;0,1429;0,1429;0,1429;0,1474;0,0049
BANCO ORIGINAL - PRUDENCIAL;1000080903;b1;S3;I;2;SAO PAULO;SP;44440;1482991;0;1482991;0;1482991;12073900;4629;0;63984;0;68613;2075261;14217774;24737167;0,1043;0,1043;0,1043;0,0599;0,0956
PORTO SEGURO - PRUDENCIAL;1000080642;n1;S3;I;2;SAO PAULO;SP;44440;1293102;0;1293102;245806;1538908;12185135;13251;0;64932;0;78183;672232;12935550;NA;0,1;0,1;0,119;NA%;0,0007
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;S3;I;3;SAO PAULO;SP;44440;2297364;0;2297364;0;2297364;10970746;11690;0;0;0;11690;1113476;12095913;15095490;0,1899;0,1899;0,1899;0,1522;0,0423
CCB - PRUDENCIAL;1000080295;b1;S3;I;3;SAO PAULO;SP;44440;1087162;924698;2011860;0;2011860;10366545;234554;0;49098;0;283652;1405146;12055343;15818072;0,0902;0,1669;0,1669;0,1272;0,0085
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;S3;I;3;CURITIBA;PR;44440;1664174;0;1664174;0;1664174;11052855;0;0;0;0;0;766074;11818929;13987828;0,1408;0,1408;0,1408;0,119;0,0025
BANESTES - PRUDENCIAL;1000080147;b1;S3;I;1;VITORIA;ES;44440;1693698;0;1693698;0;1693698;9262373;1512;0;341826;0;343337;1513381;11119091;26976115;0,1523;0,1523;0,1523;0,0628;0,1141
BANCO C6 - PRUDENCIAL;1000084844;b1;S4;I;2;SAO PAULO;SP;44440;1200283;0;1200283;133019;1333302;10183145;14141;825;9482;0;24448;509730;10717322;20660130;0,112;0,112;0,1244;0,0581;0,2209
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;S3;I;3;SAO PAULO;SP;44440;2244710;0;2244710;0;2244710;5338302;290917;260;2470707;502057;3263941;1560704;10162946;21278192;0,2209;0,2209;0,2209;0,1055;0,0061
CREFISA S.A. CFI - PRUDENCIAL;1000083632;b1;S4;I;2;SAO PAULO;SP;44440;5974379;0;5974379;0;5974379;4070585;1529;510;7890;453;10382;5522697;9603664;6666578;0,6221;0,6221;0,6221;0,8962;0,0033
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;S3;I;3;SAO PAULO;SP;44440;2361277;0;2361277;0;2361277;7619396;110932;0;1202565;0;1313498;515380;9448274;43485685;0,2499;0,2499;0,2499;0,0543;0,006
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S4;I;2;BLUMENAU;SC;44440;1949607;0;1949607;0;1949607;7262593;0;0;0;0;0;1372908;8635501;11551213;0,2258;0,2258;0,2258;0,1688;0,0237
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;S3;I;3;SAO PAULO;SP;44440;1939014;0;1939014;0;1939014;7418347;243300;0;537646;0;780946;383746;8583039;12098471;0,2259;0,2259;0,2259;0,1603;0,0019
JOHN DEERE - PRUDENCIAL;1000080343;b1;S3;I;3;INDAIATUBA;SP;44440;1682498;0;1682498;0;1682498;7997753;27151;0;0;0;27151;520424;8545328;10247203;0,1969;0,1969;0,1969;0,1642;0,0025
DEUTSCHE - PRUDENCIAL;1000080532;b1;S3;I;3;SAO PAULO;SP;44440;1530784;0;1530784;0;1530784;5355227;8609;2229;1731552;0;1742389;578443;7676059;11440206;0,1994;0,1994;0,1994;0,1338;0,0082
NU FINANCEIRA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;30680829;n1;S4;I;2;SAO PAULO;SP;44440;2405328;0;2405328;98864;2504193;6302489;5542;0;13053;0;18596;1329812;7650896;NA;0,3144;0,3144;0,3273;NA%;0,0073
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;S3;I;1;BELEM;PA;44440;1508518;0;1508518;0;1508518;6891711;25835;0;2586;0;28421;728407;7648538;13259774;0,1972;0,1972;0,1972;0,1138;0,0373
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;S4;I;3;SAO PAULO;SP;44440;1227996;0;1227996;0;1227996;3048581;41905;0;3930162;0;3972067;436877;7457525;11673480;0,1647;0,1647;0,1647;0,1052;0,0073
VOLVO - PRUDENCIAL;1000080769;b2;S4;I;3;CURITIBA;PR;44440;1305315;0;1305315;0;1305315;6779468;0;0;0;0;0;672527;7451995;7771981;0,1752;0,1752;0,1752;0,168;0,0166
BOCOM - PRUDENCIAL;1000084624;b1;S3;I;3;SALVADOR;BA;44440;782966;201902;984868;0;984868;6195277;228786;0;72123;0;300909;880140;7376326;12675937;0,1061;0,1335;0,1335;0,0777;0,0109
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;S4;I;3;PORTO ALEGRE;RS;44440;1216029;0;1216029;0;1216029;6980977;35204;0;0;0;35204;348509;7364689;8205184;0,1651;0,1651;0,1651;0,1482;0,0188
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;S3;I;2;BELO HORIZONTE;MG;44440;884560;47212;931772;226666;1158438;6180609;1210;0;2899;1049;5158;1074128;7259895;12202515;0,1218;0,1283;0,1596;0,0764;0,2927
PINE - PRUDENCIAL;1000080374;b1;S3;I;2;SAO PAULO;SP;44440;628113;0;628113;110977;739090;6290394;1628;24975;353438;725;380766;341396;7012555;15412422;0,0896;0,0896;0,1054;0,0408;0,1965
GM - PRUDENCIAL;1000080848;b2;S3;I;3;SAO PAULO;SP;44440;2696656;0;2696656;0;2696656;6351172;0;0;0;0;0;631937;6983109;9535524;0,3862;0,3862;0,3862;0,2828;0,0851
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;S3;I;2;SAO PAULO;SP;44440;646016;0;646016;125106;771123;5809039;45853;3199;203108;0;252161;546080;6607280;11479812;0,0978;0,0978;0,1167;0,0563;0,0225
AGIBANK - PRUDENCIAL;1000083694;b1;S4;I;2;CAMPINAS;SP;44440;566145;0;566145;41768;607913;3530231;75;38;2572;34;2719;2724843;6257793;7826243;0,0905;0,0905;0,0971;0,0723;0,1304
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S4;I;2;BEBEDOURO;SP;44440;1907334;0;1907334;0;1907334;5266120;0;0;0;0;0;891030;6157150;9750015;0,3098;0,3098;0,3098;0,1956;0,0543
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;S3;I;1;BELO HORIZONTE;MG;44440;1612891;0;1612891;0;1612891;5332361;138269;0;1718;0;139986;676137;6148484;8455686;0,2623;0,2623;0,2623;0,1907;0,0104
SCANIA - PRUDENCIAL;1000080776;b2;S4;I;3;SAO BERNARDO DO CAMPO;SP;44440;764669;0;764669;8158;772827;5767252;0;0;0;0;0;358556;6125807;6320983;0,1248;0,1248;0,1262;0,121;0,0139
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;S3;I;3;SAO PAULO;SP;44440;1228283;0;1228283;0;1228283;5732452;0;0;0;0;0;330443;6062895;8613148;0,2026;0,2026;0,2026;0,1426;0,009
SOFISA - PRUDENCIAL;1000080271;b1;S4;I;2;SAO PAULO;SP;44440;855820;0;855820;0;855820;5325166;4966;0;6286;0;11253;487930;5824349;9184031;0,1469;0,1469;0,1469;0,0932;0,1035
HSBC BI - PRUDENCIAL;1000084741;b1;S4;I;3;SAO PAULO;SP;44440;1025999;0;1025999;0;1025999;3326175;150980;0;1436879;0;1587859;767716;5681750;10026285;0,1806;0,1806;0,1806;0,1023;0,0093
OMNI - PRUDENCIAL;1000080460;b1;S4;I;2;SAO PAULO;SP;44440;492242;238989;731232;85073;816305;3981092;327;0;0;0;327;1683874;5665293;6331108;0,0869;0,1291;0,1441;0,1155;0,026
HONDA - PRUDENCIAL;1000080611;b2;S4;I;3;SAO PAULO;SP;44440;1559778;0;1559778;0;1559778;5310776;0;0;0;0;0;285993;5596769;6808955;0,2787;0,2787;0,2787;0,2291;0,0022
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;S4;I;2;SAO PAULO;SP;44440;920762;0;920762;0;920762;4283162;2510;0;0;0;2510;987223;5272896;NA;0,1746;0,1746;0,1746;NA%;0,0185
BS2 - PRUDENCIAL;1000080422;b1;S3;I;2;BELO HORIZONTE;MG;44440;444710;0;444710;122655;567365;4077173;61818;234;152786;58388;273226;692261;5042660;13608886;0,0882;0,0882;0,1125;0,0327;0,3224
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S4;I;2;SERTAOZINHO;SP;44440;889719;0;889719;0;889719;4446201;0;0;0;39001;39001;536618;5021820;7386697;0,1772;0,1772;0,1772;0,1204;0,0973
MIZUHO - PRUDENCIAL;1000080697;b1;S4;I;3;SAO PAULO;SP;44440;781843;0;781843;0;781843;4296165;16807;0;356798;0;373606;294643;4964414;9866317;0,1575;0,1575;0,1575;0,0792;0,0295
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;S4;I;2;LUCAS DO RIO VERDE;MT;44440;925584;0;925584;0;925584;4513848;28811;0;1655;0;30466;122482;4666796;6792601;0,1983;0,1983;0,1983;0,1363;0,0608
BANCO FIDIS - PRUDENCIAL;1000081751;b2;S4;I;3;BETIM;MG;44440;995811;0;995811;0;995811;4080147;0;0;0;0;0;577869;4658016;5719153;0,2138;0,2138;0,2138;0,1741;0,0005
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;S4;I;2;RIO DE JANEIRO;RJ;44440;1020629;0;1020629;0;1020629;3134359;166991;9150;660263;18913;855316;657197;4646871;6543102;0,2196;0,2196;0,2196;0,156;0,0473
RODOBENS - PRUDENCIAL;1000080855;b1;S4;I;2;SAO PAULO;SP;44440;918282;0;918282;0;918282;3664342;0;0;0;0;0;979067;4643409;5018092;0,1978;0,1978;0,1978;0,183;0,509
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;S4;I;1;ARACAJU;SE;44440;495053;0;495053;108170;603222;4058244;0;0;4140;28;4169;459540;4521953;7950366;0,1095;0,1095;0,1334;0,0623;0,1458
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;S4;I;2;SAO PAULO;SP;44440;633941;0;633941;0;633941;3909530;40698;0;79594;0;120292;433385;4463208;5755686;0,142;0,142;0,142;0,1101;0,0748
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;44440;614416;0;614416;0;614416;4219976;0;0;767;0;767;193747;4414490;6419451;0,1392;0,1392;0,1392;0,0957;0,1896
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;S4;I;2;MARINGA;PR;44440;626720;0;626720;0;626720;4091918;0;0;1670;0;1670;207525;4301113;6751724;0,1457;0,1457;0,1457;0,0928;0,3138
PARANÁ BANCO - PRUDENCIAL;1000080233;b1;S4;I;2;CURITIBA;PR;44440;1080666;40802;1121469;53666;1175135;3730203;0;0;1062;0;1062;558525;4289789;8822765;0,2519;0,2614;0,2739;0,1271;0,1055
BCO MUFG BRASIL S.A. - PRUDENCIAL;1000081713;b1;S3;I;3;SAO PAULO;SP;44440;1298648;0;1298648;0;1298648;2910883;72804;0;724183;0;796987;536292;4244163;9299813;0,306;0,306;0,306;0,1396;0,0075
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;S4;I;2;PALOTINA;PR;44440;527159;0;527159;30323;557483;4001498;0;0;526;0;526;173615;4175639;6462012;0,1262;0,1262;0,1335;0,0816;0,0906
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;S3;I;3;SAO PAULO;SP;44440;1567944;0;1567944;0;1567944;3183027;99842;0;352692;0;452534;530705;4166266;8622309;0,3763;0,3763;0,3763;0,1818;0,0025
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;S4;I;2;UBERLANDIA;MG;44440;508785;0;508785;0;508785;3257340;0;0;0;0;0;705915;3963255;5261190;0,1284;0,1284;0,1284;0,0967;0,1302
APE POUPEX - PRUDENCIAL;1000081184;n1;S3;I;2;BRASILIA;DF;44440;1163466;0;1163466;0;1163466;3393367;0;0;0;0;0;452282;3845650;NA;0,3025;0,3025;0,3025;NA%;0,0171
BANCO MASTER - PRUDENCIAL;1000080367;b1;S4;I;2;RIO DE JANEIRO;RJ;44440;413076;28644;441720;22104;463824;3292456;8136;0;0;35270;43406;493231;3829093;8080974;0,1079;0,1154;0,1211;0,0547;0,1906
REALIZE CFI - PRUDENCIAL;1000084703;n1;S4;I;3;PORTO ALEGRE;RS;44440;593151;0;593151;0;593151;3458901;5948;0;0;0;5948;210166;3675016;NA;0,1614;0,1614;0,1614;NA%;0,0068
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;S5;I;2;CHAPECO;SC;44440;NA;NA;NA;NA;574672;3373611;0;NA;NA;NA;0;156252;3529862;NA;NA%;NA%;0,1628;NA%;0,1148
COOPERATIVA DE CRÉDITO SICREDI SERRANA RS/ES;90608712;b3S;S4;I;2;CARLOS BARBOSA;RS;44440;490506;0;490506;0;490506;3265348;0;0;1209;0;1209;159100;3425657;4997013;0,1432;0,1432;0,1432;0,0982;0,0649
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;S4;I;2;LONDRINA;PR;44440;709618;0;709618;0;709618;2861777;134546;95353;303;0;230202;316688;3408666;5022442;0,2082;0,2082;0,2082;0,1413;0,0328
CRED-SYSTEM SCD - PRUDENCIAL;1000085441;n1;S5;I;2;BARUERI;SP;44440;NA;NA;NA;NA;253789;3035929;0;NA;NA;NA;0;303593;3339522;NA;NA%;NA%;0,076;NA%;0,0217
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;S4;I;3;SAO PAULO;SP;44440;983908;0;983908;0;983908;2938200;6017;0;0;0;6017;223838;3168055;3008407;0,3106;0,3106;0,3106;0,3271;0,0067
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DA AMAZÔNIA LTDA. - SICOOB CREDISUL.;3632872;b3S;S5;I;2;VILHENA;RO;44440;NA;NA;NA;NA;497312;3069493;0;NA;NA;NA;0;97559;3167052;NA;NA%;NA%;0,157;NA%;0,1028
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DE ESTADOS RIO GRANDE DO SUL, SANTA CATARINA E MINAS GERAIS - SICREDI UNIESTADOS;87780268;b3S;S4;I;2;ERECHIM;RS;44440;419920;0;419920;15317;435236;3054484;0;0;1477;0;1477;104138;3160099;4927109;0,1329;0,1329;0,1377;0,0852;0,1414
BANCO VOITER - PRUDENCIAL;1000080415;b1;S4;I;2;SAO PAULO;SP;44440;345598;0;345598;0;345598;2376146;38475;451728;119779;802;610783;78950;3065879;6006647;0,1127;0,1127;0,1127;0,0575;0,3873
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA;32995755;b3S;S4;I;2;TANGARA DA SERRA;MT;44440;574610;0;574610;0;574610;2873690;8167;0;743;0;8910;145236;3027836;4362061;0,1898;0,1898;0,1898;0,1317;0,0851
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;S4;I;2;NOVA PETROPOLIS;RS;44440;501606;0;501606;0;501606;2806784;0;0;2356;0;2356;181693;2990833;4706235;0,1677;0,1677;0,1677;0,1066;0,0885
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;S4;I;2;PONTA GROSSA;PR;44440;420268;0;420268;0;420268;2859560;0;0;1386;0;1386;122048;2982994;5259789;0,1409;0,1409;0,1409;0,0799;0,18
COOPERATIVA DE CRéDITO, POUPANçA E INVESTIMENTO UNIãO - SICREDI UNIAO RS/ES;88894548;b3S;S4;I;2;CERRO LARGO;RS;44440;548666;0;548666;0;548666;2818272;0;0;1033;0;1033;162329;2981633;4690792;0,184;0,184;0,184;0,117;0,0662
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PLANALTO – SICREDI PLANALTO RS/MG;88038260;b3S;S4;I;2;CRUZ ALTA;RS;44440;657926;0;657926;0;657926;2871601;0;0;874;0;874;88544;2961018;4288001;0,2222;0,2222;0,2222;0,1534;0,0152
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO ARAGUAIA E XINGU - SICREDI ARAXINGU;33021064;b3S;S4;I;2;CANARANA;MT;44440;529733;0;529733;0;529733;2868620;1499;0;626;0;2126;67625;2938371;3834105;0,1803;0,1803;0,1803;0,1382;0,0703
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO SUL DO MATO GROSSO DO SUL – SICREDI CENTRO-SUL MS;26408161;b3S;S4;I;2;DOURADOS;MS;44440;645897;0;645897;0;645897;2678800;0;0;989;0;989;130779;2810568;4233502;0,2298;0,2298;0,2298;0,1526;0,061
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;S5;I;2;GOIANIA;GO;44440;NA;NA;NA;NA;694100;2675534;0;NA;NA;NA;0;134844;2810378;NA;NA%;NA%;0,247;NA%;0,065
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S4;I;2;BELO HORIZONTE;MG;44440;400742;0;400742;0;400742;2617314;0;0;16509;0;16509;110349;2744173;10429651;0,146;0,146;0,146;0,0384;0,1636
WILL FINANCEIRA - PRUDENCIAL;1000084600;n1;S4;I;2;SAO PAULO;SP;44440;52670;0;52670;0;52670;2125049;0;0;0;0;0;599477;2724526;NA;0,0193;0,0193;0,0193;NA%;0,2087
BANCO DIGIO - PRUDENCIAL;1000084655;b2;S4;I;3;BARUERI;SP;44440;434815;0;434815;0;434815;2353312;2569;0;0;0;2569;342911;2698792;3735285;0,1611;0,1611;0,1611;0,1164;0,0023
