Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Passivo Circulante e Exigível a Longo Prazo (h) = (e) + (f) + (g);Resultados de Exercícios Futuros (i);Patrimônio Líquido (j);Passivo Total (k) = (h) + (i) + (j)
;;;;;;;;;Depósito Total;;;;;;;Obrigações por Operações Compromissadas (b);Recursos de Aceites e Emissão de Títulos;;;;;;Obrigações por Empréstimos e Repasses (d);Captações (e) = (a) + (b) + (c) + (d);;;;;;
;;;;;;;;;Depósitos à Vista (a1);Depósitos de Poupança (a2);Depósitos Interfinanceiros (a3);Depósitos a Prazo (a4);Conta de Pagamento Pré-Paga (a5);Depósitos Outros (a6);Depósito Total (a);;Letras de Crédito Imobiliário (c1);Letras de Crédito do Agronegócio (c2);Letras Financeiras (c3);Obrigações por Títulos e Valores Mobiliários no Exterior (c4);Outros Recursos de Aceites e Emissão de Títulos (c5);Recursos de Aceites e Emissão de Títulos (c);;;;;;;;
COOPERATIVA DE CRéDITO CREDIVAZ LTDA. - SICOOB CREDIVAZ;803287;b3S;S5;I;2;VAZANTE;MG;44440;52275;0;0;67190;0;5;119469;0;0;6957;0;0;0;6957;0;126426;0;22434;148860;2;40338;189200
COOPERATIVA DE CRÉDITO CREDIALP LTDA - SICOOB CREDIALP;25353939;b3S;S5;I;2;ALPINOPOLIS;MG;44440;45723;0;0;48790;0;958;95471;0;0;9607;0;0;0;9607;14225;119303;0;40510;159812;0;29262;189075
COOPERATIVA DE CRÉDITO DOS MÉDICOS, SERVIDORES PÚBLICOS E EMPRESÁRIOS DO NORDESTE LTDA - UNICRED DO NORDESTE;2602922;b3S;S5;I;2;FEIRA DE SANTANA;BA;44440;43253;0;0;96194;0;0;139447;0;604;0;0;0;0;604;16818;156869;0;10061;166930;0;20939;187869
BGC LIQUIDEZ DTVM LTDA - PRUDENCIAL;1000084033;n2;S4;I;3;RIO DE JANEIRO;RJ;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20000;20000;0;94958;114958;0;72796;187754
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DO ESTADO DE GOIÁS LTDA;4406371;b3S;S5;I;2;GOIANIA;GO;44440;52211;0;0;88128;0;0;140339;0;3729;0;0;0;0;3729;0;144067;0;6138;150205;0;35515;185720
FITBANK - PRUDENCIAL;1000085726;n4;;I;2;SAO PAULO;SP;44440;0;0;0;0;145841;0;145841;0;0;0;0;0;0;0;92;145933;0;1477;147409;0;37918;185327
COOPERATIVA DE CRÉDITO DA SERRA CATARINENSE - CREDICOMIN;9590601;b3S;S5;I;2;LAGES;SC;44440;34240;0;0;101770;0;0;136010;0;0;0;0;0;0;0;15158;151167;0;7883;159050;0;26073;185124
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI INTEGRAÇÃO BAHIA - SICREDI INTEGRAÇÃO BAHIA;97489280;b3S;S5;I;2;ITABUNA;BA;44440;39270;0;0;83107;0;2250;124626;0;0;0;0;0;0;0;465;125091;0;17192;142283;0;42435;184718
COOPERATIVA DE CREDITO DO PLANALTO SUL - SICOOB CREDISSERRANA;3033469;b3S;S5;I;2;LAGES;SC;44440;51099;0;0;56998;0;0;108097;0;100;17579;0;0;0;17679;597;126374;0;38112;164486;0;19692;184178
VITREO DTVM - PRUDENCIAL;1000085063;n2;S4;I;2;SAO PAULO;SP;44440;0;0;0;0;0;135883;135883;0;0;0;0;0;0;0;0;135883;0;9862;145745;0;38341;184086
COOPERATIVA DE CRÉDITO RURAL DE IRAÍ DE MINAS LTDA -SICOOB CREDIMIL;71207740;b3S;S5;I;2;IRAI DE MINAS;MG;44440;54721;0;0;75108;0;0;129829;0;0;0;0;0;0;0;0;129829;0;16499;146328;0;36920;183248
COOPERATIVA DE CRéDITO DE LIVRE ADMISSãO SICOOB CREDIACIL;8795285;b3S;S5;I;2;LEME;SP;44440;43866;0;0;108964;0;29;152858;0;5320;0;0;0;0;5320;0;158178;0;5753;163931;0;18937;182868
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA CONFIANÇA – CRESOL CONFIANÇA;7252614;b3S;S5;I;2;PAIM FILHO;RS;44440;16403;4793;0;51243;0;0;72439;0;0;0;0;0;0;0;0;72439;0;92280;164718;0;18039;182757
BECKER FINANCEIRA S.A. - CFI - PRUDENCIAL;1000084507;n1;S5;I;2;CERRO LARGO;RS;44440;0;0;0;0;0;0;0;0;0;0;0;0;84956;84956;0;84956;0;40411;125367;0;55723;181090
COOPERATIVA DE CRÉDITO DO MÉDIO SUL BAIANO LTDA. - SICOOB COSTA DO DESCOBRIMENTO;1205736;b3S;S5;I;2;ITAMARAJU;BA;44440;75236;0;0;31740;0;1;106976;0;409;9384;0;0;0;9793;7326;124095;0;29232;153327;0;26717;180044
SUL AMERICA INVEST DTVM S.A. - PRUDENCIAL;1000084026;n2;S4;I;3;SAO PAULO;SP;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14256;14256;0;165628;179884
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUL CATARINENSE - ACENTRA;3427097;b3S;S5;I;2;CRICIUMA;SC;44440;45025;0;0;68382;0;591;113997;0;0;0;0;0;0;0;28906;142904;0;8741;151645;0;27631;179276
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS JUÍZES E CARREIRAS PÚBLICAS DO DIREITO DO ESTADO DO RIO GRANDE DO SUL – SICREDI AJURIS RS;3750034;b3S;S4;I;2;PORTO ALEGRE;RS;44440;4929;0;4705;145129;0;1279;156042;0;0;0;0;0;0;0;0;156042;0;5382;161424;0;17257;178681
COOPERATIVA DE CREDITO CLASSICA DO ESTADO DO RIO DE JANEIRO - SICOOB EMPRESAS RJ;4120633;b3S;S5;I;2;RIO DE JANEIRO;RJ;44440;65874;0;0;74304;0;0;140178;0;0;0;0;0;0;0;0;140178;0;12477;152655;0;25161;177816
COMPANHIA HIPOTECARIA PIRATINI - CHP - PRUDENCIAL;1000085520;n1;S4;I;2;PORTO ALEGRE;RS;44440;0;0;0;0;0;0;0;0;8668;0;0;0;0;8668;0;8668;0;143993;152660;0;25140;177801
AGÊNCIA DE FOMENTO MATO GROSSO - PRUDENCIAL;1000081146;n1;S4;I;1;CUIABA;MT;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41254;41254;0;2933;44187;0;132982;177169
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED HORIZONTES LTDA - UNICRED HORIZONTES;1526924;b3S;S5;I;2;IJUI;RS;44440;24770;0;0;88765;0;0;113535;0;17099;0;0;0;0;17099;0;130634;0;7234;137868;0;37930;175797
SANTANA S.A. - CFI - PRUDENCIAL;1000083474;n1;S5;I;2;SAO PAULO;SP;44440;0;0;0;31528;0;0;31528;0;0;0;0;0;106817;106817;0;138345;0;3447;141792;0;33483;175275
COOPERATIVA DE CRÉDITO CREDIBELO LTDA. - SICOOB CREDIBELO;71237184;b3S;S5;I;2;CAMPO BELO;MG;44440;67329;0;0;62863;0;142;130334;0;0;3417;0;0;0;3417;0;133751;0;14111;147862;578;25308;173749
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO SERRANO - SICOOB CREDISERRA SC;1692448;b3S;S5;I;2;URUPEMA;SC;44440;32051;0;0;60090;0;0;92141;0;0;15322;0;0;0;15322;789;108252;0;38814;147066;0;26392;173457
COOPERATIVA DE CRÉDITO COOPCRED;53623781;b3S;S5;I;2;VALPARAISO;SP;44440;38072;0;0;63265;0;0;101337;0;2;9406;0;0;0;9407;343;111087;0;24525;135613;0;36405;172018
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE MARECHAL CÂNDIDO RONDON E REGIÃO - SICOOB CONFIANÇA;7097064;b3S;S5;I;2;MARECHAL CANDIDO RONDON;PR;44440;34794;0;0;77192;0;306;112292;0;33;13700;0;0;0;13733;0;126026;0;24627;150652;0;21186;171838
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA FEDERAÇÃO DO COMÉRCIO, SESC E SENAC DE SÃO PAULO;62928320;b3S;S5;I;2;SAO PAULO;SP;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6815;6815;0;164991;171806
BANCO XCMG BRASIL - PRUDENCIAL;1000085300;b2;S4;I;3;POUSO ALEGRE;MG;44440;0;0;22397;23255;0;0;45652;23204;0;0;0;0;0;0;0;68856;0;3154;72010;0;99236;171246
GAZIN - PRUDENCIAL;1000080824;n1;S4;I;2;DOURADINA;PR;44440;0;0;0;26598;0;0;26598;0;0;0;0;0;29579;29579;0;56177;0;13982;70159;0;99437;169596
COOPERATIVA DE CRÉDITO DOS MAGISTRADOS, SERVIDORES DA JUSTIÇA DO ESTADO DE GOIÁS E EMPREGADOS DA CELG LTDA.;9552111;b3S;S5;I;2;GOIANIA;GO;44440;25090;0;0;82759;0;0;107849;0;1059;1864;0;0;0;2922;0;110771;0;6804;117575;0;50207;167782
COOPERATIVA DE CRÉDITO HORIZONTE - SICOOB HORIZONTE;7194313;b3S;S5;I;2;ARAPONGAS;PR;44440;59792;0;0;71588;0;283;131663;0;0;2188;0;0;0;2188;0;133851;0;10586;144437;1;17796;162233
COOPERATIVA DE CRéDITO DE TIROS E MATUTINA LTDA.- SICOOB CREDITIROS;42880617;b3S;S5;I;2;TIROS;MG;44440;35331;0;0;43503;0;0;78834;0;0;4290;0;0;0;4290;0;83124;0;49687;132811;0;27994;160804
COOPERATIVA DE CREDITO CREDIAGRO LTDA. - SICOOB CREDIAGRO;429890;b3S;S5;I;2;CAMPOS ALTOS;MG;44440;43247;0;0;43994;0;0;87241;0;0;11052;0;0;0;11052;1215;99508;0;23553;123061;0;37658;160718
COOPERATIVA DE CREDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDARIA DAS ENCOSTAS DA SERRA GERAL – CRESOL ENCOSTAS DA SERRA GERAL;3485130;b3S;S5;I;2;SANTA ROSA DE LIMA;SC;44440;18154;1537;0;92346;0;0;112036;0;0;0;0;0;0;0;0;112036;0;32762;144798;0;14265;159063
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA MEIO OESTE - CRESOL MEIO OESTE;7946451;b3S;S5;I;2;TANGARA;SC;44440;12571;1033;0;73142;0;0;86747;0;0;0;0;0;0;0;0;86747;0;54907;141653;0;17263;158916
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO COSAN - BARRACRED COSAN;1439107;b3S;S5;I;2;BARRA BONITA;SP;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3049;3049;0;154237;157287
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO NOS ESTADOS DE ALAGOAS, SERGIPE E BAHIA - SICOOB LESTE;2493000;b3S;S5;I;2;MACEIO;AL;44440;41260;0;0;63872;0;500;105632;0;0;0;0;0;0;0;0;105632;0;11140;116772;0;40081;156853
ECONOMIA CI S.A.-ECONOMISA - PRUDENCIAL;1000083364;n1;S5;I;2;BELO HORIZONTE;MG;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13587;13587;0;116141;129728;0;26962;156690
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CARMO DO RIO CLARO LTDA - SICOOB CREDICARMO;25743311;b3S;S5;I;2;CARMO DO RIO CLARO;MG;44440;32076;0;0;42412;0;33;74521;0;0;5345;0;0;0;5345;26674;106540;0;8088;114627;0;40409;155037
WESTERN ASSET DTVM LTDA. - PRUDENCIAL;1000083900;n2;S4;I;3;SAO PAULO;SP;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38203;38203;0;116252;154455
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO – SICOOB COOPERAC;8071414;b3S;S5;I;2;RIBEIRAO PRETO;SP;44440;59055;0;0;75980;0;146;135181;0;0;0;0;0;0;0;0;135181;0;3029;138211;0;16156;154367
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE SÃO SEBASTIÃO DO PARAÍSO LTDA. - SICOOB PARAÍSOCRED;1657678;b3S;S5;I;2;SAO SEBASTIAO DO PARAISO;MG;44440;29248;0;0;72641;0;0;101889;0;0;0;0;0;0;0;24057;125945;0;4253;130198;0;22871;153069
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE GUARANI DAS MISSÕES - CRESOL GUARANI DAS MISSÕES;8488377;b3S;S5;I;2;GUARANI DAS MISSOES;RS;44440;12343;3162;0;47768;0;0;63273;0;0;0;0;0;0;0;8039;71312;0;66981;138292;0;14638;152930
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA ÁREA DE SAÚDE DE NÍVEL SUPERIOR DE JUIZ DE FORA LTDA. - UNICRED JUIZ DE FORA;71479653;b3S;S5;I;2;JUIZ DE FORA;MG;44440;28784;0;0;72268;0;0;101052;0;3886;0;1224;0;0;5110;20520;126682;0;7188;133870;0;18781;152652
COOPERATIVA DE CRÉDITO VALE DO CANOAS - SICOOB/SC CREDICANOAS;707903;b3S;S5;I;2;ABDON BATISTA;SC;44440;22122;0;0;69087;0;0;91209;0;0;11410;0;0;0;11410;2559;105178;0;23920;129098;0;23406;152504
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO EMPREENDEDORES - SICREDI EMPREENDEDORES PR;7070495;b3S;S4;I;2;CURITIBA;PR;44440;28835;0;811;96564;0;5;126215;0;0;0;0;0;0;0;272;126488;0;11720;138207;0;11955;150163
COOPERATIVA DE CRÉDITO CREDICAMPINA LTDA. - SICOOB CREDICAMPINA;1609345;b3S;S5;I;2;CAMPINA VERDE;MG;44440;28086;0;0;55908;0;0;83994;0;10;9138;0;0;0;9148;0;93142;0;37703;130845;0;19094;149939
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE CURITIBANOS - CRESOL CURITIBANOS;1155801;b3S;S5;I;2;CURITIBANOS;SC;44440;17580;1717;0;43846;0;0;63142;0;0;0;0;0;0;0;0;63142;0;63232;126375;0;21671;148046
COOPERATIVA DE ECONOMIA E CRÉDITO DOS EMPRESÁRIOS, PROFISSIONAIS DO MERCADO IMOBILIÁRIO E DA CMI / SECOVI - SICOOB SECOVICRED MG;14913919;b3S;S5;I;2;BELO HORIZONTE;MG;44440;44034;0;0;79190;0;0;123224;0;2711;0;0;0;0;2711;0;125935;0;2964;128899;0;18511;147411
COOPERATIVA DE CRéDITO CREDIBAM LTDA. - SICOOB CREDIBAM;66259110;b3S;S5;I;2;BAMBUI;MG;44440;42875;0;0;56099;0;0;98974;0;0;8430;0;0;0;8430;0;107404;0;9545;116948;0;30244;147192
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SERTÃO DE MINAS GERAIS LTDA. - SICOOB SERTÃO MINAS;1667352;b3S;S5;I;2;PIRAPORA;MG;44440;44306;0;0;32203;0;0;76509;0;0;2409;0;0;0;2409;32595;111513;0;14080;125593;0;18261;143854
CREDISIS CAPITALCREDI - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ACRE LTDA;5439425;b3S;S5;I;2;RIO BRANCO;AC;44440;44327;0;0;69585;0;0;113912;0;0;0;0;0;0;0;0;113912;0;2668;116580;0;26427;143007
BANCO RNX S.A. - PRUDENCIAL;1000081775;b2;S4;I;2;CURITIBA;PR;44440;0;0;0;117676;147;0;117824;0;0;0;0;0;0;0;0;117824;0;5969;123793;0;18435;142228
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E CATEGORIAS AFINS-UNICRED NITEROI LTDA;1090027;b3S;S5;I;2;NITEROI;RJ;44440;40546;0;0;68755;0;881;110181;0;0;0;0;0;0;0;0;110181;0;7244;117425;0;24665;142090
COOPERATIVA DE CRÉDITO DO SUDOESTE BAIANO LTDA - SICOOB CREDICONQUISTA;2282165;b3S;S5;I;2;VITORIA DA CONQUISTA;BA;44440;59065;0;0;52580;0;0;111645;0;0;0;0;0;0;0;0;111645;0;5005;116650;0;25078;141728
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA PLANALTO SERRANO – CRESOL PLANALTO SERRANO;2766672;b3S;S5;I;2;SAO JOAQUIM;SC;44440;17364;2157;0;53882;0;0;73403;0;0;0;0;0;0;0;0;73403;0;49134;122538;0;18923;141461
COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE ARATIBA – CRESOL ARATIBA;4565791;b3S;S5;I;2;ARATIBA;RS;44440;10668;3153;0;63867;0;0;77688;0;0;0;0;0;0;0;0;77688;0;52922;130610;0;10735;141345
CM CAPITAL MARKETS - PRUDENCIAL;1000080549;n2;S4;I;3;SAO PAULO;SP;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109134;109134;0;31844;140977
COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE XAVANTINA - CRESOL XAVANTINA;8055016;b3S;S5;I;2;XAVANTINA;SC;44440;10374;1576;0;62828;0;0;74777;0;0;0;0;0;0;0;0;74777;0;47005;121782;0;17930;139712
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SANTA CRUZ DAS PALMEIRAS E REGIÃO;6910457;b3S;S5;I;2;SANTA CRUZ DAS PALMEIRAS;SP;44440;32547;0;0;83899;0;1656;118102;0;0;0;0;0;0;0;0;118102;0;3986;122087;0;16940;139028
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DO VALE DAS ANTAS LTDA. - UNICRED VALE DAS ANTAS;94243839;b3S;S5;I;2;CASCA;RS;44440;14203;0;0;59537;0;0;73740;0;27280;0;2971;0;0;30251;10618;114609;0;2759;117369;0;21526;138895
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS INTEGRANTES DA MAGISTRATURA E DO MINISTÉRIO PÚBLICO NO ESTADO DO PARANÁ - SICREDI CREDJURIS;4886317;b3S;S4;I;2;CURITIBA;PR;44440;14259;0;2252;97413;0;0;113924;0;0;0;0;0;0;0;0;113924;0;7653;121577;0;17189;138766
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO PODER EXECUTIVO FEDERAL, DOS SERVIDORES DA SECRETARIA DE SAÚDE E DOS TRABALHADORES EM ENSINO DO DISTRITO FEDERAL LTDA.   SICOOB EXECUTIVO;694877;b3S;S5;I;2;BRASILIA;DF;44440;21836;0;0;63487;0;6;85329;0;0;0;0;0;0;0;14394;99722;0;5571;105293;0;32486;137779
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO SUL DE MATO GROSSO DO SUL - SICOOB CENTRO SUL MS;10319386;b3S;S5;I;2;DOURADOS;MS;44440;40333;0;0;58733;0;0;99065;0;0;0;0;0;0;0;0;99065;0;18528;117594;0;19927;137521
CENTROCRED CFI - PRUDENCIAL;1000084727;n1;S5;I;2;SANTA CRUZ DO SUL;RS;44440;0;0;0;90546;0;0;90546;0;0;0;0;0;0;0;0;90546;0;3502;94048;0;43141;137189
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PIRACANJUBA LTDA;5222094;b3S;S5;I;2;PIRACANJUBA;GO;44440;44378;0;0;25001;0;0;69379;0;0;10242;0;0;0;10242;6300;85921;0;27058;112979;0;24130;137109
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO VALE DO GORUTUBA LTDA - SICOOB CREDIVAG;25404542;b3S;S5;I;2;JANAUBA;MG;44440;39577;0;0;41287;0;27;80890;0;0;6175;0;0;0;6175;0;87065;0;18474;105539;0;31493;137032
COOPERATIVA DE CRÉDITO SICREDI ALTO SERTÃO PARAIBANO - SICREDI ALTO SERTÃO PARAIBANO;9343038;b3S;S5;I;2;SOUSA;PB;44440;34046;0;0;52867;0;0;86913;0;0;0;0;0;0;0;2656;89569;0;6496;96065;0;38136;134201
COOPERATIVA DE CRÉDITO CREDIESMERALDAS LTDA. - SICOOB CREDIESMERALDAS;68512748;b3S;S5;I;2;ESMERALDAS;MG;44440;58167;0;0;52769;0;0;110936;0;0;0;0;0;0;0;0;110936;0;4506;115442;0;18690;134132
FINSOL SCMEPP S.A. - PRUDENCIAL;1000083340;n1;S4;I;3;RECIFE;PE;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100713;100713;489;4603;105806;0;28006;133812
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO SUL DO BRASIL - CREVISC;10143743;b3S;S5;I;2;GUARAMIRIM;SC;44440;38691;0;0;52661;0;0;91352;0;0;0;0;0;0;0;6923;98275;0;6225;104500;0;28144;132644
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CAMPOS GERAIS E CAMPO DO MEIO LTDA - SICOOB CREDCAM;71146450;b3S;S5;I;2;CAMPOS GERAIS;MG;44440;33689;0;0;48337;0;0;82026;0;0;2587;0;0;0;2587;0;84612;0;22382;106994;0;23843;130838
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA JOHNSON & JOHNSON;45691128;b3S;S5;I;2;SAO JOSE DOS CAMPOS;SP;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10593;10593;0;119786;130379
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE ALFREDO WAGNER - CRESOL ALFREDO WAGNER;5494591;b3S;S5;I;2;ALFREDO WAGNER;SC;44440;13500;6598;0;35707;0;0;55805;0;0;0;0;0;0;0;0;55805;0;58572;114378;0;14978;129355
UNIPRIME SUL MS - COOPERATIVA DE CRÉDITO;37554441;b3S;S5;I;2;DOURADOS;MS;44440;29099;1276;0;53732;0;17;84124;0;6216;0;1101;0;0;7317;0;91441;0;3802;95243;0;33425;128668
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE WITMARSUM - CRESOL WITMARSUM;7465539;b3S;S5;I;2;WITMARSUM;SC;44440;10886;2816;0;49940;0;0;63642;0;0;0;0;0;0;0;0;63642;0;42267;105909;0;22440;128349
VORTX DTVM - PRUDENCIAL;1000084538;n2;S4;I;2;SAO PAULO;SP;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114704;114704;0;12576;127280
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE E LIVRE ADMISSÃO MINAS - ESPÍRITO SANTO LTDA. - UNICRED MINAS - ES;1110032;b3S;S5;I;2;VITORIA;ES;44440;35106;0;0;60622;0;0;95729;0;3144;0;0;0;0;3144;0;98872;0;10947;109819;0;16937;126757
COOPERATIVA DE CRÉDITO SICOOB TRANSAMAZÔNICA;24431221;b3S;S5;I;2;PACAJA;PA;44440;59372;0;0;45460;0;0;104832;0;86;5154;0;0;0;5241;0;110073;0;2976;113049;0;13643;126692
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CAÇADOR   SICOOB CAÇADOR SC;86791837;b3S;S5;I;2;CACADOR;SC;44440;32886;0;0;58436;0;33;91355;0;3723;1823;0;0;0;5546;491;97393;0;9809;107201;0;19317;126518
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DE NÍVEL SUPERIOR DA ÁREA DE SAÚDE DE OURINHOS - OURICRED;2179673;b3S;S5;I;2;OURINHOS;SP;44440;23807;0;0;67766;0;75;91648;0;15099;0;0;0;0;15099;0;106747;0;2024;108771;0;17725;126496
COOPERATIVA DE CRÉDITO SICOOB NORTE SUL LTDA;2876918;b3S;S5;I;2;GANDU;BA;44440;37567;0;0;45466;0;34;83067;0;0;3820;0;0;0;3820;17189;104077;0;3332;107409;0;17823;125231
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA MARGEM ESQUERDA DO URUCUIA E SÃO FRANCISCO LTDA - SICOOB CREDICHAPADA;14046512;b3S;S5;I;2;CHAPADA GAUCHA;MG;44440;39132;0;0;23435;0;0;62567;0;0;2578;0;0;0;2578;11977;77122;0;25587;102709;0;21115;123824
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA ÁREA NOTARIAL E REGISTRAL - COOPNORE;7714057;b3S;S5;I;2;PORTO ALEGRE;RS;44440;38202;0;0;66639;0;0;104841;0;0;0;0;0;0;0;0;104841;0;9511;114352;0;8966;123318
BCO LA PROVINCIA B AIRES BCE - PRUDENCIAL;1000081263;b1;S4;I;3;SAO PAULO;SP;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6417;6417;0;116697;123114
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE LIVRE ADMISSÃO DE ARARAQUARA E REGIÃO - SICOOB;53236808;b3S;S5;I;2;ARARAQUARA;SP;44440;44332;0;0;57208;0;288;101827;0;0;0;0;0;0;0;0;101827;0;6259;108086;0;14991;123077
BCO CEDULA S.A. - PRUDENCIAL;1000081469;b1;S4;I;2;RIO DE JANEIRO;RJ;44440;20795;0;0;64682;0;0;85478;0;0;0;0;0;0;0;0;85478;166;843;86486;0;36077;122563
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE JARAGUÁ DO SUL E REGIÃO - SICOOB CEJASCRED;12384953;b3S;S5;I;2;JARAGUA DO SUL;SC;44440;27209;0;0;75685;0;0;102894;0;0;0;0;0;0;0;488;103382;0;2897;106280;0;14744;121023
UNICRED REGIONAL NORTE LAGOS - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO REGIONAL NORTE LAGOS LTDA;4445917;b3S;S5;I;2;CAMPOS DOS GOYTACAZES;RJ;44440;31736;0;0;64634;0;177;96546;0;567;0;0;0;0;567;0;97114;0;4790;101904;0;18797;120701
COOPERATIVA DE CRÉDITO DA REGIÃO DO VALE DO RIO GRANDE LTDA. - SICOOB CREDILEITE;86585049;b3S;S5;I;2;UBERABA;MG;44440;45717;0;0;41934;0;63;87714;0;0;0;0;0;0;0;0;87714;0;17259;104973;0;14989;119962
COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA CRESOL EVOLUÇÃO;2844024;b3S;S5;I;2;DIONISIO CERQUEIRA;SC;44440;12117;513;0;41666;0;0;54296;0;0;0;0;0;0;0;0;54296;0;47665;101961;0;16583;118544
COOPERATIVA DE CRÉDITO MÚTUO DOS PROFISSIONAIS DE NÍVEL SUPERIOR DA SAÚDE, ARQUITETOS E URBANISTAS DE SETE LAGOAS E REGIÃO LTDA - UNICRED SETE LAGOAS;71163315;b3S;S5;I;2;SETE LAGOAS;MG;44440;25836;0;0;59902;0;0;85738;0;6124;0;0;0;0;6124;0;91862;0;5037;96899;0;21155;118054
SITA SCCVM S.A. - PRUDENCIAL;1000082743;n2;S4;I;2;BELO HORIZONTE;MG;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;49922;49927;0;67952;117879
COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE JACUTINGA - CRESOL JACUTINGA;2904125;b3S;S5;I;2;JACUTINGA;RS;44440;12113;1694;0;37326;0;0;51133;0;0;0;0;0;0;0;0;51133;0;53034;104167;0;12687;116854
