Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Passivo Circulante e Exigível a Longo Prazo (h) = (e) + (f) + (g);Resultados de Exercícios Futuros (i);Patrimônio Líquido (j);Passivo Total (k) = (h) + (i) + (j)
;;;;;;;;;Depósito Total;;;;;;;Obrigações por Operações Compromissadas (b);Recursos de Aceites e Emissão de Títulos;;;;;;Obrigações por Empréstimos e Repasses (d);Captações (e) = (a) + (b) + (c) + (d);;;;;;
;;;;;;;;;Depósitos à Vista (a1);Depósitos de Poupança (a2);Depósitos Interfinanceiros (a3);Depósitos a Prazo (a4);Conta de Pagamento Pré-Paga (a5);Depósitos Outros (a6);Depósito Total (a);;Letras de Crédito Imobiliário (c1);Letras de Crédito do Agronegócio (c2);Letras Financeiras (c3);Obrigações por Títulos e Valores Mobiliários no Exterior (c4);Outros Recursos de Aceites e Emissão de Títulos (c5);Recursos de Aceites e Emissão de Títulos (c);;;;;;;;
UBS - PRUDENCIAL;1000080989;b2;S4;I;3;SAO PAULO;SP;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;737147;737147;0;505058;1242205
RANDON - PRUDENCIAL;1000080800;b2;S4;I;2;CAXIAS DO SUL;RS;44440;0;0;180149;188144;0;0;368293;0;0;0;26676;0;0;26676;443707;838675;0;123303;961979;2806;273175;1237960
COOPERATIVA DE CRÉDITO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31815293;b3S;S5;I;2;SAO GABRIEL DA PALHA;ES;44440;338865;0;0;366610;0;3565;709039;0;24320;60544;0;0;0;84864;16929;810833;0;164640;975473;0;259594;1235068
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SUL CATARINENSE - SICOOB CREDISULCA SC;81367880;b3S;S5;I;2;TURVO;SC;44440;273837;0;0;596815;0;0;870653;0;14333;34581;0;0;0;48914;6047;925614;0;97578;1023192;0;190677;1213868
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS AURIVERDE -  SICOOB - CREDIAL SC/RS;78858107;b3S;S5;I;2;CUNHA PORA;SC;44440;209128;0;0;541856;0;3834;754819;0;0;61148;0;0;0;61148;6398;822365;0;165168;987532;0;206307;1193840
BCO DES. DO ES S.A. - PRUDENCIAL;1000081304;b4;S4;I;1;VITORIA;ES;44440;10599;0;0;149511;0;0;160110;0;0;0;0;0;0;0;422644;582754;0;301060;883814;0;307413;1191226
AF DO ESTADO DE SC S.A. - PRUDENCIAL;1000081074;n1;S4;I;1;FLORIANOPOLIS;SC;44440;1883;0;0;0;0;0;1883;0;0;0;0;0;0;0;335192;337075;0;128558;465632;0;718022;1183655
COOPERATIVA DE CRÉDITO POUPANÇA E INVESTIMENTO PANTANAL DO MATO GROSSO DO SUL - SICREDI PANTANAL MS;26408187;b3S;S4;I;2;MARACAJU;MS;44440;200954;0;2979;310640;0;633;515206;0;0;0;0;0;0;0;3082;518289;0;441190;959479;0;216069;1175548
BCO KEB DO BRASIL SA - PRUDENCIAL;1000081232;b1;S4;I;3;SAO PAULO;SP;44440;129873;0;0;501867;0;0;631740;2997;0;0;0;0;0;0;364398;999135;0;15255;1014390;0;157389;1171780
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NOVOS HORIZONTES - SICREDI NOVOS HORIZONTES PR/SP;7206072;b3S;S4;I;2;ARAPOTI;PR;44440;140437;0;64691;607494;0;12;812633;0;0;0;0;0;0;0;6948;819582;0;242489;1062070;0;106543;1168613
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO VALE DO RIO PARDO - SICREDI VALE DO RIO PARDO RS;95424891;b3S;S4;I;2;SANTA CRUZ DO SUL;RS;44440;197208;0;19202;488935;0;8622;713967;0;0;0;0;0;0;0;21893;735860;0;229352;965212;0;199216;1164428
COOPERATIVA DE CRÉDITO CENTRO LESTE - SICREDI CENTRO LESTE RS;88471024;b3S;S4;I;2;CACHOEIRA DO SUL;RS;44440;195355;0;56834;451705;0;342;704235;0;0;0;0;0;0;0;14860;719095;0;288330;1007426;0;154928;1162354
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NOSSA TERRA - SICREDI NOSSA TERRA PR/SP;81192106;b3S;S4;I;2;CAFELANDIA;PR;44440;168322;0;62889;438332;0;244;669788;0;0;0;0;0;0;0;9353;679141;0;331563;1010703;0;148341;1159044
COOPERATIVA DE CRÉDITO LITORÂNEA;85291086;b3S;S5;I;2;JACINTO MACHADO;SC;44440;259569;0;0;555843;0;1760;817172;0;0;33556;0;0;0;33556;6050;856778;0;138825;995603;147;154865;1150615
COOPERATIVA DE CRÉDITO DE CASCAVEL E REGIÃO - SICOOB CREDICAPITAL;4529074;b3S;S5;I;2;CASCAVEL;PR;44440;210781;0;0;430233;0;1395;642409;0;84922;56427;0;0;0;141349;2895;786653;0;237234;1023886;38;121068;1144992
ICBC DO BRASIL BM S.A. - PRUDENCIAL;1000081830;b1;S4;I;3;SAO PAULO;SP;44440;26818;0;0;658612;0;0;685429;0;0;19607;0;0;0;19607;269581;974618;0;5612;980229;0;163665;1143894
CAIXA GERAL - PRUDENCIAL;1000080927;b1;S4;I;3;SAO PAULO;SP;44440;4579;0;0;340281;0;0;344860;55929;6618;86714;225;0;0;93557;193185;687530;65573;87946;841049;346;301270;1142665
COOPERATIVA DE CREDITO COM INTERACAO SOLIDARIA PIONEIRA - CRESOL PIONEIRA;971300;b3S;S5;I;2;DOIS VIZINHOS;PR;44440;82618;463;0;312326;0;0;395408;0;0;0;0;0;0;0;9698;405105;0;602629;1007734;0;127132;1134866
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO MÉDIO PIRACICABA E DO CIRCUITO DO OURO LTDA. - SICOOB CREDIMEPI;1644264;b3S;S5;I;2;JOAO MONLEVADE;MG;44440;208019;0;0;615401;0;0;823420;0;53238;535;0;0;0;53773;90172;967365;0;21564;988929;0;141977;1130906
COOPERATIVA DE CREDITO DO ALTO PARANAIBA E REGIÃO LTDA. - SICOOB CREDIPATOS;25387671;b3S;S5;I;2;PATOS DE MINAS;MG;44440;205196;0;0;334497;0;0;539694;0;0;52718;0;0;0;52718;55419;647832;0;349831;997663;0;132168;1129831
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA ZONA DA MATA LTDA   SICOOB COOPEMATA;2335109;b3S;S5;I;2;CATAGUASES;MG;44440;183520;0;0;553244;0;46;736810;0;3094;0;0;0;0;3094;203447;943351;0;30491;973842;0;153697;1127540
COOPERATIVA DE CRÉDITO UNICRED DESBRAVADORA LTDA - UNICRED DESBRAVADORA;1039011;b3S;S5;I;2;CHAPECO;SC;44440;135967;0;0;784388;0;2411;922767;0;49085;0;0;0;0;49085;0;971852;0;29144;1000996;0;113866;1114861
MONEY PLUS SCMEPP LTDA - PRUDENCIAL;1000083292;n1;S5;I;2;SAO PAULO;SP;44440;0;0;0;0;483066;0;483066;0;0;0;0;0;0;0;479023;962089;0;69826;1031914;0;80440;1112354
COOPERATIVA DE CRÉDITO COCRE;54401286;b3S;S4;I;2;PIRACICABA;SP;44440;192648;0;0;647092;0;2709;842449;0;49063;63708;0;0;0;112771;26;955246;0;34127;989373;2;119985;1109360
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO VINHO - SICOOB VALE DO VINHO;81016131;b3S;S5;I;2;VIDEIRA;SC;44440;155639;0;0;504102;0;4131;663872;0;1433;63883;0;0;0;65316;4151;733339;0;239358;972697;0;135517;1108215
COOPERATIVA DE CRÉDITO DOS PROPRIETÁRIOS DA INDÚSTRIA DE ROCHAS ORNAMENTAIS, CAL E CALCÁRIOS DO ESTADO DO ESPÍRITO SANTO - SICOOB CREDIROCHAS;3358914;b3S;S5;I;2;CACHOEIRO DE ITAPEMIRIM;ES;44440;261085;0;0;579039;0;629;840753;0;35259;14481;0;0;0;49740;11462;901955;0;46580;948535;0;159100;1107635
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORTE DO PARANÁ E SUL DE SÃO PAULO - SICREDI NORTE SUL PR/SP;79063574;b3S;S4;I;2;SANTO ANTONIO DA PLATINA;PR;44440;214193;0;37028;435250;0;374;686845;0;0;0;0;0;0;0;6601;693446;0;291035;984481;0;123012;1107493
COOPERATIVA DE CRÉDITO DE EMPRESÁRIOS - SICOOB/TRANSCREDI;4247370;b3S;S5;I;2;CONCORDIA;SC;44440;150731;0;0;591484;0;477;742692;0;17717;12634;0;0;0;30350;122685;895728;0;46701;942429;0;159866;1102295
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED INTEGRAÇÃO LTDA.;73750424;b3S;S5;I;2;CAXIAS DO SUL;RS;44440;101655;0;0;731159;0;8352;841165;0;94990;0;410;0;0;95401;0;936566;0;33932;970498;0;126826;1097324
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO METROPOLITANA DE GOIÂNIA LTDA.;7599206;b3S;S5;I;2;GOIANIA;GO;44440;344575;0;0;430342;0;0;774916;0;0;21807;0;0;0;21807;53;796776;0;103316;900091;0;195636;1095728
COOPERATIVA DE CRÉDITO DA REGIÃO MERIDIONAL DO BRASIL - SICOOB UNICOOB MERIDIONAL;5392810;b3S;S5;I;2;TOLEDO;PR;44440;214441;0;0;452709;0;1058;668208;0;52735;79749;0;0;0;132484;3411;804103;0;165002;969105;0;116742;1085847
M PAGAMENTOS S.A. CFI - PRUDENCIAL;1000083515;n1;S4;I;2;BARUERI;SP;44440;0;0;0;317563;0;0;317563;0;0;0;0;0;162565;162565;13;480141;0;217908;698048;28611;351256;1077916
COOPERATIVA DE CREDITO, POUPANÇA E INVESTIMENTO RIO PARANA - SICREDI RIO PARANA PR/SP;81206039;b3S;S4;I;2;NOVA LONDRINA;PR;44440;192394;0;26235;382177;0;1243;602049;0;0;0;0;0;0;0;5427;607476;0;324085;931561;0;141591;1073152
COOPERATIVA DE CRéDITO, POUPANçA E INVESTIMENTO CAMINHO DAS ÁGUAS RS - SICREDI CAMINHO DAS ÁGUAS RS;95213211;b3S;S4;I;2;ROLANTE;RS;44440;149074;0;7207;613138;0;4173;773592;0;0;0;0;0;0;0;10328;783920;0;187465;971386;0;97545;1068931
BCO WOORI BANK DO BRASIL S.A. - PRUDENCIAL;1000081823;b1;S4;I;3;SAO PAULO;SP;44440;98811;0;40097;800581;0;2022;941512;0;0;0;0;0;0;0;5420;946932;0;13835;960767;201;105858;1066826
BANCO SEMEAR - PRUDENCIAL;1000081380;b1;S4;I;2;BELO HORIZONTE;MG;44440;18666;0;0;821447;0;0;840113;0;14777;0;10299;0;0;25076;0;865189;253;68785;934227;625;129347;1064199
COOPERATIVA DE CRÉDITO DO NORTE CATARINENSE E SUL PARANAENSE - SICOOB CREDINORTE;81011686;b3S;S5;I;2;MAFRA;SC;44440;191449;0;0;385396;0;3133;579979;0;2129;64767;0;0;0;66896;10393;657267;0;292156;949423;0;113894;1063317
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE ESPUMOSO – SICREDI ESPUMOSO RS/MG;87900411;b3S;S4;I;2;ESPUMOSO;RS;44440;125373;0;31913;202265;0;1263;360815;0;0;0;0;0;0;0;8188;369003;0;445418;814421;0;246050;1060471
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO PONTAL DO TRIANGULO LTDA - SICOOB CREDIPONTAL;26178533;b3S;S5;I;2;ITUIUTABA;MG;44440;176357;0;0;269137;0;0;445494;0;0;111761;0;0;0;111761;130807;688062;0;255858;943919;0;116317;1060236
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PARANAPANEMA PR/SP - SICREDI PARANAPANEMA PR/SP;79086997;b3S;S4;I;2;CAMBARA;PR;44440;158272;0;57755;416378;0;830;633234;0;0;0;0;0;0;0;5389;638623;0;313741;952364;0;96991;1049355
COOPERATIVA DE CRÉDITO SICOOB VALE SUL;2466552;b3S;S5;I;2;FRANCISCO BELTRAO;PR;44440;181433;0;0;369310;0;801;551544;0;38934;52546;0;0;0;91481;0;643025;0;292752;935776;0;109466;1045242
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SUL MINAS DO RIO GRANDE DO SUL E MINAS GERAIS – SICREDI SUL MINAS RS/MG.;87784088;b3S;S4;I;2;ESTACAO;RS;44440;126992;0;95992;295607;0;1313;519904;0;0;0;0;0;0;0;10167;530072;0;361615;891686;0;148695;1040381
OURINVEST - PRUDENCIAL;1000081012;b1;S4;I;2;SAO PAULO;SP;44440;750;0;0;228216;0;5702;234668;0;0;0;0;0;0;0;0;234668;5298;660462;900428;76;136435;1036939
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO  - SICOOB UNIMAIS;73085573;b3C;S4;I;2;SAO PAULO;SP;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;980057;980057;0;53696;1033753
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DE MATO GROSSO;36900256;b3S;S5;I;2;CUIABA;MT;44440;245149;0;0;429303;0;0;674452;0;93542;0;20350;0;0;113893;0;788345;0;46664;835009;0;197346;1032355
COOPERATIVA DE CRÉDITO SUL - SICOOB SUL;5888589;b3S;S5;I;2;CURITIBA;PR;44440;274357;0;0;497710;0;2615;774682;0;9058;16535;0;0;0;25594;18194;818469;0;92861;911331;32;119996;1031359
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO JAGUARI E ZONA DA MATA – SICREDI VALE DO JAGUARI E ZONA DA MATA RS/MG;87780284;b3S;S4;I;2;SANTIAGO;RS;44440;181573;0;6975;206656;0;1544;396747;0;0;0;0;0;0;0;459;397206;0;370894;768100;0;262424;1030524
DESENBAHIA AG FOMENTO BAHIA SA - PRUDENCIAL;1000081067;n1;S4;I;1;SALVADOR;BA;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;330692;330692;0;43637;374329;0;649451;1023780
TULLETT PREBON BRASIL S.A. CTVM - PRUDENCIAL;1000082619;n2;S4;I;3;SAO PAULO;SP;44440;0;0;0;0;0;84139;84139;0;0;0;0;0;0;0;0;84139;731751;111714;927604;0;86276;1013880
COOPERATIVA DE CREDITO DO CENTRO DO ESTADO DE RONDONIA - SICOOB CENTRO;8044854;b3S;S5;I;2;JI-PARANA;RO;44440;288325;0;0;158316;0;0;446641;0;1645;55653;0;0;0;57297;12024;515962;0;358417;874379;0;132199;1006577
CONFEDERAÇÃO NACIONAL DAS COOPERATIVAS CENTRAIS DE CRÉDITO E ECONOMIA FAMILIAR E SOLIDÁRIA - CRESOL CONFEDERAÇÃO;10398952;b3C;S4;I;2;FLORIANOPOLIS;SC;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;949332;949332;0;31861;981193
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CERRADO DE GOIÁS - SICREDI CERRADO GO;6332931;b3S;S4;I;2;GOIANIA;GO;44440;181832;0;88208;384614;0;0;654655;0;0;0;0;0;0;0;2146;656801;0;200389;857190;0;121625;978815
CONFIDENCE - PRUDENCIAL;1000080783;b2;S4;I;2;SAO PAULO;SP;44440;0;0;0;0;45800;116981;162780;0;0;0;0;0;0;0;0;162780;75;652104;814960;0;136800;951760
SICREDI CEARÁ CENTRO NORTE - COOPERATIVA DE CRÉDITO DA REGIÃO CENTRO NORTE DO CEARÁ;72257793;b3S;S5;I;2;FORTALEZA;CE;44440;128090;0;0;605495;0;113;733698;0;0;0;0;0;0;0;0;733698;0;60906;794604;0;140750;935354
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTEGRAÇÃO - SICREDI INTEGRAÇÃO PR/SC;81054686;b3S;S4;I;2;LAPA;PR;44440;213642;0;15603;410622;0;1659;641525;0;0;0;0;0;0;0;578;642103;0;184955;827058;0;98807;925865
COOPERATIVA DE CREDITO CREDICERIPA - SICOOB CREDICERIPA;966246;b3S;S4;I;2;ITAI;SP;44440;180534;0;0;472265;0;677;653477;0;20205;62529;0;0;0;82734;0;736211;0;95211;831422;0;93956;925378
COOPERATIVA DE CRÉDITO CREDILIVRE LTDA. - SICOOB CREDILIVRE;41697103;b3S;S5;I;2;MANHUACU;MG;44440;275309;0;0;268977;0;0;544287;0;0;17612;0;0;0;17612;0;561898;0;226659;788557;0;134594;923151
BCO GUANABARA S.A. - PRUDENCIAL;1000081672;b1;S4;I;2;RIO DE JANEIRO;RJ;44440;34099;0;0;671243;0;0;705342;0;24672;0;0;0;0;24672;0;730014;0;18893;748907;26;170328;919261
COOPERATIVA DE CRÉDITO UNICRED VALE EUROPEU SANTA CATARINA LTDA - UNICRED VALE EUROPEU;73443863;b3S;S5;I;2;BLUMENAU;SC;44440;104073;0;0;636063;0;20001;760136;0;26468;0;1002;0;0;27470;0;787606;0;31101;818707;0;97096;915803
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO GRANDES LAGOS DO PARANÁ E LITORAL PAULISTA – SICREDI GRANDES LAGOS PR/SP;81115149;b3S;S4;I;2;LARANJEIRAS DO SUL;PR;44440;134357;0;10034;318986;0;489;463866;0;0;0;0;0;0;0;6406;470272;0;319894;790166;0;124854;915021
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO VALE DO ITAJAÍ - VIACREDI ALTO VALE;16779741;b3S;S5;I;2;IBIRAMA;SC;44440;164769;3848;0;520561;0;0;689178;0;0;0;0;0;0;0;868;690046;0;59671;749717;0;135432;885149
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO SUL DE MINAS LTDA - SICOOB CREDIVASS;1604998;b3S;S5;I;2;SAO GONCALO DO SAPUCAI;MG;44440;286631;0;0;303482;0;607;590719;0;17855;55912;0;0;0;73767;0;664486;0;102599;767085;0;115799;882884
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CRÉDITO DO PLANALTO CENTRAL LTDA - SICOOB PLANALTO CENTRAL;692214;b3C;S4;I;2;BRASILIA;DF;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;646495;646495;0;232476;878971
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO TERRA DOS PINHEIRAIS DO PARANÁ E NOROESTE PAULISTA - SICREDI PLANALTO DAS ÁGUAS PR/SP;77984870;b3S;S4;I;2;GUARAPUAVA;PR;44440;109886;0;8628;341764;0;3260;463539;0;0;0;0;0;0;0;529;464068;0;272261;736330;0;138835;875164
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OESTE CATARINENSE;78825023;b3S;S5;I;2;PALMITOS;SC;44440;122986;0;0;373669;0;0;496655;0;1147;73632;0;0;0;74779;3657;575091;0;168084;743175;0;128032;871207
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DO CIRCUITO CAMPOS DAS VERTENTES LTDA - SICOOB COPERMEC;2232383;b3S;S5;I;2;CLAUDIO;MG;44440;188879;0;0;505149;0;1305;695332;0;9378;0;0;0;0;9378;21234;725945;0;25474;751419;30;116561;868009
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE - SICOOB CREDIVALE/SC;86829827;b3S;S5;I;2;BRACO DO NORTE;SC;44440;209050;0;0;415294;0;30;624374;0;13449;2028;0;0;0;15477;2292;642143;0;137842;779984;0;87022;867006
COOPERATIVA DE CRÉDITO COOPERAÇÃO RS/SC – SICREDI COOPERAÇÃO RS/SC;87779625;b3S;S4;I;2;NAO-ME-TOQUE;RS;44440;143331;0;7438;274265;0;1986;427020;0;0;0;0;0;0;0;481;427501;0;271197;698698;0;165925;864623
LEASEPLAN AM S.A. - PRUDENCIAL;1000082963;n1;S4;I;3;BARUERI;SP;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;473665;473665;0;177872;651537;0;212719;864256
SINGULARE CTVM - PRUDENCIAL;1000085386;n2;S4;I;2;SAO PAULO;SP;44440;0;0;0;0;0;271710;271710;458461;0;0;0;0;0;0;0;730171;0;64194;794365;0;60115;854480
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO PARANAÍBA, NOROESTE E OESTE DE MINAS LTDA - UNICRED INTEGRAÇÃO DE MINAS;1727929;b3S;S5;I;2;PATOS DE MINAS;MG;44440;128889;0;0;548858;0;0;677748;0;18130;0;0;0;0;18130;24840;720717;0;31411;752127;0;102089;854217
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO CENTRO OESTE PAULISTA - SICREDI CENTRO OESTE PAULISTA;4463602;b3S;S4;I;2;MARILIA;SP;44440;108315;0;8633;524244;0;122;641315;0;0;0;0;0;0;0;960;642275;0;103153;745428;0;96317;841745
COOPERATIVA DE CRÉDITO - SICREDI RIO GRANDE DO NORTE;70038237;b3S;S5;I;2;NATAL;RN;44440;250187;0;1502;409174;0;3050;663913;0;0;0;0;0;0;0;0;663913;0;52876;716790;0;119004;835793
COOPERATIVA DE CRÉDITO CREDIGUAÇU - SICOOB CREDIGUAÇU;67960229;b3S;S4;I;2;DESCALVADO;SP;44440;233278;0;0;365970;0;0;599248;0;15724;53346;0;0;0;69070;0;668318;0;33706;702025;0;129727;831751
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS E EMPREGADOS DOS TRANSPORTES E CORREIOS DO SUL DO BRASIL - TRANSPOCRED;8075352;b3S;S5;I;2;FLORIANOPOLIS;SC;44440;86521;0;0;420255;0;0;506776;0;0;0;0;0;0;0;170462;677237;0;42283;719521;0;111394;830915
COOPERATIVA DE CRÉDITO DA FRONTEIRA SUL – SICREDI FRONTEIRA SUL RS;88530142;b3S;S4;I;2;BAGE;RS;44440;169415;0;57482;250518;0;3409;480823;0;0;0;0;0;0;0;409;481233;0;194326;675559;0;148734;824293
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA DO VALE EUROPEU - CRESOL VALE EUROPEU;7512780;b3S;S5;I;2;AGUAS MORNAS;SC;44440;83659;1366;0;345601;0;0;430626;0;0;0;0;0;0;0;0;430626;0;282698;713325;0;110202;823527
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO CENTRAL E OESTE MINEIRO LTDA. - SICOOB DIVICRED;1736516;b3S;S5;I;2;DIVINOPOLIS;MG;44440;240823;0;0;445312;0;0;686136;0;0;0;0;0;0;0;3150;689285;0;25428;714713;23;98234;812970
CARUANA SCFI - PRUDENCIAL;1000083591;n1;S4;I;2;SAO PAULO;SP;44440;0;0;0;350967;12909;0;363876;0;0;0;3652;0;294699;298351;0;662227;84;37281;699592;0;110623;810215
COOPERATIVA DE CRÉDITO ALTO VALE DO ITAJAÍ - SICOOB ALTO VALE;80959612;b3S;S5;I;2;RIO DO SUL;SC;44440;211450;0;0;375892;0;0;587342;0;233;50191;0;0;0;50424;2082;639848;0;87068;726916;0;79840;806756
CREDIARE CFI - PRUDENCIAL;1000085427;n1;S4;I;2;FARROUPILHA;RS;44440;0;0;25845;442215;0;0;468061;0;0;0;0;0;5548;5548;0;473609;0;149898;623507;0;182714;806221
COOPERATIVA DE CRÉDITO DA AMAZÔNIA - SICOOB AMAZÔNIA;5203605;b3S;S5;I;2;BURITIS;RO;44440;320967;0;0;94286;0;0;415253;0;0;12958;0;0;0;12958;15015;443226;0;209827;653053;0;151966;805019
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO OESTE MINEIRO LTDA. - SICOOB CREDICOPA;71297899;b3S;S5;I;2;PATOS DE MINAS;MG;44440;212611;0;0;321223;0;634;534468;0;0;1847;0;0;0;1847;52037;588352;0;76677;665029;0;136971;802000
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO MÉDIO LESTE DE MATO GROSSO - SICOOB PRIMAVERA MT;5241619;b3S;S5;I;2;PRIMAVERA DO LESTE;MT;44440;168092;0;0;245512;0;0;413604;0;0;33391;0;0;0;33391;56921;503917;0;179368;683285;0;94851;778136
BOLETOBANCARIO.COM TEC PAGAMENTOS - PRUDENCIAL;1000085094;n4;;I;2;CURITIBA;PR;44440;0;0;0;0;740263;0;740263;0;0;0;0;0;0;0;0;740263;0;33224;773487;0;4344;777831
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALOR SUSTENTÁVEL - SICREDI VALOR SUSTENTÁVEL PR/SP;81706616;b3S;S4;I;2;JANDAIA DO SUL;PR;44440;119800;0;102386;189954;0;597;412736;0;0;0;0;0;0;0;3913;416649;0;277278;693928;0;73099;767026
COOPERATIVA DE CREDITO RURAL DE PRIMAVERA DO LESTE;26563270;b3S;S5;I;2;PRIMAVERA DO LESTE;MT;44440;246700;0;5229;371198;0;0;623127;0;0;0;0;0;0;0;0;623127;0;20747;643873;0;119369;763242
MIRAE CCTVM LTDA. - PRUDENCIAL;1000082932;n2;S4;I;3;SAO PAULO;SP;44440;0;0;0;0;0;451659;451659;0;0;0;0;0;0;0;0;451659;0;37645;489305;0;272894;762198
ÓRAMA DTVM S.A. - PRUDENCIAL;1000084260;n2;S4;I;2;RIO DE JANEIRO;RJ;44440;0;0;0;0;0;334864;334864;0;0;0;0;0;0;0;199;335063;0;377535;712598;0;42027;754626
CENTRAL DAS COOPERATIVAS DE CRÉDITO DOS ESTADOS DE MATO GROSSO, MATO GROSSO DO SUL E DO MUNICÍPIO DE CACOAL/RO - SICOOB CENTRAL RONDON;106180;b3C;S4;I;2;CUIABA;MT;44440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;685765;685765;0;62141;747906
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO CATARINENSE SICOOB CREDIPLANALTO SC/RS;1389651;b3S;S5;I;2;PAPANDUVA;SC;44440;114971;0;0;337127;0;55;452153;0;18986;34035;0;0;0;53020;2746;507919;0;146734;654652;0;90463;745115
BANCO MONEO S.A. - PRUDENCIAL;1000081500;b2;S4;I;2;CAXIAS DO SUL;RS;44440;0;0;15330;24526;0;0;39856;0;0;0;0;0;0;0;466321;506177;0;12010;518187;350;226463;745000
SICOOB UNIMAIS MANTIQUEIRA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO;71698674;b3S;S5;I;2;TAUBATE;SP;44440;126110;0;0;459781;0;1872;587763;0;22130;0;0;0;0;22130;0;609894;0;44698;654592;10;80414;735017
CONFEDERAÇÃO NACIONAL DAS COOPERATIVAS CENTRAIS UNICRED LTDA. - UNICRED DO BRASIL.;315557;b3C;S4;I;2;SAO PAULO;SP;44440;348;0;0;0;0;0;348;0;0;0;0;0;0;0;0;348;0;629221;629569;0;94600;724168
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICREDS DO ESTADO DO RIO DE JANEIRO E DO MATO GROSSO LTDA   UNICRED CENTRAL RJ/MT;86774775;b3C;S4;I;2;RIO DE JANEIRO;RJ;44440;8159;0;0;0;0;0;8159;0;0;0;0;0;0;0;0;8159;0;681361;689520;0;32850;722371
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA FRONTEIRAS PR/SC/SP/ES - CRESOL FRONTEIRAS PR/SC/SP/ES;5276770;b3S;S5;I;2;REALEZA;PR;44440;62655;937;0;202705;0;0;266297;0;0;0;0;0;0;0;8100;274396;0;357197;631593;0;90632;722225
