Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;PJ_CG_Vencido_15d;PJ_CG_Vencer_90d;PJ_CG_Vencer_91-360d;PJ_CG_Vencer_361-1080d;PJ_CG_Vencer_1081-1800d;PJ_CG_Vencer_1801-5400d;PJ_CG_Vencer_acima_5400d;PJ_CG_TOTAL;PJ_I_Vencido_15d;PJ_I_Vencer_90d;PJ_I_Vencer_91-360d;PJ_I_Vencer_361-1080d;PJ_I_Vencer_1081-1800d;PJ_I_Vencer_1801-5400d;PJ_I_Vencer_acima_5400d;PJ_I_TOTAL;PJ_CGR_Vencido_15d;PJ_CGR_Vencer_90d;PJ_CGR_Vencer_91-360d;PJ_CGR_Vencer_361-1080d;PJ_CGR_Vencer_1081-1800d;PJ_CGR_Vencer_1801-5400d;PJ_CGR_Vencer_acima_5400d;PJ_CGR_TOTAL;PJ_Recebiveis_Vencido_15d;PJ_Recebiveis_Vencer_90d;PJ_Recebiveis_Vencer_91-360d;PJ_Recebiveis_Vencer_361-1080d;PJ_Recebiveis_Vencer_1081-1800d;PJ_Recebiveis_Vencer_1801-5400d;PJ_Recebiveis_Vencer_acima_5400d;PJ_Recebiveis_TOTAL;PJ_Comex_Vencido_15d;PJ_Comex_Vencer_90d;PJ_Comex_Vencer_91-360d;PJ_Comex_Vencer_361-1080d;PJ_Comex_Vencer_1081-1800d;PJ_Comex_Vencer_1801-5400d;PJ_Comex_Vencer_acima_5400d;PJ_Comex_TOTAL;PJ_Outros_Vencido_15d;PJ_Outros_Vencer_90d;PJ_Outros_Vencer_91-360d;PJ_Outros_Vencer_361-1080d;PJ_Outros_Vencer_1081-1800d;PJ_Outros_Vencer_1801-5400d;PJ_Outros_Vencer_acima_5400d;PJ_Outros_TOTAL;PJ_Infra_Vencido_15d;PJ_Infra_Vencer_90d;PJ_Infra_Vencer_91-360d;PJ_Infra_Vencer_361-1080d;PJ_Infra_Vencer_1081-1800d;PJ_Infra_Vencer_1801-5400d;PJ_Infra_Vencer_acima_5400d;PJ_Infra_TOTAL;PJ_Rural_Vencido_15d;PJ_Rural_Vencer_90d;PJ_Rural_Vencer_91-360d;PJ_Rural_Vencer_361-1080d;PJ_Rural_Vencer_1081-1800d;PJ_Rural_Vencer_1801-5400d;PJ_Rural_Vencer_acima_5400d;PJ_Rural_TOTAL;PJ_Hab_Vencido_15d;PJ_Hab_Vencer_90d;PJ_Hab_Vencer_91-360d;PJ_Hab_Vencer_361-1080d;PJ_Hab_Vencer_1081-1800d;PJ_Hab_Vencer_1801-5400d;PJ_Hab_Vencer_acima_5400d;PJ_Hab_TOTAL;Total Exterior Pessoa Jurídica
ABC-BRASIL;41856;b1;C;3;S3;199;SAO PAULO;SP;01/09/2018;12215214;17880;632675;1520430;1437913;204666;9846;0;3823409;3566;279143;443328;438146;65002;22000;0;1251184;2293;133919;58321;0;0;0;0;194533;0;295084;129328;11344;2099;0;0;437856;30050;615127;1212626;653276;37042;0;0;2548121;1771;68520;34712;53410;43486;0;0;201898;721;46310;173259;222680;112769;25426;0;581166;0;189171;376902;325116;87856;94770;0;1073815;0;0;0;0;0;0;0;0;2103231
DAYCOVAL;51987;b1;C;2;S3;199;SAO PAULO;SP;01/09/2018;10593647;26238;516260;1027958;1106808;122833;1093;0;2801191;957;102181;234216;334601;72353;384;26211;770903;16426;887562;730125;718;0;0;0;1634832;39287;2650061;390554;17832;18;0;0;3097753;60640;601585;638801;180678;1025;0;0;1482729;2859;38570;51802;6190;1176;0;0;100598;151;65330;140550;161949;21688;1109;0;390777;0;12064;15203;2514;0;0;0;29781;0;0;0;0;0;0;0;0;285083
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;I;1;S3;5;PORTO ALEGRE;RS;01/09/2018;9953124;0;0;0;0;0;0;0;0;0;507;1158;441;516;0;0;2622;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83639;299636;822814;1712141;1032651;1036465;176154;5163500;4275;186884;645803;1645774;1124106;1180162;0;4787003;0;0;0;0;0;0;0;0;0
BANRISUL;30173;b1;C;1;S2;199;PORTO ALEGRE;RS;01/09/2018;9241379;71615;564310;1347430;1433248;319291;208400;33819;3978113;790;10787;22826;36931;18277;29113;0;118723;32130;375758;287948;519;343;0;0;696698;24639;139123;18823;0;0;0;0;182586;32577;294543;595622;7986;0;0;0;930727;92270;228191;298942;275507;177180;224012;45978;1342079;15496;77680;192395;322530;174928;127745;0;910774;6022;88766;238093;40037;24343;29693;0;426954;175;22018;75458;253716;163661;18340;0;533368;121356
MERCEDES-BENZ;51262;b2;C;3;S3;198;SAO PAULO;SP;01/09/2018;8508713;4771;53800;134992;184792;51965;5;0;430324;3230;182425;487397;988802;428840;22720;0;2113414;0;0;0;0;0;0;0;0;0;855730;877701;0;0;0;0;1733431;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10368;513685;1269707;1795086;573834;68863;0;4231543;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO VOLKSWAGEN S.A.;59109165;b2;I;3;S3;8;SAO PAULO;SP;01/09/2018;8398788;7649;44363;115792;172818;41383;5775;0;387780;21633;352775;829375;1041775;238790;3205;0;2487552;0;0;0;0;0;0;0;0;8988;394752;1826423;34632;9984;0;0;2274779;0;0;0;0;0;0;0;0;0;46553;0;0;0;0;0;46553;40368;447245;1057682;1271673;376104;9051;0;3202123;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;I;3;S3;8;SAO PAULO;SP;01/09/2018;8072461;17004;57222;649051;841558;199747;45271;0;1809853;0;0;0;0;0;0;0;0;0;0;15016;0;0;0;0;15016;0;12103;65550;3421;0;0;0;81074;33968;1622847;1852346;1429969;331711;41383;0;5312223;3089;44328;83858;36049;14900;18047;0;200271;0;2345;7737;11550;2405;0;0;24038;47;48730;140653;201659;143571;95327;0;629986;0;0;0;0;0;0;0;0;0
BNP PARIBAS;51516;b1;C;3;S3;199;SAO PAULO;SP;01/09/2018;7116835;0;214047;399818;128209;245976;0;0;988051;0;0;0;0;0;0;0;0;0;123469;438331;15262;0;0;0;577062;0;1188212;37953;3574;2323;0;0;1232062;0;1080023;1070277;529940;0;0;0;2680241;0;87965;171054;1294792;0;0;0;1553811;0;2006;4349;1259;0;0;0;7615;0;6769;56401;14824;0;0;0;77993;0;0;0;0;0;0;0;0;0
CCB;32119;b1;C;3;S3;199;SAO PAULO;SP;01/09/2018;6655603;14576;33550;100666;73464;12209;0;0;234466;380;4235;11470;14015;350;0;0;30449;0;0;0;0;0;0;0;0;468;1789;3882;8190;4576;1114;0;20018;134;337422;1036230;345499;70862;0;0;1790147;34304;107754;214988;145076;61150;2472;34874;600617;0;0;0;0;0;0;0;0;0;14026;93548;4818;0;0;0;112392;0;0;0;0;0;0;0;0;3867512
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;I;1;S2;8;FORTALEZA;CE;01/09/2018;6200320;70407;79400;178428;286087;51630;32270;25203;723425;27733;108044;297400;203933;47953;60955;1;746019;2287;2882;6092;173;0;0;0;11435;4284;10463;885;0;0;0;0;15632;26730;480153;243904;0;0;0;0;750787;14088;25671;49356;89389;20855;56543;76926;332828;3806;83640;243743;505414;445686;1683862;223459;3189611;10741;9632;16297;61842;332071;0;0;430583;0;0;0;0;0;0;0;0;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;I;1;S3;5;BELO HORIZONTE;MG;01/09/2018;5004555;8369;58142;133015;155422;126972;2370;110285;594575;23037;68152;187052;269600;103412;28269;615;680137;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1053;27597;78458;67808;6652;0;0;181568;50258;207340;524169;1010725;675212;492988;23394;2984086;7429;50287;191045;126470;101947;87011;0;564189;0;0;0;0;0;0;0;0;0
BANCO FIDIS S/A;62237425;b2;I;3;S4;8;BETIM;MG;01/09/2018;4462739;58;53176;197158;1952;0;0;0;252344;11;27069;38477;33813;0;0;0;99371;0;0;0;0;0;0;0;0;7142;2066101;1767768;79097;111883;74344;0;4106335;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;128;3942;619;0;0;0;0;4689;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALFA;51293;b1;C;2;S3;199;SAO PAULO;SP;01/09/2018;3684188;4991;197931;390034;193349;12070;0;0;798375;462;113491;244085;215472;24975;430;0;598916;0;108134;114697;0;0;0;0;222831;3;697453;269915;0;0;0;0;967371;0;127970;201021;41432;0;0;0;370424;0;917;1727;841;0;0;0;3485;62;54133;143985;331050;162494;22209;0;713933;0;4111;3827;458;458;0;0;8853;0;0;0;0;0;0;0;0;0
CREDIT SUISSE;30771;b1;C;3;S3;199;SAO PAULO;SP;01/09/2018;3671219;21480;27719;290267;193544;64875;0;0;597885;0;98161;56219;87709;111688;558441;390802;1303019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16726;398992;109749;99127;11631;0;636225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1134090
ORIGINAL;51781;b1;C;2;S3;199;SAO PAULO;SP;01/09/2018;3612016;40031;118532;315878;439402;7024;0;0;920867;0;0;0;0;0;0;0;0;165;46807;238;0;0;0;0;47210;25275;1793389;57000;29044;14183;3346;0;1922236;3206;186006;145492;56987;2955;0;0;394646;37593;659;24285;7202;0;0;0;69739;0;3429;38052;107632;333;0;0;149447;0;0;57028;6000;0;0;0;63028;0;0;0;0;0;0;0;0;44842
ING;51073;b1;C;3;S3;199;SAO PAULO;SP;01/09/2018;3578140;0;5001;26380;63561;0;0;0;94943;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;811873;2185236;404972;0;0;0;3402082;0;0;0;0;81116;0;0;81116;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;I;3;S3;8;CURITIBA;PR;01/09/2018;3440928;7266;1097406;628540;0;0;0;0;1733212;3934;50187;118917;155910;47644;242;0;376833;0;0;0;0;0;0;0;0;39499;269206;4971;0;0;0;0;313675;0;0;0;0;0;0;0;0;2653;4420;19333;4848;1596;1;0;32851;5581;86762;221543;324159;125866;545;0;764456;3442;11706;43208;84736;60773;16036;0;219900;0;0;0;0;0;0;0;0;0
BOCOM;52003;b1;C;3;S4;199;SALVADOR;BA;01/09/2018;3239401;4465;215323;428912;481498;39283;0;5751;1175232;0;5783;5550;1658;564;0;0;13554;0;0;0;0;0;0;0;0;0;6344;7;0;0;0;0;6350;4044;237563;334136;315244;10849;0;0;901836;8784;60017;269097;267627;55978;6351;0;667854;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;474574
BANCO FIBRA S.A.;58616418;b1;I;2;S3;8;SAO PAULO;SP;01/09/2018;3169270;141664;210555;300408;285830;847;0;0;939304;0;0;0;0;0;0;0;0;911;8963;4317;0;0;0;0;14191;918;565576;175197;5427;0;0;0;747119;39710;90101;217048;55618;10856;0;0;413333;28748;74660;38141;33101;2087;0;0;176736;0;0;0;0;0;0;0;0;0;42462;137516;29269;0;0;0;209247;0;0;0;0;0;0;0;0;669341
BANCO VOLVO BRASIL S.A.;58017179;b2;I;3;S4;8;CURITIBA;PR;01/09/2018;3131737;804;7183;10553;8997;98;0;0;27634;2138;74000;176692;285954;96760;13646;0;649189;0;0;0;0;0;0;0;0;64;57090;54069;0;0;0;0;111223;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9206;302019;776712;977900;265942;11912;0;2343691;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SOFISA;31873;b1;C;2;S4;199;SAO PAULO;SP;01/09/2018;2991613;20662;323457;414554;401962;48329;2881;0;1211846;0;0;0;208;221;0;0;429;6351;660043;168055;0;0;0;0;834449;4000;173860;24660;826;0;0;0;203346;1794;368819;205204;71576;4266;0;0;651660;1992;23513;53594;9974;539;272;0;89884;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PINE;50304;b1;C;2;S3;199;SAO PAULO;SP;01/09/2018;2734166;119477;165582;494225;456682;68207;63137;0;1367310;0;8593;6839;4041;0;0;0;19473;1907;25995;22300;14902;0;0;0;65103;0;12345;15117;0;0;0;0;27462;0;184494;293244;171871;2347;0;0;651956;23392;19518;44700;83289;34583;44067;0;249549;0;13478;30889;46879;17025;7775;0;116047;544;9403;7175;2272;0;0;0;19393;0;0;0;0;0;0;0;0;217873
BANCO GMAC S.A.;59274605;b2;I;3;S3;8;SAO PAULO;SP;01/09/2018;2730933;0;0;0;0;0;0;0;0;3818;339408;205814;231404;26012;10;0;806465;0;0;0;0;0;0;0;0;0;439550;1477715;0;0;0;0;1917266;0;0;0;0;0;0;0;0;0;2499;1962;1732;1010;0;0;7202;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SOCIETE GENERALE;31859;b1;C;3;S3;199;SAO PAULO;SP;01/09/2018;2357782;0;10551;185768;15759;0;0;0;212078;285;86968;251423;321071;27015;13;0;686776;0;0;0;0;0;0;0;0;220;8718;133043;20886;4667;0;0;167534;0;311450;870008;102260;0;0;0;1283718;4639;360;240;0;0;0;0;5239;45;702;1411;278;0;0;0;2437;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SCANIA BANCO S.A.;11417016;b2;I;3;S4;8;SAO BERNARDO DO CAMPO;SP;01/09/2018;2276477;24254;20947;6890;7512;448;0;0;60050;75;43888;114505;274426;169144;596;0;602635;0;0;0;0;0;0;0;0;0;56583;0;0;0;0;0;56583;0;0;0;0;0;0;0;0;0;14095;0;0;0;0;0;14095;1560;158890;410572;708389;259745;3956;0;1543113;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JOHN DEERE;50071;b1;C;3;S4;199;INDAIATUBA;SP;01/09/2018;2244415;0;1525;0;0;0;0;0;1525;2313;29975;63496;70528;16146;10;0;182468;0;0;0;0;0;0;0;0;0;1186429;31998;16110;0;0;0;1234538;0;0;0;0;0;0;0;0;35;13271;17570;45673;23803;847;0;101200;1201;14056;34808;48595;5066;0;0;103726;4521;51904;135802;268890;134613;25228;0;620958;0;0;0;0;0;0;0;0;0
BANCO MUFG BRASIL S.A.;60498557;b1;I;3;S3;8;SAO PAULO;SP;01/09/2018;2186164;0;115266;54635;209500;119000;0;0;498402;0;0;0;0;0;0;0;0;0;9173;4426;1407;0;0;0;15006;0;1005;7985;0;0;0;0;8990;0;643154;623070;252672;1852;0;0;1520749;0;2039;0;0;0;0;0;2039;0;3382;9786;12103;2326;1610;0;29207;0;0;101130;10641;0;0;0;111771;0;0;0;0;0;0;0;0;0
BANCO IBM S.A.;34270520;b2;I;3;S4;8;RIO DE JANEIRO;RJ;01/09/2018;1968460;0;0;0;0;0;0;0;0;6877;826096;514533;241079;29808;6137;419;1624949;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2271;301141;35859;4033;137;69;0;343510;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;S3;2;BELEM;PA;01/09/2018;1914291;10106;265002;228242;152484;20891;8247;87726;772700;111;1025;2918;10044;302;0;0;14399;1050;823;1836;6;0;0;0;3715;54;2491;46;0;0;0;0;2591;0;15395;67561;150458;21713;0;0;255126;37;1401;10503;1136;0;0;0;13077;3141;28971;69329;146513;133899;406282;10053;798188;960;3042;18784;17429;5211;9070;0;54495;0;0;0;0;0;0;0;0;0
PAN;31323;b1;C;2;S3;199;SAO PAULO;SP;01/09/2018;1845496;106665;106909;105474;87558;15131;0;0;421737;125628;119451;62601;58445;2479;727;0;369331;6489;0;0;0;0;680767;0;687256;69;450;1114;1903;504;744;0;4783;38414;46149;65076;5393;0;0;0;155033;136914;6325;26907;23808;4426;8976;0;207356;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;I;2;S3;11;PORTO ALEGRE;RS;01/09/2018;1844047;0;0;0;0;0;0;0;0;46;415;48692;979;293;0;0;50426;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;577;40488;96298;0;0;0;0;137363;0;107728;355086;136775;101567;0;24;701179;11;59708;168704;356151;219689;81914;0;886178;0;4179;10532;15144;15865;22977;204;68902;0;0;0;0;0;0;0;0;0
JP MORGAN CHASE;20107;b1;C;3;S3;199;SAO PAULO;SP;01/09/2018;1830120;0;35619;85789;145242;0;0;0;266650;0;0;57986;0;363422;0;0;421408;0;0;0;0;0;0;127359;127359;0;247230;3422;0;0;0;0;250651;0;295176;403496;7000;0;0;0;705672;0;4918;53462;0;0;0;0;58380;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CREDIT AGRICOLE;51066;b1;C;3;S3;199;SAO PAULO;SP;01/09/2018;1811353;0;5039;11916;0;0;0;0;16954;0;0;0;0;0;0;0;0;0;32820;39637;0;0;0;0;72457;0;0;0;0;0;0;0;0;0;517296;947919;160132;0;0;0;1625347;96595;0;0;0;0;0;0;96595;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;I;3;S4;8;SAO PAULO;SP;01/09/2018;1798886;0;33248;44141;98364;0;0;0;175752;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;275179;746465;601490;0;0;0;1623134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MERCANTIL DO BRASIL;20152;b1;C;2;S3;199;BELO HORIZONTE;MG;01/09/2018;1751316;38065;173302;192940;207949;83018;10651;0;705925;1861;1038;2259;2496;0;0;0;7653;31348;92452;958;0;0;0;0;124758;166;2149;164;0;0;0;0;2480;2316;67739;0;0;0;0;0;70055;43895;51695;144639;186344;65693;14781;0;507047;0;0;0;0;0;0;0;0;0;5342;90433;171819;4936;0;0;272530;1370;1232;26309;23261;8696;0;0;60868;0
BANESTES;30159;b1;C;1;S3;199;VITORIA;ES;01/09/2018;1667923;5484;85756;205503;334142;75129;637;0;706651;66;2957;6258;8300;674;3;0;18259;7091;114998;0;0;0;0;0;122089;2346;45893;4695;0;0;0;0;52934;6906;60240;141556;0;0;0;0;208702;18697;20116;46012;123022;72951;35872;0;316670;848;14022;34295;63377;38935;16293;0;167770;34;9757;9627;349;0;0;0;19766;37;5764;16763;32436;81;0;0;55082;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;I;3;S3;8;SAO PAULO;SP;01/09/2018;1622915;0;284642;149796;175613;1440;0;0;611491;0;0;0;0;0;0;0;0;0;16516;2702;0;0;0;0;19218;0;0;25137;0;0;0;0;25137;0;444620;122947;0;0;0;0;567567;0;830;0;120099;0;0;0;120929;0;299;873;2232;2329;485;0;6219;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;272355
