Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;AA;A;B;C;D;E;F;G;H;Total Exterior
CITIBANK;30403;b1;C;3;S2;199;SAO PAULO;SP;01/09/2018;12550001;4912722;6167170;861356;320690;176239;11756;18998;9707;71363;0
ABC-BRASIL;41856;b1;C;3;S3;199;SAO PAULO;SP;01/09/2018;12499858;605687;3575466;4176999;1423974;312234;160373;16785;40279;40788;2147272
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;I;1;S2;8;FORTALEZA;CE;01/09/2018;10446830;3818109;4347203;1044062;332267;234492;56996;63760;39404;510536;0
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;I;2;S3;11;PORTO ALEGRE;RS;01/09/2018;9738088;9363105;367905;4552;1518;441;142;68;55;301;0
BANCO GMAC S.A.;59274605;b2;I;3;S3;8;SAO PAULO;SP;01/09/2018;9456590;78808;6699147;1002736;1344736;149126;38466;25858;22619;95095;0
MERCEDES-BENZ;51262;b2;C;3;S3;198;SAO PAULO;SP;01/09/2018;8869550;282872;5002764;2121708;576920;266822;362596;22769;210026;23072;0
BRB;31976;b1;C;1;S3;199;BRASILIA;DF;01/09/2018;8619419;5100087;955426;1144534;721614;201508;69059;119803;82091;225297;0
CCB;32119;b1;C;3;S3;199;SAO PAULO;SP;01/09/2018;8596207;496559;2267433;1126602;252978;88776;62163;104352;87299;242533;3867512
BMG;30290;b1;C;2;S3;199;SAO PAULO;SP;01/09/2018;8564094;0;7373680;173774;85819;64856;91653;51505;93334;363822;265651
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;I;3;S3;8;CURITIBA;PR;01/09/2018;7924007;1291896;2522737;1717225;1424050;774810;26319;56203;7176;103592;0
JOHN DEERE;50071;b1;C;3;S4;199;INDAIATUBA;SP;01/09/2018;7259545;463565;2612077;2392950;1315667;173972;92741;35793;28004;144776;0
ALFA;51293;b1;C;2;S3;199;SAO PAULO;SP;01/09/2018;6971966;2232281;1154487;3034074;455555;23665;9052;9519;3783;49550;0
BANCO CSF S.A.;8357240;b2;I;3;S3;8;SAO PAULO;SP;01/09/2018;6886589;0;5453401;139941;121193;160142;209563;139063;119459;543828;0
BANCOOB;51750;b1;C;2;S3;199;BRASILIA;DF;01/09/2018;6685646;73185;5620620;682671;247302;21661;30176;1495;1148;7387;0
PORTO SEGURO;51444;n1;C;2;S4;197;SAO PAULO;SP;01/09/2018;6230101;94945;5420728;139936;100427;68755;72798;57318;45158;230037;0
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;I;3;S4;8;SAO PAULO;SP;01/09/2018;5797134;434683;3787884;817257;657910;63333;14600;3845;3683;13938;0
MERCANTIL DO BRASIL;20152;b1;C;2;S3;199;BELO HORIZONTE;MG;01/09/2018;5778620;468294;3305540;528079;162719;351417;225732;220657;167517;348665;0
NU PAGAMENTOS S.A.;18236120;n4;I;2;;41;SAO PAULO;SP;01/09/2018;5491098;0;4972151;83572;87857;49754;45518;39863;38955;173427;0
ORIGINAL;51781;b1;C;2;S3;199;SAO PAULO;SP;01/09/2018;5351697;728084;3309405;534850;444167;34232;147485;24970;16226;67435;44842
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;I;1;S3;5;BELO HORIZONTE;MG;01/09/2018;5249714;2006262;765159;681525;696596;478176;211659;54735;30326;325276;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;I;3;S4;8;PORTO ALEGRE;RS;01/09/2018;4996134;0;3217564;1129453;492948;29894;12709;18163;23860;71543;0
BANCO FIDIS S/A;62237425;b2;I;3;S4;8;BETIM;MG;01/09/2018;4730248;0;2504122;1363925;729532;129613;1135;40;39;1840;0
CREDIT SUISSE;30771;b1;C;3;S3;199;SAO PAULO;SP;01/09/2018;4349928;3467;2627277;0;365706;10895;54819;0;0;153674;1134090
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;I;1;S4;8;BELEM;PA;01/09/2018;4266947;0;4012034;16320;82140;17687;11440;21691;9613;96020;0
BANESTES;30159;b1;C;1;S3;199;VITORIA;ES;01/09/2018;4106699;2194591;930901;375111;125718;139846;48185;41549;64160;186637;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;I;2;S4;14;SAO PAULO;SP;01/09/2018;3744650;0;2461665;173968;153900;117042;117515;103403;98901;518258;0
HONDA;51396;b2;C;3;S4;198;SAO PAULO;SP;01/09/2018;3641280;80;1697226;456403;1119768;139911;55222;35168;25963;111538;0
ING;51073;b1;C;3;S3;199;SAO PAULO;SP;01/09/2018;3578215;1327888;46592;2093189;32954;0;77593;0;0;0;0
BANCO FIBRA S.A.;58616418;b1;I;2;S3;8;SAO PAULO;SP;01/09/2018;3453540;766255;412098;1121920;84223;131669;36706;131929;66249;26591;675899
PARANÁ BANCO;30881;b1;C;2;S4;199;CURITIBA;PR;01/09/2018;3416843;0;3012472;84094;54905;18673;58785;14175;136489;37251;0
BOCOM;52003;b1;C;3;S4;199;SALVADOR;BA;01/09/2018;3338868;840579;1217672;607000;155859;3992;9620;11148;9595;8829;474574
BANCO VOLVO BRASIL S.A.;58017179;b2;I;3;S4;8;CURITIBA;PR;01/09/2018;3202429;304389;1131690;1122170;395596;185303;19028;9151;3060;32042;0
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;S3;2;BELEM;PA;01/09/2018;3084647;489687;944964;760468;490939;57428;178646;16012;35671;110832;0
INTER;51884;b1;C;2;S4;199;BELO HORIZONTE;MG;01/09/2018;3064234;439981;2212689;192404;90349;34375;22034;19199;11061;42141;0
SOFISA;31873;b1;C;2;S4;199;SAO PAULO;SP;01/09/2018;3039642;0;1862393;795980;296697;28758;20174;168;3053;32419;0
PINE;50304;b1;C;2;S3;199;SAO PAULO;SP;01/09/2018;3003599;312166;429795;775700;556164;194683;157747;8710;190957;159803;217873
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;I;2;S4;9;BEBEDOURO;SP;01/09/2018;2776547;70167;1524985;738823;153517;86959;112487;9700;13325;66586;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;S5;9;BLUMENAU;SC;01/09/2018;2546507;0;1716413;386216;163681;87106;48949;39839;25906;78399;0
SOCIETE GENERALE;31859;b1;C;3;S3;199;SAO PAULO;SP;01/09/2018;2358029;1062897;727724;474088;32924;8897;11968;3821;8419;27290;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;I;2;S4;14;SAO PAULO;SP;01/09/2018;2328344;0;1512338;100600;80229;67790;64639;56289;52450;394010;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;S4;30;PORTO ALEGRE;RS;01/09/2018;2318286;493762;737114;514096;216453;80154;22184;11303;61404;181816;0
SCANIA BANCO S.A.;11417016;b2;I;3;S4;8;SAO BERNARDO DO CAMPO;SP;01/09/2018;2304387;42999;725253;1383332;99135;21099;760;192;550;31069;0
OMNI;50940;b1;C;2;S4;199;SAO PAULO;SP;01/09/2018;2300891;0;665597;716292;320762;166791;62802;47385;53404;267857;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;S4;8;ARACAJU;SE;01/09/2018;2221066;408626;909780;541869;209026;55392;19871;6046;20947;49509;0
BANCO MUFG BRASIL S.A.;60498557;b1;I;3;S3;8;SAO PAULO;SP;01/09/2018;2186164;2059860;0;108738;0;17565;0;0;0;0;0
CREFISA;52010;b1;C;2;S4;199;SAO PAULO;SP;01/09/2018;2154567;0;968740;130014;138682;272074;83328;93224;79593;388910;0
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;I;2;S4;9;SERTAOZINHO;SP;01/09/2018;2052401;68;1032969;630597;229844;42104;22067;22383;7537;64832;0
BANCO IBM S.A.;34270520;b2;I;3;S4;8;RIO DE JANEIRO;RJ;01/09/2018;1968460;192802;1177274;266991;198207;23800;32418;1555;62627;12785;0
INDUSTRIAL DO BRASIL;50988;b1;C;2;S4;199;SAO PAULO;SP;01/09/2018;1918325;892264;659096;195317;37404;23312;6698;6861;1735;18764;76875
BANCO CARGILL S.A.;3609817;b1;I;3;S4;8;SAO PAULO;SP;01/09/2018;1911864;490857;933688;212938;78810;6097;24818;111144;0;53512;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;I;2;S4;9;MARINGA;PR;01/09/2018;1861880;61;973691;531178;212531;57896;17549;13980;11662;43332;0
JP MORGAN CHASE;20107;b1;C;3;S3;199;SAO PAULO;SP;01/09/2018;1832130;1123132;510892;198105;0;0;0;0;0;0;0
CREDIT AGRICOLE;51066;b1;C;3;S3;199;SAO PAULO;SP;01/09/2018;1814385;1717790;0;0;0;0;0;0;0;96595;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;I;3;S4;8;SAO PAULO;SP;01/09/2018;1798886;1605604;80739;0;0;0;0;0;112543;0;0
BANCO TRIANGULO S.A.;17351180;b1;I;2;S4;8;UBERLANDIA;MG;01/09/2018;1771454;177531;1113506;121915;171814;27957;21533;17487;18186;101523;0
AGIBANK;51956;b1;C;2;S4;199;PORTO ALEGRE;RS;01/09/2018;1702041;0;918698;118120;95402;83937;73451;68923;63082;280428;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;I;2;S3;25;BRASILIA;DF;01/09/2018;1638483;908112;379691;105548;57543;14085;141767;7040;5553;19143;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;I;3;S3;8;SAO PAULO;SP;01/09/2018;1622915;1347844;2716;0;0;0;0;0;0;0;272355
BANCO CATERPILLAR S.A.;2658435;b2;I;3;S4;8;SAO PAULO;SP;01/09/2018;1607449;315045;880033;199637;87711;32405;23449;10010;3980;55179;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;I;2;S5;9;BRASILIA;DF;01/09/2018;1591461;121499;1036410;119410;167470;47240;30770;14475;15878;38310;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;I;2;S4;9;LUCAS DO RIO VERDE;MT;01/09/2018;1562166;167;483957;637043;252937;64242;42723;21600;16696;42801;0
DEUTSCHE BANK S.A. - BANCO ALEMAO;62331228;b1;I;3;S3;8;SAO PAULO;SP;01/09/2018;1535349;1435532;31605;46867;0;0;0;0;0;21346;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;I;2;S4;9;MEDIANEIRA;PR;01/09/2018;1527573;0;596582;573200;229307;64400;19179;7419;7933;29553;0
BMW;51420;n1;C;3;S4;197;SAO PAULO;SP;01/09/2018;1458891;31936;607810;455892;288967;59139;5619;2962;1584;4979;0
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;I;1;S4;30;SAO PAULO;SP;01/09/2018;1271164;287291;500017;155553;142963;53677;5738;28363;57216;40345;0
REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;27351731;n1;I;3;S4;14;PORTO ALEGRE;RS;01/09/2018;1258530;0;893282;65811;41421;42753;34623;29442;27493;123705;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;I;2;S5;9;CHAPECO;SC;01/09/2018;1251362;23005;361957;491328;221130;44188;25627;14987;8207;60934;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;I;2;S4;9;PALOTINA;PR;01/09/2018;1228772;514;437970;494921;169482;59370;20725;9269;6935;29586;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;I;3;S4;19;BARUERI;SP;01/09/2018;1192562;9295;79394;728900;257502;63588;15093;6226;9534;23028;0
BANCO FORD S.A.;90731688;b2;I;3;S4;8;SAO PAULO;SP;01/09/2018;1173773;0;613376;307711;93780;158314;175;113;0;303;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;I;2;S4;9;CERRO LARGO;RS;01/09/2018;1166644;163;377608;420009;256213;42329;12179;11660;6509;39973;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;I;1;S4;30;CURITIBA;PR;01/09/2018;1144601;167910;742498;119727;72817;10610;8163;3004;2121;17750;0
BANCO RODOBENS S.A.;33603457;b1;I;2;S4;8;SAO PAULO;SP;01/09/2018;1116385;46655;833746;34613;134115;25533;16541;7235;2187;15760;0
BANCO ABN AMRO S.A.;3532415;b1;I;3;S4;8;SAO PAULO;SP;01/09/2018;1097041;468658;628383;0;0;0;0;0;0;0;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;I;2;S4;9;CAMPO MOURAO;PR;01/09/2018;1088538;7547;569647;414936;60224;14013;9376;2552;194;10049;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;I;2;S5;9;GOIANIA;GO;01/09/2018;1084990;85121;531571;344398;49504;14509;15358;10542;5804;28184;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;I;1;S4;5;VITORIA;ES;01/09/2018;1061257;55662;583204;199217;63841;27835;32652;28771;15836;54240;0
BANCO CBSS S.A.;27098060;b2;I;3;S4;8;BARUERI;SP;01/09/2018;1060612;0;653072;34283;196782;51359;23438;15258;13331;73089;0
BANCO LUSO BRASILEIRO S.A.;59118133;b1;I;2;S4;8;SAO PAULO;SP;01/09/2018;1032414;0;418295;434855;68630;82271;5227;2985;361;19789;0
GRUPO BONSUCESSO - BS2;52034;b1;C;2;S4;199;BELO HORIZONTE;MG;01/09/2018;1014700;187654;688734;78997;33460;4547;256;14233;4813;2007;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO SUL DO MATO GROSSO DO SUL – SICREDI CENTRO-SUL MS;26408161;b3S;I;2;S4;9;DOURADOS;MS;01/09/2018;997078;215;382045;370695;177756;25135;8641;8437;5476;18678;0
MIZUHO;51554;b1;I;3;S4;199;SAO PAULO;SP;01/09/2018;987157;832087;0;0;0;0;0;0;0;0;155070
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;I;2;S5;9;LINHARES;ES;01/09/2018;982898;12908;169126;316729;306551;47371;16525;31799;22712;59176;0
BANCO A.J. RENNER S.A.;92874270;b1;I;2;S4;8;PORTO ALEGRE;RS;01/09/2018;966960;0;787753;53602;38641;19591;11167;12824;6924;36459;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;I;2;S4;9;PONTA GROSSA;PR;01/09/2018;960522;112;410879;397585;87258;25757;10471;7059;4992;16409;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;I;2;S4;9;NOVA PETROPOLIS;RS;01/09/2018;956582;1;284795;379306;202737;42324;14525;6661;5966;20267;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;I;2;S4;9;CARLOS BARBOSA;RS;01/09/2018;955739;59;310321;372950;173300;58320;15280;7957;3369;14184;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DE ESTADOS RIO GRANDE DO SUL, SANTA CATARINA E MINAS GERAIS - SICREDI UNIESTADOS;87780268;b3S;I;2;S4;9;ERECHIM;RS;01/09/2018;947153;1;250032;415507;188566;51513;14578;8033;6050;12872;0
BANCO YAMAHA MOTOR DO BRASIL S.A.;10371492;b2;I;3;S4;8;GUARULHOS;SP;01/09/2018;924825;1438;2802;606597;238036;15538;9387;8149;7399;35481;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42898825;b3S;I;2;S4;9;BELO HORIZONTE;MG;01/09/2018;886062;1214;309472;235638;296456;25021;3572;2525;559;11606;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO ARAGUAIA E XINGU - SICREDI ARAXINGU;33021064;b3S;I;2;S4;9;CANARANA;MT;01/09/2018;879221;1988;195507;361941;216962;45498;8567;12723;14282;21752;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DA AMAZÔNIA LTDA. - SICOOB CREDISUL.;3632872;b3S;I;2;S5;9;VILHENA;RO;01/09/2018;862968;12231;419231;316809;70845;9786;13861;4639;1127;14438;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PAMPA GAÚCHO - SICREDI PAMPA GAÚCHO;87733077;b3S;I;2;S4;9;ITAQUI;RS;01/09/2018;860725;2502;206805;353937;155286;99575;12195;6988;5875;17561;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PLANALTO – SICREDI PLANALTO RS/MG;88038260;b3S;I;2;S4;9;CRUZ ALTA;RS;01/09/2018;838849;45;106622;306460;303305;75332;8716;7242;6987;24139;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DAS REGIÕES CENTRO DO RS E MG – SICREDI REGIÃO CENTRO RS/MG;95594941;b3S;I;2;S4;9;SANTA MARIA;RS;01/09/2018;802007;116;210870;380103;117894;27325;14394;11121;7989;32194;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;I;2;S5;9;VENDA NOVA DO IMIGRANTE;ES;01/09/2018;801405;9279;168381;340440;155620;48296;18314;7638;30687;22750;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA;32995755;b3S;I;2;S4;9;TANGARA DA SERRA;MT;01/09/2018;800472;583;323055;268551;122286;33444;12301;8512;7723;24017;0
BOFA MERRILL LYNCH;51255;b1;C;3;S3;199;SAO PAULO;SP;01/09/2018;794664;765696;5627;14347;8993;1;0;0;0;0;0
DACASA FINANCEIRA;51891;n1;C;2;S4;197;VITORIA;ES;01/09/2018;794113;0;461832;31774;30122;27646;27169;26769;28968;159833;0
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;I;2;S4;9;LONDRINA;PR;01/09/2018;756351;88;465970;208392;51296;2852;15140;2768;4863;4982;0
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;I;1;S4;30;SALVADOR;BA;01/09/2018;731913;180914;143951;206811;129211;11569;3641;717;1111;53987;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31815293;b3S;I;2;S5;9;SAO GABRIEL DA PALHA;ES;01/09/2018;729083;4382;102133;295852;118793;48601;31847;31176;37867;58432;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO CERRADO - SICREDI VALE DO CERRADO;32983165;b3S;I;2;S4;9;CAMPO VERDE;MT;01/09/2018;712012;0;196788;229005;186397;32001;25753;25460;1248;15359;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;I;2;S4;9;SORRISO;MT;01/09/2018;696724;76;195183;283099;122448;33763;12759;18298;3176;27922;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC/MG;87733770;b3S;I;2;S4;9;RODEIO BONITO;RS;01/09/2018;688273;2;168645;229390;210114;42895;12481;6579;3525;14641;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO SUL RONDONIENSE - SICOOB CREDIP.;2015588;b3S;I;2;S5;9;PIMENTA BUENO;RO;01/09/2018;685138;8580;222408;305288;101080;15212;9047;8594;4164;10766;0
RENDIMENTO;51468;b1;C;2;S4;199;SAO PAULO;SP;01/09/2018;682686;0;492728;84116;64355;20330;1059;312;8217;11569;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO - SICOOB CREDICOONAI;53923116;b3S;I;2;S4;9;RIBEIRAO PRETO;SP;01/09/2018;675223;9134;403012;113908;46828;8483;17409;45002;1965;29483;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORTE MATO-GROSSENSE – SICREDI NORTE MT/PA;37442605;b3S;I;2;S4;9;COLIDER;MT;01/09/2018;667631;5;167246;278044;133615;31213;17988;11020;8351;20149;0
COOPERATIVA DE CRÉDITO SICREDI JOÃO PESSOA;35571249;b3S;I;2;S5;9;JOAO PESSOA;PB;01/09/2018;651971;0;374116;102649;54875;53013;28520;9004;10598;19194;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DOS ESTADOS DE MATO GROSSO DO SUL, TOCANTINS E OESTE DA BAHIA - SICREDI UNIÃO MS/TO;24654881;b3S;I;2;S4;9;CAMPO GRANDE;MS;01/09/2018;633028;148;262918;212318;89670;25233;12448;7671;3634;18987;0
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82937293;n1;I;1;S4;30;FLORIANOPOLIS;SC;01/09/2018;626839;182434;224650;152044;30795;904;882;4202;671;30257;0
CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9313766;n1;I;2;S4;14;SAO PAULO;SP;01/09/2018;619893;0;300873;88523;163448;24394;13227;7281;14008;8139;0
BANCO SEMEAR S.A.;795423;b1;I;2;S4;8;BELO HORIZONTE;MG;01/09/2018;613733;0;412105;71879;63050;20520;13947;6007;6573;19652;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CELEIRO CENTRO OESTE – SICREDI CELEIRO CENTRO OESTE;3566655;b3S;I;2;S4;9;SAO GABRIEL DO OESTE;MS;01/09/2018;605363;1;223216;264281;79158;13863;8883;5109;2732;8120;0
BANCO MONEO S.A.;7441209;b2;I;2;S4;8;CAXIAS DO SUL;RS;01/09/2018;601504;45639;204392;176702;84030;32990;6122;19883;15056;16691;0
COOPERATIVA DE CRÉDITO DO TRIÂNGULO MINEIRO E SÃO FRANCISCO LTDA. - SICOOB ARACOOP;3320525;b3S;I;2;S5;9;ARAGUARI;MG;01/09/2018;589253;41691;404198;111628;12498;4820;2436;2003;1806;8173;0
BARIGUI;51774;b2;C;2;S4;198;CURITIBA;PR;01/09/2018;586502;29395;441435;56817;47638;4426;1382;2343;1379;1688;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE GOIANO;24795049;b3S;I;2;S5;9;RIO VERDE;GO;01/09/2018;586036;34;69846;396953;83533;9476;2039;8964;9013;6179;0
BANCO GUANABARA S.A.;31880826;b1;I;2;S4;8;RIO DE JANEIRO;RJ;01/09/2018;585975;0;62654;298880;178149;21644;5669;8203;3209;7565;0
COOPERATIVA DE POUPANÇA E CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE MARINGÁ - SICOOB METROPOLITANO;3459850;b3S;I;2;S5;9;MARINGA;PR;01/09/2018;585445;10371;155726;199157;124614;27312;38224;11267;3616;15157;0
MÁXIMA;50201;b1;C;2;S4;199;RIO DE JANEIRO;RJ;01/09/2018;582481;0;356207;25819;150079;15938;6085;7310;5157;15887;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO FRONTEIRAS DO PARANÁ, SANTA CATARINA E SÃO PAULO - SICREDI FRONTEIRAS PR/SC/SP;82527557;b3S;I;2;S4;9;CAPANEMA;PR;01/09/2018;572315;1;172099;251443;103089;18880;7042;4598;2913;12251;0
