Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;a1;a2;a3;a4;a5;a6;a;b1;b2;b3;b4;b5;b;c;d1;d2;d3;d4;d5;d6;d7;d8;d;e;f;g;h;i;j;k
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;S3;I;2;PORTO ALEGRE;RS;01/09/2018;349686;0;389427;1971;11490;26916;779490;-483634;-98589;0;0;-1250;-583472;196017;17421;92;-26652;-146875;-10634;2468;36424;-40258;-168014;28003;-124;27879;-12304;0;15575;0
CREFISA;52010;b1;S4;C;2;SAO PAULO;SP;01/09/2018;672392;0;51066;0;0;0;723458;-278;-7;0;-130;-200051;-200466;522992;518;4182;-6970;-280103;-36708;0;108263;-6547;-217366;305625;-27;305598;-140002;-38;165558;-15866
BANCOOB;51750;b1;S3;C;2;BRASILIA;DF;01/09/2018;235228;0;474344;0;0;10307;719879;-565658;-25726;0;0;-5944;-597328;122551;165327;25;-31816;-42592;-30144;8979;157752;-244964;-17433;105118;-222;104896;-42654;-2740;59502;0
CCB;32119;b1;S3;C;3;SAO PAULO;SP;01/09/2018;338366;3075;233849;82069;54630;7;711996;-259053;-358955;-1704;0;-91818;-711530;466;10693;1190;-47833;-32744;-3593;-115;88822;-40917;-24498;-24032;-2224;-26256;-3968;0;-30224;0
CREDIT SUISSE;30771;b1;S3;C;3;SAO PAULO;SP;01/09/2018;102099;0;77060;314163;208688;0;702010;-266293;-368295;0;0;-6188;-640775;61235;217038;0;-93619;-81401;-18318;14401;42155;-39834;40422;101657;47;101704;-38143;0;63560;0
BANCO VOLKSWAGEN S.A.;59109165;b2;S3;I;3;SAO PAULO;SP;01/09/2018;630300;55314;9849;113;0;0;695576;-149970;-60385;-42882;0;-33418;-286654;408922;0;19169;-654;-69045;-23012;16683;26534;-135749;-166074;242849;-3483;239366;-101980;0;137385;0
BRB;31976;b1;S3;C;1;BRASILIA;DF;01/09/2018;552471;0;60966;18;0;5145;618600;-156117;-3875;0;-70;-72499;-232561;386040;12185;44498;-196964;-107618;-26504;11209;21256;-45192;-287131;98909;-3674;95234;-33481;-8578;53175;0
MERCANTIL DO BRASIL;20152;b1;S3;C;2;BELO HORIZONTE;MG;01/09/2018;497050;0;39707;22216;6591;2644;568209;-111644;-2677;0;0;-119325;-233646;334563;8932;55595;-96353;-129170;-24714;3397;7986;-119761;-294088;40475;-10139;30335;-17788;0;12548;0
BANESTES;30159;b1;S3;C;1;VITORIA;ES;01/09/2018;210649;2140;330717;0;2138;7887;553532;-332232;-4233;-1813;0;-21783;-360061;193471;32086;52865;-84932;-63364;-17799;6911;3515;-28158;-98875;94596;-902;93694;-26655;-11937;55102;-26900
BANCO CSF S.A.;8357240;b2;S3;I;3;SAO PAULO;SP;01/09/2018;526111;0;8745;0;0;0;534857;-20069;0;0;0;-240666;-260735;274122;121464;129635;-39904;-209590;-49019;0;16808;-81783;-112390;161732;1746;163477;-89478;0;74000;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;S4;I;2;SAO PAULO;SP;01/09/2018;475643;0;11236;0;2;0;486881;-24913;0;0;0;-224840;-249754;237127;68797;19471;-6175;-136465;-29304;0;4943;-55017;-133749;103378;-2;103376;-45360;-984;57032;0
CIELO S.A.;1027058;n4;;I;2;BARUERI;SP;01/09/2018;0;0;395025;78081;0;0;473107;0;-114997;0;0;0;-114997;358109;1747844;0;-94781;-179933;-197347;136146;202733;-981459;633202;991312;-1318;989994;-232102;-17112;740779;0
BOFA MERRILL LYNCH;51255;b1;S3;C;3;SAO PAULO;SP;01/09/2018;18651;0;251402;-114736;282433;0;437750;-143235;-31652;0;0;-263;-175149;262600;160172;2065;-144713;-48125;-15998;0;2479;-132079;-176200;86400;-403;85998;-42731;0;43267;0
BANCO GMAC S.A.;59274605;b2;S3;I;3;SAO PAULO;SP;01/09/2018;421901;4280;7677;0;0;0;433859;-163931;0;-3417;0;-60555;-227903;205956;18149;23274;-31034;-80154;-15894;24391;21698;-17581;-57150;148806;455;149261;-27321;-5824;116116;-64131
AGIBANK;51956;b1;S4;C;2;PORTO ALEGRE;RS;01/09/2018;424228;0;7653;-11;2;0;431871;-24771;0;0;0;-166213;-190984;240887;2941;8333;-14699;-170448;-19740;7549;863;-5389;-190588;50298;6;50304;-11324;0;38980;-7100
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;S4;I;1;BELEM;PA;01/09/2018;378016;0;31090;0;610;3571;413287;-73302;0;0;0;-23642;-96944;316343;3075;25383;-118447;-83338;-18297;0;58615;-9607;-142616;173727;-720;173007;-81932;-9607;81469;-17721
OMNI;50940;b1;S4;C;2;SAO PAULO;SP;01/09/2018;393106;3056;4543;-1273;0;0;399432;-47676;0;-1958;0;-68904;-118537;280895;8199;12949;-6863;-118503;-10829;2852;10111;-155054;-257139;23757;168;23925;-2994;0;20931;0
ALFA;51293;b1;S3;C;2;SAO PAULO;SP;01/09/2018;232139;47994;89473;771;22488;0;392865;-157100;-50897;-39068;0;-10852;-257917;134948;17258;9087;-52529;-31498;-9651;3330;33709;-65504;-95799;39149;-164;38985;-14754;-2530;21701;0
MORGAN STANLEY;51413;b1;S3;C;3;SAO PAULO;SP;01/09/2018;3634;0;312621;61510;9071;0;386836;-152614;-442;0;0;0;-153057;233779;67049;0;-92046;-69772;-16665;0;1742;-48126;-157818;75961;0;75961;-36619;0;39341;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;S3;I;1;PORTO ALEGRE;RS;01/09/2018;334617;0;50855;0;0;0;385471;0;-171738;0;0;-62174;-233911;151560;7117;0;-45419;-10227;-10108;0;31582;-15742;-42797;108763;204;108967;-40110;0;68857;0
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;S4;I;3;SAO PAULO;SP;01/09/2018;222203;12970;9461;113888;0;0;358523;-43311;-161834;-9586;0;-8038;-222770;135753;0;16573;-20969;-47477;-10035;0;13237;-5101;-53771;81982;-3030;78952;-36138;-3076;39738;0
BANCO MUFG BRASIL S.A.;60498557;b1;S3;I;3;SAO PAULO;SP;01/09/2018;37637;0;140238;135157;44055;0;357087;-53665;-221113;0;0;7411;-267367;89720;8117;269;-33841;-21228;-3822;0;56538;-41787;-35755;53965;28;53993;-27196;0;26797;0
BANCO DA AMAZONIA S.A.;4902979;b1;S3;I;1;BELEM;PA;01/09/2018;113434;0;234589;0;1295;0;349318;-51853;-131750;0;0;-31795;-215399;133919;134701;25868;-128674;-67043;-24157;0;219616;-232203;-71893;62027;337;62363;-49653;0;12711;0
CREDIT AGRICOLE;51066;b1;S3;C;3;SAO PAULO;SP;01/09/2018;22656;0;99577;35142;163637;0;321012;-10966;-243228;0;0;-28860;-283054;37957;12127;75;-22512;-12479;-3683;77;4795;-1724;-23323;14634;0;14634;-7376;0;7258;0
BANCO IBM S.A.;34270520;b2;S4;I;3;RIO DE JANEIRO;RJ;01/09/2018;23278;270468;9031;0;0;0;302777;-33527;0;-235958;0;-3731;-273217;29561;0;0;0;-13021;-1410;0;4141;-484;-10774;18787;0;18787;-9123;0;9663;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;S4;I;2;SAO PAULO;SP;01/09/2018;282530;0;5482;0;17;0;288029;-9695;0;0;0;-189127;-198821;89208;20231;37012;-5437;-58195;-12008;0;14736;-65382;-69043;20164;329;20493;-9218;0;11275;0
PORTO SEGURO;51444;n1;S4;C;2;SAO PAULO;SP;01/09/2018;250437;0;8272;9557;0;0;268267;-28575;-12118;0;0;-90929;-131622;136645;97287;43572;-9851;-76137;-20128;0;14447;-89491;-40300;96345;0;96345;-41624;-2250;52472;0
HAITONG;51482;b2;S3;C;3;SAO PAULO;SP;01/09/2018;9533;0;167745;80310;0;0;257588;-235087;-4069;0;-3;-329;-239487;18101;7487;0;-11613;-6612;-1620;3398;16;-322;-9266;8835;-1946;6889;-1397;0;5492;0
ING;51073;b1;S3;C;3;SAO PAULO;SP;01/09/2018;32646;0;81364;52579;87581;0;254169;-40157;-183259;0;0;-4428;-227844;26325;21362;0;-9966;-13536;-3599;0;3938;-8357;-10158;16167;0;16167;-7221;-646;8300;0
ORIGINAL;51781;b1;S3;C;2;SAO PAULO;SP;01/09/2018;246642;0;31573;-53907;27304;0;251612;-132353;-2797;0;0;-10971;-146120;105492;10840;3937;-87028;-93787;-5447;-384;10495;-40664;-202037;-96545;-46;-96592;46075;-9090;-59606;0
SOCIETE GENERALE;31859;b1;S3;C;3;SAO PAULO;SP;01/09/2018;17481;117526;118754;-6953;0;0;246809;-17073;-52661;-95898;-16903;-4421;-186955;59853;4118;18;-30662;-22377;-3013;0;52362;-20022;-19575;40278;4819;45098;-22505;0;22593;0
MERCEDES-BENZ;51262;b2;S3;C;3;SAO PAULO;SP;01/09/2018;227352;18632;778;0;0;0;246762;-34915;-80043;-12384;0;27138;-100203;146559;0;4846;-18429;-17939;-5651;0;18129;-17145;-36188;110370;-1891;108480;-45064;0;63415;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;S3;I;3;CURITIBA;PR;01/09/2018;222480;5546;12119;-1901;0;0;238245;-23631;-63353;-4940;0;-17105;-109029;129216;1196;12;-11841;-15967;-6190;1913;176756;-175860;-29981;99235;596;99831;-13607;-1553;84671;-66544
HONDA;51396;b2;S4;C;3;SAO PAULO;SP;01/09/2018;189579;0;15842;19926;0;0;225347;-63548;-26497;0;0;-37576;-127621;97726;1265;20491;-4843;-30315;-8923;0;3475;-5969;-24819;72908;32;72940;-32993;0;39947;0
PARANÁ BANCO;30881;b1;S4;C;2;CURITIBA;PR;01/09/2018;203576;0;25270;-4229;0;0;224617;-80292;-67;0;0;-16174;-96533;128085;2125;121;-12168;-37813;-6618;6245;5528;-7907;-50487;77598;5;77603;-22124;-1946;53533;-20500
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;S4;I;3;BARUERI;SP;01/09/2018;239;214396;0;0;0;0;214635;0;-12681;-171497;0;33399;-150779;63856;0;0;-8;-7302;-4906;0;1291;-609;-11535;52321;2224;54545;-20840;0;33705;0
XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;2332886;n2;S4;I;3;RIO DE JANEIRO;RJ;01/09/2018;0;0;198473;2277;1744;0;202494;-58479;-2807;0;0;-288;-61574;140920;290223;101622;-57675;-362593;-34718;0;7854;-11911;-67198;73722;-5242;68480;23788;-59921;32346;-58900
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S5;I;2;BLUMENAU;SC;01/09/2018;156695;0;40196;0;0;0;196892;-45536;-4296;0;0;-34769;-84601;112290;17303;8868;-29238;-40397;-150;0;88;-9893;-53419;58872;-347;58525;0;-3908;54616;0
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL E SUDESTE - CENTRAL SICREDI SUL/SUDESTE;87437687;b3C;S3;I;2;PORTO ALEGRE;RS;01/09/2018;4970;0;190289;0;0;0;195259;-190491;0;0;0;54;-190437;4822;0;0;-6056;77438;0;0;208;-76411;-4822;0;0;0;0;0;0;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;S3;I;3;SAO PAULO;SP;01/09/2018;40973;0;62710;49789;36918;0;190390;-33928;-114017;0;0;2189;-145756;44634;7653;6;-15689;-7825;-2571;0;4770;-8739;-22395;22239;15;22254;-9399;-599;12256;0
BANCO FIBRA S.A.;58616418;b1;S3;I;2;SAO PAULO;SP;01/09/2018;103868;0;55559;21853;7309;0;188589;-105252;-34336;0;0;-23322;-162911;25679;7099;2504;-22227;-18520;-5641;3386;7371;-8164;-34192;-8513;-227;-8740;2239;0;-6502;0
JOHN DEERE;50071;b1;S4;C;3;INDAIATUBA;SP;01/09/2018;186857;0;2049;-375;0;0;188531;-2621;-79839;0;0;-27535;-109996;78535;10453;96;-10225;-9332;-4343;0;30;-210;-13531;65004;1154;66158;-31051;-1300;33808;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;S3;I;1;BELO HORIZONTE;MG;01/09/2018;160582;0;15276;8153;2927;0;186938;-7796;-81863;0;0;-20540;-110198;76740;4827;3677;-26233;-9610;-5352;0;8732;-16989;-40947;35793;-913;34881;-17134;-2259;15488;0
SOFISA;31873;b1;S4;C;2;SAO PAULO;SP;01/09/2018;129545;0;46331;-1826;10621;0;184671;-79044;-12709;-16;0;-15847;-107617;77054;609;9662;-20115;-26298;-6355;-312;23938;-16543;-35413;41642;318;41959;-10695;-6410;24854;-11645
REDECARD S.A.;1425787;n4;;I;2;SAO PAULO;SP;01/09/2018;0;0;181253;0;0;0;181253;0;0;0;0;0;0;181253;1233416;0;-105838;-948847;-121952;-6739;86127;-184974;-48805;132448;-16;132432;-41591;-22184;68657;0
BOCOM;52003;b1;S4;C;3;SALVADOR;BA;01/09/2018;72671;0;36122;38697;29948;0;177438;-74787;-46866;0;0;2916;-118737;58701;10547;2364;-24388;-13369;-3202;-3809;21710;-28750;-38896;19805;0;19805;-7978;-2829;8998;0
INTER;51884;b1;S4;C;2;BELO HORIZONTE;MG;01/09/2018;157231;0;23704;-4551;635;0;177019;-57364;-418;0;0;-10034;-67816;109203;7168;2987;-30395;-51879;-6289;2544;6007;-8485;-78342;30861;-6078;24783;-6059;0;18724;-9167
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;S4;I;3;PORTO ALEGRE;RS;01/09/2018;118478;44464;6537;0;0;0;169479;-1368;-44495;-35545;0;-7627;-89034;80445;0;134;-14172;-17426;-3757;644;4526;-2135;-32187;48257;59;48316;-22871;0;25446;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;S4;I;1;ARACAJU;SE;01/09/2018;122878;0;32840;0;0;3334;159052;-52518;-1316;0;0;-11671;-65505;93547;12020;18918;-43663;-39815;-8715;3185;4311;-11869;-65628;27919;351;28270;-7836;-1987;18447;-6060
PINE;50304;b1;S3;C;2;SAO PAULO;SP;01/09/2018;81962;0;54505;-7980;29967;0;158454;-136873;-29879;0;0;32458;-134295;24160;12940;2214;-25938;-33988;-932;15098;8398;-5931;-28140;-3980;-44;-4024;15618;-6756;4838;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;S3;I;2;BRASILIA;DF;01/09/2018;68121;0;74265;0;0;14468;156855;-85908;0;0;0;-6797;-92705;64150;0;1248;-30127;-10869;-3369;0;626;-3478;-45969;18181;852;19032;0;0;19032;0
BANCO CBSS S.A.;27098060;b2;S4;I;3;BARUERI;SP;01/09/2018;150926;0;3033;0;3;0;153962;-13510;0;0;0;-40209;-53719;100244;8788;8436;-7081;-73958;-8687;0;17489;-31057;-86070;14173;0;14173;-6819;-1326;6029;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S4;I;2;BEBEDOURO;SP;01/09/2018;113936;0;39175;0;0;0;153111;-42303;-10893;0;0;-14813;-68010;85101;4124;525;-27652;-21840;-476;0;3711;-2618;-44226;40875;-262;40613;-960;-2084;37568;0
ICBC DO BRASIL BANCO MÚLTIPLO S.A.;17453575;b1;S4;I;3;SAO PAULO;SP;01/09/2018;15187;0;10257;3775;119215;0;148434;-7605;-125994;0;0;-1123;-134722;13711;116;19;-5712;-2597;-343;0;804;-7870;-15583;-1871;0;-1871;804;-580;-1647;0
RENDIMENTO;51468;b1;S4;C;2;SAO PAULO;SP;01/09/2018;36987;0;16953;6105;76759;0;136803;-20932;-2517;0;0;-1020;-24468;112335;17673;728;-40465;-27928;-6541;247;4923;-32346;-83709;28626;734;29360;-13306;-1408;14645;0
BANCO CLASSICO S.A.;31597552;b1;S3;I;2;RIO DE JANEIRO;RJ;01/09/2018;0;0;130634;0;0;0;130634;-15163;0;0;0;0;-15163;115470;42;0;-330;-773;-33;0;0;0;-1093;114377;0;114377;0;0;114377;0
BANCO TRIANGULO S.A.;17351180;b1;S4;I;2;UBERLANDIA;MG;01/09/2018;109820;0;12781;4611;0;0;127212;-28870;-2737;0;0;-44438;-76046;51167;8338;29673;-32330;-42441;-7691;3753;16994;-6567;-30271;20896;173;21069;-1576;-2719;16774;-4800
BANCO CARGILL S.A.;3609817;b1;S4;I;3;SAO PAULO;SP;01/09/2018;39819;0;6160;37694;42876;0;126549;-7518;-71192;0;0;-39529;-118239;8310;92;0;-4126;-7282;-2152;0;2;-32241;-45707;-37398;0;-37398;16148;0;-21250;0
REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;27351731;n1;S4;I;3;PORTO ALEGRE;RS;01/09/2018;127865;0;1586;-3759;0;0;125691;-2842;-2703;0;0;-63150;-68695;56996;12572;20246;-3522;-28100;-9048;0;5679;-8188;-10361;46635;0;46635;-25383;0;21252;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;S4;I;3;SAO PAULO;SP;01/09/2018;61625;0;39488;-11500;35589;0;125202;-8689;-79855;0;0;167;-88377;36825;11859;0;-12645;-6357;-5410;0;8601;-455;-4408;32417;-7;32410;-13845;0;18565;0
BANCO VOLVO BRASIL S.A.;58017179;b2;S4;I;3;CURITIBA;PR;01/09/2018;103907;12699;3072;0;0;0;119678;-236;-44783;-10320;0;5046;-50293;69385;0;1734;-8219;-13744;-2698;4661;5083;-1020;-14203;55182;174;55356;-21284;-656;33416;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;S4;I;1;PORTO ALEGRE;RS;01/09/2018;105045;0;10457;0;0;0;115502;0;-22036;0;0;-76467;-98503;16999;4022;598;-8509;-3811;-1827;0;5700;-3024;-6851;10148;88;10236;-5692;0;4544;0
BANCO FIDIS S/A;62237425;b2;S4;I;3;BETIM;MG;01/09/2018;109030;0;6518;-92;0;0;115456;-52572;-43;0;0;24313;-28303;87154;6847;0;-5515;-11161;-3447;0;4446;-2861;-11692;75462;-285;75177;-35581;-171;39424;0
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;S3;I;2;CURITIBA;PR;01/09/2018;2788;0;111678;0;0;0;114467;-111679;0;0;0;0;-111680;2787;0;0;-5042;57542;0;0;243;-55530;-2787;0;0;0;0;0;0;0
DEUTSCHE BANK S.A. - BANCO ALEMAO;62331228;b1;S3;I;3;SAO PAULO;SP;01/09/2018;54421;0;56075;-630;936;0;110803;-35957;-38460;0;0;297;-74120;36683;36787;83;-18387;-18858;-2905;0;36229;-27277;5672;42355;38;42393;-17439;0;24955;0
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;S4;I;2;FLORIANOPOLIS;SC;01/09/2018;6874;0;103206;0;0;71;110150;-107882;-4852;0;0;76;-112658;-2508;40;0;-4960;-5840;-27;0;13711;-223;2700;193;0;193;1;-192;0;0
INDUSTRIAL DO BRASIL;50988;b1;S4;C;2;SAO PAULO;SP;01/09/2018;64155;0;39250;1950;3180;0;108535;-35737;-31536;0;0;-9977;-77249;31286;2714;1958;-17138;-6508;-3108;46;23;-364;-22376;8910;-248;8662;296;0;8959;-9500
SOCOPA;50328;b1;S4;C;2;SAO PAULO;SP;01/09/2018;17754;0;36541;-8734;60717;0;106278;-35349;-5258;0;0;-2144;-42751;63527;32854;14215;-31986;-42175;-7618;0;3453;-7479;-38735;24792;33;24825;-10357;-791;13677;-3955
DACASA FINANCEIRA;51891;n1;S4;C;2;VITORIA;ES;01/09/2018;102959;0;2998;0;0;0;105958;-18362;0;0;0;-58483;-76845;29113;7144;6788;-9500;-40458;-5970;0;28571;-14439;-27865;1248;0;1248;-303;0;944;-1386
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S4;I;2;BELO HORIZONTE;MG;01/09/2018;3150;0;98272;0;0;0;101422;-95214;-3656;0;0;57;-98813;2608;110;0;-7651;-3893;-11;9437;13529;-928;10594;13202;0;13202;-20;0;13182;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;S4;I;2;MARINGA;PR;01/09/2018;88100;0;13120;0;0;20;101240;-18056;-10630;0;0;-13927;-42613;58627;22088;7152;-29130;-30236;-808;0;3384;-17005;-44556;14071;-486;13586;-2514;0;11072;0
BMW;51420;n1;S4;C;3;SAO PAULO;SP;01/09/2018;54818;954;1404;40189;0;0;97365;-190;-189558;-884;0;-5815;-196447;-99082;0;1714;-3985;-6323;-1257;0;139981;-16380;113750;14668;0;14668;-7536;0;7132;0
MIZUHO;51554;b1;S4;I;3;SAO PAULO;SP;01/09/2018;8877;0;49634;16928;20037;0;95476;-26353;-55866;0;0;-271;-82490;12986;44734;2;-14232;-7502;-2027;-334;10607;-2009;29240;42226;-2;42224;-18605;-846;22773;0
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S4;I;2;SERTAOZINHO;SP;01/09/2018;79806;0;15402;-319;0;0;94889;-25536;-12392;0;0;11236;-26692;68196;2814;1050;-14638;-11451;-129;0;5173;-21757;-38937;29259;-6;29253;-328;0;28925;0
BANCO CATERPILLAR S.A.;2658435;b2;S4;I;3;SAO PAULO;SP;01/09/2018;62065;8276;12444;10707;0;0;93492;-7203;-53709;-7196;0;2707;-65401;28091;2991;542;-12045;-6356;-1866;0;25874;-831;8309;36400;46;36446;-17662;0;18784;0
