Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o)
SAFRA - PRUDENCIAL;1000080109;b1;;C;2;SAO PAULO;SP;42430;9145445;1085759;10231204;1974957;12206161;68871144;5414564;0;495878;65468;5975911;4416457;79263511;172790170;0,1154;0,1291;0,154;0,0592;0,2417
VOTORANTIM - PRUDENCIAL;1000080484;b1;;C;2;SAO PAULO;SP;42430;6586650;0;6586650;3155318;9741968;59714466;103004;0;1834890;45727;1983621;6016317;67714404;125176985;0,0973;0,0973;0,1439;0,0526;0,0392
CITIBANK - PRUDENCIAL;1000080192;b1;;C;3;SAO PAULO;SP;42430;7697191;0;7697191;0;7697191;40309643;1446680;38646;9960881;68586;11514793;6754750;58579186;84258379;0,1314;0,1314;0,1314;0,0914;0,0668
BANRISUL - PRUDENCIAL;1000080154;b1;;C;1;PORTO ALEGRE;RS;42430;6247675;0;6247675;1065945;7313620;32391311;777404;0;1145;27030;805580;6847121;40044012;70824728;0,156;0,156;0,1826;0,0882;0,0427
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;;I;1;FORTALEZA;CE;42430;2732479;0;2732479;1790797;4523276;30083283;381169;10441;90481;0;482090;6841686;37407059;63422863;0,073;0,073;0,1209;0,0431;0,051
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;;C;3;SAO PAULO;SP;42430;3192357;0;3192357;1779450;4971807;21227893;2028711;0;9460948;997759;12487417;2776818;36492128;67144215;0,0875;0,0875;0,1362;0,0475;0,0784
BNP PARIBAS - PRUDENCIAL;1000080673;b1;;C;3;SAO PAULO;SP;42430;2587169;0;2587169;878317;3465485;19022287;292882;0;5319412;0;5612293;2656750;27291330;33777173;0,0948;0,0948;0,127;0,0766;0,023
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;;C;3;SAO PAULO;SP;42430;4245875;0;4245875;0;4245875;13043065;394722;18952;9408570;1039356;10861599;2289405;26194069;28100549;0,1621;0,1621;0,1621;0,1511;0,0281
PAN;1000080257;b1;;C;2;SAO PAULO;SP;42430;2116257;0;2116257;803832;2920089;18014283;38830;0;944543;0;983373;1174270;20171926;26676376;0,1049;0,1049;0,1448;0,0793;0,1682
ABC-BRASIL - PRUDENCIAL;1000080312;b1;;C;3;SAO PAULO;SP;42430;2612253;0;2612253;661914;3274167;17277065;414769;173114;356891;0;944774;867026;19088865;32836956;0,1368;0,1368;0,1715;0,0796;0,0118
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;;C;3;SAO PAULO;SP;42430;2579065;0;2579065;965371;3544436;16554762;0;0;0;0;0;1297735;17852497;21949756;0,1445;0,1445;0,1985;0,1175;0,0077
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;;I;3;SAO PAULO;SP;42430;1652979;0;1652979;862434;2515413;14771328;244881;185762;603514;0;1034157;1175040;16980524;19184892;0,0973;0,0973;0,1481;0,0862;0,0086
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;;I;1;BELEM;PA;42430;2815160;0;2815160;0;2815160;15144621;2179;0;44334;0;46513;940006;16131141;21762059;0,1745;0,1745;0,1745;0,1294;0,0885
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;;C;2;SAO PAULO;SP;42430;2824817;0;2824817;0;2824817;11889902;375760;0;953906;863;1330529;2347689;15568120;19192999;0,1814;0,1814;0,1814;0,1472;0,091
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;;C;1;PORTO ALEGRE;RS;42430;2396251;0;2396251;0;2396251;13212345;18478;0;0;6478;24956;914998;14152300;20904612;0,1693;0,1693;0,1693;0,1146;0,0112
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;;C;3;SAO PAULO;SP;42430;2230495;0;2230495;0;2230495;7334492;262129;59159;2578278;1071635;3971202;909613;12215308;22638977;0,1826;0,1826;0,1826;0,0985;0,0055
DEUTSCHE - PRUDENCIAL;1000080532;b1;;C;3;SAO PAULO;SP;42430;1661066;0;1661066;0;1661066;7503695;109955;0;2962653;0;3072609;1123280;11699584;17408529;0,142;0,142;0,142;0,0954;0,0147
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;;C;3;SAO PAULO;SP;42430;1536712;0;1536712;0;1536712;7005934;259753;0;3016858;135;3276746;1340143;11622822;17090207;0,1322;0,1322;0,1322;0,0899;0,0319
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;;C;2;RIO DE JANEIRO;RJ;42430;4546393;0;4546393;0;4546393;527451;0;0;1905209;8021551;9926761;388412;10842624;5957410;0,4193;0,4193;0,4193;0,7631;0,0001
GMAC - PRUDENCIAL;1000080848;b2;;C;3;SAO PAULO;SP;42430;1498248;0;1498248;0;1498248;9176059;70;0;0;0;70;1416326;10592456;12963509;0,1414;0,1414;0,1414;0,1156;0,036
BRB - PRUDENCIAL;1000080288;b1;;C;1;BRASILIA;DF;42430;1142819;0;1142819;381732;1524551;9170432;26522;569;61617;30138;118847;808794;10098073;14623551;0,1132;0,1132;0,151;0,0781;0,1409
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;;C;3;SAO PAULO;SP;42430;1466193;0;1466193;83908;1550101;8990288;0;0;0;0;0;935695;9925983;9468884;0,1477;0,1477;0,1562;0,1548;0,0014
CCB - PRUDENCIAL;1000080295;b1;;C;3;SAO PAULO;SP;42430;-7552;0;-7552;929452;921900;7513399;3897;0;15115;3331;22343;2367177;9902918;13172903;-0,0008;-0,0008;0,0931;-0,0006;0,144
BMG - PRUDENCIAL;1000080178;b1;;C;2;SAO PAULO;SP;42430;847781;0;847781;710929;1558710;9538223;59464;0;0;0;59464;38424;9636111;14825264;0,088;0,088;0,1618;0,0572;0,342
ALFA - PRUDENCIAL;1000080570;b1;;C;2;SAO PAULO;SP;42430;2182252;0;2182252;0;2182252;7622597;71108;0;270188;5982;347277;986399;8956273;14320116;0,2437;0,2437;0,2437;0,1524;0,1309
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;;C;3;SAO PAULO;SP;42430;1397376;0;1397376;0;1397376;3992230;93454;9037;2427946;144561;2674997;1036850;7704078;9919970;0,1814;0,1814;0,1814;0,1409;0,0064
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;;C;2;BELO HORIZONTE;MG;42430;662168;997;663165;347947;1011112;6968088;602;0;1024;0;1626;711591;7681305;11873002;0,0862;0,0863;0,1316;0,0559;0,2205
PINE - PRUDENCIAL;1000080374;b1;;C;2;SAO PAULO;SP;42430;1070773;0;1070773;31806;1102579;6455724;35832;108030;361904;0;505766;317340;7278830;9579804;0,1471;0,1471;0,1515;0,1118;0,1914
SICREDI - PRUDENCIAL;1000080745;b1;;C;2;PORTO ALEGRE;RS;42430;1218362;133165;1351528;0;1351528;6156718;19601;0;33172;254;53027;969755;7179499;31725364;0,1697;0,1882;0,1882;0,0426;0,0793
ORIGINAL - PRUDENCIAL;1000080903;b1;;C;2;SAO PAULO;SP;42430;1792771;0;1792771;0;1792771;5540677;703634;0;229445;93530;1026608;551158;7118443;6667272;0,2518;0,2518;0,2518;0,2689;0,2311
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;;I;3;CURITIBA;PR;42430;1214133;0;1214133;0;1214133;6316130;0;0;0;0;0;657525;6973655;7316244;0,1741;0,1741;0,1741;0,166;0,0088
BANCOOB - PRUDENCIAL;1000080879;b1;;C;2;BRASILIA;DF;42430;1047254;0;1047254;0;1047254;5669318;78706;0;98381;0;177087;843097;6689503;28449708;0,1566;0,1566;0,1566;0,0368;0,0918
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;;I;1;BELO HORIZONTE;MG;42430;988180;0;988180;0;988180;5612562;96864;0;461352;0;558217;485460;6656238;7332226;0,1485;0,1485;0,1485;0,1348;0,1026
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;;I;3;SAO PAULO;SP;42430;773998;0;773998;718110;1492108;5901445;153276;0;80162;0;233438;266445;6401328;10153139;0,1209;0,1209;0,2331;0,0762;0,0039
JOHN DEERE - PRUDENCIAL;1000080343;b1;;C;3;INDAIATUBA;SP;42430;834739;0;834739;68825;903564;5741527;314846;0;0;0;314846;284705;6341078;6620228;0,1316;0,1316;0,1425;0,1261;0,0056
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;;C;3;SAO PAULO;SP;42430;787169;0;787169;0;787169;5308677;13760;0;641997;0;655757;264069;6228503;15876067;0,1264;0,1264;0,1264;0,0496;0,0287
BANESTES - PRUDENCIAL;1000080147;b1;;C;1;VITORIA;ES;42430;1167185;0;1167185;0;1167185;4844005;7658;0;109149;0;116807;1203437;6164249;17700807;0,1893;0,1893;0,1893;0,0659;0,2221
CREFISA S.A. CFI - PRUDENCIAL;1000083632;n1;;I;2;SAO PAULO;SP;42430;3194196;0;3194196;0;3194196;2847585;0;0;0;0;0;3262140;6109725;0;0,5228;0,5228;0,5228;NI%;0,0058
BCO TOKYO-MITSUBISHI BM S.A. - PRUDENCIAL;1000081713;b1;;I;3;SAO PAULO;SP;42430;1323690;0;1323690;0;1323690;3844802;82675;0;1608259;0;1690935;489165;6024902;21804825;0,2197;0,2197;0,2197;0,0607;0,0428
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;;C;3;SAO PAULO;SP;42430;1377616;0;1377616;0;1377616;3810483;458497;0;1471656;35230;1965383;193541;5969407;14324068;0,2308;0,2308;0,2308;0,0962;0,0684
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;;C;3;SAO PAULO;SP;42430;745110;0;745110;54620;799730;3974702;70001;0;0;0;70001;330415;4375118;4122946;0,1703;0,1703;0,1828;0,1807;0,0078
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;;C;2;SAO PAULO;SP;42430;587715;0;587715;0;587715;3991165;10880;40689;69073;0;120642;229726;4341533;6896387;0,1354;0,1354;0,1354;0,0852;0,0176
PORTO SEGURO - PRUDENCIAL;1000080642;n1;;C;2;SAO PAULO;SP;42430;598264;0;598264;0;598264;3443550;0;0;201072;0;201072;692964;4337586;0;0,1379;0,1379;0,1379;NI%;0,006
J.MALUCELLI - PRUDENCIAL;1000080233;b1;;C;2;CURITIBA;PR;42430;1116319;0;1116319;0;1116319;3449048;2944;165;21116;22170;46394;752479;4247922;6074418;0,2628;0,2628;0,2628;0,1838;0,2927
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;;I;3;SAO PAULO;SP;42430;1502496;0;1502496;0;1502496;4004087;8643;0;0;0;8643;216450;4229180;6237585;0,3553;0,3553;0,3553;0,2409;0,0214
HONDA - PRUDENCIAL;1000080611;b2;;C;3;SAO PAULO;SP;42430;1028393;0;1028393;0;1028393;3914748;0;0;0;0;0;238510;4153258;5789321;0,2476;0,2476;0,2476;0,1776;0,017
VOLVO - PRUDENCIAL;1000080769;b2;;C;3;CURITIBA;PR;42430;684785;0;684785;0;684785;3613666;0;0;0;0;0;376207;3989872;4346341;0,1716;0,1716;0,1716;0,1576;0,0174
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;;I;3;PORTO ALEGRE;RS;42430;834429;0;834429;0;834429;3812982;799;0;0;0;799;159633;3973414;5313850;0,21;0,21;0,21;0,157;0,0214
APE POUPEX - PRUDENCIAL;1000081184;n1;;I;2;BRASILIA;DF;42430;811201;0;811201;0;811201;3525749;0;0;7046;0;7046;390037;3922832;0;0,2068;0,2068;0,2068;NI%;0,0572
RODOBENS - PRUDENCIAL;1000080855;b1;;C;2;SAO PAULO;SP;42430;953589;0;953589;0;953589;3180457;0;0;0;0;0;741215;3921672;3113097;0,2432;0,2432;0,2432;0,3063;0,3037
HAITONG - PRUDENCIAL;1000080666;b2;;C;3;SAO PAULO;SP;42430;635902;0;635902;0;635902;2225275;3899;0;1525407;0;1529306;128903;3883484;10919275;0,1637;0,1637;0,1637;0,0582;0,0528
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;;I;1;PORTO ALEGRE;RS;42430;560493;0;560493;0;560493;3508641;5829;0;0;0;5829;329669;3844139;0;0,1458;0,1458;0,1458;NI%;0,0583
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;;I;3;SAO PAULO;SP;42430;574857;0;574857;0;574857;3668933;0;0;0;0;0;67801;3736735;5455825;0,1538;0,1538;0,1538;0,1054;0,0296
PERNAMBUCANAS - PRUDENCIAL;1000080305;n1;;C;2;SAO PAULO;SP;42430;452780;0;452780;0;452780;2301633;0;0;1163551;0;1163551;256098;3721282;0;0,1217;0,1217;0,1217;NI%;0,0958
ING - PRUDENCIAL;1000080501;b1;;C;3;SAO PAULO;SP;42430;841664;0;841664;0;841664;2628838;30963;0;811971;0;842934;248278;3720050;8265423;0,2263;0,2263;0,2263;0,1018;0,0031
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;;I;1;BELEM;PA;42430;710452;0;710452;0;710452;3111991;21912;0;3451;0;25363;336622;3473977;5568733;0,2045;0,2045;0,2045;0,1276;0,1422
BANCO FIDIS - PRUDENCIAL;1000081751;b2;;I;3;BETIM;MG;42430;596231;0;596231;0;596231;2952753;10281;0;0;0;10281;306571;3269604;4858691;0,1824;0,1824;0,1824;0,1227;0,0148
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;42430;1139186;0;1139186;0;1139186;2655776;0;0;0;0;0;448931;3104707;4439192;0,3669;0,3669;0,3669;0,2566;0,0611
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;;I;3;SAO PAULO;SP;42430;493936;0;493936;0;493936;1909111;87223;0;767255;0;854478;157161;2920750;3268102;0,1691;0,1691;0,1691;0,1511;0,0077
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;;C;2;SAO PAULO;SP;42430;492013;0;492013;10955;502968;2336327;55645;0;271523;0;327168;252093;2915588;2832411;0,1688;0,1688;0,1725;0,1737;0,0696
MIZUHO - PRUDENCIAL;1000080697;b1;;C;3;SAO PAULO;SP;42430;555040;0;555040;0;555040;2034750;75042;0;598114;0;673157;98269;2806175;4818223;0,1978;0,1978;0,1978;0,1152;0,0082
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;;C;1;ARACAJU;SE;42430;251675;0;251675;99684;351359;2362482;8269;3721;48340;3724;64053;326740;2753275;4704988;0,0914;0,0914;0,1276;0,0535;0,2763
PSA FINANCE - PRUDENCIAL;1000080594;b2;;C;3;SAO PAULO;SP;42430;758286;0;758286;0;758286;2468272;3072;0;0;0;3072;240768;2712112;2175573;0,2796;0,2796;0,2796;0,3485;0,0049
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;;I;2;SAO PAULO;SP;42430;770251;0;770251;0;770251;2284154;0;0;0;0;0;401413;2685568;0;0,2868;0,2868;0,2868;NI%;0,0005
SOFISA - PRUDENCIAL;1000080271;b1;;C;2;SAO PAULO;SP;42430;627301;0;627301;0;627301;2335523;23891;0;78134;3708;105733;228815;2670070;3303010;0,2349;0,2349;0,2349;0,1899;0,1302
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;42430;783005;0;783005;0;783005;2557060;NA;NA;NA;NA;NA;NA;2557060;0;0,3062;0,3062;0,3062;NI%;0,0202
INDUSVAL - PRUDENCIAL;1000080415;b1;;C;2;SAO PAULO;SP;42430;389236;0;389236;0;389236;2317067;57181;38602;25367;2055;123205;104568;2544840;3702936;0,153;0,153;0,153;0,1051;0,1925
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;;I;3;SAO PAULO;SP;42430;445861;0;445861;0;445861;2309577;32276;0;5221;0;37496;186736;2533810;4463111;0,176;0,176;0,176;0,0999;0,0007
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;;C;2;UBERLANDIA;MG;42430;396626;0;396626;0;396626;1655974;0;0;415;0;415;732698;2389086;2453670;0,166;0,166;0,166;0,1616;0,164
OMNI - PRUDENCIAL;1000080460;n1;;C;2;SAO PAULO;SP;42430;255024;79747;334771;0;334771;1849057;0;0;0;0;0;539125;2388182;0;0,1068;0,1402;0,1402;NI%;0,0077
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;;I;2;SERTAOZINHO;SP;42430;340955;0;340955;0;340955;2020753;6464;2909;42116;2585;54073;184776;2259602;2570559;0,1509;0,1509;0,1509;0,1326;0,032
BBM - PRUDENCIAL;1000080161;b1;;C;2;SALVADOR;BA;42430;565996;0;565996;0;565996;1886630;65013;0;6744;0;71757;185380;2143768;3247408;0,264;0,264;0,264;0,1743;0,1103
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;;C;2;RIO DE JANEIRO;RJ;42430;334308;0;334308;0;334308;1440814;35423;15332;476506;9884;537144;153392;2131350;2102446;0,1569;0,1569;0,1569;0,159;0,0343
SCANIA - PRUDENCIAL;1000080776;b2;;C;3;SAO BERNARDO DO CAMPO;SP;42430;267332;0;267332;57174;324505;1903818;0;0;0;0;0;217214;2121032;2056802;0,126;0,126;0,153;0,13;0,0151
BONSUCESSO - PRUDENCIAL;1000080422;b1;;I;2;BELO HORIZONTE;MG;42430;219108;0;219108;129501;348608;1129573;114647;19139;317387;38522;489695;501573;2120841;2749088;0,1033;0,1033;0,1644;0,0797;0,1817
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;;I;3;RIO DE JANEIRO;RJ;42430;408052;0;408052;0;408052;1494382;233953;0;0;0;233953;226185;1954520;1664779;0,2088;0,2088;0,2088;0,2451;0,3951
CAIXA GERAL - PRUDENCIAL;1000080927;b1;;C;3;SAO PAULO;SP;42430;327294;0;327294;0;327294;1522719;47802;0;114997;932;163731;172661;1859110;2185788;0,176;0,176;0,176;0,1497;0,0186
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;;I;2;LUCAS DO RIO VERDE;MT;42430;373182;0;373182;2237;375419;1453981;42228;0;0;0;42228;226102;1722311;2247659;0,2167;0,2167;0,218;0,166;0,0595
INTERMEDIUM - PRUDENCIAL;1000080996;b1;;C;2;BELO HORIZONTE;MG;42430;331555;0;331555;0;331555;1401833;0;0;0;0;0;318924;1720757;2679542;0,1927;0,1927;0,1927;0,1237;0,02
HP FINANCIAL SERVICES AM S.A - PRUDENCIAL;1000082987;n1;;I;3;BARUERI;SP;42430;498428;0;498428;0;498428;1417661;12319;0;0;0;12319;116531;1546511;0;0,3223;0,3223;0,3223;NI%;0,0108
RENDIMENTO - PRUDENCIAL;1000080659;b1;;C;2;SAO PAULO;SP;42430;219454;0;219454;0;219454;856744;85884;0;19370;0;105253;568683;1530680;1544019;0,1434;0,1434;0,1434;0,1421;0,0872
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;42430;394455;0;394455;0;394455;1456472;NA;NA;NA;NA;NA;NA;1456472;0;0,2708;0,2708;0,2708;NI%;0,016
UNIPRIME NORTE DO PARANA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS LTDA.;2398976;b3S;;I;2;LONDRINA;PR;42430;403474;0;403474;0;403474;1161545;9048;0;107672;1121;117841;167578;1446964;1358418;0,2788;0,2788;0,2788;0,297;0,0309
STANDARD CHARTERED BI S.A. - PRUDENCIAL;1000081373;b2;;I;3;SAO PAULO;SP;42430;338798;0;338798;0;338798;778362;141569;0;260991;0;402559;247892;1428814;1528441;0,2371;0,2371;0,2371;0,2217;0,0062
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;;I;2;MARINGA;PR;42430;231895;0;231895;0;231895;1290524;0;0;0;0;0;104090;1394615;2113178;0,1663;0,1663;0,1663;0,1097;0,2094
AF DESENVOLVE SP S.A. - PRUDENCIAL;1000081153;n1;;I;1;SAO PAULO;SP;42430;687965;0;687965;0;687965;1097633;0;0;0;0;0;205245;1302879;0;0,528;0,528;0,528;NI%;0,0042
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;42430;250533;0;250533;0;250533;1179698;0;0;25764;0;25764;80177;1285640;4626331;0,1949;0,1949;0,1949;0,0542;0,164
BMW - PRUDENCIAL;1000080635;n1;;C;3;SAO PAULO;SP;42430;255986;0;255986;0;255986;1174532;0;0;0;0;0;110695;1285227;0;0,1992;0,1992;0,1992;NI%;0,0043
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;;I;2;MEDIANEIRA;PR;42430;241568;0;241568;5593;247161;1195461;0;0;0;0;0;77410;1272871;2003220;0,1898;0,1898;0,1942;0,1206;0,1567
BCO FORD S.A. - PRUDENCIAL;1000081782;b2;;I;3;SAO PAULO;SP;42430;225496;0;225496;0;225496;1201274;0;0;0;0;0;69471;1270745;1389051;0,1775;0,1775;0,1775;0,1623;0
SOCOPA - PRUDENCIAL;1000080381;b1;;C;2;SAO PAULO;SP;42430;166331;0;166331;22126;188457;836833;29358;0;12867;0;42225;253429;1132487;2021145;0,1469;0,1469;0,1664;0,0823;0,0412
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;;I;2;CAMPO MOURAO;PR;42430;415849;0;415849;0;415849;1022341;0;637;0;0;637;79003;1101980;2376892;0,3774;0,3774;0,3774;0,175;0,0003
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;;I;2;CERRO LARGO;RS;42430;235806;0;235806;0;235806;974119;0;0;0;0;0;73337;1047456;1647089;0,2251;0,2251;0,2251;0,1432;0,1254
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;42430;202808;0;202808;0;202808;938201;2614;0;49839;5189;57642;38500;1034343;9694540;0,1961;0,1961;0,1961;0,0209;0,0327
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;;I;2;FLORIANOPOLIS;SC;42430;194107;0;194107;0;194107;995753;0;0;4069;0;4069;33742;1033564;4234404;0,1878;0,1878;0,1878;0,0458;0,0422
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;;I;2;SORRISO;MT;42430;226831;0;226831;0;226831;913426;5772;0;0;0;5772;107229;1026427;1533763;0,221;0,221;0,221;0,1479;0,0799
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;;I;2;PALOTINA;PR;42430;181157;0;181157;13199;194357;950034;0;0;0;0;0;75011;1025045;1757435;0,1767;0,1767;0,1896;0,1031;0,1146
BCO DES. DO ES S.A. - PRUDENCIAL;1000081304;b4;;I;1;VITORIA;ES;42430;217652;0;217652;0;217652;886025;0;0;0;0;0;131111;1017137;1515840;0,214;0,214;0,214;0,1436;0,0595
BANCO MONEO S.A. - PRUDENCIAL;1000081500;b2;;I;2;CAXIAS DO SUL;RS;42430;187420;0;187420;0;187420;918642;0;0;13;0;13;85795;1004449;933151;0,1866;0,1866;0,1866;0,2008;0,003
BCO DA CHINA BRASIL S.A. - PRUDENCIAL;1000081816;b1;;I;3;SAO PAULO;SP;42430;112103;0;112103;107219;219322;843674;100470;0;0;0;100470;38600;982743;1768044;0,1141;0,1141;0,2232;0,0634;0,0294
