Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Passivo Circulante e Exigível a Longo Prazo (h) = (e) + (f) + (g);Resultados de Exercícios Futuros (i);Patrimônio Líquido (j);Passivo Total (k) = (h) + (i) + (j)
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;;C;3;SAO PAULO;SP;42430;11696;0;42322;181242;0;235260;738001;0;0;0;0;0;0;10479257;11452518;1310138;21002645;33765302;23665;1378447;35167414
SICREDI - PRUDENCIAL;1000080745;b1;;C;2;PORTO ALEGRE;RS;42430;52674;5144789;5142540;22021;0;10362025;11845562;0;144125;218358;0;0;362483;6650413;29220483;2838;1241736;30465056;0;1218452;31683508
PAN;1000080257;b1;;C;2;SAO PAULO;SP;42430;50604;0;10958399;1864821;0;12873824;2694407;1750849;562823;1419169;0;8351;3741192;142545;19451968;283932;4218131;23954030;1366;3550060;27505456
BANCOOB - PRUDENCIAL;1000080879;b1;;C;2;BRASILIA;DF;42430;27289;2765820;17433525;175086;0;20401720;1223539;0;30105;0;0;0;30105;2010063;23665427;0;2476656;26142083;58;1055029;27197170
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;;C;3;SAO PAULO;SP;42430;553151;0;247363;1715493;0;2516007;708063;0;0;0;0;0;0;0;3224070;12234177;8850120;24308367;5029;1569517;25882912
ABC-BRASIL - PRUDENCIAL;1000080312;b1;;C;3;SAO PAULO;SP;42430;67200;0;159642;3551124;0;3777966;80793;849755;1561893;2465383;0;16917;4893949;6843618;15596325;1572451;3634672;20803448;25898;2629864;23459210
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;;I;3;SAO PAULO;SP;42430;19127;0;388;24081;0;43596;642707;0;3222087;0;0;0;3222087;12228944;16137333;177219;3732529;20047081;197;1657832;21705110
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;;C;3;SAO PAULO;SP;42430;0;0;96105;1722377;0;1818482;0;0;0;2891445;0;0;2891445;9403089;14113016;313890;4199798;18626704;200587;2596830;21424121
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;;C;3;SAO PAULO;SP;42430;0;0;0;5754096;0;5754096;1529239;0;0;0;0;13973;13973;1665765;8963072;4978098;4431778;18372948;0;2445231;20818179
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;;C;2;SAO PAULO;SP;42430;569164;0;367324;3714129;12995;4663612;1427594;592271;416716;3900433;1703794;0;6613213;2470910;15175328;18012;2316624;17509965;82927;2830929;20423821
DEUTSCHE - PRUDENCIAL;1000080532;b1;;C;3;SAO PAULO;SP;42430;430507;0;102575;1656757;0;2189839;26109;0;0;203577;0;0;203577;4710752;7130277;1351064;9428276;17909617;8887;1726757;19645261
BCO TOKYO-MITSUBISHI BM S.A. - PRUDENCIAL;1000081713;b1;;I;3;SAO PAULO;SP;42430;161362;0;30265;1548565;0;1740192;0;0;0;34341;0;0;34341;4272660;6047193;2067768;10058803;18173763;813;1329304;19503881
BANESTES - PRUDENCIAL;1000080147;b1;;C;1;VITORIA;ES;42430;1247347;2435988;104231;5513020;9570;9310156;6568172;332742;62700;266421;0;0;661864;579633;17119824;0;759418;17879242;1679;1184510;19065431
BMG - PRUDENCIAL;1000080178;b1;;C;2;SAO PAULO;SP;42430;47018;0;99865;5111566;0;5258449;0;94431;324244;1097233;1407276;0;2923184;524956;8706589;629290;4265790;13601668;0;3136633;16738301
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;;C;1;PORTO ALEGRE;RS;42430;0;0;0;0;0;0;0;0;0;0;0;0;0;12359131;12359131;0;446272;12805404;6657;2402431;15214492
ALFA - PRUDENCIAL;1000080570;b1;;C;2;SAO PAULO;SP;42430;20886;0;177023;111242;0;309151;2400004;964;444852;4688649;0;1356729;6491193;1691622;10891970;59702;585915;11537587;29270;2193211;13760068
BRB - PRUDENCIAL;1000080288;b1;;C;1;BRASILIA;DF;42430;643254;1614747;127952;6553707;6754;8946414;497760;395863;0;224387;0;0;620250;295926;10360351;0;2049519;12409870;107;1335819;13745796
CCB - PRUDENCIAL;1000080295;b1;;C;3;SAO PAULO;SP;42430;92105;12953;543006;2146033;2263;2796360;1434978;206920;204792;104264;80037;251;596263;4727053;9554654;116185;2978196;12649035;30538;657084;13336658
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;;C;3;SAO PAULO;SP;42430;0;0;2683;1243557;0;1246240;712476;0;0;0;0;0;0;2733214;4691930;4961283;1919740;11572953;0;1425909;12998862
GMAC - PRUDENCIAL;1000080848;b2;;C;3;SAO PAULO;SP;42430;0;0;2355504;1192382;0;3547886;0;0;0;2264279;0;0;2264279;0;5812165;0;4751407;10563573;413467;1711502;12688542
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;;C;2;BELO HORIZONTE;MG;42430;453097;249873;154995;6967124;0;7825089;975659;35062;213044;283248;78889;0;610242;0;9410991;22147;2125904;11559042;732;905212;12464986
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;;I;1;BELEM;PA;42430;640900;536190;17656;1146385;568657;2909788;90000;0;340528;0;0;0;340528;780572;4120889;0;6305462;10426351;0;1898289;12324640
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;;C;3;SAO PAULO;SP;42430;3476;0;0;499473;0;502950;0;0;781411;268592;0;0;1050003;2255734;3808687;393128;5255185;9457000;467;829085;10286553
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;42430;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9488832;9488832;0;361789;9850620
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;;C;3;SAO PAULO;SP;42430;0;0;0;156249;0;156249;0;0;0;446946;0;0;446946;6890047;7493242;0;618336;8111577;61492;1468444;9641514
ING - PRUDENCIAL;1000080501;b1;;C;3;SAO PAULO;SP;42430;150;0;50820;609131;0;660100;52000;0;0;0;0;0;0;4605185;5317285;283096;2650247;8250628;5756;841681;9098066
PINE - PRUDENCIAL;1000080374;b1;;C;2;SAO PAULO;SP;42430;16887;0;217570;1698516;0;1932973;634714;666949;451281;696903;239068;0;2054201;1805217;6427104;335907;523590;7286601;74527;1174423;8535552
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;;I;3;SAO PAULO;SP;42430;64547;0;32394;1906481;2;2003423;27509;0;0;0;0;0;0;3416407;5447339;92691;1878360;7418390;3021;805819;8227230
HAITONG - PRUDENCIAL;1000080666;b2;;C;3;SAO PAULO;SP;42430;0;0;179496;1581273;0;1760769;4239389;0;112837;228323;0;0;341159;256087;6597405;322559;482709;7402672;812;657663;8061148
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;;I;3;CURITIBA;PR;42430;0;0;52170;595507;0;647678;0;0;121552;206881;0;0;328433;4781000;5757110;3501;153355;5913965;192639;1231303;7337907
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;;I;1;BELO HORIZONTE;MG;42430;0;0;100686;0;0;100686;0;0;0;688889;0;0;688889;4210574;5000149;19140;548868;5568157;12214;1692050;7272422
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;;C;2;SAO PAULO;SP;42430;38096;0;157330;1978273;0;2173699;434910;274382;690746;292658;380250;0;1638035;253506;4500150;225210;1060565;5785926;7255;1014167;6807348
ORIGINAL - PRUDENCIAL;1000080903;b1;;C;2;SAO PAULO;SP;42430;39766;0;2034;1421955;0;1463754;20699;415231;1797124;124228;0;0;2336583;476562;4297599;82516;189335;4569450;1911;2203895;6775256
JOHN DEERE - PRUDENCIAL;1000080343;b1;;C;3;INDAIATUBA;SP;42430;35064;0;25603;30332;0;91000;0;0;0;0;0;0;0;5200894;5291894;0;256160;5548054;41157;836114;6425324
J.MALUCELLI - PRUDENCIAL;1000080233;b1;;C;2;CURITIBA;PR;42430;17097;0;316606;2654905;0;2988608;63007;38260;0;1636110;0;0;1674370;112532;4838517;0;64380;4902897;45;1404492;6307434
APE POUPEX - PRUDENCIAL;1000081184;n1;;I;2;BRASILIA;DF;42430;0;0;0;0;621928;621928;0;51036;0;0;0;0;51036;0;672964;0;131012;803976;0;5158038;5962014
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;;C;2;RIO DE JANEIRO;RJ;42430;31;0;0;0;0;31;0;0;0;0;0;0;0;0;31;0;1411005;1411035;0;4546393;5957428
COOPERATIVA CENTRAL DE CRÉDITO E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;;I;2;CURITIBA;PR;42430;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5566715;5566715;0;161349;5728065
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;;I;1;BELEM;PA;42430;634752;778007;280691;2191523;0;3884973;343423;0;0;234125;0;0;234125;760;4463282;0;244477;4707759;0;724394;5432153
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;;I;3;SAO PAULO;SP;42430;0;0;299954;106219;0;406173;1499;0;0;997366;0;0;997366;2904513;4309550;47420;340639;4697610;95663;611168;5404440
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;;I;3;PORTO ALEGRE;RS;42430;0;0;0;0;0;0;0;0;0;0;0;0;0;4066062;4066062;0;191938;4258000;38459;836622;5133080
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;;I;3;SAO PAULO;SP;42430;0;0;262317;0;0;262317;127550;0;0;0;0;0;0;0;389867;0;3104338;3494205;0;1527695;5021899
HONDA - PRUDENCIAL;1000080611;b2;;C;3;SAO PAULO;SP;42430;0;0;2410562;36743;0;2447305;0;0;0;18942;0;0;18942;479202;2945449;19998;662444;3627892;7591;1348358;4983841
BANCO FIDIS - PRUDENCIAL;1000081751;b2;;I;3;BETIM;MG;42430;0;0;116876;2141222;0;2258098;0;0;0;960859;0;0;960859;895077;4114034;20176;115342;4249552;7150;619645;4876347
MIZUHO - PRUDENCIAL;1000080697;b1;;C;3;SAO PAULO;SP;42430;2478;0;119008;1655243;0;1776729;96421;0;0;0;0;0;0;1063313;2936463;219907;1098680;4255050;67;559415;4814532
PORTO SEGURO - PRUDENCIAL;1000080642;n1;;C;2;SAO PAULO;SP;42430;0;0;565334;0;0;565334;0;0;0;272173;0;0;272173;231578;1069085;0;3044078;4113163;0;600400;4713563
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;;I;3;RIO DE JANEIRO;RJ;42430;0;0;0;3851212;0;3851212;0;0;0;0;0;0;0;142278;3993490;0;260716;4254206;0;408052;4662258
SOFISA - PRUDENCIAL;1000080271;b1;;C;2;SAO PAULO;SP;42430;65265;0;108929;2711514;0;2885708;163389;130414;6144;66927;35627;0;239112;132379;3420587;8;259420;3680015;89;711401;4391505
VOLVO - PRUDENCIAL;1000080769;b2;;C;3;CURITIBA;PR;42430;0;0;0;7070;0;7070;0;0;0;0;0;0;0;3419143;3426212;0;132898;3559110;37345;688641;4285097
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;42430;0;0;0;0;0;0;0;0;0;0;0;0;0;188536;188536;0;3698019;3886555;0;366621;4253176
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;;I;2;FLORIANOPOLIS;SC;42430;104;0;0;3673186;544;3673834;0;0;0;0;0;0;0;165974;3839808;0;169471;4009279;0;239279;4248558
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;42430;285140;0;0;1297496;27189;1609826;0;0;326359;0;0;0;326359;270185;2206371;0;836916;3043287;0;1142629;4185916
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;;I;1;PORTO ALEGRE;RS;42430;0;0;0;0;0;0;0;0;0;0;0;0;0;3288312;3288312;0;131848;3420160;93;740493;4160746
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;;C;3;SAO PAULO;SP;42430;0;0;415341;0;0;415341;0;0;0;242065;0;0;242065;2590170;3247576;5338;100510;3353423;28334;753261;4135018
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;;C;1;ARACAJU;SE;42430;496478;1093170;87236;1169696;1129;2847710;45511;6256;0;143750;0;0;150006;91565;3134792;0;681509;3816301;31;278313;4094645
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;;I;3;SAO PAULO;SP;42430;58415;0;0;294278;0;352693;6200;0;636870;0;0;0;636870;1886860;2882624;357793;264737;3505153;0;445861;3951014
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;;I;2;RIBEIRAO PRETO;SP;42430;0;0;0;3417158;0;3417158;0;0;0;0;0;0;0;0;3417158;0;273564;3690722;0;241104;3931825
INDUSVAL - PRUDENCIAL;1000080415;b1;;C;2;SAO PAULO;SP;42430;15983;0;0;1859378;0;1875361;156503;138295;713314;17811;0;0;869420;80959;2982243;5218;179314;3166775;2525;568528;3737827
CREFISA S.A. CFI - PRUDENCIAL;1000083632;n1;;I;2;SAO PAULO;SP;42430;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;258773;258773;0;3200993;3459766
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;42430;264539;0;151810;1813691;32097;2262137;0;0;0;0;0;0;0;19419;2281556;0;184862;2466418;0;783308;3249726
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;;I;2;BELO HORIZONTE;MG;42430;178;0;0;146474;0;146652;0;0;0;0;0;0;0;0;146652;0;2919173;3065826;0;146053;3211879
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;;I;3;SAO PAULO;SP;42430;191;0;53277;464492;0;517960;100000;0;0;74664;0;0;74664;1506211;2198836;337517;159297;2695649;10;508637;3204296
RODOBENS - PRUDENCIAL;1000080855;b1;;C;2;SAO PAULO;SP;42430;420;0;2543;79639;0;82601;0;487302;0;422557;0;0;909859;535043;1527504;384;628770;2156658;949;985458;3143065
BBM - PRUDENCIAL;1000080161;b1;;C;2;SALVADOR;BA;42430;106681;0;42156;326419;0;475256;45411;57802;487066;651112;151;451;1196581;635130;2352379;991;185893;2539263;1464;585549;3126276
STANDARD CHARTERED BI S.A. - PRUDENCIAL;1000081373;b2;;I;3;SAO PAULO;SP;42430;0;0;0;1107824;0;1107824;0;0;0;0;0;0;0;268647;1376471;186832;1207754;2771057;0;340484;3111541
COOPERATIVA CENTRAL DE CRÉDITO DO CENTRO NORTE DO BRASIL   CENTRAL SICREDI CENTRO NORTE;33667205;b3C;;I;2;CUIABA;MT;42430;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2792674;2792674;0;121757;2914430
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;;I;2;SAO PAULO;SP;42430;0;0;114257;0;0;114257;0;0;0;0;0;718516;718516;145958;978731;20924;1096329;2095984;0;770251;2866236
SOCOPA - PRUDENCIAL;1000080381;b1;;C;2;SAO PAULO;SP;42430;74893;0;8044;712929;46031;841897;816952;36161;24346;0;0;0;60507;43525;1762880;6816;823182;2592878;0;206874;2799752
INTERMEDIUM - PRUDENCIAL;1000080996;b1;;C;2;BELO HORIZONTE;MG;42430;18995;0;45267;1156242;0;1220503;0;970607;4839;0;0;0;975446;38883;2234833;0;119968;2354801;0;337035;2691836
BARCLAYS - PRUDENCIAL;1000080817;b1;;C;3;SAO PAULO;SP;42430;19;0;0;320583;0;320601;608527;0;0;0;0;0;0;353050;1282178;39753;1061510;2383441;0;205036;2588478
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;;C;2;SAO PAULO;SP;42430;59146;0;99714;784700;0;943559;65482;163197;0;351043;0;0;514240;315188;1838470;184;240259;2078913;1030;492083;2572026
OMNI - PRUDENCIAL;1000080460;n1;;C;2;SAO PAULO;SP;42430;0;0;19047;501267;0;520315;0;0;0;0;0;967057;967057;0;1487372;0;808486;2295858;1676;260733;2558266
BONSUCESSO - PRUDENCIAL;1000080422;b1;;I;2;BELO HORIZONTE;MG;42430;10361;0;179610;749652;138;939761;14349;10734;9467;0;0;0;20201;0;974311;2;1037988;2012301;23;487196;2499520
PSA FINANCE - PRUDENCIAL;1000080594;b2;;C;3;SAO PAULO;SP;42430;0;0;528663;107834;0;636497;0;0;0;121973;0;0;121973;20283;778754;0;849281;1628035;84771;785365;2498171
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;;C;2;UBERLANDIA;MG;42430;143252;0;135963;816941;21560;1117717;0;117362;0;334235;0;0;451597;152064;1721378;0;323460;2044838;465;412675;2457979
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;;I;2;SERTAOZINHO;SP;42430;136803;0;0;767955;11326;916085;0;0;175097;0;0;0;175097;97301;1188483;214;898300;2086997;0;344903;2431899
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;;C;2;RIO DE JANEIRO;RJ;42430;24346;0;0;1094274;0;1118620;264297;143345;203;0;0;0;143548;0;1526465;100699;329839;1957003;0;361631;2318634
PERNAMBUCANAS - PRUDENCIAL;1000080305;n1;;C;2;SAO PAULO;SP;42430;0;0;323297;0;0;323297;0;0;0;0;0;4097;4097;0;327394;0;1357756;1685150;0;513822;2198972
CAIXA GERAL - PRUDENCIAL;1000080927;b1;;C;3;SAO PAULO;SP;42430;2590;0;0;366153;0;368743;197151;72600;62580;2951;0;0;138131;862843;1566868;106686;93608;1767162;1398;329129;2097689
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;;I;2;CAMPO MOURAO;PR;42430;84698;0;0;686276;0;770974;0;0;0;0;0;0;0;803568;1574542;0;97729;1672271;0;415849;2088120
SCANIA - PRUDENCIAL;1000080776;b2;;C;3;SAO BERNARDO DO CAMPO;SP;42430;0;0;0;0;0;0;0;0;0;0;0;0;0;1508422;1508422;0;296814;1805236;3055;271806;2080098
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;;I;2;FRANCISCO BELTRAO;PR;42430;0;0;0;0;0;0;0;0;0;0;0;0;0;1278608;1278608;0;589467;1868075;0;65388;1933463
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;;I;2;MARINGA;PR;42430;208871;0;7813;880290;11956;1108930;0;0;0;0;0;0;0;12729;1121659;0;522876;1644535;0;235916;1880451
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;;I;2;LUCAS DO RIO VERDE;MT;42430;211083;0;0;489684;4534;705302;0;0;0;0;0;0;0;159361;864663;0;619440;1484102;0;375984;1860086
COOPERATIVA CENTRAL DE CRÉDITO URBANO - CECRED;5463212;b3C;;I;2;BLUMENAU;SC;42430;0;0;0;1489167;0;1489167;0;0;0;0;0;0;0;66043;1555210;0;108571;1663780;0;172730;1836510
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;42430;28;0;0;918137;397094;1315258;0;0;0;0;0;0;0;11617;1326876;0;113778;1440654;0;394496;1835150
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE/NORDESTE – CENTRAL SICREDI NORTE/NORDESTE;70119680;b3C;;I;2;CABEDELO;PB;42430;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1649075;1649075;0;118779;1767854
AF PARANÁ - PRUDENCIAL;1000081115;n1;;I;1;CURITIBA;PR;42430;0;0;0;0;0;0;0;0;0;0;0;0;0;129801;129801;0;49007;178808;0;1476992;1655800
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;;I;2;NOVA PETROPOLIS;RS;42430;118857;0;0;1091604;17611;1228072;0;0;0;0;0;0;0;19668;1247740;0;131201;1378940;0;269114;1648054
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;;I;2;MEDIANEIRA;PR;42430;238435;0;0;777697;7939;1024070;0;0;0;0;0;0;0;11963;1036033;0;351809;1387842;0;245516;1633358
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;32428294;b3C;;I;2;VITORIA;ES;42430;0;0;0;95547;0;95547;0;0;0;0;0;0;0;149374;244921;0;1198309;1443230;0;102915;1546145
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42898825;b3S;;I;2;BELO HORIZONTE;MG;42430;207845;0;0;1008256;65179;1281280;0;0;0;0;0;0;0;0;1281280;0;31712;1312992;0;198759;1511750
BCO DES. DO ES S.A. - PRUDENCIAL;1000081304;b4;;I;1;VITORIA;ES;42430;12542;0;0;11496;0;24038;0;0;0;0;0;0;0;820023;844060;0;242014;1086074;0;421067;1507141
BCO KDB BRASIL S.A. - PRUDENCIAL;1000081603;b1;;C;3;SAO PAULO;SP;42430;5245;0;0;6169;0;11414;0;0;0;0;0;0;0;891634;903049;60698;333584;1297331;32;171988;1469351
BMW - PRUDENCIAL;1000080635;n1;;C;3;SAO PAULO;SP;42430;0;0;495203;18534;0;513737;0;0;0;0;0;0;0;513540;1027277;24242;97083;1148602;20757;296753;1466111
RENDIMENTO - PRUDENCIAL;1000080659;b1;;C;2;SAO PAULO;SP;42430;48179;0;2024;399514;89464;539182;0;0;0;12522;0;0;12522;19435;571139;0;659970;1231109;831;230840;1462780
