Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j)
PAN;1000080257;b1;;C;2;SAO PAULO;SP;42430;51713;2479821;2534909;16229934;-1060267;15169667;310;28325;22232;-1179;49688;5884901;741844;615145;27527689;22232;27505456
BANCOOB - PRUDENCIAL;1000080879;b1;;C;2;BRASILIA;DF;42430;20796;5698997;9163975;9419518;-35653;9383865;0;0;0;0;0;2142460;683050;104026;27197170;0;27197170
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;;C;3;SAO PAULO;SP;42430;58737;1978489;14025976;615299;-1331;613968;0;0;0;0;0;8946647;208857;50239;25882912;0;25882912
ABC-BRASIL - PRUDENCIAL;1000080312;b1;;C;3;SAO PAULO;SP;42430;86147;4321667;6455243;10386643;-286176;10100467;0;0;0;0;0;2369261;81098;45327;23459210;0;23459210
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;;I;3;SAO PAULO;SP;42430;13398;2972803;1839688;13690293;-484592;13205701;0;0;0;0;0;3647962;1245;24313;21705110;0;21705110
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;;C;3;SAO PAULO;SP;42430;1743;1830622;295013;18093808;-1056503;17037306;1588;153788;59955;-4889;210442;1951358;108052;49540;21484075;59955;21424121
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;;C;3;SAO PAULO;SP;42430;92563;11128686;7005926;86917;0;86917;0;0;0;0;0;2489637;387;14064;20818179;0;20818179
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;;C;2;SAO PAULO;SP;42430;96052;3435922;1847365;11011223;-621452;10389771;2705;381892;69071;-14943;438724;3480167;547791;257099;20492892;69071;20423821
DEUTSCHE - PRUDENCIAL;1000080532;b1;;C;3;SAO PAULO;SP;42430;443269;1575021;3600358;2925458;-16122;2909336;0;0;0;0;0;10935958;156900;24419;19645261;0;19645261
BCO TOKYO-MITSUBISHI BM S.A. - PRUDENCIAL;1000081713;b1;;I;3;SAO PAULO;SP;42430;25304;4332005;3752486;631840;-5673;626167;0;0;0;0;0;10628652;77059;62207;19503881;0;19503881
BANESTES - PRUDENCIAL;1000080147;b1;;C;1;VITORIA;ES;42430;213848;6847661;6654162;3473137;-252774;3220363;259;60499;36318;-4289;92787;981556;814813;276560;19101749;36318;19065431
BMG - PRUDENCIAL;1000080178;b1;;C;2;SAO PAULO;SP;42430;58720;307967;2674056;7979130;-444286;7534844;0;1684;1644;-2;3326;3658934;618613;1883486;16739945;1644;16738301
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;;C;1;PORTO ALEGRE;RS;42430;223;467208;1881754;12674850;-339460;12335390;0;0;0;0;0;495061;1883;32973;15214492;0;15214492
ALFA - PRUDENCIAL;1000080570;b1;;C;2;SAO PAULO;SP;42430;4664;371074;5329061;6744569;-166135;6578434;3893;311968;105694;-11932;409624;749559;99931;323417;13865762;105694;13760068
BRB - PRUDENCIAL;1000080288;b1;;C;1;BRASILIA;DF;42430;192457;575266;1492081;9522840;-569899;8952942;0;0;0;0;0;1781737;478544;272769;13745796;0;13745796
CCB - PRUDENCIAL;1000080295;b1;;C;3;SAO PAULO;SP;42430;422234;293735;4615915;4734805;-509949;4224856;1302;157956;67425;-7556;219126;3082307;363973;181936;13404083;67425;13336658
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;;C;3;SAO PAULO;SP;42430;8615;2931920;8783782;0;0;0;0;0;0;0;0;1239011;1337;34196;12998862;0;12998862
GMAC - PRUDENCIAL;1000080848;b2;;C;3;SAO PAULO;SP;42430;9762;459093;98900;10370398;-265852;10104546;24;7542;6956;-138;14384;1812928;141926;53958;12695497;6956;12688542
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;;C;2;BELO HORIZONTE;MG;42430;312459;2463874;934445;7646678;-753951;6892727;0;0;0;0;0;1140469;485929;235083;12464986;0;12464986
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;;I;1;BELEM;PA;42430;41716;573171;6180587;3873265;-196025;3677241;0;0;0;0;0;1298322;275089;278514;12324640;0;12324640
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;;C;3;SAO PAULO;SP;42430;42491;1720526;1626349;720392;-24821;695571;0;0;0;0;0;6176644;1651;23321;10286553;0;10286553
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;42430;0;1055410;8155683;289641;-49;289592;0;0;0;0;0;231923;192;117820;9850620;0;9850620
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;;C;3;SAO PAULO;SP;42430;50115;61267;1791;8351555;-477309;7874247;368;55287;7120;-1557;61218;1551460;46124;2413;9648634;7120;9641514
ING - PRUDENCIAL;1000080501;b1;;C;3;SAO PAULO;SP;42430;8822;719999;1735059;756126;0;756126;0;0;0;0;0;5873599;1791;2669;9098066;0;9098066
PINE - PRUDENCIAL;1000080374;b1;;C;2;SAO PAULO;SP;42430;87200;631710;2874809;3533898;-182900;3350998;0;0;0;0;0;1082033;297726;211076;8535552;0;8535552
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;;I;3;SAO PAULO;SP;42430;33525;1982621;723989;2630728;-4717;2626012;0;0;0;0;0;1224395;1629154;7534;8227230;0;8227230
HAITONG - PRUDENCIAL;1000080666;b2;;C;3;SAO PAULO;SP;42430;7624;2160770;4604589;596063;-23688;572375;0;0;0;0;0;668157;12849;34784;8061148;0;8061148
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;;I;3;CURITIBA;PR;42430;10358;548892;3647;6576710;-327794;6248916;582;54073;18524;-2624;70555;416972;35251;21841;7356431;18524;7337907
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;;I;1;BELO HORIZONTE;MG;42430;3760;377533;822235;5838418;-407740;5430678;0;0;0;0;0;486851;42224;109141;7272422;0;7272422
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;;C;2;SAO PAULO;SP;42430;49127;1322358;776115;2500166;-162672;2337493;0;0;0;0;0;2240663;47976;33616;6807348;0;6807348
ORIGINAL - PRUDENCIAL;1000080903;b1;;C;2;SAO PAULO;SP;42430;47571;587045;944732;2587370;-92345;2495025;0;0;0;0;0;1850983;123902;725996;6775256;0;6775256
JOHN DEERE - PRUDENCIAL;1000080343;b1;;C;3;INDAIATUBA;SP;42430;1474;87998;0;6422795;-286707;6136088;0;0;0;0;0;179647;15079;5038;6425324;0;6425324
J.MALUCELLI - PRUDENCIAL;1000080233;b1;;C;2;CURITIBA;PR;42430;9469;1333710;400265;3919226;-123478;3795747;0;0;0;0;0;108835;48872;610536;6307434;0;6307434
APE POUPEX - PRUDENCIAL;1000081184;n1;;I;2;BRASILIA;DF;42430;27;1947402;857327;1487936;-82887;1405049;0;0;0;0;0;70524;1630899;50786;5962014;0;5962014
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;;C;2;RIO DE JANEIRO;RJ;42430;482;867246;4995874;0;0;0;0;0;0;0;0;93581;1;244;5957428;0;5957428
COOPERATIVA CENTRAL DE CRÉDITO E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;;I;2;CURITIBA;PR;42430;0;598069;4830742;99433;-24;99410;0;0;0;0;0;139094;82;60669;5728065;0;5728065
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;;I;1;BELEM;PA;42430;198348;701704;667338;3431025;-158612;3272413;0;0;0;0;0;343545;133827;114978;5432153;0;5432153
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;;I;3;SAO PAULO;SP;42430;3810;507008;800000;3692061;-73181;3618881;-35;175999;65745;-3305;238404;252182;27797;22104;5470185;65745;5404440
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;;I;3;PORTO ALEGRE;RS;42430;432;502863;0;4327129;-208512;4118617;2066;203764;89885;-21472;274243;283760;25155;17895;5222965;89885;5133080
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;;I;3;SAO PAULO;SP;42430;3276;0;212452;2138102;-783140;1354962;0;0;0;0;0;3385873;8024;57312;5021899;0;5021899
HONDA - PRUDENCIAL;1000080611;b2;;C;3;SAO PAULO;SP;42430;881;183348;1136026;3438207;-253629;3184578;0;507;507;0;1014;436215;11913;30373;4984348;507;4983841
BANCO FIDIS - PRUDENCIAL;1000081751;b2;;I;3;BETIM;MG;42430;2831;222691;128294;4322694;-93997;4228697;6;751;233;-36;954;217762;63286;12065;4876579;233;4876347
MIZUHO - PRUDENCIAL;1000080697;b1;;C;3;SAO PAULO;SP;42430;163072;957302;1695868;431103;-8120;422982;0;0;0;0;0;1549056;21682;4569;4814532;0;4814532
PORTO SEGURO - PRUDENCIAL;1000080642;n1;;C;2;SAO PAULO;SP;42430;19993;0;347129;1614178;-298607;1315571;0;0;0;0;0;3006892;19751;4227;4713563;0;4713563
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;;I;3;RIO DE JANEIRO;RJ;42430;9584;1314747;1;1169129;-47330;1121799;28257;1755585;3735;-88861;1698716;356511;3396;161240;4665993;3735;4662258
SOFISA - PRUDENCIAL;1000080271;b1;;C;2;SAO PAULO;SP;42430;42222;424281;1614318;1737845;-54543;1683302;155;1596;274;-47;1978;505718;36464;83495;4391779;274;4391505
VOLVO - PRUDENCIAL;1000080769;b2;;C;3;CURITIBA;PR;42430;3731;370038;22454;3901815;-244471;3657344;958;30471;12948;-1199;43179;178404;8296;14599;4298045;12948;4285097
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;42430;260;2255374;1545083;27050;-322;26728;0;0;0;0;0;20878;152362;252491;4253176;0;4253176
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;;I;2;FLORIANOPOLIS;SC;42430;17;3268415;588812;84497;-113;84385;0;0;0;0;0;3763;160183;142983;4248558;0;4248558
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;42430;4842;411;1576016;2420911;-76398;2344513;0;0;0;0;0;44341;44219;171576;4185916;0;4185916
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;;I;1;PORTO ALEGRE;RS;42430;242;0;605882;3465218;-212915;3252303;0;0;0;0;0;265934;3731;32654;4160746;0;4160746
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;;C;3;SAO PAULO;SP;42430;524;0;164;4058922;-246440;3812482;0;54975;4798;-206;59567;204997;55879;6203;4139816;4798;4135018
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;;C;1;ARACAJU;SE;42430;77651;607511;674138;2050738;-105380;1945358;0;0;0;0;0;432408;257227;100352;4094645;0;4094645
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;;I;3;SAO PAULO;SP;42430;40673;163199;831442;1106777;-69628;1037148;0;0;0;0;0;1868362;9881;308;3951014;0;3951014
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;;I;2;RIBEIRAO PRETO;SP;42430;5;3531523;260265;0;0;0;0;0;0;0;0;3970;1567;134495;3931825;0;3931825
INDUSVAL - PRUDENCIAL;1000080415;b1;;C;2;SAO PAULO;SP;42430;31420;660478;1008713;1137994;-95384;1042610;0;0;0;0;0;712865;184433;97309;3737827;0;3737827
CREFISA S.A. CFI - PRUDENCIAL;1000083632;n1;;I;2;SAO PAULO;SP;42430;281;1041898;695244;2202554;-636880;1565673;0;0;0;0;0;118930;411;37328;3459766;0;3459766
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;42430;13531;0;1093892;2026662;-88216;1938446;0;0;0;0;0;25745;24733;153380;3249726;0;3249726
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;;I;2;BELO HORIZONTE;MG;42430;4;1684482;1313336;104999;-790;104209;0;0;0;0;0;4187;215;105446;3211879;0;3211879
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;;I;3;SAO PAULO;SP;42430;1923;598451;1484752;395168;-1511;393656;0;0;0;0;0;718141;3228;4145;3204296;0;3204296
RODOBENS - PRUDENCIAL;1000080855;b1;;C;2;SAO PAULO;SP;42430;4311;165301;743819;1464006;-57144;1406862;1530;150210;2163;-5601;148301;337648;42958;296028;3145228;2163;3143065
BBM - PRUDENCIAL;1000080161;b1;;C;2;SALVADOR;BA;42430;13112;398773;1076373;1087769;-43584;1044185;0;0;0;0;0;443158;85014;65660;3126276;0;3126276
STANDARD CHARTERED BI S.A. - PRUDENCIAL;1000081373;b2;;I;3;SAO PAULO;SP;42430;26835;653392;1159639;0;0;0;0;0;0;0;0;1268472;930;2273;3111541;0;3111541
COOPERATIVA CENTRAL DE CRÉDITO DO CENTRO NORTE DO BRASIL   CENTRAL SICREDI CENTRO NORTE;33667205;b3C;;I;2;CUIABA;MT;42430;0;263397;2481807;56571;-8;56563;0;0;0;0;0;63146;70;49447;2914430;0;2914430
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;;I;2;SAO PAULO;SP;42430;698;391499;229283;1684497;-625532;1058964;0;0;0;0;0;1185389;0;402;2866236;0;2866236
SOCOPA - PRUDENCIAL;1000080381;b1;;C;2;SAO PAULO;SP;42430;449799;986381;358804;346439;-11022;335417;0;0;0;0;0;637592;21156;10603;2799752;0;2799752
INTERMEDIUM - PRUDENCIAL;1000080996;b1;;C;2;BELO HORIZONTE;MG;42430;263;315025;122091;2187713;-74902;2112811;0;0;0;0;0;64498;70521;6627;2691836;0;2691836
BARCLAYS - PRUDENCIAL;1000080817;b1;;C;3;SAO PAULO;SP;42430;109528;1163961;395319;0;0;0;0;0;0;0;0;919176;20;474;2588478;0;2588478
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;;C;2;SAO PAULO;SP;42430;18698;662048;53926;1195602;-26818;1168784;0;0;0;0;0;555596;77488;35485;2572026;0;2572026
OMNI - PRUDENCIAL;1000080460;n1;;C;2;SAO PAULO;SP;42430;4088;150227;158672;3009679;-1310806;1698873;223;16644;8749;-223;25393;407783;119397;2582;2567016;8749;2558266
BONSUCESSO - PRUDENCIAL;1000080422;b1;;I;2;BELO HORIZONTE;MG;42430;14704;330225;891803;308364;-43805;264559;0;0;0;0;0;677626;18915;301688;2499520;0;2499520
PSA FINANCE - PRUDENCIAL;1000080594;b2;;C;3;SAO PAULO;SP;42430;6258;429738;123327;1803991;-37679;1766313;-211;2995;1781;-152;4412;161363;4817;3724;2499951;1781;2498171
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;;C;2;UBERLANDIA;MG;42430;886;735423;74793;1287921;-121241;1166680;0;0;0;0;0;316615;82501;81081;2457979;0;2457979
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;;I;2;SERTAOZINHO;SP;42430;8250;22287;579648;1434213;-79041;1355173;0;0;0;0;0;240262;153159;73120;2431899;0;2431899
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;;C;2;RIO DE JANEIRO;RJ;42430;48242;156944;1155804;697028;-37592;659436;0;0;0;0;0;152573;123956;21680;2318634;0;2318634
PERNAMBUCANAS - PRUDENCIAL;1000080305;n1;;C;2;SAO PAULO;SP;42430;13188;109900;117829;1326722;-505785;820936;0;0;0;0;0;1089017;979;47122;2198972;0;2198972
CAIXA GERAL - PRUDENCIAL;1000080927;b1;;C;3;SAO PAULO;SP;42430;5804;566415;629330;668774;-33769;635004;0;0;0;0;0;253187;1351;6597;2097689;0;2097689
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;;I;2;CAMPO MOURAO;PR;42430;2523;678421;453506;971353;-26122;945230;0;0;0;0;0;7183;1136;120;2088120;0;2088120
SCANIA - PRUDENCIAL;1000080776;b2;;C;3;SAO BERNARDO DO CAMPO;SP;42430;7360;238405;87084;1635957;-48849;1587108;221;5659;1711;-292;7299;144898;2946;6708;2081809;1711;2080098
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;;I;2;FRANCISCO BELTRAO;PR;42430;4378;0;614924;7080;-2471;4610;0;0;0;0;0;1805;1291526;16220;1933463;0;1933463
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;;I;2;MARINGA;PR;42430;37933;17905;0;1098276;-70423;1027853;0;0;0;0;0;57468;646200;93091;1880451;0;1880451
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;;I;2;LUCAS DO RIO VERDE;MT;42430;7846;534;0;1111400;-119538;991862;0;0;0;0;0;44535;725232;90078;1860086;0;1860086
COOPERATIVA CENTRAL DE CRÉDITO URBANO - CECRED;5463212;b3C;;I;2;BLUMENAU;SC;42430;29;480112;1094854;115551;-2627;112925;0;0;0;0;0;11312;120693;16586;1836510;0;1836510
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;42430;10;19895;399645;1334625;-42217;1292408;0;0;0;0;0;13379;87117;22696;1835150;0;1835150
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE/NORDESTE – CENTRAL SICREDI NORTE/NORDESTE;70119680;b3C;;I;2;CABEDELO;PB;42430;85;0;1657880;91495;-520;90975;0;0;0;0;0;12200;163;6550;1767854;0;1767854
AF PARANÁ - PRUDENCIAL;1000081115;n1;;I;1;CURITIBA;PR;42430;3;0;728042;932732;-16704;916027;0;0;0;0;0;10255;80;1392;1655800;0;1655800
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;;I;2;NOVA PETROPOLIS;RS;42430;14497;18;188359;587148;-53805;533343;0;0;0;0;0;41094;804719;66024;1648054;0;1648054
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;;I;2;MEDIANEIRA;PR;42430;11200;26273;0;852928;-40642;812286;0;0;0;0;0;37030;664767;81803;1633358;0;1633358
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;32428294;b3C;;I;2;VITORIA;ES;42430;50;760990;528841;46600;-209;46391;0;0;0;0;0;1848;150175;57850;1546145;0;1546145
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42898825;b3S;;I;2;BELO HORIZONTE;MG;42430;10280;0;0;465260;-13448;451812;0;0;0;0;0;24932;996377;28349;1511750;0;1511750
BCO DES. DO ES S.A. - PRUDENCIAL;1000081304;b4;;I;1;VITORIA;ES;42430;458;299032;125458;1052011;-55613;996398;0;0;0;0;0;48781;21275;15740;1507141;0;1507141
BCO KDB BRASIL S.A. - PRUDENCIAL;1000081603;b1;;C;3;SAO PAULO;SP;42430;28694;280779;797615;196340;-147112;49229;0;0;0;0;0;312021;113;901;1469351;0;1469351
BMW - PRUDENCIAL;1000080635;n1;;C;3;SAO PAULO;SP;42430;13746;0;90322;1338541;-39565;1298976;8;19075;13567;-435;32215;42147;1154;1117;1479678;13567;1466111
RENDIMENTO - PRUDENCIAL;1000080659;b1;;C;2;SAO PAULO;SP;42430;308070;323720;79108;318071;-12406;305665;0;0;0;0;0;402789;21883;21544;1462780;0;1462780
BCO DA CHINA BRASIL S.A. - PRUDENCIAL;1000081816;b1;;I;3;SAO PAULO;SP;42430;3522;462099;273329;484293;-30479;453814;0;0;0;0;0;248708;1060;6451;1448983;0;1448983
AF DESENVOLVE SP S.A. - PRUDENCIAL;1000081153;n1;;I;1;SAO PAULO;SP;42430;0;0;314798;1120078;-85144;1034934;0;0;0;0;0;52115;35829;5518;1443194;0;1443194
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;;I;2;PALOTINA;PR;42430;7581;27918;0;620941;-42303;578638;0;0;0;0;0;33511;736063;58793;1442503;0;1442503
CENTRAL DAS COOPERATIVAS DE CREDITO UNICOOB - SICOOB CENTRAL UNICOOB;5036532;b3C;;I;2;MARINGA;PR;42430;13526;604350;742362;1100;-11;1089;0;0;0;0;0;4632;331;61719;1428009;0;1428009
COOPERATIVA CENTRAL DE CRÉDITO DE GOIÁS LTDA;33416108;b3C;;I;2;GOIANIA;GO;42430;753;1213352;104071;8513;-43;8471;0;0;0;0;0;974;123;71039;1398783;0;1398783
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;;I;2;CERRO LARGO;RS;42430;10249;13509;0;751541;-64522;687019;0;0;0;0;0;40691;542861;70060;1364388;0;1364388
UNIPRIME NORTE DO PARANA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS LTDA.;2398976;b3S;;I;2;LONDRINA;PR;42430;14672;6798;319370;600865;-16527;584337;0;0;0;0;0;782;402478;22396;1350832;0;1350832
BCO FORD S.A. - PRUDENCIAL;1000081782;b2;;I;3;SAO PAULO;SP;42430;1521;358039;0;942183;-46537;895645;0;0;0;0;0;53608;32;0;1308846;0;1308846
