Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Próprio (k)
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PÉROLA DO VALE - SICOOB CREDIPÉROLA;82133182;b3S;;I;2;TIMBO;SC;42430;1445;0;306;0;0;0;1751;-594;-2;0;0;-264;-860;891;103;166;-529;-481;-6;0;74;-58;-731;160;-5;155;-6;0;149;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE CORONEL VIVIDA - CRESOL CORONEL VIVIDA;2446089;b3S;;I;2;CORONEL VIVIDA;PR;42430;1264;0;484;0;0;0;1749;-495;-405;0;0;-149;-1050;699;245;81;-322;-273;1;0;21;-124;-373;326;-8;318;-3;0;314;-80
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE ITAPEJARA D`OESTE - CRESOL ITAPEJARA D`OESTE;4973378;b3S;;I;2;ITAPEJARA D'OESTE;PR;42430;1398;0;341;0;0;0;1739;-309;-365;0;0;-429;-1103;636;166;79;-235;-338;0;0;45;-101;-385;252;-6;245;-2;0;243;-75
COOPERATIVA DE CRÉDITO RURAL DE NOVA BRASILÂNDIA D'OESTE LTDA.;5597773;b3S;;I;2;NOVA BRASILANDIA;RO;42430;1685;0;46;0;0;0;1732;-263;-78;0;0;-218;-559;1173;40;4;-401;-269;-2;0;8;-93;-712;461;-1;459;0;0;459;-156
NOVA FUTURA DTVM LTDA - PRUDENCIAL;1000083759;n2;;I;2;SAO PAULO;SP;42430;0;0;1032;697;0;0;1729;0;0;0;0;0;0;1729;3649;946;-1463;-3828;-531;0;103;-169;-1292;436;0;436;0;-1134;-697;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DE MARTINHO CAMPOS LTDA - SICOOB CREDIMAC;64480833;b3S;;I;2;MARTINHO CAMPOS;MG;42430;1141;0;574;0;0;0;1715;-610;-78;0;0;135;-553;1162;118;112;-490;-397;-11;0;114;-50;-603;559;0;559;-18;0;541;0
COOPERATIVA DE CRÉDITO RURAL DE OURO   SULCREDI/OURO;7853842;b3S;;I;2;OURO;SC;42430;1474;0;239;0;0;0;1713;-284;-68;0;0;-608;-960;753;19;37;-317;-348;0;0;44;-17;-582;171;1;172;-8;0;164;-4
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS  DE NÍVEL SUPERIOR DA SAÚDE DE VITÓRIA LTDA. - UNICRED VITÓRIA;39808449;b3S;;I;2;VITORIA;ES;42430;1112;0;594;0;0;0;1706;-618;0;0;0;-33;-651;1054;95;72;-407;-527;-3;0;11;-11;-771;283;12;296;-2;0;293;0
COOPERATIVA DE ECONOMIA E CRÉDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DE NIVEL SUPERIOR DA AREA DE SAUDE DE SALVADOR E REGIAO METROPOLITANA LTDA - SICOOB CREDMED;7440317;b3S;;I;2;SALVADOR;BA;42430;1386;0;299;0;0;0;1686;-308;0;0;0;-179;-487;1199;77;288;-535;-533;-5;0;138;-45;-617;582;0;582;-3;0;579;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO PODER LEGISLATIVO FEDERAL E DO DISTRITO FEDERAL - SICOOB LEGISLATIVO;3329154;b3S;;I;2;BRASILIA;DF;42430;1552;0;130;0;0;0;1682;-547;-418;0;0;-183;-1147;535;12;17;-415;-240;-2;424;10;-39;-234;302;1;301;-1;0;300;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ASSOCIAÇÃO CONGREGAÇÃO DE SANTA CATARINA;65560658;b3S;;I;2;SAO PAULO;SP;42430;1597;0;79;0;0;0;1676;-25;0;0;0;-427;-451;1225;0;0;-528;-316;0;0;41;0;-803;423;0;422;0;0;422;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPRESÁRIOS DE LEME - SICOOB CREDIACIL;8795285;b3S;;I;2;LEME;SP;42430;1122;0;551;0;0;0;1673;-611;-3;0;0;-141;-755;918;94;175;-334;-362;-6;0;58;-39;-414;504;0;504;-7;0;497;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CAPITÓLIO LTDA   SICOOB CREDICAPI;804046;b3S;;I;2;CAPITOLIO;MG;42430;1340;0;327;0;0;0;1667;-448;-127;0;0;-115;-690;978;200;125;-552;-365;-11;0;63;-36;-576;402;0;402;-29;-6;366;0
MELHOR CC LTDA. - PRUDENCIAL;1000082279;n2;;I;2;CURITIBA;PR;42430;0;0;0;0;1659;0;1659;0;0;0;0;0;0;1659;0;1;-125;-1362;-77;0;0;-2;-1566;93;10;103;-32;0;71;-23
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE MICRO REGIÕES DE GOIÂNIA E ADJACENTES LTDA.;1601342;b3S;;I;2;GOIANIA;GO;42430;1325;0;325;0;0;0;1651;-315;-12;0;0;-212;-539;1112;43;78;-369;-335;-2;0;16;-49;-618;494;0;494;-3;0;491;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA MARGEM ESQUERDA DO URUCUIA E SÃO FRANCISCO LTDA - SICOOB CREDICHAPADA;14046512;b3S;;I;2;CHAPADA GAUCHA;MG;42430;1463;0;183;0;0;0;1646;-110;-378;0;0;-457;-945;701;78;131;-367;-300;-7;0;56;-69;-478;223;0;223;0;0;223;0
CAMBIONET CC LTDA - PRUDENCIAL;1000082286;n2;;I;2;PORTO ALEGRE;RS;42430;0;0;57;0;1582;0;1639;0;0;0;0;0;0;1639;12;62;-456;-625;-77;0;0;-41;-1125;515;0;514;-143;-57;314;-75
COOPERATIVA DE CRÉDITO DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DE LAGES   CREDICOMIN;9590601;b3S;;I;2;LAGES;SC;42430;1222;0;414;0;0;0;1636;-515;-43;0;0;-251;-808;828;116;81;-358;-461;-1;0;6;-73;-691;137;-2;135;0;-21;114;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES MILITARES, POLÍCIA CIVIL E DA SECRETARIA DA EDUCAÇÃO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB COOPEMG;3269540;b3S;;I;2;BELO HORIZONTE;MG;42430;1413;0;222;0;0;0;1635;-394;-330;0;0;-33;-758;878;151;28;-514;-311;-16;0;0;-116;-779;99;0;99;-15;0;85;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE FREDERICO WESTPHALEN - CRESOL FREDERICO WESTPHALEN;17343510;b3S;;I;2;FREDERICO WESTPHALEN;RS;42430;1240;0;374;0;0;0;1614;-660;-68;0;0;-314;-1042;572;55;13;-273;-216;0;0;68;-111;-466;106;1;105;-2;0;103;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS E PRESTADORES DE SERVIÇO DO GRUPO ARCELORMITTAL - SICOOB COPESITA;19875244;b3S;;I;2;TIMOTEO;MG;42430;1221;0;390;0;0;0;1611;-577;0;0;0;-218;-796;815;109;39;-377;-378;-11;0;105;-46;-559;256;7;263;-15;0;247;-30
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE TRES BARRAS DO PARANA - CRESOL TRES BARRAS DO PARANA;4273001;b3S;;I;2;TRES BARRAS DO PARANA;PR;42430;1128;0;483;0;0;0;1610;-399;-309;0;0;-439;-1147;463;178;110;-361;-415;0;0;62;-170;-596;-133;-8;-141;-2;-13;-155;-13
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE ARATIBA-CRESOL ARATIBA;4565791;b3S;;I;2;ARATIBA;RS;42430;1012;0;589;0;0;0;1600;-682;-101;0;0;-259;-1042;558;99;1;-217;-219;0;0;0;-208;-544;13;0;13;0;0;13;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO SERVIDORES PÚBLICOS ESTADUAIS REGIÃO METROP BELÉM E SANTARÉM E EMPREGADOS CIAS ECONOMIA MISTA E FUNDAÇÕES DA PREFEITURA MUNICIPAL DE BELÉM LTDA. - SICOOB COOESA;83836114;b3S;;I;2;BELEM;PA;42430;1278;0;311;0;0;0;1589;-563;0;0;0;-89;-652;937;103;50;-633;-431;-7;0;51;-74;-941;-3;0;-3;-12;0;-15;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE ÁGUAS DE CHAPECÓ - CRESOL ÁGUAS DE CHAPECÓ;7514202;b3S;;I;2;AGUAS DE CHAPECO;SC;42430;1477;0;101;0;0;0;1578;-166;-181;0;0;-447;-793;785;68;57;-202;-176;0;0;8;-695;-941;-156;-6;-162;1;0;-163;-8
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE DONA EMMA - CRESOL DONA EMMA;4261151;b3S;;I;2;DONA EMMA;SC;42430;1163;0;405;0;0;0;1569;-713;-91;0;0;-87;-890;678;109;6;-352;-306;0;0;21;-108;-629;50;-2;48;0;0;48;0
COOPERATIVA DE CRÉDITO RURAL DE MAIRI LTDA. - SICOOB COOPEMAR;4174720;b3S;;I;2;MAIRI;BA;42430;898;0;666;0;0;0;1563;-402;-6;0;0;5;-404;1159;145;235;-618;-633;-10;0;18;-59;-922;237;-13;224;-4;0;220;0
AMARIL FRANKLIN CTV LTDA - PRUDENCIAL;1000082516;n2;;I;2;BELO HORIZONTE;MG;42430;0;0;1472;0;86;0;1558;0;0;0;0;0;0;1558;212;215;-588;-566;0;0;0;0;-726;832;0;832;-364;0;468;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS INTEGRANTES DO MINISTERIO PUBLICO DO RIO GRANDE DO SUL - SICREDI MP;3662047;b3S;;I;2;PORTO ALEGRE;RS;42430;730;0;828;0;0;0;1558;-1025;-18;0;0;-5;-1048;510;14;4;-201;-16;1;0;13;-91;-277;233;0;233;-2;0;231;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SÃO FRANCISCO DE SALES LTDA.- SICOOB CREDICOOPERTRIL;1374196;b3S;;I;2;SAO FRANCISCO DE SALES;MG;42430;1318;0;226;0;0;0;1544;-279;-77;0;0;-60;-417;1127;66;77;-367;-200;-7;0;67;-20;-383;744;6;750;-15;-36;699;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SERTÃO DE MINAS GERAIS LTDA. - SICOOB SERTÃO MINAS;1667352;b3S;;I;2;PIRAPORA;MG;42430;1278;0;263;0;0;0;1541;-396;-4;0;0;-320;-720;821;114;132;-552;-380;-11;0;2;-27;-722;99;0;99;-11;0;88;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE CERRO AZUL - CRESOL CERRO AZUL;5326643;b3S;;I;2;CERRO AZUL;PR;42430;1370;0;165;0;0;0;1536;-144;-183;0;0;-776;-1103;433;77;109;-287;-413;0;0;18;-110;-606;-173;-4;-177;0;-1;-178;0
FOURTRADE COR. DE CAMBIO LTDA - PRUDENCIAL;1000081957;n2;;I;2;RIO DE JANEIRO;RJ;42430;0;0;0;0;1532;0;1532;0;0;0;0;0;0;1532;1334;0;-861;-1259;-211;0;17;0;-980;552;1;553;-246;0;307;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE BOA VISTA-CRESOL BOA VISTA;4929712;b3S;;I;2;SAO LOURENCO DO SUL;RS;42430;1086;0;444;0;0;0;1530;-662;-181;0;0;-568;-1411;119;162;3;-368;-358;0;0;0;-290;-852;-733;-226;-958;0;0;-958;0
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DA CMI SECOVI-MG - SICOOB SECOVICRED;14913919;b3S;;I;2;BELO HORIZONTE;MG;42430;542;0;988;0;0;0;1530;-723;0;0;0;19;-704;826;231;242;-317;-423;-25;0;41;-54;-305;521;0;521;0;0;521;0
COOPERATIVA DE CREDITO RURAL HORIZONTES NOVOS DE NOVO SARANDI-CREHNOR SARANDI;1869822;b3S;;I;2;SARANDI;RS;42430;1349;0;170;0;0;0;1519;-635;-50;0;0;-301;-986;532;75;260;-727;-863;-29;0;33;-204;-1456;-924;155;-769;0;0;-769;0
BCO CAPITAL S.A. - PRUDENCIAL;1000081641;b1;;I;2;SALVADOR;BA;42430;411;0;1103;0;0;0;1514;-2;0;0;0;-227;-229;1285;20;16;-657;-539;-74;0;2;0;-1233;52;6;59;-122;0;-64;0
COOPERATIVA DE CRÉDITO MÚTUO DOS PROFISSIONAIS MÉDICOS E DA SAÚDE DE CURITIBA E REGIÃO METROPOLITANA - SICREDI MEDICRED PR;2924977;b3S;;I;2;CURITIBA;PR;42430;786;0;726;0;0;0;1511;-666;-4;0;0;-322;-992;520;143;57;-374;-271;-6;0;44;-219;-625;-106;0;-105;-20;0;-125;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPRESÁRIOS DE PRAIA GRANDE E REGIÃO - SICOOB COOPERACE;9639338;b3S;;I;2;PRAIA GRANDE;SP;42430;955;0;551;0;0;0;1506;-570;0;0;0;-553;-1123;383;91;82;-261;-333;-3;0;26;-72;-471;-88;-3;-91;-5;0;-96;0
COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DA SAÚDE, DA EDUCAÇÃO, PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DO NORTE PAULISTA LTDA. - UNICRED NORTE PAULISTA;2250781;b3S;;I;2;BEBEDOURO;SP;42430;1297;0;190;0;0;0;1488;-504;0;0;0;-267;-771;716;101;5;-413;-542;-3;0;15;-3;-839;-122;0;-122;0;0;-122;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA SERRA GERAL DE MINAS LTDA. - SICOOB CREDIGERAIS;2804469;b3S;;I;2;JANAUBA;MG;42430;1116;0;368;0;0;0;1485;-454;-5;0;0;-111;-570;915;100;226;-549;-470;-6;0;30;-57;-725;190;-5;184;1;0;184;0
TURCAMBIO CC LTDA. - PRUDENCIAL;1000082334;n2;;I;2;GAROPABA;SC;42430;0;0;0;0;1484;0;1484;0;0;0;0;0;0;1484;66;58;-362;-1079;-75;0;0;-37;-1428;56;0;56;-11;0;45;-31
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CAÇADOR   SICOOB CAÇADOR SC;86791837;b3S;;I;2;CACADOR;SC;42430;1203;0;279;0;0;0;1482;-528;-58;0;0;-54;-641;841;97;203;-208;-322;-3;0;1;-173;-407;434;0;434;-10;0;424;0
COOPERATIVA DE CRÉDITO DOS FUNCIONÁRIOS DA ABB - COOPERABB;51010858;b3S;;I;2;GUARULHOS;SP;42430;1386;0;91;0;0;0;1476;0;0;0;0;-47;-47;1429;0;0;-148;-93;-5;0;0;-5;-252;1177;0;1177;0;0;1177;-1101
SINOSSERRA FINANCEIRA S/A - PRUDENCIAL;1000084552;n1;;C;2;NOVO HAMBURGO;RS;42430;25;0;1448;0;0;0;1474;0;0;0;0;-3;-3;1471;3993;0;-1367;-2625;-632;245;281;-1107;-1212;259;-6;253;-12;0;241;0
COOPERATIVA DE CRÉDITO RURAL DE SÃO VICENTE DE MINAS LTDA. - SICOOB CREDISAVI;86476199;b3S;;I;2;SAO VICENTE DE MINAS;MG;42430;1245;0;228;0;0;0;1473;-383;-100;0;0;-50;-533;940;103;149;-442;-437;-8;0;67;-43;-611;329;1;330;-13;0;317;0
ORLA DTVM S.A. - PRUDENCIAL;1000083883;n2;;I;2;RIO DE JANEIRO;RJ;42430;0;0;1472;0;0;0;1472;-137;0;0;0;0;-137;1335;3;0;-285;-876;-62;0;0;-19;-1239;96;-21;74;-18;0;57;0
BANCO VIPAL - PRUDENCIAL;1000081531;b2;;I;2;PORTO ALEGRE;RS;42430;1380;0;60;0;0;0;1441;-848;0;0;0;-946;-1794;-353;0;66;-624;-481;-32;0;0;-284;-1356;-1709;42;-1667;38;0;-1629;0
VISION S.A. CC - PRUDENCIAL;1000081892;n2;;I;2;SAO PAULO;SP;42430;0;0;15;0;1426;0;1440;0;0;0;0;0;0;1441;1148;1;-575;-1674;-178;0;4;-2;-1276;165;0;165;-66;0;99;0
WALPIRES S.A. CCTVM - PRUDENCIAL;1000082860;n2;;I;2;SAO PAULO;SP;42430;0;0;1428;0;0;0;1428;0;0;0;0;0;0;1428;1631;2134;-368;-3917;-363;0;361;-59;-581;847;5;852;-8;0;844;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DE VITÓRIA DA CONQUISTA;2833202;b3S;;I;2;VITORIA DA CONQUISTA;BA;42430;983;0;439;0;0;0;1423;-329;0;0;0;-859;-1188;235;131;28;-247;-412;1;0;2;1;-499;-264;-3;-268;0;0;-268;0
COOPERATIVA DE CRÉDITO DOS LOJISTAS DO DISTRITO FEDERAL - SICOOB CREDILOJISTA;7836458;b3S;;I;2;BRASILIA;DF;42430;1179;0;238;0;0;0;1417;-328;-18;0;0;-168;-514;902;101;100;-320;-382;-6;114;14;-4;-381;521;0;521;0;0;521;-94
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS METALÚRGICOS DA GRANDE SÃO PAULO - SICOOB METALCRED;4833655;b3S;;I;2;SAO PAULO;SP;42430;1173;0;242;0;0;0;1415;-155;0;0;0;-137;-292;1123;21;37;-451;-299;-2;0;68;-18;-643;480;0;480;0;-37;443;0
COOPERATIVA DE CRÉDITO RURAL DOS PRODUTORES DE LEITE DO VALE DO RIO GRANDE LTDA - SICOOB CREDILEITE;86585049;b3S;;I;2;UBERABA;MG;42430;920;0;493;0;0;0;1412;-376;-22;0;0;-116;-514;898;87;54;-654;-352;-13;0;37;-31;-871;27;-72;-45;-7;0;-52;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE GRANDES RIOS - CRESOL GRANDES RIOS;7925729;b3S;;I;2;GRANDES RIOS;PR;42430;1099;0;310;0;0;0;1409;-321;-203;0;0;-162;-686;722;62;102;-287;-288;0;0;15;-91;-487;236;-6;229;-2;1;226;-35
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ARAXÁ LTDA - SICOOB COOCREZ;71378426;b3S;;I;2;ARAXA;MG;42430;810;0;598;0;0;0;1408;-344;0;0;0;-22;-366;1042;43;147;-478;-305;-7;0;13;-38;-626;416;0;416;-4;0;411;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE JARAGUÁ DO SUL E REGIÃO - SICOOB CEJASCRED;12384953;b3S;;I;2;JARAGUA DO SUL;SC;42430;875;0;531;0;0;0;1406;-580;0;0;0;-368;-948;457;108;96;-216;-297;-4;0;39;-28;-302;155;-10;145;-3;0;142;-126
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MILITARES ESTADUAIS DE SANTA CATARINA - CREDPOM;4572960;b3S;;I;2;FLORIANOPOLIS;SC;42430;932;0;468;0;0;0;1400;-676;1;0;0;-41;-717;683;45;19;-352;-379;-5;0;33;-39;-679;4;1;5;-7;0;-1;0
COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES DA UNIÃO NO NORDESTE;3102185;b3S;;I;2;JOAO PESSOA;PB;42430;1244;0;154;0;0;0;1398;-226;1;0;0;-96;-323;1075;128;99;-661;-348;-4;0;113;-185;-858;217;0;217;0;0;217;0
ALBATROSS CCV S.A - PRUDENCIAL;1000082499;n2;;I;2;SAO PAULO;SP;42430;0;0;156;0;1235;0;1391;0;0;0;0;0;0;1391;374;0;-331;-1110;-101;0;8;-2;-1163;228;0;228;-68;0;160;0
GUITTA CC LTDA - PRUDENCIAL;1000082107;n2;;I;2;SAO PAULO;SP;42430;0;0;60;0;1328;0;1388;0;0;0;0;0;0;1387;2655;0;-807;-2295;-297;0;167;1;-578;810;0;810;-225;0;585;-279
AFAL - PRUDENCIAL;1000081081;n1;;I;1;MACEIO;AL;42430;391;0;993;0;0;0;1384;0;-33;0;0;29;-4;1380;7;0;-836;-373;-65;0;348;-57;-977;403;0;403;-160;0;243;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ITAJUBÁ LTDA - SICOOB SUL DE MINAS;4079285;b3S;;I;2;ITAJUBA;MG;42430;995;0;388;0;0;0;1384;-516;0;0;0;-176;-692;692;83;148;-308;-394;-13;0;25;-28;-487;204;3;207;-2;-21;184;0
COOPERATIVA DE CRÉDITO MÚTUO DOS DESPACHANTES DE TRÂNSITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CREDITRAN;4715685;b3S;;I;2;FLORIANOPOLIS;SC;42430;1128;0;249;0;0;0;1376;-629;-3;0;0;-121;-753;624;26;1261;-656;-1096;-4;0;0;-39;-508;116;21;137;-10;0;127;-180
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA JUSTIÇA DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CREDJUS;4894460;b3S;;I;2;BELO HORIZONTE;MG;42430;1108;0;266;0;0;0;1374;-441;-45;0;0;-3;-489;885;16;0;-290;-144;-3;0;0;0;-420;464;0;464;-3;0;462;-171
SUL AMERICA INVEST DTVM S.A. - PRUDENCIAL;1000084026;n2;;I;3;SAO PAULO;SP;42430;0;0;1370;0;0;0;1370;0;0;0;0;0;0;1370;6603;0;-2615;-2150;-484;2638;1112;-626;4478;5848;0;5848;-1597;-560;3690;0
BROOKFIELD - PRUDENCIAL;1000080453;n1;;C;3;RIO DE JANEIRO;RJ;42430;0;0;1370;0;0;0;1370;0;0;0;0;0;0;1370;150;0;-11;-690;-74;4;1;-514;-1133;236;-2;234;-73;0;162;0
SOCIALCRED S/A SCMEPP - PRUDENCIAL;1000083027;n1;;I;2;RIO DE JANEIRO;RJ;42430;1364;0;0;0;0;0;1364;0;-140;0;0;78;-62;1303;161;0;-411;-370;-66;0;0;-65;-750;553;0;553;-101;0;451;-147
AGENCIA DE FOMENTO DO RN S.A. - PRUDENCIAL;1000081043;n1;;I;1;NATAL;RN;42430;192;0;1171;0;0;0;1362;0;-37;0;0;-137;-175;1188;918;0;-1142;-636;-132;0;633;-265;-624;564;0;564;-100;0;464;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE LARANJEIRAS DO SUL - CRESOL LARANJEIRAS DO SUL;1086342;b3S;;I;2;LARANJEIRAS DO SUL;PR;42430;1161;0;186;0;0;0;1347;-124;-341;0;0;-713;-1178;168;157;94;-409;-312;-1;0;33;-191;-628;-459;-6;-466;0;0;-466;-19
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇAO SOLIDÁRIA DO VALE DAS ARAUCÁRIAS - CRESOL VALE DAS ARAUCÁRIAS;2483330;b3S;;I;2;TURVO;PR;42430;1188;0;156;0;0;0;1344;-114;-304;0;0;-442;-860;484;139;95;-431;-341;1;0;31;-135;-643;-159;-4;-163;0;-12;-175;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CERES E RIALMA LTDA;9576849;b3S;;I;2;CERES;GO;42430;955;0;379;0;0;0;1334;-341;0;0;0;-78;-419;915;44;35;-279;-266;-5;0;0;-12;-483;432;16;448;0;0;448;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DA REGIAO SUL DE MATO GROSSO - SICOOB SUL;5247312;b3S;;I;2;RONDONOPOLIS;MT;42430;1029;0;299;0;0;4;1332;-225;-96;0;0;-376;-697;636;204;290;-509;-652;-8;0;45;-69;-699;-63;12;-51;-12;0;-63;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE SARANDI-CRESOL SARANDI;5220243;b3S;;I;2;SARANDI;RS;42430;1112;0;217;0;0;0;1329;-482;-173;0;0;11;-643;686;68;30;-313;-328;-34;0;42;-164;-700;-14;919;905;-33;0;872;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ARCOS LTDA. - SICOOB ARCOMCREDI;71230338;b3S;;I;2;ARCOS;MG;42430;1037;0;287;0;0;0;1324;-447;0;0;0;-359;-807;517;101;145;-405;-454;-5;0;0;-26;-644;-126;1;-126;-8;0;-134;0
DEBONI DTVM LTDA - PRUDENCIAL;1000084150;n2;;I;2;CURITIBA;PR;42430;0;0;0;0;1314;0;1314;0;0;0;0;0;0;1314;0;0;-751;-416;-79;0;31;-15;-1230;84;-55;29;-10;0;19;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO SCHAEFFLER;62284385;b3S;;I;2;SOROCABA;SP;42430;1011;0;299;0;0;0;1310;0;0;0;0;0;0;1310;0;0;-64;-67;-14;0;0;0;-146;1164;0;1164;-83;0;1081;0
CONECTA CC LTDA - PRUDENCIAL;1000082406;n2;;I;2;SALVADOR;BA;42430;0;0;0;0;1309;0;1309;0;0;0;0;0;0;1309;0;0;-104;-1259;-61;0;0;0;-1423;-114;0;-114;0;0;-114;-29
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE XAXIM-CRESOL XAXIM;3965737;b3S;;I;2;XAXIM;SC;42430;1007;0;302;0;0;0;1309;-461;-190;0;0;-128;-779;530;81;80;-298;-291;1;0;49;-114;-493;36;10;47;-3;-15;28;-12
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA SAÚDE DA REGIÃO DE CARATINGA, MANHUAÇU E CARANGOLA LTDA. - SICOOB PROFISSIONAIS DA SAÚDE;71261184;b3S;;I;2;CARATINGA;MG;42430;846;0;460;0;0;0;1305;-617;-11;0;0;-39;-667;638;82;32;-308;-330;-10;0;118;-14;-431;207;0;207;-8;-5;194;0
COOPERATIVA DE POUPANÇA E CRÉDITO DE LIVRE ADMISSÂO DE ASSOCIADOS DAS REGIÕES NORTE E NORDESTE DO PARÁ - SICOOB UNIDAS;1042487;b3S;;I;2;BELEM;PA;42430;1179;0;120;0;0;0;1299;-68;0;0;0;-330;-398;901;206;54;-969;-555;-18;0;46;-55;-1291;-390;-1;-391;0;0;-391;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE CHOPINZINHO - CRESOL CHOPINZINHO;2511232;b3S;;I;2;CHOPINZINHO;PR;42430;929;0;369;0;0;0;1298;-296;-285;0;0;-332;-913;385;181;51;-291;-204;1;0;42;-74;-295;90;-7;83;-2;0;80;-78
COOPERATIVA DE CRÉDITO MÚTUO DOS POLICIAIS FEDERAIS E SERVIDORES DA UNIÃO NO CEARÁ - FEDERALCRED;3620772;b3S;;I;2;FORTALEZA;CE;42430;1141;0;156;0;0;0;1297;-340;-81;0;0;-159;-579;717;51;45;-351;-175;-5;0;15;-145;-565;152;0;152;-1;0;151;0
COOPERATIVA DE CRÉDITO MÚTUO DOS PROFESSORES E FUNCIONÁRIOS DA UNIVERSIDADE DE CAXIAS DO SUL - SICREDI COOPERUCS;4525997;b3S;;I;2;CAXIAS DO SUL;RS;42430;967;0;319;0;0;0;1286;-374;-14;0;0;-173;-561;726;91;40;-278;-118;-3;0;22;-193;-440;286;0;286;-5;0;280;0
