Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Social de Cooperativas (k)
;;;;;;;;;Receitas de Intermediação Financeira;;;;;;;Despesas de Intermediação Financeira;;;;;;Resultado de Intermediação Financeira (c) = (a) + (b);Rendas de Prestação de Serviços (d1);Rendas de Tarifas Bancárias (d2);Despesas de Pessoal (d3);Despesas Administrativas (d4);Despesas Tributárias (d5);Resultado de Participações (d6);Outras Receitas Operacionais (d7);Outras Despesas Operacionais (d8);Outras Receitas/Despesas  Operacionais (d) = (d1) + (d2) + (d3) + (d4) + (d5) + (d6) + (d7) + (d8);;;;;;;
;;;;;;;;;Rendas de Operações de Crédito (a1);Rendas de Operações de Arrendamento Mercantil (a2);Rendas de Operações com TVM (a3);Rendas de Operações com Instrumentos Financeiros Derivativos (a4);Resultado de Operações de Câmbio (a5);Rendas de Aplicações Compulsórias (a6);Receitas de Intermediação Financeira (a) = (a1) + (a2) + (a3) + (a4) + (a5) + (a6);Despesas de Captação (b1);Despesas de Obrigações por Empréstimos e Repasses (b2);Despesas de Operações de Arrendamento Mercantil (b3);Resultado de Operações de Câmbio (b4);Resultado de Provisão para Créditos de Difícil Liquidação (b5);Despesas de Intermediação Financeira (b) = (b1) + (b2) + (b3) + (b4) + (b5);;;;;;;;;;;;;;;;;
PARANÁ BANCO - PRUDENCIAL;1000080233;b1;S4;C;2;CURITIBA;PR;44075;255287;0;15437;220;0;0;270944;-86652;0;0;0;-49405;-136057;134887;1467;41;-19314;-126126;-8419;3761;1144;-2422;-149869;-14982;395;-14587;9758;-2879;-7708;0
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;S4;I;3;PORTO ALEGRE;RS;44075;153008;68429;918;34271;0;0;256626;-572;-111700;-51367;0;-5451;-169090;87536;0;309;-15117;-17006;-4904;1091;10848;-3251;-28031;59505;-48;59457;-26055;0;33402;0
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;S3;I;3;CURITIBA;PR;44075;250929;1224;5747;-15606;0;0;242294;-24178;-80430;-1182;0;-37926;-143716;98578;2894;40;-12626;-12428;-6071;0;36;-2422;-30576;68002;399;68401;-31551;-514;36336;0
JOHN DEERE - PRUDENCIAL;1000080343;b1;S3;I;3;INDAIATUBA;SP;44075;228937;0;2909;0;0;0;231846;-3727;-126377;0;-1;-34303;-164408;67438;9810;262;-15006;-8281;-4432;0;300;-1677;-19024;48414;-117;48296;-21042;-1421;25834;0
INTER - PRUDENCIAL;1000080996;b1;S4;C;2;BELO HORIZONTE;MG;44075;212483;0;34150;-16779;1447;0;231301;-36544;-491;0;0;-51186;-88222;143079;47854;6996;-57502;-160733;-13384;890;32021;-30138;-173996;-30917;9436;-21480;11315;-175;-10341;0
HONDA - PRUDENCIAL;1000080611;b2;S4;C;3;SAO PAULO;SP;44075;200281;0;7653;13998;0;0;221931;-33132;-69894;0;0;-21306;-124332;97598;272580;18440;-8100;-256422;-38000;0;82327;-10003;60822;158420;240;158660;-66001;0;92659;0
HP FINANCIAL SERVICES AM S.A - PRUDENCIAL;1000082987;n1;S4;I;3;BARUERI;SP;44075;105;215724;0;0;0;0;215829;0;-10446;-178829;0;14210;-175065;40764;0;0;-8;-6572;-4592;0;1895;-211;-9488;31276;698;31975;-9736;0;22239;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S5;I;2;BLUMENAU;SC;44075;197225;0;16399;0;0;0;213624;-21947;-2480;0;0;-41029;-65456;148168;24127;14714;-33410;-51318;-180;0;752;-15354;-60670;87498;469;87968;1;-3495;84473;0
NU PAGAMENTOS - PRUDENCIAL;1000084693;n1;S4;C;2;SAO PAULO;SP;44075;80107;0;19187;108232;0;0;207526;-98744;-4016;0;-23;-207178;-309962;-102436;415945;47422;-174231;-357075;-88106;0;485641;-324088;5509;-96927;0;-96927;33097;0;-63829;0
BOCOM - PRUDENCIAL;1000084624;b1;S4;C;3;SALVADOR;BA;44075;63754;0;58871;75840;8567;0;207032;-31594;-186179;0;0;12976;-204797;2234;16419;9760;-31264;-16572;-4360;0;153077;-63698;63362;65597;-3476;62120;-26772;-7026;28322;0
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;S3;I;1;BELEM;PA;44075;103247;0;98623;0;0;0;201870;-19886;-77911;0;-1556;-38230;-137584;64286;132552;44346;-147634;-68077;-26665;0;270581;-168634;36468;100754;128;100882;-85639;0;15242;0
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;S3;I;1;BELO HORIZONTE;MG;44075;168231;0;9345;8451;6426;0;192453;-9500;-68768;0;0;-35680;-113948;78505;3865;5153;-29083;-9817;-5012;0;18107;-64897;-81685;-3180;119;-3061;1406;-1098;-2753;0
PEFISA S.A. - PRUDENCIAL;1000080305;n1;S4;I;2;SAO PAULO;SP;44075;182268;0;5346;0;0;0;187615;-11456;0;0;-14;-100878;-112348;75267;21208;43204;-8097;-97935;-11561;19;23333;-56232;-86060;-10794;3;-10790;3882;0;-6909;0
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;S3;C;3;SAO PAULO;SP;44075;583;0;-4152;186321;0;0;182751;-37331;-134;0;-35108;0;-72573;110179;193117;0;-91168;-46047;-20457;0;10819;-79224;-32959;77219;0;77219;-36888;-4835;35496;0
MIZUHO - PRUDENCIAL;1000080697;b1;S4;C;3;SAO PAULO;SP;44075;22473;0;38936;30647;82494;0;174550;-13335;-141926;0;0;133;-155128;19422;1768;1;-13607;-10784;-923;551;8429;-1251;-15815;3607;0;3607;-866;-220;2521;0
MÁXIMA - PRUDENCIAL;1000080367;b1;S4;C;2;RIO DE JANEIRO;RJ;44075;145692;0;1657;-1714;24555;0;170189;-86659;-651;0;0;-7027;-94338;75851;1603;478;-18120;-69257;-4676;2520;13071;-483;-74864;987;1304;2291;92;-1350;1034;0
BMW - PRUDENCIAL;1000080635;n1;S4;C;3;SAO PAULO;SP;44075;63283;295;261;105830;0;0;169668;-6218;-135786;-288;0;-4724;-147017;22652;0;2950;-4174;-7978;-937;0;33927;-23716;72;22723;0;22723;-9182;0;13541;0
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;S3;C;3;SAO PAULO;SP;44075;35342;0;25229;44529;64134;0;169233;-8687;-112471;0;0;-2892;-124051;45182;15403;6;-16770;-9727;-3446;0;1997;-2018;-14554;30628;30;30657;-19286;-561;10809;0
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;S4;I;3;SAO PAULO;SP;44075;74444;0;52027;5516;34221;0;166209;-9060;-87913;0;0;-29693;-126667;39542;3971;0;-16786;-7000;-4425;0;5463;-42329;-61107;-21565;0;-21565;9692;0;-11873;0
SOFISA - PRUDENCIAL;1000080271;b1;S4;C;2;SAO PAULO;SP;44075;120675;0;32133;-8505;14498;0;158801;-33677;-6301;0;0;-21209;-61187;97614;523;17762;-25572;-27201;-6767;2865;10689;-13617;-41317;56297;-541;55756;-10677;-8459;36620;0
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;S3;C;2;SAO PAULO;SP;44075;107487;0;26290;16507;8185;0;158469;-101639;-3960;0;0;-8502;-114101;44368;5929;3023;-26742;-16763;-1343;152;19449;-21291;-37588;6780;4303;11082;-5160;0;5923;0
REALIZE CFI - PRUDENCIAL;1000084703;n1;S4;I;3;PORTO ALEGRE;RS;44075;156376;0;3401;-1346;0;0;158432;-6040;-1469;0;0;-158427;-165937;-7505;23078;29053;-8415;-68369;-11344;0;2652;-40963;-74309;-81814;0;-81814;34816;0;-46998;0
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;S4;C;1;ARACAJU;SE;44075;135498;0;11765;0;0;1839;149102;-25791;-1014;0;0;-1811;-28616;120486;13892;19196;-47564;-43774;-8982;2422;13817;-55919;-106913;13573;-106;13468;-3453;-971;9044;0
VOLVO - PRUDENCIAL;1000080769;b2;S4;C;3;CURITIBA;PR;44075;141817;3824;2904;0;0;0;148545;-3773;-69076;-2963;0;8531;-67281;81265;27754;2376;-12688;-29353;-7315;107;2365;-2600;-19353;61912;-683;61229;-25923;-731;34575;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S4;I;2;BEBEDOURO;SP;44075;129020;0;15435;0;0;0;144455;-18569;-5598;0;0;-35959;-60126;84330;11606;638;-27929;-23248;-1069;0;5226;-4754;-39530;44800;-754;44046;-2178;-2537;39331;0
BEXS - PRUDENCIAL;1000080862;b2;S4;C;2;SAO PAULO;SP;44075;0;0;734;1332;140104;0;142170;0;0;0;0;0;0;142170;48;0;-9781;-5614;-6635;0;1570;-97384;-117797;24373;-28;24346;-10875;-663;12808;0
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;S4;C;2;SAO PAULO;SP;44075;88230;0;5841;3596;40309;0;137976;-17087;-48937;0;0;-9044;-75068;62908;2459;1434;-22094;-9003;-7153;21;300;-2366;-36403;26505;-804;25700;-8171;0;17530;0
PINE - PRUDENCIAL;1000080374;b1;S3;C;2;SAO PAULO;SP;44075;62101;0;52610;-10973;29751;0;133489;-115413;-7092;0;0;10632;-111872;21616;8440;3187;-20030;-23093;-2203;23;3522;-8042;-38196;-16580;1114;-15466;6103;-1874;-11237;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;S4;I;2;MARINGA;PR;44075;107720;0;9017;0;0;21;116758;-12218;-14244;0;0;-7726;-34188;82570;31454;9677;-33358;-33954;-839;0;5682;-21835;-43175;39396;-252;39143;-1182;-4923;33038;0
STONE PAGAMENTOS - PRUDENCIAL;1000084686;n1;S5;C;2;SAO PAULO;SP;44075;133133;0;-14070;-3114;0;0;115950;-48420;-5200;-124;0;-100790;-154535;-38585;466061;0;-190931;-144194;-58718;0;204324;-89727;186816;148230;-5834;142397;-45167;-33304;63926;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;S4;I;2;LUCAS DO RIO VERDE;MT;44075;106947;0;6796;0;0;0;113744;-6922;-41838;0;0;-8684;-57445;56299;18031;4249;-14281;-16697;-194;0;17128;-16847;-8611;47688;3858;51546;-1332;-2193;48022;0
SCANIA - PRUDENCIAL;1000080776;b2;S4;C;3;SAO BERNARDO DO CAMPO;SP;44075;106586;5313;979;0;0;0;112879;-15718;-42321;-4089;0;-1938;-64067;48812;33570;910;-9582;-24677;-2536;1029;467;-9543;-10364;38449;427;38875;-16979;-499;21398;0
BS2 - PRUDENCIAL;1000080422;b1;S4;C;2;BELO HORIZONTE;MG;44075;58361;0;6081;9205;29613;0;103261;-49319;-1447;0;0;3903;-46864;56397;18105;3762;-23774;-80547;-10046;1100;68944;-10461;-32917;23480;-335;23145;-9057;-926;13162;0
APE POUPEX - PRUDENCIAL;1000081184;n1;S3;I;2;BRASILIA;DF;44075;55794;0;38583;0;0;8327;102703;-45619;0;0;0;-1497;-47116;55588;0;1780;-33926;-6372;-3084;0;4826;-3272;-40048;15540;588;16128;0;0;16128;0
INTESA SANPAOLO BRASIL S.A. - PRUDENCIAL;1000084057;b1;S4;I;3;SAO PAULO;SP;44075;15890;0;4206;38912;42361;0;101369;-966;-89409;0;0;0;-90375;10994;2337;0;-4475;-2852;-687;0;755;-594;-5517;5477;0;5477;-2347;-177;2953;0
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;S4;C;2;UBERLANDIA;MG;44075;94642;0;5915;0;0;0;100557;-12116;-2690;0;0;-44217;-59023;41533;31800;28845;-39924;-53245;-8665;4888;13439;-14567;-37428;4105;103;4208;221;-528;3901;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;44075;92368;0;6567;0;0;25;98960;-10379;-9128;0;0;-22326;-41834;57127;25260;8613;-27040;-24329;-304;0;4330;-21067;-34537;22590;181;22770;-979;-3776;18015;0
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S4;I;2;SERTAOZINHO;SP;44075;86420;0;12007;0;0;0;98427;-14973;-11296;0;0;-35728;-61997;36430;2389;2503;-11167;-13596;-89;0;22084;-14640;-12515;23915;-21;23894;-102;0;23792;0
YAMAHA MOTOR - PRUDENCIAL;1000080721;b2;S4;C;3;GUARULHOS;SP;44075;84697;0;663;12002;0;0;97361;-8177;-27711;0;0;-19319;-55207;42154;29305;8333;-13496;-60620;-7755;0;45331;-8973;-7875;34279;-138;34141;-16184;0;17957;0
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;S4;I;3;SAO PAULO;SP;44075;71299;0;2460;3707;19495;0;96961;-470;-69218;0;0;-34673;-104361;-7399;0;0;-3688;-1562;-1109;0;0;-230;-6589;-13988;0;-13988;6186;0;-7802;0
FACTA S.A. CFI - PRUDENCIAL;1000083704;n1;S4;I;2;PORTO ALEGRE;RS;44075;95268;0;50;0;0;0;95318;-5774;0;0;0;1665;-4109;91209;0;1;-696;-26564;-1988;0;20;-18232;-47459;43749;-13;43736;-20138;0;23598;0
BCO ABN AMRO S.A. - PRUDENCIAL;1000081579;b1;S4;I;3;SAO PAULO;SP;44075;22939;0;11603;58569;0;0;93111;-2140;-45838;0;-26397;-20951;-95325;-2214;20750;0;-56411;-10341;-2008;0;15986;-17063;-49087;-51301;0;-51301;-26235;-133;-77669;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;S4;I;2;PALOTINA;PR;44075;85814;0;6657;0;0;27;92498;-9471;-8928;0;0;-14560;-32959;59539;22122;7760;-25171;-28486;-229;0;3869;-16842;-36977;22562;129;22691;-624;-4266;17800;0
RENDIMENTO - PRUDENCIAL;1000080659;b1;S4;C;2;SAO PAULO;SP;44075;37972;0;7337;8238;38413;0;91960;-18768;-5332;0;0;-9532;-33632;58329;40232;4898;-40779;-21194;-7807;0;9431;-17385;-32605;25724;-113;25611;-10643;-1637;13331;0
BCO A.J. RENNER S.A. - PRUDENCIAL;1000081799;b1;S4;C;3;PORTO ALEGRE;RS;44075;81983;0;5281;0;0;0;87264;-30731;0;0;0;-24352;-55084;32180;7736;8160;-8810;-20548;-3882;0;377;-4076;-21043;11137;-101;11036;-3278;-583;7175;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;S5;I;2;CHAPECO;SC;44075;79991;0;6097;0;0;1;86088;-9843;-3132;0;0;-19247;-32222;53867;7921;9479;-18084;-17820;-552;0;8113;-5705;-16648;37219;-3975;33244;-625;-4353;28266;-547
PORTOCRED S.A. - CFI - PRUDENCIAL;1000083560;n1;S4;I;2;PORTO ALEGRE;RS;44075;84987;0;852;0;0;0;85839;-7909;0;0;0;-44467;-52377;33463;764;3478;-13414;-28443;-3054;0;3981;-9237;-45926;-12463;0;-12463;4112;-197;-8548;0
ESTRELA MINEIRA - PRUDENCIAL;1000083584;n1;S4;C;2;ARAXA;MG;44075;81205;0;836;0;0;0;82041;-3042;0;0;0;-30502;-33544;48497;12335;1051;-2090;-30162;-4905;0;477;-457;-23753;24744;4;24748;-9266;0;15482;0
BANCO FIDIS - PRUDENCIAL;1000081751;b2;S4;I;3;BETIM;MG;44075;75412;0;7022;-1125;0;0;81309;-24176;0;0;0;4312;-19863;61446;16668;0;-5165;-9496;-3881;0;3050;-2615;-1439;60007;-1;60005;-26973;-206;32827;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;S5;I;2;BRASILIA;DF;44075;75901;0;4791;0;0;0;80692;-10687;0;0;0;-18740;-29427;51265;0;0;-10767;-8001;-70;0;230;-692;-19300;31965;-40;31925;0;0;31925;-1247
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;S4;C;3;SAO PAULO;SP;44075;52446;24549;10;3436;0;0;80442;-5697;-22924;-15006;0;-1221;-44848;35594;1153;669;-9739;-9016;-2604;0;14200;-1053;-6390;29205;1065;30270;-14631;0;15639;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;S5;I;2;GOIANIA;GO;44075;72616;0;7741;0;0;0;80358;-11660;-354;0;0;-16880;-28894;51463;5451;4234;-17280;-15478;-408;0;3676;-2168;-21972;29491;1113;30604;-1255;0;29349;0
BANCO DIGIO - PRUDENCIAL;1000084655;b2;S4;I;3;BARUERI;SP;44075;77438;0;1736;0;0;0;79174;-5152;0;0;-17;-8844;-14014;65160;20541;14939;-13545;-69498;-9205;0;18072;-39228;-77925;-12765;282;-12483;6468;-3053;-9067;0
DEUTSCHE - PRUDENCIAL;1000080532;b1;S3;C;3;SAO PAULO;SP;44075;24706;0;20308;-24101;57097;0;78010;-13933;-12556;0;0;-96699;-123188;-45178;26558;141;-23297;-21220;-5429;0;24704;-15791;-14334;-59512;-5;-59517;26910;0;-32607;0
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;S3;C;2;RIO DE JANEIRO;RJ;44075;0;0;74921;0;0;0;74921;-7014;0;0;0;0;-7014;67908;50;0;-220;-1168;-53;0;0;0;-1393;66515;0;66515;0;0;66515;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DA AMAZÔNIA LTDA. - SICOOB CREDISUL.;3632872;b3S;S5;I;2;VILHENA;RO;44075;65834;0;3331;0;0;137;69301;-3261;-12911;0;0;-22072;-38244;31058;9844;2752;-11061;-9474;-801;0;3475;-2912;-8179;22879;30;22908;-2024;0;20884;-947
CONFIDENCE - PRUDENCIAL;1000080783;b2;S4;C;2;SAO PAULO;SP;44075;0;0;642;2274;65907;0;68824;-18105;0;0;0;209;-17896;50927;570;1839;-21636;-36507;-2980;0;11757;-3069;-50027;901;1;902;-1757;-1779;-2634;0
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;S4;I;1;PORTO ALEGRE;RS;44075;69175;0;-467;0;0;0;68707;0;-14616;0;0;-38102;-52719;15989;1036;207;-8184;-4578;-1177;0;548;-629;-12777;3212;1;3211;-7882;0;-4671;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA;32995755;b3S;S4;I;2;TANGARA DA SERRA;MT;44075;62593;0;5146;0;0;0;67738;-4494;-5666;0;0;-6733;-16893;50845;15970;5811;-12458;-15345;-136;0;2973;-12963;-16147;34698;-1891;32807;-503;-2217;30087;0
LEASEPLAN AM S.A. - PRUDENCIAL;1000082963;n1;S4;I;3;BARUERI;SP;44075;0;67575;9;0;0;0;67584;0;-7925;-38309;0;-139;-46374;21211;1442;0;-4094;-2243;-1157;0;973;-221;-5301;15910;0;15910;-7868;0;8042;0
BANCO TOPÁZIO S.A. - PRUDENCIAL;1000081517;b1;S4;I;3;PORTO ALEGRE;RS;44075;61508;0;2474;17;3355;0;67355;-7516;0;0;0;-4170;-11687;55668;23697;1538;-5517;-24211;-5267;48;492;-43041;-52262;3405;-782;2623;-4070;0;-1447;0
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;S3;I;2;CURITIBA;PR;44075;0;0;63541;0;0;0;63541;-62222;0;0;0;0;-62222;1320;0;0;-5116;74001;0;0;75;-69988;-1027;292;-10;283;0;-283;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO SUL DO MATO GROSSO DO SUL – SICREDI CENTRO-SUL MS;26408161;b3S;S4;I;2;DOURADOS;MS;44075;57944;0;5462;0;0;3;63408;-5885;-6122;0;0;-7997;-20004;43404;13172;4635;-13934;-12479;-186;0;2526;-11530;-17795;25609;-40;25569;-483;-2093;22994;0
RODOBENS - PRUDENCIAL;1000080855;b1;S4;C;2;SAO PAULO;SP;44075;29040;24166;10949;-961;0;0;63194;-9847;-2916;-14133;0;-17451;-44348;18846;99173;1116;-15223;-48273;-12605;28232;18742;-11779;59383;78229;973;79201;-16518;-2876;59807;0
BANCO SEMEAR - PRUDENCIAL;1000081380;b1;S4;I;2;BELO HORIZONTE;MG;44075;62129;0;319;0;167;0;62615;-5462;-181;0;0;-19378;-25021;37594;177;639;-4686;-27744;-2507;0;3355;-4782;-35547;2047;-10;2037;-560;-195;1283;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO CERRADO - SICREDI VALE DO CERRADO;32983165;b3S;S4;I;2;CAMPO VERDE;MT;44075;59256;0;3000;0;0;0;62255;-3005;-28085;0;0;-3357;-34447;27808;7361;1385;-5224;-8017;-66;0;9599;-11275;-6236;21572;-21;21551;-352;-876;20322;0
OURINVEST - PRUDENCIAL;1000081012;b1;S4;I;2;SAO PAULO;SP;44075;-1790;0;30798;-9913;42345;0;61441;-3345;-1670;0;0;-765;-5781;55660;5390;1223;-15265;-33526;-3248;0;2900;-405;-42932;12728;77;12804;-4441;-1673;6691;0
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;S4;C;2;RIO DE JANEIRO;RJ;44075;2282;0;24404;31272;3020;0;60979;-15667;0;0;0;-2065;-17732;43247;67639;4;-29114;-43580;-7459;202;2160;-3887;-14034;29212;3;29215;-11518;-586;17112;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SERRO AZUL – SICREDI UNIÃO RS;88894548;b3S;S4;I;2;CERRO LARGO;RS;44075;54208;0;6547;0;0;19;60774;-7439;-7015;0;0;-165;-14618;46156;17469;4431;-18050;-13908;-287;0;2922;-14814;-22237;23919;341;24260;-990;-1381;21889;0
MERCADOPAGO PRUDENCIAL;1000084820;n4;;I;2;OSASCO;SP;44075;0;0;23855;36879;0;0;60734;0;-22300;0;-91;0;-22391;38343;1381864;0;-97085;-310272;-163223;0;40411;-887749;-36053;2290;0;2290;5197;0;7487;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;S4;I;2;NOVA PETROPOLIS;RS;44075;52100;0;8063;0;0;4;60167;-10315;-2415;0;0;-8232;-20961;39206;15526;7803;-18102;-18408;-191;0;3114;-12721;-22979;16226;-5;16221;-410;-1928;13883;0
CSILATINA A.M. S.A. - PRUDENCIAL;1000082970;n1;S4;I;3;BARUERI;SP;44075;0;56417;16;2575;0;0;59009;0;-6161;-37287;0;1385;-42063;16946;0;0;-2950;-1972;-1777;0;9178;-9450;-6971;9976;3142;13118;-5570;0;7548;0
CHG-MERIDIAN DO BRASIL AM S.A. - PRUDENCIAL;1000082994;n1;S4;I;3;BARUERI;SP;44075;1738;57270;0;-71;0;0;58937;0;-9898;-46894;0;1202;-55590;3348;0;0;-3119;-1720;-2112;0;224;-38;-6764;-3416;544;-2872;-173;0;-3045;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DOS ESTADOS DE MATO GROSSO DO SUL, TOCANTINS E OESTE DA BAHIA - SICREDI UNIÃO MS/TO;24654881;b3S;S4;I;2;CAMPO GRANDE;MS;44075;53969;0;4592;0;0;1;58562;-5051;-11681;0;0;-10065;-26797;31765;13987;6677;-15033;-15193;-65;0;5967;-13762;-17422;14344;0;14344;-11;-2333;12000;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;S4;I;2;PONTA GROSSA;PR;44075;51557;0;6508;0;0;0;58065;-9423;-3368;0;0;-9757;-22549;35516;15625;4775;-15058;-15447;-138;0;2651;-12261;-19852;15664;-88;15576;-429;-2882;12266;0
SAX S.A. CFI - PRUDENCIAL;1000083515;n1;S4;C;2;BARUERI;SP;44075;56921;0;963;0;0;0;57883;-2762;-22995;0;0;-45803;-71559;-13676;782;12286;-4396;-28877;-2652;0;21086;-14000;-15772;-29448;250;-29198;5101;0;-24097;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DE ESTADOS RIO GRANDE DO SUL, SANTA CATARINA E MINAS GERAIS - SICREDI UNIESTADOS;87780268;b3S;S4;I;2;ERECHIM;RS;44075;51481;0;4734;0;0;4;56220;-7701;-5820;0;0;-5197;-18718;37502;13495;1326;-15359;-11608;-155;0;2493;-8989;-18797;18705;163;18868;-583;-2108;16177;0
COMMERZBANK BRASIL - PRUDENCIAL;1000084583;b1;S4;I;3;SAO PAULO;SP;44075;15261;0;3626;13157;23889;0;55933;-198;-45488;0;0;404;-45282;10650;5356;156;-7545;-4049;-981;0;1213;-104;-5954;4696;0;4696;0;0;4696;0
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;S4;I;2;LONDRINA;PR;44075;43316;0;12517;0;0;0;55833;-10421;0;0;0;-15996;-26416;29416;5352;2980;-14041;-6588;0;0;326;-3570;-15541;13875;-1406;12469;-41;0;12428;-2278
BANCO C6;1000084844;b1;S4;C;2;SAO PAULO;SP;44075;42087;0;9546;-3369;6107;0;54371;-15790;0;0;0;-10720;-26510;27861;17331;994;-56603;-124294;-4667;-15006;10019;-69531;-241756;-213895;3101;-210794;137974;-28564;-101384;0
COOPERATIVA CENTRAL DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;S4;I;2;FRANCISCO BELTRAO;PR;44075;48822;0;4879;0;0;0;53701;-9311;-31379;0;0;-4116;-44806;8895;26;0;-7378;-5559;-24;1312;1038;-1727;-12313;-3418;0;-3418;-42;-764;-4224;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;S4;I;2;CARLOS BARBOSA;RS;44075;48054;0;5375;0;0;0;53430;-8364;-4191;0;0;-10943;-23497;29933;15641;3692;-13877;-11393;-218;0;3703;-9985;-12436;17497;-37;17460;-817;-2339;14304;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE GOIANO;24795049;b3S;S5;I;2;RIO VERDE;GO;44075;46324;0;3878;0;0;2935;53138;-5211;-3009;0;0;-12056;-20277;32861;2527;560;-6201;-5988;-216;0;1093;-618;-8844;24018;0;24018;-553;0;23465;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PLANALTO – SICREDI PLANALTO RS/MG;88038260;b3S;S4;I;2;CRUZ ALTA;RS;44075;47824;0;4855;0;0;18;52698;-4839;-8874;0;0;-3695;-17409;35289;7693;2652;-8457;-4654;-92;0;1865;-5240;-6232;29057;3;29060;-465;-1668;26927;0
