Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j)
;;;;;;;;;;;;Operações de Crédito (d1);Provisão sobre Operações de Crédito (d2);Operações de Crédito Líquidas de Provisão (d);Arrendamento Mercantil a Receber (e1);Imobilizado de Arrendamento (e2);Credores por Antecipação de Valor Residual (e3);Provisão sobre Arrendamento Mercantil (e4);Arrendamento Mercantil Líquido de Provisão (e);;;;;;
ITAU - PRUDENCIAL;1000080099;b1;S1;C;2;SAO PAULO;SP;44075;46959257;378929051;405345698;605467831;-47796593;557671238;8978483;421273;246101;-378270;9267588;308026520;134173133;60239727;1900612211;246101;1900366109
BB - PRUDENCIAL;1000080329;b1;S1;C;1;BRASILIA;DF;44075;19411510;595915962;255536921;614183495;-40203917;573979578;20833;237982;86549;-4173;341192;201112554;74603222;33894398;1754795338;86549;1754708788
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;S1;C;1;BRASILIA;DF;44075;20391245;270273602;241458816;749843439;-33273446;716569993;0;0;0;0;0;88888031;122092967;13744903;1473419557;0;1473419557
BRADESCO - PRUDENCIAL;1000080075;b1;S1;C;2;OSASCO;SP;44075;25425971;220234018;346562913;432576874;-41927323;390649552;46014;3977869;1252367;-57630;5218620;224653343;92042963;69076820;1373864199;1252367;1372611833
SANTANDER - PRUDENCIAL;1000080185;b1;S1;C;3;SAO PAULO;SP;44075;15354779;59592433;242647200;331628055;-23413334;308214721;8984;4590007;2147389;-35357;6711024;242910646;87615649;19396522;982442974;2147389;980295585
BNDES - PRUDENCIAL;1000081847;b4;S2;C;1;RIO DE JANEIRO;RJ;44075;212454;129649295;133721637;300089906;-15799808;284290098;0;0;0;0;0;36220277;169459932;10853490;764407182;0;764407182
BTG PACTUAL - PRUDENCIAL;1000080336;b1;S1;C;2;RIO DE JANEIRO;RJ;44075;3478408;67203899;58789091;44352498;-1738590;42613907;0;0;0;0;0;62644620;4272919;10875036;249877879;0;249877879
SAFRA - PRUDENCIAL;1000080109;b1;S2;C;2;SAO PAULO;SP;44075;2064101;21142866;59778406;76271489;-3089060;73182429;2644;1434000;425232;-6411;1855466;14795483;15137247;6730866;194686865;425232;194261633
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;44075;323024;10425281;39022728;51982645;-4004450;47978195;6;83771;3019;-1619;85178;18576430;1109713;2392783;119913331;3019;119910311
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;S3;C;3;SAO PAULO;SP;44075;158201;64065032;32124071;2733811;-28458;2705353;0;0;0;0;0;19689461;9160;87993;118839270;0;118839270
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;44075;1277565;19640543;46266326;13684242;-286911;13397331;-216;71449;19424;-463;90195;30316074;3250700;302430;114541162;19424;114521738
BANRISUL - PRUDENCIAL;1000080154;b1;S2;C;1;PORTO ALEGRE;RS;44075;1374852;5945058;32098100;33567407;-2605365;30962043;189;55178;33861;-7223;82005;7557015;10771520;1462014;90252607;33861;90218746
SICREDI - PRUDENCIAL;1000080745;b1;S3;C;2;PORTO ALEGRE;RS;44075;273804;8871282;31919938;13456711;-9763;13446948;0;0;0;0;0;3402744;26227156;137467;84279338;0;84279338
CIELO - PRUDENCIAL;1000084710;n4;;C;2;BARUERI;SP;44075;235740;431365;5675382;51194;-24242;26952;0;0;0;0;0;4347109;61257131;11192129;83165807;0;83165807
BANCOOB - PRUDENCIAL;1000080879;b1;S3;C;2;BRASILIA;DF;44075;41936;36870676;14854149;6213931;-120111;6093820;0;0;0;0;0;5426962;15958592;264170;79510305;0;79510305
BNP PARIBAS - PRUDENCIAL;1000080673;b1;S3;C;3;SAO PAULO;SP;44075;161382;3707759;16648967;11052742;-552033;10500709;0;0;0;0;0;44165584;212546;184611;75581557;0;75581557
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;b1;S3;C;2;RIO DE JANEIRO;RJ;44075;290715;18285481;43058732;1368392;-6977;1361415;0;0;0;0;0;3109025;785120;592497;67482986;0;67482986
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;S3;C;3;SAO PAULO;SP;44075;329691;17315915;12439870;11230941;-173965;11056976;0;0;0;0;0;23655518;4170;154939;64957079;0;64957079
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;S3;C;3;SAO PAULO;SP;44075;33027;5793541;4073295;2741238;0;2741238;0;0;0;0;0;51392566;3478;35987;64073132;0;64073132
ING - PRUDENCIAL;1000080501;b1;S3;C;3;SAO PAULO;SP;44075;5385;10799155;2295593;874737;-3893;870844;0;0;0;0;0;45524509;1425;7885;59504796;0;59504796
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;S2;I;1;FORTALEZA;CE;44075;137942;3136200;38210990;10388854;-506115;9882739;0;0;0;0;0;5067021;1002167;231821;57668881;0;57668881
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;44075;275226;5995751;7833104;23784916;-1018583;22766334;0;0;0;0;0;16090952;48897;27755;53038019;0;53038019
ABC-BRASIL - PRUDENCIAL;1000080312;b1;S3;C;3;SAO PAULO;SP;44075;670993;6756612;12277636;16630688;-314192;16316496;0;0;0;0;0;8909671;473395;92356;45497159;0;45497159
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;S3;C;2;SAO PAULO;SP;44075;252161;5529400;5618126;22276154;-1324498;20951656;3262;1365662;223054;-14506;1577471;9844120;301191;1043867;45117993;223054;44894939
NU PAGAMENTOS - PRUDENCIAL;1000084693;n1;S4;C;2;SAO PAULO;SP;44075;160898;8315592;17689961;650398;-49330;601068;0;0;0;0;0;13738419;151040;74322;40731301;0;40731301
BCO MUFG BRASIL S.A. - PRUDENCIAL;1000081713;b1;S3;I;3;SAO PAULO;SP;44075;39394;6217197;4287517;1688409;-1697;1686712;0;0;0;0;0;25153683;14803;32902;37432209;0;37432209
BANESTES - PRUDENCIAL;1000080147;b1;S3;C;1;VITORIA;ES;44075;344542;18069880;10592263;4550279;-281667;4268613;0;9251;6770;-12;16009;974335;879534;333652;35478827;6770;35472057
PAN - PRUDENCIAL;1000080257;b1;S3;C;2;SAO PAULO;SP;44075;4408;1464996;2301060;24104009;-1707354;22396655;0;0;0;0;0;7918897;387776;598638;35072431;0;35072431
