Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o)
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;44075;8162090;1738846;9900935;662654;10563589;61242840;1028864;0;860137;5313;1894313;6445422;69582575;141406293;0,1173;0,1423;0,1518;0,07;0,1849
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;S2;I;1;FORTALEZA;CE;44075;6068899;795889;6864788;2054344;8919132;52961394;169162;4475;2963;0;176599;11343041;64481034;100986722;0,0941;0,1065;0,1383;0,068;0,0259
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;44075;10103197;0;10103197;0;10103197;37603719;201776;0;7998949;223639;8424364;10265756;56293839;104276079;0,1795;0,1795;0,1795;0,0969;0,0143
BANRISUL - PRUDENCIAL;1000080154;b1;S2;C;1;PORTO ALEGRE;RS;44075;6550153;0;6550153;355315;6905468;32045116;466146;0;5315;13706;485167;10026455;42556738;92472921;0,1539;0,1539;0,1623;0,0708;0,089
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;44075;4150352;0;4150352;2519516;6669868;36564393;1013775;271113;2413547;0;3698436;1901000;42163829;60648648;0,0984;0,0984;0,1582;0,0684;0,0031
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;S3;C;3;SAO PAULO;SP;44075;5790205;0;5790205;0;5790205;19111720;4002241;0;12974457;1877893;18854591;3388281;41354592;103668746;0,14;0,14;0,14;0,0559;0,0142
BNP PARIBAS - PRUDENCIAL;1000080673;b1;S3;C;3;SAO PAULO;SP;44075;4475952;0;4475952;460520;4936472;28874659;327685;0;3296237;15507;3639429;4974127;37488215;52627617;0,1194;0,1194;0,1317;0,085;0,0184
ABC-BRASIL - PRUDENCIAL;1000080312;b1;S3;C;3;SAO PAULO;SP;44075;4121983;490561;4612544;731195;5343739;30359438;387407;705688;754263;7538;1854894;1805855;34020188;51068835;0,1212;0,1356;0,1571;0,0903;0,005
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;S3;C;3;SAO PAULO;SP;44075;4700212;0;4700212;0;4700212;17958897;2736609;0;7262211;840154;10838973;2585358;31383228;70757158;0,1498;0,1498;0,1498;0,0664;0,0329
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;S3;C;2;SAO PAULO;SP;44075;4340443;295160;4635603;160164;4795767;26756873;693368;0;404847;95356;1193571;2804970;30755414;44375843;0,1411;0,1507;0,1559;0,1045;0,2177
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;S3;I;1;BELEM;PA;44075;2739260;0;2739260;0;2739260;20085063;736;0;6863;0;7599;3951250;24043912;34050428;0,1139;0,1139;0,1139;0,0804;0,0542
PAN - PRUDENCIAL;1000080257;b1;S3;C;2;SAO PAULO;SP;44075;3395748;0;3395748;8727;3404474;18570840;510;0;0;0;510;2113560;20684910;33583274;0,1642;0,1642;0,1646;0,1011;0,1315
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;S3;C;3;SAO PAULO;SP;44075;2740922;0;2740922;755056;3495978;17388590;0;0;0;0;0;1196248;18584838;24248015;0,1475;0,1475;0,1881;0,113;0,0015
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;S3;C;1;PORTO ALEGRE;RS;44075;3002430;0;3002430;0;3002430;15085698;0;0;0;4283;4283;1209732;16299713;17594354;0,1842;0,1842;0,1842;0,1706;0,0132
BMG - PRUDENCIAL;1000080178;b1;S3;C;2;SAO PAULO;SP;44075;2904546;113134;3017680;19225;3036905;14963905;3848;0;200;0;4047;823355;15791308;24399537;0,1839;0,1911;0,1923;0,1237;0,4489
ALFA - PRUDENCIAL;1000080570;b1;S3;C;2;SAO PAULO;SP;44075;2511340;0;2511340;0;2511340;12875511;99718;80408;1288953;55823;1524903;1208095;15608509;19868052;0,1609;0,1609;0,1609;0,1264;0,1461
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;S3;C;3;SAO PAULO;SP;44075;3115126;0;3115126;0;3115126;5629062;237523;77665;7202407;0;7517595;2355913;15502569;28840256;0,2009;0,2009;0,2009;0,108;0,0161
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;S3;C;2;RIO DE JANEIRO;RJ;44075;7004258;0;7004258;0;7004258;613075;0;0;57;14327481;14327538;207347;15147961;11017619;0,4624;0,4624;0,4624;0,6357;0,0487
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;S3;C;3;SAO PAULO;SP;44075;3925945;0;3925945;0;3925945;7270237;582383;873075;1695224;1813375;4964057;2402392;14636686;26310378;0,2682;0,2682;0,2682;0,1492;0,0061
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;b1;S3;C;2;RIO DE JANEIRO;RJ;44075;2354082;0;2354082;0;2354082;5816842;649678;1115;1348498;243616;2242907;6045389;14105138;58733161;0,1669;0,1669;0,1669;0,0401;0,046
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;S3;C;3;SAO PAULO;SP;44075;2046629;0;2046629;0;2046629;12526700;0;0;0;0;0;1098187;13624887;14369477;0,1502;0,1502;0,1502;0,1424;0,0045
CCB - PRUDENCIAL;1000080295;b1;S3;C;3;SAO PAULO;SP;44075;1013876;418540;1432416;564183;1996598;11724768;125364;0;36196;0;161560;1447455;13333782;17909375;0,076;0,1074;0,1497;0,08;0,0134
BRB - PRUDENCIAL;1000080288;b1;S3;C;1;BRASILIA;DF;44075;1701382;3015;1704398;86259;1790657;11832040;26153;1162;0;129;27444;867656;12727141;23940621;0,1337;0,1339;0,1407;0,0712;0,0827
BANCOOB - PRUDENCIAL;1000080879;b1;S3;C;2;BRASILIA;DF;44075;1954828;0;1954828;0;1954828;9803064;33161;2576;66941;0;102678;2792278;12698021;82055920;0,1539;0,1539;0,1539;0,0238;0,1106
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;S3;I;3;SAO PAULO;SP;44075;1955531;0;1955531;0;1955531;11335111;9768;0;0;0;9768;944031;12288909;15151901;0,1591;0,1591;0,1591;0,1291;0,0201
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;S3;C;3;SAO PAULO;SP;44075;2063187;0;2063187;0;2063187;8618278;38371;1141;1946127;118976;2104614;1414626;12137519;18568299;0,17;0,17;0,17;0,1111;0,007
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;S3;C;3;SAO PAULO;SP;44075;2111541;0;2111541;0;2111541;9752419;163628;0;1068285;0;1231913;440864;11425196;66553071;0,1848;0,1848;0,1848;0,0317;0,0164
SICREDI - PRUDENCIAL;1000080745;b1;S3;C;2;PORTO ALEGRE;RS;44075;1444512;225665;1670177;20015;1690192;9314407;18974;0;61228;0;80202;1958821;11353430;84461823;0,1272;0,1471;0,1489;0,0198;0,0809
ING - PRUDENCIAL;1000080501;b1;S3;C;3;SAO PAULO;SP;44075;958182;0;958182;0;958182;4383039;4192030;0;1666234;0;5858264;355497;10596800;51106166;0,0904;0,0904;0,0904;0,0187;0,005
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;S3;I;3;CURITIBA;PR;44075;1341624;0;1341624;0;1341624;9555391;0;0;0;0;0;955673;10511064;11467460;0,1276;0,1276;0,1276;0,117;0,004
BANESTES - PRUDENCIAL;1000080147;b1;S3;C;1;VITORIA;ES;44075;1482618;0;1482618;0;1482618;8296274;7311;0;380018;17834;405164;1567140;10268577;31813725;0,1444;0,1444;0,1444;0,0466;0,1262
ORIGINAL;1000080903;b1;S3;C;2;SAO PAULO;SP;44075;1040197;0;1040197;0;1040197;8636108;7758;4195;48174;24649;84776;1461221;10182106;15043888;0,1022;0,1022;0,1022;0,0691;0,1422
PORTO SEGURO - PRUDENCIAL;1000080642;n1;S4;C;2;SAO PAULO;SP;44075;1100849;0;1100849;0;1100849;9203112;41111;0;212;0;41323;565768;9810203;NA;0,1122;0,1122;0,1122;NA%;0,0011
CREFISA S.A. CFI - PRUDENCIAL;1000083632;b1;S4;C;2;SAO PAULO;SP;44075;5864427;0;5864427;0;5864427;3438818;307;109;2324;97;2838;6263163;9704819;6507987;0,6043;0,6043;0,6043;0,9011;0,0042
JOHN DEERE - PRUDENCIAL;1000080343;b1;S3;I;3;INDAIATUBA;SP;44075;1488674;0;1488674;0;1488674;7847623;30751;0;0;0;30751;490647;8369021;9500466;0,1779;0,1779;0,1779;0,1567;0,0017
INTER - PRUDENCIAL;1000080996;b1;S4;C;2;BELO HORIZONTE;MG;44075;3005966;0;3005966;0;3005966;6800650;36471;0;325965;34631;397068;1102047;8299765;17171537;0,3622;0,3622;0,3622;0,1751;0,0148
GM - PRUDENCIAL;1000080848;b2;S3;C;3;SAO PAULO;SP;44075;2735240;0;2735240;0;2735240;7621206;0;0;0;0;0;657170;8278376;12150135;0,3304;0,3304;0,3304;0,2251;0,0687
DEUTSCHE - PRUDENCIAL;1000080532;b1;S3;C;3;SAO PAULO;SP;44075;1495868;0;1495868;0;1495868;5843489;11624;0;838790;0;850414;580243;7274146;11415917;0,2056;0,2056;0,2056;0,131;0,0097
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;S3;I;1;BELO HORIZONTE;MG;44075;1272945;0;1272945;0;1272945;6118053;39141;0;152;0;39292;668771;6826116;7693489;0,1865;0,1865;0,1865;0,1655;0,0134
BOCOM - PRUDENCIAL;1000084624;b1;S4;C;3;SALVADOR;BA;44075;687134;200719;887853;0;887853;5790581;118358;0;55500;0;173858;736623;6701061;11882228;0,1025;0,1325;0,1325;0,0747;0,0125
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;S3;C;2;SAO PAULO;SP;44075;700924;0;700924;129736;830660;5703134;83333;0;315825;0;399158;462374;6564666;10855361;0,1068;0,1068;0,1265;0,0646;0,0189
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;S3;I;1;BELEM;PA;44075;1356015;0;1356015;0;1356015;5604437;8248;0;3201;1237;12686;661436;6278559;11351404;0,216;0,216;0,216;0,1195;0,0521
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;S3;C;3;SAO PAULO;SP;44075;1823364;0;1823364;0;1823364;5322900;287823;0;269600;0;557423;336392;6216715;11045371;0,2933;0,2933;0,2933;0,1651;0,0017
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;S4;I;3;PORTO ALEGRE;RS;44075;1098791;0;1098791;0;1098791;5647132;17989;0;0;0;17989;304867;5969988;6831735;0,1841;0,1841;0,1841;0,1608;0,0175
PINE - PRUDENCIAL;1000080374;b1;S3;C;2;SAO PAULO;SP;44075;705465;0;705465;76820;782285;5590872;8015;1875;296325;550;306765;53450;5951087;12359408;0,1185;0,1185;0,1315;0,0571;0,1595
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;S3;C;2;BELO HORIZONTE;MG;44075;743918;47616;791534;275335;1066869;4864786;6119;0;1773;0;7892;939636;5812313;10333343;0,128;0,1362;0,1836;0,0766;0,2665
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;S3;I;3;SAO PAULO;SP;44075;986623;0;986623;0;986623;5659328;0;0;0;0;0;142377;5801704;8915348;0,1701;0,1701;0,1701;0,1107;0,0096
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;S4;I;3;SAO PAULO;SP;44075;1131475;0;1131475;0;1131475;2338129;132786;0;2773195;0;2905981;405604;5649714;12482868;0,2003;0,2003;0,2003;0,0906;0,0038
BCO MUFG BRASIL S.A. - PRUDENCIAL;1000081713;b1;S3;I;3;SAO PAULO;SP;44075;1267584;0;1267584;0;1267584;3934765;74364;0;1055513;0;1129878;541475;5606118;19049138;0,2261;0,2261;0,2261;0,0665;0,0105
VOLVO - PRUDENCIAL;1000080769;b2;S4;C;3;CURITIBA;PR;44075;1193665;0;1193665;0;1193665;5009743;0;0;0;0;0;589415;5599157;5907459;0,2132;0,2132;0,2132;0,2021;0,008
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S5;I;2;BLUMENAU;SC;44075;NA;NA;NA;NA;1742793;5168506;0;NA;NA;NA;0;357535;5526041;NA;NA%;NA%;0,3154;NA%;0,0235
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S4;I;2;BEBEDOURO;SP;44075;1751913;0;1751913;0;1751913;4564392;0;0;0;0;0;809670;5374062;7713722;0,326;0,326;0,326;0,2271;0,0513
HONDA - PRUDENCIAL;1000080611;b2;S4;C;3;SAO PAULO;SP;44075;1486849;0;1486849;0;1486849;4959491;0;0;0;0;0;282340;5241831;6438035;0,2837;0,2837;0,2837;0,2309;0,0016
HSBC BI - PRUDENCIAL;1000084741;b1;S4;I;3;SAO PAULO;SP;44075;1055794;0;1055794;0;1055794;2520596;41116;0;1705405;0;1746521;571268;4838385;9256985;0,2182;0,2182;0,2182;0,1141;0,0104
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;S3;C;3;SAO PAULO;SP;44075;1524753;0;1524753;0;1524753;3755319;24427;0;494225;0;518652;479452;4753423;10219655;0,3208;0,3208;0,3208;0,1492;0,0034
SOFISA - PRUDENCIAL;1000080271;b1;S4;C;2;SAO PAULO;SP;44075;756646;0;756646;0;756646;4249113;67766;0;1836;6;69608;398989;4717711;6942102;0,1604;0,1604;0,1604;0,109;0,1062
SCANIA - PRUDENCIAL;1000080776;b2;S4;C;3;SAO BERNARDO DO CAMPO;SP;44075;566857;0;566857;23879;590736;4124926;0;0;0;0;0;370374;4495300;4623028;0,1261;0,1261;0,1314;0,1226;0,0146
MIZUHO - PRUDENCIAL;1000080697;b1;S4;C;3;SAO PAULO;SP;44075;721274;0;721274;0;721274;3889422;7405;0;281167;0;288571;292657;4470650;7745122;0,1613;0,1613;0,1613;0,0931;0,0065
BS2 - PRUDENCIAL;1000080422;b1;S4;C;2;BELO HORIZONTE;MG;44075;326448;0;326448;126428;452876;3573560;70086;213;157968;62922;291189;430587;4295336;11782023;0,076;0,076;0,1054;0,0277;0,2153
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;S4;C;2;SAO PAULO;SP;44075;578335;0;578335;0;578335;3764207;12226;0;66844;0;79071;352947;4196224;4530023;0,1378;0,1378;0,1378;0,1277;0,0547
OMNI - PRUDENCIAL;1000080460;b1;S4;C;2;SAO PAULO;SP;44075;329937;126063;455999;86699;542698;2649829;1528;0;0;0;1528;1464837;4116195;4191957;0,0802;0,1108;0,1318;0,1088;0,0486
AGIBANK - PRUDENCIAL;1000083694;b1;S4;C;2;PORTO ALEGRE;RS;44075;493987;0;493987;48728;542715;1411916;127;18;2369;16;2530;2696710;4111156;2838742;0,1202;0,1202;0,132;0,174;0,0932
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;S4;I;2;SAO PAULO;SP;44075;864882;0;864882;0;864882;3175104;1691;0;0;0;1691;920042;4096837;NA;0,2111;0,2111;0,2111;NA%;0,0219
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S4;I;2;SERTAOZINHO;SP;44075;775113;0;775113;0;775113;3566079;0;0;0;38000;38000;492091;4096171;5425471;0,1892;0,1892;0,1892;0,1429;0,0565
PARANÁ BANCO - PRUDENCIAL;1000080233;b1;S4;C;2;CURITIBA;PR;44075;946765;40468;987234;53227;1040461;3501029;0;0;969;0;969;465352;3967350;8020326;0,2386;0,2488;0,2623;0,1231;0,0847
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;S4;C;1;ARACAJU;SE;44075;465944;0;465944;41614;507558;3142003;0;0;19665;19;19683;439701;3601387;7090834;0,1294;0,1294;0,1409;0,0657;0,1697
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;S4;I;2;LUCAS DO RIO VERDE;MT;44075;767807;0;767807;431;768237;3307058;25172;0;2355;0;27527;66427;3401012;5138387;0,2258;0,2258;0,2259;0,1494;0,0498
RODOBENS - PRUDENCIAL;1000080855;b1;S4;C;2;SAO PAULO;SP;44075;849531;0;849531;0;849531;2509028;0;0;5130;0;5130;844852;3359011;3877293;0,2529;0,2529;0,2529;0,2191;0,3853
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;44075;475263;0;475263;1077;476340;3232462;0;0;0;0;0;124808;3357270;5197184;0,1416;0,1416;0,1419;0,0914;0,2368
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;S4;I;2;MARINGA;PR;44075;521158;0;521158;0;521158;3143096;0;0;0;0;0;140211;3283307;5606412;0,1587;0,1587;0,1587;0,093;0,2851
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;S4;C;2;UBERLANDIA;MG;44075;366393;0;366393;80000;446393;2678859;0;0;0;0;0;587552;3266410;4855367;0,1122;0,1122;0,1367;0,0755;0,1451
APE POUPEX - PRUDENCIAL;1000081184;n1;S3;I;2;BRASILIA;DF;44075;930267;0;930267;0;930267;2714591;0;0;0;0;0;449141;3163732;NA;0,294;0,294;0,294;NA%;0,0182
BANCO FIDIS - PRUDENCIAL;1000081751;b2;S4;I;3;BETIM;MG;44075;894642;0;894642;0;894642;2383987;0;0;0;0;0;561588;2945575;5594383;0,3037;0,3037;0,3037;0,1599;0,0009
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;S4;I;2;PALOTINA;PR;44075;398622;0;398622;32663;431285;2768472;0;0;0;0;0;109368;2877840;4645166;0,1385;0,1385;0,1499;0,0858;0,136
REALIZE CFI - PRUDENCIAL;1000084703;n1;S4;I;3;PORTO ALEGRE;RS;44075;460066;0;460066;0;460066;2685586;3928;0;0;0;3928;149633;2839148;NA;0,162;0,162;0,162;NA%;0,0089
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S4;I;2;BELO HORIZONTE;MG;44075;340311;0;340311;0;340311;2498391;0;0;41626;0;41626;114126;2654144;10169465;0,1282;0,1282;0,1282;0,0335;0,1645
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;S4;I;2;CARLOS BARBOSA;RS;44075;394553;0;394553;3421;397973;2476296;0;0;3418;0;3418;116816;2596530;3901629;0,152;0,152;0,1533;0,1011;0,0623
BCO ABN AMRO S.A. - PRUDENCIAL;1000081579;b1;S4;I;3;SAO PAULO;SP;44075;545031;0;545031;0;545031;2079349;14537;0;148754;0;163291;272784;2515424;2495928;0,2167;0,2167;0,2167;0,2184;0,0044
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;S4;C;3;SAO PAULO;SP;44075;1088327;0;1088327;0;1088327;2226991;30068;0;0;0;30068;249608;2506667;2244475;0,4342;0,4342;0,4342;0,4849;0,0078
HAITONG - PRUDENCIAL;1000080666;b2;S3;C;3;SAO PAULO;SP;44075;431883;0;431883;0;431883;1587011;11673;0;704988;5321;721981;182767;2491759;5929795;0,1733;0,1733;0,1733;0,0728;0,0218
PEFISA S.A. - PRUDENCIAL;1000080305;n1;S4;I;2;SAO PAULO;SP;44075;483586;0;483586;0;483586;2246631;2105;0;500;0;2605;237584;2486820;NA;0,1945;0,1945;0,1945;NA%;0,0704
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;S4;I;1;PORTO ALEGRE;RS;44075;560984;0;560984;0;560984;2231928;4968;0;0;0;4968;231245;2468141;NA;0,2273;0,2273;0,2273;NA%;0,0464
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;S5;I;2;CHAPECO;SC;44075;NA;NA;NA;NA;391982;2258378;0;NA;NA;NA;0;139462;2397840;NA;NA%;NA%;0,1635;NA%;0,1224
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;S4;I;2;LONDRINA;PR;44075;532700;0;532700;0;532700;1888173;99314;68784;0;0;168097;298136;2354406;3227991;0,2263;0,2263;0,2263;0,165;0,0303
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DE ESTADOS RIO GRANDE DO SUL, SANTA CATARINA E MINAS GERAIS - SICREDI UNIESTADOS;87780268;b3S;S4;I;2;ERECHIM;RS;44075;308290;0;308290;15149;323439;2238546;68;0;2731;0;2799;70651;2311996;3652709;0,1333;0,1333;0,1399;0,0844;0,1611
RENDIMENTO - PRUDENCIAL;1000080659;b1;S4;C;2;SAO PAULO;SP;44075;325688;0;325688;0;325688;1731846;43049;0;30738;0;73786;493974;2299607;3470228;0,1416;0,1416;0,1416;0,0939;0,0429
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;S4;I;2;PONTA GROSSA;PR;44075;337637;0;337637;0;337637;2217480;0;0;0;0;0;69786;2287265;3728302;0,1476;0,1476;0,1476;0,0906;0,2083
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SERRO AZUL – SICREDI UNIÃO RS;88894548;b3S;S4;I;2;CERRO LARGO;RS;44075;478315;0;478315;0;478315;2073230;0;0;1802;0;1802;129396;2204428;3861607;0,217;0,217;0,217;0,1239;0,0574
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;S4;I;2;NOVA PETROPOLIS;RS;44075;449663;0;449663;0;449663;2022573;0;0;5324;0;5324;140954;2168852;3849675;0,2073;0,2073;0,2073;0,1168;0,0893
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;S5;I;2;BRASILIA;DF;44075;NA;NA;NA;NA;619500;2085050;0;NA;NA;NA;0;79965;2165015;NA;NA%;NA%;0,2861;NA%;0,0103
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PLANALTO – SICREDI PLANALTO RS/MG;88038260;b3S;S4;I;2;CRUZ ALTA;RS;44075;524261;0;524261;0;524261;2088834;0;0;1275;0;1275;61686;2151796;3334205;0,2436;0,2436;0,2436;0,1572;0,0158
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E PROFISSIONAIS DA AREA DE SAUDE DO BRASIL LTDA.;42898825;b3S;S5;I;2;BELO HORIZONTE;MG;44075;NA;NA;NA;NA;455600;2067099;0;NA;NA;NA;0;79943;2147042;NA;NA%;NA%;0,2122;NA%;0,035
MÁXIMA - PRUDENCIAL;1000080367;b1;S4;C;2;RIO DE JANEIRO;RJ;44075;202566;26477;229044;26827;255871;1788777;6193;0;475;37366;44034;306768;2139579;5470755;0,0947;0,1071;0,1196;0,0419;0,3801
BANCO C6;1000084844;b1;S4;C;2;SAO PAULO;SP;44075;227793;0;227793;0;227793;1809211;7135;0;14513;0;21648;299608;2130466;3780499;0,1069;0,1069;0,1069;0,0603;0,6243
BMW - PRUDENCIAL;1000080635;n1;S4;C;3;SAO PAULO;SP;44075;439105;0;439105;0;439105;1901420;0;0;0;0;0;228959;2130379;NA;0,2061;0,2061;0,2061;NA%;0,0014
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;S5;I;2;GOIANIA;GO;44075;NA;NA;NA;NA;576343;1985967;0;NA;NA;NA;0;123391;2109358;NA;NA%;NA%;0,2732;NA%;0,059
AF DESENVOLVE SP S.A. - PRUDENCIAL;1000081153;n1;S4;I;1;SAO PAULO;SP;44075;792319;0;792319;0;792319;1783042;126;0;0;0;126;257136;2040305;NA;0,3883;0,3883;0,3883;NA%;0,0375
