Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Passivo Circulante e Exigível a Longo Prazo (h) = (e) + (f) + (g);Resultados de Exercícios Futuros (i);Patrimônio Líquido (j);Passivo Total (k) = (h) + (i) + (j)
CASA CREDITO S.A. SCM - PRUDENCIAL;1000083175;n1;S5;I;2;SAO PAULO;SP;44075;0;0;0;0;7205;0;7205;0;0;0;0;0;0;0;5098;12303;0;230;12533;0;3027;15560
FRAM CAPITAL DTVM S.A. - PRUDENCIAL;1000084253;n2;S4;I;2;SAO PAULO;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;65;0;12552;12616;0;2784;15400
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS DO PODER EXECUTIVO FEDERAL NO ESTADO DO ESPÍRITO SANTO - COOPSEFES;3639902;b3S;S5;I;2;VITORIA;ES;44075;305;0;0;1371;0;0;1675;0;0;0;0;0;0;0;0;1675;0;835;2510;0;12821;15331
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS MUNICIPAIS EM JOÃO MONLEVADE LTDA. - COPREMON;18310649;b3S;S5;I;2;JOAO MONLEVADE;MG;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1240;1240;0;13950;15190
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS TRABALHADORES PORTUARIOS DA GRANDE VITORIA - CREDESTIVA.;3844699;b3S;S5;I;2;VITORIA;ES;44075;864;0;0;891;0;0;1755;0;0;0;0;0;0;0;0;1755;0;1251;3007;0;12144;15150
COOPERATIVA DE ECONOMIA CRÉDITO MÚTUO – SICOOB CREDSAÚDE;2072790;b3S;S5;I;2;PIRACICABA;SP;44075;3027;0;0;8840;0;84;11952;0;0;0;0;0;0;0;0;11952;0;478;12430;0;2683;15113
BANCO VIPAL - PRUDENCIAL;1000081531;b2;S4;I;2;PORTO ALEGRE;RS;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;392;392;0;14707;15099
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA PREFEITURA MUNICIPAL DE ORLÂNDIA - CRED SERV;946465;b3S;S5;I;2;ORLANDIA;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;199;199;0;14507;14706
PINTOS CFI - PRUDENCIAL;1000085142;n1;S5;I;2;TERESINA;PI;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;52;0;14579;14631
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COLABORADORES DO GRUPO EMPRESARIAL A COSTA LTDA.;20062766;b3S;S5;I;2;VISCONDE DO RIO BRANCO;MG;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1008;1008;0;13551;14559
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ASTRAZENECA DO BRASIL;1288797;b3S;S5;I;2;COTIA;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;278;278;0;13925;14203
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COLABORADORES DA UNIÃO BRASILEIRA DE EDUCAÇÃO E ENSINO, UNIÃO NORTE BRASILEIRA DE EDUCAÇÃO E CULTURA & UNIÃO BRASILEIRA DE EDUCAÇÃO CATÓLICA LTDA - COOMAR;2588819;b3S;S5;I;2;BELO HORIZONTE;MG;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1151;1151;0;12929;14080
CONECTA CC LTDA - PRUDENCIAL;1000082406;n2;S5;I;2;SALVADOR;BA;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12680;12680;0;1102;13782
NOSSA TERRA COOPERATIVA DE CRÉDITO DOS EMPREGADOS DAS EMPRESAS DE AGRONEGÓCIO E AFINS;49204605;b3S;S5;I;2;CAJATI;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;701;701;0;13029;13730
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DE CHOCOLATES GAROTO LTDA. - CREDI-GAROTO;30949267;b3S;S5;I;2;VILA VELHA;ES;44075;443;0;0;10093;0;0;10536;0;0;0;0;0;0;0;0;10536;0;619;11155;0;2557;13712
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DE ELEVADORES ATLAS SCHINDLER LTDA.;42107706;b3S;S5;I;2;RIO DE JANEIRO;RJ;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;480;480;0;13231;13711
INTERCAM CC LTDA - PRUDENCIAL;1000081926;n2;S4;I;2;SAO PAULO;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7424;7424;0;6267;13691
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA CEMIG E DAS INDÚSTRIAS METALÚRGICAS E DE MATERIAL ELÉTRICO E DOS SERVIDORES PÚBLICOS MUNICIPAIS DE JUIZ DE FORA LTDA. - SICOOB CECREMEC;17502881;b3S;S5;I;2;BELO HORIZONTE;MG;44075;1104;0;0;1837;0;39;2980;0;0;0;0;0;0;0;2020;5000;0;1395;6395;0;7289;13684
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA INTERNATIONAL INDÚSTRIA AUTOMOTIVA DA AMÉRICA DO SUL;59620708;b3S;S5;I;2;SAO PAULO;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73;73;0;13597;13669
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MEMBROS DO MINISTÉRIO PÚBLICO DE SÃO PAULO - PROMOCRED;4478231;b3S;S5;I;2;SAO PAULO;SP;44075;232;0;0;3130;0;0;3362;0;0;0;0;0;0;0;0;3362;0;1431;4793;0;8772;13565
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COLABORADORES DA VALE S.A LTDA. – SICOOB CREDIVALE;20961629;b3S;S5;I;2;ITABIRA;MG;44075;2381;0;0;3532;0;0;5914;0;0;0;0;0;0;0;0;5914;0;1418;7332;0;6202;13534
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS METALÚRGICAS DE MATÃO - METALCOOPERCRED;53505681;b3S;S5;I;2;MATAO;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;820;820;0;12496;13316
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS CONTROLADAS E COLIGADAS DA USINA SANTA ADELIA - USAGRO;68969625;b3S;S5;I;2;JABOTICABAL;SP;44075;157;0;0;235;0;0;392;0;0;0;0;0;0;0;0;392;0;693;1084;0;12231;13315
COOPERATIVA DE CREDITO DOS SERVIDORES DA UNIVERSIDADE FEDERAL DO ESPIRITO SANTO;27302181;b3S;S5;I;2;VITORIA;ES;44075;473;0;0;1036;0;0;1508;0;0;0;0;0;0;0;0;1508;0;2590;4099;0;9183;13281
COOPERATIVA DE CRÉDITO MÚTUO DOS POLICIAIS FEDERAIS E SERVIDORES DA UNIÃO NO ESPÍRITO SANTO - CREDFEDERAL;2083914;b3S;S5;I;2;VILA VELHA;ES;44075;745;0;0;7217;0;244;8206;0;0;0;0;0;0;0;0;8206;0;804;9010;0;4262;13271
GAVEA DTVM LTDA - PRUDENCIAL;1000083986;n2;S4;I;2;SAO PAULO;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1999;1999;0;11252;13251
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ABRIL;43438662;b3S;S5;I;2;SAO PAULO;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1438;1438;0;11657;13095
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA MERCK SHARP & DOHME FARMACÊUTICA - COOPERMSD;2814832;b3S;S5;I;2;SAO PAULO;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;188;188;0;12848;13036
SOCICRED SCMEPP LTDA. - PRUDENCIAL;1000083058;n1;S5;I;2;PORTO ALEGRE;RS;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4063;4063;0;8946;13009
CAMBIONET CC LTDA - PRUDENCIAL;1000082286;n2;S4;I;2;PORTO ALEGRE;RS;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5232;5232;0;7630;12861
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA TICKET SERVIÇOS COMÉRCIO E ADMINISTRAÇÃO;57440521;b3S;S5;I;2;SAO PAULO;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4015;4015;0;8833;12849
COOPERATIVA DE ECONOMIA E CREDITO MUTUO JOHN F. KENNEDY LTDA;33735192;b3S;S5;I;2;RIO DE JANEIRO;RJ;44075;0;0;0;6817;0;0;6817;0;0;0;0;0;0;0;0;6817;0;413;7230;0;5546;12776
CAROL DTVM LTDA. - PRUDENCIAL;1000084095;n2;S5;I;2;SAO PAULO;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6806;6806;0;5901;12706
INFINITY CCTVM S.A. - PRUDENCIAL;1000082671;n2;S4;C;2;SAO PAULO;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;357;8920;9278;0;3201;12478
AG. FOMENTO AMAPA S.A. - PRUDENCIAL;1000081098;n1;S4;I;1;MACAPA;AP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2594;2594;0;9782;12376
INDIGO INVESTIM DTVM - PRUDENCIAL;1000083924;n2;S4;I;2;SAO PAULO;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4852;4852;0;7491;12344
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA NOVELIS;57545436;b3S;S5;I;2;SANTO ANDRE;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;856;856;0;11484;12341
LABOR CC - PRUDENCIAL;1000082073;n2;S5;I;2;RECIFE;PE;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5814;5814;0;6381;12195
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA SKF E COLIGADAS;49091119;b3S;S5;I;2;CAJAMAR;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;153;153;0;12029;12182
FINANSINOS S.A. CFI - PRUDENCIAL;1000083467;n1;S5;I;2;NOVO HAMBURGO;RS;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;554;554;0;11528;12082
COOPERATIVA DE CRÉDITO MÚTUO DE SERVIDORES PÚBLICOS DO ESTADO DE SÃO PAULO - CREDIFISCO;4546162;b3S;S5;I;2;SAO PAULO;SP;44075;125;0;0;4318;0;0;4443;0;0;0;0;0;0;0;0;4443;0;1275;5718;0;6228;11946
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES ESTATUTARIOS DA ADMINISTRACAO DIRETA DO ESTADO DO ESPIRITO SANTO - COOPFISCO;2475222;b3S;S5;I;2;VITORIA;ES;44075;1366;0;0;2139;0;0;3505;0;0;0;0;0;0;0;0;3505;0;889;4394;0;7214;11608
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO SISTEMA FIERGS - CRESUL;92675578;b3S;S5;I;2;PORTO ALEGRE;RS;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;271;271;0;11333;11604
DILLON S/A DTVM - PRUDENCIAL;1000083807;n2;S4;I;2;RIO DE JANEIRO;RJ;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3040;3040;0;8557;11597
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA CIA AÇUCAREIRA VALE DO ROSÁRIO - COOPERVALE;44958981;b3S;S5;I;2;MORRO AGUDO;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;653;653;0;10937;11590
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO COMOLATTI - SÃO PAULO;47196084;b3S;S5;I;2;SAO PAULO;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;903;903;0;10548;11451
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA BOMBRIL;57038408;b3S;S5;I;2;SAO BERNARDO DO CAMPO;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;553;553;0;10860;11413
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO SEMASA - SICOOB CECRESA;512839;b3S;S5;I;2;SANTO ANDRE;SP;44075;263;0;0;1677;0;0;1940;0;0;0;0;0;0;0;425;2365;0;495;2860;0;8177;11037
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES NAS INDÚSTRIAS DE EXTRAÇÃO DE FERRO E METAIS BÁSICOS DA REGIÃO DE CONGONHAS LTDA. - COOFERSE;71384697;b3S;S5;I;2;CONGONHAS;MG;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;403;403;0;10506;10910
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS PÚBLICOS MUNICIPAIS DE ITAPIRA - CREDITA;2115870;b3S;S5;I;2;ITAPIRA;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;593;593;0;9971;10563
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA EATON;73077398;b3S;S5;I;2;VALINHOS;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;654;654;0;9837;10491
CREDJUST - COOPERATIVA DE CRÉDITO MÚTUO DOS INTEGRANTES DA JUSTIÇA DO TRABALHO DA 13ª REGIÃO LTDA.;4608925;b3S;S5;I;2;JOAO PESSOA;PB;44075;114;0;0;2931;0;0;3045;0;0;0;0;0;0;0;0;3045;0;665;3710;0;6600;10310
OPPORTUNITY - PRUDENCIAL;1000080518;n2;S4;I;2;RIO DE JANEIRO;RJ;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2697;2697;0;7591;10289
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO SBF LTDA. - COOPER ATIVA SBF;2232228;b3S;S5;I;2;SAO PAULO;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1910;1910;0;8336;10246
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DE POÇOS DE CALDAS LTDA. - COOPOÇOS;41791005;b3S;S5;I;2;POCOS DE CALDAS;MG;44075;0;0;0;1053;0;0;1053;0;0;0;0;0;0;0;0;1053;0;1843;2895;0;7320;10215
COOPERATIVA DE CRÉDITO DOS SERVIDORES PÚBLICOS MUNICIPAIS DE TIMÓTEO LTDA. - COOPERTIM;20833976;b3S;S5;I;2;TIMOTEO;MG;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;809;809;0;9398;10207
ED&F MAN CAPITAL DTVM - PRUDENCIAL;1000085197;n2;S4;I;2;CAMPINAS;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;111;111;0;10089;10201
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS DA REGIÃO METROPOLITANA DE BELÉM - CREDISIS CREDBEM METROPOLITANA;991739;b3S;S5;I;2;BELEM;PA;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;848;848;0;9306;10154
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO AVIBRAS - COOPER AVIBRAS;43268960;b3S;S5;I;2;JACAREI;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;511;511;0;9637;10148
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA COMLURB LTDA;29341260;b3S;S5;I;2;RIO DE JANEIRO;RJ;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;539;539;0;9568;10107
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO FLEURY;71965313;b3S;S5;I;2;SAO PAULO;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;298;298;0;9763;10061
PARATI - CFI S.A. - PRUDENCIAL;1000083443;n1;S5;I;2;VITORIA;ES;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;459;459;0;9513;9972
FRENTE CC LTDA. - PRUDENCIAL;1000084387;n2;S4;I;2;SAO PAULO;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13441;13441;0;-3714;9727
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA CONFAB;59305565;b3S;S5;I;2;PINDAMONHANGABA;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;347;347;0;9299;9646
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA PILKINGTON BRASIL;2104058;b3S;S5;I;2;CACAPAVA;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;463;463;0;9171;9633
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO LORENZETTI;44905255;b3S;S5;I;2;SAO PAULO;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;543;543;0;8922;9465
ZANON CFI;1000085324;n1;S5;I;2;PORTO ALEGRE;RS;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;226;226;0;9227;9454
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DE ITABIRA LTDA. - SICOOB COSEMI;16651002;b3S;S5;I;2;ITABIRA;MG;44075;1;0;0;1583;0;0;1584;0;0;0;0;0;0;0;0;1584;0;597;2181;0;7228;9408
CREFAZ SCMEPP LTDA - PRUDENCIAL;1000083357;n1;S5;I;2;MARINGA;PR;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3990;3990;0;5200;9190
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA SAMARCO MINERAÇÃO S.A. LTDA - CREDISAM;20622809;b3S;S5;I;2;BELO HORIZONTE;MG;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;803;803;0;8362;9166
TURMALINA CC S.A. - PRUDENCIAL;1000082255;n2;S5;I;2;SAO PAULO;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1270;1270;0;7604;8874
COOPERATIVA DE CRÉDITO RURAL DOS PLANTADORES DE CANA DA REGIÃO DE IGARAPAVA;52623311;b3S;S5;I;2;IGARAPAVA;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;785;785;0;8046;8831
SOCIALCRED S/A SCMEPP - PRUDENCIAL;1000083027;n1;S5;I;2;RIO DE JANEIRO;RJ;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;131;131;0;8688;8819
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA COMPANHIA PAULISTA DE TRENS METROPOLITANOS - COOPERTREM;1530136;b3S;S5;I;2;OSASCO;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;199;199;0;8544;8743
LISTO SCD - PRUDENCIAL;1000084930;n1;S5;I;2;SAO PAULO;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4191;4191;0;4420;8611
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA SECRETARIA DE DEFESA SOCIAL DO ESTADO DE MINAS GERAIS LTDA. - COOPSESP;5746715;b3S;S5;I;2;BELO HORIZONTE;MG;44075;0;0;0;1207;0;0;1207;0;0;0;0;0;0;0;0;1207;0;591;1798;0;6763;8562
COOPERATIVA DE CRÉDITO DOS BANCÁRIOS DE SÃO PAULO E MUNICÍPIOS LIMÍTROFES;3422007;b3S;S5;I;2;SAO PAULO;SP;44075;0;0;0;4948;0;0;4948;0;0;0;0;0;0;0;0;4948;0;255;5203;0;3352;8555
SOCRED S.A. SCM - PRUDENCIAL;1000083247;n1;S5;I;2;BELEM;PA;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4325;4325;0;171;4496;0;3920;8416
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS LTDA;42100982;b3S;S5;I;2;RIO DE JANEIRO;RJ;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;296;296;0;7993;8289
DEBONI DTVM LTDA - PRUDENCIAL;1000084150;n2;S4;I;2;CURITIBA;PR;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5417;5417;0;2681;8098
COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES DA SEGURANÇA PÚBLICA DE SÃO PAULO - CREDIAFAM;4804353;b3S;S5;I;2;SAO PAULO;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;196;196;0;7790;7986
COLUNA S.A. DTVM - PRUDENCIAL;1000083728;n2;S4;I;2;RIO DE JANEIRO;RJ;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2087;2087;0;5892;7979
AG. FOMENTO ESTADO DE RORAIMA - PRUDENCIAL;1000081036;n1;S4;I;1;BOA VISTA;RR;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;854;854;0;7018;7872
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FABRICANTES DE CALÇADOS DE SAPIRANGA LTDA.;5841967;b3S;S5;I;2;SAPIRANGA;RS;44075;1666;0;0;2363;0;0;4030;0;0;0;0;0;0;0;0;4030;0;301;4331;0;3468;7799
UNIÃO ALTERNATIVA CC LTDA. - PRUDENCIAL;1000082396;n2;S4;I;2;PORTO ALEGRE;RS;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3948;3948;0;3851;7799
COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS FERROVIÁRIAS NO ESTADO DE SÃO PAULO;53932869;b3S;S5;I;2;OSASCO;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;251;251;0;7526;7777
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO DISTRITO FEDERAL LTDA. - COOSERVCRED;778858;b3S;S5;I;2;BRASILIA;DF;44075;0;0;0;1791;0;0;1791;0;0;0;0;0;0;0;0;1791;0;873;2664;0;5063;7727
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS APOSENTADOS, PENSIONISTAS E IDOSOS LIGADOS AO SINDICATO NACIONAL DOS APOSENTADOS, PENSIONISTAS E IDOSOS DA FORÇA SINDICAL - SICOOB COOPERNAPI;16564240;b3S;S5;I;2;SAO PAULO;SP;44075;1862;0;0;2098;0;0;3961;0;0;0;0;0;0;0;0;3961;0;2641;6602;0;1092;7694
COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES DE ÓRGAOS GESTORES DE RECURSOS HÍDRICOS DO ESTADO DE SÃO PAULO - COOPERHIDRO;53800488;b3S;S5;I;2;SAO PAULO;SP;44075;0;0;0;1851;0;0;1851;0;0;0;0;0;0;0;0;1851;0;424;2275;0;5419;7694
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA MORLAN - CRED MORLAN;731320;b3S;S5;I;2;ORLANDIA;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86;86;0;7588;7674
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO TELEFÔNICA;57598120;b3S;S5;I;2;SAO PAULO;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;287;287;0;7257;7545
SCD CREDITAS - PRUDENCIAL;1000084909;n1;S5;I;2;SAO PAULO;SP;44075;0;0;0;0;78;0;78;0;0;0;0;0;0;0;0;78;0;2024;2102;0;5415;7517
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS PLASCAR;17411307;b3S;S5;I;2;JUNDIAI;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;369;369;0;7066;7435
CRETOVALE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES DA VALE;28145589;b3S;S5;I;2;VITORIA;ES;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;991;991;0;6339;7330
SOROCABA CRÉDITO SCMEPP - PRUDENCIAL;1000083230;n1;S5;I;2;FORTALEZA;CE;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3801;3801;0;3503;7304
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS ENGENHEIROS, ARQUITETOS, AGRÔNOMOS E AFINS DO ESTADO DO RIO GRANDE DO SUL - PROJETA UNICRED;9187555;b3S;S5;I;2;PORTO ALEGRE;RS;44075;1505;0;0;4713;0;0;6218;0;0;0;0;0;0;0;0;6218;0;388;6606;0;695;7301
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA FACULDADE DE CIÊNCIAS AGRÁRIAS E VETERINÁRIAS - CAMPUS DE JABOTICABAL/SP - COOPERFAC;57259525;b3S;S5;I;2;JABOTICABAL;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;409;409;0;6775;7184
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS MELHORAMENTOS DE SÃO PAULO;1504952;b3S;S5;I;2;SAO PAULO;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;170;170;0;6987;7157
COOPERATIVA DE CRÉDITO RURAL DE PEQUENOS AGRICULTORES E DA REFORMA AGRÁRIA DO CENTRO OESTE DO PARANÁ - CREHNOR LARANJEIRAS;1330387;b3S;S5;I;2;LARANJEIRAS DO SUL;PR;44075;1243;0;0;5316;0;0;6559;0;0;0;0;0;0;0;0;6559;0;63;6623;0;510;7132
LEROSA S.A. CVC - PRUDENCIAL;1000082633;n2;S4;I;2;SAO PAULO;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5666;5666;0;1464;7131
CARTOS SCD - PRUDENCIAL;1000084442;n1;S5;I;2;SAO PAULO;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4500;4500;0;993;5493;0;1563;7056
MS SCMEPP LTDA - PRUDENCIAL;1000083333;n1;S5;I;2;FORTALEZA;CE;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;357;357;0;6694;7051
