Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;44075;4385609;2782201;3896642;2874765;488967;18015;476340;0,1419;0,2368;0;70
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;S4;C;2;SAO PAULO;SP;44075;4303911;3308786;3725577;3578786;578335;17530;578335;0,1378;0,0547;11;0
OMNI - PRUDENCIAL;1000080460;b1;S4;C;2;SAO PAULO;SP;44075;4280241;3231054;3817382;2984388;462859;28756;542698;0,1318;0,0486;6;0
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;S4;C;2;RIO DE JANEIRO;RJ;44075;4201700;77240;3816441;3033191;385258;17112;215315;0,134;0,1393;6;0
BANCO C6;1000084844;b1;S4;C;2;SAO PAULO;SP;44075;4032277;1515629;3321421;2617576;710856;-101384;227793;0,1069;0,6243;6;0
RODOBENS - PRUDENCIAL;1000080855;b1;S4;C;2;SAO PAULO;SP;44075;3929208;1354583;2679644;1708257;1249564;59807;849531;0,2529;0,3853;7;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;S4;I;2;PALOTINA;PR;44075;3829565;2300188;3420564;2445189;409000;17800;431285;0,1499;0,136;0;95
INDUSVAL - PRUDENCIAL;1000080415;b1;S4;C;2;SAO PAULO;SP;44075;3804393;697139;3565921;3411951;238472;-13817;157391;0,0792;0,451;9;0
BCO ABN AMRO S.A. - PRUDENCIAL;1000081579;b1;S4;I;3;SAO PAULO;SP;44075;3740769;513256;3195108;1294865;545661;-77669;545031;0,2167;0,0044;2;0
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;S4;C;2;UBERLANDIA;MG;44075;3630507;2050568;3136784;2366428;493723;3901;446393;0,1367;0,1451;2;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;S4;I;2;CAMPO MOURAO;PR;44075;3515026;1486338;2669775;2579795;845251;23049;843831;0,5257;0,0004;0;46
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;S5;I;2;GOIANIA;GO;44075;3500746;1831125;2916986;2850860;583759;29349;576343;0,2732;0,059;0;32
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE/NORDESTE - CENTRAL SICREDI NORTE/NORDESTE;70119680;b3C;S4;I;2;CABEDELO;PB;44075;3497032;140574;3324197;0;172835;9897;172828;0,9763;0,0173;0;0
RENDIMENTO - PRUDENCIAL;1000080659;b1;S4;C;2;SAO PAULO;SP;44075;3494788;891749;3105819;1881304;388969;13331;325688;0,1416;0,0429;14;1
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;S5;I;2;CHAPECO;SC;44075;3469474;2228300;3045776;2721970;423698;28266;391982;0,1635;0,1224;0;77
PEFISA S.A. - PRUDENCIAL;1000080305;n1;S4;I;2;SAO PAULO;SP;44075;3468700;2423317;2820065;1110673;648634;-6909;483586;0,1945;0,0704;2;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;S4;I;2;NOVA PETROPOLIS;RS;44075;3446760;1774709;2978213;2606690;468547;13883;449663;0,2073;0,0893;0;42
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E PROFISSIONAIS DA AREA DE SAUDE DO BRASIL LTDA.;42898825;b3S;S5;I;2;BELO HORIZONTE;MG;44075;3418463;1679885;2928040;2851491;490423;16863;455600;0,2122;0,035;0;33
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;S4;I;2;PONTA GROSSA;PR;44075;3360978;1832548;3017461;2442433;343517;12266;337637;0,1476;0,2083;0;31
BCO DA CHINA BRASIL S.A. - PRUDENCIAL;1000081816;b1;S4;I;3;SAO PAULO;SP;44075;3359633;1216986;2930772;2748883;428861;2344;371507;0,2586;0,0075;2;1
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SERRO AZUL – SICREDI UNIÃO RS;88894548;b3S;S4;I;2;CERRO LARGO;RS;44075;3282932;1865303;2790376;1921959;492556;21889;478315;0,217;0,0574;0;46
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO NORTE DO BRASIL - CENTRAL SICREDI CENTRO NORTE;33667205;b3C;S4;I;2;CUIABA;MT;44075;3270411;0;3116800;0;153611;224;66669;1,1823;0,0268;0;0
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;S4;I;3;SAO PAULO;SP;44075;3269559;2069228;2638631;1862443;630928;-7802;630814;0,3441;0;2;0
BCO A.J. RENNER S.A. - PRUDENCIAL;1000081799;b1;S4;C;3;PORTO ALEGRE;RS;44075;3144993;1553153;2907111;2359645;237882;7175;223866;0,1262;0,097;3;7
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;S4;I;2;CARLOS BARBOSA;RS;44075;3143439;2044180;2740397;2186587;403041;14304;397973;0,1533;0,0623;0;32
REALIZE CFI - PRUDENCIAL;1000084703;n1;S4;I;3;PORTO ALEGRE;RS;44075;3114858;2867335;2564645;725211;550214;-46998;460066;0,162;0,0089;2;0
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;S4;I;2;LONDRINA;PR;44075;3078943;1333684;2544840;2381949;534102;12428;532700;0,2263;0,0303;0;28
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DE ESTADOS RIO GRANDE DO SUL, SANTA CATARINA E MINAS GERAIS - SICREDI UNIESTADOS;87780268;b3S;S4;I;2;ERECHIM;RS;44075;3071183;2025766;2754593;2041591;316591;16177;323439;0,1399;0,1611;0;51
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICRED'S DE SANTA CATARINA E DO PARANÁ LTDA - UNICRED CENTRAL SC/PR;543968;b3C;S4;I;2;FLORIANOPOLIS;SC;44075;3011468;0;2880861;0;130607;1073;130581;0,1553;0,0135;0;0
CENTRAL DAS COOPERATIVAS DE CREDITO UNICOOB - SICOOB CENTRAL UNICOOB;5036532;b3C;S4;I;2;MARINGA;PR;44075;2986527;1545;2849191;89;137337;-2633;84473;0,1346;0,419;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO SUL DO MATO GROSSO DO SUL – SICREDI CENTRO-SUL MS;26408161;b3S;S4;I;2;DOURADOS;MS;44075;2954744;1669576;2417806;1763511;536938;22994;529606;0,2764;0,0555;0;32
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PLANALTO – SICREDI PLANALTO RS/MG;88038260;b3S;S4;I;2;CRUZ ALTA;RS;44075;2893907;1842422;2365601;1328480;528306;26927;524261;0,2436;0,0158;0;25
AGIBANK - PRUDENCIAL;1000083694;b1;S4;C;2;PORTO ALEGRE;RS;44075;2849837;1900701;2258377;1979078;591460;31923;542715;0,132;0,0932;5;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;S4;I;2;SORRISO;MT;44075;2732158;1343707;2253792;1761885;478366;25217;472985;0,2548;0,0736;0;15
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA;32995755;b3S;S4;I;2;TANGARA DA SERRA;MT;44075;2680631;1421375;2241603;1619929;439027;30087;432534;0,2252;0,0753;0;42
INTESA SANPAOLO BRASIL S.A. - PRUDENCIAL;1000084057;b1;S4;I;3;SAO PAULO;SP;44075;2622118;1483551;2265815;2242253;356303;2953;355565;0,2803;0,0016;2;0
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;S4;I;1;PORTO ALEGRE;RS;44075;2611171;1930720;1884108;1680985;727063;-4671;560984;0,2273;0,0464;2;0
PAYPAL IP - PRUDENCIAL;1000085018;n4;;I;2;SAO PAULO;SP;44075;2609441;0;2544407;520011;65035;-8381;NA;NA%;NA%;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DA AMAZÔNIA LTDA. - SICOOB CREDISUL.;3632872;b3S;S5;I;2;VILHENA;RO;44075;2583188;1953283;2188241;1595168;394947;20884;387015;0,1999;0,0667;0;42
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;S5;I;2;BRASILIA;DF;44075;2530022;1796038;1908243;1843084;621779;31925;619500;0,2861;0,0103;0;5
COOPERATIVA DE CRÉDITO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;S5;I;2;LINHARES;ES;44075;2512420;1609176;1958624;1725949;553796;24824;519025;0,2957;0,0445;0;20
BANCO DIGIO - PRUDENCIAL;1000084655;b2;S4;I;3;BARUERI;SP;44075;2443013;1729023;2066548;870516;376465;-9067;234979;0,1242;0,0057;2;0
