Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o)
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;41518;NA;NA;7338313;3390009;10728322;71327516;0;88045;1877117;166173;2131335;3640726;77099577;NA;NA%;NA%;0,1391;NA%;0,0348
SAFRA;10083;b1;;C;2;SAO PAULO;SP;41518;NA;NA;7154360;2264885;9419245;62324873;0;18436;1857631;225087;2101154;3272323;67698350;NA;NA%;NA%;0,1391;NA%;0,2391
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;41518;NA;NA;7871656;-188957;7682699;39096203;1002499;38012;7767696;18619;8826826;5042275;52965303;NA;NA%;NA%;0,1451;NA%;0,1544
BANRISUL;30173;b1;;C;1;PORTO ALEGRE;RS;41518;NA;NA;4983839;1833502;6654722;29165877;0;0;8167;20216;28383;4746018;33940278;NA;NA%;NA%;0,1961;NA%;0,0863
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;41518;NA;NA;2727811;2370258;5044842;25275845;0;3282;45700;0;48982;5010213;30335040;NA;NA%;NA%;0,1663;NA%;0,0465
BMG;30290;b1;;C;2;SAO PAULO;SP;41518;NA;NA;3101176;1294984;4074869;28604954;445556;0;0;0;445556;864294;29914805;NA;NA%;NA%;0,1362;NA%;0,0499
BANCO VOLKSWAGEN S.A.;59109165;b2;;I;3;SAO PAULO;SP;41518;NA;NA;2182884;964828;3147711;22217795;0;0;0;0;0;720610;22938405;NA;NA%;NA%;0,1372;NA%;0,0519
CREDIT SUISSE;30771;b1;;C;3;SAO PAULO;SP;41518;NA;NA;3180391;1105993;4256314;13181912;2145825;0;3440917;429665;6016406;2583163;21781481;NA;NA%;NA%;0,1954;NA%;0,2705
JP MORGAN CHASE;20107;b1;;C;3;SAO PAULO;SP;41518;NA;NA;3470333;0;3470333;7599223;2550903;61399;7249915;129757;9991974;1274757;18865953;NA;NA%;NA%;0,1839;NA%;0,0209
PANAMERICANO;31323;b1;;C;2;SAO PAULO;SP;41518;NA;NA;1742203;881844;2624047;15407015;0;0;367461;0;367461;1525266;17299741;NA;NA%;NA%;0,1517;NA%;0,4598
BNP PARIBAS;51516;b1;;C;3;SAO PAULO;SP;41518;NA;NA;2750774;128189;2878962;11175300;246980;3039;3687663;34621;3972303;1818670;16966273;NA;NA%;NA%;0,1697;NA%;0,0316
ABC-BRASIL;41856;b1;;C;3;SAO PAULO;SP;41518;NA;NA;1867276;900587;2767863;14400553;353822;38127;452445;109;844504;737247;15982303;NA;NA%;NA%;0,1732;NA%;0,0308
BIC;32119;b1;;C;2;SAO PAULO;SP;41518;NA;NA;1922724;930727;2853451;13189179;468767;0;33354;14730;516852;1415066;15121097;NA;NA%;NA%;0,1887;NA%;0,0555
BANCO DAYCOVAL S.A.;62232889;b1;;I;2;SAO PAULO;SP;41518;NA;NA;2379804;-14527;2365276;11891974;219371;0;1040273;7988;1267632;557427;13717032;NA;NA%;NA%;0,1724;NA%;0,0805
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;;I;3;SAO PAULO;SP;41518;NA;NA;1126735;560431;1687166;10027536;218773;88100;1152227;0;1459100;583777;12070413;NA;NA%;NA%;0,1398;NA%;0,0091
BANCO DA AMAZONIA S.A.;4902979;b1;;I;1;BELEM;PA;41518;NA;NA;1515190;34929;1550119;10843125;0;0;755;0;755;713109;11556989;NA;NA%;NA%;0,1341;NA%;0,0908
BANCO CLASSICO S.A.;31597552;b1;;I;2;RIO DE JANEIRO;RJ;41518;NA;NA;2288880;2288880;4577760;3612100;0;0;563;7106681;7107244;193165;10912509;NA;NA%;NA%;0,4195;NA%;0
MERCANTIL DO BRASIL;20152;b1;;C;2;BELO HORIZONTE;MG;41518;NA;NA;833860;417190;1251050;9827726;0;0;709;1950;2659;570274;10400659;NA;NA%;NA%;0,1203;NA%;0,1705
MERCEDES-BENZ;51262;b2;;C;3;SAO PAULO;SP;41518;NA;NA;1137388;128006;1265394;9703317;0;0;0;0;0;630274;10333591;NA;NA%;NA%;0,1225;NA%;0,0028
DEUTSCHE;51183;b1;;C;3;SAO PAULO;SP;41518;NA;NA;1627222;0;1627222;6052377;0;51692;3409960;0;3461653;779547;10293577;NA;NA%;NA%;0,1581;NA%;0,0235
BANCO GMAC S.A.;59274605;b2;;I;3;SAO PAULO;SP;41518;NA;NA;1266442;0;1266442;9118029;0;0;0;0;0;749371;9867400;NA;NA%;NA%;0,1283;NA%;0,134
ALFA;51293;b1;;C;2;SAO PAULO;SP;41518;NA;NA;1967460;0;1967460;8729425;0;682;25789;6333;32804;772805;9535035;NA;NA%;NA%;0,2063;NA%;0,1176
PINE;50304;b1;;C;2;SAO PAULO;SP;41518;NA;NA;1275581;200085;1475665;8389890;0;340609;422255;0;762864;160339;9313093;NA;NA%;NA%;0,1585;NA%;0,113
BRB;31976;b1;;C;1;BRASILIA;DF;41518;NA;NA;1003526;293060;1296586;8350445;0;324;91037;19659;111020;657315;9118779;NA;NA%;NA%;0,1422;NA%;0,1553
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;;I;1;PORTO ALEGRE;RS;41518;NA;NA;1596265;1849;1598115;8479391;0;0;0;17708;17708;516406;9013505;NA;NA%;NA%;0,1773;NA%;0,0149
BOFA MERRILL LYNCH;51255;b1;;C;3;SAO PAULO;SP;41518;NA;NA;1351662;52297;1403958;3869088;0;0;2987457;53961;3041418;861716;7772223;NA;NA%;NA%;0,1806;NA%;0,0249
MORGAN STANLEY;51413;b1;;C;3;SAO PAULO;SP;41518;NA;NA;1733594;857;1610355;4639165;276527;8223;1169402;109300;1563453;648962;6851580;NA;NA%;NA%;0,235;NA%;0,009
J.MALUCELLI;30881;b1;;C;2;CURITIBA;PR;41518;NA;NA;1278119;911;1279030;5653280;0;0;168691;0;168691;471208;6293178;NA;NA%;NA%;0,2032;NA%;0,4754
BANESTES;30159;b1;;C;1;VITORIA;ES;41518;NA;NA;893871;5307;899178;5125740;0;0;53975;0;53975;767581;5947295;NA;NA%;NA%;0,1512;NA%;0,2248
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;;I;2;PORTO ALEGRE;RS;41518;NA;NA;793661;233793;925756;5221823;0;0;5662;488;6150;369212;5597185;NA;NA%;NA%;0,1654;NA%;0,1097
BANCO CNH CAPITAL S.A.;2992446;b2;;I;3;CURITIBA;PR;41518;NA;NA;1117510;1847;1119357;4785845;0;0;0;0;0;358248;5144093;NA;NA%;NA%;0,2176;NA%;0,0048
SOCIETE GENERALE;31859;b1;;C;3;SAO PAULO;SP;41518;NA;NA;932187;-3958;928230;3588588;0;5009;877618;8791;891418;422673;4902679;NA;NA%;NA%;0,1893;NA%;0,0604
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;;I;3;PORTO ALEGRE;RS;41518;NA;NA;706749;0;706749;4612747;0;0;0;0;0;232064;4844811;NA;NA%;NA%;0,1459;NA%;0,0058
BANCOOB;51750;b1;;C;2;BRASILIA;DF;41518;NA;NA;576931;17122;594053;4229007;0;0;25494;0;25494;386976;4641478;NA;NA%;NA%;0,128;NA%;0,1185
JOHN DEERE;50071;b1;;C;3;INDAIATUBA;SP;41518;NA;NA;563137;126699;689836;3888916;370087;0;0;0;370087;125867;4384870;NA;NA%;NA%;0,1573;NA%;0,0059
BES;51482;b2;;C;3;SAO PAULO;SP;41518;NA;NA;659358;6216;665575;3368333;0;0;563290;24676;587966;243685;4199983;NA;NA%;NA%;0,1585;NA%;0,239
BANCO CATERPILLAR S.A.;2658435;b2;;I;3;SAO PAULO;SP;41518;NA;NA;645266;0;645266;4000052;0;0;0;0;0;170236;4170288;NA;NA%;NA%;0,1547;NA%;0,0035
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;;I;1;BELO HORIZONTE;MG;41518;NA;NA;1624861;-5181;1169680;3129880;0;0;548065;0;548065;385655;4063600;NA;NA%;NA%;0,2878;NA%;0,0232
BANCO FIDIS S/A;62237425;b2;;I;3;BETIM;MG;41518;NA;NA;519119;1508;520627;3792320;0;0;0;0;0;242336;4034655;NA;NA%;NA%;0,129;NA%;0,0124
BANCO VOLVO BRASIL S.A.;58017179;b2;;I;3;CURITIBA;PR;41518;NA;NA;492955;49372;542328;3792276;0;0;0;0;0;201157;3993433;NA;NA%;NA%;0,1358;NA%;0,0609
INDUSVAL;50531;b1;;C;2;SAO PAULO;SP;41518;NA;NA;555845;1305;554873;3296647;275572;14401;95530;475;385978;144430;3827055;NA;NA%;NA%;0,145;NA%;0,1757
GOLDMAN SACHS;51585;b2;;C;3;SAO PAULO;SP;41518;NA;NA;664131;0;664131;1499092;190476;0;1661333;85454;1937263;343624;3779978;NA;NA%;NA%;0,1757;NA%;0,0408
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;;I;1;PORTO ALEGRE;RS;41518;NA;NA;720844;0;540844;3373475;0;0;0;0;0;187133;3560608;NA;NA%;NA%;0,1519;NA%;0,007
SOFISA;31873;b1;;C;2;SAO PAULO;SP;41518;NA;NA;671009;-18412;652597;3137232;227185;190;24288;2816;254478;120271;3511982;NA;NA%;NA%;0,1858;NA%;0,3371
PSA FINANCE;51365;b2;;C;3;SAO PAULO;SP;41518;NA;NA;582583;0;582583;3079833;0;0;0;0;0;256997;3336830;NA;NA%;NA%;0,1746;NA%;0,0067
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;;I;3;SAO PAULO;SP;41518;NA;NA;396620;36291;432910;3147570;0;0;0;0;0;69073;3216643;NA;NA%;NA%;0,1346;NA%;0,0279
BONSUCESSO;50706;b1;;C;2;BELO HORIZONTE;MG;41518;NA;NA;382247;191124;573371;2866965;0;196;3841;4185;8222;300904;3176091;NA;NA%;NA%;0,1805;NA%;0,1269
COOPERATIVA DE CRÉDITO CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;41518;NA;NA;829845;71594;874151;2759959;0;0;0;0;0;272485;3032444;NA;NA%;NA%;0,2883;NA%;0,083
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;;I;3;SAO PAULO;SP;41518;NA;NA;673302;87873;761175;2621721;0;0;63900;0;63900;130741;2816362;NA;NA%;NA%;0,2703;NA%;0,003
BANCO CSF S.A.;8357240;b2;;I;3;SAO PAULO;SP;41518;NA;NA;753948;32;753980;2663628;0;0;0;0;0;123964;2787591;NA;NA%;NA%;0,2705;NA%;0,0098
INDUSTRIAL DO BRASIL;50988;b1;;C;2;SAO PAULO;SP;41518;NA;NA;451983;20551;472534;2369403;69049;0;96216;15912;181177;182809;2733389;NA;NA%;NA%;0,1729;NA%;0,074
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60779196;n1;;I;2;SAO PAULO;SP;41518;NA;NA;1459048;0;1459048;1383763;0;0;0;0;0;1225099;2608862;NA;NA%;NA%;0,5593;NA%;0,0111
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;;I;1;BELEM;PA;41518;NA;NA;484679;0;484675;2350944;0;0;2163;0;2163;201502;2554609;NA;NA%;NA%;0,1897;NA%;0,1654
ORIGINAL;51781;b1;;C;2;SAO PAULO;SP;41518;NA;NA;1996302;13726;2010027;1813175;0;60369;107649;0;168018;569428;2550620;NA;NA%;NA%;0,7881;NA%;0,0763
RODOBENS;51736;b1;;C;2;SAO PAULO;SP;41518;NA;NA;422809;0;422809;2508086;0;0;99;0;99;41596;2549781;NA;NA%;NA%;0,1658;NA%;0,2315
HONDA;51396;b2;;C;3;SAO PAULO;SP;41518;NA;NA;485698;0;485698;2449005;0;0;0;0;0;96866;2545871;NA;NA%;NA%;0,1908;NA%;0,0011
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;;I;3;SAO PAULO;SP;41518;NA;NA;1132968;-3450;1129518;1618498;0;0;672217;0;672217;201520;2492236;NA;NA%;NA%;0,4532;NA%;0,0331
BBM;30207;b1;;C;2;SALVADOR;BA;41518;NA;NA;546232;-2003;544229;1585836;227547;0;399800;0;627347;215512;2428695;NA;NA%;NA%;0,2241;NA%;0,0944
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;;I;1;ARACAJU;SE;41518;NA;NA;273287;107289;379334;2038615;0;1822;34426;25008;61256;239163;2339034;NA;NA%;NA%;0,1622;NA%;0,2382
CREDIT AGRICOLE;51066;b1;;C;3;SAO PAULO;SP;41518;NA;NA;760967;4459;765426;1998370;0;0;171059;0;171059;164848;2334277;NA;NA%;NA%;0,3279;NA%;0,0237
BANCO MODAL S.A.;30723886;b1;;I;2;RIO DE JANEIRO;RJ;41518;NA;NA;244323;64104;307048;944247;472200;10655;434800;36418;954073;106628;2004948;NA;NA%;NA%;0,1531;NA%;0,1041
BARCLAYS;51705;b1;;C;3;SAO PAULO;SP;41518;NA;NA;780123;0;780123;780251;0;18394;738569;0;756963;323284;1860498;NA;NA%;NA%;0,4193;NA%;0,0733
BANCO TRIANGULO S.A.;17351180;b1;;I;2;UBERLANDIA;MG;41518;NA;NA;347822;-741;347082;1317291;0;0;119;0;119;521207;1838617;NA;NA%;NA%;0,1888;NA%;0,2633
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;;I;2;SERTAOZINHO;SP;41518;NA;NA;323135;0;307093;1598800;0;0;76621;0;76621;119301;1794721;NA;NA%;NA%;0,1711;NA%;0,0421
CAIXA GERAL;51815;b1;;C;3;SAO PAULO;SP;41518;NA;NA;463739;6;463745;1540825;0;0;49555;509;50064;176040;1766929;NA;NA%;NA%;0,2625;NA%;0,0972
ING;51073;b1;;C;3;SAO PAULO;SP;41518;NA;NA;827904;0;827904;1192014;0;0;408131;0;408131;141797;1741942;NA;NA%;NA%;0,4753;NA%;0,0036
SCANIA BANCO S.A.;11417016;b2;;I;3;SAO BERNARDO DO CAMPO;SP;41518;NA;NA;152438;60189;212627;1740572;0;0;0;0;0;807;1741378;NA;NA%;NA%;0,1221;NA%;0,0124
BANCO FORD S.A.;90731688;b2;;I;3;SAO PAULO;SP;41518;NA;NA;282026;0;282026;1545475;0;0;0;0;0;109261;1654735;NA;NA%;NA%;0,1704;NA%;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;;I;2;BRASILIA;DF;41518;NA;NA;4314054;-836;4313218;1309386;0;0;30785;0;30785;220220;1560391;NA;NA%;NA%;2,7642;NA%;0,0069
BANIF;20255;b1;;C;3;SAO PAULO;SP;41518;NA;NA;210169;1060;211229;1263545;0;0;2;0;2;175975;1439522;NA;NA%;NA%;0,1467;NA%;0,0389
BANCO CARGILL S.A.;3609817;b1;;I;3;SAO PAULO;SP;41518;NA;NA;352127;-207;351919;1204994;31481;0;54824;0;86306;99044;1390344;NA;NA%;NA%;0,2531;NA%;0,0007
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;41518;NA;NA;406108;0;406108;1245026;0;0;0;0;0;0;1369529;NA;NA%;NA%;0,2965;NA%;0,0336
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;;I;3;BARUERI;SP;41518;NA;NA;412398;0;412398;1250806;0;0;0;0;0;68009;1318815;NA;NA%;NA%;0,3127;NA%;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;;I;2;LUCAS DO RIO VERDE;MT;41518;NA;NA;247966;2200;232026;1237068;0;0;0;0;0;50574;1287641;NA;NA%;NA%;0,1802;NA%;0,0581
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;41518;NA;NA;335872;0;335872;1165209;0;0;0;0;0;0;1281730;NA;NA%;NA%;0,262;NA%;0,025
RENDIMENTO;51468;b1;;C;2;SAO PAULO;SP;41518;NA;NA;201886;0;201886;926475;35742;0;10114;0;45856;309119;1281450;NA;NA%;NA%;0,1575;NA%;0,1555
FATOR;50122;b1;;C;2;SAO PAULO;SP;41518;NA;NA;405006;0;405006;837361;0;0;175146;58243;233389;133278;1204027;NA;NA%;NA%;0,3364;NA%;0,3781
BANCO INTERMEDIUM S/A;416968;b1;;I;2;BELO HORIZONTE;MG;41518;NA;NA;283860;0;283860;959869;0;0;0;0;0;217791;1177661;NA;NA%;NA%;0,241;NA%;0,0343
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;;I;2;SAO PAULO;SP;41518;NA;NA;473832;19694;493526;968051;0;0;0;0;0;170832;1138883;NA;NA%;NA%;0,4333;NA%;0,0015
BANCO IBM S.A.;34270520;b2;;I;3;RIO DE JANEIRO;RJ;41518;NA;NA;164495;0;164495;943275;0;0;0;0;0;122076;1065351;NA;NA%;NA%;0,1544;NA%;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO PARANÁ SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;;I;2;MARINGA;PR;41518;NA;NA;154302;0;143284;899759;0;0;0;0;0;78956;978715;NA;NA%;NA%;0,1464;NA%;0,2187
DACASA FINANCEIRA S.A.-SOC. DE CRED. FINANC. E INVESTIMENTO;27406222;n1;;I;2;VITORIA;ES;41518;NA;NA;109110;0;109110;561879;0;0;35193;0;35193;374643;971714;NA;NA%;NA%;0,1123;NA%;0,2102
BANCO MONEO S.A.;7441209;b2;;I;2;CAXIAS DO SUL;RS;41518;NA;NA;177780;0;177780;883291;0;0;6;0;6;84650;967947;NA;NA%;NA%;0,1837;NA%;0,0073
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;41518;NA;NA;251865;0;160095;902672;0;0;3953;0;3953;47223;953848;NA;NA%;NA%;0,1678;NA%;0,4556
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAIBA - SICREDI VANGUARDA PR/SP;78414067;b3S;;I;2;MEDIANEIRA;PR;41518;NA;NA;144012;5501;139548;885183;0;0;0;2685;2685;54792;942660;NA;NA%;NA%;0,148;NA%;0,1655
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;;I;2;NOVA PETROPOLIS;RS;41518;NA;NA;189009;0;174695;877431;0;0;0;213;214;33930;911574;NA;NA%;NA%;0,1916;NA%;0,121
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;;I;1;VITORIA;ES;41518;NA;NA;243831;0;243831;802427;0;0;0;0;0;93912;896339;NA;NA%;NA%;0,272;NA%;0,0889
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;41518;NA;NA;306569;0;154574;812488;0;0;36527;4063;40590;15783;868861;NA;NA%;NA%;0,1779;NA%;0,0343
XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;2332886;n2;;I;3;RIO DE JANEIRO;RJ;41518;NA;NA;118180;0;118180;501838;0;0;7850;2406;10256;353130;865224;NA;NA%;NA%;0,1366;NA%;0,1253
MIZUHO;51554;b1;;I;3;SAO PAULO;SP;41518;NA;NA;505240;4395;509635;614433;0;0;93464;0;93464;118316;826213;NA;NA%;NA%;0,6168;NA%;0,0077
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;;I;2;CERRO LARGO;RS;41518;NA;NA;162454;0;150306;766100;0;0;0;853;853;43883;810836;NA;NA%;NA%;0,1854;NA%;0,1681
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;;I;1;SALVADOR;BA;41518;NA;NA;449478;5675;305153;708604;0;0;0;0;0;80153;788757;NA;NA%;NA%;0,3869;NA%;0,1579
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;;I;1;SAO PAULO;SP;41518;NA;NA;1036140;0;836140;635619;0;0;0;0;0;143734;779353;NA;NA%;NA%;1,0729;NA%;0,0041
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;;I;2;SORRISO;MT;41518;NA;NA;138124;0;129034;721179;0;0;0;0;0;46759;767938;NA;NA%;NA%;0,168;NA%;0,1131
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;;I;2;CAMPO MOURAO;PR;41518;NA;NA;259364;0;259364;713236;0;1909;0;0;1909;44472;759616;NA;NA%;NA%;0,3414;NA%;0,0006
SOCOPA;50328;b1;;C;2;SAO PAULO;SP;41518;NA;NA;148992;31393;180385;448115;73027;538;9;0;73575;175790;697480;NA;NA%;NA%;0,2586;NA%;0,0341
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO GAÚCHO - SICREDI PLANALTO GAÚCHO;88038260;b3S;;I;2;CRUZ ALTA;RS;41518;NA;NA;128346;0;119151;637544;0;0;0;0;0;36373;673917;NA;NA%;NA%;0,1768;NA%;0,0535
COOPERATIVA DE CRÉDITO DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES - SICOOB CREDICOONAI.;53923116;b3S;;I;2;RIBEIRAO PRETO;SP;41518;NA;NA;141401;959;136689;606897;0;0;0;0;0;0;667586;NA;NA%;NA%;0,2048;NA%;0,1934
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;;I;3;SAO PAULO;SP;41518;NA;NA;341414;0;341414;350973;0;0;260266;0;260266;43845;655085;NA;NA%;NA%;0,5212;NA%;0,0126
STANDARD CHARTERED BANK (BRASIL) S.A. ? BANCO DE INVESTIMENTO;11932017;b2;;I;3;SAO PAULO;SP;41518;NA;NA;301066;-692;300374;429665;0;0;126049;0;126049;95574;651288;NA;NA%;NA%;0,4612;NA%;0,0026
COOPERATIVA CENTRAL DE CREDITO DE SANTA CATARINA-SICOOB CENTRAL SC;80160260;b3C;;I;2;FLORIANOPOLIS;SC;41518;NA;NA;149120;0;88765;609542;0;0;12625;0;12625;19856;642022;NA;NA%;NA%;0,1383;NA%;0,2775
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;;I;2;ENCANTADO;RS;41518;NA;NA;153843;0;142743;612577;0;0;1;0;1;24848;637426;NA;NA%;NA%;0,2239;NA%;0,0712
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;;I;2;PALOTINA;PR;41518;NA;NA;103304;12981;109245;581373;0;0;0;0;0;42489;623862;NA;NA%;NA%;0,1751;NA%;0,0777
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;;I;2;CARLOS BARBOSA;RS;41518;NA;NA;92813;17470;103686;596546;0;0;0;0;0;25873;622419;NA;NA%;NA%;0,1666;NA%;0,113
COOPERATIVA CENTRAL DE CRÉDITO URBANO - CECRED;5463212;b3C;;I;2;BLUMENAU;SC;41518;NA;NA;98179;0;98179;485937;0;0;0;0;0;0;618055;NA;NA%;NA%;0,1589;NA%;0,0745
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE GUARIBA;44469161;b3S;;I;2;GUARIBA;SP;41518;NA;NA;104996;0;99673;587160;0;0;0;0;0;27863;615023;NA;NA%;NA%;0,1621;NA%;0,0402
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE BELO HORIZONTE E CIDADES PÓLO DE MINAS GERAIS LTDA.;42898825;b3S;;I;2;BELO HORIZONTE;MG;41518;NA;NA;101229;526;99602;539966;0;0;0;257;257;69221;609445;NA;NA%;NA%;0,1634;NA%;0,0638
