Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento
BANCO DA AMAZONIA S.A.;4902979;b1;;I;1;BELEM;PA;41518;11264438;2197449;9714319;3688957;1550119;10513;1550119;0,1341;0,0908;123;4
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;;I;1;PORTO ALEGRE;RS;41518;10806228;8977722;9208114;8808138;1598115;37951;1598115;0,1773;0,0149;3;0
PINE;50304;b1;;C;2;SAO PAULO;SP;41518;10673844;5781116;9409402;8190856;1264442;40243;1475665;0,1585;0,113;13;0
MERCEDES-BENZ;51262;b2;;C;3;SAO PAULO;SP;41518;10439843;10040099;9298287;8317715;1141556;10521;1265394;0,1225;0,0028;2;0
MORGAN STANLEY;51413;b1;;C;3;SAO PAULO;SP;41518;9938888;0;8199697;5439110;1739191;35905;1610355;0,235;0,009;2;0
BES;51482;b2;;C;3;SAO PAULO;SP;41518;9901558;1928233;9242200;6462632;659358;10071;665575;0,1585;0,239;6;0
BARCLAYS;51705;b1;;C;3;SAO PAULO;SP;41518;9187183;151425;8407060;4243206;780123;47054;780123;0,4193;0,0733;1;0
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;;I;3;SAO PAULO;SP;41518;7683442;1212199;6553848;3692718;1129595;17906;1129518;0,4532;0,0331;2;0
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;41518;6749751;227532;6443182;6997;306569;-1;154574;0,1779;0,0343;0;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;;I;3;PORTO ALEGRE;RS;41518;6032928;5408900;5324400;4915286;708529;17406;706749;0,1459;0,0058;2;0
BANCO CLASSICO S.A.;31597552;b1;;I;2;RIO DE JANEIRO;RJ;41518;6027999;0;1369137;2;4658863;81038;4577760;0,4195;0;1;0
BANCO FIDIS S/A;62237425;b2;;I;3;BETIM;MG;41518;5935754;5612890;5414291;5304995;521463;9038;520627;0,129;0,0124;2;0
BANCO CNH CAPITAL S.A.;2992446;b2;;I;3;CURITIBA;PR;41518;5643466;4915465;4521409;4032879;1122058;35957;1119357;0,2176;0,0048;1;0
BANCO IBM S.A.;34270520;b2;;I;3;RIO DE JANEIRO;RJ;41518;4967371;2567990;4688471;4478731;278900;-24493;164495;0,1544;0;2;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;;I;2;BRASILIA;DF;41518;4941266;1057105;628047;530626;4313218;19114;4313218;2,7642;0,0069;53;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;;I;1;BELEM;PA;41518;4652906;2665788;4168227;3946796;484679;33692;484675;0,1897;0,1654;44;49
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;;I;1;BELO HORIZONTE;MG;41518;4442127;3639468;2822446;2257237;1619682;6179;1169680;0,2878;0,0232;1;0
J.MALUCELLI;30881;b1;;C;2;CURITIBA;PR;41518;4288912;2732524;3009180;2926030;1279732;31540;1279030;0,2032;0,4754;2;0
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;;I;3;SAO PAULO;SP;41518;4250912;3200127;3845116;3284942;405796;17691;432910;0,1346;0,0279;1;0
SOFISA;31873;b1;;C;2;SAO PAULO;SP;41518;4227294;1979705;3527382;2632432;699912;5858;652597;0,1858;0,3371;17;0
INDUSVAL;50531;b1;;C;2;SAO PAULO;SP;41518;4176751;2467025;3602296;3195594;574455;2003;554873;0,145;0,1757;14;1
JOHN DEERE;50071;b1;;C;3;INDAIATUBA;SP;41518;4078764;4057242;3515627;3335489;563137;23341;689836;0,1573;0,0059;2;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;;I;1;PORTO ALEGRE;RS;41518;3997808;3339925;3276964;3123741;720844;7077;540844;0,1519;0,007;1;0
BANCO CATERPILLAR S.A.;2658435;b2;;I;3;SAO PAULO;SP;41518;3970082;3407726;3324816;3231607;645266;-9972;645266;0,1547;0,0035;1;0
BANCO VOLVO BRASIL S.A.;58017179;b2;;I;3;CURITIBA;PR;41518;3742077;3692355;3249121;3023457;492955;-5434;542328;0,1358;0,0609;1;0
GOLDMAN SACHS;51585;b2;;C;3;SAO PAULO;SP;41518;3701889;122141;2995073;1349693;706816;-15606;664131;0,1757;0,0408;2;0
BANCO CSF S.A.;8357240;b2;;I;3;SAO PAULO;SP;41518;3513784;3003773;2759804;243695;753980;64509;753980;0,2705;0,0098;1;0
ING;51073;b1;;C;3;SAO PAULO;SP;41518;3508582;1103510;2680678;2431754;827904;10794;827904;0,4753;0,0036;2;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;;I;1;ARACAJU;SE;41518;3480082;1591088;3206795;2850362;273287;14511;379334;0,1622;0,2382;61;10
PSA FINANCE;51365;b2;;C;3;SAO PAULO;SP;41518;3456979;2844654;2786365;1235376;670614;14895;582583;0,1746;0,0067;2;0
COOPERATIVA DE CRÉDITO CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;41518;3446167;2126119;2544728;2501843;901439;30093;874151;0,2883;0,083;0;50
CREDIT AGRICOLE;51066;b1;;C;3;SAO PAULO;SP;41518;3412456;894316;2651487;2072886;760969;-2610;765426;0,3279;0,0237;5;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;;I;3;SAO PAULO;SP;41518;3208238;1361569;2534717;2279300;673521;11351;761175;0,2703;0,003;1;0
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;;I;2;RIBEIRAO PRETO;SP;41518;3175362;0;3040192;2763258;135170;2893;78263;0,2038;0,1339;0;0
ORIGINAL;51781;b1;;C;2;SAO PAULO;SP;41518;3156569;1033861;1145757;801308;2010813;-17828;2010027;0,7881;0,0763;2;0
BONSUCESSO;50706;b1;;C;2;BELO HORIZONTE;MG;41518;3149878;2088364;2767631;1415271;382247;10198;573371;0,1805;0,1269;5;0
BBM;30207;b1;;C;2;SALVADOR;BA;41518;3110925;1098420;2563762;2140387;547163;7953;544229;0,2241;0,0944;9;0
PORTO SEGURO;51444;n1;;C;2;SAO PAULO;SP;41518;3011958;2939254;2649861;759670;362097;25277;0;NI%;0;3;0
HONDA;51396;b2;;C;3;SAO PAULO;SP;41518;2988048;2782551;2501883;2350851;486165;19414;485698;0,1908;0,0011;2;0
COOPERATIVA CENTRAL DE CRÉDITO DOS ESTADOS DO PARANÁ E DE SÃO PAULO - CENTRAL SICREDI PR/SP;80230774;b3C;;I;2;CURITIBA;PR;41518;2893052;85732;2761168;296;131884;0;68804;0,1653;0,0397;0;0
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;41518;2538149;24498;2286285;219489;251865;4791;160095;0,1678;0,4556;0;1
COOPERATIVA CENTRAL DE CREDITO DE SANTA CATARINA-SICOOB CENTRAL SC;80160260;b3C;;I;2;FLORIANOPOLIS;SC;41518;2449148;113665;2300028;2062126;149120;5358;88765;0,1383;0,2775;0;0
STANDARD CHARTERED BANK (BRASIL) S.A. ? BANCO DE INVESTIMENTO;11932017;b2;;I;3;SAO PAULO;SP;41518;2331732;0;2031358;724786;300374;4284;300374;0,4612;0,0026;1;0
RENASCENCA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;62287735;n2;;I;2;SAO PAULO;SP;41518;2224303;0;2179932;2159178;44371;3013;44371;0,8145;0,0323;1;0
INDUSTRIAL DO BRASIL;50988;b1;;C;2;SAO PAULO;SP;41518;2104350;1267512;1652066;1488580;452284;8690;472534;0,1729;0,074;8;0
RODOBENS;51736;b1;;C;2;SAO PAULO;SP;41518;2093875;1490179;1671065;1400798;422810;16357;422809;0,1658;0,2315;3;0
BANCO CARGILL S.A.;3609817;b1;;I;3;SAO PAULO;SP;41518;1947756;1425292;1595836;1461966;351919;3045;351919;0,2531;0,0007;1;0
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;;I;2;SERTAOZINHO;SP;41518;1924004;1292154;1600869;1510401;323135;15139;307093;0,1711;0,0421;0;25
XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;2332886;n2;;I;3;RIO DE JANEIRO;RJ;41518;1909679;0;1790816;0;118862;11220;118180;0,1366;0,1253;3;0
SOCOPA;50328;b1;;C;2;SAO PAULO;SP;41518;1803612;195597;1651187;860929;152426;7094;180385;0,2586;0,0341;3;0
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;;I;2;BELO HORIZONTE;MG;41518;1762419;49786;1666320;66876;96098;3455;56655;0,121;0,3199;0;0
SCANIA BANCO S.A.;11417016;b2;;I;3;SAO BERNARDO DO CAMPO;SP;41518;1756847;1748804;1604408;1526629;152438;-2095;212627;0,1221;0,0124;1;0
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60779196;n1;;I;2;SAO PAULO;SP;41518;1755773;911356;296725;0;1459048;161444;1459048;0,5593;0,0111;1;0
BANCO TRIANGULO S.A.;17351180;b1;;I;2;UBERLANDIA;MG;41518;1750955;1159048;1403871;1126106;347084;4261;347082;0,1888;0,2633;45;0
COOPERATIVA CENTRAL DE CRÉDITO DE MATO GROSSO, PARÁ E RONDÔNIA - CENTRAL SICREDI MT/PA/RO;33667205;b3C;;I;2;CUIABA;MT;41518;1678170;137188;1580334;99150;97836;31;60621;0,2078;0,0257;0;0
PERNAMBUCANAS;40699;n1;;C;2;SAO PAULO;SP;41518;1674329;1578045;1164743;189305;509586;55705;0;NI%;0;2;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;41518;1627925;1119183;1221106;1160678;406819;18877;406108;0,2965;0,0336;0;68
CAIXA GERAL;51815;b1;;C;3;SAO PAULO;SP;41518;1603275;574922;1139369;621412;463906;-1019;463745;0,2625;0,0972;4;0
OMNI;50940;n1;;C;2;SAO PAULO;SP;41518;1589788;1236746;1418515;724340;171273;13031;0;NI%;0;2;0
RENDIMENTO;51468;b1;;C;2;SAO PAULO;SP;41518;1588673;530074;1386387;597619;202287;14193;201886;0,1575;0,1555;14;1
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;;I;1;VITORIA;ES;41518;1571793;928460;1327873;949922;243919;5796;243831;0,272;0,0889;1;0
BANCO FORD S.A.;90731688;b2;;I;3;SAO PAULO;SP;41518;1507332;1369556;1225306;1196896;282026;3989;282026;0,1704;0;1;0
FATOR;50122;b1;;C;2;SAO PAULO;SP;41518;1499413;72747;1094407;866055;405006;9293;405006;0,3364;0,3781;4;0
ICAP DO BRASIL CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;9105360;n2;;I;3;RIO DE JANEIRO;RJ;41518;1469426;3406;1408114;1049478;61311;-177;61248;0,1338;0,1302;2;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;;I;1;CURITIBA;PR;41518;1408694;668206;64812;29063;1343882;7767;211857;0,8095;0,0058;1;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;;I;2;SAO PAULO;SP;41518;1395507;1223791;901981;291552;493526;28412;493526;0,4333;0,0015;1;0
MIZUHO;51554;b1;;I;3;SAO PAULO;SP;41518;1393837;314403;884202;633713;509635;160;509635;0,6168;0,0077;1;0
BANCO INTERMEDIUM S/A;416968;b1;;I;2;BELO HORIZONTE;MG;41518;1378683;1048376;1094823;873580;283860;685;283860;0,241;0,0343;5;0
BANCO MODAL S.A.;30723886;b1;;I;2;RIO DE JANEIRO;RJ;41518;1370219;386172;1129247;865273;240973;-2410;307048;0,1531;0,1041;2;0
BANIF;20255;b1;;C;3;SAO PAULO;SP;41518;1351998;1058289;1141631;928618;210368;-34341;211229;0,1467;0,0389;13;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;;I;2;LUCAS DO RIO VERDE;MT;41518;1344598;938401;1096632;605245;247966;17005;232026;0,1802;0,0581;0;22
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;41518;1326061;984121;990182;967100;335879;15562;335872;0,262;0,025;0;5
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;;I;1;SAO PAULO;SP;41518;1276707;684912;240567;205645;1036140;4895;836140;1,0729;0,0041;0;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;;I;3;BARUERI;SP;41518;1250640;1105194;794082;654774;456558;5980;412398;0,3127;0;3;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO PARANÁ SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;;I;2;MARINGA;PR;41518;1186597;713837;1032295;675480;154302;7606;143284;0,1464;0,2187;0;68
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;;I;2;CAMPO MOURAO;PR;41518;1175805;576424;916442;845557;259364;6708;259364;0,3414;0,0006;0;36
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;;I;2;NOVA PETROPOLIS;RS;41518;1149262;588117;960253;876218;189009;9489;174695;0,1916;0,121;0;39
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;;I;2;FRANCISCO BELTRAO;PR;41518;1108259;14858;1052680;732674;55579;141;55579;0,1819;0,1128;0;0
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CRESOL CENTRAL SC/RS;7202627;b3C;;I;2;CHAPECO;SC;41518;1068601;13537;1007705;686179;60896;2428;60893;0,1178;0,1197;0;0
BANCO GUANABARA S.A.;31880826;b1;;I;2;RIO DE JANEIRO;RJ;41518;1061722;492503;934781;819232;126941;961;143091;0,2428;0,0203;1;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE BELO HORIZONTE E CIDADES PÓLO DE MINAS GERAIS LTDA.;42898825;b3S;;I;2;BELO HORIZONTE;MG;41518;1012240;304595;909456;885172;102783;4403;99602;0,1634;0,0638;0;33
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE GUARIBA;44469161;b3S;;I;2;GUARIBA;SP;41518;1002680;387285;897684;828595;104996;1624;99673;0,1621;0,0402;0;4
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;;I;2;CERRO LARGO;RS;41518;960367;541879;797913;583049;162454;5454;150306;0,1854;0,1681;0;42
BMW;51420;n1;;C;3;SAO PAULO;SP;41518;952991;804118;775922;642286;177068;70;0;NI%;0;2;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAIBA - SICREDI VANGUARDA PR/SP;78414067;b3S;;I;2;MEDIANEIRA;PR;41518;936719;566023;792708;578342;144012;7517;139548;0,148;0,1655;0;35
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;;I;2;SORRISO;MT;41518;929503;510440;791379;465316;138124;7673;129034;0,168;0,1131;0;13
BANCO MONEO S.A.;7441209;b2;;I;2;CAXIAS DO SUL;RS;41518;883918;829056;706138;692877;177780;2857;177780;0,1837;0,0073;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;;I;2;ENCANTADO;RS;41518;875499;277072;721655;634834;153843;7493;142743;0,2239;0,0712;0;20
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;;I;1;SALVADOR;BA;41518;855052;407111;399899;324219;455153;5288;305153;0,3869;0,1579;1;0
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82937293;n1;;I;1;FLORIANOPOLIS;SC;41518;845880;722224;365731;303831;480149;6604;80149;0,1465;0,0427;1;0
COOPERATIVA CENTRAL DE CRÉDITO URBANO - CECRED;5463212;b3C;;I;2;BLUMENAU;SC;41518;831002;65270;732291;642872;98712;0;98179;0,1589;0,0745;0;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;;I;3;SAO PAULO;SP;41518;823512;292385;482098;387390;341414;-69;341414;0,5212;0,0126;1;0
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE/NORDESTE - UNICRED CENTRAL NORTE/NORDESTE;70119680;b3C;;I;2;CABEDELO;PB;41518;819922;105896;727968;0;91954;2399;91954;0,278;0,0565;0;0
COOPERATIVA CENTRAL DE CRÉDITO DE GOIÁS LTDA;33416108;b3C;;I;2;GOIANIA;GO;41518;816797;1851;762367;0;54431;4005;22472;0,3604;0,3295;0;0
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DA ÁREA DE SAÚDE E EMPRESÁRIOS LTDA;2398976;b3S;;I;2;LONDRINA;PR;41518;810079;338313;555017;523376;255063;8589;202170;0,3468;0,0505;0;19
UNIPRIME CENTRAL - CENTRAL INTERESTADUAL DE COOPERATIVAS DE CREDITO LTDA.;3046391;b3C;;I;2;LONDRINA;PR;41518;791556;0;769237;34501;22319;0;22319;0,1607;0,2222;0;1
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;;I;2;CARLOS BARBOSA;RS;41518;790301;352986;697487;590843;92813;4992;103686;0,1666;0,113;0;29
DACASA FINANCEIRA S.A.-SOC. DE CRED. FINANC. E INVESTIMENTO;27406222;n1;;I;2;VITORIA;ES;41518;787957;684457;678836;346034;109121;2801;109110;0,1123;0,2102;44;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO GAÚCHO - SICREDI PLANALTO GAÚCHO;88038260;b3S;;I;2;CRUZ ALTA;RS;41518;779364;480956;651018;344064;128346;7386;119151;0,1768;0,0535;0;21
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO CENTRO SUL DO MATO GROSSO DO SUL - SICREDI CENTRO-SUL MS;26408161;b3S;;I;2;DOURADOS;MS;41518;754464;451528;625386;397694;129078;7541;120110;0,2172;0,0768;0;21
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;;I;2;PALOTINA;PR;41518;749007;408220;645702;410807;103304;6892;109245;0,1751;0,0777;0;31
COOPERATIVA DE CRÉDITO DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES - SICOOB CREDICOONAI.;53923116;b3S;;I;2;RIBEIRAO PRETO;SP;41518;721459;507210;579098;283125;142360;3780;136689;0,2048;0,1934;0;38
COOPERATIVA CENTRO BRASILEIRA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE LTDA.;37395399;b3S;;I;2;GOIANIA;GO;41518;684043;460257;534763;504862;149280;11949;149279;0,2683;0,0588;0;13
BANCO COMMERCIAL INVESTMENT TRUST DO BRASIL S.A. - BANCO MÚLTIPLO;43818780;b2;;I;3;BARUERI;SP;41518;677426;493145;438845;294940;238581;-3722;238589;0,4012;0,0032;1;0
BANCO TRICURY S.A.;57839805;b2;;I;2;SAO PAULO;SP;41518;668197;328068;462838;430611;205359;4571;205359;0,3796;0,1931;1;0
BANCO A.J. RENNER S.A.;92874270;b1;;I;2;PORTO ALEGRE;RS;41518;655363;516000;563037;526011;92326;5187;92326;0,1685;0,0151;1;0
COOPERATIVA CENTRAL DE CRÉDITO DE MATO GROSSO DO SUL, GOIÁS, DISTRITO FEDERAL E TOCANTINS - CENTRAL SICREDI BRASIL CENTRAL;33737818;b3C;;I;2;CAMPO GRANDE;MS;41518;632086;13541;606747;0;25339;1;14618;0,1893;0,0527;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DO RIO GRANDE DO SUL E OESTE DE SANTA CATARINA - SICREDI NORTE RS/SC;87780268;b3S;;I;2;ERECHIM;RS;41518;628269;383781;551378;407364;76891;3418;71488;0,1328;0,1159;0;36
CENTRAL DE COOPERATIVAS DE ECONOMIA E CRÉDITO MÚTUO DO ESTADO DO RIO GRANDE DO SUL LTDA - UNICRED CENTRAL RS;1634601;b3C;;I;2;PORTO ALEGRE;RS;41518;623758;4891;601917;0;21841;134;21841;0,1506;0,2653;0;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;;I;2;CHAPECO;SC;41518;609734;365607;495306;481175;114429;11922;113887;0,2236;0,0465;0;31
