Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j)
BANCO DAYCOVAL S.A.;62232889;b1;;I;2;SAO PAULO;SP;41518;94116;3023217;939460;7690412;-448076;7242336;0;0;0;0;0;2577712;434156;208010;14519006;0;14519006
BANESTES;30159;b1;;C;1;VITORIA;ES;41518;252324;4241420;4207150;3661034;-200581;3460453;528;150089;77628;-6374;221871;777116;823036;205262;14188632;77628;14111004
MERCANTIL DO BRASIL;20152;b1;;C;2;BELO HORIZONTE;MG;41518;193522;3055304;465986;8847751;-603721;8244030;26;3579;2164;-57;5712;1003375;717210;248560;13933699;2164;13931535
SOCIETE GENERALE;31859;b1;;C;3;SAO PAULO;SP;41518;3999;2814551;2324698;2205209;-243589;1961620;1582;574286;84282;-15795;644354;6020537;66792;57410;13893961;84282;13809679
ALFA;51293;b1;;C;2;SAO PAULO;SP;41518;6280;482512;4692749;7239345;-104134;7135211;20261;317871;45428;-4181;379379;681119;132501;259539;13769290;45428;13723862
BOFA MERRILL LYNCH;51255;b1;;C;3;SAO PAULO;SP;41518;3776;1983982;4307755;302425;-23604;278821;0;0;0;0;0;5895452;24622;36122;12530530;0;12530530
BANCO GMAC S.A.;59274605;b2;;I;3;SAO PAULO;SP;41518;19993;353399;120714;8747985;-145782;8602203;6354;374935;273011;-3809;650492;1727007;212637;170697;11857142;273011;11584131
BRB;31976;b1;;C;1;BRASILIA;DF;41518;189553;1112733;921541;7434025;-326618;7107407;0;0;0;0;0;1124496;617305;201316;11274351;0;11274351
BANCO DA AMAZONIA S.A.;4902979;b1;;I;1;BELEM;PA;41518;49751;1464872;5948549;2144392;-68882;2075510;0;0;0;0;0;1130007;374450;221297;11264438;0;11264438
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;;I;1;PORTO ALEGRE;RS;41518;18;0;1599227;8973957;-270727;8703230;0;0;0;0;0;475857;4119;23777;10806228;0;10806228
PINE;50304;b1;;C;2;SAO PAULO;SP;41518;281078;869056;2796052;5094982;-169861;4925121;0;0;0;0;0;1423927;211916;166693;10673844;0;10673844
MERCEDES-BENZ;51262;b2;;C;3;SAO PAULO;SP;41518;4447;41293;0;8759997;-235009;8524988;1166;148503;94773;-4844;239598;1697274;19353;7663;10534616;94773;10439843
MORGAN STANLEY;51413;b1;;C;3;SAO PAULO;SP;41518;225;4959481;3615442;0;0;0;0;0;0;0;0;1343850;595;19295;9938888;0;9938888
BES;51482;b2;;C;3;SAO PAULO;SP;41518;14990;486993;5126158;1740969;-3581;1737389;0;0;0;0;0;2371480;5092;159456;9901558;0;9901558
BARCLAYS;51705;b1;;C;3;SAO PAULO;SP;41518;22238;2971012;2148620;150765;-1508;149257;0;0;0;0;0;3833924;4776;57357;9187183;0;9187183
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;;I;3;SAO PAULO;SP;41518;13248;2497912;1259303;892320;-13334;878986;0;0;0;0;0;2920363;66072;47559;7683442;0;7683442
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;41518;3;1501335;4793458;227532;-39;227493;0;0;0;0;0;151191;105;76165;6749751;0;6749751
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;;I;3;PORTO ALEGRE;RS;41518;1017;327385;12169;5053596;-268339;4785257;1831;635666;294258;-17786;913969;260883;20619;5888;6327186;294258;6032928
BANCO CLASSICO S.A.;31597552;b1;;I;2;RIO DE JANEIRO;RJ;41518;479;205890;5699152;0;0;0;0;0;0;0;0;122387;7;84;6027999;0;6027999
BANCO FIDIS S/A;62237425;b2;;I;3;BETIM;MG;41518;23075;67100;91262;5604753;-146621;5458132;257;10173;2307;-2146;10591;260446;20152;7304;5938061;2307;5935754
BANCO CNH CAPITAL S.A.;2992446;b2;;I;3;CURITIBA;PR;41518;40854;626595;3641;4825783;-260882;4564901;821;116054;46356;-5963;157267;260694;27824;8046;5689823;46356;5643466
BANCO IBM S.A.;34270520;b2;;I;3;RIO DE JANEIRO;RJ;41518;22423;2181411;1;833944;-25020;808924;811;1627529;9109;-29999;1607450;131264;110603;114405;4976480;9109;4967371
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;;I;2;BRASILIA;DF;41518;134;1837666;580467;1056760;-67513;989247;0;0;0;0;0;40763;1463245;29745;4941266;0;4941266
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;;I;1;BELEM;PA;41518;120010;917618;559303;2617953;-93182;2524771;0;0;0;0;0;183375;267667;80163;4652906;0;4652906
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;;I;1;BELO HORIZONTE;MG;41518;36703;50086;452167;3639466;-161798;3477668;0;0;0;0;0;352590;45744;27169;4442127;0;4442127
J.MALUCELLI;30881;b1;;C;2;CURITIBA;PR;41518;638;643986;216293;2724475;-84560;2639915;0;0;0;0;0;74977;99325;613777;4288912;0;4288912
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;;I;3;SAO PAULO;SP;41518;10468;426498;285604;3078731;-55560;3023171;1327;249822;134570;-2856;382863;213212;18051;25614;4385482;134570;4250912
SOFISA;31873;b1;;C;2;SAO PAULO;SP;41518;57386;28603;1086615;1782395;-102662;1679733;401;79640;61695;-2677;139059;416359;661271;219963;4288988;61695;4227294
INDUSVAL;50531;b1;;C;2;SAO PAULO;SP;41518;36652;143122;1278053;2097599;-197379;1900220;0;0;0;0;0;621578;97343;99782;4176751;0;4176751
JOHN DEERE;50071;b1;;C;3;INDAIATUBA;SP;41518;1620;37206;80;4057242;-91980;3965262;0;0;0;0;0;45463;25060;4072;4078764;0;4078764
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;;I;1;PORTO ALEGRE;RS;41518;416;0;656327;3339925;-72871;3267054;0;0;0;0;0;70090;149;3771;3997808;0;3997808
BANCO CATERPILLAR S.A.;2658435;b2;;I;3;SAO PAULO;SP;41518;1177;0;545763;3395660;-182902;3212758;31;35750;11532;-108;47205;140623;31837;2251;3981615;11532;3970082
BANCO VOLVO BRASIL S.A.;58017179;b2;;I;3;CURITIBA;PR;41518;4599;1676;0;3621171;-132789;3488382;2315;111356;43454;-4090;153035;102816;1995;33028;3785530;43454;3742077
GOLDMAN SACHS;51585;b2;;C;3;SAO PAULO;SP;41518;2161;1013377;2081920;122141;-611;121530;0;0;0;0;0;412515;591;69794;3701889;0;3701889
BANCO CSF S.A.;8357240;b2;;I;3;SAO PAULO;SP;41518;6542;0;144060;1056727;-318042;738685;0;0;0;0;0;2585880;5616;33001;3513784;0;3513784
ING;51073;b1;;C;3;SAO PAULO;SP;41518;1431;1530767;597836;400396;-76;400320;0;0;0;0;0;974593;681;2954;3508582;0;3508582
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;;I;1;ARACAJU;SE;41518;76747;667367;545679;1591088;-46882;1544206;0;0;0;0;0;157831;397891;90361;3480082;0;3480082
PSA FINANCE;51365;b2;;C;3;SAO PAULO;SP;41518;9285;60000;267114;2811351;-64706;2746645;308;104326;71783;-1223;175194;266105;0;4420;3528762;71783;3456979
COOPERATIVA DE CRÉDITO CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;41518;2953;0;1142753;2126119;-45109;2081010;0;0;0;0;0;36891;46499;136060;3446167;0;3446167
CREDIT AGRICOLE;51066;b1;;C;3;SAO PAULO;SP;41518;6830;1618980;366993;82058;-258;81801;0;0;0;0;0;1315809;3889;18153;3412456;0;3412456
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;;I;3;SAO PAULO;SP;41518;21279;884053;532507;732709;-1234;731475;0;0;0;0;0;821941;207580;9404;3208238;0;3208238
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;;I;2;RIBEIRAO PRETO;SP;41518;92;2988639;119365;0;0;0;0;0;0;0;0;1767;9;65490;3175362;0;3175362
ORIGINAL;51781;b1;;C;2;SAO PAULO;SP;41518;12746;631950;1133442;1028460;-68794;959666;0;0;0;0;0;224144;40066;154556;3156569;0;3156569
BONSUCESSO;50706;b1;;C;2;BELO HORIZONTE;MG;41518;9177;234206;585364;2051154;-144207;1906947;0;0;0;0;0;273408;68000;72777;3149878;0;3149878
BBM;30207;b1;;C;2;SALVADOR;BA;41518;5065;946553;660867;851897;-41950;809946;0;0;0;0;0;629636;4556;54302;3110925;0;3110925
PORTO SEGURO;51444;n1;;C;2;SAO PAULO;SP;41518;21793;0;70911;1141075;-126472;1014603;0;0;0;0;0;1894674;3768;6209;3011958;0;3011958
HONDA;51396;b2;;C;3;SAO PAULO;SP;41518;479;142648;235;2782463;-152715;2629748;21;1451;1872;-49;3296;190910;19942;2663;2989920;1872;2988048
COOPERATIVA CENTRAL DE CRÉDITO DOS ESTADOS DO PARANÁ E DE SÃO PAULO - CENTRAL SICREDI PR/SP;80230774;b3C;;I;2;CURITIBA;PR;41518;2;661407;2033142;85732;-3;85730;0;0;0;0;0;79895;42;32833;2893052;0;2893052
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;41518;364;1189981;1018624;24498;-386;24112;0;0;0;0;0;18331;131212;155526;2538149;0;2538149
COOPERATIVA CENTRAL DE CREDITO DE SANTA CATARINA-SICOOB CENTRAL SC;80160260;b3C;;I;2;FLORIANOPOLIS;SC;41518;13;2018159;234387;113665;-663;113002;0;0;0;0;0;3265;562;79760;2449148;0;2449148
STANDARD CHARTERED BANK (BRASIL) S.A. ? BANCO DE INVESTIMENTO;11932017;b2;;I;3;SAO PAULO;SP;41518;6550;720366;459046;0;0;0;0;0;0;0;0;1144514;467;788;2331732;0;2331732
RENASCENCA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;62287735;n2;;I;2;SAO PAULO;SP;41518;601;2163276;47333;0;0;0;0;0;0;0;0;11540;120;1433;2224303;0;2224303
INDUSTRIAL DO BRASIL;50988;b1;;C;2;SAO PAULO;SP;41518;6031;456043;72424;1109795;-39318;1070476;0;5563;4938;0;10501;431057;25923;36832;2109288;4938;2104350
RODOBENS;51736;b1;;C;2;SAO PAULO;SP;41518;870;27815;224917;1362149;-43439;1318711;1190;149869;3592;-1469;153182;56536;217264;98173;2097468;3592;2093875
BANCO CARGILL S.A.;3609817;b1;;I;3;SAO PAULO;SP;41518;63467;259304;135438;736566;-18899;717667;0;0;0;0;0;767605;4046;229;1947756;0;1947756
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;;I;2;SERTAOZINHO;SP;41518;9788;20674;498725;1060077;-47785;1012291;0;0;0;0;0;281421;47402;53704;1924004;0;1924004
XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;2332886;n2;;I;3;RIO DE JANEIRO;RJ;41518;673;151928;409188;0;0;0;0;0;0;0;0;1326038;6357;15493;1909679;0;1909679
SOCOPA;50328;b1;;C;2;SAO PAULO;SP;41518;238515;321461;314065;191079;-10096;180984;0;0;0;0;0;720179;22253;6156;1803612;0;1803612
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;;I;2;BELO HORIZONTE;MG;41518;4;1179010;469924;49622;-990;48632;0;0;0;0;0;7244;41;57562;1762419;0;1762419
SCANIA BANCO S.A.;11417016;b2;;I;3;SAO BERNARDO DO CAMPO;SP;41518;63;8720;296;1724980;-39118;1685862;467;25828;2764;-12560;16499;45385;65;2721;1759611;2764;1756847
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60779196;n1;;I;2;SAO PAULO;SP;41518;785;742763;169252;911356;-195505;715852;0;0;0;0;0;108206;149;18767;1755773;0;1755773
BANCO TRIANGULO S.A.;17351180;b1;;I;2;UBERLANDIA;MG;41518;405;271627;133900;986520;-96082;890438;0;0;0;0;0;283537;79663;91384;1750955;0;1750955
COOPERATIVA CENTRAL DE CRÉDITO DE MATO GROSSO, PARÁ E RONDÔNIA - CENTRAL SICREDI MT/PA/RO;33667205;b3C;;I;2;CUIABA;MT;41518;2;479165;997913;137188;-561;136627;0;0;0;0;0;40454;33;23975;1678170;0;1678170
PERNAMBUCANAS;40699;n1;;C;2;SAO PAULO;SP;41518;8113;88300;1706;1039713;-246786;792926;0;0;0;0;0;781316;421;1545;1674329;0;1674329
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;41518;10182;0;400470;1119183;-24607;1094576;0;0;0;0;0;8474;23693;90530;1627925;0;1627925
CAIXA GERAL;51815;b1;;C;3;SAO PAULO;SP;41518;3487;297413;296912;558018;-6414;551604;0;0;0;0;0;405678;2768;45413;1603275;0;1603275
OMNI;50940;n1;;C;2;SAO PAULO;SP;41518;17167;24907;108434;1202490;-139367;1063123;0;0;0;0;0;186684;141602;47871;1589788;0;1589788
RENDIMENTO;51468;b1;;C;2;SAO PAULO;SP;41518;334151;255687;64082;501200;-19642;481558;0;0;0;0;0;388614;24205;40376;1588673;0;1588673
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;;I;1;VITORIA;ES;41518;764;460204;177665;922580;-34851;887729;0;0;0;0;0;21596;2074;21761;1571793;0;1571793
BANCO FORD S.A.;90731688;b2;;I;3;SAO PAULO;SP;41518;1103;131061;0;1369556;-26142;1343414;0;0;0;0;0;31754;1;0;1507332;0;1507332
FATOR;50122;b1;;C;2;SAO PAULO;SP;41518;777;38393;991738;72747;-4431;68316;0;0;0;0;0;246167;898;153123;1499413;0;1499413
ICAP DO BRASIL CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;9105360;n2;;I;3;RIO DE JANEIRO;RJ;41518;742;1129286;172089;3406;-45;3362;0;0;0;0;0;148995;6917;8035;1469426;0;1469426
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;;I;1;CURITIBA;PR;41518;8;0;735730;668206;-5359;662847;0;0;0;0;0;8702;177;1229;1408694;0;1408694
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;;I;2;SAO PAULO;SP;41518;175;117230;172937;760630;-242673;517957;0;0;0;0;0;586493;0;717;1395507;0;1395507
MIZUHO;51554;b1;;I;3;SAO PAULO;SP;41518;3091;99284;761311;203792;-778;203014;0;0;0;0;0;322570;649;3919;1393837;0;1393837
BANCO INTERMEDIUM S/A;416968;b1;;I;2;BELO HORIZONTE;MG;41518;575;91426;175135;1047284;-44347;1002937;0;0;0;0;0;31499;67372;9739;1378683;0;1378683
BANCO MODAL S.A.;30723886;b1;;I;2;RIO DE JANEIRO;RJ;41518;22647;105242;640285;350503;-9038;341464;0;0;0;0;0;128660;98810;33110;1370219;0;1370219
BANIF;20255;b1;;C;3;SAO PAULO;SP;41518;12596;53419;312645;941928;-423864;518063;0;0;0;0;0;349666;97173;8436;1351998;0;1351998
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;;I;2;LUCAS DO RIO VERDE;MT;41518;7241;0;0;927565;-53144;874421;0;0;0;0;0;20592;382685;59660;1344598;0;1344598
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;41518;2;18871;312425;984121;-20457;963664;0;0;0;0;0;3715;8929;18456;1326061;0;1326061
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;;I;1;SAO PAULO;SP;41518;0;138400;463349;684912;-36164;648747;0;0;0;0;0;21816;898;3498;1276707;0;1276707
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;;I;3;BARUERI;SP;41518;7877;0;0;0;0;0;11048;1198643;15806;-28135;1197362;58810;630;1766;1266445;15806;1250640
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO PARANÁ SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;;I;2;MARINGA;PR;41518;16425;0;0;699218;-36232;662986;0;0;0;0;0;30275;417286;59625;1186597;0;1186597
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;;I;2;CAMPO MOURAO;PR;41518;3755;477620;126943;574834;-11864;562970;0;0;0;0;0;4058;302;156;1175805;0;1175805
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;;I;2;NOVA PETROPOLIS;RS;41518;12267;0;33389;573134;-30991;542144;0;0;0;0;0;25606;478832;57025;1149262;0;1149262
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;;I;2;FRANCISCO BELTRAO;PR;41518;390;23584;323322;14858;-155;14703;0;0;0;0;0;6681;733310;6270;1108259;0;1108259
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CRESOL CENTRAL SC/RS;7202627;b3C;;I;2;CHAPECO;SC;41518;1378;35812;298877;13537;-362;13175;0;0;0;0;0;21991;690080;7289;1068601;0;1068601
BANCO GUANABARA S.A.;31880826;b1;;I;2;RIO DE JANEIRO;RJ;41518;940;509497;28914;478213;-17017;461196;109;38309;28510;-1601;65327;5749;15698;2909;1090232;28510;1061722
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE BELO HORIZONTE E CIDADES PÓLO DE MINAS GERAIS LTDA.;42898825;b3S;;I;2;BELO HORIZONTE;MG;41518;13619;0;175;304595;-7690;296905;0;0;0;0;0;18722;665737;17082;1012240;0;1012240
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE GUARIBA;44469161;b3S;;I;2;GUARIBA;SP;41518;1455;0;530794;387285;-4405;382880;0;0;0;0;0;61706;7263;18582;1002680;0;1002680
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;;I;2;CERRO LARGO;RS;41518;11343;0;578;530094;-40626;489468;0;0;0;0;0;24947;378306;55725;960367;0;960367
BMW;51420;n1;;C;3;SAO PAULO;SP;41518;16338;0;38138;787334;-14756;772578;37;74252;57465;-614;131140;46536;4921;805;1010456;57465;952991
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAIBA - SICREDI VANGUARDA PR/SP;78414067;b3S;;I;2;MEDIANEIRA;PR;41518;8997;0;12746;557082;-22406;534676;0;0;0;0;0;23427;308200;48673;936719;0;936719
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;;I;2;SORRISO;MT;41518;3073;43996;0;503981;-24253;479728;0;0;0;0;0;12311;352306;38088;929503;0;929503
BANCO MONEO S.A.;7441209;b2;;I;2;CAXIAS DO SUL;RS;41518;73;21544;0;822144;-26613;795531;0;0;0;0;0;30801;34667;1303;883918;0;883918
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;;I;2;ENCANTADO;RS;41518;2547;6;132505;272282;-26262;246019;0;0;0;0;0;12194;444231;37996;875499;0;875499
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;;I;1;SALVADOR;BA;41518;369;7335;388176;407111;-28988;378123;0;0;0;0;0;28016;4272;48760;855052;0;855052
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82937293;n1;;I;1;FLORIANOPOLIS;SC;41518;159;0;148496;718999;-44403;674596;0;0;0;0;0;14637;4566;3426;845880;0;845880
COOPERATIVA CENTRAL DE CRÉDITO URBANO - CECRED;5463212;b3C;;I;2;BLUMENAU;SC;41518;48;177668;530223;65270;-653;64618;0;0;0;0;0;8319;42278;7848;831002;0;831002
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;;I;3;SAO PAULO;SP;41518;8477;172814;284053;81177;-237;80941;0;0;0;0;0;272476;444;4308;823512;0;823512
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE/NORDESTE - UNICRED CENTRAL NORTE/NORDESTE;70119680;b3C;;I;2;CABEDELO;PB;41518;37;0;697375;105896;-580;105316;0;0;0;0;0;1755;10239;5199;819922;0;819922
COOPERATIVA CENTRAL DE CRÉDITO DE GOIÁS LTDA;33416108;b3C;;I;2;GOIANIA;GO;41518;356;774452;6;1851;-29;1821;0;0;0;0;0;729;75;39358;816797;0;816797
