Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;AA;A;B;C;D;E;F;G;H;Total Exterior
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;I;1;;5;BELO HORIZONTE;MG;01/09/2015;5690721;1848608;1137598;1133337;1138090;259580;27316;44709;12552;88930;0
DEUTSCHE;51183;b1;C;3;;199;SAO PAULO;SP;01/09/2015;4862524;2941614;183917;211856;45222;0;0;0;0;0;1479914
PINE;50304;b1;C;2;;199;SAO PAULO;SP;01/09/2015;4680103;354127;1256416;1099553;1036747;149820;44794;95297;13925;54039;575384
BANCO CSF S.A.;8357240;b2;I;3;;8;SAO PAULO;SP;01/09/2015;4654504;0;3433110;148159;128041;144071;127577;109390;99137;465019;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;I;3;;8;PORTO ALEGRE;RS;01/09/2015;4609176;0;3300485;477753;472953;103522;22300;26254;40810;165098;0
BANCO FIDIS S/A;62237425;b2;I;3;;8;BETIM;MG;01/09/2015;4582842;1445440;1203746;1453004;320788;63892;18227;19470;4843;53432;0
PORTO SEGURO;51444;n1;C;2;;197;SAO PAULO;SP;01/09/2015;4218403;20577;3592976;93170;90465;52855;61368;49292;62654;195044;0
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;I;3;;8;SAO PAULO;SP;01/09/2015;4139898;575817;2752108;371947;315006;62220;21918;9595;6712;24575;0
BANESTES;30159;b1;C;1;;199;VITORIA;ES;01/09/2015;4085929;1954042;820732;590747;226047;162038;56724;43732;32376;199492;0
BANCO VOLVO BRASIL S.A.;58017179;b2;I;3;;8;CURITIBA;PR;01/09/2015;3950168;556041;1011057;1532066;530107;86564;50314;28535;32683;122800;0
J.MALUCELLI;30881;b1;C;2;;199;CURITIBA;PR;01/09/2015;3906454;0;3005250;639478;124207;36412;21745;18594;14015;46752;0
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;;2;BELEM;PA;01/09/2015;3827433;1211447;1396924;922732;51667;61937;75659;11076;40464;55527;0
ORIGINAL;51781;b1;C;2;;199;SAO PAULO;SP;01/09/2015;3757888;207870;1981751;1199086;119665;117999;9138;11400;35450;75530;0
BANCO FIBRA S.A.;58616418;b1;I;2;;8;SAO PAULO;SP;01/09/2015;3692735;87433;427408;1876983;243386;185323;108067;8562;14343;161470;579759
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;;30;PORTO ALEGRE;RS;01/09/2015;3611085;715249;1357404;1028327;190175;166172;14216;18879;44155;76509;0
BANCO IBM S.A.;34270520;b2;I;3;;8;RIO DE JANEIRO;RJ;01/09/2015;3559910;1631905;525506;637990;232927;442484;24260;24285;3946;36607;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;I;3;;8;SAO PAULO;SP;01/09/2015;3552354;1535256;80059;83863;0;0;0;0;0;0;1853176
BANCO CATERPILLAR S.A.;2658435;b2;I;3;;8;SAO PAULO;SP;01/09/2015;3399562;557108;1252455;928979;287539;107580;43308;48092;32369;142133;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;I;1;;8;BELEM;PA;01/09/2015;3390689;0;3113807;25110;60551;13231;8801;15770;9121;144297;0
HONDA;51396;b2;C;3;;198;SAO PAULO;SP;01/09/2015;3344561;2662;1511281;543392;875304;197784;49200;35647;22406;106886;0
SOCIETE GENERALE;31859;b1;C;3;;199;SAO PAULO;SP;01/09/2015;3179109;1642012;1035180;189471;20738;10251;24803;6517;7641;242497;0
ING;51073;b1;C;3;;199;SAO PAULO;SP;01/09/2015;2989041;2848327;140714;0;0;0;0;0;0;0;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;I;2;;14;SAO PAULO;SP;01/09/2015;2518609;0;1488273;148318;152324;109462;84859;72293;71076;392002;0
BANCO CARGILL S.A.;3609817;b1;I;3;;8;SAO PAULO;SP;01/09/2015;2418412;934621;1278126;84897;26076;3874;74313;7555;0;8950;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;I;2;;14;SAO PAULO;SP;01/09/2015;2268051;NI;1342369;121058;112009;103793;85578;75083;87367;340794;0
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60779196;n1;I;2;;14;SAO PAULO;SP;01/09/2015;2180028;0;993123;311330;130750;120175;131936;115390;57024;320301;0
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;I;3;;8;SAO PAULO;SP;01/09/2015;2121166;1753119;87961;226813;29838;3440;0;0;0;19996;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CREDICITRUS;54037916;b3S;I;2;;9;BEBEDOURO;SP;01/09/2015;1992141;65766;1494506;227868;103125;26807;13068;6551;9410;45039;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;;8;ARACAJU;SE;01/09/2015;1969053;652020;624317;405418;156309;51725;13014;5499;6017;54735;0
INTERMEDIUM;51884;b1;C;2;;199;BELO HORIZONTE;MG;01/09/2015;1923819;220666;1446708;89018;63403;26622;19784;8475;14721;34422;0
SOFISA;31873;b1;C;2;;199;SAO PAULO;SP;01/09/2015;1888663;0;394458;738235;655339;53196;6802;6869;317;33447;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;;9;BLUMENAU;SC;01/09/2015;1886464;0;1382860;282205;103765;54217;18685;9650;6307;28775;0
INDUSVAL;50531;b1;C;2;;199;SAO PAULO;SP;01/09/2015;1861231;54024;524613;586668;152230;104264;101208;23879;32055;165258;117032
PSA FINANCE;51365;b2;C;3;;198;SAO PAULO;SP;01/09/2015;1815021;0;1296379;406816;68876;18056;6566;3734;2720;11874;0
SCANIA BANCO S.A.;11417016;b2;I;3;;8;SAO BERNARDO DO CAMPO;SP;01/09/2015;1809675;148856;636752;826261;89207;65659;10023;5317;5630;21969;0
CREDIT AGRICOLE;51066;b1;C;3;;199;SAO PAULO;SP;01/09/2015;1744661;1594749;149912;0;0;0;0;0;0;0;0
INDUSTRIAL DO BRASIL;50988;b1;C;2;;199;SAO PAULO;SP;01/09/2015;1721539;774749;694428;120415;52635;18211;39514;5441;6002;10144;0
JP MORGAN CHASE;20107;b1;C;3;;199;SAO PAULO;SP;01/09/2015;1679524;1337513;193117;147297;0;0;0;0;0;1597;0
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;I;2;;9;SERTAOZINHO;SP;01/09/2015;1678546;0;1178943;282545;91366;20522;9557;20622;23265;51726;0
BANCO RODOBENS S.A.;33603457;b1;I;2;;8;SAO PAULO;SP;01/09/2015;1642705;699306;664298;115511;83629;34510;18026;7907;7449;12069;0
BBM;30207;b1;C;2;;199;SALVADOR;BA;01/09/2015;1476503;273034;546424;398996;156726;7474;27299;15348;762;25215;25226
BANCO TRIANGULO S.A.;17351180;b1;I;2;;8;UBERLANDIA;MG;01/09/2015;1465562;164590;601233;278209;274323;34441;14429;15644;15134;67558;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;I;2;;9;BRASILIA;DF;01/09/2015;1264755;0;1164292;39228;13177;13485;6499;7924;4890;15260;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;I;2;;25;BRASILIA;DF;01/09/2015;1260512;470421;528220;64787;21571;8835;148308;4438;4781;9150;0
BMW;51420;n1;C;3;;197;SAO PAULO;SP;01/09/2015;1249919;273421;371135;255983;233995;102088;8967;587;1048;2696;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;I;2;;9;LUCAS DO RIO VERDE;MT;01/09/2015;1224574;0;262726;511572;214396;64635;57610;38189;5311;70135;0
OMNI;50940;n1;C;2;;197;SAO PAULO;SP;01/09/2015;1196850;0;169945;429528;224600;110962;46659;34904;28865;151386;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;I;3;;19;BARUERI;SP;01/09/2015;1161829;563531;151279;179364;140130;35659;35387;2356;9082;45041;0
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;I;1;;30;SAO PAULO;SP;01/09/2015;1083600;582078;146605;130388;148539;25357;26150;14095;431;9958;0
MIZUHO;51554;b1;I;3;;199;SAO PAULO;SP;01/09/2015;1066432;975487;0;0;0;0;0;0;0;81972;8974
BANCO FORD S.A.;90731688;b2;I;3;;8;SAO PAULO;SP;01/09/2015;1064954;0;517368;300972;125758;97555;2093;5092;803;15313;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;I;1;;5;VITORIA;ES;01/09/2015;1061670;63607;632155;192561;97860;17431;9932;18072;5739;24312;0
BES;51482;b2;C;3;;198;SAO PAULO;SP;01/09/2015;1006027;616953;67815;62623;461;0;903;25124;0;13761;218388
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;I;2;;9;MARINGA;PR;01/09/2015;977416;0;643644;173261;60509;45623;10603;10812;4031;28934;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;I;2;;9;CAMPO MOURAO;PR;01/09/2015;916034;16187;513014;323585;39652;8509;9792;2324;0;2970;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;I;1;;30;CURITIBA;PR;01/09/2015;906094;156417;579243;122434;17146;3395;2556;1134;2831;20937;0
BANCO MONEO S.A.;7441209;b2;I;2;;8;CAXIAS DO SUL;RS;01/09/2015;846397;448;225432;388252;124849;19286;51667;8730;11817;15917;0
BANCO A.J. RENNER S.A.;92874270;b1;I;2;;8;PORTO ALEGRE;RS;01/09/2015;816756;0;637265;98641;33743;11246;6927;4329;3718;20887;0
CAIXA GERAL;51815;b1;C;3;;199;SAO PAULO;SP;01/09/2015;808459;22140;99160;557484;77955;0;0;51720;0;0;0
BANCO ABN AMRO S.A.;3532415;b1;I;3;;8;SAO PAULO;SP;01/09/2015;776886;371409;298435;0;0;0;0;0;0;107042;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;I;2;;9;MEDIANEIRA;PR;01/09/2015;770761;4;502119;125421;52755;34729;17298;10651;5382;22403;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;I;3;;8;SAO PAULO;SP;01/09/2015;763314;0;763314;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;I;2;;9;CERRO LARGO;RS;01/09/2015;736840;0;285101;184214;148272;47187;21555;16663;4487;29363;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;I;2;;9;GOIANIA;GO;01/09/2015;732340;28913;348723;231860;77264;17250;8633;1800;6934;10963;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;I;2;;9;LINHARES;ES;01/09/2015;710567;1671;176107;356943;109841;17071;6263;4910;1537;36223;0
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82937293;n1;I;1;;30;FLORIANOPOLIS;SC;01/09/2015;659193;200808;96295;189498;88981;24944;2696;2379;6142;47451;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;I;2;;9;CHAPECO;SC;01/09/2015;647290;14892;266572;240044;68107;17165;9496;7269;12393;11353;0
BANCO LUSO BRASILEIRO S.A.;59118133;b1;I;2;;8;SAO PAULO;SP;01/09/2015;620229;0;176293;337786;68350;7481;2560;563;1463;25733;0
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;I;1;;30;SALVADOR;BA;01/09/2015;616319;124727;201299;164679;88668;11862;1338;1109;416;22221;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;I;2;;9;NOVA PETROPOLIS;RS;01/09/2015;615379;0;294932;132007;70170;53878;16923;17169;3505;26795;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;I;2;;9;PALOTINA;PR;01/09/2015;603045;0;353331;141242;35609;29783;12617;10856;3867;15739;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PLANALTO   SICREDI PLANALTO RS/SC;88038260;b3S;I;2;;9;CRUZ ALTA;RS;01/09/2015;599804;0;223961;200495;92107;31726;15274;18082;1580;16579;0
UNICRED JOÃO PESSOA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE JOÃO PESSOA LTDA.;35571249;b3S;I;2;;9;JOAO PESSOA;PB;01/09/2015;594265;0;487509;23204;50881;9106;6263;511;108;16683;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO CENTRO SUL DO MATO GROSSO DO SUL - SICREDI CENTRO-SUL MS;26408161;b3S;I;2;;9;DOURADOS;MS;01/09/2015;589279;0;290465;160051;60995;28500;11305;6507;3411;28045;0
DACASA FINANCEIRA;51891;n1;C;2;;197;VITORIA;ES;01/09/2015;587482;0;364687;31933;23085;19138;17855;16721;17711;96352;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO - SICOOB CREDICOONAI;53923116;b3S;I;2;;9;RIBEIRAO PRETO;SP;01/09/2015;584981;21761;427911;40850;49962;14532;10751;2754;246;16212;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31815293;b3S;I;2;;9;SAO GABRIEL DA PALHA;ES;01/09/2015;568338;11009;185967;292627;39468;8472;4295;3909;6678;15913;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;I;2;;9;VENDA NOVA DO IMIGRANTE;ES;01/09/2015;558827;18651;259490;199167;33613;17621;5609;6151;7705;10820;0
BOFA MERRILL LYNCH;51255;b1;C;3;;199;SAO PAULO;SP;01/09/2015;555649;272148;278368;0;1;0;5130;1;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DO RIO GRANDE DO SUL E OESTE DE SANTA CATARINA - SICREDI NORTE RS/SC;87780268;b3S;I;2;;9;ERECHIM;RS;01/09/2015;553953;0;278329;173170;48801;24038;10758;6536;2174;10148;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO CENTRO DO RGS - SICREDI REGIÃO CENTRO;95594941;b3S;I;2;;9;SANTA MARIA;RS;01/09/2015;551262;0;204735;195395;75163;27879;18586;11292;3326;14886;0
BANCO YAMAHA MOTOR DO BRASIL S.A.;10371492;b2;I;3;;8;GUARULHOS;SP;01/09/2015;544597;0;3673;269708;214143;13006;8851;5308;4843;25065;0
BANCO MODAL S.A.;30723886;b1;I;2;;8;RIO DE JANEIRO;RJ;01/09/2015;535964;46476;221008;118445;138066;2132;0;0;0;9839;0
UNIPRIME NORTE DO PARANA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS LTDA.;2398976;b3S;I;2;;9;LONDRINA;PR;01/09/2015;526986;0;296721;170119;42747;5623;4745;2902;1081;3047;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC;81607046;b3S;I;2;;9;SAO MIGUEL D'OESTE;SC;01/09/2015;524909;44300;330214;118413;18861;5151;1536;707;1196;4530;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PAMPA GAÚCHO - SICREDI PAMPA GAÚCHO;87733077;b3S;I;2;;9;ITAQUI;RS;01/09/2015;508335;0;108212;211393;92305;67330;6862;8799;2389;11044;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;I;2;;9;SORRISO;MT;01/09/2015;500776;0;106040;245258;55564;43657;9029;8389;8741;24098;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;I;2;;9;CARLOS BARBOSA;RS;01/09/2015;471589;7;178072;165274;55638;32278;18048;8772;2526;10973;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA ÁREA DA SAÚDE, PROFESSORES, CONTABILISTAS E EMPRESÁRIOS DA GRANDE FLORIANÓPOLIS LTDA. - UNICRED FLORIANÓPOLIS;74064502;b3S;I;2;;9;FLORIANOPOLIS;SC;01/09/2015;459026;0;224833;121973;73750;17983;12337;5006;906;2237;0
BANCO BONSUCESSO S.A.;71027866;b1;I;2;;8;BELO HORIZONTE;MG;01/09/2015;451806;969;259938;74620;36194;35101;10989;12671;6865;14458;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA SAÚDE, CONTABILISTAS, PROFESSORES E EMPRESÁRIOS DO LITORAL E NORTE CATARINENSE LTDA;74114042;b3S;I;2;;9;ITAJAI;SC;01/09/2015;451787;0;223536;155815;35642;16513;3210;10872;2518;3681;0
BANCO SEMEAR S.A.;795423;b1;I;2;;8;BELO HORIZONTE;MG;01/09/2015;451535;0;269318;79024;28517;14315;8947;6722;6713;37978;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO-SERRANA DO ESPÍRITO SANTO - SICOOB CENTRO-SERRANO;31804966;b3S;I;2;;9;SANTA MARIA DE JETIBA;ES;01/09/2015;449591;7915;131577;227646;44351;8274;12281;3263;1687;12598;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO ARAGUAIA E XINGU - SICREDI ARAXINGU;33021064;b3S;I;2;;9;CANARANA;MT;01/09/2015;448037;0;146028;167777;77495;20545;12009;10055;755;13374;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL DO ESPÍRITO SANTO - SICOOB SUL;32467086;b3S;I;2;;9;CACHOEIRO DE ITAPEMIRIM;ES;01/09/2015;439969;28987;222773;133414;22571;13990;3266;1497;5450;8023;0
CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9313766;n1;I;2;;14;SAO PAULO;SP;01/09/2015;430409;0;197055;103953;105616;19411;770;1081;1742;781;0
RENDIMENTO;51468;b1;C;2;;199;SAO PAULO;SP;01/09/2015;428346;0;294977;74303;38893;6145;2333;6626;1832;3238;0
BANCO RANDON S.A.;11476673;b1;I;2;;8;CAXIAS DO SUL;RS;01/09/2015;424453;16002;303068;59901;32520;4639;5214;1399;125;1585;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NORTE MATO-GROSSENSE - SICREDI NORTE MT;37442605;b3S;I;2;;9;COLIDER;MT;01/09/2015;424068;0;144203;154322;63932;33095;9202;6929;2341;10044;0
BANCO DA CHINA BRASIL S.A.;10690848;b1;I;3;;8;SAO PAULO;SP;01/09/2015;418424;4420;279273;65965;0;0;0;0;0;68765;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO CERRADO - SICREDI VALE DO CERRADO;32983165;b3S;I;2;;9;CAMPO VERDE;MT;01/09/2015;411981;0;84905;122880;113192;57926;14267;5180;3755;9876;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42898825;b3S;I;2;;9;BELO HORIZONTE;MG;01/09/2015;410732;22871;148222;97810;99305;37819;1018;277;1946;1465;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO JURUENA - SICREDI UNIVALES MT/RO;70431630;b3S;I;2;;9;JUINA;MT;01/09/2015;407770;0;150787;142720;56369;22907;14468;5394;1819;13304;0
COOPERATIVA DE POUPANÇA E CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE MARINGÁ - SICOOB METROPOLITANO;3459850;b3S;I;2;;9;MARINGA;PR;01/09/2015;406935;19531;206236;124212;30801;2864;6510;4988;1224;10569;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE GOIANO;24795049;b3S;I;2;;9;RIO VERDE;GO;01/09/2015;398549;0;31315;283322;56871;5976;12350;6835;182;1699;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE GUARIBA;44469161;b3S;I;2;;9;GUARIBA;SP;01/09/2015;394033;35148;324830;18179;10743;2577;151;1260;402;744;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;I;2;;9;PONTA GROSSA;PR;01/09/2015;392555;0;179437;135140;26321;24330;7639;8068;2435;9186;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC;87733770;b3S;I;2;;9;RODEIO BONITO;RS;01/09/2015;385072;0;161894;104145;68673;25344;8085;5278;3383;8271;0
