Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;PJ_CG_Vencido_15d;PJ_CG_Vencer_90d;PJ_CG_Vencer_91-360d;PJ_CG_Vencer_361-1080d;PJ_CG_Vencer_1081-1800d;PJ_CG_Vencer_1801-5400d;PJ_CG_Vencer_acima_5400d;PJ_CG_TOTAL;PJ_I_Vencido_15d;PJ_I_Vencer_90d;PJ_I_Vencer_91-360d;PJ_I_Vencer_361-1080d;PJ_I_Vencer_1081-1800d;PJ_I_Vencer_1801-5400d;PJ_I_Vencer_acima_5400d;PJ_I_TOTAL;PJ_CGR_Vencido_15d;PJ_CGR_Vencer_90d;PJ_CGR_Vencer_91-360d;PJ_CGR_Vencer_361-1080d;PJ_CGR_Vencer_1081-1800d;PJ_CGR_Vencer_1801-5400d;PJ_CGR_Vencer_acima_5400d;PJ_CGR_TOTAL;PJ_Recebiveis_Vencido_15d;PJ_Recebiveis_Vencer_90d;PJ_Recebiveis_Vencer_91-360d;PJ_Recebiveis_Vencer_361-1080d;PJ_Recebiveis_Vencer_1081-1800d;PJ_Recebiveis_Vencer_1801-5400d;PJ_Recebiveis_Vencer_acima_5400d;PJ_Recebiveis_TOTAL;PJ_Comex_Vencido_15d;PJ_Comex_Vencer_90d;PJ_Comex_Vencer_91-360d;PJ_Comex_Vencer_361-1080d;PJ_Comex_Vencer_1081-1800d;PJ_Comex_Vencer_1801-5400d;PJ_Comex_Vencer_acima_5400d;PJ_Comex_TOTAL;PJ_Outros_Vencido_15d;PJ_Outros_Vencer_90d;PJ_Outros_Vencer_91-360d;PJ_Outros_Vencer_361-1080d;PJ_Outros_Vencer_1081-1800d;PJ_Outros_Vencer_1801-5400d;PJ_Outros_Vencer_acima_5400d;PJ_Outros_TOTAL;PJ_Infra_Vencido_15d;PJ_Infra_Vencer_90d;PJ_Infra_Vencer_91-360d;PJ_Infra_Vencer_361-1080d;PJ_Infra_Vencer_1081-1800d;PJ_Infra_Vencer_1801-5400d;PJ_Infra_Vencer_acima_5400d;PJ_Infra_TOTAL;PJ_Rural_Vencido_15d;PJ_Rural_Vencer_90d;PJ_Rural_Vencer_91-360d;PJ_Rural_Vencer_361-1080d;PJ_Rural_Vencer_1081-1800d;PJ_Rural_Vencer_1801-5400d;PJ_Rural_Vencer_acima_5400d;PJ_Rural_TOTAL;PJ_Hab_Vencido_15d;PJ_Hab_Vencer_90d;PJ_Hab_Vencer_91-360d;PJ_Hab_Vencer_361-1080d;PJ_Hab_Vencer_1081-1800d;PJ_Hab_Vencer_1801-5400d;PJ_Hab_Vencer_acima_5400d;PJ_Hab_TOTAL;Total Exterior Pessoa Jurídica
BB;49906;b1;C;1;;199;BRASILIA;DF;01/09/2015;408636830;1636660;11483455;23127652;27608885;13514195;2774913;216308;80362067;58971;2458566;3764731;11250725;15737081;25351508;5835848;64457430;261970;2526584;940007;457972;0;0;24841;4211374;569109;8026434;2161567;258815;282931;832658;278403;12409916;292236;6816626;10792497;198594;16528;1278;3806;18121565;943029;4476605;8467138;11909795;15863015;10967647;136960;52764188;633496;6699435;17440083;24281557;11610873;18059662;9548240;88273347;93570;4546627;4981704;2154238;1171974;2102491;14702;15065307;7423;281843;1348837;3378480;548366;23471;0;5588421;67383216
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;I;1;;4;RIO DE JANEIRO;RJ;01/09/2015;383630588;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;141319;14712769;40542169;83863704;71949356;145556349;26045491;382811157;748;26906;113323;246195;182214;250046;0;819431;0;0;0;0;0;0;0;0;0
ITAU;10069;b1;C;2;;199;SAO PAULO;SP;01/09/2015;351996566;1345525;8378370;12432853;12684078;3274008;583920;5475;38704228;51796;2019945;4439848;6241104;1557371;95737;0;14405800;848231;9188681;223613;0;0;0;0;10260526;121182;10070620;1852894;57113;921;0;0;12102731;186857;2683270;4162080;3144378;1755000;385995;0;12317579;1122658;4130558;3554975;2921592;776568;158393;0;12664745;211350;3184928;10235512;14078692;6372871;5014898;355100;39453352;8810;2177417;5279168;691014;400992;122110;0;8679511;73966;1065765;3337297;4575351;572045;1193160;10999;10828583;192579512
BRADESCO;10045;b1;C;2;;199;OSASCO;SP;01/09/2015;291334425;1340101;8786711;13717149;14699849;3259810;296665;0;42100285;186858;1783409;3513596;3462204;418501;24043;48;9388659;685992;9590021;1776514;101501;0;0;0;12154028;308947;8536894;1140658;414291;239838;9101;0;10649729;155728;4410315;9183579;6194989;3381065;294225;0;23619902;1009226;2582018;2430715;2715619;899585;265954;4968;9908085;150939;2680671;7503748;11358711;4288936;3462014;378059;29823078;6299;1109953;1900631;1148573;1339910;439415;475;5945257;23993;330106;1698160;8094854;4281670;3594988;250114;18273886;129471516
CAIXA ECONOMICA FEDERAL;360305;b1;I;1;;6;BRASILIA;DF;01/09/2015;186259680;3172571;5737902;14870307;22671791;10174955;0;0;56627526;575363;287315;749302;1742965;732265;606;2;4087816;883267;1168722;3680017;56893;7731;0;0;5796630;124462;1184428;71744;0;0;0;0;1380634;68322;1183930;3284235;3228905;4221429;3000000;0;14986820;2530140;1742598;3285117;1937416;937324;7015;0;10439609;420549;5993337;9459700;18951392;11033554;26803582;8552478;81214593;0;0;0;0;0;0;0;0;79070;4612133;3285010;2952395;398646;398738;61;11726053;0
SANTANDER;30379;b1;C;3;;199;SAO PAULO;SP;01/09/2015;135574645;952631;7599520;12596926;9121444;3236814;765401;389176;34661912;81198;844565;1840403;2085793;564255;831018;616062;6863293;402661;4520564;1582237;355003;147826;65125;12506;7085922;117799;10138768;4333911;199065;580188;31061;671;15401462;82842;4446543;4707151;2417076;456251;131306;0;12241168;541113;904510;1262596;2036145;765540;194512;63220;5767636;100688;765391;2928754;4444261;2002506;2071443;10604;12323646;8145;711069;1389395;208320;79394;30809;662;2427795;134664;716774;3085467;3946799;210411;1466408;2037;9562561;29239249
HSBC;51152;b1;C;3;;199;CURITIBA;PR;01/09/2015;49568664;306671;4293724;4511468;3765474;559952;53267;12;13490568;13671;199230;457499;553625;68264;51;6;1292346;110747;1654270;613557;59532;102;0;1361;2439570;32325;4128407;734155;13136;1280;514;1113;4910928;261277;2428697;3943794;1942307;129097;2959;7459;8715591;262718;86782;89240;96326;63549;40389;1646;640649;13455;494247;817928;1176689;350194;157200;0;3009715;17866;1030083;1668994;193885;44246;11123;0;2966197;61;370725;616973;411989;10387;2394;0;1412528;10690572
BTG PACTUAL;49944;b1;C;2;;199;RIO DE JANEIRO;RJ;01/09/2015;47839894;16516;998008;1221314;587792;242708;754089;189286;4009712;0;0;0;0;0;0;0;0;0;3356;12152;520;0;0;0;16028;49954;97599;307987;249068;134946;29916;154;869624;134031;175454;1258122;824516;105482;54751;0;2552356;323;20792;10961;26749;19564;46581;0;124970;1609;3235;6639;63364;119874;663994;1452678;2311394;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37955810
SAFRA;10083;b1;C;2;;199;SAO PAULO;SP;01/09/2015;47545613;190973;4060534;4353864;3776354;711332;41355;0;13134411;15678;554413;860609;604510;125007;4285;0;2164501;92759;1200745;85098;4587;51510;0;0;1434699;5489;2314632;262224;4978;1473;59102;0;2647897;13716;1469637;1782402;1145848;1025447;596860;0;6033910;68762;97055;92010;20022;23022;11511;0;312383;46625;968356;1848858;2462610;798013;501406;0;6625867;3327;115938;419001;25999;6563;599;0;571428;3519;4589;95725;242178;17017;0;0;363028;14257489
VOTORANTIM;51011;b1;C;2;;199;SAO PAULO;SP;01/09/2015;17202879;70098;459945;1110638;1216823;366682;136397;0;3360583;66701;208220;407059;468013;22992;3;0;1172987;0;2983;0;0;0;0;0;2983;0;116437;13403;4180;0;0;0;134020;209721;468946;1197927;1308218;1493495;3280;0;4681587;242745;334641;141824;10426;76818;424160;308373;1538987;21679;237971;557031;959175;594097;734725;0;3104679;905;78739;70738;87995;47117;12703;0;298197;0;0;0;0;0;0;0;0;2908857
