Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Prefixado;TR / TBF;TJLP;Libor;Outras Taxas Pós-Fixadas;Carteira ativa com indexador CDI;SELIC;Outras Taxas Flutuantes;IGPM;IPCA;IPCC;Outros Índices de Preço;Outros Indexadores;Total não Individualizado;Total Exterior
BANCO CSF S.A.;8357240;b2;I;3;;8;SAO PAULO;SP;01/09/2015;4654504;3973548;0;0;0;0;0;0;0;0;0;0;0;0;680956;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;I;3;;8;PORTO ALEGRE;RS;01/09/2015;4609176;4503825;0;55581;0;44812;4955;0;0;0;0;0;0;0;2;0
BANCO FIDIS S/A;62237425;b2;I;3;;8;BETIM;MG;01/09/2015;4582842;4477957;0;0;0;78657;26220;0;0;0;0;0;0;0;9;0
PORTO SEGURO;51444;n1;C;2;;197;SAO PAULO;SP;01/09/2015;4218403;4052946;0;0;0;0;0;0;0;0;0;0;0;0;165456;0
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;I;3;;8;SAO PAULO;SP;01/09/2015;4139898;4139320;0;0;0;0;0;0;0;0;0;0;0;0;577;0
BANESTES;30159;b1;C;1;;199;VITORIA;ES;01/09/2015;4085929;2674905;276612;14350;0;5497;776329;0;0;10780;0;0;0;298584;28872;0
BANCO VOLVO BRASIL S.A.;58017179;b2;I;3;;8;CURITIBA;PR;01/09/2015;3950168;3781472;0;168695;0;0;0;0;0;0;0;0;0;0;2;0
J.MALUCELLI;30881;b1;C;2;;199;CURITIBA;PR;01/09/2015;3906454;3178175;0;7611;0;2311;487079;44600;0;55122;0;0;0;34623;96931;0
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;;2;BELEM;PA;01/09/2015;3827433;1599616;503245;379341;0;567857;692037;12976;872;30695;0;0;22;37964;2808;0
ORIGINAL;51781;b1;C;2;;199;SAO PAULO;SP;01/09/2015;3757888;1279522;0;0;0;0;1274497;0;0;4756;0;0;0;1192840;6273;0
BANCO FIBRA S.A.;58616418;b1;I;2;;8;SAO PAULO;SP;01/09/2015;3692735;1235731;947;1047;0;724494;1141421;0;0;0;0;0;0;0;9337;579759
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;;30;PORTO ALEGRE;RS;01/09/2015;3611085;2494077;32840;723309;0;0;641;286074;0;2097;1533;0;0;70507;6;0
BANCO IBM S.A.;34270520;b2;I;3;;8;RIO DE JANEIRO;RJ;01/09/2015;3559910;478047;0;0;0;0;2906972;0;0;0;0;0;0;174888;3;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;I;3;;8;SAO PAULO;SP;01/09/2015;3552354;490655;0;0;109458;136;1098929;0;0;0;0;0;0;0;0;1853176
BANCO CATERPILLAR S.A.;2658435;b2;I;3;;8;SAO PAULO;SP;01/09/2015;3399562;3264241;0;49240;0;0;53380;0;0;0;0;0;0;32701;0;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;I;1;;8;BELEM;PA;01/09/2015;3390689;3377514;10;0;0;602;0;0;0;3927;0;0;0;0;8636;0
HONDA;51396;b2;C;3;;198;SAO PAULO;SP;01/09/2015;3344561;3327957;0;0;0;0;0;0;0;0;0;0;0;0;16604;0
SOCIETE GENERALE;31859;b1;C;3;;199;SAO PAULO;SP;01/09/2015;3179109;2529689;0;0;0;109189;519882;0;0;0;0;0;0;0;20348;0
ING;51073;b1;C;3;;199;SAO PAULO;SP;01/09/2015;2989041;141276;0;0;0;0;423126;0;2424639;0;0;0;0;0;0;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;I;2;;14;SAO PAULO;SP;01/09/2015;2518609;1289482;0;0;0;0;0;0;0;0;0;0;0;0;1229126;0
BANCO CARGILL S.A.;3609817;b1;I;3;;8;SAO PAULO;SP;01/09/2015;2418412;1045623;0;0;0;0;3736;0;0;0;0;0;0;1369053;0;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;I;2;;14;SAO PAULO;SP;01/09/2015;2268051;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;2268051;0
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60779196;n1;I;2;;14;SAO PAULO;SP;01/09/2015;2180028;2072113;0;0;0;0;0;0;0;0;0;0;0;0;107915;0
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;I;3;;8;SAO PAULO;SP;01/09/2015;2121166;1667744;0;0;0;5130;238362;0;0;0;0;0;0;209930;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CREDICITRUS;54037916;b3S;I;2;;9;BEBEDOURO;SP;01/09/2015;1992141;1567909;793;22;0;0;422964;0;0;0;0;0;0;0;453;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;;8;ARACAJU;SE;01/09/2015;1969053;1335149;331579;7205;0;0;198592;0;0;4633;0;0;0;19007;72887;0
INTERMEDIUM;51884;b1;C;2;;199;BELO HORIZONTE;MG;01/09/2015;1923819;969205;212900;0;0;692492;0;0;0;0;0;0;0;0;49222;0
SOFISA;31873;b1;C;2;;199;SAO PAULO;SP;01/09/2015;1888663;394909;0;0;0;0;1386543;0;9279;4796;0;0;0;93034;101;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;;9;BLUMENAU;SC;01/09/2015;1886464;1775745;100437;0;0;0;0;0;0;0;0;0;0;0;10282;0
INDUSVAL;50531;b1;C;2;;199;SAO PAULO;SP;01/09/2015;1861231;503735;84;15081;0;15465;1003091;0;32667;0;160;0;27;173883;5;117032
PSA FINANCE;51365;b2;C;3;;198;SAO PAULO;SP;01/09/2015;1815021;1814574;0;0;0;0;0;0;0;0;0;0;0;0;447;0
SCANIA BANCO S.A.;11417016;b2;I;3;;8;SAO BERNARDO DO CAMPO;SP;01/09/2015;1809675;1702696;0;106979;0;0;0;0;0;0;0;0;0;0;0;0
CREDIT AGRICOLE;51066;b1;C;3;;199;SAO PAULO;SP;01/09/2015;1744661;7324;0;0;0;0;447543;0;0;0;0;0;0;1289794;0;0
INDUSTRIAL DO BRASIL;50988;b1;C;2;;199;SAO PAULO;SP;01/09/2015;1721539;900856;0;791;0;6454;23949;591136;0;6298;0;0;0;185499;6556;0
JP MORGAN CHASE;20107;b1;C;3;;199;SAO PAULO;SP;01/09/2015;1679524;120055;0;0;728439;0;831030;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;I;2;;9;SERTAOZINHO;SP;01/09/2015;1678546;1223502;2334;34124;0;4010;353402;0;0;30559;0;0;0;30465;151;0
BANCO RODOBENS S.A.;33603457;b1;I;2;;8;SAO PAULO;SP;01/09/2015;1642705;1190530;86890;48813;0;23120;0;789;0;0;7201;0;0;285201;160;0
BBM;30207;b1;C;2;;199;SALVADOR;BA;01/09/2015;1476503;35840;0;0;0;15779;1114213;0;33162;462;0;0;0;251820;1;25226
BANCO TRIANGULO S.A.;17351180;b1;I;2;;8;UBERLANDIA;MG;01/09/2015;1465562;885111;0;13235;0;0;306474;20855;0;0;0;0;0;0;239887;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;I;2;;9;BRASILIA;DF;01/09/2015;1264755;59113;1205155;0;0;0;0;0;0;0;0;0;0;0;486;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;I;2;;25;BRASILIA;DF;01/09/2015;1260512;371998;888326;0;0;0;0;0;0;0;0;0;0;0;188;0
BMW;51420;n1;C;3;;197;SAO PAULO;SP;01/09/2015;1249919;1249894;0;0;0;0;0;0;0;0;0;0;0;0;25;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;I;2;;9;LUCAS DO RIO VERDE;MT;01/09/2015;1224574;592271;0;27;0;406684;222426;0;0;0;0;0;0;0;3166;0
OMNI;50940;n1;C;2;;197;SAO PAULO;SP;01/09/2015;1196850;1018597;0;0;0;0;0;0;0;0;0;0;0;0;178253;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;I;3;;19;BARUERI;SP;01/09/2015;1161829;518858;0;0;0;0;611815;0;0;0;0;0;0;31154;2;0
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;I;1;;30;SAO PAULO;SP;01/09/2015;1083600;161166;0;188018;0;0;0;18781;0;0;0;0;715635;0;0;0
MIZUHO;51554;b1;I;3;;199;SAO PAULO;SP;01/09/2015;1066432;672407;0;0;0;0;385052;0;0;0;0;0;0;0;0;8974
BANCO FORD S.A.;90731688;b2;I;3;;8;SAO PAULO;SP;01/09/2015;1064954;5528;0;0;0;0;0;0;1059426;0;0;0;0;0;0;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;I;1;;5;VITORIA;ES;01/09/2015;1061670;984721;15265;61270;0;219;0;0;0;0;0;0;0;0;195;0
BES;51482;b2;C;3;;198;SAO PAULO;SP;01/09/2015;1006027;61306;0;243843;0;0;476292;0;0;4198;1691;310;0;0;0;218388
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;I;2;;9;MARINGA;PR;01/09/2015;977416;721826;0;0;0;25935;223840;0;0;0;0;0;625;0;5189;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;I;2;;9;CAMPO MOURAO;PR;01/09/2015;916034;914502;0;0;0;0;0;0;0;0;0;0;1073;0;459;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;I;1;;30;CURITIBA;PR;01/09/2015;906094;102354;7356;745792;0;0;0;6681;0;0;43400;0;210;0;301;0
BANCO MONEO S.A.;7441209;b2;I;2;;8;CAXIAS DO SUL;RS;01/09/2015;846397;765758;0;80639;0;0;0;0;0;0;0;0;0;0;0;0
BANCO A.J. RENNER S.A.;92874270;b1;I;2;;8;PORTO ALEGRE;RS;01/09/2015;816756;804280;0;0;0;0;0;0;0;0;0;0;0;0;12477;0
CAIXA GERAL;51815;b1;C;3;;199;SAO PAULO;SP;01/09/2015;808459;73815;0;62666;0;1674;571759;1678;0;0;0;0;0;96867;0;0
BANCO ABN AMRO S.A.;3532415;b1;I;3;;8;SAO PAULO;SP;01/09/2015;776886;107042;0;0;0;0;0;0;0;0;0;0;0;669844;0;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;I;2;;9;MEDIANEIRA;PR;01/09/2015;770761;590781;0;0;0;33580;142299;0;0;0;0;0;0;0;4102;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;I;3;;8;SAO PAULO;SP;01/09/2015;763314;655622;0;0;0;0;107692;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;I;2;;9;CERRO LARGO;RS;01/09/2015;736840;553189;0;0;0;36746;143321;0;0;0;0;0;0;0;3585;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;I;2;;9;GOIANIA;GO;01/09/2015;732340;283248;0;0;0;0;448926;0;0;0;0;0;0;0;166;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;I;2;;9;LINHARES;ES;01/09/2015;710567;564109;522;0;0;0;145483;0;0;0;0;0;0;0;454;0
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82937293;n1;I;1;;30;FLORIANOPOLIS;SC;01/09/2015;659193;480902;542;104749;0;4968;0;45071;0;19615;0;0;3344;0;1;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;I;2;;9;CHAPECO;SC;01/09/2015;647290;601294;899;0;0;0;44641;0;0;0;0;0;0;0;456;0
BANCO LUSO BRASILEIRO S.A.;59118133;b1;I;2;;8;SAO PAULO;SP;01/09/2015;620229;237732;1419;0;0;0;301493;0;0;18091;0;0;9917;50797;779;0
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;I;1;;30;SALVADOR;BA;01/09/2015;616319;367205;0;246346;0;0;0;0;0;0;0;0;0;359;2409;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;I;2;;9;NOVA PETROPOLIS;RS;01/09/2015;615379;201029;0;92;0;9775;399376;0;0;0;0;0;511;0;4596;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;I;2;;9;PALOTINA;PR;01/09/2015;603045;541237;0;0;0;18595;39990;0;0;0;0;0;0;0;3223;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PLANALTO   SICREDI PLANALTO RS/SC;88038260;b3S;I;2;;9;CRUZ ALTA;RS;01/09/2015;599804;437711;0;0;0;2865;157604;0;0;0;0;0;21;4;1598;0
UNICRED JOÃO PESSOA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE JOÃO PESSOA LTDA.;35571249;b3S;I;2;;9;JOAO PESSOA;PB;01/09/2015;594265;386302;0;0;0;0;207545;0;0;0;0;0;0;0;418;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO CENTRO SUL DO MATO GROSSO DO SUL - SICREDI CENTRO-SUL MS;26408161;b3S;I;2;;9;DOURADOS;MS;01/09/2015;589279;499750;0;0;0;6485;80493;0;0;0;0;0;0;0;2551;0
DACASA FINANCEIRA;51891;n1;C;2;;197;VITORIA;ES;01/09/2015;587482;470305;0;0;0;0;0;0;0;0;0;0;0;0;117177;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO - SICOOB CREDICOONAI;53923116;b3S;I;2;;9;RIBEIRAO PRETO;SP;01/09/2015;584981;582103;0;0;0;0;52;0;0;2508;0;0;0;0;318;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31815293;b3S;I;2;;9;SAO GABRIEL DA PALHA;ES;01/09/2015;568338;444104;103;0;0;0;123637;0;0;0;0;0;0;0;493;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;I;2;;9;VENDA NOVA DO IMIGRANTE;ES;01/09/2015;558827;386722;1836;0;0;0;169311;0;0;0;0;0;0;0;958;0
BOFA MERRILL LYNCH;51255;b1;C;3;;199;SAO PAULO;SP;01/09/2015;555649;608;0;0;0;0;555040;0;0;0;0;0;0;0;2;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DO RIO GRANDE DO SUL E OESTE DE SANTA CATARINA - SICREDI NORTE RS/SC;87780268;b3S;I;2;;9;ERECHIM;RS;01/09/2015;553953;399838;0;0;0;19896;132090;0;0;0;0;0;0;0;2129;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO CENTRO DO RGS - SICREDI REGIÃO CENTRO;95594941;b3S;I;2;;9;SANTA MARIA;RS;01/09/2015;551262;370235;0;0;0;35520;140114;0;0;0;0;0;2637;0;2757;0
BANCO YAMAHA MOTOR DO BRASIL S.A.;10371492;b2;I;3;;8;GUARULHOS;SP;01/09/2015;544597;539815;0;0;0;0;0;0;0;0;0;0;0;0;4781;0
BANCO MODAL S.A.;30723886;b1;I;2;;8;RIO DE JANEIRO;RJ;01/09/2015;535964;82000;0;0;0;0;445963;0;0;8000;0;0;0;0;0;0
UNIPRIME NORTE DO PARANA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS LTDA.;2398976;b3S;I;2;;9;LONDRINA;PR;01/09/2015;526986;250888;0;11966;0;0;263820;0;0;0;0;0;93;0;219;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC;81607046;b3S;I;2;;9;SAO MIGUEL D'OESTE;SC;01/09/2015;524909;458477;0;134;0;0;65875;0;0;0;0;0;0;0;422;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PAMPA GAÚCHO - SICREDI PAMPA GAÚCHO;87733077;b3S;I;2;;9;ITAQUI;RS;01/09/2015;508335;302875;0;0;0;13592;188902;0;0;0;0;0;461;0;2505;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;I;2;;9;SORRISO;MT;01/09/2015;500776;361470;0;0;0;45474;91832;0;0;0;0;0;0;0;2000;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;I;2;;9;CARLOS BARBOSA;RS;01/09/2015;471589;233727;0;38;0;15438;220131;0;0;0;0;0;0;0;2256;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA ÁREA DA SAÚDE, PROFESSORES, CONTABILISTAS E EMPRESÁRIOS DA GRANDE FLORIANÓPOLIS LTDA. - UNICRED FLORIANÓPOLIS;74064502;b3S;I;2;;9;FLORIANOPOLIS;SC;01/09/2015;459026;58188;51;0;0;0;400444;0;0;0;0;0;0;0;342;0
BANCO BONSUCESSO S.A.;71027866;b1;I;2;;8;BELO HORIZONTE;MG;01/09/2015;451806;243322;0;0;0;0;183393;0;0;0;0;0;0;0;25091;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA SAÚDE, CONTABILISTAS, PROFESSORES E EMPRESÁRIOS DO LITORAL E NORTE CATARINENSE LTDA;74114042;b3S;I;2;;9;ITAJAI;SC;01/09/2015;451787;23217;0;46;0;0;428184;0;0;0;0;0;0;0;341;0
BANCO SEMEAR S.A.;795423;b1;I;2;;8;BELO HORIZONTE;MG;01/09/2015;451535;202385;0;0;0;23635;103695;0;0;0;0;0;0;0;121820;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO-SERRANA DO ESPÍRITO SANTO - SICOOB CENTRO-SERRANO;31804966;b3S;I;2;;9;SANTA MARIA DE JETIBA;ES;01/09/2015;449591;379580;3103;0;0;0;66543;0;0;0;0;0;0;0;366;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO ARAGUAIA E XINGU - SICREDI ARAXINGU;33021064;b3S;I;2;;9;CANARANA;MT;01/09/2015;448037;280558;0;0;0;60548;105766;0;0;0;0;0;0;0;1164;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL DO ESPÍRITO SANTO - SICOOB SUL;32467086;b3S;I;2;;9;CACHOEIRO DE ITAPEMIRIM;ES;01/09/2015;439969;333089;911;0;0;0;105609;0;0;0;0;0;0;0;359;0
CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9313766;n1;I;2;;14;SAO PAULO;SP;01/09/2015;430409;391697;0;0;0;0;37850;0;0;0;0;0;0;0;863;0
RENDIMENTO;51468;b1;C;2;;199;SAO PAULO;SP;01/09/2015;428346;167468;0;1401;0;652;233049;9690;0;0;0;0;0;14915;1171;0
BANCO RANDON S.A.;11476673;b1;I;2;;8;CAXIAS DO SUL;RS;01/09/2015;424453;389268;0;8129;0;0;27042;0;0;0;0;0;0;0;14;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NORTE MATO-GROSSENSE - SICREDI NORTE MT;37442605;b3S;I;2;;9;COLIDER;MT;01/09/2015;424068;264783;0;0;0;43645;113544;0;0;0;0;0;0;0;2096;0
BANCO DA CHINA BRASIL S.A.;10690848;b1;I;3;;8;SAO PAULO;SP;01/09/2015;418424;26414;0;0;0;0;235468;0;0;0;0;0;0;156542;0;0
