Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;Micro;Pequena;Média;Grande;Total não Individualizado Pessoa Jurídica;Total Exterior Pessoa Jurídica
BANCO CATERPILLAR S.A.;2658435;b2;I;3;;8;SAO PAULO;SP;01/12/2014;3823121;201801;740572;1829625;1051123;0;0
BANCO IBM S.A.;34270520;b2;I;3;;8;RIO DE JANEIRO;RJ;01/12/2014;3735679;4747;20810;355115;3355006;1;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;I;3;;8;CURITIBA;PR;01/12/2014;3706405;328024;873548;2111742;393091;0;0
MERCANTIL DO BRASIL;20152;b1;C;2;;199;BELO HORIZONTE;MG;01/12/2014;3499880;137740;449746;2542822;369153;420;0
BANCO FIBRA S.A.;58616418;b1;I;2;;8;SAO PAULO;SP;01/12/2014;3354161;152379;74964;1650059;1036336;26;440398
BNP PARIBAS;51516;b1;C;3;;199;SAO PAULO;SP;01/12/2014;2954560;44796;10523;815378;2083863;0;0
INDUSVAL;50531;b1;C;2;;199;SAO PAULO;SP;01/12/2014;2888226;163058;154218;1245619;1158554;0;166776
DEUTSCHE;51183;b1;C;3;;199;SAO PAULO;SP;01/12/2014;2861183;21897;74918;376786;1395074;1;992508
ING;51073;b1;C;3;;199;SAO PAULO;SP;01/12/2014;2608571;243386;448081;468945;1448158;0;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;;30;PORTO ALEGRE;RS;01/12/2014;2446405;94696;133109;1158380;1060221;0;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;I;3;;8;SAO PAULO;SP;01/12/2014;2396282;1458;16784;515975;605267;0;1256798
BMG;30290;b1;C;2;;199;SAO PAULO;SP;01/12/2014;2333386;275333;315008;225294;1517646;106;0
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;;2;BELEM;PA;01/12/2014;2264935;22048;134482;276054;1832243;108;0
SCANIA BANCO S.A.;11417016;b2;I;3;;8;SAO BERNARDO DO CAMPO;SP;01/12/2014;2120984;306900;481500;1109637;222947;0;0
BANESTES;30159;b1;C;1;;199;VITORIA;ES;01/12/2014;2017225;113498;424016;1225470;254002;239;0
SOFISA;31873;b1;C;2;;199;SAO PAULO;SP;01/12/2014;1993151;180122;15826;360756;1436443;4;0
BRB;31976;b1;C;1;;199;BRASILIA;DF;01/12/2014;1980923;180839;563190;1162949;73706;239;0
BANCO GMAC S.A.;59274605;b2;I;3;;8;SAO PAULO;SP;01/12/2014;1952447;199761;113013;1496385;143216;71;0
ORIGINAL;51781;b1;C;2;;199;SAO PAULO;SP;01/12/2014;1934878;372238;173057;861855;527085;643;0
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;I;3;;8;SAO PAULO;SP;01/12/2014;1681286;4535;58186;706279;912286;0;0
BANCO FORD S.A.;90731688;b2;I;3;;8;SAO PAULO;SP;01/12/2014;1671422;696;16909;1217093;436724;0;0
JOHN DEERE;50071;b1;C;3;;199;INDAIATUBA;SP;01/12/2014;1634524;105373;71399;1169788;287964;0;0
JP MORGAN CHASE;20107;b1;C;3;;199;SAO PAULO;SP;01/12/2014;1532596;52148;47169;486530;946750;0;0
BES;51482;b2;C;3;;198;SAO PAULO;SP;01/12/2014;1472964;44275;224333;401363;518405;0;284588
SOCIETE GENERALE;31859;b1;C;3;;199;SAO PAULO;SP;01/12/2014;1412881;439;28417;323386;1060638;1;0
BBM;30207;b1;C;2;;199;SALVADOR;BA;01/12/2014;1327517;219;105975;410179;792964;0;18180
INDUSTRIAL DO BRASIL;50988;b1;C;2;;199;SAO PAULO;SP;01/12/2014;1297430;1699;71214;681245;543271;1;0
BANCO RODOBENS S.A.;33603457;b1;I;2;;8;SAO PAULO;SP;01/12/2014;1229155;64737;298255;817796;48365;2;0
BANCO TRIANGULO S.A.;17351180;b1;I;2;;8;UBERLANDIA;MG;01/12/2014;1214105;7687;183952;800210;219094;3162;0
CREDIT AGRICOLE;51066;b1;C;3;;199;SAO PAULO;SP;01/12/2014;1211093;21461;1644;164168;1023820;0;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;I;3;;19;BARUERI;SP;01/12/2014;1181460;2120;18149;255147;906041;2;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;I;3;;8;PORTO ALEGRE;RS;01/12/2014;1015217;40723;192050;534011;248432;1;0
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;I;1;;30;SAO PAULO;SP;01/12/2014;986938;151775;76707;625172;133286;0;0
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;I;3;;8;SAO PAULO;SP;01/12/2014;972456;32249;204855;586629;148712;11;0
BANCO MONEO S.A.;7441209;b2;I;2;;8;CAXIAS DO SUL;RS;01/12/2014;878579;39934;140923;685568;12154;0;0
BANCO CARGILL S.A.;3609817;b1;I;3;;8;SAO PAULO;SP;01/12/2014;848463;0;258;33014;815191;0;0
BANCO ABN AMRO S.A.;3532415;b1;I;3;;8;SAO PAULO;SP;01/12/2014;844078;0;0;28275;815803;0;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;I;1;;30;CURITIBA;PR;01/12/2014;823005;49620;32946;506274;234030;135;0
J.MALUCELLI;30881;b1;C;2;;199;CURITIBA;PR;01/12/2014;792871;671;82057;467071;242729;343;0
MIZUHO;51554;b1;I;3;;199;SAO PAULO;SP;01/12/2014;786900;187472;2360;106625;484220;0;6222
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82937293;n1;I;1;;30;FLORIANOPOLIS;SC;01/12/2014;736229;19661;66261;551093;99213;0;0
CAIXA GERAL;51815;b1;C;3;;199;SAO PAULO;SP;01/12/2014;726280;72929;713;147602;505036;0;0
BMW;51420;n1;C;3;;197;SAO PAULO;SP;01/12/2014;670148;11884;52289;318304;287671;1;0
PSA FINANCE;51365;b2;C;3;;198;SAO PAULO;SP;01/12/2014;642363;0;528750;89907;23702;4;0
BOFA MERRILL LYNCH;51255;b1;C;3;;199;SAO PAULO;SP;01/12/2014;532627;0;7410;376739;148476;2;0
BANCO MODAL S.A.;30723886;b1;I;2;;8;RIO DE JANEIRO;RJ;01/12/2014;495946;71806;29355;266243;128542;0;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;;8;ARACAJU;SE;01/12/2014;465111;38589;57818;368451;0;253;0
BANCO RANDON S.A.;11476673;b1;I;2;;8;CAXIAS DO SUL;RS;01/12/2014;462012;5610;55370;401031;0;0;0
BANCO COMMERCIAL INVESTMENT TRUST DO BRASIL S.A. - BANCO MÚLTIPLO;43818780;b2;I;3;;8;BARUERI;SP;01/12/2014;444361;9573;60352;267613;106815;8;0
BANCO DA CHINA BRASIL S.A.;10690848;b1;I;3;;8;SAO PAULO;SP;01/12/2014;396345;3645;0;111551;281149;0;0
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;I;2;;9;SERTAOZINHO;SP;01/12/2014;394451;72268;61853;198316;61972;42;0
BANCO GUANABARA S.A.;31880826;b1;I;2;;8;RIO DE JANEIRO;RJ;01/12/2014;392281;10354;101210;205258;75459;0;0
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;I;1;;30;SALVADOR;BA;01/12/2014;392017;35678;31115;293943;31280;0;0
RENDIMENTO;51468;b1;C;2;;199;SAO PAULO;SP;01/12/2014;380406;41056;35572;265288;38475;16;0
INTERMEDIUM;51884;b1;C;2;;199;BELO HORIZONTE;MG;01/12/2014;366715;32352;32893;271094;30374;2;0
BONSUCESSO;50706;b1;C;2;;199;BELO HORIZONTE;MG;01/12/2014;363021;27501;25652;254076;55576;217;0
BANCO LUSO BRASILEIRO S.A.;59118133;b1;I;2;;8;SAO PAULO;SP;01/12/2014;359406;15301;49786;266114;28204;0;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;I;3;;8;SAO PAULO;SP;01/12/2014;354208;0;0;52694;301514;0;0
COOPERATIVA DE POUPANÇA E CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE MARINGÁ - SICOOB METROPOLITANO;3459850;b3S;I;2;;9;MARINGA;PR;01/12/2014;340744;96762;51396;130289;62113;184;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;I;2;;9;LINHARES;ES;01/12/2014;337456;35085;97034;204962;302;74;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;;9;BLUMENAU;SC;01/12/2014;337062;121216;158217;57287;0;343;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;I;2;;9;NOVA PETROPOLIS;RS;01/12/2014;336435;57690;102563;133033;42870;279;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;I;2;;9;LUCAS DO RIO VERDE;MT;01/12/2014;326688;42483;52228;97273;134585;118;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;I;2;;9;GOIANIA;GO;01/12/2014;314115;6640;159548;142720;5197;11;0
CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9313766;n1;I;2;;14;SAO PAULO;SP;01/12/2014;312296;20019;54428;218864;18986;0;0
UNICRED JOÃO PESSOA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE JOÃO PESSOA LTDA.;35571249;b3S;I;2;;9;JOAO PESSOA;PB;01/12/2014;310642;18704;47019;234283;10615;21;0
COOPERATIVA DE CRÉDITO CREDICITRUS;54037916;b3S;I;2;;9;BEBEDOURO;SP;01/12/2014;308872;22742;73359;164269;48469;33;0
BANCO TRICURY S.A.;57839805;b2;I;2;;8;SAO PAULO;SP;01/12/2014;301991;40332;65549;153705;42406;0;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA ÁREA DA SAÚDE, PROFESSORES, CONTABILISTAS E EMPRESÁRIOS DA GRANDE FLORIANÓPOLIS LTDA. - UNICRED FLORIANÓPOLIS;74064502;b3S;I;2;;9;FLORIANOPOLIS;SC;01/12/2014;301399;12145;40579;236782;11858;36;0
ICBC DO BRASIL BANCO MÚLTIPLO S.A.;17453575;b1;I;3;;8;SAO PAULO;SP;01/12/2014;297743;0;47744;85923;164077;0;0
UNIPRIME NORTE DO PARANA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS LTDA.;2398976;b3S;I;2;;9;LONDRINA;PR;01/12/2014;293984;31577;76482;168361;17540;23;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;I;2;;9;MARINGA;PR;01/12/2014;290156;35557;58013;86425;109933;229;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;I;2;;9;VENDA NOVA DO IMIGRANTE;ES;01/12/2014;271805;28795;66831;140560;35537;81;0
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;I;2;;9;PORTO ALEGRE;RS;01/12/2014;268222;11614;238;19363;237008;0;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP;78414067;b3S;I;2;;9;MEDIANEIRA;PR;01/12/2014;267099;89279;66925;62414;48307;174;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL DO ESPÍRITO SANTO - SICOOB SUL;32467086;b3S;I;2;;9;CACHOEIRO DE ITAPEMIRIM;ES;01/12/2014;255502;29067;78156;140676;7545;58;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;I;2;;9;CHAPECO;SC;01/12/2014;253573;116864;59335;71048;6267;59;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NORTE DO PARANÁ - SICOOB NORTE DO PARANÁ;5582619;b3S;I;2;;9;LONDRINA;PR;01/12/2014;248985;68524;41857;48936;89616;52;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;I;1;;5;VITORIA;ES;01/12/2014;245164;42222;72446;79077;51395;24;0
SANTINVEST;50816;n1;C;2;;197;FLORIANOPOLIS;SC;01/12/2014;239299;26107;50417;155074;7692;10;0
BRICKELL S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;12865507;n1;I;2;;14;SAO PAULO;SP;01/12/2014;238130;0;29495;123262;85374;0;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA SAÚDE, CONTABILISTAS, PROFESSORES E EMPRESÁRIOS DO LITORAL E NORTE CATARINENSE LTDA;74114042;b3S;I;2;;9;ITAJAI;SC;01/12/2014;237205;14314;57984;160590;4270;47;0
SOCOPA;50328;b1;C;2;;199;SAO PAULO;SP;01/12/2014;235299;17323;10972;150885;56117;2;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;I;2;;9;CARLOS BARBOSA;RS;01/12/2014;225831;55356;66960;74364;29062;89;0
BANIF;20255;b1;C;3;;199;SAO PAULO;SP;01/12/2014;225446;43433;57221;122546;2244;2;0
NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO;74828799;b1;I;3;;8;PORTO ALEGRE;RS;01/12/2014;224843;187748;25639;4771;6686;0;0
HONDA;51396;b2;C;3;;198;SAO PAULO;SP;01/12/2014;216421;12814;23301;152104;28186;16;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE BELO HORIZONTE E CIDADES PÓLO DE MINAS GERAIS LTDA.;42898825;b3S;I;2;;9;BELO HORIZONTE;MG;01/12/2014;215607;9698;34506;162344;9039;20;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC;81607046;b3S;I;2;;9;SAO MIGUEL D'OESTE;SC;01/12/2014;209338;30090;61248;110851;7121;29;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, OUTROS PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DE MATO GROSSO.;36900256;b3S;I;2;;9;CUIABA;MT;01/12/2014;203802;15837;42444;143387;2118;16;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;I;2;;9;CERRO LARGO;RS;01/12/2014;200973;42379;47238;67664;43599;94;0
CSILATINA ARRENDAMENTO MERCANTIL S.A.;5883884;n1;I;3;;19;BARUERI;SP;01/12/2014;192073;2710;8626;95585;85150;2;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE GOIÂNIA E REGIÃO LTDA;4388688;b3S;I;2;;9;GOIANIA;GO;01/12/2014;185515;2773;31008;150329;1401;4;0
BANCO RIBEIRAO PRETO S.A.;517645;b1;I;2;;8;RIBEIRAO PRETO;SP;01/12/2014;183244;4282;21450;81758;75753;1;0
PORTO SEGURO;51444;n1;C;2;;197;SAO PAULO;SP;01/12/2014;178404;158360;19284;616;125;18;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO CENTRO DO RGS - SICREDI REGIÃO CENTRO;95594941;b3S;I;2;;9;SANTA MARIA;RS;01/12/2014;172265;25877;30513;60327;55456;92;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DOS VALES DO ITAJAÍ E ITAPOCÚ, DO LITORAL DE SANTA CATARINA E LITORAL SUL DO PARANÁ - SICOOB BLUCREDI SUL;3960819;b3S;I;2;;9;GUARATUBA;PR;01/12/2014;169482;64208;32305;54767;18160;42;0
FATOR;50122;b1;C;2;;199;SAO PAULO;SP;01/12/2014;165006;60160;0;23332;81514;0;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS DO RIO DE JANEIRO - SICREDI RIO;72128440;b3S;I;2;;9;RIO DE JANEIRO;RJ;01/12/2014;162834;15136;25820;43177;78699;2;0
COOPERATIVA DE CRÉDITO DOS PROPRIETÁRIOS DA INDÚSTRIA DE ROCHAS ORNAMENTAIS, CAL E CALCÁRIOS DO ESTADO DO ESPÍRITO SANTO - SICOOB CREDIROCHAS;3358914;b3S;I;2;;9;CACHOEIRO DE ITAPEMIRIM;ES;01/12/2014;161512;14824;77860;66808;1987;34;0
BPN BRASIL BANCO MÚLTIPLO S.A.;61033106;b1;I;3;;8;SAO PAULO;SP;01/12/2014;158829;0;29926;76844;52060;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO BRANCO - SICREDI OURO BRANCO RS;87853206;b3S;I;2;;9;TEUTONIA;RS;01/12/2014;154042;38559;33092;35859;46463;68;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DO RIO GRANDE DO SUL E OESTE DE SANTA CATARINA - SICREDI NORTE RS/SC;87780268;b3S;I;2;;9;ERECHIM;RS;01/12/2014;152245;27789;39626;47519;37219;91;0
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DA GRANDE CURITIBA E CAMPOS GERAIS - SICOOB SUL;5888589;b3S;I;2;;9;CURITIBA;PR;01/12/2014;151881;49327;35985;64519;1999;53;0
COOPERATIVA DE CRÉDITO E DE INVESTIMENTO DE LIVRE ADMISSÃO FRONTEIRAS DO IGUAÇU E SUDESTE PAULISTA - SICREDI FRONTEIRAS PR/SC/SP;82527557;b3S;I;2;;9;CAPANEMA;PR;01/12/2014;151312;30842;41996;55474;22938;62;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31815293;b3S;I;2;;9;SAO GABRIEL DA PALHA;ES;01/12/2014;147431;30660;52229;64481;0;61;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO SUDOESTE DE MATO GROSSO - SICREDI SUDOESTE MT;32995755;b3S;I;2;;9;TANGARA DA SERRA;MT;01/12/2014;146208;11047;29373;51196;54518;73;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPRESÁRIOS DO VALE DO PARANHANA - ECOCREDI;11565109;b3S;I;2;;9;TRES COROAS;RS;01/12/2014;144460;2792;7577;24488;109591;12;0
GOLDMAN SACHS;51585;b2;C;3;;198;SAO PAULO;SP;01/12/2014;142833;0;0;0;142833;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO-SERRANA DO ESPÍRITO SANTO - SICOOB CENTRO-SERRANO;31804966;b3S;I;2;;9;SANTA MARIA DE JETIBA;ES;01/12/2014;140004;31292;41553;65829;1269;62;0
AGENCIA DE FOMENTO DO ESTADO DO RIO DE JANEIRO S.A.;5940203;n1;I;1;;30;RIO DE JANEIRO;RJ;01/12/2014;139759;1796;19211;70041;48708;3;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC;87733770;b3S;I;2;;9;RODEIO BONITO;RS;01/12/2014;139482;22909;36243;44804;35483;43;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO JURUENA - SICREDI UNIVALES MT/RO;70431630;b3S;I;2;;9;JUINA;MT;01/12/2014;139379;22654;48940;59917;7815;53;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DA AMAZÔNIA LTDA. - SICOOB CREDISUL.;3632872;b3S;I;2;;9;VILHENA;RO;01/12/2014;138382;52876;17236;35566;32685;18;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE, CONTABILISTAS, PROFESSORES E EMPRESÁRIOS DE BLUMENAU E VALE DO ITAJAÍ LTDA – UNICRED BLUMENAU;73443863;b3S;I;2;;9;BLUMENAU;SC;01/12/2014;137005;6746;42503;82765;4972;18;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;I;2;;9;PALOTINA;PR;01/12/2014;135876;32294;47977;46801;8686;118;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;I;2;;9;ENCANTADO;RS;01/12/2014;134728;28683;31403;40332;34248;62;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO CENTRO SUL DO MATO GROSSO DO SUL - SICREDI CENTRO-SUL MS;26408161;b3S;I;2;;9;DOURADOS;MS;01/12/2014;130268;22519;24632;51949;31041;127;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;I;2;;25;BRASILIA;DF;01/12/2014;125631;7615;4816;113201;0;0;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED INTEGRAÇÃO LTDA.;73750424;b3S;I;2;;9;CAXIAS DO SUL;RS;01/12/2014;125320;13359;31968;79985;0;9;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTOS DA SERRA - SICREDI ALTOS DA SERRA RS/SC;92555150;b3S;I;2;;9;TAPEJARA;RS;01/12/2014;123706;28473;31169;36622;27389;53;0
MÁXIMA;50201;b1;C;2;;199;RIO DE JANEIRO;RJ;01/12/2014;123291;15650;34823;67605;5213;0;0
COOPERATIVA DE CRÉDITO DE LAJEADO - SICREDI VALE DO TAQUARI RS;91159764;b3S;I;2;;9;LAJEADO;RS;01/12/2014;121873;14595;32197;49475;25569;36;0
COOPERATIVA DE CRÉDITO DOS MEDICOS E DEMAIS PROF. DA SAÚDE, PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DAS MICRORREGIÕES DE AMERICANA, PIRACICABA E BOTUCATU - UNICRED BANDEIRANTE;3055269;b3S;I;2;;9;AMERICANA;SP;01/12/2014;120507;7433;45305;65184;2575;11;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA ÁREA DE SAÚDE DE CAMPINAS E REGIÃO LTDA. - UNICRED CAMPINAS;71884498;b3S;I;2;;9;CAMPINAS;SP;01/12/2014;116574;5148;28952;82472;0;2;0
