Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
CAIXA ECONOMICA FEDERAL;360305;b1;I;1;;6;BRASILIA;DF;01/12/2014;429437732;1990830;4075328;11051000;22587683;12645715;462330;0;52812885;1443771;1307286;2921974;3452746;239565;0;145;9365488;332607;1235363;3043615;4458302;700198;932;0;9771017;1621565;10712913;28546568;63886691;50064544;127770009;44696469;327298759;1530958;6676965;1758722;117772;450;0;0;10084867;113982;1437458;1017260;352373;295436;160389;0;3376898;1508118;4191940;4045570;3282586;1783603;1810757;105245;16727818;0
BB;49906;b1;C;1;;199;BRASILIA;DF;01/12/2014;269491195;192632;4241095;11707965;23553388;12692909;6486198;85106;58959293;371700;2963572;6581539;8904421;3237675;1342646;117047;23518600;52925;1228955;3201219;4635613;757733;145;5851;9882440;10695;418242;922125;2469498;2380594;10855443;11109889;28166488;1021280;18170464;2808870;38627;8;0;129110;22168359;1118581;8990793;40031807;26810031;18623469;22194520;28494;117797695;250679;1807705;3345489;909212;442739;378483;25654;7159962;1838358
ITAU;10069;b1;C;2;;199;SAO PAULO;SP;01/12/2014;199204517;186430;3606199;9339566;17638357;7997006;1744133;0;40511690;642628;3464150;6008471;3513316;213297;113605;0;13955468;737262;4029839;9584692;12672036;1561953;2495;0;28588277;48080;784235;1068648;2753861;2570933;9916852;8525512;25668121;4548852;39973528;14577222;221812;1;0;0;59321415;1395;14234;158918;112720;97174;50213;0;434653;1275733;5109332;2885029;4371296;952245;48052;0;14641687;16083205
BRADESCO;10045;b1;C;2;;199;OSASCO;SP;01/12/2014;139647159;167226;3227356;7994588;12993671;4548351;849911;0;29781103;702156;4201306;5224532;3021241;268408;10055;12;13427709;360272;3815732;9005164;10369046;1069910;5563;8;24625697;38308;283256;803325;2055000;1883597;7003725;5233179;17300389;3142911;15755586;6647142;190055;1406;2;0;25737103;137057;1437850;8682461;3994612;1868818;858224;12;16979033;1155200;4783708;2086817;2094542;707269;308375;10372;11146284;649842
SANTANDER;30379;b1;C;3;;199;SAO PAULO;SP;01/12/2014;121512950;369170;1284718;3227778;4722662;1348947;305530;169;11258974;763630;1130690;2475247;3600127;736417;81242;77;8787429;571506;4848397;11608934;14705478;1807016;8517;1912;33551760;28907;842032;2102858;4377866;3191804;7670852;3104015;21318334;1276908;13508698;2830371;530306;162558;32056;17;18340914;36638;256307;1720382;813535;381822;174340;0;3383024;1607837;4404865;2972919;3306608;1274176;374986;1006;13942397;10930118
VOTORANTIM;51011;b1;C;2;;199;SAO PAULO;SP;01/12/2014;37009820;110473;821843;1921097;2441126;565757;94596;0;5954891;8825;29482;36248;23246;644;999;0;99444;792162;4463777;10297366;12760662;1332946;430;0;29647343;0;0;0;0;0;0;0;0;174938;833952;23164;1;0;0;0;1032055;337;1750;24713;42647;51459;22406;0;143312;1471;5140;57033;62685;6446;0;0;132775;0
HSBC;51152;b1;C;3;;199;CURITIBA;PR;01/12/2014;20301248;11514;115311;286082;479663;85520;1421;14;979524;553052;1387621;1927346;1273380;170358;7;1406;5313171;43020;295532;687055;898714;139085;279;0;2063684;6656;103668;233821;607537;340773;2491427;1578343;5362226;369325;2866223;439441;71;0;0;42;3675103;23319;106510;1136814;200828;4247;0;0;1471717;218231;601458;516943;53751;11673;30730;3036;1435822;0
BANRISUL;30173;b1;C;1;;199;PORTO ALEGRE;RS;01/12/2014;14637772;92715;706323;1916884;3433721;1312250;287816;161;7749870;32640;360144;536974;195300;14036;40574;3;1179671;554;17042;45875;72099;16868;291;0;152730;1463;40450;115926;300327;272876;1051182;776258;2558483;30254;64466;5186;1;0;0;0;99907;11804;130621;605282;313256;206069;284954;44959;1596945;98384;569483;238381;241073;89310;63386;149;1300166;0
PAN;31323;b1;C;2;;199;SAO PAULO;SP;01/12/2014;13163640;35617;320047;877075;1647711;816635;221934;0;3919018;7092;11591;23596;13954;54;0;0;56288;205593;726597;1843229;3614433;581284;1084;0;6972220;1870;10155;25304;55838;42003;98309;22450;255930;161874;885582;146358;15005;486;26;0;1209331;0;0;0;0;0;0;0;0;8606;33114;194974;247688;94768;158018;13684;750852;0
BANCO GMAC S.A.;59274605;b2;I;3;;8;SAO PAULO;SP;01/12/2014;10103605;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62926;1387124;3503808;4529164;619502;1081;0;10103605;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
