Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;PJ_CG_Vencido_15d;PJ_CG_Vencer_90d;PJ_CG_Vencer_91-360d;PJ_CG_Vencer_361-1080d;PJ_CG_Vencer_1081-1800d;PJ_CG_Vencer_1801-5400d;PJ_CG_Vencer_acima_5400d;PJ_CG_TOTAL;PJ_I_Vencido_15d;PJ_I_Vencer_90d;PJ_I_Vencer_91-360d;PJ_I_Vencer_361-1080d;PJ_I_Vencer_1081-1800d;PJ_I_Vencer_1801-5400d;PJ_I_Vencer_acima_5400d;PJ_I_TOTAL;PJ_CGR_Vencido_15d;PJ_CGR_Vencer_90d;PJ_CGR_Vencer_91-360d;PJ_CGR_Vencer_361-1080d;PJ_CGR_Vencer_1081-1800d;PJ_CGR_Vencer_1801-5400d;PJ_CGR_Vencer_acima_5400d;PJ_CGR_TOTAL;PJ_Recebiveis_Vencido_15d;PJ_Recebiveis_Vencer_90d;PJ_Recebiveis_Vencer_91-360d;PJ_Recebiveis_Vencer_361-1080d;PJ_Recebiveis_Vencer_1081-1800d;PJ_Recebiveis_Vencer_1801-5400d;PJ_Recebiveis_Vencer_acima_5400d;PJ_Recebiveis_TOTAL;PJ_Comex_Vencido_15d;PJ_Comex_Vencer_90d;PJ_Comex_Vencer_91-360d;PJ_Comex_Vencer_361-1080d;PJ_Comex_Vencer_1081-1800d;PJ_Comex_Vencer_1801-5400d;PJ_Comex_Vencer_acima_5400d;PJ_Comex_TOTAL;PJ_Outros_Vencido_15d;PJ_Outros_Vencer_90d;PJ_Outros_Vencer_91-360d;PJ_Outros_Vencer_361-1080d;PJ_Outros_Vencer_1081-1800d;PJ_Outros_Vencer_1801-5400d;PJ_Outros_Vencer_acima_5400d;PJ_Outros_TOTAL;PJ_Infra_Vencido_15d;PJ_Infra_Vencer_90d;PJ_Infra_Vencer_91-360d;PJ_Infra_Vencer_361-1080d;PJ_Infra_Vencer_1081-1800d;PJ_Infra_Vencer_1801-5400d;PJ_Infra_Vencer_acima_5400d;PJ_Infra_TOTAL;PJ_Rural_Vencido_15d;PJ_Rural_Vencer_90d;PJ_Rural_Vencer_91-360d;PJ_Rural_Vencer_361-1080d;PJ_Rural_Vencer_1081-1800d;PJ_Rural_Vencer_1801-5400d;PJ_Rural_Vencer_acima_5400d;PJ_Rural_TOTAL;PJ_Hab_Vencido_15d;PJ_Hab_Vencer_90d;PJ_Hab_Vencer_91-360d;PJ_Hab_Vencer_361-1080d;PJ_Hab_Vencer_1081-1800d;PJ_Hab_Vencer_1801-5400d;PJ_Hab_Vencer_acima_5400d;PJ_Hab_TOTAL;Total Exterior Pessoa Jurídica
BB;49906;b1;C;1;;199;BRASILIA;DF;01/12/2014;383327346;1461345;11532725;27493990;31603502;8911326;2917336;65560;83985784;81189;1358251;3953807;8092668;15172606;19779604;4765322;53203447;200448;3463500;897912;497943;0;0;9962;5069765;579733;11508541;2858774;92560;71268;526459;252185;15889520;185979;5373809;8806292;243080;27141;1279;0;14637579;510499;3121656;2609838;3635738;1731193;4817217;65753;16491894;533358;6697432;17587234;28961417;12301024;17921385;8143345;92145196;93146;6206454;14867034;11194402;7495034;3211371;20658;43088100;2132;194152;1144972;3120149;551839;19654;0;5032898;53783161
ITAU;10069;b1;C;2;;199;SAO PAULO;SP;01/12/2014;340429962;988680;9976210;14373507;14376014;1872079;546436;6661;42139587;94111;1329270;3527461;4799586;1267544;135702;0;11153673;794715;8498162;523238;0;0;0;0;9816116;138790;14027150;2274560;53977;2138;0;0;16496615;201799;2561573;4181054;4065272;1077917;475311;0;12562926;536100;2909370;2566782;2521134;554025;120492;0;9207905;136469;3557585;9727150;18545472;6783784;5252275;299362;44302097;1072;2052227;4500301;663606;412932;112950;141;7743229;22813;591556;3294478;4696564;599090;1006294;21385;10232180;176775634
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;I;1;;4;RIO DE JANEIRO;RJ;01/12/2014;333440610;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;149426;11582651;29874536;80721043;60755892;127277859;22476179;332837588;0;29357;68664;213420;127281;164301;0;603022;0;0;0;0;0;0;0;0;0
BRADESCO;10045;b1;C;2;;199;OSASCO;SP;01/12/2014;250196180;789663;9010212;16076353;16180969;2501370;475736;0;45034303;180390;1951154;4027030;4217935;555010;52091;24;10983634;536918;8659920;2796481;2140;0;0;0;11995458;270855;8276276;1150719;416080;302345;21909;0;10438183;97786;3611478;4918250;6264840;1041815;437429;0;16371598;906415;2545094;1871021;2311429;789539;268969;13493;8705960;112031;2773707;8113116;14427347;5170645;3536196;422539;34555582;13921;992923;3284507;219901;1384732;1067829;0;6963813;11872;172828;1561353;8062229;4567074;3264081;130693;17770129;87377520
CAIXA ECONOMICA FEDERAL;360305;b1;I;1;;6;BRASILIA;DF;01/12/2014;171683237;3471490;6370823;17032531;26385471;8659289;149485;0;62069089;996814;465563;1275503;2857050;1792117;98702;5;7485754;632232;1085832;3783937;45588;25304;0;0;5572892;111799;1355408;84894;0;0;0;0;1552101;3128;120778;1845607;3180820;3695557;3892857;0;12738749;380728;1647033;742836;37912;9178;5896;0;2823584;285938;5246389;7691006;16563205;9206298;23460045;6789199;69242080;0;0;0;0;0;0;0;0;40004;3702999;2905020;2669311;425344;444342;11970;10198989;0
SANTANDER;30379;b1;C;3;;199;SAO PAULO;SP;01/12/2014;123822902;755188;6562798;9575544;10058642;2295429;820383;305388;30373373;93804;919737;1914613;2212000;435578;721302;555050;6852084;351333;4117910;1328405;451115;189787;81674;409;6520633;41181;12887145;3692562;171778;14426;6326;605;16814022;77934;4228435;4547154;4394188;468371;227334;0;13943416;444030;1066782;1629665;1799918;609786;272910;36198;5859290;72778;1219210;2619092;4139448;1666552;866575;0;10583655;5789;655378;1771978;199559;70788;17485;0;2720977;30289;551436;2584009;4221146;215968;2185990;2388;9791227;20364225
SAFRA;10083;b1;C;2;;199;SAO PAULO;SP;01/12/2014;47135238;139532;4850143;4873369;4138509;800528;81197;0;14883278;17083;764598;1032305;807333;105246;5823;0;2732387;58454;1726987;86766;24266;0;0;0;1896472;2515;2510275;483733;16708;58;72439;0;3085727;22772;1471308;1579503;707668;685794;704049;0;5171095;15125;40400;51409;11343;20684;20684;0;159645;39827;1047090;2421569;3143553;805932;462573;0;7920545;8705;422714;689985;23725;12725;5102;0;1162956;0;11521;70903;264861;16799;0;0;364085;9759049
HSBC;51152;b1;C;3;;199;CURITIBA;PR;01/12/2014;46004739;186150;2974599;4010472;3770181;629098;47951;0;11618451;15593;207848;491477;606898;82280;18;0;1404113;85661;1514208;676769;44206;0;0;0;2320845;46484;3980384;676590;17056;1232;976;3779;4726501;252784;2401958;2902593;2079713;575068;124323;1038;8337477;143720;92995;51558;89263;71091;56981;1610;507219;22247;595564;1289009;1424762;366952;180701;0;3879235;14313;424005;1827680;153082;13467;7147;0;2439694;7358;381912;687201;349939;43463;0;0;1469873;9301331
VOTORANTIM;51011;b1;C;2;;199;SAO PAULO;SP;01/12/2014;17804214;469116;752349;1052998;1268628;539973;169650;0;4252714;27505;205036;533012;479723;21073;1;0;1266350;1578;9059;0;0;0;0;0;10637;0;132391;6686;0;0;0;0;139078;74279;465686;1188635;949244;681895;539349;0;3899088;609191;631054;42334;1047;0;0;0;1283626;12260;291668;731652;1159475;532513;565474;1645;3294687;415;73008;217155;73594;31411;9451;0;405033;0;0;0;0;0;0;0;0;3253002
BTG PACTUAL;49944;b1;C;2;;199;RIO DE JANEIRO;RJ;01/12/2014;16350444;921279;1517884;1682520;1183501;265667;234556;187479;5992885;0;192462;913924;1010170;163863;62618;0;2343036;0;16575;19139;0;0;0;0;35713;50970;367288;111269;282273;118422;63555;655;994432;25074;34087;685029;0;0;0;0;744190;415;11658;8040;23373;18305;48267;0;110058;0;3290;6780;37936;89115;474670;1076130;1687922;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4442208
