Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j)
HAITONG - PRUDENCIAL;1000080666;b2;;C;3;SAO PAULO;SP;42705;4434;2901147;4999880;459247;-18186;441061;0;0;0;0;0;407030;16481;31793;8801827;0;8801827
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;;C;2;RIO DE JANEIRO;RJ;42705;662;1817584;6810216;0;0;0;0;0;0;0;0;150224;1;260;8778946;0;8778946
ORIGINAL - PRUDENCIAL;1000080903;b1;;C;2;SAO PAULO;SP;42705;41720;969988;1005556;2688988;-233295;2455693;0;0;0;0;0;3355234;94454;800689;8723334;0;8723334
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;;C;3;SAO PAULO;SP;42705;11918;1823449;6002767;0;0;0;0;0;0;0;0;434517;763;30643;8304057;0;8304057
PINE - PRUDENCIAL;1000080374;b1;;C;2;SAO PAULO;SP;42705;77172;586809;2751726;3303383;-207185;3096199;0;0;0;0;0;1120669;313869;200832;8147275;0;8147275
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;;I;1;BELO HORIZONTE;MG;42705;2192;170068;1098105;5962385;-317242;5645143;0;0;0;0;0;528197;55000;116617;7615322;0;7615322
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;;I;3;CURITIBA;PR;42705;161;240841;1294;7117870;-400644;6717226;454;44017;14166;-1511;57126;359303;20221;17988;7414159;14166;7399992
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;;I;3;SAO PAULO;SP;42705;11898;2859848;1045597;2236277;-4594;2231682;0;0;0;0;0;423380;735778;7450;7315633;0;7315633
JOHN DEERE - PRUDENCIAL;1000080343;b1;;C;3;INDAIATUBA;SP;42705;3013;108125;0;6786257;-346182;6440075;0;0;0;0;0;210798;14861;5147;6782018;0;6782018
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;;C;2;SAO PAULO;SP;42705;84807;215746;1163824;2887275;-142531;2744744;0;192;0;0;192;2466789;77567;24397;6778066;0;6778066
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;;I;3;SAO PAULO;SP;42705;3466;151955;234511;2104528;-849674;1254854;0;0;0;0;0;3886277;9345;919527;6459934;0;6459934
COOPERATIVA CENTRAL DE CRÉDITO E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;;I;2;CURITIBA;PR;42705;0;590965;5517279;110165;-38;110127;0;0;0;0;0;162307;82;60296;6441057;0;6441057
APE POUPEX - PRUDENCIAL;1000081184;n1;;I;2;BRASILIA;DF;42705;16;2386192;806884;1632440;-98899;1533541;0;0;0;0;0;71461;1518314;54356;6370764;0;6370764
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;;I;1;BELEM;PA;42705;138761;1341883;706734;3590379;-145832;3444547;0;0;0;0;0;436719;143061;125768;6337473;0;6337473
J.MALUCELLI - PRUDENCIAL;1000080233;b1;;C;2;CURITIBA;PR;42705;939;973232;328396;3795412;-190635;3604777;0;0;0;0;0;120523;30488;651149;5709504;0;5709504
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;42705;15;2931827;2189645;6205;-150;6055;0;0;0;0;0;24843;120202;302101;5574688;0;5574688
PORTO SEGURO - PRUDENCIAL;1000080642;n1;;C;2;SAO PAULO;SP;42705;22996;2697;302041;1595251;-259473;1335779;0;0;0;0;0;3673804;8103;5722;5351141;0;5351141
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;;I;2;FLORIANOPOLIS;SC;42705;16;3939784;877344;83470;-61;83408;0;0;0;0;0;4126;151938;177163;5233779;0;5233779
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;;I;3;SAO PAULO;SP;42705;3417;630996;246083;3855153;-70102;3785051;973;189057;58002;-1854;246179;292658;20948;14303;5239636;58002;5181634
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;;I;3;PORTO ALEGRE;RS;42705;438;311350;0;4217334;-179141;4038194;464;190637;71205;-8429;253877;457804;14124;20956;5096743;71205;5025538
HONDA - PRUDENCIAL;1000080611;b2;;C;3;SAO PAULO;SP;42705;8773;170284;1130422;3432651;-257666;3174985;0;483;483;0;966;378625;11629;29272;4904956;483;4904473
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;n2;;C;2;RIO DE JANEIRO;RJ;42705;3171;1191303;1370114;0;0;0;0;0;0;0;0;2135952;42349;135082;4877971;0;4877971
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;;I;2;RIBEIRAO PRETO;SP;42705;4;4310893;300909;0;0;0;0;0;0;0;0;4492;1523;159657;4777477;0;4777477
SOFISA - PRUDENCIAL;1000080271;b1;;C;2;SAO PAULO;SP;42705;16489;199820;1702942;2194472;-49894;2144578;337;801;143;-100;1180;603186;15114;83130;4766440;143;4766297
BANCO FIDIS - PRUDENCIAL;1000081751;b2;;I;3;BETIM;MG;42705;3220;260740;129473;3726029;-88050;3637979;46;284;202;-48;484;666784;44067;11666;4754413;202;4754211
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;42705;5041;453;1858708;2692601;-87190;2605412;0;0;0;0;0;47540;41974;190605;4749733;0;4749733
MIZUHO - PRUDENCIAL;1000080697;b1;;C;3;SAO PAULO;SP;42705;42629;1031790;2228141;335918;-7160;328758;0;0;0;0;0;784413;33329;4653;4453713;0;4453713
CREFISA S.A. CFI - PRUDENCIAL;1000083632;n1;;I;2;SAO PAULO;SP;42705;1178;1783910;1066418;2030646;-586441;1444205;0;0;0;0;0;47615;98;45069;4388493;0;4388493
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;;C;1;ARACAJU;SE;42705;76592;866597;690567;2026939;-138592;1888346;0;0;0;0;0;557981;187971;99020;4367074;0;4367074
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;;I;3;RIO DE JANEIRO;RJ;42705;25780;1056966;1;984143;-101502;882641;10992;1959934;3735;-80431;1894231;484106;218;0;4343943;3735;4340208
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;;I;3;SAO PAULO;SP;42705;15578;442799;714574;1220189;-111792;1108397;0;0;0;0;0;2006203;7997;316;4295862;0;4295862
INDUSVAL - PRUDENCIAL;1000080415;b1;;C;2;SAO PAULO;SP;42705;35800;910325;1168665;1016976;-65639;951337;0;0;0;0;0;727209;237369;96317;4127022;0;4127022
VOLVO - PRUDENCIAL;1000080769;b2;;C;3;CURITIBA;PR;42705;206;382328;23430;3610533;-199338;3411195;387;17832;7463;-633;25049;178284;6539;16626;4043656;7463;4036192
BBM - PRUDENCIAL;1000080161;b1;;C;2;SALVADOR;BA;42705;17671;341716;1734749;1375158;-50089;1325069;0;0;0;0;0;526896;15136;42534;4003770;0;4003770
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;;I;2;BELO HORIZONTE;MG;42705;3;2393459;1350686;83017;-823;82195;0;0;0;0;0;4151;133;124391;3955018;0;3955018
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;;I;3;SAO PAULO;SP;42705;4689;840414;1774281;326963;-1176;325787;0;0;0;0;0;999993;2903;3514;3951582;0;3951582
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;42705;15716;0;1717069;2069199;-134643;1934556;0;0;0;0;0;15441;21786;181060;3885627;0;3885627
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;;I;1;PORTO ALEGRE;RS;42705;800;0;625219;3203981;-362997;2840984;0;0;0;0;0;283057;125;31021;3781205;0;3781205
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;;I;2;SAO PAULO;SP;42705;351;518993;336951;1675808;-615080;1060728;0;0;0;0;0;1713110;0;581;3630714;0;3630714
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;;C;3;SAO PAULO;SP;42705;2591;0;194;3339958;-188376;3151582;65;22314;6773;-101;29050;209862;73947;19939;3487166;6773;3480393
INTERMEDIUM - PRUDENCIAL;1000080996;b1;;C;2;BELO HORIZONTE;MG;42705;3155;529097;247528;2335478;-101298;2234180;0;0;0;0;0;88386;75764;7657;3185767;0;3185767
COOPERATIVA CENTRAL DE CRÉDITO DO CENTRO NORTE DO BRASIL   CENTRAL SICREDI CENTRO NORTE;33667205;b3C;;I;2;CUIABA;MT;42705;0;295651;2601853;61716;-8;61709;0;0;0;0;0;76630;16;48827;3084685;0;3084685
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;;C;2;RIO DE JANEIRO;RJ;42705;62438;650558;1235397;659631;-8704;650927;0;0;0;0;0;237772;141890;20327;2999308;0;2999308
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;;C;2;SAO PAULO;SP;42705;6302;512598;37908;1826358;-19825;1806533;0;0;0;0;0;381304;107171;34525;2886342;0;2886342
RODOBENS - PRUDENCIAL;1000080855;b1;;C;2;SAO PAULO;SP;42705;2977;251341;536808;1302602;-47939;1254663;2431;141099;2163;-4910;140782;343440;63211;279031;2872253;2163;2870091
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;;I;2;SERTAOZINHO;SP;42705;6615;242329;720216;1451758;-89627;1362132;0;0;0;0;0;279099;110922;77451;2798764;0;2798764
SOCOPA - PRUDENCIAL;1000080381;b1;;C;2;SAO PAULO;SP;42705;443882;1005079;444109;378380;-9586;368794;0;0;0;0;0;494341;27248;9322;2792775;0;2792775
PERNAMBUCANAS - PRUDENCIAL;1000080305;n1;;C;2;SAO PAULO;SP;42705;39734;118305;205356;1234954;-438148;796806;0;0;0;0;0;1502545;741;68641;2732128;0;2732128
COOPERATIVA CENTRAL DE CRÉDITO URBANO - CECRED;5463212;b3C;;I;2;BLUMENAU;SC;42705;24;1136790;1247897;83792;-1873;81919;0;0;0;0;0;13031;139836;18195;2637692;0;2637692
OMNI - PRUDENCIAL;1000080460;n1;;C;2;SAO PAULO;SP;42705;6616;164092;89134;1817550;-345249;1472301;269;33454;15366;-1957;47133;478253;86965;2529;2347023;15366;2331657
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;;I;2;FRANCISCO BELTRAO;PR;42705;2467;5383;656016;7010;-2522;4487;0;0;0;0;0;1672;1600103;22284;2292413;0;2292413
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;;C;2;UBERLANDIA;MG;42705;923;450546;83584;1322997;-115988;1207009;0;0;0;0;0;367686;80569;93450;2283768;0;2283768
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE/NORDESTE - CENTRAL SICREDI NORTE/NORDESTE;70119680;b3C;;I;2;CABEDELO;PB;42705;99;12639;2129806;95073;-937;94136;0;0;0;0;0;13096;290;6126;2256192;0;2256192
CAIXA GERAL - PRUDENCIAL;1000080927;b1;;C;3;SAO PAULO;SP;42705;202685;543946;731984;492464;-65077;427387;0;0;0;0;0;310422;1070;5727;2223222;0;2223222
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;;I;2;CAMPO MOURAO;PR;42705;1986;352652;599282;1208743;-41258;1167485;0;0;0;0;0;1679;178;345;2123607;0;2123607
STANDARD CHARTERED BI S.A. - PRUDENCIAL;1000081373;b2;;I;3;SAO PAULO;SP;42705;53997;499423;777669;0;0;0;0;0;0;0;0;777628;288;2128;2111132;0;2111132
BONSUCESSO - PRUDENCIAL;1000080422;b1;;I;2;BELO HORIZONTE;MG;42705;42181;140282;1029893;316489;-26810;289679;0;0;0;0;0;217074;44164;338714;2101986;0;2101986
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;;I;2;MARINGA;PR;42705;47454;2490;0;1174028;-87734;1086293;0;0;0;0;0;85037;744761;98442;2064477;0;2064477
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;42705;276;2264;478057;1417037;-53090;1363948;0;0;0;0;0;14074;158882;24847;2042348;0;2042348
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;32428294;b3C;;I;2;VITORIA;ES;42705;69;1117033;606040;42600;-192;42408;0;0;0;0;0;1776;129243;67576;1964144;0;1964144
SCANIA - PRUDENCIAL;1000080776;b2;;C;3;SAO BERNARDO DO CAMPO;SP;42705;1136;179092;77041;1576823;-53268;1523555;32;4690;1022;-39;5705;163362;1697;11433;1963021;1022;1961999
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;;I;2;NOVA PETROPOLIS;RS;42705;20335;0;265402;662496;-45696;616800;0;0;0;0;0;43898;926660;68276;1941371;0;1941371
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42898825;b3S;;I;2;BELO HORIZONTE;MG;42705;8103;0;0;585350;-14093;571257;0;0;0;0;0;26545;1175360;30161;1811427;0;1811427
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;;I;2;MEDIANEIRA;PR;42705;18467;75;0;928281;-48933;879348;0;0;0;0;0;48859;743640;87495;1777884;0;1777884
AF PARANÁ - PRUDENCIAL;1000081115;n1;;I;1;CURITIBA;PR;42705;0;0;582685;1177313;-21266;1156047;0;0;0;0;0;13736;273;1182;1753923;0;1753923
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICRED'S DE SANTA CATARINA E DO PARANÁ LTDA - UNICRED CENTRAL SC/PR;543968;b3C;;I;2;FLORIANOPOLIS;SC;42705;64;0;1612985;0;0;0;0;0;0;0;0;727;81542;13604;1708922;0;1708922
CENTRAL DAS COOPERATIVAS DE CREDITO UNICOOB - SICOOB CENTRAL UNICOOB;5036532;b3C;;I;2;MARINGA;PR;42705;13989;708434;848890;12190;-98;12092;0;0;0;0;0;4671;127;68575;1656778;0;1656778
RENDIMENTO - PRUDENCIAL;1000080659;b1;;C;2;SAO PAULO;SP;42705;359737;235698;169056;390101;-17291;372810;0;0;0;0;0;472075;13866;17498;1640740;0;1640740
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;;I;2;LUCAS DO RIO VERDE;MT;42705;7924;589;0;848881;-125403;723478;0;0;0;0;0;46205;759596;94689;1632482;0;1632482
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;;I;2;CERRO LARGO;RS;42705;7874;9422;32407;834274;-63039;771235;0;0;0;0;0;42851;652913;76178;1592880;0;1592880
BMW - PRUDENCIAL;1000080635;n1;;C;3;SAO PAULO;SP;42705;16801;0;3263;1526725;-66412;1460313;15;10173;5986;-418;15757;82181;192;1097;1579603;5986;1573617
UNIPRIME NORTE DO PARANA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS LTDA.;2398976;b3S;;I;2;LONDRINA;PR;42705;4154;21999;354310;610720;-18781;591939;0;0;0;0;0;1454;573606;21033;1568496;0;1568496
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;;I;2;CHAPECO;SC;42705;17555;0;607928;849220;-116389;732831;0;0;0;0;0;79277;52239;69594;1559424;0;1559424
BCO DES. DO ES S.A. - PRUDENCIAL;1000081304;b4;;I;1;VITORIA;ES;42705;288;284050;157420;1083568;-66412;1017156;0;0;0;0;0;53360;15011;12573;1539859;0;1539859
BCO ABN AMRO S.A. - PRUDENCIAL;1000081579;b1;;I;3;SAO PAULO;SP;42705;5012;208207;574024;217569;-1034;216535;0;0;0;0;0;518373;222;5059;1527431;0;1527431
AF DESENVOLVE SP S.A. - PRUDENCIAL;1000081153;n1;;I;1;SAO PAULO;SP;42705;0;0;309827;1145593;-66115;1079478;0;0;0;0;0;51473;36036;36025;1512839;0;1512839
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;;I;2;ENCANTADO;RS;42705;5190;1776;313190;345240;-67142;278098;0;0;0;0;0;18543;775966;76367;1469130;0;1469130
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;;I;2;CARLOS BARBOSA;RS;42705;18089;6;206082;528824;-33689;495134;0;0;0;0;0;29683;668227;45267;1462489;0;1462489
UNIPRIME CENTRAL - CENTRAL INTERESTADUAL DE COOPERATIVAS DE CREDITO LTDA.;3046391;b3C;;I;2;LONDRINA;PR;42705;609;77497;1328067;0;0;0;0;0;0;0;0;761;12425;1871;1421230;0;1421230
