Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Próprio (k)
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE VAZANTE LTDA. - SICOOB CREDIVAZ;803287;b3S;;I;2;VAZANTE;MG;42705;4637;0;1733;0;0;0;6369;-1711;-332;0;0;-389;-2433;3937;342;408;-1623;-1211;-34;0;130;-153;-2142;1795;-185;1610;-49;0;1561;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS INTEGRANTES DO  MINISTÉRIO PÚBLICO E DO PODER JUDICIÁRIO DO ESTADO DO PARÁ LTDA - COIMPPA;84156470;b3S;;I;2;BELEM;PA;42705;5745;0;582;0;0;0;6328;-906;0;0;0;-806;-1712;4616;180;26;-2017;-982;-16;0;83;-209;-2936;1680;-1;1679;-32;0;1647;0
COOPERATIVA DE CRÉDITO RURAL DOS FORNECEDORES DE CANA DA REGIÃO DE CATANDUVA-COFOCRED;49654502;b3S;;I;2;CATANDUVA;SP;42705;5576;0;750;0;0;0;6326;0;0;0;0;-449;-449;5877;0;0;-552;-606;-4;0;95;-300;-1366;4511;0;4511;0;-51;4460;0
COOPERATIVA DE CRÉDITO HORIZONTE - SICOOB HORIZONTE;7194313;b3S;;I;2;ARAPONGAS;PR;42705;4057;0;2249;0;0;0;6306;-1999;0;0;0;-1304;-3303;3003;791;779;-1780;-2296;-26;0;202;-248;-2578;425;2;427;-32;0;395;-99
COOPERATIVA DE CREDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE TENENTE PORTELA - CRESOL TENENTE PORTELA;4622657;b3S;;I;2;TENENTE PORTELA;RS;42705;5213;0;1088;0;0;0;6301;-2024;-391;0;0;-765;-3180;3121;415;256;-1533;-1221;0;0;760;-791;-2114;1007;113;1120;0;-124;997;0
DEUTSCHE SPARKASSEN LEASING DO BRASIL - PRUDENCIAL;1000084545;n1;;I;3;SAO PAULO;SP;42705;0;4999;1269;0;0;0;6267;0;-379;-2784;0;-31;-3194;3074;27;0;-2891;-1681;-236;0;453;0;-4328;-1254;0;-1254;-292;0;-1546;0
BRX CC LTDA. - PRUDENCIAL;1000082413;n2;;I;2;RIO DE JANEIRO;RJ;42705;0;0;1;0;6264;0;6264;0;0;0;0;0;0;6264;458;0;-474;-888;-354;0;24;-4663;-5895;369;11;380;-126;0;254;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CAMPINA VERDE LTDA. - SICOOB CREDICAMPINA;1609345;b3S;;I;2;CAMPINA VERDE;MG;42705;4953;0;1306;0;0;0;6259;-1447;-667;0;0;-240;-2353;3905;210;324;-1421;-844;-19;0;164;-291;-1878;2027;3;2031;-40;-45;1946;0
SENFF S.A. - CFI - PRUDENCIAL;1000083670;n1;;I;2;CURITIBA;PR;42705;5553;0;689;0;0;0;6243;-2111;0;0;0;-1190;-3301;2942;0;1;-22;-517;-282;0;0;-13;-833;2109;1;2108;-640;0;1468;-480
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO MÉDIO SUL BAIANO LTDA. - SICOOB COSTA DO DESCOBRIMENTO;1205736;b3S;;I;2;ITAMARAJU;BA;42705;5042;0;1197;0;0;0;6238;-916;-180;0;0;-1331;-2427;3812;468;869;-2169;-2289;-35;0;142;-266;-3282;529;21;550;-10;0;541;-337
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE PITANGUI E REGIAO LTDA. - SICOOB CREDPIT;4181542;b3S;;I;2;PITANGUI;MG;42705;5029;0;1189;0;0;0;6218;-2297;-87;0;0;-471;-2856;3363;590;475;-2338;-1543;-20;0;150;-77;-2763;599;-8;591;-63;0;528;0
TORRE CC LTDA - PRUDENCIAL;1000082138;n2;;I;2;SAO PAULO;SP;42705;0;0;0;0;6190;0;6190;0;0;0;0;0;0;6190;417;0;-1423;-4413;-319;0;262;0;-5476;714;-2;711;-210;0;501;0
UNICRED COSTA DO SOL RJ - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DE SAÚDE DA COSTA DO SOL LTDA.;39231527;b3S;;I;2;MACAE;RJ;42705;4557;0;1629;0;0;0;6186;-1935;0;0;0;-1326;-3262;2925;486;156;-1589;-1898;-10;0;10;-46;-2890;35;14;49;-31;0;19;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO SERRANO - SICOOB CREDISERRA SC;1692448;b3S;;I;2;URUPEMA;SC;42705;4418;0;1711;0;0;0;6129;-2212;-537;0;0;70;-2680;3449;184;244;-1088;-1238;-15;0;121;-180;-1972;1477;-101;1376;15;0;1391;0
PLANNER - PRUDENCIAL;1000080587;n1;;C;2;SAO PAULO;SP;42705;0;0;6123;2;0;0;6125;0;0;0;-27;-326;-352;5773;27448;5462;-8075;-23791;-3137;-41;283;-516;-2367;3406;0;3406;-734;-191;2481;-1246
CM CAPITAL MARKETS - PRUDENCIAL;1000080549;n2;;C;3;SAO PAULO;SP;42705;0;0;6133;-14;0;0;6119;0;0;0;0;0;0;6119;18511;1021;-12214;-10617;-2163;0;0;-16;-5478;641;-11;630;0;-4111;-3481;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE MARECHAL CÂNDIDO RONDON E REGIÃO - SICOOB MARECHAL;7097064;b3S;;I;2;MARECHAL CANDIDO RONDON;PR;42705;4687;0;1418;0;0;0;6105;-2177;-283;0;0;-621;-3082;3023;530;592;-1510;-1668;-18;0;275;-224;-2022;1001;1;1002;-22;0;981;-262
CENTRAL DAS COOPERATIVAS DE CRÉDITO DO NORDESTE - SICOOB CENTRAL NE;70116611;b3C;;I;2;CABEDELO;PB;42705;964;0;5127;0;0;0;6092;-5191;0;0;0;113;-5078;1014;4;0;-2748;-717;-13;0;3462;-4;-16;997;-5;992;-1;0;991;-860
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO LESTE MARANHENSE   SICOOB CENTRO LESTE MARANHENSE;9403026;b3S;;I;2;GRAJAU;MA;42705;5757;0;307;0;0;0;6064;-728;-188;0;0;-506;-1422;4643;268;633;-1368;-1532;-16;0;191;-79;-1902;2740;2;2742;-8;0;2735;-1119
BCO INBURSA INV S.A. - PRUDENCIAL;1000081335;b2;;C;3;SAO PAULO;SP;42705;1706;0;4335;0;0;0;6041;0;0;0;0;-179;-179;5862;0;0;-6678;-2891;-297;0;239;-235;-9863;-4001;194;-3807;0;0;-3807;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DO VALE EUROPEU - CRESOL VALE EUROPEU;8297831;b3S;;I;2;BOTUVERA;SC;42705;3031;0;2978;0;0;0;6009;-2844;-311;0;0;-281;-3435;2574;130;344;-936;-939;1;0;136;-778;-2044;530;-15;515;-7;-38;470;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DA REGIÃO CENTRO PAULISTA - SICOOB UNIMAIS CENTRO PAULISTA;71988653;b3S;;I;2;SAO CARLOS;SP;42705;3128;0;2841;0;0;0;5968;-3253;0;0;0;-527;-3781;2188;358;108;-1363;-1569;-2;0;44;-58;-2482;-294;0;-294;0;0;-295;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE FRANCISCO BELTRAO - CRESOL FRANCISCO BELTRAO;2698001;b3S;;I;2;FRANCISCO BELTRAO;PR;42705;4253;0;1712;0;0;0;5966;-1287;-1327;0;0;-1458;-4072;1893;632;282;-992;-815;-3;0;169;-625;-1352;541;-50;491;-19;-36;436;-291
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO PODER JUDICIÁRIO, MINISTÉRIO PÚBLICO E ENSINO SUPERIOR - SICOOB JUDICIÁRIO;37076205;b3S;;I;2;BRASILIA;DF;42705;5229;0;723;0;0;0;5952;-1972;-553;0;0;-326;-2851;3101;136;230;-1928;-1080;-16;14;47;-28;-2623;478;1;479;-6;0;473;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, DEMAIS PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DE CRUZ ALTA LTDA.;73326449;b3S;;I;2;CRUZ ALTA;RS;42705;5054;0;870;0;0;0;5924;-2138;0;0;0;-4248;-6386;-462;221;140;-1378;-1288;0;0;11;-32;-2326;-2788;-4;-2793;0;0;-2793;0
NATIXIS BRASIL S.A. BM - PRUDENCIAL;1000081627;b1;;I;3;SAO PAULO;SP;42705;0;0;5503;0;414;0;5918;-261;0;0;0;0;-261;5657;11444;0;-6428;-3348;-280;0;0;0;1388;7044;0;7044;-379;-388;6277;-6000
COOPERATIVA DE CRÉDITO SICREDI MOSSORÓ - SICREDI MOSSORÓ;70027388;b3S;;I;2;MOSSORO;RN;42705;3970;0;1946;0;0;0;5916;-2116;0;0;0;-1030;-3147;2770;274;399;-1659;-968;-5;7;97;-543;-2397;373;0;373;0;0;373;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO BANRISUL;92935741;b3S;;I;2;PORTO ALEGRE;RS;42705;4644;0;1233;0;0;0;5877;-2056;0;0;0;-151;-2207;3670;536;0;-1694;-1561;-75;0;0;-153;-2946;724;38;763;-11;0;751;-682
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES DO GRUPO SÃO MARTINHO   USICRED;2562412;b3S;;I;2;PRADOPOLIS;SP;42705;4305;0;1571;0;0;0;5876;-177;0;0;0;-7;-184;5693;0;0;-409;-263;-2;0;371;0;-303;5390;0;5390;0;-66;5324;-8238
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BAMBUÍ LTDA. - SICOOB CREDIBAM;66259110;b3S;;I;2;BAMBUI;MG;42705;3289;0;2580;0;0;0;5869;-2000;-198;0;0;95;-2103;3766;356;296;-1537;-1218;-28;0;158;-180;-2152;1613;-11;1602;-54;-58;1490;0
COOPERATIVA DE CRÉDITO VALE DO CANOAS - SICOOB/SC CREDICANOAS;707903;b3S;;I;2;ABDON BATISTA;SC;42705;4349;0;1516;0;0;0;5865;-2216;-177;0;0;-321;-2714;3152;109;195;-1405;-1097;-11;0;16;-65;-2259;893;71;964;-3;0;961;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DE NÍVEL SUPERIOR DA SAÚDE DE SETE LAGOAS LTDA.;71163315;b3S;;I;2;SETE LAGOAS;MG;42705;3907;0;1932;0;0;0;5840;-2732;0;0;0;-823;-3555;2285;527;98;-960;-1297;-11;0;15;-26;-1653;632;-3;628;0;0;628;0
CAMBIONET CC LTDA - PRUDENCIAL;1000082286;n2;;I;2;PORTO ALEGRE;RS;42705;0;0;66;0;5770;0;5836;0;0;0;0;0;0;5836;198;43;-1834;-2424;-290;0;3;-182;-4487;1349;34;1383;-268;-26;1089;-307
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE CASCAVEL - CRESOL CASCAVEL;2448310;b3S;;I;2;CASCAVEL;PR;42705;4726;0;1036;0;0;0;5762;-998;-1284;0;0;-850;-3131;2631;621;307;-1422;-1484;-2;0;252;-575;-2303;329;-7;322;-8;-77;238;0
DIRECAO S.A. CFI - PRUDENCIAL;1000083625;n1;;I;2;SANTOS;SP;42705;2974;0;2781;0;0;0;5755;0;0;0;0;-2507;-2507;3248;0;0;-1089;-682;-229;0;26;-12;-1986;1263;0;1263;-1478;-40;-255;0
UNICRED CAMPOS - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DE CAMPOS LTDA.;4445917;b3S;;I;2;CAMPOS DOS GOYTACAZES;RJ;42705;4144;0;1580;0;0;0;5724;-2055;0;0;0;-380;-2435;3289;632;335;-1438;-2136;-27;0;99;-40;-2576;714;74;788;-21;0;767;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES PÚBLICOS ESTADUAIS DO RIO GRANDE DO SUL EM PORTO ALEGRE E GRANDE PORTO ALEGRE;3973814;b3S;;I;2;PORTO ALEGRE;RS;42705;5454;0;268;0;0;0;5722;-949;-2;0;0;-623;-1573;4149;540;0;-2286;-1892;-8;0;0;-151;-3796;352;1;352;0;0;352;-85
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BOA ESPERANÇA LTDA. - SICOOB BELCREDI;869687;b3S;;I;2;BOA ESPERANCA;MG;42705;2604;0;3107;0;0;0;5711;-2399;-911;0;0;97;-3212;2499;236;248;-942;-853;-16;0;99;-130;-1358;1141;1;1140;-32;0;1108;0
COOPERATIVA DE CRÉDITO DE SERVIDORES PÚBLICOS E TRABALHADORES DA REDE DE ENSINO DA REGIÃO E COLAR METROPOLITANO DO VALE DO AÇO LTDA. - SICOOB COSMIPA;17361536;b3S;;I;2;IPATINGA;MG;42705;4399;0;1304;0;0;0;5704;-1227;0;0;0;-298;-1525;4179;542;57;-1373;-1168;-48;0;578;-266;-1678;2501;-75;2426;-53;0;2373;-2938
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA CEPLAC LTDA;32615247;b3S;;I;2;ILHEUS;BA;42705;4563;0;1099;0;0;0;5662;-996;0;0;0;74;-922;4740;9;201;-753;-1392;-2;0;377;-92;-1652;3088;-12;3076;0;0;3076;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CURVELO LTDA. - SICOOB CREDICENTRO;21682737;b3S;;I;2;CURVELO;MG;42705;4148;0;1500;0;0;0;5648;-1605;-328;0;0;-1218;-3151;2497;542;788;-2457;-1884;-38;0;107;-823;-3766;-1269;-59;-1328;-40;0;-1368;0
COOPERATIVA DE CRÉDITO DOS SERVIDORES PÚBLICOS NO ESTADO DA BAHIA LTDA. - SICOOB CRED EXECUTIVO;4321309;b3S;;I;2;SALVADOR;BA;42705;4796;0;831;0;0;0;5627;-2323;-217;0;0;-160;-2699;2927;101;61;-1156;-886;-7;0;112;-123;-1899;1028;8;1037;-3;0;1034;-434
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA UNIÃO DOS PINHAIS - CRESOL UNIÃO DOS PINHAIS;2446089;b3S;;I;2;CORONEL VIVIDA;PR;42705;4333;0;1247;0;0;0;5581;-1377;-1216;0;0;-666;-3259;2322;577;240;-834;-988;1;0;267;-427;-1165;1157;-5;1151;-9;-63;1080;-414
COOPERATIVA DE CREDITO DO PLANALTO SUL - SICOOB CREDISSERRANA;3033469;b3S;;I;2;LAGES;SC;42705;4353;0;1212;0;0;0;5565;-1668;-316;0;0;-577;-2561;3004;297;757;-1536;-1658;-22;0;158;-255;-2260;744;18;762;-22;0;740;0
CAROL DTVM LTDA. - PRUDENCIAL;1000084095;n2;;I;2;SAO PAULO;SP;42705;0;0;5294;0;268;0;5562;0;0;0;0;0;0;5562;0;0;-724;-4480;-259;0;14;0;-5449;114;0;114;-37;0;77;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO OESTE MARANHENSE - SICOOB OESTE MARANHENSE;9424988;b3S;;I;2;ACAILANDIA;MA;42705;5156;0;374;0;0;0;5530;-844;0;0;0;-3249;-4093;1437;303;612;-1794;-1595;-18;0;279;-244;-2456;-1019;-33;-1053;-5;0;-1057;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, SERVIDORES PÚBLICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DA BAHIA LTDA. - UNICRED DA BAHIA;2602922;b3S;;I;2;FEIRA DE SANTANA;BA;42705;3701;0;1801;0;0;0;5502;-1791;0;0;0;-351;-2143;3359;457;171;-1794;-1940;-15;0;28;-14;-3107;253;7;259;0;0;259;0
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DA GRANDE DOURADOS - SICOOB DOURADOS;10319386;b3S;;I;2;DOURADOS;MS;42705;4680;0;815;0;0;0;5496;-1679;-222;0;0;-758;-2658;2838;369;604;-1097;-1509;-9;0;153;-259;-1750;1088;-16;1072;-9;0;1063;-267
WESTERN ASSET DTVM LTDA. - PRUDENCIAL;1000083900;n2;;I;3;SAO PAULO;SP;42705;0;0;5385;100;0;0;5485;0;0;0;0;0;0;5485;30481;9137;-23442;-10909;-2656;0;0;-185;2426;7910;516;8426;-3077;0;5350;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO RIO GRANDE LTDA. - SICOOB UBERABA;25683475;b3S;;I;2;UBERABA;MG;42705;3712;0;1760;0;0;0;5472;-1404;-276;0;0;-1043;-2723;2748;531;676;-1510;-1197;-69;0;267;-341;-1643;1106;18;1124;-48;-58;1018;-216
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DA ÁREA DE INFORMÁTICA, VESTUÁRIO EM GERAL E PEQ EMPRESÁRIOS MICROEMPRESÁRIOS MICROEMPREENDEDORES REGIÃO METROPOLITANA RIO DE JANEIRO - SICOOB EMPRESAS RJ;4120633;b3S;;I;2;RIO DE JANEIRO;RJ;42705;3091;0;2380;0;0;0;5472;-1750;0;0;0;-187;-1937;3534;396;634;-1732;-1965;-25;0;381;-145;-2455;1079;0;1079;-46;0;1033;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE SÃO SEBASTIÃO DO PARAÍSO LTDA. - SICOOB PARAÍSOCRED;1657678;b3S;;I;2;SAO SEBASTIAO DO PARAISO;MG;42705;3266;0;2184;0;0;0;5450;-2526;0;0;0;-521;-3047;2402;281;215;-1158;-1015;-24;0;73;-119;-1748;654;-27;628;-11;0;617;-211
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE CRUZ MACHADO - CRESOL CRUZ MACHADO;5277312;b3S;;I;2;CRUZ MACHADO;PR;42705;4819;0;607;0;0;0;5427;-845;-917;0;0;-1619;-3381;2046;267;309;-1025;-1237;-1;0;146;-398;-1940;106;-17;89;-5;0;85;0
COMPANHIA PROVINCIA DE CREDITO IMOBILIARIO - PRUDE;1000080972;n1;;C;2;PORTO ALEGRE;RS;42705;4137;0;1276;0;0;0;5414;-286;0;0;0;-319;-605;4809;662;0;-1515;-5300;-43;0;1002;-736;-5930;-1122;1220;98;-4;0;95;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CARMO DO RIO CLARO LTDA - SICOOB CREDICARMO;25743311;b3S;;I;2;CARMO DO RIO CLARO;MG;42705;2672;0;2691;0;0;0;5363;-1990;-555;0;0;-16;-2560;2803;325;233;-977;-621;-28;0;122;-72;-1018;1785;-2;1784;-63;-35;1685;0
COOPERATIVA DE CRÉDITO RURAL CAZOLA - SICOOB CREDICAZOLA;315406;b3S;;I;2;LUCELIA;SP;42705;4241;0;1083;0;0;0;5324;-2681;-50;0;0;-2696;-5427;-104;121;129;-1067;-1360;-11;0;115;-465;-2538;-2642;15;-2627;-13;0;-2641;0
S. HAYATA CC S.A. - PRUDENCIAL;1000081971;n2;;I;2;SAO PAULO;SP;42705;0;0;1;0;5293;0;5294;0;0;0;0;0;0;5294;1221;1;-1080;-4722;-368;0;0;0;-4948;346;0;346;-33;0;313;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PALMEIRAS E REGIÃO LTDA.;37631058;b3S;;I;2;PALMEIRAS DE GOIAS;GO;42705;3927;0;1355;0;0;0;5281;-822;-342;0;0;-155;-1320;3962;339;76;-797;-882;-4;0;209;-33;-1093;2869;-2;2867;0;0;2867;-1288
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO WALMART LTDA. - SICOOB COOPERBOM;74026998;b3S;;I;2;SALVADOR;BA;42705;5014;0;266;0;0;0;5280;-284;-633;0;0;-572;-1489;3791;153;58;-1720;-1218;-22;0;25;-157;-2879;911;4;915;-5;0;910;-310
GERAL CCVM LTDA - PRUDENCIAL;1000082918;n2;;I;2;PORTO ALEGRE;RS;42705;0;0;5268;0;0;0;5268;-257;0;0;0;0;-257;5011;1787;0;-980;-3635;-405;86;137;-164;-3173;1838;0;1838;-187;-33;1619;-920
SPINELLI S.A. CVMC - PRUDENCIAL;1000082853;n2;;I;2;SAO PAULO;SP;42705;116;0;5051;-4;0;0;5163;0;0;0;0;-79;-79;5084;2709;2762;-4954;-6863;-756;0;716;-672;-7058;-1974;0;-1974;0;0;-1974;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS NO ESTADO DO ESPÍRITO SANTO;1330295;b3S;;I;2;VITORIA;ES;42705;3836;0;1315;0;0;0;5151;-1168;0;0;0;-145;-1313;3838;99;2;-1933;-1544;-17;0;338;-13;-3069;769;-43;726;-2;0;724;-1103
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE GUARAMIRIM - CREVISC;10143743;b3S;;I;2;GUARAMIRIM;SC;42705;4278;0;824;0;0;0;5102;-1134;-622;0;0;-1199;-2955;2147;341;162;-922;-1177;-3;0;32;-379;-1946;201;-4;197;0;-30;167;-794
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUL CATARINENSE ? CECRISACRED;3427097;b3S;;I;2;CRICIUMA;SC;42705;3807;0;1294;0;0;0;5101;-1841;0;0;0;-828;-2669;2432;374;202;-1061;-799;-4;0;37;-222;-1473;959;-14;944;0;0;944;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO-OESTE DE MINAS LTDA - SICOOB CREDICARMOMINAS;71238232;b3S;;I;2;CARMOPOLIS DE MINAS;MG;42705;3012;0;2080;0;0;0;5092;-1800;-252;0;0;-137;-2188;2904;365;466;-1098;-1151;-23;0;57;-130;-1514;1390;-5;1385;-31;0;1354;-205
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS INTEGRANTES DA BRIGADA MILITAR DO RIO GRANDE DO SUL - SICREDI MIL RS;3212823;b3S;;I;2;PORTO ALEGRE;RS;42705;3666;0;1424;0;0;0;5090;-1986;-43;0;0;-155;-2184;2906;366;44;-1123;-589;-16;0;204;-857;-1970;936;-12;924;-43;0;881;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO SUDOESTE BAIANO LTDA - SICOOB CREDICONQUISTA;2282165;b3S;;I;2;VITORIA DA CONQUISTA;BA;42705;4144;0;943;0;0;0;5087;-772;-103;0;0;-1006;-1881;3207;529;543;-1763;-1566;-16;0;164;-177;-2287;919;-45;874;0;0;874;-816
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE SANTO CRISTO - CRESOL SANTO CRISTO;6031727;b3S;;I;2;SANTO CRISTO;RS;42705;4172;0;899;0;0;0;5071;-1983;-188;0;0;13;-2158;2913;309;149;-1150;-1160;1;0;192;-466;-2127;786;-6;780;-3;-101;676;0
AGK CC S.A. - PRUDENCIAL;1000082035;n2;;I;2;SAO PAULO;SP;42705;0;0;0;0;5032;0;5032;0;0;0;0;0;0;5032;3293;0;-1836;-5587;-573;0;0;-132;-4835;197;0;197;0;0;197;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DE NÍVEL SUPERIOR DA ÁREA DE SAÚDE DE OURINHOS - OURICRED;2179673;b3S;;I;2;OURINHOS;SP;42705;3191;0;1821;0;0;0;5012;-2476;0;0;0;-3;-2478;2533;183;45;-703;-414;-13;0;0;-204;-1105;1428;2;1431;-6;-74;1351;-394
COOPERATIVA DE CRÉDITO COGEM;44401800;b3S;;I;2;SAO BERNARDO DO CAMPO;SP;42705;4319;0;689;0;0;0;5007;0;0;0;0;-212;-212;4795;0;0;-629;-308;-36;0;2;0;-971;3824;0;3824;-25;0;3799;-3225
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO ATACADÃO;52046299;b3S;;I;2;SAO PAULO;SP;42705;4790;0;208;0;0;0;4998;0;0;0;0;-643;-643;4355;0;0;-213;-183;-1;0;50;-194;-542;3814;0;3814;0;-28;3786;-4753
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS INTEGRANTES DAS CARREIRAS JURÍDICAS E DOS SERVENTUÁRIOS DE ÓRGÃOS DA JUSTIÇA E AFINS, NO ESTADO DE RONDÔNIA   SICOOB CREDJURD;4751713;b3S;;I;2;PORTO VELHO;RO;42705;3983;0;1007;0;0;0;4991;-304;0;0;0;-339;-643;4348;59;22;-616;-597;-12;0;256;-105;-994;3354;0;3354;-7;0;3348;-772
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO PODER EXECUTIVO FEDERAL DO ESTADO DE RONDÔNIA   SICOOB CREDIFORTE;3497143;b3S;;I;2;PORTO VELHO;RO;42705;4642;0;333;0;0;0;4976;-798;-447;0;0;-489;-1734;3242;326;318;-1553;-1604;-39;0;9;-128;-2671;571;-14;557;-34;-17;506;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SACRAMENTO LTDA. - SICOOB SACRAMENTO;71154256;b3S;;I;2;SACRAMENTO;MG;42705;3517;0;1446;0;0;0;4963;-1439;-247;0;0;-2100;-3787;1176;99;127;-582;-475;-10;0;41;-85;-885;291;-8;283;-12;0;271;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA CIDADE DE GOIÂNIA E ENTORNO LTDA.;97360804;b3S;;I;2;GOIANIA;GO;42705;3903;0;1060;0;0;0;4963;-1514;0;0;0;-450;-1965;2998;369;403;-1988;-1424;-28;0;183;-187;-2672;326;-10;316;-21;0;295;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE RIO BRANCO LTDA;1608685;b3S;;I;2;RIO BRANCO;AC;42705;4079;0;879;0;0;0;4958;-1659;0;0;0;-171;-1831;3127;312;189;-1048;-811;-28;0;598;-190;-977;2150;8;2158;-18;-63;2077;-679
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DA REGIÃO SUDESTE DE MINAS GERAIS LTDA. - SICOOB CREDISUCESSO;42887133;b3S;;I;2;BOM SUCESSO;MG;42705;3290;0;1651;0;0;0;4942;-1551;-230;0;0;-287;-2068;2873;399;744;-1642;-1537;-65;0;85;-191;-2207;666;2;669;-25;-59;584;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA OESTE CATARINENSE - CRESOL OESTE CATARINENSE;3965737;b3S;;I;2;XAXIM;SC;42705;4006;0;903;0;0;0;4909;-1375;-657;0;0;-981;-3013;1896;246;233;-790;-887;-1;0;167;-397;-1429;467;-70;397;-29;-45;323;0
COOPERATIVA DE CREDITO DE ITAPAGIPE LTDA - SICOOB ITAPAGIPE;71506513;b3S;;I;2;ITAPAGIPE;MG;42705;2770;0;2137;0;0;0;4908;-1103;-460;0;0;-84;-1646;3262;244;246;-876;-621;-20;0;164;-195;-1059;2203;0;2203;-31;-29;2143;-516
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇAO SOLIDÁRIA DO VALE DAS ARAUCÁRIAS - CRESOL VALE DAS ARAUCÁRIAS;2483330;b3S;;I;2;TURVO;PR;42705;4367;0;514;0;0;0;4881;-479;-819;0;0;-532;-1830;3052;257;332;-949;-1033;-3;0;110;-780;-2066;986;-189;797;-64;-38;695;0
