Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Passivo Circulante e Exigível a Longo Prazo (h) = (e) + (f) + (g);Resultados de Exercícios Futuros (i);Patrimônio Líquido (j);Passivo Total (k) = (h) + (i) + (j)
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;;C;3;SAO PAULO;SP;42705;155902;0;0;3061776;0;3217678;5481922;0;0;0;0;14939;14939;10422374;19136913;3203823;6959062;29299798;1638;4550979;33852414
PAN;1000080257;b1;;C;2;SAO PAULO;SP;42705;54766;0;11765701;2598424;0;14418890;2024624;1721091;256377;1170627;0;7613;3155708;134101;19733323;145734;4284101;24163158;794;3412162;27576114
ABC-BRASIL - PRUDENCIAL;1000080312;b1;;C;3;SAO PAULO;SP;42705;42359;0;478357;4819383;0;5340098;5799;887238;2280019;2973055;0;17530;6157841;7849268;19353007;1002274;2410039;22765320;34074;2893217;25692611
BANESTES - PRUDENCIAL;1000080147;b1;;C;1;VITORIA;ES;42705;1147450;2523853;118732;5622995;11419;9424448;12770951;366266;198719;226737;0;0;791722;438759;23425880;0;757152;24183031;4504;1262321;25449856
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;;I;3;SAO PAULO;SP;42705;9623;0;401;575125;0;585148;487899;850339;2412450;0;0;0;3262789;12892227;17228063;251403;2927475;20406940;27;1843520;22250487
CCB - PRUDENCIAL;1000080295;b1;;C;3;SAO PAULO;SP;42705;80185;10849;199564;1944111;5390;2240099;6868236;157143;189484;32959;55066;281;434932;7678293;17221561;29032;3249169;20499762;30997;1396699;21927458
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;;C;2;SAO PAULO;SP;42705;599050;0;353676;4354177;7642;5314545;1802497;542623;414508;4611168;1700410;0;7268708;1732948;16118699;36325;3008737;19163761;88373;2657438;21909572
DEUTSCHE - PRUDENCIAL;1000080532;b1;;C;3;SAO PAULO;SP;42705;385927;0;157775;1186848;0;1730550;107037;0;0;225368;0;0;225368;2526321;4589276;413915;12151857;17155048;7030;1549807;18711885
BCO TOKYO-MITSUBISHI BM S.A. - PRUDENCIAL;1000081713;b1;;I;3;SAO PAULO;SP;42705;90079;0;20150;2396872;0;2507101;0;0;0;38130;0;0;38130;3917695;6462925;1044450;8854016;16361392;800;1384673;17746864
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;;C;3;SAO PAULO;SP;42705;680937;0;179922;6153343;0;7014202;1232550;0;0;0;0;0;0;0;8246752;4507457;2889408;15643617;1378;2041502;17686497
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;;C;3;SAO PAULO;SP;42705;0;0;233117;2002760;0;2235877;0;0;0;1062236;0;0;1062236;7085875;10383988;532746;3625051;14541785;128770;2629874;17300428
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;;C;1;PORTO ALEGRE;RS;42705;0;0;0;0;0;0;0;0;0;0;0;0;0;13164111;13164111;0;906332;14070443;6783;2441003;16518229
BMG - PRUDENCIAL;1000080178;b1;;C;2;SAO PAULO;SP;42705;28522;0;123592;5541499;0;5693613;300198;60751;138429;586315;1025200;0;1810694;570883;8375388;896664;3751862;13023913;0;2643249;15667162
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;;I;1;BELEM;PA;42705;663835;501246;12531;1204248;584076;2965936;220010;0;377676;0;0;0;377676;800521;4364144;0;7850525;12214669;0;1959689;14174359
BRB - PRUDENCIAL;1000080288;b1;;C;1;BRASILIA;DF;42705;881687;1625891;219031;5956971;9197;8692777;592697;443196;0;186003;0;0;629199;269893;10184566;0;2159608;12344174;90;1313506;13657771
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;;C;3;SAO PAULO;SP;42705;6836;0;101528;610102;0;718466;841135;0;0;0;0;0;0;3259512;4819113;401300;6998209;12218622;22930;1352299;13593851
ALFA - PRUDENCIAL;1000080570;b1;;C;2;SAO PAULO;SP;42705;24351;0;0;70862;0;95213;1600817;0;207425;4494745;0;1748855;6451026;2026688;10173744;106635;575401;10855780;19601;2258329;13133710
GMAC - PRUDENCIAL;1000080848;b2;;C;3;SAO PAULO;SP;42705;0;0;2011046;818368;0;2829415;0;0;0;2082139;0;0;2082139;0;4911553;0;4747756;9659309;287546;1777371;11724227
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;42705;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10787290;10787290;0;361513;11148803
ING - PRUDENCIAL;1000080501;b1;;C;3;SAO PAULO;SP;42705;455;0;45030;1698842;0;1744328;72036;0;0;0;0;0;0;4716836;6533200;435827;3389934;10358960;5956;777507;11142424
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;;C;2;BELO HORIZONTE;MG;42705;314388;210039;70688;6432562;0;7027676;249056;54693;273394;202082;71723;0;601892;0;7878624;5456;1807091;9691172;653;893620;10585444
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;;C;3;SAO PAULO;SP;42705;16441;0;0;929164;0;945605;0;0;327876;139344;0;0;467220;1951350;3364175;253631;6019243;9637050;720;834296;10472066
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;;C;3;SAO PAULO;SP;42705;0;0;0;1704971;0;1704971;283041;0;0;0;0;103977;103977;771580;2863569;1099276;3568920;7531766;0;2607346;10139112
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;;C;3;SAO PAULO;SP;42705;0;0;1101;157279;0;158379;0;0;0;496314;0;0;496314;5926886;6581579;0;687811;7269390;32819;1509358;8811566
HAITONG - PRUDENCIAL;1000080666;b2;;C;3;SAO PAULO;SP;42705;0;0;417804;1393961;0;1811764;5644810;0;0;74665;0;11353;86018;244643;7787235;97795;294789;8179820;697;621310;8801827
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;;C;2;RIO DE JANEIRO;RJ;42705;26;0;0;0;0;26;908504;0;0;0;0;0;0;0;908530;0;2227015;3135545;0;5643402;8778946
ORIGINAL - PRUDENCIAL;1000080903;b1;;C;2;SAO PAULO;SP;42705;78886;0;72891;3032376;0;3184153;305428;1130832;1061559;215956;0;2423;2410770;199475;6099826;49008;341759;6490593;7555;2225186;8723334
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;;C;3;SAO PAULO;SP;42705;0;0;38052;50597;0;88648;491348;0;0;0;0;0;0;1668159;2248155;4132894;534893;6915942;0;1388114;8304057
PINE - PRUDENCIAL;1000080374;b1;;C;2;SAO PAULO;SP;42705;16566;0;46264;2538727;0;2601557;483917;698939;589495;196460;85762;0;1570656;1141264;5797394;865734;251541;6914669;84405;1148200;8147275
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;;I;1;BELO HORIZONTE;MG;42705;0;0;6680;0;0;6680;0;0;0;609063;0;0;609063;4560977;5176720;15600;701059;5893378;12406;1709537;7615322
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;;I;3;CURITIBA;PR;42705;0;0;129424;710793;0;840218;0;0;90842;222023;0;0;312866;4698852;5851935;4523;152787;6009246;192642;1198105;7399992
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;;I;3;SAO PAULO;SP;42705;45493;0;0;2112584;0;2158077;20408;0;0;0;0;0;0;3144428;5322913;125654;1029097;6477664;3549;834420;7315633
JOHN DEERE - PRUDENCIAL;1000080343;b1;;C;3;INDAIATUBA;SP;42705;50023;0;131924;44040;0;225988;0;0;0;0;0;0;0;5314224;5540211;0;313962;5854174;25075;902769;6782018
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;;C;2;SAO PAULO;SP;42705;46933;0;8310;3477857;0;3533100;73658;344387;630649;145298;0;0;1120334;367815;5094908;75995;586447;5757350;8817;1011899;6778066
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;;I;3;SAO PAULO;SP;42705;0;0;32619;0;0;32619;0;0;0;401624;0;0;401624;0;434244;0;4095730;4529973;0;1929960;6459934
COOPERATIVA CENTRAL DE CRÉDITO E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;;I;2;CURITIBA;PR;42705;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6279727;6279727;0;161330;6441057
APE POUPEX - PRUDENCIAL;1000081184;n1;;I;2;BRASILIA;DF;42705;0;0;0;0;702668;702668;0;167634;0;0;0;0;167634;0;870302;0;117276;987578;0;5383186;6370764
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;;I;1;BELEM;PA;42705;618872;825400;602638;2432728;0;4479639;685079;0;0;66648;0;0;66648;1477;5232842;0;274003;5506846;0;830628;6337473
J.MALUCELLI - PRUDENCIAL;1000080233;b1;;C;2;CURITIBA;PR;42705;20177;0;275742;3062854;0;3358773;46086;43221;0;916814;0;0;960035;61288;4426183;0;88260;4514443;31;1195031;5709504
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;42705;0;0;0;0;0;0;0;0;0;0;0;0;0;287010;287010;0;4878642;5165652;0;409036;5574688
PORTO SEGURO - PRUDENCIAL;1000080642;n1;;C;2;SAO PAULO;SP;42705;0;0;734386;0;0;734386;0;0;0;174079;0;0;174079;112095;1020560;8436;3743896;4772893;0;578248;5351141
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;;I;2;FLORIANOPOLIS;SC;42705;179;0;0;4432084;599;4432862;0;0;0;0;0;0;0;157641;4590503;0;382876;4973379;0;260400;5233779
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;;I;3;SAO PAULO;SP;42705;0;0;391859;157921;0;549780;0;0;0;1031591;0;0;1031591;2328028;3909399;187235;441725;4538359;65040;578236;5181634
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;;I;3;PORTO ALEGRE;RS;42705;0;0;0;52584;0;52584;0;0;0;0;0;0;0;3936009;3988593;0;155072;4143665;52751;829122;5025538
HONDA - PRUDENCIAL;1000080611;b2;;C;3;SAO PAULO;SP;42705;0;0;2360787;42023;0;2402810;0;0;0;6735;0;0;6735;380045;2789589;45676;602918;3438183;6339;1459951;4904473
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;n2;;C;2;RIO DE JANEIRO;RJ;42705;0;0;0;0;0;0;772136;0;0;0;0;0;0;0;772136;84386;3278923;4135446;228;742298;4877971
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;;I;2;RIBEIRAO PRETO;SP;42705;0;0;0;4371004;0;4371004;0;0;0;0;0;0;0;0;4371004;0;164514;4535518;0;241959;4777477
SOFISA - PRUDENCIAL;1000080271;b1;;C;2;SAO PAULO;SP;42705;86706;0;62870;2953817;0;3103394;242944;180545;10706;17271;71802;0;280325;163704;3790366;115;224466;4014946;1740;749611;4766297
BANCO FIDIS - PRUDENCIAL;1000081751;b2;;I;3;BETIM;MG;42705;0;0;197798;2562472;0;2760271;0;0;0;935898;0;0;935898;250980;3947149;22430;151780;4121359;2549;630303;4754211
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;42705;388906;0;0;1447146;23990;1860041;0;0;537237;0;0;0;537237;24124;2421402;0;1080406;3501808;0;1247925;4749733
MIZUHO - PRUDENCIAL;1000080697;b1;;C;3;SAO PAULO;SP;42705;17073;0;88423;2418530;0;2524027;72279;0;0;0;0;0;0;592210;3188516;93224;602515;3884255;470;568988;4453713
CREFISA S.A. CFI - PRUDENCIAL;1000083632;n1;;I;2;SAO PAULO;SP;42705;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;519891;519891;0;3868602;4388493
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;;C;1;ARACAJU;SE;42705;642437;1136443;241977;1256216;1076;3278150;53015;25281;0;22032;0;0;47313;88951;3467429;0;561957;4029386;19;337670;4367074
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;;I;3;RIO DE JANEIRO;RJ;42705;0;0;115455;3445925;0;3561381;0;0;0;0;0;0;0;0;3561381;0;312274;3873654;0;466554;4340208
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;;I;3;SAO PAULO;SP;42705;7537;0;0;586137;0;593673;2502;0;570292;0;0;0;570292;1947862;3114329;258292;482919;3855540;0;440322;4295862
INDUSVAL - PRUDENCIAL;1000080415;b1;;C;2;SAO PAULO;SP;42705;24032;0;155970;1865240;0;2045242;221848;65448;1010540;19812;0;0;1095800;32687;3395577;8350;199280;3603207;6423;517392;4127022
VOLVO - PRUDENCIAL;1000080769;b2;;C;3;CURITIBA;PR;42705;0;0;0;17633;0;17633;0;0;0;0;0;0;0;3124674;3142307;0;120378;3262684;25995;747513;4036192
BBM - PRUDENCIAL;1000080161;b1;;C;2;SALVADOR;BA;42705;26943;0;107856;945754;0;1080553;343961;29496;685136;480543;160;0;1195334;688412;3308260;3766;116040;3428065;2127;573577;4003770
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;;I;2;BELO HORIZONTE;MG;42705;0;0;0;110317;0;110317;0;0;0;0;0;0;0;0;110317;0;3689804;3800121;0;154897;3955018
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;;I;3;SAO PAULO;SP;42705;193;0;45875;1362822;0;1408890;0;0;0;82301;0;0;82301;1314083;2805273;92960;531227;3429460;191;521930;3951582
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;42705;380645;0;145056;2148490;31413;2705605;0;0;0;0;0;0;0;11870;2717475;0;317068;3034544;0;851083;3885627
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;;I;1;PORTO ALEGRE;RS;42705;0;0;0;0;0;0;0;0;0;0;0;0;0;2972244;2972244;0;132108;3104352;104;676749;3781205
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;;I;2;SAO PAULO;SP;42705;0;0;0;0;0;0;0;0;0;0;0;1039346;1039346;230505;1269850;64685;1607068;2941603;0;689111;3630714
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;;C;3;SAO PAULO;SP;42705;0;0;530444;0;0;530444;0;0;0;0;0;0;0;1993779;2524224;3324;156535;2684083;21348;774962;3480393
INTERMEDIUM - PRUDENCIAL;1000080996;b1;;C;2;BELO HORIZONTE;MG;42705;43454;0;9638;1425979;0;1479071;5133;1180991;12617;0;0;0;1193608;37441;2715253;0;124917;2840170;0;345597;3185767
COOPERATIVA CENTRAL DE CRÉDITO DO CENTRO NORTE DO BRASIL   CENTRAL SICREDI CENTRO NORTE;33667205;b3C;;I;2;CUIABA;MT;42705;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2962574;2962574;0;122111;3084685
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;;C;2;RIO DE JANEIRO;RJ;42705;29989;0;0;1533639;0;1563628;360428;181122;1825;0;0;0;182948;4824;2111829;31343;470490;2613662;0;385646;2999308
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;;C;2;SAO PAULO;SP;42705;46826;0;113078;980412;0;1140317;149080;216457;0;341491;0;0;557948;395318;2242662;80;141119;2383862;1412;501068;2886342
RODOBENS - PRUDENCIAL;1000080855;b1;;C;2;SAO PAULO;SP;42705;1743;0;1416;66148;0;69307;0;526140;0;184445;0;0;710585;416997;1196889;630;627485;1825004;1199;1043887;2870091
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;;I;2;SERTAOZINHO;SP;42705;198677;0;0;847372;10612;1056661;0;0;298104;0;0;0;298104;114803;1469568;0;954870;2424438;0;374326;2798764
SOCOPA - PRUDENCIAL;1000080381;b1;;C;2;SAO PAULO;SP;42705;99830;0;7859;697039;48014;852742;910796;32661;45085;0;0;0;77746;40367;1881651;3930;703373;2588954;0;203822;2792775
PERNAMBUCANAS - PRUDENCIAL;1000080305;n1;;C;2;SAO PAULO;SP;42705;0;0;341716;0;0;341716;0;0;0;0;0;5922;5922;0;347638;0;1821196;2168834;0;563294;2732128
COOPERATIVA CENTRAL DE CRÉDITO URBANO - CECRED;5463212;b3C;;I;2;BLUMENAU;SC;42705;0;0;0;2261869;0;2261869;0;0;0;0;0;0;0;100490;2362359;0;68256;2430615;0;207077;2637692
OMNI - PRUDENCIAL;1000080460;n1;;C;2;SAO PAULO;SP;42705;0;0;3468;509287;0;512754;0;0;0;0;0;1155999;1155999;0;1668753;0;400075;2068828;3287;259542;2331657
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;;I;2;FRANCISCO BELTRAO;PR;42705;0;0;0;0;0;0;0;0;0;0;0;0;0;1554413;1554413;0;664292;2218705;0;73708;2292413
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;;C;2;UBERLANDIA;MG;42705;143920;0;25131;748077;12455;929584;0;121871;0;307266;0;0;429137;141826;1500547;0;342122;1842668;275;440825;2283768
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE/NORDESTE - CENTRAL SICREDI NORTE/NORDESTE;70119680;b3C;;I;2;CABEDELO;PB;42705;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2123209;2123209;0;132984;2256192
CAIXA GERAL - PRUDENCIAL;1000080927;b1;;C;3;SAO PAULO;SP;42705;11807;0;70452;462743;0;545003;196419;57320;115078;6506;0;0;178904;786764;1707089;43920;133398;1884407;621;338194;2223222
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;;I;2;CAMPO MOURAO;PR;42705;56443;0;0;463792;0;520235;0;0;0;0;0;0;0;993859;1514094;0;132141;1646235;0;477372;2123607
STANDARD CHARTERED BI S.A. - PRUDENCIAL;1000081373;b2;;I;3;SAO PAULO;SP;42705;0;0;0;748671;0;748671;0;0;0;0;0;0;0;107533;856204;96116;843326;1795645;0;315486;2111132
BONSUCESSO - PRUDENCIAL;1000080422;b1;;I;2;BELO HORIZONTE;MG;42705;34745;0;137550;823521;123;995938;102571;30545;0;568;0;0;31113;4658;1134281;77;477894;1612252;22;489712;2101986
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;;I;2;MARINGA;PR;42705;249912;0;2982;953236;11797;1217927;0;0;0;0;0;0;0;14103;1232030;0;572211;1804241;0;260236;2064477
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;42705;3;0;0;1088756;406867;1495626;0;0;0;0;0;0;0;13136;1508762;0;120908;1629670;0;412677;2042348
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;32428294;b3C;;I;2;VITORIA;ES;42705;0;0;0;99876;0;99876;0;0;0;0;0;0;0;128604;228480;0;1628539;1857018;0;107126;1964144
SCANIA - PRUDENCIAL;1000080776;b2;;C;3;SAO BERNARDO DO CAMPO;SP;42705;0;0;0;0;0;0;0;0;0;0;0;0;0;1424171;1424171;0;249265;1673436;2971;285593;1961999
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;;I;2;NOVA PETROPOLIS;RS;42705;148390;0;0;1290900;16467;1455757;0;0;0;0;0;0;0;15484;1471242;0;170978;1642220;0;299151;1941371
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42898825;b3S;;I;2;BELO HORIZONTE;MG;42705;239603;0;0;1250366;36342;1526311;0;0;0;0;0;0;0;0;1526311;0;44708;1571019;0;240408;1811427
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;;I;2;MEDIANEIRA;PR;42705;203491;0;0;887623;8103;1099216;0;0;0;0;0;0;0;13254;1112470;0;387512;1499982;0;277902;1777884
AF PARANÁ - PRUDENCIAL;1000081115;n1;;I;1;CURITIBA;PR;42705;0;0;0;0;0;0;0;0;0;0;0;0;0;172550;172550;0;38449;210999;0;1542924;1753923
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICRED'S DE SANTA CATARINA E DO PARANÁ LTDA - UNICRED CENTRAL SC/PR;543968;b3C;;I;2;FLORIANOPOLIS;SC;42705;6;0;0;0;0;6;0;0;0;0;0;0;0;0;6;0;1638746;1638751;0;70171;1708922
CENTRAL DAS COOPERATIVAS DE CREDITO UNICOOB - SICOOB CENTRAL UNICOOB;5036532;b3C;;I;2;MARINGA;PR;42705;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1579222;1579222;0;77556;1656778
RENDIMENTO - PRUDENCIAL;1000080659;b1;;C;2;SAO PAULO;SP;42705;37901;0;25230;461660;77150;601942;0;12331;0;0;0;0;12331;39625;653898;240;741720;1395858;558;244323;1640740
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;;I;2;LUCAS DO RIO VERDE;MT;42705;152440;0;0;601443;4796;758678;0;0;0;0;0;0;0;128489;887167;0;310683;1197850;0;434631;1632482
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;;I;2;CERRO LARGO;RS;42705;139167;0;3872;749881;14369;907288;0;0;0;0;0;0;0;13722;921011;0;394726;1315737;0;277144;1592880
BMW - PRUDENCIAL;1000080635;n1;;C;3;SAO PAULO;SP;42705;0;0;624003;142918;0;766921;0;0;0;0;0;0;0;396605;1163526;42272;56490;1262288;13657;297672;1573617
