Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o)
VOTORANTIM - PRUDENCIAL;1000080484;b1;;C;2;SAO PAULO;SP;42705;6836537;0;6836537;2381897;9218435;55945627;136518;0;430062;103286;669866;4614996;61230489;129755006;0,1117;0,1117;0,1506;0,0527;0,1652
CITIBANK - PRUDENCIAL;1000080192;b1;;C;3;SAO PAULO;SP;42705;8210245;0;8210245;0;8210245;35120398;482902;58104;9076903;130615;9748524;4661925;49530846;79119900;0,1658;0,1658;0,1658;0,1038;0,0476
BANRISUL - PRUDENCIAL;1000080154;b1;;C;1;PORTO ALEGRE;RS;42705;5455579;0;5455579;1065945;6521525;30172550;1021863;0;929;28810;1051603;7255258;38479411;72679867;0,1418;0,1418;0,1695;0,0751;0,1259
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;;I;1;FORTALEZA;CE;42705;4109060;0;4109060;1990870;6099931;30634885;257977;5843;57154;0;320974;7092704;38048564;68182830;0,108;0,108;0,1603;0,0603;0,034
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;;C;3;SAO PAULO;SP;42705;3440070;0;3440070;1629755;5069824;18371014;110509;0;2915938;798259;3824707;2993608;25189329;56732189;0,1366;0,1366;0,2013;0,0606;0,0609
BNP PARIBAS - PRUDENCIAL;1000080673;b1;;C;3;SAO PAULO;SP;42705;2686033;0;2686033;808117;3494150;18480783;88247;0;3619109;1458;3708815;2690365;24879962;29363135;0,108;0,108;0,1404;0,0915;0,0196
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;;C;3;SAO PAULO;SP;42705;4545962;0;4545962;0;4545962;10081630;349572;0;11426928;277436;12053936;2453018;24588584;27388844;0,1849;0,1849;0,1849;0,166;0,0251
PAN;1000080257;b1;;C;2;SAO PAULO;SP;42705;1908118;0;1908118;779430;2687548;18697144;166403;0;163374;0;329776;1285684;20312604;27015819;0,0939;0,0939;0,1323;0,0706;0,1922
ABC-BRASIL - PRUDENCIAL;1000080312;b1;;C;3;SAO PAULO;SP;42705;2885479;0;2885479;727096;3612575;18639509;20804;163392;419676;273;604146;944699;20188354;34907028;0,1429;0,1429;0,1789;0,0827;0,011
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;;I;3;SAO PAULO;SP;42705;1737115;0;1737115;847825;2584940;16536095;232555;275696;1288132;0;1796383;1317801;19650279;20366304;0,0884;0,0884;0,1315;0,0853;0,0071
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;;I;1;BELEM;PA;42705;2789907;0;2789907;0;2789907;14671067;2669;0;31868;0;34538;2645424;17351029;23534147;0,1608;0,1608;0,1608;0,1185;0,0956
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;;C;2;SAO PAULO;SP;42705;2653669;0;2653669;0;2653669;13007385;353653;0;1130809;57150;1541613;2155278;16704275;20676604;0,1589;0,1589;0,1589;0,1283;0,0955
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;;C;1;PORTO ALEGRE;RS;42705;2255794;0;2255794;0;2255794;14187803;30049;0;0;12397;42446;1012895;15243144;17849717;0,148;0,148;0,148;0,1264;0,0115
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;;C;3;SAO PAULO;SP;42705;2619423;0;2619423;964402;3583825;13929065;0;0;0;0;0;1236905;15165970;17601444;0,1727;0,1727;0,2363;0,1488;0,0055
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;;C;2;RIO DE JANEIRO;RJ;42705;5643402;0;5643402;0;5643402;605028;0;0;968455;10893884;11862339;300052;12767419;7870443;0,442;0,442;0,442;0,717;0
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;;C;3;SAO PAULO;SP;42705;2040597;0;2040597;0;2040597;6047334;163974;0;3433736;0;3597710;1606920;11251965;17833050;0,1814;0,1814;0,1814;0,1144;0,0234
GMAC - PRUDENCIAL;1000080848;b2;;C;3;SAO PAULO;SP;42705;1587872;0;1587872;0;1587872;8257624;61;0;0;0;61;1449452;9707137;11854212;0,1636;0,1636;0,1636;0,134;0,0449
BRB - PRUDENCIAL;1000080288;b1;;C;1;BRASILIA;DF;42705;1078744;0;1078744;386348;1465093;8609477;33319;781;64832;34823;133755;855810;9599041;14595142;0,1124;0,1124;0,1526;0,0739;0,1437
ORIGINAL - PRUDENCIAL;1000080903;b1;;C;2;SAO PAULO;SP;42705;1885764;0;1885764;0;1885764;7581821;147351;0;992573;100399;1240323;555151;9377296;8978277;0,2011;0,2011;0,2011;0,21;0,412
CCB - PRUDENCIAL;1000080295;b1;;C;3;SAO PAULO;SP;42705;326901;228146;555047;905331;1460378;8379589;93075;0;1000;0;94075;629445;9103109;13070526;0,0359;0,061;0,1604;0,0425;0,0997
BMG - PRUDENCIAL;1000080178;b1;;C;2;SAO PAULO;SP;42705;1221797;0;1221797;643818;1865615;8991796;11878;13128;34814;0;59821;29609;9081226;14752927;0,1345;0,1345;0,2054;0,0828;0,2415
ALFA - PRUDENCIAL;1000080570;b1;;C;2;SAO PAULO;SP;42705;2245898;0;2245898;0;2245898;7494528;13603;0;500810;46949;561362;990986;9046875;13929040;0,2483;0,2483;0,2483;0,1612;0,1373
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;;C;3;SAO PAULO;SP;42705;2332340;0;2332340;0;2332340;3797945;2225782;9215;562121;1226846;4023964;1221527;9043436;11284749;0,2579;0,2579;0,2579;0,2067;0,0084
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;;C;3;SAO PAULO;SP;42705;1507092;0;1507092;30523;1537615;8058823;0;0;0;0;0;937752;8996575;8798862;0,1675;0,1675;0,1709;0,1713;0,0014
BANCOOB - PRUDENCIAL;1000080879;b1;;C;2;BRASILIA;DF;42705;1330301;0;1330301;0;1330301;7546329;34739;0;113874;0;148613;928649;8623591;35773547;0,1543;0,1543;0,1543;0,0372;0,0744
SICREDI - PRUDENCIAL;1000080745;b1;;C;2;PORTO ALEGRE;RS;42705;1205261;149080;1354341;0;1354341;6599240;9192;0;42452;0;51644;1022834;7673718;40550104;0,1571;0,1765;0,1765;0,0334;0,0838
DEUTSCHE - PRUDENCIAL;1000080532;b1;;C;3;SAO PAULO;SP;42705;1460522;0;1460522;0;1460522;5059422;107882;0;1377329;0;1485211;1008091;7552724;9666866;0,1934;0,1934;0,1934;0,1511;0,0094
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;;I;3;CURITIBA;PR;42705;1173809;0;1173809;0;1173809;6584770;0;0;0;0;0;608984;7193754;7239121;0,1632;0,1632;0,1632;0,1621;0,0074
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;;C;2;BELO HORIZONTE;MG;42705;643552;845;644397;392237;1036634;6106610;1289;0;695;0;1984;993315;7101909;10714160;0,0906;0,0907;0,146;0,0601;0,2262
PINE - PRUDENCIAL;1000080374;b1;;C;2;SAO PAULO;SP;42705;1062876;0;1062876;28160;1091036;6101118;8356;107078;394562;0;509997;465504;7076619;9380818;0,1502;0,1502;0,1542;0,1133;0,184
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;;I;1;BELO HORIZONTE;MG;42705;1004325;0;1004325;0;1004325;5762076;124174;0;445716;0;569890;436756;6768722;7788242;0,1484;0,1484;0,1484;0,129;0,1057
CREFISA S.A. CFI - PRUDENCIAL;1000083632;n1;;I;2;SAO PAULO;SP;42705;3858412;0;3858412;0;3858412;2951167;0;0;0;0;0;3716213;6667380;0;0,5787;0,5787;0,5787;NI%;0,009
BANESTES - PRUDENCIAL;1000080147;b1;;C;1;VITORIA;ES;42705;1237644;0;1237644;0;1237644;5202793;23667;0;94190;0;117857;1275557;6596207;23613218;0,1876;0,1876;0,1876;0,0524;0,2164
JOHN DEERE - PRUDENCIAL;1000080343;b1;;C;3;INDAIATUBA;SP;42705;903474;0;903474;68825;972299;6037219;154718;0;0;0;154718;293228;6485165;6936861;0,1393;0,1393;0,1499;0,1302;0,0053
BCO TOKYO-MITSUBISHI BM S.A. - PRUDENCIAL;1000081713;b1;;I;3;SAO PAULO;SP;42705;1370650;0;1370650;0;1370650;4070536;70123;0;1109712;0;1179835;546009;5796380;19375772;0,2365;0,2365;0,2365;0,0707;0,0358
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;;I;3;SAO PAULO;SP;42705;805462;0;805462;628950;1434412;5027473;113717;0;225124;0;338842;290938;5657252;9243700;0,1424;0,1424;0,2536;0,0871;0,0041
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;;C;3;SAO PAULO;SP;42705;1381820;0;1381820;0;1381820;3034946;64445;0;1332448;119026;1515919;1004603;5555468;5344047;0,2487;0,2487;0,2487;0,2586;0,0222
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;;C;3;SAO PAULO;SP;42705;816311;0;816311;0;816311;4348859;18183;0;574663;0;592847;295200;5236905;12127058;0,1559;0,1559;0,1559;0,0673;0,0274
PERNAMBUCANAS - PRUDENCIAL;1000080305;n1;;C;2;SAO PAULO;SP;42705;489405;0;489405;0;489405;3551727;451;0;1290995;0;1291447;304391;5147565;0;0,0951;0,0951;0,0951;NI%;0,1133
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;;I;3;SAO PAULO;SP;42705;1388464;0;1388464;0;1388464;4700467;9075;0;0;0;9075;236304;4945847;7176038;0,2807;0,2807;0,2807;0,1935;0,2723
PORTO SEGURO - PRUDENCIAL;1000080642;n1;;C;2;SAO PAULO;SP;42705;576056;0;576056;0;576056;3999571;0;0;35416;0;35416;717468;4752455;0;0,1212;0,1212;0,1212;NI%;0,0062
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;;C;2;SAO PAULO;SP;42705;587531;0;587531;0;587531;4314872;3694;44263;126218;0;174175;218100;4707147;6664121;0,1248;0,1248;0,1248;0,0882;0,0175
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;;I;3;PORTO ALEGRE;RS;42705;826859;0;826859;0;826859;4041813;1394;0;0;0;1394;153834;4197041;5336883;0,197;0,197;0,197;0,1549;0,0253
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;;C;3;SAO PAULO;SP;42705;1352202;0;1352202;0;1352202;2651008;38299;0;1156982;1215;1196496;266339;4113844;7109396;0,3287;0,3287;0,3287;0,1902;0,038
HONDA - PRUDENCIAL;1000080611;b2;;C;3;SAO PAULO;SP;42705;946025;0;946025;0;946025;3794181;0;0;0;0;0;241612;4035793;5703444;0,2344;0,2344;0,2344;0,1659;0,0168
J.MALUCELLI - PRUDENCIAL;1000080233;b1;;C;2;CURITIBA;PR;42705;862913;0;862913;0;862913;3133362;14208;25;11931;8591;34755;775576;3943693;5324580;0,2188;0,2188;0,2188;0,1621;0,3814
RODOBENS - PRUDENCIAL;1000080855;b1;;C;2;SAO PAULO;SP;42705;1003079;0;1003079;0;1003079;3142618;0;0;0;0;0;776017;3918635;2901499;0,256;0,256;0,256;0,3457;0,2651
VOLVO - PRUDENCIAL;1000080769;b2;;C;3;CURITIBA;PR;42705;743480;0;743480;0;743480;3401588;0;0;0;0;0;393538;3795126;4057287;0,1959;0,1959;0,1959;0,1832;0,0177
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;;I;1;BELEM;PA;42705;788016;0;788016;0;788016;3424695;3504;0;3075;0;6580;355798;3787073;6823465;0,2081;0,2081;0,2081;0,1155;0,1055
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;;I;3;SAO PAULO;SP;42705;533695;0;533695;0;533695;3654999;0;0;0;0;0;67801;3722801;5225671;0,1434;0,1434;0,1434;0,1021;0,0228
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;;C;3;SAO PAULO;SP;42705;767305;0;767305;37507;804812;3348835;32868;0;0;0;32868;228039;3609742;3480798;0,2126;0,2126;0,223;0,2204;0,0248
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;;I;1;PORTO ALEGRE;RS;42705;496749;0;496749;0;496749;3136826;3398;0;0;0;3398;341393;3481617;0;0,1427;0,1427;0,1427;NI%;0,0624
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;42705;1246661;0;1246661;0;1246661;2981069;0;0;0;0;0;493786;3474855;4941529;0,3588;0,3588;0,3588;0,2523;0,0655
ING - PRUDENCIAL;1000080501;b1;;C;3;SAO PAULO;SP;42705;777498;0;777498;0;777498;2312022;4201;0;875874;0;880075;246614;3438711;8977935;0,2261;0,2261;0,2261;0,0866;0,0031
HAITONG - PRUDENCIAL;1000080666;b2;;C;3;SAO PAULO;SP;42705;597294;0;597294;0;597294;2088023;25276;0;948634;0;973910;306591;3368523;7505455;0,1773;0,1773;0,1773;0,0796;0,0425
SOFISA - PRUDENCIAL;1000080271;b1;;C;2;SAO PAULO;SP;42705;670364;0;670364;0;670364;2883655;26517;0;146334;134;172984;250985;3307624;3992637;0,2027;0,2027;0,2027;0,1679;0,1214
BANCO FIDIS - PRUDENCIAL;1000081751;b2;;I;3;BETIM;MG;42705;607889;0;607889;0;607889;3032133;1361;0;0;0;1361;273996;3307491;4732644;0,1838;0,1838;0,1838;0,1284;0,0128
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;;C;2;SAO PAULO;SP;42705;501060;0;501060;10025;511084;2758272;12948;0;171407;0;184354;244576;3187202;3082565;0,1572;0,1572;0,1604;0,1625;0,0668
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;;I;2;SAO PAULO;SP;42705;688841;0;688841;0;688841;2646843;0;0;0;0;0;393173;3040017;0;0,2266;0,2266;0,2266;NI%;0,0005
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;42705;850971;0;850971;0;850971;2993372;NA;NA;NA;NA;NA;NA;2993372;0;0,2843;0,2843;0,2843;NI%;0,019
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;;I;3;SAO PAULO;SP;42705;440322;0;440322;0;440322;2287112;174785;0;6559;0;181344;210495;2678951;4417511;0,1644;0,1644;0,1644;0,0997;0,0007
INDUSVAL - PRUDENCIAL;1000080415;b1;;C;2;SAO PAULO;SP;42705;294976;0;294976;0;294976;2314532;7556;84746;32068;5;124375;188517;2627424;4090567;0,1123;0,1123;0,1123;0,0721;0,2568
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;;C;1;ARACAJU;SE;42705;308250;0;308250;100072;408322;2280115;78;35;6025;38;6176;336301;2622592;4472699;0,1175;0,1175;0,1557;0,0689;0,2241
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;;I;3;SAO PAULO;SP;42705;514188;0;514188;0;514188;1771718;24703;0;624533;0;649236;194467;2615421;4117817;0,1966;0,1966;0,1966;0,1249;0,0063
BBM - PRUDENCIAL;1000080161;b1;;C;2;SALVADOR;BA;42705;557081;0;557081;0;557081;2099846;22125;0;276618;0;298742;216785;2615374;4158093;0,213;0,213;0,213;0,134;0,0749
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;n2;;C;2;RIO DE JANEIRO;RJ;42705;625789;0;625789;0;625789;1249388;35450;0;364993;22091;422534;898144;2570066;0;0,2435;0,2435;0,2435;NI%;0,116
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;;C;2;UBERLANDIA;MG;42705;419609;0;419609;0;419609;1762283;0;0;290;0;290;763705;2526277;2278839;0,1661;0,1661;0,1661;0,1841;0,1721
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;;C;2;RIO DE JANEIRO;RJ;42705;357670;0;357670;0;357670;1611961;122017;2835;524111;24091;673055;183254;2468271;2864902;0,1449;0,1449;0,1449;0,1248;0,0272
APE POUPEX - PRUDENCIAL;1000081184;n1;;I;2;BRASILIA;DF;42705;892770;0;892770;0;892770;1957006;0;0;74776;0;74776;428858;2460640;0;0,3628;0,3628;0,3628;NI%;0,0545
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;;I;2;SERTAOZINHO;SP;42705;364922;0;364922;0;364922;2117204;4212;1896;19968;1685;27761;199105;2344069;2870020;0,1557;0,1557;0,1557;0,1271;0,0286
OMNI - PRUDENCIAL;1000080460;n1;;C;2;SAO PAULO;SP;42705;256483;91307;347790;0;347790;1687632;0;0;0;0;0;616389;2304022;0;0,1113;0,1509;0,1509;NI%;0,0073
MIZUHO - PRUDENCIAL;1000080697;b1;;C;3;SAO PAULO;SP;42705;562153;0;562153;0;562153;1661621;17865;0;322622;0;340487;209633;2211741;4658156;0,2542;0,2542;0,2542;0,1207;0,0083
BONSUCESSO - PRUDENCIAL;1000080422;b1;;I;2;BELO HORIZONTE;MG;42705;182435;0;182435;120275;302710;1204756;106037;17377;271078;45519;440012;532698;2177466;2085579;0,0838;0,0838;0,139;0,0875;0,2175
SCANIA - PRUDENCIAL;1000080776;b2;;C;3;SAO BERNARDO DO CAMPO;SP;42705;276011;0;276011;56453;332464;1830756;0;0;0;0;0;249083;2079839;1937514;0,1327;0,1327;0,1599;0,1425;0,0214
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;;I;3;RIO DE JANEIRO;RJ;42705;466554;0;466554;0;466554;1475618;201754;0;0;0;201754;237887;1915259;1727091;0,2436;0,2436;0,2436;0,2701;0
INTERMEDIUM - PRUDENCIAL;1000080996;b1;;C;2;BELO HORIZONTE;MG;42705;343825;0;343825;0;343825;1515024;8781;0;2293;0;11074;329919;1856016;3146121;0,1852;0,1852;0,1852;0,1093;0,0223
RENDIMENTO - PRUDENCIAL;1000080659;b1;;C;2;SAO PAULO;SP;42705;233212;0;233212;0;233212;1002099;100379;0;25064;0;125443;494379;1621920;1779886;0,1438;0,1438;0,1438;0,131;0,0661
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;42705;412292;0;412292;0;412292;1604059;NA;NA;NA;NA;NA;NA;1604059;0;0,257;0,257;0,257;NI%;0,0144
CAIXA GERAL - PRUDENCIAL;1000080927;b1;;C;3;SAO PAULO;SP;42705;338023;0;338023;0;338023;1242646;9134;0;118987;0;128122;181440;1552208;2213567;0,2178;0,2178;0,2178;0,1527;0,0159
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;;I;2;MARINGA;PR;42705;254821;0;254821;0;254821;1430870;0;0;0;0;0;110800;1541669;2363545;0,1653;0,1653;0,1653;0,1078;0,2061
BMW - PRUDENCIAL;1000080635;n1;;C;3;SAO PAULO;SP;42705;253290;0;253290;0;253290;1342270;0;0;0;0;0;109746;1452017;0;0,1744;0,1744;0,1744;NI%;0,0043
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;;I;2;LUCAS DO RIO VERDE;MT;42705;430947;0;430947;1887;432835;1217964;8795;0;0;0;8795;224895;1451654;2028476;0,2969;0,2969;0,2982;0,2124;0,0602
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;42705;253105;0;253105;0;253105;1357774;0;0;8517;0;8517;84797;1451087;5693812;0,1744;0,1744;0,1744;0,0445;0,195
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;;I;2;MEDIANEIRA;PR;42705;272632;0;272632;4718;277351;1295629;0;0;0;0;0;85548;1381177;2180300;0,1974;0,1974;0,2008;0,125;0,1554
AF DESENVOLVE SP S.A. - PRUDENCIAL;1000081153;n1;;I;1;SAO PAULO;SP;42705;702098;0;702098;0;702098;1086792;0;0;0;0;0;225696;1312488;0;0,5349;0,5349;0,5349;NI%;0,0482
HP FINANCIAL SERVICES AM S.A - PRUDENCIAL;1000082987;n1;;I;3;BARUERI;SP;42705;537665;0;537665;0;537665;1152981;10296;0;0;0;10296;143592;1306869;0;0,4114;0,4114;0,4114;NI%;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;;I;2;CAMPO MOURAO;PR;42705;477288;0;477288;0;477288;1160487;0;632;0;0;632;113636;1274755;2390786;0,3744;0,3744;0,3744;0,1996;0,0005
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;;I;2;CHAPECO;SC;42705;187769;0;187769;0;187769;1211996;NA;NA;NA;NA;NA;NA;1211996;0;0,1549;0,1549;0,1549;NI%;0,2075
BCO LUSO BRASILEIRO S.A. - PRUDENCIAL;1000081706;b1;;I;2;SAO PAULO;SP;42705;128020;0;128020;0;128020;1093221;7618;0;90;0;7708;99733;1200662;1263540;0,1066;0,1066;0,1066;0,1013;0,1153
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;;I;2;CERRO LARGO;RS;42705;270258;0;270258;0;270258;1109065;0;0;645;0;645;79667;1189378;1924144;0,2272;0,2272;0,2272;0,1405;0,1204
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;;I;2;FLORIANOPOLIS;SC;42705;197211;0;197211;0;197211;1136274;0;0;2276;0;2276;42768;1181318;5186909;0,1669;0,1669;0,1669;0,038;0,0515
UNIPRIME NORTE DO PARANA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS LTDA.;2398976;b3S;;I;2;LONDRINA;PR;42705;437608;0;437608;0;437608;942069;14;0;35096;13632;48742;167470;1158281;1563230;0,3778;0,3778;0,3778;0,2799;0,0249
BCO FORD S.A. - PRUDENCIAL;1000081782;b2;;I;3;SAO PAULO;SP;42705;220740;0;220740;0;220740;1084064;0;0;0;0;0;65189;1149253;1133128;0,1921;0,1921;0,1921;0,1948;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;;I;2;SORRISO;MT;42705;267520;0;267520;0;267520;1009548;1792;0;0;0;1792;113262;1124603;1582248;0,2379;0,2379;0,2379;0,1691;0,0755
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;;I;2;PALOTINA;PR;42705;202120;0;202120;11134;213255;1008053;0;0;0;0;0;85235;1093288;1732685;0,1849;0,1849;0,1951;0,1167;0,1131
BCO ABN AMRO S.A. - PRUDENCIAL;1000081579;b1;;I;3;SAO PAULO;SP;42705;523974;0;523974;0;523974;857875;64346;0;3238;0;67584;107843;1033302;1169944;0,5071;0,5071;0,5071;0,4479;0,0092
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;;I;2;NOVA PETROPOLIS;RS;42705;294389;0;294389;0;294389;981129;0;0;4357;0;4357;44334;1029820;2102195;0,2859;0,2859;0,2859;0,14;0,0751
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42898825;b3S;;I;2;BELO HORIZONTE;MG;42705;240224;0;240224;0;240224;891820;0;0;0;0;0;133538;1025358;1911115;0,2343;0,2343;0,2343;0,1257;0,0353
BCO DES. DO ES S.A. - PRUDENCIAL;1000081304;b4;;I;1;VITORIA;ES;42705;353560;0;353560;0;353560;888304;0;0;0;0;0;135065;1023369;1485306;0,3455;0,3455;0,3455;0,238;0,0284
