Instituição financeira;Código;TCB;TD;TC;Cidade;UF;Data;Instituição Sujeita à Apuração da Exposição Total;Instituição Sujeita à Apuração do Patrimônio de Referência;Instituição Utiliza Metodologia Simplificada;Exposição Total ou Ativo Total (R$ mil);Total de Ativos Consolidados no Exterior (US$ mil);Data da Última Alteração de Segmento;SR
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO  - SICOOB UNIMAIS;73085573;b3C;I;2;SAO PAULO;SP;44256;Sim;Sim;Não;759167;NI;;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE ARARAQUARA E REGIÃO - SICREDI CENTRO NORTE SP;73113243;b3S;I;2;ARARAQUARA;SP;44256;Sim;Sim;Não;318537;NI;;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PROGRESSO - SICREDI PROGRESSO PR/SP;76059997;b3S;I;2;TOLEDO;PR;44256;Sim;Sim;Não;1553643;NI;;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO TERRA DOS PINHEIRAIS DO PARANÁ E NOROESTE PAULISTA - SICREDI PLANALTO DAS ÁGUAS PR/SP;77984870;b3S;I;2;GUARAPUAVA;PR;44256;Sim;Sim;Não;773116;NI;;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;I;2;MEDIANEIRA;PR;44256;Sim;Sim;Não;5835952;NI;;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CENTRO SUL - SICREDI CENTRO SUL PR/SC/RJ;78907607;b3S;I;2;PRUDENTOPOLIS;PR;44256;Sim;Sim;Não;1221426;NI;;S4
COOPERATIVA DE CREDITO, POUPANÇA E INVESTIMENTO ALIANÇA - SICREDI ALIANÇA PR/SP;79052122;b3S;I;2;MARECHAL CANDIDO RONDON;PR;44256;Sim;Sim;Não;1952992;NI;;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORTE DO PARANÁ E SUL DE SÃO PAULO - SICREDI NORTE SUL PR/SP;79063574;b3S;I;2;SANTO ANTONIO DA PLATINA;PR;44256;Sim;Sim;Não;1065590;NI;;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PARANAPANEMA PR/SP - SICREDI PARANAPANEMA PR/SP;79086997;b3S;I;2;CAMBARA;PR;44256;Sim;Sim;Não;955639;NI;;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;I;2;MARINGA;PR;44256;Sim;Sim;Não;6039913;NI;;S4
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO AGROEMPRESARIAL - SICREDI AGROEMPRESARIAL PR/SP;79457883;b3S;I;2;MANDAGUARI;PR;44256;Sim;Sim;Não;2081662;NI;;S4
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;I;2;FLORIANOPOLIS;SC;44256;Sim;Sim;Não;8678610;NI;;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTEGRAÇÃO - SICREDI INTEGRAÇÃO PR/SC;81054686;b3S;I;2;LAPA;PR;44256;Sim;Sim;Não;902032;NI;;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;I;2;PALOTINA;PR;44256;Sim;Sim;Não;5639150;NI;;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO GRANDES LAGOS DO PARANÁ E LITORAL PAULISTA – SICREDI GRANDES LAGOS PR/SP;81115149;b3S;I;2;LARANJEIRAS DO SUL;PR;44256;Sim;Sim;Não;910803;NI;;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NOSSA TERRA - SICREDI NOSSA TERRA PR/SP;81192106;b3S;I;2;CAFELANDIA;PR;44256;Sim;Sim;Não;1247777;NI;;S4
COOPERATIVA DE CREDITO, POUPANÇA E INVESTIMENTO RIO PARANA - SICREDI RIO PARANA PR/SP;81206039;b3S;I;2;NOVA LONDRINA;PR;44256;Sim;Sim;Não;1030504;NI;;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;I;2;PONTA GROSSA;PR;44256;Sim;Sim;Não;3794720;NI;;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALOR SUSTENTÁVEL - SICREDI VALOR SUSTENTÁVEL PR/SP;81706616;b3S;I;2;JANDAIA DO SUL;PR;44256;Sim;Sim;Não;721647;NI;;S4
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;I;2;CAMPO MOURAO;PR;44256;Sim;Sim;Não;3886493;NI;;S4
COOPERATIVA DE CREDITO, POUPANÇA E INVESTIMENTO PARQUE DAS ARAUCARIAS - SICREDI PARQUE DAS ARAUCARIAS PR/SC/SP;82065285;b3S;I;2;MARIOPOLIS;PR;44256;Sim;Sim;Não;1549155;NI;;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO FRONTEIRAS DO PARANÁ, SANTA CATARINA E SÃO PAULO - SICREDI FRONTEIRAS PR/SC/SP;82527557;b3S;I;2;CAPANEMA;PR;44256;Sim;Sim;Não;2091805;NI;;S4
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;BLUMENAU;SC;44256;Sim;Sim;Não;9380127;NI;;S4
COOPERATIVA DE CREDITO, POUPANCA E INVESTIMENTO IGUACU - SICREDI IGUACU PR/SC/SP;84974278;b3S;I;2;SAO JOAO;PR;44256;Sim;Sim;Não;1734319;NI;;S4
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICREDS DO ESTADO DO RIO DE JANEIRO E DO MATO GROSSO LTDA   UNICRED CENTRAL RJ/MT;86774775;b3C;I;2;RIO DE JANEIRO;RJ;44256;Sim;Sim;Não;433897;NI;;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CENTRO SERRA - SICREDI CENTRO SERRA RS;87067757;b3S;I;2;AGUDO;RS;44256;Sim;Sim;Não;1253768;NI;;S4
COOPERATIVA DE CRÉDITO INTEGRAÇÃO ROTA DAS TERRAS – SICREDI INTEGRAÇÃO ROTA DAS TERRAS RS/MG;87510475;b3S;I;2;TAPERA;RS;44256;Sim;Sim;Não;1327158;NI;;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ESSÊNCIA RS/ES – SICREDI ESSÊNCIA;87733077;b3S;I;2;ITAQUI;RS;44256;Sim;Sim;Não;1757767;NI;;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC/MG;87733770;b3S;I;2;RODEIO BONITO;RS;44256;Sim;Sim;Não;2629213;NI;;S4
COOPERATIVA DE CRÉDITO COOPERAÇÃO RS/SC – SICREDI COOPERAÇÃO RS/SC;87779625;b3S;I;2;NAO-ME-TOQUE;RS;44256;Sim;Sim;Não;932485;NI;;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DE ESTADOS RIO GRANDE DO SUL, SANTA CATARINA E MINAS GERAIS - SICREDI UNIESTADOS;87780268;b3S;I;2;ERECHIM;RS;44256;Sim;Sim;Não;3945296;NI;;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO JAGUARI E ZONA DA MATA – SICREDI VALE DO JAGUARI E ZONA DA MATA RS/MG;87780284;b3S;I;2;SANTIAGO;RS;44256;Sim;Sim;Não;957530;NI;;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTEGRAÇÃO DE ESTADOS DO RIO GRANDE DO SUL E SANTA CATARINA - SICREDI INTEGRAÇÃO DE ESTADOS RS/SC;87781530;b3S;I;2;PASSO FUNDO;RS;44256;Sim;Sim;Não;1526003;NI;;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SUL MINAS DO RIO GRANDE DO SUL E MINAS GERAIS – SICREDI SUL MINAS RS/MG.;87784088;b3S;I;2;ESTACAO;RS;44256;Sim;Sim;Não;912377;NI;;S4
COOPERATIVA DE CRÉDITO ALIANÇA RS/SC/ES - SICREDI ALIANÇA RS/SC/ES;87795639;b3S;I;2;MARAU;RS;44256;Sim;Sim;Não;1922958;NI;;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO BRANCO – SICREDI OURO BRANCO RS;87853206;b3S;I;2;TEUTONIA;RS;44256;Sim;Sim;Não;2114563;NI;;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE ESPUMOSO – SICREDI ESPUMOSO RS/MG;87900411;b3S;I;2;ESPUMOSO;RS;44256;Sim;Sim;Não;983505;NI;;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO BOTUCARAÍ – SICREDI BOTUCARAÍ RS/MG;87900601;b3S;I;2;SOLEDADE;RS;44256;Sim;Sim;Não;1609929;NI;;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PLANALTO – SICREDI PLANALTO RS/MG;88038260;b3S;I;2;CRUZ ALTA;RS;44256;Sim;Sim;Não;3506969;NI;;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO RAÍZES – SICREDI RAÍZES RS/SC/MG;88099247;b3S;I;2;CAMPO NOVO;RS;44256;Sim;Sim;Não;1467259;NI;;S4
COOPERATIVA DE CRÉDITO CENTRO LESTE - SICREDI CENTRO LESTE RS;88471024;b3S;I;2;CACHOEIRA DO SUL;RS;44256;Sim;Sim;Não;1149902;NI;;S4
COOPERATIVA DE CRÉDITO DA FRONTEIRA SUL – SICREDI FRONTEIRA SUL RS;88530142;b3S;I;2;BAGE;RS;44256;Sim;Sim;Não;741225;NI;;S4
COOPERATIVA DE CRéDITO, POUPANçA E INVESTIMENTO UNIãO - SICREDI UNIAO RS/ES;88894548;b3S;I;2;CERRO LARGO;RS;44256;Sim;Sim;Não;4031955;NI;;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NOROESTE RS – SICREDI NOROESTE RS;89049738;b3S;I;2;TRES DE MAIO;RS;44256;Sim;Sim;Não;1597860;NI;;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;I;2;ENCANTADO;RS;44256;Sim;Sim;Não;3060791;NI;;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DA PRODUÇÃO -  SICREDI REGIÃO DA PRODUÇÃO RS/SC/MG;89468565;b3S;I;2;SARANDI;RS;44256;Sim;Sim;Não;2064589;NI;;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE IBIRAIARAS – SICREDI IBIRAIARAS RS/MG;89990501;b3S;I;2;IBIRAIARAS;RS;44256;Sim;Sim;Não;1709098;NI;;S4
COOPERATIVA DE CRéDITO, POUPANçA E INVESTIMENTO INTERESTADOS - SICREDI INTERESTADOS RS/ES;90497256;b3S;I;2;PELOTAS;RS;44256;Sim;Sim;Não;1595761;NI;;S4
COOPERATIVA DE CRÉDITO SICREDI SERRANA RS/ES;90608712;b3S;I;2;CARLOS BARBOSA;RS;44256;Sim;Sim;Não;4368453;NI;;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO REGIÕES DAS CULTURAS – SICREDI DAS CULTURAS RS/MG;90729369;b3S;I;2;IJUI;RS;44256;Sim;Sim;Não;1675858;NI;;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE LAJEADO - SICREDI INTEGRAÇÃO RS/MG;91159764;b3S;I;2;LAJEADO;RS;44256;Sim;Sim;Não;1798867;NI;;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;I;2;NOVA PETROPOLIS;RS;44256;Sim;Sim;Não;4170197;NI;;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO ALTOS DA SERRA - SICREDI ALTOS DA SERRA RS/SC;92555150;b3S;I;2;TAPEJARA;RS;44256;Sim;Sim;Não;1941706;NI;;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SUL RIOGRANDENSE - SICREDI UNIÃO METROPOLITANA RS;92796564;b3S;I;2;PORTO ALEGRE;RS;44256;Sim;Sim;Não;1517642;NI;;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ENCOSTA SUPERIOR DO NORDESTE RS – SICREDI NORDESTE RS;95213211;b3S;I;2;ROLANTE;RS;44256;Sim;Sim;Não;1043949;NI;;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO VALE DO RIO PARDO - SICREDI VALE DO RIO PARDO RS;95424891;b3S;I;2;SANTA CRUZ DO SUL;RS;44256;Sim;Sim;Não;1201782;NI;;S4
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DAS REGIÕES CENTRO DO RS E MG – SICREDI REGIÃO CENTRO RS/MG;95594941;b3S;I;2;SANTA MARIA;RS;44256;Sim;Sim;Não;2147766;NI;;S4
H.H.PICCHIONI - PRUDENCIAL;1000080226;n2;C;2;BELO HORIZONTE;MG;44256;Não;Sim;Não;74388;NI;;S4
PARANÁ BANCO - PRUDENCIAL;1000080233;b1;C;2;CURITIBA;PR;44256;Sim;Sim;Não;8671518;NI;;S4
SOFISA - PRUDENCIAL;1000080271;b1;C;2;SAO PAULO;SP;44256;Sim;Sim;Não;7837511;35242;;S4
PEFISA S.A. - PRUDENCIAL;1000080305;n1;I;2;SAO PAULO;SP;44256;Não;Sim;Não;3130184;NI;;S4
FATOR - PRUDENCIAL;1000080350;b1;C;2;SAO PAULO;SP;44256;Sim;Sim;Não;473148;NI;;S4
MÁXIMA - PRUDENCIAL;1000080367;b1;C;2;RIO DE JANEIRO;RJ;44256;Sim;Sim;Não;6428154;NI;;S4
BANCO PAULISTA - PRUDENCIAL;1000080381;b1;C;2;SAO PAULO;SP;44256;Sim;Sim;Não;916620;NI;;S4
VR - PRUDENCIAL;1000080408;b1;C;2;SAO PAULO;SP;44256;Sim;Sim;Não;426084;NI;;S4
INDUSVAL - PRUDENCIAL;1000080415;b1;C;2;SAO PAULO;SP;44256;Sim;Sim;Não;4244618;6741;;S4
BROOKFIELD - PRUDENCIAL;1000080453;n2;I;3;RIO DE JANEIRO;RJ;44256;Não;Sim;Não;34914;NI;;S4
OMNI - PRUDENCIAL;1000080460;b1;C;2;SAO PAULO;SP;44256;Sim;Sim;Não;5222088;NI;;S4
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;C;2;SAO PAULO;SP;44256;Sim;Sim;Não;5867888;51871;;S4
OPPORTUNITY - PRUDENCIAL;1000080518;n2;I;2;RIO DE JANEIRO;RJ;44256;Não;Sim;Não;11127;NI;;S4
CM CAPITAL MARKETS - PRUDENCIAL;1000080549;n2;C;3;SAO PAULO;SP;44256;Não;Sim;Não;133602;NI;;S4
PLANNER - PRUDENCIAL;1000080587;n1;C;2;SAO PAULO;SP;44256;Não;Sim;Não;331910;NI;;S4
HONDA - PRUDENCIAL;1000080611;b2;C;3;SAO PAULO;SP;44256;Sim;Sim;Não;6354853;NI;;S4
BMW - PRUDENCIAL;1000080635;n1;C;3;SAO PAULO;SP;44256;Não;Sim;Não;2193650;NI;;S4
PORTO SEGURO - PRUDENCIAL;1000080642;n1;C;2;SAO PAULO;SP;44256;Não;Sim;Não;10631428;NI;;S4
RENDIMENTO - PRUDENCIAL;1000080659;b1;C;2;SAO PAULO;SP;44256;Sim;Sim;Não;3406120;NI;;S4
LECCA - PRUDENCIAL;1000080680;n1;C;2;RIO DE JANEIRO;RJ;44256;Não;Sim;Não;74615;NI;;S4
MIZUHO - PRUDENCIAL;1000080697;b1;C;3;SAO PAULO;SP;44256;Sim;Sim;Não;6925415;60610;;S4
YAMAHA MOTOR - PRUDENCIAL;1000080721;b2;C;3;GUARULHOS;SP;44256;Sim;Sim;Não;1566551;NI;;S4
VOLVO - PRUDENCIAL;1000080769;b2;C;3;CURITIBA;PR;44256;Sim;Sim;Não;6527797;NI;;S4
SCANIA - PRUDENCIAL;1000080776;b2;C;3;SAO BERNARDO DO CAMPO;SP;44256;Sim;Sim;Não;5373409;NI;;S4
CONFIDENCE - PRUDENCIAL;1000080783;b2;C;2;SAO PAULO;SP;44256;Sim;Sim;Não;618800;NI;;S4
FINAXIS - PRUDENCIAL;1000080790;b1;C;2;CURITIBA;PR;44256;Sim;Sim;Não;94736;NI;;S4
RANDON - PRUDENCIAL;1000080800;b2;C;2;CAXIAS DO SUL;RS;44256;Sim;Sim;Não;1083176;NI;;S4
GAZIN - PRUDENCIAL;1000080824;n1;C;2;DOURADINA;PR;44256;Não;Sim;Não;166283;NI;;S4
QUERO-QUERO - PRUDENCIAL;1000080831;n1;I;2;SANTO CRISTO;RS;44256;Não;Sim;Não;291430;0;;S4
RODOBENS - PRUDENCIAL;1000080855;b1;C;2;SAO PAULO;SP;44256;Sim;Sim;Não;4225213;NI;;S4
BEXS - PRUDENCIAL;1000080862;b2;C;2;SAO PAULO;SP;44256;Sim;Sim;Não;493175;NI;;S4
WESTERN UNION - PRUDENCIAL;1000080886;b1;C;3;SAO PAULO;SP;44256;Sim;Sim;Não;163931;NI;;S4
BARIGUI - PRUDENCIAL;1000080893;b2;C;2;CURITIBA;PR;44256;Sim;Sim;Não;1141295;NI;;S4
BNY MELLON - PRUDENCIAL;1000080910;b1;C;3;RIO DE JANEIRO;RJ;44256;Sim;Sim;Não;1233902;NI;;S4
CAIXA GERAL - PRUDENCIAL;1000080927;b1;C;3;SAO PAULO;SP;44256;Sim;Sim;Não;1677626;NI;;S4
BR PARTNERS - PRUDENCIAL;1000080934;b2;C;2;SAO PAULO;SP;44256;Sim;Sim;Não;482981;NI;;S4
GENIAL - PRUDENCIAL;1000080941;b1;C;2;RIO DE JANEIRO;RJ;44256;Sim;Sim;Não;1975028;0;;S4
GOLCRED - PRUDENCIAL;1000080965;n1;C;2;SAO JOSE;SC;44256;Não;Sim;Não;19630;NI;;S4
CPCI - COMPANHIA DE CREDITO IMOBILIARIO S/A;1000080972;n1;I;2;PORTO ALEGRE;RS;44256;Não;Sim;Não;2334;NI;;S4
UBS - PRUDENCIAL;1000080989;b2;C;3;SAO PAULO;SP;44256;Sim;Sim;Não;1143195;NI;;S4
OURINVEST - PRUDENCIAL;1000081012;b1;I;2;SAO PAULO;SP;44256;Sim;Sim;Não;1065807;NI;;S4
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;I;1;PORTO ALEGRE;RS;44256;Não;Sim;Não;2640756;NI;;S4
AG. FOMENTO ESTADO DE RORAIMA - PRUDENCIAL;1000081036;n1;I;1;BOA VISTA;RR;44256;Não;Sim;Não;0;NI;;S4
AGENCIA DE FOMENTO DO RN S.A. - PRUDENCIAL;1000081043;n1;I;1;NATAL;RN;44256;Não;Sim;Não;77377;NI;;S4
AGENCIA FOMENTO GOIAS - PRUDENCIAL;1000081050;n1;C;1;GOIANIA;GO;44256;Não;Sim;Não;330384;NI;;S4
DESENBAHIA AG FOMENTO BAHIA SA - PRUDENCIAL;1000081067;n1;I;1;SALVADOR;BA;44256;Não;Sim;Não;1026918;NI;;S4
AF DO ESTADO DE SC S.A. - PRUDENCIAL;1000081074;n1;C;1;FLORIANOPOLIS;SC;44256;Não;Sim;Não;1047562;NI;;S4
AFAL - PRUDENCIAL;1000081081;n1;I;1;MACEIO;AL;44256;Não;Sim;Não;53546;NI;;S4
AG. FOMENTO AMAPA S.A. - PRUDENCIAL;1000081098;n1;I;1;MACAPA;AP;44256;Não;Sim;Não;18659;NI;;S4
AFEAM - PRUDENCIAL;1000081108;n1;I;1;MANAUS;AM;44256;Não;Sim;Não;296254;NI;;S4
AF PARANÁ - PRUDENCIAL;1000081115;n1;C;1;CURITIBA;PR;44256;Não;Sim;Não;2461820;NI;;S4
AG. FOMENTO ESTADO DO TOCANTINS - PRUDENCIAL;1000081122;n1;I;1;PALMAS;TO;44256;Não;Sim;Não;35023;NI;;S4
AGENCIA FOMENTO EST RJ S.A. - PRUDENCIAL;1000081139;n1;C;1;RIO DE JANEIRO;RJ;44256;Não;Sim;Não;626552;NI;;S4
AGÊNCIA DE FOMENTO MATO GROSSO - PRUDENCIAL;1000081146;n1;I;1;CUIABA;MT;44256;Não;Sim;Não;71808;NI;;S4
AF DESENVOLVE SP S.A. - PRUDENCIAL;1000081153;n1;I;1;SAO PAULO;SP;44256;Não;Sim;Não;2673462;NI;;S4
PIAUÍ FOMENTO - PRUDENCIAL;1000081160;n1;I;1;TERESINA;PI;44256;Não;Sim;Não;54194;NI;;S4
AF ESTADO DE PERNAMBUCO S.A. - PRUDENCIAL;1000081177;n1;I;1;RECIFE;PE;44256;Não;Sim;Não;61546;NI;;S4
BCO ARBI S.A. - PRUDENCIAL;1000081201;b1;I;2;RIO DE JANEIRO;RJ;44256;Sim;Sim;Não;637519;NI;;S4
BANCO B3 - PRUDENCIAL;1000081225;b1;I;2;SAO PAULO;SP;44256;Sim;Sim;Não;1931916;NI;;S4
BCO KEB DO BRASIL SA - PRUDENCIAL;1000081232;b1;I;3;SAO PAULO;SP;44256;Sim;Sim;Não;1187690;NI;;S4
ANDBANK - PRUDENCIAL;1000081256;b1;C;3;SAO PAULO;SP;44256;Sim;Sim;Não;231683;NI;;S4
BCO LA PROVINCIA B AIRES BCE - PRUDENCIAL;1000081263;b1;I;3;SAO PAULO;SP;44256;Sim;Sim;Não;154858;NI;;S4
BCO LA NACION ARGENTINA - PRUDENCIAL;1000081270;b1;I;3;SAO PAULO;SP;44256;Sim;Sim;Não;71003;NI;;S4
MSB BANK S.A. BCO CÂMBIO - PRUDENCIAL;1000081294;b2;I;2;CURITIBA;PR;44256;Sim;Sim;Não;651791;NI;;S4
BCO DES. DO ES S.A. - PRUDENCIAL;1000081304;b4;I;1;VITORIA;ES;44256;Sim;Sim;Não;968261;NI;;S4
BCO INBURSA INV S.A. - PRUDENCIAL;1000081335;b1;I;3;SAO PAULO;SP;44256;Sim;Sim;Não;244900;NI;;S4
BCO INDUSCRED DE INVESTIM. S/A - PRUDENCIAL;1000081342;b2;I;2;SAO PAULO;SP;44256;Sim;Sim;Não;44005;NI;;S4
BANCO PORTO REAL DE INVEST.S.A - PRUDENCIAL;1000081359;b2;I;2;PORTO REAL;RJ;44256;Sim;Sim;Não;29467;NI;;S4
BBVA BRASIL BI S.A. - PRUDENCIAL;1000081366;b2;I;3;SAO PAULO;SP;44256;Sim;Sim;Não;121497;NI;;S4
BANCO SEMEAR - PRUDENCIAL;1000081380;b1;I;2;BELO HORIZONTE;MG;44256;Sim;Sim;Não;883147;NI;;S4
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;C;3;SAO PAULO;SP;44256;Sim;Sim;Não;2486387;NI;;S4
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;I;3;SAO PAULO;SP;44256;Sim;Sim;Não;2916686;NI;;S4
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;I;3;PORTO ALEGRE;RS;44256;Sim;Sim;Não;7796395;NI;;S4
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;C;2;UBERLANDIA;MG;44256;Sim;Sim;Não;4655701;NI;;S4
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;C;3;SAO PAULO;SP;44256;Sim;Sim;Não;11889080;NI;;S4
BCO CEDULA S.A. - PRUDENCIAL;1000081469;b1;I;2;RIO DE JANEIRO;RJ;44256;Sim;Sim;Não;109954;NI;;S4
BANCO MONEO S.A. - PRUDENCIAL;1000081500;b2;I;2;CAXIAS DO SUL;RS;44256;Sim;Sim;Não;768214;NI;;S4
BANCO TOPÁZIO S.A. - PRUDENCIAL;1000081517;b1;I;3;PORTO ALEGRE;RS;44256;Sim;Sim;Não;1220646;NI;;S4
BANCO VIPAL - PRUDENCIAL;1000081531;b2;I;2;PORTO ALEGRE;RS;44256;Sim;Sim;Não;14580;NI;;S4
BCO ABN AMRO S.A. - PRUDENCIAL;1000081579;b1;I;3;SAO PAULO;SP;44256;Sim;Sim;Não;3388331;NI;;S4
BCO KDB BRASIL S.A. - PRUDENCIAL;1000081603;b1;C;3;SAO PAULO;SP;44256;Sim;Sim;Não;1902085;NI;;S4
STATE STREET BRASIL - PRUDENCIAL;1000081627;b1;I;3;SAO PAULO;SP;44256;Sim;Sim;Não;1429490;NI;;S4
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;C;1;ARACAJU;SE;44256;Sim;Sim;Não;7540394;NI;;S4
BCO CAPITAL S.A. - PRUDENCIAL;1000081641;b1;I;2;SALVADOR;BA;44256;Sim;Sim;Não;24854;NI;;S4
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;C;2;RIO DE JANEIRO;RJ;44256;Sim;Sim;Não;5841795;0;;S4
BCO GUANABARA S.A. - PRUDENCIAL;1000081672;b1;C;2;RIO DE JANEIRO;RJ;44256;Sim;Sim;Não;1336982;NI;;S4
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;I;3;RIO DE JANEIRO;RJ;44256;Sim;Sim;Não;962973;NI;;S4
BCO TRICURY S.A. - PRUDENCIAL;1000081696;b2;I;2;SAO PAULO;SP;44256;Sim;Sim;Não;581068;NI;;S4
BCO LUSO BRASILEIRO S.A. - PRUDENCIAL;1000081706;b1;I;2;SAO PAULO;SP;44256;Sim;Sim;Não;1700264;NI;;S4
BANCO FIDIS - PRUDENCIAL;1000081751;b2;I;3;BETIM;MG;44256;Sim;Sim;Não;4839001;NI;;S4
NOVO BCO CONTINENTAL S.A. - BM - PRUDENCIAL;1000081768;b1;I;3;PORTO ALEGRE;RS;44256;Sim;Sim;Não;1600590;NI;;S4
BANCO RNX S.A. - PRUDENCIAL;1000081775;b2;I;2;CURITIBA;PR;44256;Sim;Sim;Não;116921;NI;;S4
BCO FORD S.A. - PRUDENCIAL;1000081782;b2;I;3;SAO BERNARDO DO CAMPO;SP;44256;Sim;Sim;Não;764885;NI;;S4
BCO A.J. RENNER S.A. - PRUDENCIAL;1000081799;b1;C;3;SAO PAULO;SP;44256;Sim;Sim;Não;3533518;NI;;S4
BCO DA CHINA BRASIL S.A. - PRUDENCIAL;1000081816;b1;I;3;SAO PAULO;SP;44256;Sim;Sim;Não;3413632;NI;;S4
BCO WOORI BANK DO BRASIL S.A. - PRUDENCIAL;1000081823;b1;I;3;SAO PAULO;SP;44256;Sim;Sim;Não;1022116;NI;;S4
ICBC DO BRASIL BM S.A. - PRUDENCIAL;1000081830;b1;I;3;SAO PAULO;SP;44256;Sim;Sim;Não;1265152;NI;;S4
TREVISO CC S.A. - PRUDENCIAL;1000081885;n2;I;2;SAO PAULO;SP;44256;Não;Sim;Não;42102;NI;;S4
VISION S.A. CC - PRUDENCIAL;1000081892;n2;I;2;SAO PAULO;SP;44256;Não;Sim;Não;6954;NI;;S4
FAIR CC S.A. - PRUDENCIAL;1000081919;n2;I;2;SAO PAULO;SP;44256;Não;Sim;Não;83777;NI;;S4
