Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j)
BOCOM - PRUDENCIAL;1000084624;b1;S3;C;3;SALVADOR;BA;44256;285531;935233;3495209;6390031;-32610;6357421;0;0;0;0;0;585685;33816;36173;11729069;0;11729069
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;S3;C;2;RIO DE JANEIRO;RJ;44256;1581;1532459;9334921;0;0;0;0;0;0;0;0;185983;5;341135;11396084;0;11396084
GM - PRUDENCIAL;1000080848;b2;S3;C;3;SAO PAULO;SP;44256;222;762748;662635;8143505;-242225;7901280;7;21047;317;-165;21207;1786820;10191;210534;11355638;317;11355321
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;S3;C;2;BELO HORIZONTE;MG;44256;987475;639605;1096510;6678500;-390716;6287784;0;0;0;0;0;1157217;265147;379911;10813650;0;10813650
PORTO SEGURO - PRUDENCIAL;1000080642;n1;S4;C;2;SAO PAULO;SP;44256;94992;15443;328581;3439730;-461899;2977831;0;0;0;0;0;7175387;37698;1497;10631428;0;10631428
APE POUPEX - PRUDENCIAL;1000081184;n1;S3;I;2;BRASILIA;DF;44256;2;3236702;2397585;1981410;-68587;1912822;0;0;0;0;0;65957;2558761;22307;10194137;0;10194137
JOHN DEERE - PRUDENCIAL;1000080343;b1;S3;I;3;INDAIATUBA;SP;44256;1056;1226713;0;9004111;-363905;8640207;0;0;0;0;0;208711;52925;9812;10139425;0;10139425
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S4;I;2;BELO HORIZONTE;MG;44256;5284;5963501;3361013;149023;-1021;148001;0;0;0;0;0;39426;58373;440772;10016370;0;10016370
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;S3;C;2;SAO PAULO;SP;44256;149619;260536;2789227;3684897;-66498;3618399;0;0;0;0;0;2246109;800201;29214;9893305;0;9893305
PARANÁ BANCO - PRUDENCIAL;1000080233;b1;S4;C;2;CURITIBA;PR;44256;67;1305782;1753354;5638077;-150731;5487346;0;0;0;0;0;215726;7730;317967;9087972;0;9087972
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;S4;I;2;FLORIANOPOLIS;SC;44256;2670;6700671;1503989;147647;-146;147501;0;0;0;0;0;25615;169199;289398;8839044;0;8839044
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;S3;C;3;SAO PAULO;SP;44256;367881;2887439;1895078;2030773;-3477;2027296;0;0;0;0;0;1207061;387202;6585;8778543;0;8778543
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;S3;I;1;BELO HORIZONTE;MG;44256;177025;1500574;592308;6014260;-665906;5348354;0;0;0;0;0;816380;57145;38215;8530000;0;8530000
MIZUHO - PRUDENCIAL;1000080697;b1;S4;C;3;SAO PAULO;SP;44256;35513;1396109;2706237;1152162;-2396;1149767;0;0;0;0;0;3076178;1974;6071;8371849;0;8371849
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;S3;I;3;SAO PAULO;SP;44256;7863;1240995;508722;6133873;-106061;6027812;-94;35296;10432;-359;45276;449208;36098;20609;8336583;10432;8326151
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S4;I;2;BEBEDOURO;SP;44256;49387;624337;626141;4145771;-267369;3878402;0;0;0;0;0;157672;2536143;313127;8185209;0;8185209
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL E SUDESTE - CENTRAL SICREDI SUL/SUDESTE;87437687;b3C;S3;I;2;PORTO ALEGRE;RS;44256;0;282002;7553388;0;0;0;0;0;0;0;0;199990;138;139439;8174957;0;8174957
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S4;I;2;BLUMENAU;SC;44256;28106;0;0;5280984;-291739;4989245;0;0;0;0;0;31017;2622129;391909;8062406;0;8062406
SOFISA - PRUDENCIAL;1000080271;b1;S4;C;2;SAO PAULO;SP;44256;51302;0;1979990;4949834;-65571;4884264;0;0;0;0;0;951016;58120;82781;8007473;0;8007473
MERCADOPAGO PRUDENCIAL;1000084820;n1;;C;2;OSASCO;SP;44256;296693;16381;5173626;13;-4;8;0;0;0;0;0;739152;1419841;303469;7949170;0;7949170
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;S4;I;3;PORTO ALEGRE;RS;44256;230;153370;44697;6549602;-118083;6431519;392;851238;298643;-8532;1141742;411155;14739;21139;8218591;298643;7919948
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;S4;I;2;BELO HORIZONTE;MG;44256;2724;4544322;2082326;603006;-3938;599069;0;0;0;0;0;4436;205;191021;7424103;0;7424103
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;S4;C;1;ARACAJU;SE;44256;101594;1507727;1515101;2688120;-97407;2590713;0;0;0;0;0;972699;592174;101970;7381977;0;7381977
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;S4;I;2;RIBEIRAO PRETO;SP;44256;2783;6989041;92014;4198;-21;4177;0;0;0;0;0;991;2533;159281;7250819;0;7250819
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;S3;I;2;CURITIBA;PR;44256;2;304568;6151081;0;0;0;0;0;0;0;0;141565;172;64691;6662078;0;6662078
MÁXIMA - PRUDENCIAL;1000080367;b1;S4;C;2;RIO DE JANEIRO;RJ;44256;116168;26685;918511;1861369;-51602;1809767;0;0;0;0;0;3084725;598561;86901;6641317;0;6641317
CREFISA S.A. CFI - PRUDENCIAL;1000083632;b1;S4;C;2;SAO PAULO;SP;44256;4705;2589133;2034172;1577089;-414838;1162252;0;0;0;0;0;655130;15187;30950;6491529;0;6491529
VOLVO - PRUDENCIAL;1000080769;b2;S4;C;3;CURITIBA;PR;44256;20270;210122;74355;6151504;-151947;5999558;287;17589;69;-28;17918;134887;3313;25187;6485609;69;6485539
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;S4;I;2;SAO PAULO;SP;44256;3266;2309626;373514;1570684;-597159;973524;0;0;0;0;0;2540211;2072;179911;6382124;0;6382124
HONDA - PRUDENCIAL;1000080611;b2;S4;C;3;SAO PAULO;SP;44256;6619;252793;1620655;4134563;-290191;3844372;0;0;0;0;0;507039;5479;36696;6273653;0;6273653
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;S4;C;2;RIO DE JANEIRO;RJ;44256;564347;2254083;1490778;257069;-5881;251188;0;0;0;0;0;815429;577444;176010;6129279;0;6129279
HAITONG - PRUDENCIAL;1000080666;b2;S3;C;3;SAO PAULO;SP;44256;51773;301062;4326552;727551;-9996;717555;0;0;0;0;0;695837;15087;12934;6120800;0;6120800
CENTRAL SICOOB UNI DE COOPERATIVAS DE CRÉDITO;4243780;b3C;S4;I;2;GOIANIA;GO;44256;5785;4001432;1599129;36301;-21;36280;0;0;0;0;0;638;355;47782;5691402;0;5691402
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S4;I;2;SERTAOZINHO;SP;44256;12505;259344;235500;3443927;-250036;3193891;0;0;0;0;0;104184;1586354;180522;5572301;0;5572301
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;S4;C;2;SAO PAULO;SP;44256;47205;700001;159484;2555157;-30337;2524820;0;0;0;0;0;1895785;156827;55235;5539356;0;5539356
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;S4;I;2;MARINGA;PR;44256;37533;51519;1161397;2969235;-107720;2861516;0;0;0;0;0;205819;948065;246942;5512792;0;5512792
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;S4;I;2;LUCAS DO RIO VERDE;MT;44256;18506;18471;1084702;3209468;-135868;3073600;0;0;0;0;0;154334;993215;133645;5476472;0;5476472
SCANIA - PRUDENCIAL;1000080776;b2;S4;C;3;SAO BERNARDO DO CAMPO;SP;44256;1805;100500;87036;4996618;-59648;4936971;0;38788;7130;-207;45711;232893;577;10155;5415648;7130;5408518
OMNI - PRUDENCIAL;1000080460;b1;S4;C;2;SAO PAULO;SP;44256;2178;743001;421202;3387770;-462775;2924995;154;51764;32258;-2402;81774;1002745;84691;26252;5286839;32258;5254581
COOPERATIVA CENTRAL DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;S4;I;2;FRANCISCO BELTRAO;PR;44256;44;38500;1009695;124198;-1134;123064;0;0;0;0;0;1406;3969204;44743;5186657;0;5186657
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;44256;88979;26497;622388;3132785;-108347;3024438;0;0;0;0;0;167930;797693;184926;4912851;0;4912851
BANCO FIDIS - PRUDENCIAL;1000081751;b2;S4;I;3;BETIM;MG;44256;1092;51299;409232;2459818;-15745;2444074;0;0;0;0;0;1879819;1667;6342;4793525;0;4793525
COOPERATIVA CENTRAL DE CRÉDITO - AILOS;5463212;b3C;S4;I;2;BLUMENAU;SC;44256;44;357482;3348560;420584;-3263;417321;0;0;0;0;0;75938;473226;73905;4746476;0;4746476
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;S4;I;2;PALOTINA;PR;44256;23176;41865;842963;2867265;-102942;2764323;0;0;0;0;0;149468;789602;118816;4730212;0;4730212
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;S4;I;3;SAO PAULO;SP;44256;93996;707690;200275;1359635;-101018;1258617;0;0;0;0;0;2259310;403;114;4520406;0;4520406
INDUSVAL - PRUDENCIAL;1000080415;b1;S4;C;2;SAO PAULO;SP;44256;34857;831085;1862707;617505;-92548;524956;0;0;0;0;0;840641;269421;81713;4445379;0;4445379
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;S5;I;2;CHAPECO;SC;44256;43630;228266;27961;2939358;-177532;2761825;0;0;0;0;0;70342;1048213;126922;4307160;0;4307160
RODOBENS - PRUDENCIAL;1000080855;b1;S4;C;2;SAO PAULO;SP;44256;1682;232140;1392712;1419993;-56896;1363097;9451;214180;0;-2737;220894;585114;84720;421089;4301448;0;4301448
BCO A.J. RENNER S.A. - PRUDENCIAL;1000081799;b1;S4;C;3;SAO PAULO;SP;44256;8710;1568902;20570;1779833;-93073;1686760;0;0;0;0;0;162439;783680;38461;4269522;0;4269522
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;32428294;b3C;S4;I;2;VITORIA;ES;44256;1507;2363707;1448181;106316;-338;105978;0;0;0;0;0;3278;128307;105789;4156746;0;4156746
AGIBANK - PRUDENCIAL;1000083694;b1;S4;C;2;PORTO ALEGRE;RS;44256;63367;181882;1013785;2581548;-201368;2380180;0;0;0;0;0;217927;16706;192201;4066048;0;4066048
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO NORTE DO BRASIL - CENTRAL SICREDI CENTRO NORTE;33667205;b3C;S4;I;2;CUIABA;MT;44256;0;80971;3694771;0;0;0;0;0;0;0;0;68171;80;78048;3922040;0;3922040
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;S5;I;2;GOIANIA;GO;44256;29002;329;0;2039888;-130959;1908929;0;0;0;0;0;25316;1806318;89403;3859297;0;3859297
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;S4;I;2;NOVA PETROPOLIS;RS;44256;16485;154383;910967;1990215;-65838;1924377;0;0;0;0;0;125235;487898;101204;3720549;0;3720549
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;S4;C;2;UBERLANDIA;MG;44256;3148;485349;186882;1750865;-140730;1610135;0;0;0;0;0;1093377;105668;174819;3659378;0;3659378
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E PROFISSIONAIS DA AREA DE SAUDE DO BRASIL LTDA.;42898825;b3S;S5;I;2;BELO HORIZONTE;MG;44256;10272;586;213880;1921080;-53904;1867176;0;0;0;0;0;22117;1428743;75509;3618283;0;3618283
COOPERATIVA DE CRÉDITO SICREDI SERRANA RS/ES;90608712;b3S;S4;I;2;CARLOS BARBOSA;RS;44256;36677;108584;486836;2317241;-78631;2238609;0;0;0;0;0;110095;499002;71660;3551464;0;3551464
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;S4;I;2;CAMPO MOURAO;PR;44256;10762;1324017;546415;1608770;-16333;1592437;0;0;0;0;0;7184;45447;2256;3528519;0;3528519
COOPERATIVA DE CRéDITO, POUPANçA E INVESTIMENTO UNIãO - SICREDI UNIAO RS/ES;88894548;b3S;S4;I;2;CERRO LARGO;RS;44256;13283;83516;636981;2094797;-75462;2019335;0;0;0;0;0;81099;508753;101562;3444529;0;3444529
REALIZE CFI - PRUDENCIAL;1000084703;n1;S4;I;3;PORTO ALEGRE;RS;44256;3915;327998;141033;1207170;-379599;827572;0;0;0;0;0;2027539;1406;104805;3434269;0;3434269
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORTE/NORDESTE - CENTRAL SICREDI NORTE/NORDESTE;70119680;b3C;S4;I;2;CABEDELO;PB;44256;4;0;3197217;157127;-1199;155928;0;0;0;0;0;17178;204;10353;3380885;0;3380885
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO SUL DO MATO GROSSO DO SUL – SICREDI CENTRO-SUL MS;26408161;b3S;S4;I;2;DOURADOS;MS;44256;33952;14456;664745;1937282;-48395;1888887;0;0;0;0;0;100383;582998;81955;3367377;0;3367377
RENDIMENTO - PRUDENCIAL;1000080659;b1;S4;C;2;SAO PAULO;SP;44256;460153;689011;316679;724339;-23119;701220;0;0;0;0;0;740896;401059;57000;3366018;0;3366018
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DE ESTADOS RIO GRANDE DO SUL, SANTA CATARINA E MINAS GERAIS - SICREDI UNIESTADOS;87780268;b3S;S4;I;2;ERECHIM;RS;44256;15447;22203;428571;2313328;-68095;2245232;0;0;0;0;0;81154;437277;104263;3334149;0;3334149
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;S4;I;2;LONDRINA;PR;44256;6000;66573;995266;1556056;-63248;1492808;0;0;0;0;0;163431;570129;39706;3333913;0;3333913
