Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Social de Cooperativas (k)
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS COLABORADORES DA SG INDUSTRIA E COMERCIO DE MATERIAIS DE CONSTRUCAO, VIDROS E AFINS;61039038;b3S;S5;I;2;SAO PAULO;SP;44256;431;0;37;0;0;0;468;0;0;0;0;-4;-4;465;0;0;-97;-196;0;0;0;0;-293;172;0;172;0;0;172;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA NOVELIS;57545436;b3S;S5;I;2;SANTO ANDRE;SP;44256;456;0;10;0;0;0;466;0;0;0;0;73;73;539;0;0;-226;-76;-1;0;0;0;-304;235;0;235;0;0;235;0
SADOC CC - PRUDENCIAL;1000084758;n2;S5;I;2;FORTALEZA;CE;44256;0;0;1;0;463;0;464;0;0;0;0;0;0;464;121;12;-82;-354;-28;0;0;-17;-348;116;-65;51;-10;0;40;0
BBVA BRASIL BI S.A. - PRUDENCIAL;1000081366;b2;S4;I;3;SAO PAULO;SP;44256;0;0;458;0;0;0;458;0;0;0;0;0;0;458;0;0;-2449;-563;-22;0;404;-1;-2631;-2173;0;-2173;0;0;-2173;0
COOPERATIVA DE CREDITO RURAL DE GUACUI - CREDIGUAÇUÍ;32422628;b3S;S5;I;2;GUACUI;ES;44256;410;0;42;0;0;0;452;-24;0;0;0;-11;-35;416;32;23;-281;-190;-4;0;0;0;-420;-3;1;-3;0;0;-3;-9
LUMINA CC - PRUDENCIAL;1000082310;n2;S5;I;2;SALVADOR;BA;44256;0;0;0;0;451;0;451;0;0;0;0;0;0;451;10;0;-264;-180;-22;0;0;0;-455;-4;0;-4;0;0;-4;0
COOPERATIVA DE CRÉDITO DOS BANCÁRIOS DE SÃO PAULO E MUNICÍPIOS LIMÍTROFES;3422007;b3S;S5;I;2;SAO PAULO;SP;44256;438;0;11;0;0;0;448;-23;0;0;0;-80;-103;345;19;0;-393;-80;0;0;49;0;-406;-61;0;-61;0;0;-61;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS CORRETORES DE SEGUROS DO RIO GRANDE DO SUL – CREDICOR;2999687;b3S;S5;I;2;PORTO ALEGRE;RS;44256;358;0;86;0;0;0;444;-58;0;0;0;-113;-171;272;5;39;-243;-311;0;0;0;0;-510;-237;0;-237;0;0;-237;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COLABORADORES DA CEBRACE;53184438;b3S;S5;I;2;JACAREI;SP;44256;420;0;16;0;0;0;436;0;0;0;0;1;1;437;0;0;-96;-92;1;0;0;0;-189;249;0;249;0;0;249;0
H.COMMCOR DTVM LTDA. - PRUDENCIAL;1000084222;n2;S4;I;2;SAO PAULO;SP;44256;0;0;411;22;0;0;433;0;0;0;0;20;20;453;4045;1672;-2530;-2032;-545;0;104;-246;468;921;0;921;-250;-705;-34;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPRESÁRIOS DE ITAPETININGA - SICOOB CRED-ACI;8844074;b3S;S5;I;2;ITAPETININGA;SP;44256;317;0;116;0;0;0;432;-76;0;0;0;-31;-107;325;152;141;-263;-349;-9;0;55;-76;-348;-23;9;-14;0;0;-14;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA MINERACÃO RIO DO NORTE S/A, EM PORTO TROMBETAS LIMITADA -  CREDNORTE;4998845;b3S;S5;I;2;ORIXIMINA;PA;44256;408;0;21;0;0;0;429;0;0;0;0;-10;-10;419;0;0;-54;-149;0;0;0;0;-203;216;-3;213;0;0;213;-66
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS LTDA;42100982;b3S;S5;I;2;RIO DE JANEIRO;RJ;44256;427;0;1;0;0;0;428;0;0;0;0;48;48;476;4;0;-383;-132;-1;0;58;-18;-472;4;24;29;0;0;29;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DE ELEVADORES ATLAS SCHINDLER LTDA.;42107706;b3S;S5;I;2;RIO DE JANEIRO;RJ;44256;408;0;14;0;0;0;421;0;0;0;0;26;26;448;0;0;-108;-69;0;0;6;0;-173;275;0;275;-2;0;273;-56
COOPERATIVA DE CRÉDITO MÚTUO DOS POLICIAIS FEDERAIS E SERVIDORES DA UNIÃO NO ESPÍRITO SANTO - CREDFEDERAL;2083914;b3S;S5;I;2;VILA VELHA;ES;44256;408;0;7;0;0;0;415;-82;0;0;0;-154;-235;180;1;0;-149;-87;1;0;0;0;-235;-55;2;-54;0;0;-54;0
COOPERATIVA DE CRÉDITO MÚTUO DE SERVIDORES PÚBLICOS DO ESTADO DE SÃO PAULO - CREDIFISCO;4546162;b3S;S5;I;2;SAO PAULO;SP;44256;399;0;9;0;0;0;408;-47;0;0;0;-136;-183;225;1;0;-129;-229;0;0;81;0;-277;-52;0;-52;0;0;-52;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COLABORADORES DO GRUPO EMPRESARIAL A COSTA LTDA.;20062766;b3S;S5;I;2;VISCONDE DO RIO BRANCO;MG;44256;386;0;14;0;0;0;400;0;0;0;0;-25;-25;375;0;0;-128;-64;-1;0;5;-3;-191;184;0;184;0;0;184;0
HSCM SCMEPP LTDA. - PRUDENCIAL;1000083089;n1;S5;I;2;IBIA;MG;44256;398;0;0;0;0;0;398;0;0;0;0;-16;-16;381;0;19;-82;-95;-15;0;0;0;-173;208;0;208;-65;0;143;0
H.H.PICCHIONI - PRUDENCIAL;1000080226;n2;S4;C;2;BELO HORIZONTE;MG;44256;0;0;4;0;393;0;397;0;0;0;0;0;0;397;2;0;-285;-799;-18;0;1;-11;-1111;-714;-325;-1038;0;0;-1038;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COLABORADORES DA UNIÃO BRASILEIRA DE EDUCAÇÃO E ENSINO, UNIÃO NORTE BRASILEIRA DE EDUCAÇÃO E CULTURA & UNIÃO BRASILEIRA DE EDUCAÇÃO CATÓLICA LTDA - COOMAR;2588819;b3S;S5;I;2;BELO HORIZONTE;MG;44256;368;0;23;0;0;0;392;0;0;0;0;16;16;408;0;0;-116;-101;1;0;0;-1;-219;189;0;189;0;0;189;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FABRICANTES DE CALÇADOS DE SAPIRANGA LTDA.;5841967;b3S;S5;I;2;SAPIRANGA;RS;44256;385;0;7;0;0;0;392;-10;0;0;0;44;34;426;5;52;-51;-167;0;0;1;-2;-163;263;0;263;0;0;263;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO DISTRITO FEDERAL LTDA. - COOSERVCRED;778858;b3S;S5;I;2;BRASILIA;DF;44256;384;0;1;0;0;0;385;-64;0;0;0;11;-53;332;0;0;-258;-88;0;0;22;0;-324;8;0;8;0;0;8;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES DA CIA. DE PROCESSAMENTO DE DADOS DO ESTADO DE SÃO PAULO - CREDIPRODESP;67915868;b3S;S5;I;2;TABOAO DA SERRA;SP;44256;314;0;71;0;0;0;385;0;0;0;0;69;69;454;22;0;-189;-138;-2;0;2;-3;-308;146;0;146;0;0;146;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA INTERNATIONAL INDÚSTRIA AUTOMOTIVA DA AMÉRICA DO SUL;59620708;b3S;S5;I;2;SAO PAULO;SP;44256;355;0;29;0;0;0;385;0;0;0;0;0;0;385;0;0;-100;-83;1;0;0;0;-184;200;0;200;0;0;200;0
GERENCIANET;1000084978;n4;;C;2;OURO PRETO;MG;44256;11;0;372;0;0;0;383;0;0;0;0;0;0;383;25866;417;-6152;-19666;-1445;0;86;-123;-1016;-633;-344;-977;0;0;-977;0
COPERCRED - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS ZILLO LORENZETTI;58022195;b3S;S5;I;2;LENCOIS PAULISTA;SP;44256;361;0;21;0;0;0;382;-9;0;0;0;-14;-23;360;1;0;-205;-137;1;0;22;0;-321;39;2;41;1;0;40;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DA SAUDE DE JOACABA;2853045;b3S;S5;I;2;JOACABA;SC;44256;232;0;149;0;0;0;381;-147;0;0;0;3;-144;237;0;0;-47;-87;0;0;0;-20;-154;83;0;83;0;0;83;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS PÚBLICOS MUNICIPAIS DE ITAPIRA - CREDITA;2115870;b3S;S5;I;2;ITAPIRA;SP;44256;374;0;7;0;0;0;380;0;0;0;0;4;4;384;0;0;-97;-81;1;0;3;0;-175;209;0;209;0;-8;202;0
COOPERATIVA DE CRÉDITO DOS SERVIDORES PÚBLICOS MUNICIPAIS DE TIMÓTEO LTDA. - COOPERTIM;20833976;b3S;S5;I;2;TIMOTEO;MG;44256;358;0;15;0;0;0;373;0;0;0;0;-14;-14;359;0;0;-87;-80;0;0;0;0;-167;192;0;192;0;0;192;-33
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DA REGIÃO METROPOLITANA DE PORTO ALEGRE - COOPESA;6975532;b3S;S5;I;2;PORTO ALEGRE;RS;44256;41;0;331;0;0;0;372;-24;0;0;0;4;-20;352;57;0;-203;-213;-1;0;0;0;-360;-8;1;-7;1;0;-8;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA CIA AÇUCAREIRA VALE DO ROSÁRIO - COOPERVALE;44958981;b3S;S5;I;2;MORRO AGUDO;SP;44256;353;0;17;0;0;0;370;0;0;0;0;-19;-19;350;0;0;-106;-168;1;0;0;-6;-280;70;0;70;0;0;70;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS, APOSENTADOS E PENSIONISTAS DA COMPANHIA ESTADUAL DE ENERGIA ELÉTRICA E ELETRICITÁRIOS DO RIO GRANDE DO SUL   CRECE;92825397;b3S;S5;I;2;PORTO ALEGRE;RS;44256;434;0;-68;0;0;0;366;-53;0;0;0;0;-53;314;14;0;-336;-100;0;0;131;-32;-322;-9;0;-9;0;0;-9;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO TELEFÔNICA;57598120;b3S;S5;I;2;SAO PAULO;SP;44256;346;0;15;0;0;0;361;0;0;0;0;-5;-5;356;0;0;-244;-80;-1;0;1;0;-324;32;0;32;0;0;32;0
COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES DE ÓRGAOS GESTORES DE RECURSOS HÍDRICOS DO ESTADO DE SÃO PAULO - COOPERHIDRO;53800488;b3S;S5;I;2;SAO PAULO;SP;44256;352;0;8;0;0;0;360;-11;0;0;0;-82;-94;266;0;0;-112;-89;1;0;0;0;-202;65;0;65;0;0;65;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DE CHOCOLATES GAROTO LTDA. - CREDI-GAROTO;30949267;b3S;S5;I;2;VILA VELHA;ES;44256;330;0;30;0;0;0;360;-64;0;0;0;-69;-133;227;1;5;-190;-139;1;0;90;1;-234;-7;0;-7;0;0;-7;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA BOMBRIL;57038408;b3S;S5;I;2;SAO BERNARDO DO CAMPO;SP;44256;342;0;17;0;0;0;360;0;0;0;0;2;2;362;0;0;-112;-54;-1;0;0;0;-167;194;0;194;0;0;194;0
ACCIÓN MICROFINANÇAS SCMEPP - PRUDENCIAL;1000083319;n1;S5;I;3;MANAUS;AM;44256;357;0;0;0;0;0;357;0;-21;0;0;-133;-154;203;58;0;-520;-226;0;0;1;1;-688;-485;241;-244;0;0;-244;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DOS EMPREGADOS E SERVIDORES DA SECRETARIA ESTADUAL DE LOGÍSTICA E TRANSPORTES E ÓRGÃOS SUBORDINADOS DO ESTADO DE SÃO PAULO - SICOOB COOPTRANSP;66555665;b3S;S5;I;2;SAO PAULO;SP;44256;314;0;43;0;0;0;357;-19;0;0;0;-38;-57;300;9;12;-149;-195;-2;0;149;-107;-284;16;0;16;1;0;15;0
COOPERATIVA DE ECONOMIA CRÉDITO MÚTUO – SICOOB CREDSAÚDE;2072790;b3S;S5;I;2;PIRACICABA;SP;44256;315;0;40;0;0;0;356;-42;0;0;0;-39;-82;274;53;37;-179;-195;-7;0;50;-15;-255;20;0;20;-17;0;3;0
AMARIL FRANKLIN CTV LTDA - PRUDENCIAL;1000082516;n2;S4;I;2;BELO HORIZONTE;MG;44256;0;0;106;0;249;0;355;0;0;0;0;0;0;355;309;624;-851;-699;0;0;0;0;-617;-262;0;-262;0;0;-262;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO SBF LTDA. - COOPER ATIVA SBF;2232228;b3S;S5;I;2;SAO PAULO;SP;44256;343;0;12;0;0;0;354;0;-4;0;0;-11;-14;340;0;0;-116;-165;0;0;83;0;-199;141;0;141;0;0;141;0
CRETOVALE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES DA VALE;28145589;b3S;S5;I;2;VITORIA;ES;44256;346;0;1;0;0;0;347;0;0;0;0;3;3;350;0;0;-281;-117;-1;0;104;0;-295;56;0;56;0;0;56;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO OWENS-ILLINOIS DO BRASIL;43182278;b3S;S5;I;2;SAO PAULO;SP;44256;303;0;36;0;0;0;339;0;0;0;0;11;11;351;0;0;-109;-143;1;0;0;0;-252;99;0;99;0;0;99;0
COOPERATIVA DE CRÉDITO RURAL DO SERTÃO ALAGOANO ASCOOB COCREAL;7564184;b3S;S5;I;2;PAO DE ACUCAR;AL;44256;337;0;2;0;0;0;339;-12;-16;0;0;-54;-83;256;34;41;-155;-126;0;0;0;-108;-315;-59;0;-59;1;0;-60;0
WESTERN ASSET DTVM LTDA. - PRUDENCIAL;1000083900;n2;S4;I;3;SAO PAULO;SP;44256;0;0;374;-37;0;0;337;0;0;0;0;0;0;337;31916;1540;-11890;-10929;-2160;0;593;-27;9043;9380;-19;9361;-3725;0;5636;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA AÇO MINAS GERAIS S.A. - AÇOMINAS E EMPRESAS SUBSIDIÁRIAS EM OURO BRANCO LTDA. - COOPAÇO;17314501;b3S;S5;I;2;OURO BRANCO;MG;44256;295;0;41;0;0;0;336;0;0;0;0;-18;-18;318;0;0;-137;-120;-1;0;7;0;-252;66;21;87;0;0;87;-41
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DAS EMPRESAS DE TRANSPORTES COLETIVOS RODOVIÁRIOS DE PASSAGEIROS DO GRANDE RIO LTDA;141155;b3S;S5;I;2;SAO GONCALO;RJ;44256;331;0;6;0;0;0;336;0;0;0;0;482;482;818;0;0;-242;-116;1;0;30;0;-329;490;0;490;0;0;490;0
GREEN NET;1000085362;n4;;I;2;CUIABA;MT;44256;0;0;334;0;0;0;334;0;0;0;0;0;0;334;6100;0;-1129;-5443;-889;0;8;-4;-1357;-1022;474;-549;0;0;-549;0
TANGER SCD - PRUDENCIAL;1000084992;n1;S5;I;2;LINS;SP;44256;316;0;17;0;0;0;333;0;0;0;0;-21;-21;313;0;0;-127;-74;-16;0;0;0;-216;96;0;96;-15;0;81;0
MUNDINVEST S.A. - CCVM - PRUDENCIAL;1000082774;n2;S4;I;2;BELO HORIZONTE;MG;44256;0;0;-103;433;0;0;330;0;0;0;0;0;0;330;575;214;-639;-253;-155;0;34;-11;-235;95;0;95;-36;0;60;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO AVIBRAS - COOPER AVIBRAS;43268960;b3S;S5;I;2;JACAREI;SP;44256;315;0;8;0;0;0;323;0;0;0;0;3;3;326;0;0;-120;-51;1;0;0;0;-171;155;0;155;0;0;155;0
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA SKF E COLIGADAS;49091119;b3S;S5;I;2;CAJAMAR;SP;44256;316;0;6;0;0;0;323;0;0;0;0;-5;-5;317;0;0;-69;-70;0;0;0;1;-140;178;0;178;0;-6;172;0
ONNIX CC LTDA. - PRUDENCIAL;1000082011;n2;S4;I;2;PORTO ALEGRE;RS;44256;0;0;0;0;322;0;322;0;0;0;0;0;0;322;419;0;-290;-159;-55;0;0;0;-85;237;0;237;-69;-13;156;0
FINAXIS - PRUDENCIAL;1000080790;b1;S4;C;2;CURITIBA;PR;44256;0;0;321;0;0;0;321;-13;0;0;0;-404;-417;-97;12289;1282;-6705;-5182;-1235;0;11;-187;273;177;2;179;-217;0;-38;0
EXIM CC LTDA - PRUDENCIAL;1000082217;n2;S4;I;2;PORTO ALEGRE;RS;44256;0;0;0;0;320;0;320;0;0;0;0;0;0;320;134;0;-92;-227;-28;0;0;0;-213;107;0;107;-24;0;84;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ASTRAZENECA DO BRASIL;1288797;b3S;S5;I;2;COTIA;SP;44256;188;0;131;0;0;0;319;0;0;0;0;-81;-81;238;0;0;0;-145;0;0;0;-9;-154;84;0;84;0;0;84;0
COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES DA SEGURANÇA PÚBLICA DE SÃO PAULO - CREDIAFAM;4804353;b3S;S5;I;2;SAO PAULO;SP;44256;296;0;22;0;0;0;318;0;0;0;0;-4;-4;313;0;0;-169;-88;1;0;1;-14;-272;42;0;42;0;0;42;0
COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS FERROVIÁRIAS NO ESTADO DE SÃO PAULO;53932869;b3S;S5;I;2;OSASCO;SP;44256;301;0;12;0;0;0;313;0;0;0;0;1;1;314;0;0;-95;-77;1;0;0;0;-173;141;16;157;0;0;157;0
SAGITUR CORRETORA DE CÂMBIO LTDA. - PRUDENCIAL;1000084648;n2;S4;I;2;SAO PAULO;SP;44256;0;0;0;0;312;0;312;0;0;0;0;0;0;312;56;0;-315;-419;-19;0;16;0;-683;-371;0;-371;0;0;-371;0
CREBEL - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COLABORADORES DAS EMPRESAS BELGO BEKAERT - CREBEL LTDA.;23241540;b3S;S5;I;2;CONTAGEM;MG;44256;258;0;50;0;0;0;308;0;0;0;0;2;2;309;0;0;-62;-74;0;0;0;0;-136;174;0;174;0;0;174;-98
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DE ITABIRA LTDA. - SICOOB COSEMI;16651002;b3S;S5;I;2;ITABIRA;MG;44256;286;0;18;0;0;0;304;-7;0;0;0;-9;-16;288;63;0;-195;-126;-3;0;48;-6;-220;69;0;68;-4;0;64;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA TEKSID DO BRASIL LTDA., E NEMAK ALUMÍNIO DO BRASIL LTDA.;4249235;b3S;S5;I;2;BETIM;MG;44256;258;0;45;0;0;0;302;0;0;0;0;-1;-1;301;6;0;-78;-66;0;0;0;0;-137;164;1;163;0;0;163;-57
COOPERATIVA CENTRAL DE CRÉDITO DA AGRICULTURA FAMILIAR E ECONOMIA SOLIDÁRIA - ASCOOB CENTRAL;10013534;b3C;S4;I;2;SERRINHA;BA;44256;12;0;288;0;0;0;301;-276;0;0;0;-2;-277;24;0;0;-492;-285;0;0;1013;-8;227;251;0;251;0;0;251;0
CREDJUST - COOPERATIVA DE CRÉDITO MÚTUO DOS INTEGRANTES DA JUSTIÇA DO TRABALHO DA 13ª REGIÃO LTDA.;4608925;b3S;S5;I;2;JOAO PESSOA;PB;44256;299;0;1;0;0;0;300;-31;0;0;0;4;-26;274;10;0;-135;-97;0;0;0;0;-222;52;0;52;0;0;52;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO SICOOB INDEPENDÊNCIA - SICOOB INDEPENDÊNCIA;4306351;b3S;S5;I;2;SAO PAULO;SP;44256;274;0;25;0;0;0;298;-17;0;0;0;889;872;1170;33;1;-569;-476;-8;0;2;-202;-1219;-49;0;-49;0;0;-49;0
SUL AMERICA INVEST DTVM S.A. - PRUDENCIAL;1000084026;n2;S4;I;3;SAO PAULO;SP;44256;0;0;296;0;0;0;296;0;0;0;0;0;0;296;9306;0;-5172;-3707;-628;2659;78;-219;2317;2613;0;2613;-1267;-1184;162;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES DA UNIVERSIDADE FEDERAL DE MINAS GERAIS LTDA. - COOPECREMT-UFMG;1918144;b3S;S5;I;2;BELO HORIZONTE;MG;44256;291;0;4;0;0;0;295;0;0;0;0;-69;-69;226;17;0;-235;-128;1;0;58;0;-291;-64;0;-64;0;0;-64;-1
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO COMOLATTI - SÃO PAULO;47196084;b3S;S5;I;2;SAO PAULO;SP;44256;272;0;21;0;0;0;294;0;0;0;0;-71;-71;223;0;0;0;-44;0;0;0;0;-44;179;0;179;0;0;179;-41
OLIVEIRA TRUST DTVM S.A. - PRUDENCIAL;1000084040;n2;S4;C;2;RIO DE JANEIRO;RJ;44256;0;0;294;0;0;0;294;0;0;0;0;-564;-564;-270;25270;0;-7835;-5577;-2236;0;33;0;9655;9384;0;9384;-3566;-353;5465;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA MORLAN - CRED MORLAN;731320;b3S;S5;I;2;ORLANDIA;SP;44256;284;0;5;0;0;0;289;0;0;0;0;-28;-28;261;0;0;0;-64;0;0;12;0;-52;209;0;209;0;0;209;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO FLEURY;71965313;b3S;S5;I;2;SAO PAULO;SP;44256;262;0;21;0;0;0;283;0;0;0;0;-12;-12;271;0;0;-89;-68;0;0;0;-7;-164;107;0;107;0;0;107;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA FACULDADE DE CIÊNCIAS AGRÁRIAS E VETERINÁRIAS - CAMPUS DE JABOTICABAL/SP - COOPERFAC;57259525;b3S;S5;I;2;JABOTICABAL;SP;44256;278;0;4;0;0;0;283;0;0;0;0;-19;-19;263;0;0;-148;-81;1;0;0;1;-231;33;0;33;0;0;33;0
FRAM CAPITAL DTVM S.A. - PRUDENCIAL;1000084253;n2;S4;I;2;SAO PAULO;SP;44256;0;0;252;0;29;0;281;0;-2;0;0;0;-2;279;1367;0;-256;-1357;-130;0;2;-8;-382;-103;0;-103;0;0;-103;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA MERCK SHARP & DOHME FARMACÊUTICA - COOPERMSD;2814832;b3S;S5;I;2;SAO PAULO;SP;44256;280;0;0;0;0;0;280;0;0;0;0;45;45;325;0;0;-154;-65;1;0;0;-6;-225;100;0;100;0;0;100;0
SOLUÇÃO FINANCAS SCD;1000085214;n1;S5;I;2;BELO HORIZONTE;MG;44256;267;0;10;0;0;0;276;0;0;0;0;-7;-7;270;0;0;-93;-156;0;0;0;-1;-250;20;0;20;-7;0;12;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS SIDERÚRGICAS, METALÚRGICAS E ELETRO-MECÂNICAS DE JOÃO MONLEVADE LTDA. - CREDIBELGO;24235459;b3S;S5;I;2;JOAO MONLEVADE;MG;44256;276;0;0;0;0;0;276;-3;0;0;0;-47;-50;226;0;0;-158;-156;0;0;30;-1;-286;-60;1;-59;0;0;-59;0
LAMARA SCD - PRUDENCIAL;1000084394;n1;S5;I;2;FORTALEZA;CE;44256;273;0;2;0;0;0;275;0;0;0;0;-11;-11;263;0;0;-14;-172;-10;0;0;0;-196;67;0;67;-23;0;45;0
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA PILKINGTON BRASIL;2104058;b3S;S5;I;2;CACAPAVA;SP;44256;272;0;0;0;0;0;272;0;0;0;0;0;0;272;0;0;-102;-44;0;0;0;0;-146;126;0;126;0;0;126;0
COOPERATIVA DE CRÉDITO, POUPANÇA E SERVIÇOS FINANCEIROS DO CENTRO OESTE;5491616;b3S;S5;I;2;MINEIROS;GO;44256;269;0;2;0;0;0;271;-6;0;0;0;-23;-29;242;0;36;-167;-231;0;0;189;-11;-184;58;0;58;0;0;57;0
GOOD CC - PRUDENCIAL;1000084521;n2;S4;I;2;PORTO ALEGRE;RS;44256;0;0;0;0;268;0;268;0;0;0;0;0;0;268;4;2;-96;-234;-13;0;0;-1;-339;-71;0;-71;0;0;-71;0
CONEXION CC LTDA. - PRUDENCIAL;1000082420;n2;S4;I;2;RIBEIRAO PRETO;SP;44256;0;0;0;0;265;0;266;0;0;0;0;0;0;266;0;0;-71;-242;-12;0;0;0;-325;-60;0;-59;0;0;-59;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA EATON;73077398;b3S;S5;I;2;VALINHOS;SP;44256;256;0;9;0;0;0;265;0;0;0;0;-23;-23;242;0;0;-89;-101;1;0;0;0;-190;52;0;52;0;-5;48;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES ESTATUTARIOS DA ADMINISTRACAO DIRETA DO ESTADO DO ESPIRITO SANTO - COOPFISCO;2475222;b3S;S5;I;2;VITORIA;ES;44256;249;0;14;0;0;0;263;-10;0;0;0;1;-9;254;0;3;-164;-133;-2;0;10;1;-286;-32;0;-32;-4;0;-36;0
EUROINVEST S/A CCTVM - PRUDENCIAL;1000082781;n2;S4;I;2;RIO DE JANEIRO;RJ;44256;0;0;262;0;0;0;262;0;0;0;0;0;0;262;41;0;-8;-121;-6;0;13;-15;-95;167;0;167;0;0;167;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA OWENS CORNING FIBERGLAS AMÉRICA DO SUL;48172860;b3S;S5;I;2;RIO CLARO;SP;44256;251;0;9;0;0;0;260;-9;0;0;0;-2;-11;249;0;0;0;-151;0;0;1;1;-151;98;0;98;0;0;98;0
COOPERATIVA DE CRÉDITO DOS FORNECEDORES DE CANA DE BARRA BONITA E REGIÃO;44746352;b3S;S5;I;2;BARRA BONITA;SP;44256;163;0;96;0;0;0;259;-5;0;0;0;-9;-14;246;0;0;-206;-84;0;0;82;-2;-209;36;1;37;0;-14;23;0
CREDIFIT SCD;1000085465;n1;S5;I;2;SALVADOR;BA;44256;259;0;0;0;0;0;259;0;0;0;0;-4;-4;255;118;0;-35;-134;-40;0;0;0;-90;164;0;164;-51;0;113;0
