Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Passivo Circulante e Exigível a Longo Prazo (h) = (e) + (f) + (g);Resultados de Exercícios Futuros (i);Patrimônio Líquido (j);Passivo Total (k) = (h) + (i) + (j)
;;;;;;;;;Depósito Total;;;;;;;Obrigações por Operações Compromissadas (b);Recursos de Aceites e Emissão de Títulos;;;;;;Obrigações por Empréstimos e Repasses (d);Captações (e) = (a) + (b) + (c) + (d);;;;;;
;;;;;;;;;Depósitos à Vista (a1);Depósitos de Poupança (a2);Depósitos Interfinanceiros (a3);Depósitos a Prazo (a4);Conta de Pagamento Pré-Paga (a5);Depósitos Outros (a6);Depósito Total (a);;Letras de Crédito Imobiliário (c1);Letras de Crédito do Agronegócio (c2);Letras Financeiras (c3);Obrigações por Títulos e Valores Mobiliários no Exterior (c4);Outros Recursos de Aceites e Emissão de Títulos (c5);Recursos de Aceites e Emissão de Títulos (c);;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA SAMARCO MINERAÇÃO S.A. LTDA - CREDISAM;20622809;b3S;S5;I;2;BELO HORIZONTE;MG;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;821;821;0;8624;9445
COOPERATIVA DE CRÉDITO RURAL DE PEQUENOS AGRICULTORES E DA REFORMA AGRÁRIA DO CENTRO OESTE DO PARANÁ - CREHNOR LARANJEIRAS;1330387;b3S;S5;I;2;LARANJEIRAS DO SUL;PR;44256;1427;0;0;7080;0;0;8507;0;0;0;0;0;0;0;0;8507;0;145;8651;0;784;9435
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS APOSENTADOS, PENSIONISTAS E IDOSOS LIGADOS AO SINDICATO NACIONAL DOS APOSENTADOS, PENSIONISTAS E IDOSOS DA FORÇA SINDICAL - SICOOB COOPERNAPI;16564240;b3S;S5;I;2;SAO PAULO;SP;44256;1993;0;0;3592;0;0;5585;0;0;0;0;0;0;0;0;5585;0;2665;8250;0;1159;9409
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA PILKINGTON BRASIL;2104058;b3S;S5;I;2;CACAPAVA;SP;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;463;463;0;8857;9320
COLUNA S.A. DTVM - PRUDENCIAL;1000083728;n2;S4;I;2;RIO DE JANEIRO;RJ;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1376;1376;0;7543;8919
UNIÃO ALTERNATIVA CC LTDA. - PRUDENCIAL;1000082396;n2;S4;I;2;PORTO ALEGRE;RS;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4838;4838;0;3802;8640
SOCIALCRED S/A SCMEPP - PRUDENCIAL;1000083027;n1;S5;I;2;RIO DE JANEIRO;RJ;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;120;0;8454;8574
CARTOS SCD - PRUDENCIAL;1000084442;n1;S5;I;2;SAO PAULO;SP;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4783;4783;0;1281;6064;0;2466;8530
LABOR CC - PRUDENCIAL;1000082073;n2;S5;I;2;RECIFE;PE;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2056;2056;0;6424;8479
COOPERATIVA DE CRÉDITO RURAL DOS PLANTADORES DE CANA DA REGIÃO DE IGARAPAVA;52623311;b3S;S5;I;2;IGARAPAVA;SP;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1156;1156;0;7260;8416
SOCRED S.A. SCM - PRUDENCIAL;1000083247;n1;S5;I;2;BELEM;PA;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4412;4412;0;73;4485;0;3861;8345
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS LTDA;42100982;b3S;S5;I;2;RIO DE JANEIRO;RJ;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83;83;0;8136;8219
COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES DA SEGURANÇA PÚBLICA DE SÃO PAULO - CREDIAFAM;4804353;b3S;S5;I;2;SAO PAULO;SP;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;416;416;0;7715;8131
BOA VIAGEM SCC LTDA. - PRUDENCIAL;1000082080;n2;S4;I;2;RECIFE;PE;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3905;3905;0;4146;8050
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA COMPANHIA PAULISTA DE TRENS METROPOLITANOS - COOPERTREM;1530136;b3S;S5;I;2;OSASCO;SP;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;208;208;0;7839;8046
COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS FERROVIÁRIAS NO ESTADO DE SÃO PAULO;53932869;b3S;S5;I;2;OSASCO;SP;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;150;0;7777;7927
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FABRICANTES DE CALÇADOS DE SAPIRANGA LTDA.;5841967;b3S;S5;I;2;SAPIRANGA;RS;44256;1564;0;0;2097;0;0;3661;0;0;0;0;0;0;0;0;3661;0;472;4133;0;3686;7819
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO DISTRITO FEDERAL LTDA. - COOSERVCRED;778858;b3S;S5;I;2;BRASILIA;DF;44256;0;0;0;1891;0;0;1891;0;0;0;0;0;0;0;0;1891;0;1138;3030;0;4735;7765
SOLUÇÃO FINANCAS SCD;1000085214;n1;S5;I;2;BELO HORIZONTE;MG;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4581;4581;0;3065;7646
TURMALINA CC S.A. - PRUDENCIAL;1000082255;n2;S5;I;2;SAO PAULO;SP;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;845;845;0;6757;7602
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO TELEFÔNICA;57598120;b3S;S5;I;2;SAO PAULO;SP;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;221;221;0;7379;7600
CRETOVALE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES DA VALE;28145589;b3S;S5;I;2;VITORIA;ES;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1302;1302;0;6186;7488
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA SECRETARIA DE DEFESA SOCIAL DO ESTADO DE MINAS GERAIS LTDA. - COOPSESP;5746715;b3S;S5;I;2;BELO HORIZONTE;MG;44256;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;646;647;0;6833;7480
COOPERATIVA DE CRÉDITO, POUPANÇA E SERVIÇOS FINANCEIROS DO CENTRO OESTE;5491616;b3S;S5;I;2;MINEIROS;GO;44256;1018;0;0;4316;0;0;5334;0;0;0;0;0;0;0;0;5334;0;112;5446;0;1969;7415
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA MORLAN - CRED MORLAN;731320;b3S;S5;I;2;ORLANDIA;SP;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118;118;0;7268;7386
CAPTALYS DTVM;1000085544;n2;S4;I;2;SAO PAULO;SP;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;546;546;0;6837;7383
COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES DE ÓRGAOS GESTORES DE RECURSOS HÍDRICOS DO ESTADO DE SÃO PAULO - COOPERHIDRO;53800488;b3S;S5;I;2;SAO PAULO;SP;44256;0;0;0;1394;0;0;1394;0;0;0;0;0;0;0;0;1394;0;522;1915;0;5437;7352
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA FACULDADE DE CIÊNCIAS AGRÁRIAS E VETERINÁRIAS - CAMPUS DE JABOTICABAL/SP - COOPERFAC;57259525;b3S;S5;I;2;JABOTICABAL;SP;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;337;337;0;6977;7314
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA SAINT-GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUÇÃO - DIVISÃO VIDRO PLANO;48140925;b3S;S5;I;2;MAUA;SP;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;657;657;0;6560;7217
COOPERATIVA DE CRÉDITO DOS BANCÁRIOS DE SÃO PAULO E MUNICÍPIOS LIMÍTROFES;3422007;b3S;S5;I;2;SAO PAULO;SP;44256;0;0;0;3696;0;0;3696;0;0;0;0;0;0;0;0;3696;0;234;3930;0;3189;7120
SCB CRÉDITO SCMEPP - PRUDENCIAL;1000083230;n1;S5;I;2;FORTALEZA;CE;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4140;4140;0;2951;7091
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS PLASCAR;17411307;b3S;S5;I;2;JUNDIAI;SP;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;409;409;0;6661;7070
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA FACULDADE DE ENGENHARIA DE ILHA SOLTEIRA - COOPERFEIS;96409263;b3S;S5;I;2;ILHA SOLTEIRA;SP;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;149;149;0;6907;7056
BMS SCD - PRUDENCIAL;1000083333;n1;S5;I;2;FORTALEZA;CE;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;275;275;0;6748;7023
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA OWENS CORNING FIBERGLAS AMÉRICA DO SUL;48172860;b3S;S5;I;2;RIO CLARO;SP;44256;0;0;0;1315;0;0;1315;0;0;0;0;0;0;0;0;1315;0;421;1736;0;5246;6982
VISION S.A. CC - PRUDENCIAL;1000081892;n2;S4;I;2;SAO PAULO;SP;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4710;4710;0;2244;6954
PENTAGONO S/A DTVM - PRUDENCIAL;1000083773;n2;S5;I;2;RIO DE JANEIRO;RJ;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2135;2135;0;4808;6943
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS MELHORAMENTOS DE SÃO PAULO – COOPERMEL;1504952;b3S;S5;I;2;SAO PAULO;SP;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;172;172;0;6546;6718
COOPERATIVA DE CRÉDITO DOS EMPREGADOS DO IRB-BRASIL RE LTDA.;42153585;b3S;S5;I;2;RIO DE JANEIRO;RJ;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;794;794;0;5824;6618
COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA RICLAN;6077760;b3S;S5;I;2;RIO CLARO;SP;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;370;370;0;6164;6534
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ELGIN;45045671;b3S;S5;I;2;MOGI DAS CRUZES;SP;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;987;987;0;5525;6512
DASCAM CC LTDA - PRUDENCIAL;1000081964;n2;S5;I;2;SAO PAULO;SP;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1263;1263;0;5237;6500
COOPERATIVA DE CRÉDITO DOS EMPREGADOS DO GRUPO AKZO NOBEL BRASIL - COOP AKZONOBEL;57996878;b3S;S5;I;2;MAUA;SP;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;598;598;0;5857;6455
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO ALIANÇA - COOPERNITRO;52935442;b3S;S5;I;2;SAO PAULO;SP;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;134;134;0;6247;6381
TURCAMBIO CC LTDA. - PRUDENCIAL;1000082334;n2;S4;I;2;GAROPABA;SC;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2989;2989;0;3299;6288
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DAS EMPRESAS DE TRANSPORTES COLETIVOS RODOVIÁRIOS DE PASSAGEIROS DO GRANDE RIO LTDA;141155;b3S;S5;I;2;SAO GONCALO;RJ;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;939;939;0;5307;6246
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA PRODAM/SP - CREDIPRODAM;67031757;b3S;S5;I;2;SAO PAULO;SP;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79;79;0;6141;6220
FÊNIX DTVM;1000085537;n2;S4;I;2;CUIABA;MT;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3842;3842;0;2367;6209
DEBONI DTVM LTDA - PRUDENCIAL;1000084150;n2;S4;I;2;CURITIBA;PR;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3872;3872;0;2324;6196
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA MAGNESITA REFRATÁRIOS S.A. LTDA. - CECREM;913314;b3S;S5;I;2;CONTAGEM;MG;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;514;514;0;5528;6042
FFA SCMEPP LTDA - PRUDENCIAL;1000084569;n1;S5;I;2;SAO PAULO;SP;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3362;3362;0;2676;6038
LEVYCAM CCV LTDA - PRUDENCIAL;1000082592;n2;S4;I;2;SAO PAULO;SP;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4291;4291;0;1717;6008
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO GERDAU - AÇOS FINOS PIRATINI;88952130;b3S;S5;I;2;CHARQUEADAS;RS;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;472;472;0;5501;5973
COOPSEBRAE - COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO SEBRAE/PB, SEBRAE/RN E SESC, SENAC E SENAR EM JOÃO PESSOA;41219353;b3S;S5;I;2;JOAO PESSOA;PB;44256;0;0;0;1449;0;1;1450;0;0;0;0;0;0;0;0;1450;0;258;1708;0;4260;5968
HSCM SCMEPP LTDA. - PRUDENCIAL;1000083089;n1;S5;I;2;IBIA;MG;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;367;367;0;5592;5958
LEROSA S.A. CVC - PRUDENCIAL;1000082633;n2;S4;I;2;SAO PAULO;SP;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4743;4743;0;1174;5917
IB CCTVM - PRUDENCIAL;1000084765;n2;S4;I;2;SAO PAULO;SP;44256;0;0;0;0;0;498;498;0;0;0;0;0;0;0;0;498;0;3194;3691;0;2201;5892
MOVA SEP - PRUDENCIAL;1000084961;n1;S5;I;2;SAO PAULO;SP;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3063;3063;0;2804;5866
EXECUTIVE CC LTDA. - PRUDENCIAL;1000082468;n2;S5;I;2;NOVO HAMBURGO;RS;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2740;2740;0;3000;5740
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS ITAÚ;43446335;b3S;S5;I;2;SAO PAULO;SP;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;502;502;0;5137;5639
COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DE BEBEDOURO - COOCRESB.;5969937;b3S;S5;I;2;BEBEDOURO;SP;44256;239;0;0;833;0;0;1072;0;0;0;0;0;0;0;1280;2352;0;262;2615;0;2917;5532
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS, APOSENTADOS E PENSIONISTAS DA COMPANHIA ESTADUAL DE ENERGIA ELÉTRICA E ELETRICITÁRIOS DO RIO GRANDE DO SUL   CRECE;92825397;b3S;S5;I;2;PORTO ALEGRE;RS;44256;0;0;0;2095;0;0;2095;0;0;0;0;0;0;0;0;2095;0;675;2769;0;2721;5490
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DO GRUPO MAUA LTDA;5048575;b3S;S5;I;2;SAO GONCALO;RJ;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;687;687;0;4704;5391
GDC PART SERV FIDUC DTVM LTDA - PRUDENCIAL;1000084208;n2;S5;I;2;RIO DE JANEIRO;RJ;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3775;3775;0;1570;5346
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA MOSAIC FERTILIZANTES DE UBERABA - COPERURA LTDA.;17607375;b3S;S5;I;2;UBERABA;MG;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;262;262;0;5013;5275
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES MUNICIPAIS DO SUL FLUMINENSE LTDA.;1819799;b3S;S5;I;2;VOLTA REDONDA;RJ;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1073;1073;0;4169;5242
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA ADMINISTRAÇÃO PÚBLICA MUNICIPAL DE PORTO ALEGRE;5460750;b3S;S5;I;2;PORTO ALEGRE;RS;44256;0;0;0;897;0;0;897;0;0;0;0;0;0;0;0;897;0;2033;2930;0;2294;5224
TRINUS CAPITAL DTVM - PRUDENCIAL;1000084631;n2;S4;C;2;GOIANIA;GO;44256;0;0;0;0;0;10;10;0;0;0;0;0;0;0;0;10;0;473;483;0;4671;5154
COOPERATIVA DE CRÉDITO DOS METALÚRGICOS DO ABC - CREDABC;5740092;b3S;S5;I;2;SAO BERNARDO DO CAMPO;SP;44256;0;0;0;1405;0;0;1405;0;0;0;0;0;0;0;0;1405;0;166;1572;0;3554;5125
COOPESTADO - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS NA REGIÃO METROPOLITANA DO ESTADO DO RIO DE JANEIRO LIMITADA;4995006;b3S;S5;I;2;RIO DE JANEIRO;RJ;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;978;978;0;4081;5059
CRED-SYSTEM SCD;1000085441;n1;S5;I;2;BARUERI;SP;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;197;197;0;4780;4977
CREDEXTRA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA REALMAR DISTRIBUIDORA LTDA;4899135;b3S;S5;I;2;SERRA;ES;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;688;688;0;4283;4971
CENTRAL COOPERATIVA DE CRÉDITO NO ESTADO DO ESPÍRITO SANTO - CECOOP;5790149;b3C;S4;I;2;VITORIA;ES;44256;835;0;0;2035;0;0;2870;0;0;0;0;0;0;0;0;2870;0;1052;3922;0;1033;4955
COOPERATIVA DE CRÉDITO RURAL DO SERTÃO ALAGOANO ASCOOB COCREAL;7564184;b3S;S5;I;2;PAO DE ACUCAR;AL;44256;497;0;0;1348;0;0;1845;0;0;0;0;0;0;0;1048;2893;0;419;3312;0;1635;4947
FACEBOOK PAGAMENTOS BRASIL - PRUDENCIAL;1000085692;n4;;I;2;SAO PAULO;SP;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;180;0;4726;4906
COOPERATIVA DE CRéDITO MúTUO DOS FUNCIONáRIOS PúBLICOS DO PODER JUDICIáRIO DA CAPITAL DO ESTADO DE SãO PAULO – SICOOB JUDCRED;7651495;b3S;S5;I;2;SAO PAULO;SP;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1070;1070;0;1047;2117;0;2777;4894
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO SERVIDORES PÚBLICOS ATIVOS, INATIVOS E PENSIONISTAS DA ADMINISTRAÇÃO DIRETA, INDIRETA E ASSEMBLÉIA LEGISLATIVA DO ESTADO DO RIO GRANDE SUL - COOPSERGS;5591437;b3S;S5;I;2;PORTO ALEGRE;RS;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4225;4225;0;665;4890
LA INVESTIMENTOS CCVM - PRUDENCIAL;1000082798;n2;S4;I;2;SALVADOR;BA;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3375;3375;0;1510;4884
FFCRED SCD;1000085489;n1;S5;I;2;ERECHIM;RS;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;38;0;4828;4866
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS SIDERÚRGICAS, METALÚRGICAS E ELETRO-MECÂNICAS DE JOÃO MONLEVADE LTDA. - CREDIBELGO;24235459;b3S;S5;I;2;JOAO MONLEVADE;MG;44256;0;0;0;633;0;0;633;0;0;0;0;0;0;0;0;633;0;215;848;0;3942;4790
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DOS SUPERMERCADOS RUSSI;2230138;b3S;S5;I;2;JUNDIAI;SP;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;296;296;0;4480;4776
CORREPARTI CC LTDA - PRUDENCIAL;1000082231;n2;S4;I;2;SAO JOSE DOS PINHAIS;PR;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2942;2942;0;1833;4775
COOPERATIVA DE CRÉDITO DOS EMPREGADOS DA COMPANHIA INDUSTRIAL CATAGUASES E DA BAUMINAS LTDA. - SICOOB COOPECIC;19495266;b3S;S5;I;2;CATAGUASES;MG;44256;0;0;0;197;0;0;197;0;0;0;0;0;0;0;0;197;0;596;792;0;3959;4751
MONOPÓLIO CC - PRUDENCIAL;1000084356;n2;S4;I;2;BELEM;PA;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;341;341;0;4370;4712
BONUSCRED SCD - PRUDENCIAL;1000085128;n1;S5;I;2;CASCAVEL;PR;44256;0;0;0;0;823;0;823;0;0;0;0;0;0;0;0;823;0;26;849;0;3861;4710
TANGER SCD - PRUDENCIAL;1000084992;n1;S5;I;2;LINS;SP;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;80;0;4603;4683
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS EM INSTITUIÇÕES DO SISTEMA FINANCEIRO NAS REGIÕES DE SÃO PAULO E CAMPINAS (SP) - CREDISCOOP;3674133;b3S;S5;I;2;SAO PAULO;SP;44256;0;0;0;2482;0;0;2482;0;0;0;0;0;0;0;0;2482;0;348;2830;0;1802;4632
COOPERATIVA DE CRÉDITO RURAL ASCOOB COOPEC - ASCOOB COOPEC;9244973;b3S;S5;I;2;POCO VERDE;SE;44256;618;0;0;2541;0;0;3158;0;0;0;0;0;0;0;47;3205;0;216;3421;0;1204;4625
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA FIAÇÃO ALPINA - COOPERALPINA;55319370;b3S;S5;I;2;MORUNGABA;SP;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;46;0;4565;4611
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA UNESP - COOPUNESP;69136075;b3S;S5;I;2;RIO CLARO;SP;44256;0;0;0;821;0;0;821;0;0;0;0;0;0;0;0;821;0;237;1058;0;3506;4563
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA RECKITT BENCKISER;44223196;b3S;S5;I;2;SAO PAULO;SP;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;50;0;4414;4464
MAGNETIS DTVM  - PRUDENCIAL;1000085135;n2;S4;I;3;SAO PAULO;SP;44256;0;0;0;0;0;123;123;0;0;0;0;0;0;0;0;123;0;22;145;0;4289;4434
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES DA UNIVERSIDADE FEDERAL DE MINAS GERAIS LTDA. - COOPECREMT-UFMG;1918144;b3S;S5;I;2;BELO HORIZONTE;MG;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;752;752;0;3664;4416
COOPERATIVA DE ECONOMIA E CREDITO MÚTUO DOS PROFESSORES ESTADUAIS DA REGIÃO METROPOLITANA DE PORTO ALEGRE - EDUCREDI;5419025;b3S;S5;I;2;PORTO ALEGRE;RS;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1707;1707;0;2692;4399
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS DO GRUPO DANA - COOPDANA;91018408;b3S;S5;I;2;GRAVATAI;RS;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91;91;0;4293;4385
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS INDÚSTRIAS UNILEVER DO BRASIL;53272365;b3S;S5;I;2;VALINHOS;SP;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;309;309;0;4074;4383
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA CNC SESC E SENAC ADMINISTRAÇÕES NACIONAIS LTDA;30304919;b3S;S5;I;2;RIO DE JANEIRO;RJ;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;298;298;0;3990;4288
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES PUBLICOS MUNICIPAIS DE PORTO ALEGRE;3990888;b3S;S5;I;2;PORTO ALEGRE;RS;44256;0;0;0;167;0;0;167;0;0;0;0;0;0;0;0;167;0;1386;1552;0;2699;4252
UP.P SEP - PRUDENCIAL;1000085087;n1;S5;I;2;SAO PAULO;SP;44256;0;0;0;0;454;0;454;0;0;0;0;0;0;0;0;454;0;61;514;0;3493;4007
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA ASCAR/EMATER-RS LTDA-CRESAL;90278987;b3S;S5;I;2;PORTO ALEGRE;RS;44256;0;0;0;551;0;0;551;0;0;0;0;0;0;0;0;551;0;567;1118;0;2819;3938
NEXOOS SEP - PRUDENCIAL;1000084947;n1;S5;I;2;SAO PAULO;SP;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2683;2683;0;1171;3854
