Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Passivo Circulante e Exigível a Longo Prazo (h) = (e) + (f) + (g);Resultados de Exercícios Futuros (i);Patrimônio Líquido (j);Passivo Total (k) = (h) + (i) + (j)
;;;;;;;;;Depósito Total;;;;;;;Obrigações por Operações Compromissadas (b);Recursos de Aceites e Emissão de Títulos;;;;;;Obrigações por Empréstimos e Repasses (d);Captações (e) = (a) + (b) + (c) + (d);;;;;;
;;;;;;;;;Depósitos à Vista (a1);Depósitos de Poupança (a2);Depósitos Interfinanceiros (a3);Depósitos a Prazo (a4);Conta de Pagamento Pré-Paga (a5);Depósitos Outros (a6);Depósito Total (a);;Letras de Crédito Imobiliário (c1);Letras de Crédito do Agronegócio (c2);Letras Financeiras (c3);Obrigações por Títulos e Valores Mobiliários no Exterior (c4);Outros Recursos de Aceites e Emissão de Títulos (c5);Recursos de Aceites e Emissão de Títulos (c);;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO CENTRAL E OESTE MINEIRO LTDA. - SICOOB DIVICRED;1736516;b3S;S5;I;2;DIVINOPOLIS;MG;44256;224695;0;0;407403;0;0;632098;0;0;0;0;0;0;0;4005;636103;0;21162;657265;2;87720;744986
UNIPRIME ALLIANCE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO;1736243;b3S;S5;I;2;CASCAVEL;PR;44256;144521;557;0;463319;0;2063;610460;0;20900;0;13470;0;0;34369;0;644830;0;14961;659790;0;74315;734105
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA DO VALE EUROPEU - CRESOL VALE EUROPEU;7512780;b3S;S5;I;2;AGUAS MORNAS;SC;44256;85420;360;0;320930;0;0;406709;0;0;0;0;0;0;0;0;406709;0;230166;636875;0;95400;732275
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DO CIRCUITO CAMPOS DAS VERTENTES LTDA - SICOOB COPERMEC;2232383;b3S;S5;I;2;CLAUDIO;MG;44256;149425;0;0;430123;0;1433;580981;0;0;0;0;0;0;0;27544;608526;0;17817;626343;3;104031;730378
CONFIDENCE - PRUDENCIAL;1000080783;b2;S4;C;2;SAO PAULO;SP;44256;0;0;0;0;19847;79633;99480;0;0;0;0;0;0;0;0;99480;264;514856;614599;0;114798;729397
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO CENTRO OESTE PAULISTA - SICREDI CENTRO OESTE PAULISTA;4463602;b3S;S4;I;2;MARILIA;SP;44256;102079;0;6288;459658;0;120;568145;0;0;0;0;0;0;0;1228;569373;0;70722;640095;0;87107;727201
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OESTE CATARINENSE;78825023;b3S;S5;I;2;PALMITOS;SC;44256;107002;0;0;327667;0;0;434669;0;746;46821;0;0;0;47567;4036;486272;0;121306;607578;0;116916;724494
COOPERATIVA DE CRÉDITO DA AMAZÔNIA – SICOOB AMAZÔNIA;5203605;b3S;S5;I;2;BURITIS;RO;44256;300334;0;0;75809;0;0;376144;0;0;8492;0;0;0;8492;0;384636;0;182924;567560;0;139252;706812
SINGULARE CTVM - PRUDENCIAL;1000085386;n2;S4;I;2;SAO PAULO;SP;44256;0;0;0;0;0;154369;154369;327644;0;0;0;0;0;0;0;482013;0;155839;637851;0;64762;702613
COOPERATIVA DE CRÉDITO CREDIGUAÇU - SICOOB CREDIGUAÇU;67960229;b3S;S4;I;2;DESCALVADO;SP;44256;190175;0;0;311426;0;0;501601;0;13016;33489;0;0;0;46505;0;548105;0;25721;573826;0;127223;701050
COOPERATIVA DE CRÉDITO DA FRONTEIRA SUL – SICREDI FRONTEIRA SUL RS;88530142;b3S;S4;I;2;BAGE;RS;44256;133226;0;43222;221351;0;3349;401148;0;0;0;0;0;0;0;523;401672;0;163926;565597;0;134124;699722
CONFEDERAÇÃO NACIONAL DAS COOPERATIVAS CENTRAIS DE CRÉDITO E ECONOMIA FAMILIAR E SOLIDÁRIA – CRESOL CONFEDERAÇÃO;10398952;b3C;S4;I;2;FLORIANOPOLIS;SC;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;672736;672736;0;20601;693336
COOPERATIVA DE CRÉDITO ALTO VALE DO ITAJAÍ - SICOOB ALTO VALE;80959612;b3S;S5;I;2;RIO DO SUL;SC;44256;188620;0;0;349672;0;0;538292;0;0;20215;0;0;0;20215;2298;560805;0;52266;613071;0;69305;682376
FATOR - PRUDENCIAL;1000080350;b1;S4;C;2;SAO PAULO;SP;44256;10042;0;0;336108;0;44159;390310;5807;0;858;0;0;0;858;0;396975;0;20676;417651;0;260603;678254
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DE TRANSPORTES DO SUL DO BRASIL - TRANSPOCRED;8075352;b3S;S5;I;2;FLORIANOPOLIS;SC;44256;116008;0;0;276250;0;0;392258;0;0;0;0;0;0;0;156140;548398;0;32385;580783;0;90928;671711
BCO FORD S.A. - PRUDENCIAL;1000081782;b2;S4;I;3;SAO BERNARDO DO CAMPO;SP;44256;0;0;205856;195202;0;0;401058;0;0;0;0;0;0;0;0;401058;0;38169;439227;0;231837;671064
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO OESTE MINEIRO LTDA. - SICOOB CREDICOPA;71297899;b3S;S5;I;2;PATOS DE MINAS;MG;44256;175025;0;0;294322;0;622;469969;0;0;0;0;0;0;0;14841;484811;0;60778;545589;0;122904;668493
COOPERATIVA CENTRAL DE CRÉDITO DO RIO DE JANEIRO LTDA.;14568725;b3C;S4;I;2;RIO DE JANEIRO;RJ;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;622084;622084;0;43594;665678
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO TERRA DOS PINHEIRAIS DO PARANÁ E NOROESTE PAULISTA - SICREDI PLANALTO DAS ÁGUAS PR/SP;77984870;b3S;S4;I;2;GUARAPUAVA;PR;44256;89685;0;5354;278153;0;3254;376447;0;0;0;0;0;0;0;678;377125;0;161907;539032;0;124763;663795
COOPERATIVA CENTRAL DE CRÉDITO DA BAHIA LTDA – SICOOB CENTRAL BA;34148882;b3C;S4;I;2;SALVADOR;BA;44256;0;0;0;6757;0;131;6888;0;0;0;0;0;0;0;0;6888;0;562581;569469;0;74780;644249
ESTRELA MINEIRA - PRUDENCIAL;1000083584;n1;S4;C;2;ARAXA;MG;44256;0;0;0;208732;0;0;208732;0;0;0;0;0;168426;168426;0;377158;0;52725;429883;0;203356;633239
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO PARANAÍBA LTDA.;24799033;b3S;S5;I;2;QUIRINOPOLIS;GO;44256;155731;0;0;163618;0;24;319373;0;0;53539;0;0;0;53539;5427;378339;0;117773;496112;0;136595;632707
AGENCIA FOMENTO EST RJ S.A. - PRUDENCIAL;1000081139;n1;S4;C;1;RIO DE JANEIRO;RJ;44256;757;0;0;0;0;0;757;0;0;0;0;0;0;0;86761;87519;2;58226;145747;0;480805;626552
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA FRONTEIRAS PR/SC/SP/ES - CRESOL FRONTEIRAS PR/SC/SP/ES;5276770;b3S;S5;I;2;REALEZA;PR;44256;62758;464;0;188185;0;0;251407;0;0;0;0;0;0;0;7515;258922;0;285310;544232;0;78383;622615
BCO ARBI S.A. - PRUDENCIAL;1000081201;b1;S4;I;2;RIO DE JANEIRO;RJ;44256;203299;0;0;245791;1;0;449090;114267;0;0;0;0;0;0;0;563357;0;8715;572072;140;46111;618322
DEUTSCHE SPARKASSEN LEASING DO BRASIL - PRUDENCIAL;1000084545;b2;S4;I;3;SAO PAULO;SP;44256;0;0;17816;0;0;0;17816;0;0;0;0;0;0;0;234289;252105;0;287919;540024;0;77018;617042
COOPERATIVA DE CREDITO CREDISUDESTE LTDA. - SICOOB CREDISUDESTE;22656789;b3S;S5;I;2;MURIAE;MG;44256;167181;0;0;228442;0;120;395743;0;10378;46543;0;0;0;56920;325;452989;0;100289;553278;0;63283;616561
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALOR SUSTENTÁVEL - SICREDI VALOR SUSTENTÁVEL PR/SP;81706616;b3S;S4;I;2;JANDAIA DO SUL;PR;44256;111221;0;77418;191933;0;849;381422;0;0;0;0;0;0;0;4025;385447;0;168530;553977;0;60950;614927
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO NORTE DOS ESTADOS DE MATO GROSSO E MATO GROSSO DO SUL – SICOOB UNIÃO MT/MS;3326437;b3S;S5;I;2;CUIABA;MT;44256;147320;0;0;264907;0;1;412227;0;0;40554;0;0;0;40554;24514;477295;0;74125;551420;0;61095;612515
CONCORDIA SA CVMC COMMODITIES - PRUDENCIAL;1000082822;n2;S4;I;2;SAO PAULO;SP;44256;0;0;0;0;0;241973;241973;0;0;0;0;0;0;0;0;241973;139885;182676;564535;0;47700;612235
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO CATARINENSE SICOOB CREDIPLANALTO SC/RS;1389651;b3S;S5;I;2;PAPANDUVA;SC;44256;99388;0;0;270325;0;54;369767;0;7861;30869;0;0;0;38730;3030;411527;0;110872;522399;0;85103;607501
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO ARAGUAIA LTDA.;24830879;b3S;S5;I;2;MINEIROS;GO;44256;276994;0;0;73350;0;796;351139;0;0;0;0;0;0;0;0;351139;0;51636;402775;0;203956;606731
MSB BANK S.A. BCO CÂMBIO - PRUDENCIAL;1000081294;b2;S4;I;2;CURITIBA;PR;44256;316;0;0;0;0;0;316;0;0;0;0;0;0;0;12892;13208;46;543596;556850;0;44937;601787
COOPERATIVA DE CRÉDITO NOSSOCRÉDITO LTDA - SICOOB NOSSOCRÉDITO;22760839;b3S;S5;I;2;SAO SEBASTIAO DO PARAISO;MG;44256;109051;0;0;300648;0;212;409912;0;0;61128;0;0;0;61128;6608;477648;0;38465;516113;0;83959;600072
CREDI SHOP S.A. - PRUDENCIAL;1000084923;n4;;I;2;TERESINA;PI;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;363917;363917;0;235126;599043
SICOOB UNIMAIS MANTIQUEIRA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO;71698674;b3S;S5;I;2;TAUBATE;SP;44256;113071;0;0;351583;0;2263;466917;0;12544;0;0;0;0;12544;0;479461;0;44116;523578;40;70013;593631
COOPERATIVA DE CRÉDITO DO NORTE DE RONDÔNIA LTDA. – CREDISIS CREDIARI;3222753;b3S;S5;I;2;ARIQUEMES;RO;44256;192349;0;0;134748;0;0;327097;0;0;0;0;0;0;0;0;327097;0;42705;369802;17;221596;591415
COOPERATIVA DE CRÉDITO SUL-LITORÂNEA DO ESPÍRITO SANTO;32474884;b3S;S5;I;2;ALFREDO CHAVES;ES;44256;159113;0;0;247787;0;1353;408254;0;6985;6843;0;0;0;13828;11897;433979;0;32873;466852;26;121525;588403
COOPERATIVA DE CRÉDITO CREDIVERTENTES LTDA. – SICOOB CREDIVERTENTES;22724710;b3S;S5;I;2;SAO TIAGO;MG;44256;145629;0;0;268522;0;2017;416168;0;0;55796;0;0;0;55796;0;471964;0;46321;518285;0;67493;585778
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO MÉDIO LESTE DE MATO GROSSO - SICOOB PRIMAVERA MT;5241619;b3S;S5;I;2;PRIMAVERA DO LESTE;MT;44256;177474;0;0;172874;0;0;350349;0;0;14085;0;0;0;14085;44178;408612;0;101883;510495;0;74381;584877
SICOOB UNIMAIS METROPOLITANA – COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO;259231;b3S;S5;I;2;SANTOS;SP;44256;125457;0;0;346599;0;5902;477958;0;8895;0;0;0;0;8895;2;486856;0;19762;506618;6;76830;583454
BCO TRICURY S.A. - PRUDENCIAL;1000081696;b2;S4;I;2;SAO PAULO;SP;44256;3588;0;0;193828;0;0;197415;0;133532;0;0;0;0;133532;744;331692;0;5866;337558;26;241989;579574
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI RECIFE - SICREDI RECIFE;70241658;b3S;S5;I;2;RECIFE;PE;44256;40597;0;12;415557;0;1662;457829;0;0;0;0;0;0;0;11290;469119;0;30278;499397;0;79374;578771
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO LESTE DE MINAS LTDA. - SICOOB CREDICAF;25395435;b3S;S5;I;2;LAJINHA;MG;44256;102311;0;0;227556;0;0;329867;0;0;28071;0;0;0;28071;0;357939;0;139043;496982;0;78303;575285
COOPERATIVA DE CRÉDITO COOPACREDI LTDA. – SICOOB COOPACREDI;65229254;b3S;S5;I;2;PATROCINIO;MG;44256;114829;0;0;171375;0;0;286204;0;0;20226;0;0;0;20226;51136;357567;0;118766;476332;0;98301;574633
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA UNIÃO DOS VALES DO PIRANGA E MATIPÓ LTDA.   SICOOB UNIÃO;1060307;b3S;S5;I;2;RAUL SOARES;MG;44256;169280;0;0;210571;0;621;380472;0;0;29581;0;0;0;29581;0;410053;0;90400;500453;0;73191;573645
PORTOCRED S.A. - CFI - PRUDENCIAL;1000083560;n1;S4;I;2;PORTO ALEGRE;RS;44256;0;0;0;9193;0;0;9193;0;0;0;0;0;375082;375082;0;384275;0;64642;448917;2975;118695;570587
FORTBRASIL IP;1000085245;n4;;C;2;EUSEBIO;CE;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4996;4996;0;522164;527160;0;37554;564715
UNIPRIME CENTRO-OESTE DO BRASIL - COOPERATIVA DE CRÉDITO;73647935;b3S;S5;I;2;CAMPO GRANDE;MS;44256;82491;1829;0;327213;0;2452;413985;0;16340;0;3122;0;0;19462;0;433448;0;10393;443841;0;120167;564008
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ITAÚNA E REGIÃO LTDA - SICOOB CENTRO-OESTE;66463407;b3S;S5;I;2;ITAUNA;MG;44256;117457;0;0;342792;0;2962;463211;0;0;0;0;0;0;0;0;463211;0;10859;474070;4;89674;563748
COOPERATIVA DE CRÉDITO CREDICOCAPEC;67096909;b3S;S4;I;2;FRANCA;SP;44256;69517;0;0;193148;0;0;262665;0;295;61863;0;0;0;62158;0;324823;0;113862;438685;0;123216;561901
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA PARAÍBA – SICOOB PARAÍBA;11907520;b3S;S5;I;2;CAMPINA GRANDE;PB;44256;152388;0;0;267215;0;0;419603;0;5016;0;0;0;0;5016;0;424619;0;18808;443427;0;109380;552807
ATIVA S.A. CTCV - PRUDENCIAL;1000082547;n2;S4;I;2;RIO DE JANEIRO;RJ;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;479392;479392;0;71047;550439
COOPERATIVA DE CRÉDITO INTEGRADO - SICOOB INTEGRADO;7122321;b3S;S5;I;2;PATO BRANCO;PR;44256;137879;0;0;265466;0;54;403400;0;5073;24937;0;0;0;30010;18286;451696;0;51436;503132;0;46920;550053
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA INTEGRAÇÃO - CRESOL INTEGRAÇÃO;7268499;b3S;S5;I;2;TOLEDO;PR;44256;53060;32;0;130963;0;0;184055;0;0;0;0;0;0;0;7021;191076;0;302591;493668;0;56079;549747
COOPERATIVA DE CRÉDITO DO NORTE E NOROESTE DE MINAS GERAIS LTDA. - SICOOB CREDIGERAIS;698609;b3S;S5;I;2;PARACATU;MG;44256;130644;0;0;131734;0;0;262378;0;0;13136;0;0;0;13136;20006;295520;0;129602;425122;0;122903;548024
CSILATINA A.M. S.A. - PRUDENCIAL;1000082970;n1;S4;I;3;BARUERI;SP;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;303198;303198;65210;72072;440480;25430;81928;547837
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BELO HORIZONTE E CIDADES POLO DO ESTADO DE MINAS GERAIS LTDA. – SICOOB NOSSACOOP;1760242;b3S;S5;I;2;BELO HORIZONTE;MG;44256;70905;0;0;336946;0;0;407852;0;0;0;0;0;0;0;70088;477940;0;13584;491524;0;53013;544536
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB CREDICARU SC/RS;694389;b3S;S5;I;2;SAO JOSE DO CERRITO;SC;44256;78947;0;0;169231;0;0;248178;0;0;37316;0;0;0;37316;12243;297736;0;125835;423572;0;114817;538388
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA TRADIÇÃO – CRESOL TRADIÇÃO;4350225;b3S;S5;I;2;FRANCISCO BELTRAO;PR;44256;54879;256;0;159707;0;0;214842;0;0;0;0;0;0;0;0;214842;0;245153;459995;0;76532;536528
CHG-MERIDIAN DO BRASIL AM S.A. - PRUDENCIAL;1000082994;n1;S4;I;3;BARUERI;SP;44256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;404283;404283;0;71003;475286;1735;59488;536509
COOPERATIVA DE CRÉDITO ORIGINAL - SICOOB ORIGINAL;81292278;b3S;S5;I;2;SAO LOURENCO D'OESTE;SC;44256;98452;0;0;224155;0;1375;323982;0;0;15402;0;0;0;15402;38304;377688;0;71383;449071;0;71546;520617
HUB PAGAMENTOS;1000085348;n4;;I;2;BARUERI;SP;44256;0;0;0;0;110173;0;110173;0;0;0;0;0;0;0;0;110173;0;385207;495380;7200;17526;520105
CREDISIS - CENTRAL DE COOPERATIVAS DE CRÉDITO LTDA.;4632856;b3C;S4;I;2;JI-PARANA;RO;44256;0;0;64132;0;0;0;64132;0;0;0;0;0;0;0;0;64132;0;405035;469167;0;43885;513052
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO MACHADO - CREDISIS JICRED;2309070;b3S;S5;I;2;JI-PARANA;RO;44256;179485;0;0;187935;0;0;367420;0;0;0;0;0;0;0;0;367420;0;27470;394891;0;107020;501911
COOPERATIVA DE CRÉDITO SICREDI PERNAMBUCRED;4146333;b3S;S5;I;2;RECIFE;PE;44256;21082;0;16700;287813;0;399;325994;0;0;0;0;0;0;0;52209;378203;0;28258;406461;0;93161;499622
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED PONTO CAPITAL - UNICRED PONTO CAPITAL.;2641032;b3S;S5;I;2;SANTA MARIA;RS;44256;47407;0;17759;316471;0;10092;391729;0;28584;0;8751;0;0;37335;10000;439064;0;7764;446828;0;52732;499560
COOPERATIVA DE CREDITO NOSSO - SICOOB NOSSO;59869560;b3S;S5;I;2;ADAMANTINA;SP;44256;108835;0;0;246632;0;914;356382;0;0;1408;0;0;0;1408;0;357790;0;56036;413826;0;84429;498255
COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DA ÁREA DA SAÚDE E DE LIVRE ADMISSÃO LTDA - UNICRED ALIANÇA;70937271;b3S;S5;I;2;UBERLANDIA;MG;44256;90830;0;0;338319;0;0;429149;0;0;0;0;0;0;0;0;429149;0;17461;446610;0;48722;495332
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SICOOB ARENITO;7026923;b3S;S5;I;2;UMUARAMA;PR;44256;110965;0;0;183784;0;162;294910;0;5128;62192;0;0;0;67320;0;362230;0;80146;442376;0;51957;494334
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ITAPIRANGA - SICOOB CREDITAPIRANGA SC/RS;78483310;b3S;S5;I;2;ITAPIRANGA;SC;44256;60482;0;0;281150;0;6305;347938;0;21;22776;0;0;0;22798;2625;373360;0;62414;435774;0;55468;491242
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NOVA TRENTO   SICOOB TRENTOCREDI SC;2641969;b3S;S5;I;2;NOVA TRENTO;SC;44256;103263;0;0;286383;0;1055;390701;0;0;0;0;0;0;0;3076;393777;0;9798;403575;0;85525;489100
CENTRAL DAS COOPERATIVAS DE CRÉDITO DO NORDESTE - SICOOB CENTRAL NE;70116611;b3C;S4;I;2;JOAO PESSOA;PB;44256;0;0;0;66163;0;0;66163;0;0;0;0;0;0;0;0;66163;0;386105;452268;0;35431;487698
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS DOS VALES DO TAQUARI E RIO PARDO E REGIÃO DA PRODUÇÃO LTDA;1635462;b3S;S5;I;2;LAJEADO;RS;44256;43480;0;0;349162;0;0;392642;0;8204;0;100;0;0;8304;0;400946;0;12210;413156;0;64891;478047
COOPERATIVA DE CRÉDITO CREDISG LTDA. - SICOOB CREDISG;3645752;b3S;S5;I;2;SAO GOTARDO;MG;44256;128164;0;0;166038;0;0;294202;0;0;18523;0;0;0;18523;82;312808;0;75311;388119;0;89467;477586
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO PARANAPANEMA;1637949;b3S;S5;I;2;PRESIDENTE PRUDENTE;SP;44256;83956;0;0;245725;0;1080;330761;0;1856;22347;0;0;0;24204;6798;361763;0;32006;393769;0;81937;475707
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO RIO DO PEIXE - SICOOB CREDIRIO SC;78865995;b3S;S5;I;2;JOACABA;SC;44256;88732;0;0;281286;0;26;370044;0;12259;0;0;0;0;12259;1174;383477;0;55812;439289;6;34416;473711
REPOM S.A. - PRUDENCIAL;1000084916;n4;;I;2;BARUERI;SP;44256;0;0;0;0;129748;0;129748;0;0;0;0;0;0;0;0;129748;0;260033;389782;0;83760;473542
COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DO NOROESTE – CRESOL NOROESTE RS/PE/CE;2663426;b3S;S5;I;2;CONSTANTINA;RS;44256;42202;262;0;153056;0;0;195520;0;0;0;0;0;0;0;0;195520;0;220991;416512;0;56007;472519
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA LIDERANÇA - CRESOL LIDERANÇA;2934201;b3S;S5;I;2;CHOPINZINHO;PR;44256;41385;847;0;114779;0;0;157010;0;0;0;0;0;0;0;0;157010;0;243849;400859;0;68377;469236
COOPERATIVA DE CRÉDITO DO NOROESTE DE MINAS LTDA. - SICOOB NOROESTE DE MINAS;86564051;b3S;S5;I;2;UNAI;MG;44256;115044;0;0;91623;0;0;206667;0;2805;15393;0;0;0;18197;1811;226675;0;155460;382135;0;84458;466593
COOPERATIVA DE CRÉDITO SICREDI ARACAJU;2923389;b3S;S5;I;2;ARACAJU;SE;44256;103199;0;0;250333;0;1683;355215;0;0;0;0;0;0;0;2811;358026;0;26878;384905;0;74779;459683
COOPERATIVA DE CRÉDITO CREDCOOPER LTDA – SICOOB CREDCOOPER;19449602;b3S;S5;I;2;CARATINGA;MG;44256;115459;0;0;140412;0;474;256344;0;0;7801;0;0;0;7801;2670;266816;0;128918;395734;0;63129;458863
COOPERATIVA DE CRÉDITO CREDIBOM LTDA. – SICOOB CREDIBOM;21670187;b3S;S5;I;2;BOM DESPACHO;MG;44256;125505;0;0;205727;0;6445;337677;0;5017;25517;0;0;0;30534;0;368212;0;27277;395489;0;63114;458603
COOPERATIVA DE CRÉDITO CREDINOR LTDA - SICOOB CREDINOR;21866694;b3S;S5;I;2;MONTES CLAROS;MG;44256;136522;0;0;135307;0;2020;273849;0;7;24070;0;0;0;24077;14853;312779;0;60338;373117;0;84259;457376
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO TRÊS FRONTEIRAS - SICOOB TRÊS FRONTEIRAS;4876393;b3S;S5;I;2;FOZ DO IGUACU;PR;44256;88883;0;0;226741;0;148;315771;0;21893;5247;0;0;0;27140;101;343013;0;58650;401663;0;44526;446189
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO E NEGÓCIOS - SICOOB INTEGRAÇÃO;8742188;b3S;S5;I;2;CUIABA;MT;44256;124751;0;0;170849;0;0;295599;0;0;869;0;0;0;869;16621;313089;0;66987;380076;0;65434;445510
COOPERATIVA DE CRÉDITO CREDIFIEMG LTDA. – SICOOB CREDIFIEMG;7469260;b3S;S5;I;2;BELO HORIZONTE;MG;44256;51686;0;0;274666;0;448;326800;0;0;0;0;0;0;0;55230;382030;0;13633;395663;0;47724;443387
BANCO KOMATSU DO BRASIL - PRUDENCIAL;1000084576;b2;S4;I;3;SAO PAULO;SP;44256;0;0;190381;5678;0;0;196059;0;0;0;0;0;0;0;117324;313383;261;10977;324621;5479;111115;441216
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO CHAPECOZINHO - SICOOB VALCREDI SUL;2090126;b3S;S5;I;2;PASSOS MAIA;SC;44256;70249;0;0;203507;0;22;273778;0;6;33149;0;0;0;33155;2903;309837;0;64926;374763;0;66362;441124
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SÃO ROQUE DE MINAS LTDA.   SICOOB SAROMCREDI;66402207;b3S;S5;I;2;SAO ROQUE DE MINAS;MG;44256;127649;0;0;206725;0;115;334489;0;653;4357;0;0;0;5009;0;339499;0;40548;380047;0;60716;440763
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA UNIÃO DOS PINHAIS - CRESOL UNIÃO DOS PINHAIS;2446089;b3S;S5;I;2;CORONEL VIVIDA;PR;44256;52066;214;0;117664;0;0;169944;0;0;0;0;0;0;0;3012;172956;0;208320;381276;0;53029;434306
COOPERATIVA DE POUPANÇA E CRÉDITO DO VALE DO RIO DOCE LTDA – SICOOB CREDIRIODOCE;25606237;b3S;S5;I;2;GOVERNADOR VALADARES;MG;44256;148994;0;0;175854;0;754;325601;0;0;15199;0;0;0;15199;0;340801;0;32833;373633;3;59230;432867
COOPERATIVA DE CRÉDITO, INVESTIMENTO E SERVIÇOS FINANCEIROS SICOOB UNI SUDESTE;86389236;b3S;S5;I;2;UBA;MG;44256;87111;0;0;270129;0;218;357458;0;3305;0;0;0;0;3305;0;360762;0;14754;375516;0;57298;432814
COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DOS CREAS E DEMAIS ÁREAS TECNOLÓGICAS – CREDCREA;5979692;b3S;S5;I;2;FLORIANOPOLIS;SC;44256;131371;0;0;223512;0;733;355616;0;0;0;0;0;0;0;250;355866;0;11155;367021;0;63339;430359
ANDBANK - PRUDENCIAL;1000081256;b1;S4;C;3;SAO PAULO;SP;44256;44898;0;0;100006;0;0;144903;0;0;0;0;0;0;0;0;144903;5748;85529;236180;0;194063;430244
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DE FURNAS E DAS DEMAIS EMPRESAS DO SISTEMA ELETROBRÁS LTDA. – SICOOB CECREMEF;33370115;b3S;S5;I;2;RIO DE JANEIRO;RJ;44256;28958;0;0;299024;0;39029;367010;0;0;0;0;0;0;0;0;367010;0;6711;373721;0;54851;428572
COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DO PLANALTO SERRA DO RIO GRANDE DO SUL - CRESOL PLANALTO SERRA;5863726;b3S;S5;I;2;SANANDUVA;RS;44256;40113;262;0;174709;0;0;215084;0;0;0;0;0;0;0;0;215084;0;171272;386356;0;41238;427594
