Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;PJ_CG_Vencido_15d;PJ_CG_Vencer_90d;PJ_CG_Vencer_91-360d;PJ_CG_Vencer_361-1080d;PJ_CG_Vencer_1081-1800d;PJ_CG_Vencer_1801-5400d;PJ_CG_Vencer_acima_5400d;PJ_CG_TOTAL;PJ_I_Vencido_15d;PJ_I_Vencer_90d;PJ_I_Vencer_91-360d;PJ_I_Vencer_361-1080d;PJ_I_Vencer_1081-1800d;PJ_I_Vencer_1801-5400d;PJ_I_Vencer_acima_5400d;PJ_I_TOTAL;PJ_CGR_Vencido_15d;PJ_CGR_Vencer_90d;PJ_CGR_Vencer_91-360d;PJ_CGR_Vencer_361-1080d;PJ_CGR_Vencer_1081-1800d;PJ_CGR_Vencer_1801-5400d;PJ_CGR_Vencer_acima_5400d;PJ_CGR_TOTAL;PJ_Recebiveis_Vencido_15d;PJ_Recebiveis_Vencer_90d;PJ_Recebiveis_Vencer_91-360d;PJ_Recebiveis_Vencer_361-1080d;PJ_Recebiveis_Vencer_1081-1800d;PJ_Recebiveis_Vencer_1801-5400d;PJ_Recebiveis_Vencer_acima_5400d;PJ_Recebiveis_TOTAL;PJ_Comex_Vencido_15d;PJ_Comex_Vencer_90d;PJ_Comex_Vencer_91-360d;PJ_Comex_Vencer_361-1080d;PJ_Comex_Vencer_1081-1800d;PJ_Comex_Vencer_1801-5400d;PJ_Comex_Vencer_acima_5400d;PJ_Comex_TOTAL;PJ_Outros_Vencido_15d;PJ_Outros_Vencer_90d;PJ_Outros_Vencer_91-360d;PJ_Outros_Vencer_361-1080d;PJ_Outros_Vencer_1081-1800d;PJ_Outros_Vencer_1801-5400d;PJ_Outros_Vencer_acima_5400d;PJ_Outros_TOTAL;PJ_Infra_Vencido_15d;PJ_Infra_Vencer_90d;PJ_Infra_Vencer_91-360d;PJ_Infra_Vencer_361-1080d;PJ_Infra_Vencer_1081-1800d;PJ_Infra_Vencer_1801-5400d;PJ_Infra_Vencer_acima_5400d;PJ_Infra_TOTAL;PJ_Rural_Vencido_15d;PJ_Rural_Vencer_90d;PJ_Rural_Vencer_91-360d;PJ_Rural_Vencer_361-1080d;PJ_Rural_Vencer_1081-1800d;PJ_Rural_Vencer_1801-5400d;PJ_Rural_Vencer_acima_5400d;PJ_Rural_TOTAL;PJ_Hab_Vencido_15d;PJ_Hab_Vencer_90d;PJ_Hab_Vencer_91-360d;PJ_Hab_Vencer_361-1080d;PJ_Hab_Vencer_1081-1800d;PJ_Hab_Vencer_1801-5400d;PJ_Hab_Vencer_acima_5400d;PJ_Hab_TOTAL;Total Exterior Pessoa Jurídica
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;01/06/2021;14722876;1882;584027;1419631;1707034;185240;1728;0;3899543;17292;186783;478928;782053;139406;10021;0;1614482;0;6463;4019;0;0;0;0;10482;2330;2028225;333533;101541;0;0;0;2465629;57005;592988;1686760;849695;196028;11497;0;3393973;628;227438;105268;197279;66715;396445;620316;1614090;0;44618;121862;208029;43292;1346;0;419147;0;80717;119304;64639;44889;35997;0;345546;0;0;0;0;0;0;0;0;959984
MERCEDES-BENZ;51.262;b2;C;3;S3;198;SAO PAULO;SP;01/06/2021;13272285;5759;61463;181932;272973;48709;0;0;570835;16539;629922;1886350;4142977;1491871;28549;0;8196208;0;0;0;0;0;0;0;0;0;1288059;945101;0;0;0;0;2233159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11980;206831;707999;971599;351288;22384;0;2272082;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;S3;8;SAO PAULO;SP;01/06/2021;12546111;1112;46216;241065;86783;5842;0;0;381019;23516;774905;2375865;4305654;1517025;5246;0;9002211;0;0;0;0;0;0;0;0;1411;683106;1330919;3904;460;0;0;2019800;0;0;0;0;0;0;0;0;0;54581;0;0;0;0;0;54581;12715;164588;414609;437522;58361;706;0;1088500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;S3;8;SAO PAULO;SP;01/06/2021;11858382;13002;123768;158281;614173;39825;19343;0;968392;0;0;0;0;0;0;0;0;0;2011;0;0;0;0;0;2011;1152;37507;264858;0;0;0;0;303517;129496;2675788;4213175;2080485;531703;0;0;9630647;120644;19081;136818;158197;30744;7359;0;472843;0;1454;4430;18834;10653;1060;0;36431;35786;49125;186810;80434;50197;42188;0;444541;0;0;0;0;0;0;0;0;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;S3;5;PORTO ALEGRE;RS;01/06/2021;10449565;1326;8890;31427;87033;32953;874;0;162503;810;19288;74024;234548;167026;186071;1901;683669;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2362;7662;26105;21601;24390;0;82121;12833;278315;748171;1629353;1035128;1491744;106862;5302406;1374;316853;528733;1385608;973745;1012554;0;4218867;0;0;0;0;0;0;0;0;0
CCB;32.119;b1;C;3;S3;199;SAO PAULO;SP;01/06/2021;8855938;2721;197018;1023460;591200;52146;0;0;1866544;9;10831;29075;43908;5715;77;0;89615;0;660;0;0;0;0;0;660;98;955;1825;2753;702;0;0;6333;16137;767742;2039741;1237800;139219;12004;0;4212644;6719;120797;220208;83221;1956;34874;0;467774;0;0;0;0;0;0;0;0;0;88778;22726;1629;0;0;0;113133;0;0;0;0;0;0;0;0;2099234
BANRISUL;30.173;b1;C;1;S2;199;PORTO ALEGRE;RS;01/06/2021;8445039;59664;456225;1194746;2026327;588008;216047;13364;4554381;402;18304;50124;100160;56380;38626;0;263996;24654;213491;92141;0;0;0;0;330286;2975;43890;2315;0;0;0;0;49181;7159;257636;358864;1886;0;0;0;625545;48659;162109;180318;334899;181499;190202;103899;1201584;3255;40553;135024;184329;62213;48826;440;474640;2796;175927;366136;35949;17861;14006;17;612693;5868;15649;57822;161478;43334;0;0;284151;48582
BNP PARIBAS;51.516;b1;C;3;S3;199;SAO PAULO;SP;01/06/2021;7871850;0;645087;936184;55635;341333;0;0;1978240;0;0;0;0;0;0;0;0;0;39047;133583;0;0;0;0;172630;0;1310673;305117;3515;0;0;0;1619305;0;983633;2883289;97043;24261;0;0;3988225;0;36039;3672;0;0;0;0;39711;0;0;0;0;0;0;0;0;0;36185;22554;15000;0;0;0;73739;0;0;0;0;0;0;0;0;0
BOCOM;52.003;b1;C;3;S3;199;SALVADOR;BA;01/06/2021;7811498;1241;253753;989516;2024116;590106;2949;0;3861682;0;10612;7660;1379;158;0;0;19809;0;0;0;0;0;0;0;0;0;2312;6714;14439;0;0;0;23466;350;241972;572109;527313;20150;0;0;1361893;1718;128122;114758;231031;23302;1000;0;499931;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2044717
ALFA;51.293;b1;C;2;S3;199;SAO PAULO;SP;01/06/2021;7520573;0;585190;1115415;755836;101352;0;0;2557793;434;141991;358525;446312;116972;15535;0;1079769;0;107477;56059;0;0;0;0;163536;0;1107964;898251;18531;0;0;0;2024747;0;267635;598093;53322;0;0;0;919049;0;0;0;0;0;0;0;0;0;48277;160556;475229;72316;18539;0;774917;0;86;248;428;0;0;0;762;0;0;0;0;0;0;0;0;0
BANCO VOLVO BRASIL S.A.;58.017.179;b2;I;3;S4;8;CURITIBA;PR;01/06/2021;6492909;183;2432;6406;12887;8072;16025;0;46005;7466;372284;1063832;1884469;503946;1464;0;3833462;0;0;0;0;0;0;0;0;0;62608;54945;0;0;0;0;117552;0;0;0;0;0;0;0;0;1575;13998;36023;54035;12378;0;0;118009;14538;189931;565735;1097865;493119;16693;0;2377881;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CREDIT SUISSE;30.771;b1;C;3;S3;199;SAO PAULO;SP;01/06/2021;6341546;0;21243;339366;1329258;203541;95000;0;1988407;0;125781;261997;1430888;457336;631219;252366;3159587;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;661;14017;905996;22221;6718;0;949613;0;337;0;0;0;0;0;337;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;243601
ORIGINAL;51.781;b1;C;2;S3;199;SAO PAULO;SP;01/06/2021;6258058;8113;243508;359571;549836;9887;0;42678;1213593;0;0;0;0;0;0;0;0;2402;113434;0;0;0;0;0;115836;13109;2023124;36814;0;0;0;3172;2076219;0;45448;199067;80202;500;0;5950;331167;9903;46142;137679;55396;1060;154;48463;298797;0;6797;33471;73927;6485;0;0;120680;0;0;10279;0;0;0;0;10279;0;0;0;0;0;0;0;0;2091488
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;S2;8;FORTALEZA;CE;01/06/2021;6158558;13567;89071;238454;339537;57155;127400;0;865184;17974;104344;315925;404036;19897;6210;0;868386;653;846;2335;11;0;0;0;3846;38;2109;319;0;0;0;0;2467;39697;333845;176911;0;0;0;0;550453;454;15429;34311;52274;38891;109389;0;250748;86;48373;129062;347365;371893;1439226;517787;2853792;5343;88766;336282;332196;613;483;0;763682;0;0;0;0;0;0;0;0;0
SOFISA;31.873;b1;C;2;S4;199;SAO PAULO;SP;01/06/2021;5839106;4389;358110;780104;562723;47671;1066;0;1754062;0;244;338;0;0;0;0;582;2695;295142;230093;46480;0;0;0;574410;239;533564;28109;1286;0;0;0;563198;2606;186871;185668;77167;1350;0;0;453662;811;79378;52857;13568;2636;1388;0;150637;2628;108324;470566;1154916;402102;0;0;2138536;0;0;19181;0;0;0;0;19181;0;0;0;0;0;0;0;0;184837
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38.486.817;b4;I;1;S3;5;BELO HORIZONTE;MG;01/06/2021;5630492;3223;51875;169905;473707;135519;31629;97626;963484;2924;70949;322371;588082;134591;139077;302;1258296;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;59181;88982;72015;5256;255;0;225691;5139;180860;538829;1064178;404827;340349;23422;2557604;175;183381;180667;154571;52433;54190;0;625417;0;0;0;0;0;0;0;0;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2.992.446;b2;I;3;S3;8;CURITIBA;PR;01/06/2021;5627902;0;302654;8901;0;0;0;0;311555;12261;187994;531888;1019768;379237;1239;0;2132386;0;0;0;0;0;0;0;0;1011;2116437;6508;8292;0;0;0;2132248;0;0;0;0;0;0;0;0;2083;1116;20699;40362;20054;1816;0;86130;7040;68731;186374;328310;90049;283;0;680787;3137;16140;55536;113393;71343;25247;0;284796;0;0;0;0;0;0;0;0;0
SCANIA BANCO S.A.;11.417.016;b2;I;3;S4;8;SAO BERNARDO DO CAMPO;SP;01/06/2021;5474513;49;1388;11066;22828;7849;0;0;43181;6004;309376;974264;1837789;607318;506;0;3735257;0;0;0;0;0;0;0;0;0;28469;0;0;0;0;0;28469;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4839;159263;437427;770919;294609;549;0;1667606;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO FIDIS S/A;62.237.425;b2;I;3;S4;8;BETIM;MG;01/06/2021;5260929;0;110190;121875;14403;23;0;0;246490;24;46000;97881;37560;2380;0;0;183845;0;0;0;0;0;0;0;0;16512;2734643;1908481;101916;24534;44506;0;4830593;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PINE;50.304;b1;C;2;S3;199;SAO PAULO;SP;01/06/2021;4140202;7755;355667;735329;1011794;100641;60497;0;2271684;0;0;5172;7643;0;0;0;12815;2983;58834;62259;48807;0;0;0;172883;606;365092;121028;0;0;0;0;486727;0;351510;395746;103797;30848;19500;0;901402;217;88089;15163;44774;33402;47951;0;229596;0;1929;5641;9462;1155;0;0;18187;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46908
CREDIT AGRICOLE;51.066;b1;C;3;S3;199;SAO PAULO;SP;01/06/2021;4029446;0;83455;51819;27931;0;0;0;163205;0;204244;0;0;0;0;0;204244;0;1311;42863;3394;0;0;0;47567;0;138905;114465;0;0;0;0;253371;0;1529568;1258649;453050;0;0;0;3241268;0;119791;0;0;0;0;0;119791;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INDUSTRIAL DO BRASIL;50.988;b1;C;2;S4;199;SAO PAULO;SP;01/06/2021;4001665;37449;228885;551515;743553;82486;1548;0;1645434;411;2151;2585;691;0;0;0;5839;8851;69676;0;0;0;0;0;78527;1985;888188;281843;28548;6818;0;0;1207383;19092;373177;526796;61973;0;0;0;981038;35;3437;8343;23211;1843;0;0;36869;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46575
BANCO FIBRA S.A.;58.616.418;b1;I;2;S3;8;SAO PAULO;SP;01/06/2021;3931994;15868;141535;435814;240376;36600;4185;0;874379;0;0;0;0;0;0;0;0;2633;21119;13714;0;0;0;0;37466;468;1050673;1319159;651;0;0;0;2370950;9199;135257;243532;85536;688;0;0;474211;560;1;0;0;0;0;0;561;0;0;0;0;0;0;0;0;0;34923;67266;17914;0;0;0;120104;0;0;0;0;0;0;0;0;54323
JP MORGAN CHASE;20.107;b1;C;3;S3;199;SAO PAULO;SP;01/06/2021;3844325;0;140359;420046;285797;268453;0;0;1114654;0;0;0;0;0;0;0;0;0;0;0;0;0;0;213657;213657;0;684660;200288;0;0;0;0;884948;0;289295;489164;768271;0;0;0;1546731;0;84335;0;0;0;0;0;84335;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO SICOOB;51.750;b1;C;2;S3;199;BRASILIA;DF;01/06/2021;3816246;0;70883;302730;371621;103302;7214;0;855751;1236;28700;86612;178456;84041;17906;409;397359;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19483;347625;1623825;17621;0;0;265;2008819;18;37656;94488;192990;96037;20378;1167;442735;0;2277;13455;25362;21705;48785;0;111584;0;0;0;0;0;0;0;0;0
BANCO DA AMAZONIA S.A.;4.902.979;b1;I;1;S3;2;BELEM;PA;01/06/2021;3378523;13643;138599;488325;620979;39215;93300;30966;1425027;0;116;169;413;2297;430;0;3425;0;397;943;18;0;0;0;1358;0;0;0;0;0;0;0;0;319;12911;72029;102075;68647;13063;0;269045;845;24704;23068;3782;1971;1173;24;55567;2511;111039;164507;326633;183506;464362;149210;1401769;674;17174;112262;81418;5528;5278;0;222334;0;0;0;0;0;0;0;0;0
MASTER;50.201;b1;C;2;S4;199;RIO DE JANEIRO;RJ;01/06/2021;3175943;904;11814;135274;169514;74086;372;0;391965;0;0;0;0;0;0;0;0;7114;83685;31973;0;0;0;0;122773;163;0;0;0;0;0;2650183;2650346;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;502;1519;2577;1321;83;0;6053;0;0;0;0;0;0;0;0;40;343;813;1717;1147;747;0;4807;0
INTER;51.884;b1;C;2;S3;199;BELO HORIZONTE;MG;01/06/2021;3078209;3975;110165;398020;512437;177778;63542;3913;1269830;14879;3337;42548;41867;14794;26795;3334;147554;0;0;1761;6925;0;869;0;9554;0;178;47;0;0;0;0;224;0;0;0;0;0;0;0;0;17354;1231288;76157;46226;1525;539;0;1373089;0;45;120;308;321;951;0;1745;0;15259;251906;9047;0;0;0;276212;0;0;0;0;0;0;0;0;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60.518.222;b1;I;3;S3;8;SAO PAULO;SP;01/06/2021;3068283;0;424578;613586;424884;88565;0;0;1551614;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12017;0;0;0;0;12017;0;593282;553444;6987;8054;0;0;1161768;0;167590;150048;0;0;0;0;317638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25247
BANCO MUFG BRASIL S.A.;60.498.557;b1;I;3;S3;8;SAO PAULO;SP;01/06/2021;3025377;0;339174;201264;267702;0;0;0;808140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48947;165594;0;0;0;0;214541;0;931688;326883;473688;95756;0;0;1828015;0;63449;79645;16007;0;0;0;159101;0;1905;4873;8803;0;0;0;15580;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;I;2;S3;11;PORTO ALEGRE;RS;01/06/2021;2644557;0;0;0;75;141;130;0;346;174;3000;9357;17567;3421;0;0;33520;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55621;216023;1346;0;0;0;272991;0;0;142191;186240;186365;46591;0;561387;0;131818;343899;692926;334338;100375;0;1603356;0;7368;14700;41266;40639;68985;0;172958;0;0;0;0;0;0;0;0;0
BANCO CATERPILLAR S.A.;2.658.435;b2;I;3;S4;8;SAO PAULO;SP;01/06/2021;2566299;117;75686;200514;339910;54320;430;0;670976;1173;150445;428909;738805;184362;616;0;1504312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;281;1516;4012;1032;0;0;6841;684;31445;96345;178504;74504;2688;0;384170;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO MIZUHO DO BRASIL S.A.;61.088.183;b1;I;3;S4;8;SAO PAULO;SP;01/06/2021;2535863;0;523077;371941;115262;0;0;0;1010279;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1270;0;0;0;0;0;1270;0;560926;590239;258767;0;0;0;1409931;0;0;0;0;0;0;0;0;0;20111;0;0;0;0;0;20111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;94271
SOCIETE GENERALE;31.859;b1;C;3;S3;199;SAO PAULO;SP;01/06/2021;2248535;0;13546;39423;57587;13624;10;0;124192;340;38888;76159;103449;27556;393;0;246785;0;0;0;0;0;0;0;0;0;51009;188036;60606;795;0;0;300446;0;669198;907899;0;0;0;0;1577097;0;12;4;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANESTES;30.159;b1;C;1;S3;199;VITORIA;ES;01/06/2021;2159658;3599;161452;449815;826569;189257;20681;0;1651372;76;2417;5684;9835;1804;8;0;19823;1022;115979;0;0;0;0;0;117001;558;29089;2000;0;0;0;0;31647;3995;724;5119;8255;2107;0;0;20201;12620;12212;35113;69524;37245;31530;0;198245;276;8638;20508;33825;5305;4880;55;73486;0;206;21907;5730;0;0;0;27844;1333;691;1824;4778;4736;6677;0;20039;0
