Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;a1;a2;a3;a4;a5;a6;a;b1;b2;b3;b4;b5;b;c;d1;d2;d3;d4;d5;d6;d7;d8;d;e;f;g;h;i;j;k
XP;52120;b1;S3;C;2;RIO DE JANEIRO;RJ;01/06/2021;118747;0;1550606;262582;39551;0;1971485;-725845;-5960;0;0;-68923;-800728;1170758;2098992;761772;-723070;-2195927;-233686;5384;396353;-327879;-218060;952698;-1753;950945;-54452;-702225;194269;0
CITIBANK;30403;b1;S2;C;3;SAO PAULO;SP;01/06/2021;300688;17372;949577;550910;47304;32811;1898662;-567323;-60861;-15065;0;71933;-571317;1327345;657636;32899;-422920;-330744;-94211;0;424299;-407982;-141024;1186322;2753;1189075;-500321;-71439;617314;0
NUBANK;52058;n1;S4;C;2;SAO PAULO;SP;01/06/2021;1365262;0;-148691;463595;0;9587;1689754;-357017;0;0;0;-588710;-945726;744027;654;0;-47484;-38099;-61165;-5286;14862;-8621;-145138;598890;0;598890;-236149;0;362741;0
BANCO VOLKSWAGEN S.A.;59109165;b2;S3;I;3;SAO PAULO;SP;01/06/2021;1511161;21578;16422;-12008;0;0;1537153;-283250;-110292;-17832;0;-261120;-672494;864660;0;51449;-1539;-139597;-52059;34285;137278;-484316;-454498;410161;657;410819;-174393;0;236426;0
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;S3;I;2;PORTO ALEGRE;RS;01/06/2021;1126257;0;345049;-57465;12986;34903;1461729;-604272;-274269;0;0;-32107;-910648;551081;46137;2579;-46233;-540007;-37414;4901;155573;-82467;-496930;54152;78;54229;-21433;-3542;29254;0
BRB;31976;b1;S3;C;1;BRASILIA;DF;01/06/2021;1330226;0;114423;0;2446;10294;1457389;-304057;-14544;0;0;-76204;-394805;1062584;36470;87334;-434444;-291537;-64809;56406;40919;-148129;-717791;344793;11015;355808;-80149;-33899;241760;0
JP MORGAN CHASE;20107;b1;S3;C;3;SAO PAULO;SP;01/06/2021;50377;0;1047356;-21857;319647;0;1395522;-264985;-261135;0;0;10520;-515600;879922;744190;722;-406301;-145912;-104925;0;62252;-169814;-19788;860134;-93;860042;-382080;-11343;466618;0
BANCO CSF S.A.;8357240;b2;S3;I;3;SAO PAULO;SP;01/06/2021;1357319;0;8734;0;0;0;1366053;-21171;0;0;0;-629672;-650843;715210;381506;337733;-85774;-502972;-107862;17202;88950;-249638;-120855;594355;0;594356;-242591;0;351764;0
BNP PARIBAS;51516;b1;S3;C;3;SAO PAULO;SP;01/06/2021;638296;0;621982;8007;67589;0;1335875;-331526;-984;0;0;-154317;-486826;849048;184760;47159;-331479;-326474;-59378;5148;258522;-608217;-829959;19089;-1568;17521;26732;-16138;28115;0
MERCANTIL DO BRASIL;20152;b1;S3;C;2;BELO HORIZONTE;MG;01/06/2021;1201583;0;30057;29817;0;1481;1262938;-107021;-102;0;-1071;-145338;-253532;1009406;25291;93632;-228625;-437060;-64802;31079;85163;-362462;-857783;151623;-3401;148222;-30284;-17024;100914;0
BANCO SICOOB;51750;b1;S3;C;2;BRASILIA;DF;01/06/2021;629887;0;574209;371;2635;15169;1222271;-710256;-78742;0;0;-26204;-815202;407068;464543;59;-72156;-129235;-79086;42097;254251;-678408;-197936;209133;-23866;185267;-62408;-5157;117702;0
OMNI;50940;b1;S4;C;2;SAO PAULO;SP;01/06/2021;993033;4689;17355;312;0;0;1015388;-108977;-4732;-2498;0;-157459;-273666;741722;56731;55783;-50725;-310216;-34929;20074;22360;-422721;-663643;78079;29;78108;5481;0;83590;0
ABC-BRASIL;41856;b1;S3;C;3;SAO PAULO;SP;01/06/2021;579631;0;480819;-47157;0;0;1013293;-364060;-306119;0;-18452;-73966;-762597;250696;145976;12475;-133342;-86301;-21000;4007;705151;-411052;215913;466609;-18336;448273;-112442;-77084;258746;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;S3;I;3;SAO PAULO;SP;01/06/2021;486397;0;164893;340132;0;0;991422;-102876;-31614;0;-505711;-165725;-805926;185496;53957;1499;-119382;-102467;-38055;0;627556;-113171;309938;495433;-42;495392;-195932;-14603;284857;0
BOFA MERRILL LYNCH;51255;b1;S3;C;3;SAO PAULO;SP;01/06/2021;22714;0;258182;94171;582460;0;957528;-101240;-37153;0;0;-237;-138630;818898;672354;3398;-395311;-108879;-64379;0;63379;-535754;-365192;453706;0;453706;-201822;0;251884;0
CREFISA;52010;b1;S4;C;2;SAO PAULO;SP;01/06/2021;885675;0;57880;0;841;0;944396;-188;0;0;0;-263722;-263910;680486;1585;17655;-13521;-554501;-53964;0;115789;-18024;-504979;175507;2266;177773;-65529;-1008;111236;0
SOCIETE GENERALE;31859;b1;S3;C;3;SAO PAULO;SP;01/06/2021;32373;114558;145778;626209;0;0;918917;-13680;-308014;-100723;-354748;1342;-775822;143095;51440;27;-58869;-57297;-17310;0;87550;-60860;-55319;87776;273;88049;-28063;0;59985;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;S3;I;1;BELEM;PA;01/06/2021;781367;0;47326;0;0;4299;832992;-105757;-2081;0;-629;-81441;-189910;643083;13055;54425;-230654;-226153;-40084;0;22678;-14471;-421204;221879;-7291;214588;-71510;-22708;120370;0
ALFA;51293;b1;S3;C;2;SAO PAULO;SP;01/06/2021;501513;101895;90178;116322;21056;0;830965;-222582;-135472;-83375;0;-19277;-460706;370258;54768;18593;-146414;-65786;-25603;2414;218434;-315172;-258767;111491;384;111876;-34374;-7335;70166;0
AGIBANK;51956;b1;S4;C;2;CAMPINAS;SP;01/06/2021;779312;0;12403;4375;0;0;796091;-79225;0;0;0;-135869;-215094;580996;4160;13107;-34008;-530766;-35378;29195;823;-11248;-564116;16881;164;17045;14011;-3544;27512;0
BANESTES;30159;b1;S3;C;1;VITORIA;ES;01/06/2021;396743;3012;383713;0;0;10540;794008;-361133;-1572;-2934;-415;-45209;-411262;382746;66746;101822;-163620;-141839;-34925;4210;14018;-45485;-199074;183672;265;183937;-58467;-11276;114193;0
INTER;51884;b1;S3;C;2;BELO HORIZONTE;MG;01/06/2021;598109;0;216205;-44512;2872;0;772673;-142514;-1595;0;0;-209813;-353922;418751;168276;10132;-163475;-430075;-42187;69493;77685;-173790;-483940;-65189;13127;-52062;76653;0;24591;0
BANCO IBM S.A.;34270520;b2;S4;I;3;RIO DE JANEIRO;RJ;01/06/2021;5273;760166;294;0;0;0;765734;-48609;0;-655924;0;947;-703585;62149;0;0;0;-28722;-2960;0;698;-2826;-33809;28340;2371;30711;-11091;0;19620;0
C6 BANK;52072;b1;S4;C;2;SAO PAULO;SP;01/06/2021;580105;0;87192;67258;27853;0;762409;-209955;0;0;0;-150535;-360490;401919;83916;6151;-151909;-531209;-28238;-15142;42440;-332515;-926505;-524586;2217;-522369;215238;-1926;-309058;0
MORGAN STANLEY;51413;b1;S3;C;3;SAO PAULO;SP;01/06/2021;0;0;477573;263569;15164;0;756306;-190944;-1325;0;0;704;-191566;564740;441334;0;-405052;-124960;-54778;0;27128;-140553;-256880;307859;0;307859;-119183;0;188676;0
ORIGINAL;51781;b1;S3;C;2;SAO PAULO;SP;01/06/2021;607446;0;122850;-18110;0;0;712186;-214087;-21;0;-1606;-113409;-329123;383064;97993;27720;-170498;-439703;-48785;-29900;333658;-103935;-333450;49613;83320;132934;-51522;-12947;68464;0
BANCO GM S.A.;59274605;b2;S3;I;3;SAO PAULO;SP;01/06/2021;658661;12711;12794;0;0;0;684166;-135457;0;-11676;0;-121549;-268683;415484;22942;22821;-80159;-119702;-24026;55240;28536;-21431;-115779;299705;4873;304577;-105505;-14425;184647;0
PORTO SEGURO;51444;n1;S4;C;2;SAO PAULO;SP;01/06/2021;675711;0;7159;0;0;0;682870;-43561;0;0;0;-311527;-355088;327782;274675;126959;-22067;-285065;-55910;0;23826;-182029;-119611;208172;592;208764;-79174;-6365;123225;0
MERCEDES-BENZ;51262;b2;S3;C;3;SAO PAULO;SP;01/06/2021;620613;40946;5862;-16832;0;0;650589;-184867;-91111;-31682;0;-115777;-423437;227152;0;8835;-38331;-45996;-17848;0;18987;-22354;-96707;130444;-3790;126655;-54297;0;72358;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;S3;I;1;PORTO ALEGRE;RS;01/06/2021;596951;0;52569;-12201;0;0;637318;-123;-301315;0;0;2851;-298586;338732;20382;0;-92428;-21871;-17267;0;64950;-27731;-73965;264768;1210;265977;-126123;-9359;130495;0
PARANÁ BANCO;30881;b1;S4;C;2;CURITIBA;PR;01/06/2021;544231;0;70971;22037;0;0;637239;-207013;0;0;0;-117605;-324618;312621;2309;181;-43947;-131997;-19957;11146;14136;-4752;-172880;139742;502;140243;-45320;-15;94908;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;S4;I;2;SAO PAULO;SP;01/06/2021;590763;0;30729;0;0;0;621491;-44503;-8073;0;-39;140163;87548;709039;166148;63856;-34802;-308573;-46458;0;10973;-377943;-526799;182240;1059;183300;-58423;-2202;122675;0
MASTER;50201;b1;S4;C;2;RIO DE JANEIRO;RJ;01/06/2021;474533;0;44081;-12116;67805;0;574303;-238492;-1826;0;0;-30440;-270758;303544;4870;232;-34069;-227285;-17024;24849;8894;-15573;-255106;48439;-130;48308;-7903;-6892;33514;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;S3;I;3;CURITIBA;PR;01/06/2021;559457;5498;8613;-34406;0;0;539163;-71553;-178627;-4789;0;-22934;-277903;261260;3296;95;-19229;-23233;-12358;0;80;-6581;-57931;203329;5714;209043;-88956;-2812;117275;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S4;I;2;BLUMENAU;SC;01/06/2021;483984;0;39398;0;0;0;523382;-59957;-4448;0;0;-162272;-226678;296705;60453;26591;-71445;-128473;-381;0;1217;-39659;-151698;145007;3;145010;1;-7627;137382;0
BANCO DA AMAZONIA S.A.;4902979;b1;S3;I;1;BELEM;PA;01/06/2021;264708;0;247886;0;0;0;512594;-54992;-171737;0;-657;-68683;-296069;216525;363709;93816;-274030;-127817;-72308;0;540007;-302779;220598;437123;233768;670891;-368253;0;302638;0
REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;27351731;n1;S4;I;3;PORTO ALEGRE;RS;01/06/2021;456767;0;6536;0;0;0;463303;-11466;-1333;0;0;-177813;-190613;272690;61575;84399;-20470;-146205;-32975;0;2715;-76233;-127193;145497;0;145497;-46442;0;99055;0
PINE;50304;b1;S3;C;2;SAO PAULO;SP;01/06/2021;190843;0;188060;62245;6279;0;447427;-355068;-5484;0;0;2245;-358307;89119;11406;4237;-42361;-41313;-5165;5517;6354;-39787;-101112;-11993;18414;6421;152;-4790;1783;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;S4;I;3;BARUERI;SP;01/06/2021;1217;429770;0;0;0;0;430987;0;-20531;-376400;0;-8811;-405743;25244;0;0;0;-13094;-8660;0;2565;-431;-19620;5624;4666;10290;-4973;0;5317;0
BANCO MUFG BRASIL S.A.;60498557;b1;S3;I;3;SAO PAULO;SP;01/06/2021;43889;0;52087;90836;229560;0;416372;-46220;-167943;0;0;-1670;-215832;200539;12818;283;-54496;-41329;-8431;0;296639;-343122;-137638;62901;223;63124;-30203;0;32921;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;S3;I;1;BELO HORIZONTE;MG;01/06/2021;439354;0;36183;-120414;52326;0;407450;-27627;-76552;0;0;-150916;-255095;152355;3744;11557;-59325;-19915;-9987;0;46799;-26542;-53668;98687;-616;98071;-38242;-5697;54131;0
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;S3;I;3;SAO PAULO;SP;01/06/2021;428385;7495;11816;-53474;0;0;394222;-66838;0;-5432;0;-24116;-96386;297836;219;21712;-34828;-126345;-19001;0;101467;-13415;-70192;227645;-2285;225359;-96763;-8289;120308;0
HONDA;51396;b2;S4;C;3;SAO PAULO;SP;01/06/2021;385056;0;2929;3846;0;0;391830;-53558;-120021;0;0;-67171;-240750;151080;1892;30342;-13606;-96633;-16358;0;144666;-9169;41135;192215;375;192591;-76050;0;116541;0
BANCO FIBRA S.A.;58616418;b1;S3;I;2;SAO PAULO;SP;01/06/2021;208198;0;107635;52305;10607;0;378744;-279288;-1983;0;0;5306;-275966;102778;16612;3845;-50055;-38420;-6535;-1093;57618;-46335;-64364;38415;17005;55420;-20185;-14962;20272;0
SOFISA;31873;b1;S4;C;2;SAO PAULO;SP;01/06/2021;304864;0;52851;9685;890;0;368290;-117798;-559;0;0;-25725;-144082;224208;1417;27076;-57578;-63125;-14288;2679;17096;-19675;-106400;117808;258;118067;-33181;-19140;65746;0
PEFISA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;S4;I;2;SAO PAULO;SP;01/06/2021;350974;0;9162;0;0;0;360136;-21504;0;0;-1;-318441;-339946;20189;49109;93562;-15542;-78735;-23187;-170;40946;-109098;-43114;-22925;7;-22917;22037;0;-880;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;S4;I;3;PORTO ALEGRE;RS;01/06/2021;264014;177253;2342;-88259;0;0;355350;-1676;-484100;-148681;0;-10034;-644492;-289142;0;625;-30897;-38186;-10630;1944;501188;-18140;405903;116761;-3;116758;-49925;0;66832;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S4;I;2;BEBEDOURO;SP;01/06/2021;302094;0;49826;0;0;0;351921;-54548;-17351;0;0;-34732;-106631;245289;28468;1232;-70165;-62939;-2509;0;21963;-14358;-98309;146980;-342;146638;-4902;-5224;136513;0
BANCO JOHN DEERE S.A.;91884981;b1;S3;I;3;INDAIATUBA;SP;01/06/2021;337554;0;13840;0;0;0;351394;-13291;-172689;0;0;37245;-148735;202659;25217;344;-20460;-10337;-9648;0;38732;-323;23525;226184;-3185;222999;-94496;-4330;124173;0
GOLDMAN SACHS;51585;b2;S3;C;3;SAO PAULO;SP;01/06/2021;11779;0;133612;199190;0;0;344582;-80990;-3813;0;-61213;0;-146016;198566;408449;0;-193427;-69128;-38357;0;42256;-118941;30852;229418;0;229418;-122637;-3642;103139;0
BANCO VOLVO BRASIL S.A.;58017179;b2;S4;I;3;CURITIBA;PR;01/06/2021;333458;6053;1924;0;0;0;341434;-10087;-165073;-4844;0;-68969;-248972;92462;0;4661;-19712;-22745;-7249;18367;9537;-6653;-23793;68669;161;68830;-19265;-1401;48164;0
HAITONG;51482;b2;S3;C;3;SAO PAULO;SP;01/06/2021;78600;0;26313;219373;9222;0;333507;-226376;-11119;0;0;-6532;-244026;89481;5740;0;-26916;-13125;-3261;919;7304;-7639;-36977;52504;15;52519;-16429;0;36091;0
BANCO HSBC S.A.;53518684;b1;S4;I;3;SAO PAULO;SP;01/06/2021;27356;0;102190;82192;120238;0;331975;-72058;-65271;0;0;-3550;-140879;191097;69866;40;-111787;-32278;-8009;0;142061;-196780;-136886;54210;0;54210;-23121;-3401;27689;0
BANCO DIGIO S.A.;27098060;b2;S4;I;3;BARUERI;SP;01/06/2021;312100;0;6160;0;0;0;318259;-11333;-25;0;-186;-99338;-110882;207377;55335;12779;-32778;-125296;-22254;0;45114;-80865;-147964;59413;1073;60486;-17491;-6310;36685;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;S4;I;1;ARACAJU;SE;01/06/2021;270129;0;38886;0;0;5600;314616;-65282;-4776;0;0;-21109;-91168;223448;28147;33878;-84635;-93481;-17275;7570;24430;-35943;-137310;86138;-1211;84927;-26452;-7682;50793;0
STONE PAGAMENTOS S.A.;16501555;n4;S5;I;2;SAO PAULO;SP;01/06/2021;0;0;308837;-2873;0;0;305964;-184966;-23184;0;0;-3530;-211680;94283;849100;0;-447273;-415602;-103316;62835;144710;-183898;-93444;840;-3205;-2366;15645;-4090;9189;0
CREDIT AGRICOLE;51066;b1;S3;C;3;SAO PAULO;SP;01/06/2021;18514;0;115078;171171;0;0;304762;-9965;0;0;-855531;-826;-866322;-561559;36725;48;-63657;-40937;-16798;0;684571;-78106;521846;-39713;0;-39713;14293;-1490;-26911;0
ING;51073;b1;S3;C;3;SAO PAULO;SP;01/06/2021;10826;0;56988;-45528;243789;0;266075;-10345;-212890;0;0;-56719;-279955;-13880;29975;0;-32379;-33234;-5590;0;14040;-6319;-33507;-47387;-428;-47815;32603;-950;-16162;0
NEGRESCO S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS;4379829;n1;S5;I;2;CURITIBA;PR;01/06/2021;258195;0;381;0;0;0;258576;-2106;0;0;0;-29125;-31231;227345;1580;0;-10950;-14377;-3454;0;1183;-179675;-205693;21652;0;21652;-7664;-629;13359;0
CCB;32119;b1;S3;C;3;SAO PAULO;SP;01/06/2021;215846;14518;74258;-50002;0;4;254624;-131608;-54857;-11865;-23760;-18029;-240119;14505;21254;1003;-92668;-45264;-15039;-401;280135;-172534;-23515;-9010;13400;4391;-17283;0;-12892;0
SCANIA BANCO S.A.;11417016;b2;S4;I;3;SAO BERNARDO DO CAMPO;SP;01/06/2021;239772;8790;1459;0;0;0;250020;-40029;-93374;-7193;0;-21891;-162487;87533;728;3870;-15558;-9301;-5841;2142;0;-1071;-25031;62503;0;62503;-26757;0;35746;0
INDUSTRIAL DO BRASIL;50988;b1;S4;C;2;SAO PAULO;SP;01/06/2021;184070;0;15995;-5178;48900;0;243787;-60729;-37227;0;0;-22899;-120856;122932;5127;3110;-34804;-20487;-9498;173;711;-5835;-61503;61429;-542;60887;-24454;0;36432;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;S3;I;2;BRASILIA;DF;01/06/2021;129933;0;91177;0;0;19074;240184;-103864;0;0;0;-3231;-107095;133089;0;3134;-49148;-14719;-6393;0;1630;-7058;-72553;60536;1128;61664;0;0;61664;0
BANCO TRIANGULO S.A.;17351180;b1;S4;I;2;UBERLANDIA;MG;01/06/2021;221962;0;9027;8184;0;0;239173;-30789;-5815;0;0;-84312;-120917;118257;57562;63267;-61025;-112969;-18416;6113;24566;-25346;-66247;52010;-1236;50774;-8033;-12749;29992;0
SCOTIABANK;52230;b1;S4;C;3;SAO PAULO;SP;01/06/2021;19562;0;111885;78616;28215;0;238279;-20112;-50242;0;0;5000;-65354;172924;8652;0;-41894;-13214;-6507;0;71142;-57266;-39088;133837;0;133837;-58712;0;75124;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;S4;I;2;MARINGA;PR;01/06/2021;207800;0;28089;0;0;15;235904;-32182;-31411;0;0;-31571;-95164;140740;72542;17554;-69572;-75226;-426;0;15876;-45571;-84822;55918;2908;58826;-1042;-10952;46832;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;S5;I;2;CHAPECO;SC;01/06/2021;214362;0;17110;0;0;45;231517;-33007;-8731;0;0;-35763;-77501;154015;21188;19236;-45177;-50185;-1501;0;18961;-14355;-51833;102182;-436;101746;-1558;-5396;94792;-2742
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;01/06/2021;207318;0;16880;0;0;7;224205;-28706;-22778;0;0;-16110;-67594;156612;61096;17520;-59888;-56490;-384;0;11307;-42991;-69831;86781;365;87145;-963;-8905;77278;0
BANCO DIGIMAIS S.A.;92874270;b1;S4;I;3;SAO PAULO;SP;01/06/2021;198769;0;23136;0;0;0;221905;-85074;0;0;0;-64962;-150036;71869;26996;29185;-16369;-60694;-9923;-1541;653;-7944;-39636;32233;-244;31989;-4526;-1500;25963;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;S4;I;2;PALOTINA;PR;01/06/2021;201773;0;18619;0;0;32;220424;-28072;-22001;0;0;-36437;-86509;133914;54533;17409;-57618;-66858;-288;0;9455;-32941;-76307;57607;1723;59330;-818;-9209;49303;0
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S4;I;2;SERTAOZINHO;SP;01/06/2021;179145;0;35490;0;0;0;214635;-45436;-27422;0;0;-57942;-130800;83834;5676;4633;-33030;-30766;-119;0;27649;-16875;-42832;41002;685;41688;-148;0;41540;0
MODAL;51963;b1;S4;C;2;RIO DE JANEIRO;RJ;01/06/2021;8302;0;95820;101719;5549;0;211390;-42953;0;0;0;-2836;-45789;165601;128922;12;-56037;-117234;-15230;18191;9870;-55064;-86570;79031;-414;78617;-18286;-10438;49893;0
DEUTSCHE BANK S.A. - BANCO ALEMAO;62331228;b1;S3;I;3;SAO PAULO;SP;01/06/2021;30677;0;36071;142012;0;0;208759;-35997;-8578;0;-67889;2011;-110454;98306;49546;105;-87190;-57468;-8372;0;49039;-20879;-75218;23088;-4;23083;-19360;0;3723;0
PICPAY SERVICOS S.A.;22896431;n4;S3;I;2;SAO PAULO;SP;01/06/2021;0;0;208098;9;0;0;208107;0;0;0;0;0;0;208107;257789;0;-183239;-203598;-40957;0;162;-374476;-544320;-336213;-223;-336436;0;-17542;-353978;0
ZEMA CRÉDITO, FINANCIAMENTO E INVESTIMENTO S/A;5351887;n1;S4;I;2;ARAXA;MG;01/06/2021;202326;0;1408;0;0;0;203733;-8484;0;0;-30;-84476;-92990;110743;1135;4357;-2860;-42490;-9088;0;301;-2348;-50994;59750;0;59750;-24155;-19;35576;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;S4;I;2;LUCAS DO RIO VERDE;MT;01/06/2021;173434;0;23454;0;0;0;196888;-22652;-29490;0;0;-1949;-54091;142796;44572;8736;-33774;-42703;-227;0;16432;-23088;-30051;112745;2120;114866;-216;-4715;109934;0
BANCO TOPÁZIO S.A.;7679404;b1;S4;I;3;PORTO ALEGRE;RS;01/06/2021;143239;0;9746;-477;34824;0;187333;-19715;0;0;0;-6821;-26536;160797;40759;3717;-13602;-52955;-12522;175;4688;-106104;-135844;24953;713;25666;-8320;0;17346;0
CIELO S.A.;1027058;n4;;I;2;BARUERI;SP;01/06/2021;0;0;191179;-4928;0;0;186250;-24439;-115666;0;0;0;-140105;46146;2663206;0;-215422;-1238755;-176277;121695;305555;-846185;613818;659963;-106254;553709;-88360;-43675;421674;0
WILL FINANCEIRA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;23862762;n1;S4;I;2;SAO PAULO;SP;01/06/2021;179522;0;1128;0;0;0;180650;-43288;0;0;0;-42653;-85941;94709;203;0;-682;-10102;-10049;0;2031;-290;-18890;75819;-1450;74369;-25899;-30;48440;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;S5;I;2;GOIANIA;GO;01/06/2021;156943;0;22680;0;0;0;179624;-31220;-403;0;0;-18188;-49811;129813;11566;8959;-39107;-32657;-873;0;8699;-14787;-58200;71613;3116;74729;-2871;0;71857;-2
