Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
CAIXA ECONOMICA FEDERAL;360305;b1;I;1;S1;6;BRASILIA;DF;01/06/2021;628168659;2456303;5219872;13925870;25969338;14636069;12509585;14;74717052;589928;1603908;3632339;4299615;136865;4416;25;10267096;6215;28203;52634;55971;7097;5;0;150125;905258;14191332;39041578;90950657;74756420;212887082;86294316;519026643;1021378;6252490;2052535;168386;25299;24668;0;9544756;64174;852816;2573761;1134460;494174;409114;277;5528776;1259960;2740933;2009930;1456125;723911;722560;20790;8934210;0
BB;49906;b1;C;1;S1;199;BRASILIA;DF;01/06/2021;421557579;241855;5229633;15291706;33519208;24162487;19923809;1727423;100096122;554616;3113623;8846119;12289002;6210653;3258264;379988;34652265;26549;461704;1258894;1967604;476176;28;96634;4287590;51639;438371;1284977;3430418;3439216;17629449;19806655;46080724;1874562;25860372;5995334;362590;172;0;198326;34291357;1153586;20504736;55408208;56975826;28892516;25133574;237625;188306071;530171;921457;2907564;2013628;1433834;1868929;127551;9803134;4040317
ITAU;10069;b1;C;2;S1;199;SAO PAULO;SP;01/06/2021;361237397;522159;4965448;13613587;23548951;11193901;5269322;1;59113368;156556;2303764;5432734;5426112;1114589;72983;0;14506738;294761;3089449;7974238;12140768;2260745;5728;0;25765688;41956;1985317;5788445;13344628;10721952;28500926;9834307;70217531;4367111;55842494;25795971;2259985;65113;153;0;88330827;1978;476496;772744;193413;53805;23172;0;1521608;2213028;7529215;7561665;7439055;2038212;503728;279;27285182;74496456
BRADESCO;10045;b1;C;2;S1;199;OSASCO;SP;01/06/2021;280873038;336744;5947406;16677122;30324780;15764969;9349806;866;78401694;782905;5640240;10132279;9867178;2124634;529698;1014;29077949;275692;3725321;9716809;13959206;2413778;11428;32;30102266;63115;2003695;5541578;12658866;10065226;26372252;9234501;65939233;3162007;26895875;9693525;1465565;135401;22548;0;41374921;82173;2048210;4655838;6035568;1511907;607171;0;14940867;1060062;5406499;3606011;4919276;2002585;618485;11738;17624657;3411451
SANTANDER;30379;b1;C;3;S1;199;SAO PAULO;SP;01/06/2021;244990954;825510;3781279;10220658;18582269;10267127;7640934;981;51318759;595195;1911091;4032080;5039537;1937116;574782;16728;14106530;652371;6706733;17387064;26377917;5207869;29374;4420;56365748;40713;1419933;4206104;9590537;7607169;19555007;6762751;49182213;1598478;24736607;9829947;975566;244828;135327;43;37520796;38897;1157811;2910454;2499352;1219644;907781;0;8733938;1561546;5475565;5266430;5872349;3413317;2824419;144030;24557657;3205313
VOTORANTIM;51011;b1;C;2;S2;199;SAO PAULO;SP;01/06/2021;45941539;44693;105071;228890;191103;10319;26;0;580100;35616;179768;523840;588457;221762;25498;0;1574942;640822;5076019;12729838;18746068;3009792;6554;0;40209095;0;0;0;0;0;0;0;0;492587;1993528;914168;103437;192;0;0;3503912;0;255;371;3563;1204;0;0;5392;1294;3594;32298;15468;8406;6961;79;68099;0
BTG PACTUAL;49944;b1;C;2;S1;199;RIO DE JANEIRO;RJ;01/06/2021;33448232;116788;849442;2419975;4535438;2482919;1355847;0;11760409;88172;368029;713497;370945;232127;7031;0;1779800;315776;1751813;4306523;6163001;941428;882;0;13479423;935;8975;8383;18104;13031;26274;3718;79419;754041;3627919;654593;11275;540;2;0;5048370;17;1285;70694;137457;4315;25997;0;239764;15916;101050;118365;215975;70656;61120;1212;584294;476752
BANRISUL;30173;b1;C;1;S2;199;PORTO ALEGRE;RS;01/06/2021;28108556;60062;1069011;3048699;6359932;3943235;2724410;67;17205416;46511;427550;688147;247315;53083;17277;26;1479907;63;1393;3230;5161;993;0;0;10840;2702;66515;157839;409961;384283;1518204;1156043;3695547;69599;1116612;328391;4410;0;0;0;1519011;15079;575102;871093;681482;308378;226918;45281;2723333;78545;896914;187540;155982;78566;76893;61;1474502;0
SAFRA;10083;b1;C;2;S2;199;SAO PAULO;SP;01/06/2021;27702241;40647;581725;1642804;3198165;1772233;958236;0;8193810;12939;621092;1356043;1378622;326663;26644;0;3722003;118626;1779424;4647386;6724052;1011375;1405;0;14282269;2;536;1810;4389;4185;16287;14157;41367;37442;708581;281107;14841;2010;0;0;1043981;21;38171;90800;67904;40994;11815;0;249705;5346;104539;55513;1351;0;767;0;167516;1590
NU PAGAMENTOS S.A.;18236120;n4;I;2;S4;41;SAO PAULO;SP;01/06/2021;16627123;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12977838;3401432;1567;0;0;0;16380836;0;0;0;0;0;0;0;0;177774;41917;24362;2233;0;0;0;246286;0
