Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;AA;A;B;C;D;E;F;G;H;Total Exterior
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;I;2;S4;9;SERTAOZINHO;SP;01/06/2021;3758608;329253;1585894;842319;500885;197966;69237;20489;15933;196633;0
AGIBANK;51956;b1;C;2;S4;199;CAMPINAS;SP;01/06/2021;3705156;0;3255937;62446;70249;54151;40006;35485;31124;155758;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;I;2;S4;9;LUCAS DO RIO VERDE;MT;01/06/2021;3490875;169613;1657124;1216891;208810;101441;37005;16555;25467;57969;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;I;2;S4;9;MEDIANEIRA;PR;01/06/2021;3450069;82990;1763628;1142544;253835;88368;40250;20741;17989;39725;0
REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;27351731;n1;I;3;S4;14;PORTO ALEGRE;RS;01/06/2021;3422508;0;2625324;116573;103174;101569;83696;83902;76927;231342;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;I;2;S5;9;CHAPECO;SC;01/06/2021;3231763;222333;1097671;874155;733579;122687;50859;30000;8912;91568;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;I;2;S4;9;PALOTINA;PR;01/06/2021;3193779;142891;1440928;1135659;246765;109712;33690;16477;23540;44115;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;I;2;S4;9;MARINGA;PR;01/06/2021;3116661;306433;1892263;566992;153640;73615;36809;14594;15854;56459;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;S4;8;ARACAJU;SE;01/06/2021;3069119;779547;1373724;534073;214330;54690;18098;40549;11637;42472;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;I;3;S3;8;SAO PAULO;SP;01/06/2021;3068283;2322421;707921;12695;0;0;0;0;0;0;25247
BANCO MUFG BRASIL S.A.;60498557;b1;I;3;S3;8;SAO PAULO;SP;01/06/2021;3025377;2963182;0;61177;1018;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DA AMAZÔNIA LTDA. - SICOOB CREDISUL.;3632872;b3S;I;2;S5;9;VILHENA;RO;01/06/2021;2858161;282740;980610;809165;554817;108133;26787;14105;17661;64144;0
BANCO CATERPILLAR S.A.;2658435;b2;I;3;S4;8;SAO PAULO;SP;01/06/2021;2655688;170931;1847554;404483;164615;16414;30975;5673;13244;1800;0
COOPERATIVA DE CRÉDITO SICREDI SERRANA RS/ES;90608712;b3S;I;2;S4;9;CARLOS BARBOSA;RS;01/06/2021;2617222;24466;1091863;940082;361807;115497;45277;12314;6821;19096;0
BANCO MIZUHO DO BRASIL S.A.;61088183;b1;I;3;S4;8;SAO PAULO;SP;01/06/2021;2535863;2400235;41357;0;0;0;0;0;0;0;94271
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DE ESTADOS RIO GRANDE DO SUL, SANTA CATARINA E MINAS GERAIS - SICREDI UNIESTADOS;87780268;b3S;I;2;S4;9;ERECHIM;RS;01/06/2021;2527383;100449;1101019;986820;214928;49280;25575;12288;12559;24465;0
BANCO TRIANGULO S.A.;17351180;b1;I;2;S4;8;UBERLANDIA;MG;01/06/2021;2487804;617572;1110085;226937;310992;48484;35275;28727;27057;82675;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE GOIANO;24795049;b3S;I;2;S5;9;RIO VERDE;GO;01/06/2021;2425607;3688;510274;861540;907488;71925;24774;16660;12959;16299;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;I;2;S5;9;GOIANIA;GO;01/06/2021;2305011;268836;689149;524904;556022;96485;34109;29383;9276;96849;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;I;2;S4;9;NOVA PETROPOLIS;RS;01/06/2021;2302364;150661;1209867;634660;153727;94792;19403;6321;6616;26317;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO CERRADO - SICREDI VALE DO CERRADO;32983165;b3S;I;2;S4;9;CAMPO VERDE;MT;01/06/2021;2300156;47968;1024128;856404;186178;63150;25901;16354;21337;58735;0
PEFISA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;I;2;S4;14;SAO PAULO;SP;01/06/2021;2272991;0;1471896;55330;70085;104112;83512;68414;57436;362206;0
SOCIETE GENERALE;31859;b1;C;3;S3;199;SAO PAULO;SP;01/06/2021;2248594;1175751;403431;236379;412877;138;1873;845;1363;15936;0
COOPERATIVA DE CRéDITO, POUPANçA E INVESTIMENTO UNIãO - SICREDI UNIAO RS/ES;88894548;b3S;I;2;S4;9;CERRO LARGO;RS;01/06/2021;2218140;126782;1278783;621367;100532;39532;10977;7217;7001;25949;0
BMW;51420;n1;C;3;S4;197;SAO PAULO;SP;01/06/2021;2147690;38147;949060;831611;290589;8469;17149;2153;2701;7812;0
BANCO DIGIO S.A.;27098060;b2;I;3;S4;8;BARUERI;SP;01/06/2021;2143248;0;1538352;57951;61997;183551;61355;51448;41152;147442;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO SUL DO MATO GROSSO DO SUL – SICREDI CENTRO-SUL MS;26408161;b3S;I;2;S4;9;DOURADOS;MS;01/06/2021;2128662;48714;1105930;712206;168462;36315;30088;7770;5749;13429;0
BANCO IBM S.A.;34270520;b2;I;3;S4;8;RIO DE JANEIRO;RJ;01/06/2021;2112590;1840368;203971;56916;5015;1038;17;5;0;5259;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO ARAGUAIA E XINGU - SICREDI ARAXINGU;33021064;b3S;I;2;S4;9;CANARANA;MT;01/06/2021;2102268;49687;876979;958002;132037;20217;10057;6165;7023;42101;0
BANCO CARGILL S.A.;3609817;b1;I;3;S4;8;SAO PAULO;SP;01/06/2021;2073760;824381;873719;185201;98093;0;5094;0;87272;0;0
SCOTIABANK;52230;b1;C;3;S4;199;SAO PAULO;SP;01/06/2021;2055602;1929946;0;0;0;0;0;0;0;125656;0
BANCO DIGIMAIS S.A.;92874270;b1;I;3;S4;8;SAO PAULO;SP;01/06/2021;2049151;28152;1391639;215965;188337;106859;40764;15091;8799;53544;0
BANCO RODOBENS S.A.;33603457;b1;I;2;S4;8;SAO PAULO;SP;01/06/2021;2045588;272354;1129678;486669;47385;20443;6525;22013;43510;17012;0
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;I;1;S4;30;SAO PAULO;SP;01/06/2021;2026297;435800;432893;370672;633461;36612;10575;9919;47733;48631;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;I;2;S4;9;PONTA GROSSA;PR;01/06/2021;2024942;80027;1251070;485835;103872;48357;20389;7803;7042;20547;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;I;2;S3;25;BRASILIA;DF;01/06/2021;2007983;1384451;452071;72001;36520;10474;2731;2881;1810;45045;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA;32995755;b3S;I;2;S4;9;TANGARA DA SERRA;MT;01/06/2021;1998209;67551;1027014;564875;178480;65542;25181;8609;15090;45867;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E PROFISSIONAIS DA AREA DE SAUDE DO BRASIL LTDA.;42898825;b3S;I;2;S5;9;BELO HORIZONTE;MG;01/06/2021;1993741;4774;806483;476727;617810;50341;11886;9335;4347;12039;0
DEUTSCHE BANK S.A. - BANCO ALEMAO;62331228;b1;I;3;S3;8;SAO PAULO;SP;01/06/2021;1983376;1435895;350999;150165;3602;0;0;0;0;42715;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PLANALTO – SICREDI PLANALTO RS/MG;88038260;b3S;I;2;S4;9;CRUZ ALTA;RS;01/06/2021;1957645;49522;486556;1025940;276477;62105;19114;4718;9653;23562;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;S4;30;PORTO ALEGRE;RS;01/06/2021;1957627;269156;546586;599012;304184;56710;16050;7675;22746;135507;0
COOPERATIVA DE CRÉDITO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;I;2;S5;9;LINHARES;ES;01/06/2021;1926138;38566;387444;379277;711581;251566;50083;14291;4096;89234;0
CREFISA;52010;b1;C;2;S4;199;SAO PAULO;SP;01/06/2021;1920631;207529;850923;78935;82809;83172;196825;70521;59009;290910;0
ING;51073;b1;C;3;S3;199;SAO PAULO;SP;01/06/2021;1908038;628632;0;387740;0;665443;0;0;0;226223;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;I;2;S5;9;BRASILIA;DF;01/06/2021;1898580;77592;963204;413800;185134;112986;38952;11461;35864;59587;0
INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO;55230916;b1;I;3;S4;8;SAO PAULO;SP;01/06/2021;1877957;1610671;70298;194159;2829;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NORTE MATO-GROSSENSE E OESTE PARAENSE – SICREDI GRANDES RIOS MT/PA;37442605;b3S;I;2;S4;9;COLIDER;MT;01/06/2021;1864128;47667;941861;604880;161186;41373;15799;10518;7971;32872;0
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;I;2;S4;9;LONDRINA;PR;01/06/2021;1772642;0;1079980;577749;66270;5963;2065;1746;10290;28577;0
COOPERATIVA DE CRÉDITO SICOOB METROPOLITANO;3459850;b3S;I;2;S5;9;MARINGA;PR;01/06/2021;1624984;165660;497318;399979;322300;72542;40453;26922;20123;79688;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC/MG;87733770;b3S;I;2;S4;9;RODEIO BONITO;RS;01/06/2021;1613007;41318;702445;595873;167761;50838;21810;7008;6903;19050;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DOS ESTADOS DE MATO GROSSO DO SUL, TOCANTINS E OESTE DA BAHIA - SICREDI UNIÃO MS/TO;24654881;b3S;I;2;S4;9;CAMPO GRANDE;MS;01/06/2021;1601709;67265;824651;476394;123371;45513;23718;7551;5814;27431;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO MT/RR;26555235;b3S;I;2;S4;9;SORRISO;MT;01/06/2021;1566891;78274;693361;512879;81872;93086;28559;9232;9196;60432;0
BANCO DA CHINA BRASIL S.A.;10690848;b1;I;3;S4;8;SAO PAULO;SP;01/06/2021;1524469;317838;1149188;30294;0;6033;21116;0;0;0;0
BANCO YAMAHA MOTOR DO BRASIL S.A.;10371492;b2;I;3;S4;8;GUARULHOS;SP;01/06/2021;1506902;355;2828;1087247;305154;31718;14609;13663;10676;40653;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC/PR/RS;81607046;b3S;I;2;S5;9;SAO MIGUEL D'OESTE;SC;01/06/2021;1482484;244035;655176;359700;152667;20417;9598;15083;3807;22001;0
BANCO HSBC S.A.;53518684;b1;I;3;S4;8;SAO PAULO;SP;01/06/2021;1455521;409433;998029;48059;0;0;0;0;0;0;0
FACTA FINANCEIRA S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO;15581638;n1;I;2;S4;14;PORTO ALEGRE;RS;01/06/2021;1444506;0;1102579;32832;131815;40516;35934;25150;21167;54514;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO SUL RONDONIENSE - SICOOB CREDIP.;2015588;b3S;I;2;S5;9;PIMENTA BUENO;RO;01/06/2021;1425879;24336;574585;360105;308112;81615;33832;13563;7792;21939;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CELEIRO CENTRO OESTE – SICREDI CELEIRO CENTRO OESTE;3566655;b3S;I;2;S4;9;SAO GABRIEL DO OESTE;MS;01/06/2021;1415033;46217;683684;489251;117375;25313;13409;11299;6652;21835;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;I;3;S4;19;BARUERI;SP;01/06/2021;1403725;21733;179786;732432;303054;47682;47132;21597;40987;9323;0
COOPERATIVA DE CRÉDITO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;I;2;S5;9;VENDA NOVA DO IMIGRANTE;ES;01/06/2021;1382954;53677;301815;400906;410165;102825;41264;17350;14723;40229;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DA PRODUÇÃO -  SICREDI REGIÃO DA PRODUÇÃO RS/SC/MG;89468565;b3S;I;2;S4;9;SARANDI;RS;01/06/2021;1355735;84335;670741;449039;103408;21568;5546;4183;4736;12180;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;I;1;S4;30;CURITIBA;PR;01/06/2021;1337874;166607;764165;239746;99664;19074;7355;6918;5147;29200;0
BANCO LUSO BRASILEIRO S.A.;59118133;b1;I;2;S4;8;SAO PAULO;SP;01/06/2021;1329917;0;458585;644431;155140;46408;11101;1942;5204;7106;0
NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO;74828799;b1;I;3;S4;8;PORTO ALEGRE;RS;01/06/2021;1290469;38447;1160145;35645;21390;5232;17398;2396;4954;4862;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO FRONTEIRAS DO PARANÁ, SANTA CATARINA E SÃO PAULO - SICREDI FRONTEIRAS PR/SC/SP;82527557;b3S;I;2;S4;9;CAPANEMA;PR;01/06/2021;1279751;71400;579684;433104;119773;31382;16146;6853;7333;14077;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI EVOLUÇÃO - SICREDI EVOLUÇÃO;35571249;b3S;I;2;S5;9;JOAO PESSOA;PB;01/06/2021;1260023;21303;879188;147293;72291;68192;25649;6461;10477;29169;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;I;2;S4;9;CAMPO MOURAO;PR;01/06/2021;1258721;71342;834530;240511;103837;6803;4;456;0;1238;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO AGROEMPRESARIAL - SICREDI AGROEMPRESARIAL PR/SP;79457883;b3S;I;2;S4;9;MANDAGUARI;PR;01/06/2021;1204636;43874;742444;291954;73957;22027;9835;3385;2765;14395;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIVALES – SICREDI UNIVALES MT/RO;70431630;b3S;I;2;S4;9;JUINA;MT;01/06/2021;1184228;16557;398611;511005;187506;24953;11556;9372;6365;18305;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO BRANCO – SICREDI OURO BRANCO RS;87853206;b3S;I;2;S4;9;TEUTONIA;RS;01/06/2021;1178290;39042;495151;317218;143711;137176;18183;6980;5071;15759;0
COOPERATIVA DE CRÉDITO ARACOOP LTDA. - SICOOB ARACOOP;3320525;b3S;I;2;S5;9;ARAGUARI;MG;01/06/2021;1174710;13598;575596;293808;188321;38526;14038;18837;3908;28077;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO ALTOS DA SERRA - SICREDI ALTOS DA SERRA RS/SC;92555150;b3S;I;2;S4;9;TAPEJARA;RS;01/06/2021;1150685;41750;444758;504304;99654;25547;10825;5750;3210;14887;0
COOPERATIVA DE CREDITO, POUPANÇA E INVESTIMENTO ALIANÇA - SICREDI ALIANÇA PR/SP;79052122;b3S;I;2;S4;9;MARECHAL CANDIDO RONDON;PR;01/06/2021;1144529;47488;533452;384201;110622;32264;11517;6545;4263;14179;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;I;2;S4;9;ENCANTADO;RS;01/06/2021;1128450;37285;288426;354728;250474;125924;18274;13590;11149;28602;0
BOFA MERRILL LYNCH;51255;b1;C;3;S3;199;SAO PAULO;SP;01/06/2021;1125169;952408;101159;71601;0;0;0;0;0;0;0
