Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento
BB - PRUDENCIAL;1000080329;b1;S1;C;1;BRASILIA;DF;43525;1516147949;627729399;1421567824;1200440820;94580125;3999507;134936789;0,1926;0,1484;4727;1087
ITAU - PRUDENCIAL;1000080099;b1;S1;C;2;SAO PAULO;SP;43525;1451854665;543654452;1319531871;982551009;132322794;6763712;132056336;0,1603;0,2829;3375;925
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;S1;C;1;BRASILIA;DF;43525;1292902487;685841878;1247527332;1069720334;45375156;3622870;106354389;0,2008;0,0975;3376;782
BRADESCO - PRUDENCIAL;1000080075;b1;S1;C;2;OSASCO;SP;43525;1096209380;419784203;969459110;776315049;126750269;5823356;123411887;0,1808;0,353;4654;1406
BNDES - PRUDENCIAL;1000081847;b4;S2;C;1;RIO DE JANEIRO;RJ;43525;835083571;311472116;734887066;369877796;100196504;11077784;186898041;0,3287;0,0426;5;0
SANTANDER - PRUDENCIAL;1000080185;b1;S1;C;3;SAO PAULO;SP;43525;801337799;310799648;730482253;504016625;70855546;3462367;70164231;0,1543;0,1052;2712;1320
BTG PACTUAL - PRUDENCIAL;1000080336;b1;S1;C;2;RIO DE JANEIRO;RJ;43525;208952840;21261100;189557254;110359643;19395585;674972;17605922;0,1743;0,4132;15;0
SAFRA - PRUDENCIAL;1000080109;b1;S2;C;2;SAO PAULO;SP;43525;163345743;66412782;151217822;132316308;12127922;544049;16048399;0,1506;0,3151;116;5
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;43525;93538606;51009218;83751506;61691272;9787100;336000;9902915;0,1603;0,2034;94;0
CIELO - PRUDENCIAL;1000084710;n4;;C;2;BARUERI;SP;43525;82622140;0;69929198;7202912;12692942;588859;NA;NA%;NA%;0;0
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;43525;78166925;11421328;69094767;36134513;9072158;306661;8833688;0,1616;0,0134;133;22
