Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Social de Cooperativas (k)
;;;;;;;;;Receitas de Intermediação Financeira;;;;;;;Despesas de Intermediação Financeira;;;;;;Resultado de Intermediação Financeira (c) = (a) + (b);Rendas de Prestação de Serviços (d1);Rendas de Tarifas Bancárias (d2);Despesas de Pessoal (d3);Despesas Administrativas (d4);Despesas Tributárias (d5);Resultado de Participações (d6);Outras Receitas Operacionais (d7);Outras Despesas Operacionais (d8);Outras Receitas/Despesas  Operacionais (d) = (d1) + (d2) + (d3) + (d4) + (d5) + (d6) + (d7) + (d8);;;;;;;
;;;;;;;;;Rendas de Operações de Crédito (a1);Rendas de Operações de Arrendamento Mercantil (a2);Rendas de Operações com TVM (a3);Rendas de Operações com Instrumentos Financeiros Derivativos (a4);Resultado de Operações de Câmbio (a5);Rendas de Aplicações Compulsórias (a6);Receitas de Intermediação Financeira (a) = (a1) + (a2) + (a3) + (a4) + (a5) + (a6);Despesas de Captação (b1);Despesas de Obrigações por Empréstimos e Repasses (b2);Despesas de Operações de Arrendamento Mercantil (b3);Resultado de Operações de Câmbio (b4);Resultado de Provisão para Créditos de Difícil Liquidação (b5);Despesas de Intermediação Financeira (b) = (b1) + (b2) + (b3) + (b4) + (b5);;;;;;;;;;;;;;;;;
COOPERATIVA DE CREDITO RURAL COM INTERAÇÃO SOLIDARIA DA ZONA DA MATA - CRESOL ZONA DA MATA;7208637;b3S;S5;I;2;TOMBOS;MG;43525;2132;0;107;0;0;0;2239;-231;-465;0;0;-336;-1033;1206;117;315;-629;-362;-4;0;25;-344;-880;325;0;325;0;-100;225;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA VALE DO COTEGIPE - CRESOL VALE DO COTEGIPE;5135542;b3S;S5;I;2;SALTO DO LONTRA;PR;43525;1925;0;293;0;0;0;2218;-239;-671;0;0;-49;-959;1259;265;161;-392;-290;-2;0;51;-357;-565;694;0;694;0;-59;636;0
SICOOB CREDIMONTES - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO REGIONAL DE MONTES CLAROS LTDA;2031139;b3S;S5;I;2;MONTES CLAROS;MG;43525;1814;0;392;0;0;0;2207;-320;-65;0;0;-311;-695;1512;479;335;-1213;-853;-20;0;244;-56;-1085;426;1;427;-48;0;379;0
TORRE CC LTDA - PRUDENCIAL;1000082138;n2;S4;I;2;SAO PAULO;SP;43525;0;0;1;0;2203;0;2204;0;0;0;0;0;0;2204;91;0;-522;-1615;-111;0;1;-39;-2195;9;-6;3;-3;0;0;0
DIRECAO S.A. CFI - PRUDENCIAL;1000083625;n1;S4;I;2;SANTOS;SP;43525;1625;0;574;0;0;0;2198;0;0;0;0;-23;-23;2176;0;0;-443;-354;-90;0;45;-2;-844;1332;0;1332;-436;0;895;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA JUSTIÇA DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CREDJUS;4894460;b3S;S5;I;2;BELO HORIZONTE;MG;43525;1897;0;248;0;0;0;2145;-429;0;0;0;-68;-498;1647;60;0;-409;-242;-8;0;0;-8;-607;1040;0;1040;-10;0;1030;-231
COOPERATIVA DE ECONOMIA E CRÉDITO DOS EMPREGADOS DOS CORREIOS LTDA. - SICOOB COOPERCORREIOS;3862898;b3S;S5;I;2;BELO HORIZONTE;MG;43525;1763;0;374;0;0;0;2137;-446;0;0;0;-435;-881;1256;145;131;-709;-608;-8;0;115;-61;-995;261;0;261;-4;0;257;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS METALÚRGICOS DA GRANDE SÃO PAULO - SICOOB METALCRED;4833655;b3S;S5;I;2;SAO PAULO;SP;43525;2003;0;123;0;0;0;2126;-28;0;0;0;-385;-414;1713;42;77;-921;-512;-4;0;187;-54;-1185;528;0;528;0;-77;451;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES DO GRUPO SÃO MARTINHO   USICRED;2562412;b3S;S5;I;2;PRADOPOLIS;SP;43525;1642;0;472;0;0;0;2114;-58;0;0;0;-73;-131;1982;0;0;-231;-233;-1;0;0;-1;-466;1516;0;1516;0;0;1516;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA FUNDAÇÃO HOSPITALAR E EMPREGADOS DOS ESTABELECIMENTOS HOSPITALARES DE BELO HORIZONTE, REGIÃO METROPOLITANA E ZONA DA MATA LTDA. - CECREF;19402130;b3S;S5;I;2;BELO HORIZONTE;MG;43525;1967;0;147;0;0;0;2113;-250;-139;0;0;-157;-546;1567;76;32;-1003;-738;-13;0;279;-125;-1492;75;-18;57;1;0;57;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DA COSTA OESTE - CRESOL COSTA OESTE;11969853;b3S;S5;I;2;SAO MIGUEL DO IGUACU;PR;43525;1918;0;194;0;0;0;2112;-250;-582;0;0;30;-801;1311;219;235;-685;-486;-3;0;33;-467;-1155;156;1;156;0;-26;129;0
GOLCRED - PRUDENCIAL;1000080965;n1;S4;C;2;SAO JOSE;SC;43525;1872;0;224;0;0;0;2096;-81;0;0;0;-619;-700;1396;2129;104;-922;-1417;-241;0;9;-19;-357;1039;0;1040;-349;0;690;0
ACESSO SOLUÇÕES DE PAGAMENTO - PRUDENCIAL;1000084806;n4;;I;2;SAO PAULO;SP;43525;0;0;2090;0;0;0;2090;0;0;0;0;0;0;2090;5857;1957;-3935;-4359;-1008;-16;104;-2870;-4270;-2180;-78;-2258;0;0;-2258;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA MARGEM ESQUERDA DO URUCUIA E SÃO FRANCISCO LTDA - SICOOB CREDICHAPADA;14046512;b3S;S5;I;2;CHAPADA GAUCHA;MG;43525;2016;0;73;0;0;0;2089;-87;-283;0;0;-2194;-2564;-474;179;227;-654;-657;-12;0;127;-229;-1019;-1493;9;-1484;-9;0;-1493;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE ITAPEJARA D`OESTE - CRESOL ITAPEJARA D`OESTE;4973378;b3S;S5;I;2;ITAPEJARA D'OESTE;PR;43525;1798;0;278;0;0;0;2076;-211;-745;0;0;-1295;-2251;-175;235;159;-289;-362;-1;0;50;-257;-465;-640;8;-632;1;-12;-645;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO PODER LEGISLATIVO FEDERAL E DO DISTRITO FEDERAL - SICOOB LEGISLATIVO;3329154;b3S;S5;I;2;BRASILIA;DF;43525;1865;0;210;0;0;0;2075;-481;-274;0;0;-252;-1007;1068;72;29;-734;-382;-8;0;1089;-67;0;1068;-8;1060;-4;0;1056;-430
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE LIVRE ADMISSÃO DE ARARAQUARA E REGIÃO - SICOOB;53236808;b3S;S5;I;2;ARARAQUARA;SP;43525;1676;0;394;0;0;0;2071;-485;0;0;0;-224;-709;1362;350;228;-917;-805;-21;0;287;-100;-978;384;1;385;0;0;385;0
SICREDI COOMAMP - COOPERATIVA DE CRÉDITO DOS MEMBROS DE INSTITUIÇÕES PÚBLICAS DAS CARREIRAS JURÍDICAS E DOS SERVIDORES PÚBLICOS FEDERAIS, ESTADUAIS E MUNICIPAIS EM SÃO LUÍS/MA E MUNICÍPIOS CIRCUNVIZIN;5545390;b3S;S5;I;2;SAO LUIS;MA;43525;1988;0;81;0;0;0;2070;-203;-144;0;0;-122;-468;1601;88;24;-402;-421;-4;0;49;-623;-1289;312;1;311;-7;0;304;0
COOPERATIVA DE CREDITO DO SUDESTE MINEIRO LTDA. - SICOOB CREDISAVI;86476199;b3S;S5;I;2;SAO VICENTE DE MINAS;MG;43525;1788;0;276;0;0;0;2064;-362;-337;0;0;-271;-970;1095;255;281;-830;-717;-17;0;113;-170;-1085;10;-3;7;-34;0;-27;0
COOPERATIVA DE CRÉDITO MÚTUO DOS POLICIAIS FEDERAIS E SERVIDORES DA UNIÃO NO CEARÁ E LIVRE ADMISSÃO NAS MESORREGIÕES METROPOLITANA DE FORTALEZA E SUL CEARENSE - SICOOB CEARÁ;3620772;b3S;S5;I;2;FORTALEZA;CE;43525;1948;0;112;0;0;0;2060;-346;-79;0;0;-214;-639;1421;205;155;-673;-798;-9;0;81;-41;-1082;339;2;341;-5;0;335;-162
UNIPRIME OESTE PAULISTA - COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DA ÁREA DA SAÚDE DE PRESIDENTE PRUDENTE E REGIÃO;74220948;b3S;S5;I;2;PRESIDENTE PRUDENTE;SP;43525;1044;0;1011;0;0;0;2055;-1060;0;0;0;-15;-1075;980;5;139;-573;-414;-13;0;13;-3;-846;134;22;156;-2;-14;140;0
COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE ARATIBA — CRESOL ARATIBA;4565791;b3S;S5;I;2;ARATIBA;RS;43525;1479;0;575;0;0;0;2054;-525;-259;0;0;-515;-1299;755;276;2;-480;-232;0;0;0;-331;-765;-10;0;-10;0;0;-10;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DAS EMPRESAS RANDON;89280960;b3S;S5;I;2;CAXIAS DO SUL;RS;43525;1772;0;283;0;0;0;2054;-12;-2;0;0;-183;-197;1857;0;0;-211;-333;-1;0;69;-139;-615;1242;2;1243;1;-2;1240;-677
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SACRAMENTO LTDA. - SICOOB SACRAMENTO;71154256;b3S;S5;I;2;SACRAMENTO;MG;43525;1587;0;466;0;0;0;2053;-416;-93;0;0;-463;-972;1081;197;130;-632;-399;-19;0;151;-78;-649;433;-1;431;-33;0;399;0
COOPERATIVA DE CRÉDITO DOS MEDICOS E DEMAIS PROFISSIONAIS DE NIVEL SUPERIOR DA AREA DE SAUDE DE SALVADOR E REGIAO METROPOLITANA LTDA - SICOOB CREDMED;7440317;b3S;S5;I;2;SALVADOR;BA;43525;1742;0;311;0;0;0;2053;-228;0;0;0;-462;-690;1362;175;351;-912;-740;-18;0;280;-124;-988;374;0;374;-13;0;360;-119
COOPERATIVA DE CRÉDITO DE MAIRI LTDA. – SICOOB COOPEMAR;4174720;b3S;S5;I;2;MAIRI;BA;43525;1522;0;529;0;0;0;2051;-350;0;0;0;-88;-438;1614;393;515;-867;-1058;-33;0;96;-118;-1072;542;0;542;-24;0;518;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DO VALE DAS ANTAS LTDA. - UNICRED VALE DAS ANTAS;94243839;b3S;S5;I;2;CASCA;RS;43525;1772;0;266;0;0;0;2038;-645;0;0;0;-260;-905;1133;69;13;-331;-348;-2;5;28;-172;-737;396;0;396;-1;0;395;0
AMAZÔNIA CC LTDA. - PRUDENCIAL;1000082365;n2;S4;I;2;MANAUS;AM;43525;0;0;4;0;2029;0;2033;0;0;0;0;0;0;2033;61;0;-346;-1353;-99;0;0;0;-1737;297;0;297;-112;0;185;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CAMPOS GERAIS E CAMPO DO MEIO LTDA - SICOOB CREDCAM;71146450;b3S;S5;I;2;CAMPOS GERAIS;MG;43525;1621;0;403;0;0;0;2024;-332;-245;0;0;-316;-894;1131;271;174;-694;-556;-21;0;370;-101;-557;573;2;575;-50;0;525;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE WITMARSUM - CRESOL WITMARSUM;7465539;b3S;S5;I;2;WITMARSUM;SC;43525;1792;0;226;0;0;0;2018;-437;-228;0;0;-546;-1212;805;177;126;-433;-419;0;0;50;-351;-852;-46;16;-30;-1;0;-31;0
COOPERATIVA DE CREDITO DE SALVADOR - SICREDI SALVADOR;2245493;b3S;S5;I;2;SALVADOR;BA;43525;1936;0;76;0;0;0;2012;-93;0;0;0;-111;-204;1807;38;35;-629;-443;-1;0;112;-678;-1567;241;0;241;1;0;240;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO EMPREENDEDORES - SICREDI EMPREENDEDORES PR;7070495;b3S;S5;I;2;CURITIBA;PR;43525;1446;0;557;0;0;0;2003;-556;-5;0;0;-431;-992;1011;491;232;-648;-433;-13;0;54;-342;-660;351;1;350;-14;0;336;0
CAROL DTVM LTDA. - PRUDENCIAL;1000084095;n2;S5;I;2;SAO PAULO;SP;43525;0;0;1952;0;47;0;2000;0;0;0;0;0;0;2000;0;0;-217;-1396;-96;0;61;0;-1648;352;0;352;-135;0;217;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ARAXÁ LTDA - SICOOB COOCREZ;71378426;b3S;S5;I;2;ARAXA;MG;43525;1655;0;323;0;0;0;1979;-344;-7;0;0;-277;-628;1351;169;322;-889;-542;-18;0;105;-59;-912;439;0;439;0;0;439;0
AMAGGI CFI - PRUDENCIAL;1000084734;n1;S4;I;2;CUIABA;MT;43525;1658;0;320;0;0;0;1978;-641;0;0;0;-232;-873;1105;7;54;-498;-485;-65;0;0;-13;-1000;105;4;108;-119;0;-10;0
MS SCMEPP LTDA - PRUDENCIAL;1000083333;n1;S5;I;2;FORTALEZA;CE;43525;1967;0;10;0;0;0;1977;0;0;0;0;-915;-915;1062;0;0;-141;-399;-92;0;0;0;-632;430;0;430;-162;0;268;0
BROKER BRASIL CC LTDA. - PRUDENCIAL;1000082372;n2;S4;I;2;SAO PAULO;SP;43525;0;0;67;0;1906;0;1973;0;0;0;0;0;0;1973;1866;0;-874;-2488;-272;0;4;0;-1765;208;0;208;-78;0;130;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CAPITÓLIO LTDA   SICOOB CREDICAPI;804046;b3S;S5;I;2;CAPITOLIO;MG;43525;1623;0;344;0;0;0;1967;-429;-114;0;0;-276;-819;1148;438;142;-910;-560;-39;0;103;-112;-939;209;0;209;-54;1;154;0
COOPERATIVA DE CREDITO DE ITAPAGIPE LTDA - SICOOB ITAPAGIPE;71506513;b3S;S5;I;2;ITAPAGIPE;MG;43525;1213;0;742;0;0;0;1954;-355;-216;0;0;90;-481;1474;197;154;-481;-372;-16;0;212;-260;-566;908;26;933;-35;-14;884;-80
COOPERATIVA DE CREDITO RURAL SEARA - CREDISEARA;204963;b3S;S5;I;2;SEARA;SC;43525;1310;0;629;0;0;0;1939;-513;-155;0;0;-263;-932;1007;90;18;-316;-433;-2;0;125;-9;-528;480;18;498;-55;0;443;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SERTÃO DE MINAS GERAIS LTDA. - SICOOB SERTÃO MINAS;1667352;b3S;S5;I;2;PIRAPORA;MG;43525;1695;0;243;0;0;0;1939;-331;-49;0;0;-500;-879;1059;416;249;-861;-642;-46;0;289;-72;-668;392;-67;325;-27;0;298;0
BIORC FINANCEIRA - CFI S.A. - PRUDENCIAL;1000083663;n1;S5;I;2;FLORIANOPOLIS;SC;43525;1872;0;59;0;0;0;1932;-350;0;0;0;-457;-806;1125;43;228;-304;-1209;-99;0;0;0;-1342;-217;-9;-226;-3;0;-229;0
CM CAPITAL MARKETS - PRUDENCIAL;1000080549;n2;S4;C;3;SAO PAULO;SP;43525;0;0;1896;28;0;0;1924;0;0;0;0;0;0;1924;15775;760;-7601;-7288;-1564;0;0;-7;75;1999;-1;1997;-290;-1786;-78;0
COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE XAVANTINA - CRESOL XAVANTINA;8055016;b3S;S5;I;2;XAVANTINA;SC;43525;1384;0;534;0;0;0;1919;-415;-212;0;0;-113;-739;1179;147;29;-184;-193;0;0;0;-275;-477;703;-352;351;0;0;351;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE IGUATAMA LTDA. - SICOOB CREDITAMA;26359745;b3S;S5;I;2;IGUATAMA;MG;43525;1516;0;399;0;0;0;1915;-381;-109;0;0;-278;-768;1147;238;145;-592;-544;-11;0;178;-92;-678;469;-6;463;-21;0;442;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE CURITIBANOS - CRESOL CURITIBANOS;1155801;b3S;S5;I;2;CURITIBANOS;SC;43525;1738;0;173;0;0;3;1914;-404;-181;0;0;-742;-1328;586;173;197;-548;-321;0;0;51;-309;-757;-170;32;-138;-1;-7;-147;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE SAO JOAQUIM-CRESOL SÃO JOAQUIM;2766672;b3S;S5;I;2;SAO JOAQUIM;SC;43525;1777;0;125;0;0;6;1909;-298;-268;0;0;-439;-1006;903;213;141;-582;-433;0;0;32;-301;-930;-26;133;106;-10;0;97;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ESTADO DO PARÁ - SICOOB COOESA;83836114;b3S;S5;I;2;BELEM;PA;43525;1803;0;98;0;0;0;1902;-239;-8;0;0;-297;-544;1358;383;216;-778;-1002;-19;0;211;-134;-1123;235;0;235;-10;0;224;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE HUMAITÁ - CRESOL HUMAITÁ;5983995;b3S;S5;I;2;HUMAITA;RS;43525;1647;0;242;0;0;2;1891;-533;-118;0;0;-316;-967;924;169;136;-472;-346;0;0;69;-366;-809;114;29;143;-2;-18;123;0
JN-MAXI CC LTDA. - PRUDENCIAL;1000084370;n2;S4;I;2;SALVADOR;BA;43525;0;0;0;0;1849;0;1849;0;0;0;0;0;0;1849;2;0;-117;-1753;-88;0;2;-34;-1988;-139;0;-139;0;0;-139;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE GUARANI DAS MISSÕES - CRESOL GUARANI DAS MISSÕES;8488377;b3S;S5;I;2;GUARANI DAS MISSOES;RS;43525;1587;0;260;0;0;1;1847;-389;-334;0;0;-229;-951;896;215;150;-572;-447;0;0;97;-455;-1012;-116;-100;-216;0;-4;-220;0
COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE JACUTINGA - CRESOL JACUTINGA;2904125;b3S;S5;I;2;JACUTINGA;RS;43525;1576;0;271;0;0;0;1847;-312;-306;0;0;-320;-939;909;322;25;-545;-404;0;0;0;-507;-1109;-200;-1;-202;0;0;-202;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE ESTRADA DE FERRO - CRESOL ESTRADA DE FERRO;4490531;b3S;S5;I;2;ORIZONA;GO;43525;1718;0;123;0;0;0;1841;-135;-461;0;0;-140;-736;1105;107;170;-616;-226;-2;0;206;-386;-747;358;0;358;0;-41;317;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE TANGARÁ - CRESOL TANGARÁ;7946451;b3S;S5;I;2;TANGARA;SC;43525;1633;0;189;0;0;2;1824;-411;-141;0;0;-389;-942;882;163;100;-632;-474;0;0;18;-246;-1073;-190;-13;-204;0;-2;-206;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA SAÚDE DA REGIÃO DE CARATINGA, MANHUAÇU E CARANGOLA LTDA. - SICOOB PROFISSIONAIS DA SAÚDE;71261184;b3S;S5;I;2;CARATINGA;MG;43525;1306;0;511;0;0;0;1817;-620;1;0;0;-92;-712;1105;225;59;-522;-508;-25;0;166;-65;-671;434;2;437;-12;-18;407;0
COOPERATIVA DE CREDITO E ECONOMIA COM INTERACAO SOLIDARIA DE CHAPECO - CRESOL CHAPECO;4281182;b3S;S5;I;2;CHAPECO;SC;43525;1579;0;236;0;0;0;1815;-354;-209;0;0;-537;-1100;716;163;35;-427;-345;0;0;0;-338;-911;-196;-3;-198;0;0;-199;0
COOPERATIVA DE CREDITO DOS SERVIDORES DA UNIAO NO NORDESTE - SICOOB CENTRO NORDESTE;3102185;b3S;S5;I;2;JOAO PESSOA;PB;43525;1757;0;57;0;0;0;1815;-105;-43;0;0;-98;-246;1569;350;194;-803;-794;-18;0;81;-92;-1083;486;1;487;0;0;487;-213
TURCAMBIO CC LTDA. - PRUDENCIAL;1000082334;n2;S4;I;2;GAROPABA;SC;43525;0;0;0;0;1812;0;1812;0;0;0;0;0;0;1812;25;0;-479;-939;-86;0;0;-29;-1507;306;1;307;-99;0;207;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DO GRUPO CVRD E ENTIDADES VINCULADAS LTDA.;33924028;b3S;S5;I;2;RIO DE JANEIRO;RJ;43525;1735;0;71;0;0;0;1807;-139;-84;0;0;-89;-313;1494;65;25;-911;-617;-9;0;575;-77;-947;547;0;547;-4;0;543;0
AF ESTADO DE PERNAMBUCO S.A. - PRUDENCIAL;1000081177;n1;S4;I;1;RECIFE;PE;43525;1542;0;233;0;0;0;1775;0;-85;0;0;-321;-406;1369;20;59;-802;-1033;-84;0;0;0;-1840;-470;1;-471;-20;0;-491;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ASSOCIAÇÃO CONGREGAÇÃO DE SANTA CATARINA;65560658;b3S;S5;I;2;SAO PAULO;SP;43525;1670;0;101;0;0;0;1772;-20;0;0;0;-266;-285;1486;21;0;-532;-397;-4;0;0;-35;-947;539;0;539;0;0;539;0
COLUNA S.A. DTVM - PRUDENCIAL;1000083728;n2;S4;I;2;RIO DE JANEIRO;RJ;43525;0;0;1542;0;227;0;1768;0;0;0;0;0;0;1768;0;115;-475;-1495;-110;0;2;0;-1963;-195;10;-185;0;0;-185;0
ÓRAMA DTVM S.A. - PRUDENCIAL;1000084260;n2;S4;I;2;RIO DE JANEIRO;RJ;43525;0;0;1761;0;0;0;1761;0;0;0;0;0;0;1761;3363;0;-3627;-6696;-237;0;2;-107;-7302;-5541;32;-5508;0;0;-5508;0
F D GOLD DTVM LTDA - PRUDENCIAL;1000083993;n2;S4;I;2;SAO PAULO;SP;43525;0;0;1754;0;0;0;1754;0;0;0;0;0;0;1754;0;0;-466;-1792;-88;0;16;1;-2331;-577;0;-577;0;0;-577;0
ATRIA S.A. - CFI - PRUDENCIAL;1000083508;n1;S4;I;2;ARAUCARIA;PR;43525;1280;0;461;0;0;0;1742;0;0;0;0;-4603;-4603;-2861;0;19;-95;-274;-80;0;0;-9;-440;-3300;8;-3292;0;0;-3292;0
COOPERATIVA DE CRÉDITO RURAL ASCOOB ITAPICURU;3921543;b3S;S5;I;2;SANTALUZ;BA;43525;1517;0;224;0;0;0;1741;-392;-8;0;0;-632;-1032;709;60;371;-552;-686;1;0;4;-319;-1123;-414;-9;-423;0;0;-423;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE VERE - CRESOL VERE;3348165;b3S;S5;I;2;VERE;PR;43525;1339;0;387;0;0;0;1727;-254;-638;0;0;-128;-1020;707;196;113;-311;-133;-1;0;70;-176;-243;464;0;464;0;-44;420;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DO ESPÍRITO SANTO - CRESOL ESPÍRITO SANTO;7475376;b3S;S5;I;2;COLATINA;ES;43525;1613;0;112;0;0;0;1724;-183;-376;0;0;-1005;-1565;160;135;292;-844;-577;-5;0;23;-426;-1402;-1242;0;-1242;0;-31;-1273;0
BRX CC LTDA. - PRUDENCIAL;1000082413;n2;S4;I;2;RIO DE JANEIRO;RJ;43525;0;0;0;0;1719;0;1719;0;0;0;0;0;0;1719;130;0;-187;-1577;-96;0;15;0;-1716;4;0;4;-1;0;2;0
COOPERATIVA DE CRÉDITO DOS MILITARES E DA SEGURANÇA PÚBLICA NO DISTRITO FEDERAL LTDA. - SICOOB DFMIL;4649337;b3S;S5;I;2;BRASILIA;DF;43525;1572;0;126;0;0;0;1698;-174;-248;0;0;-415;-837;861;324;59;-433;-497;-12;0;1174;-41;573;1434;0;1434;-12;0;1422;-210
COOPERATIVA DE CRÉDITO DE RIO RUFINO - SICOOB CREDIUNIÃO;2448839;b3S;S5;I;2;RIO RUFINO;SC;43525;1468;0;227;0;0;0;1695;-319;-130;0;0;-637;-1086;608;90;101;-514;-413;-8;0;53;-55;-747;-138;1;-139;-5;0;-144;0
SICREDI PIAUÍ - COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DA SAÚDE DAS REGIÕES CENTRO E NORTE DO PIAUÍ;3128973;b3S;S5;I;2;TERESINA;PI;43525;1213;0;477;0;0;0;1690;-486;0;0;0;-12;-498;1191;84;82;-606;-412;-2;0;48;-260;-1065;126;0;126;-2;0;124;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE RIO CRIXÁS LTDA.;7108146;b3S;S5;I;2;CRIXAS;GO;43525;1522;0;148;0;0;15;1685;-129;-74;0;0;-103;-306;1379;86;117;-448;-341;-8;0;37;-36;-593;786;0;786;-13;0;773;0
BBVA BRASIL BI S.A. - PRUDENCIAL;1000081366;b2;S4;I;3;SAO PAULO;SP;43525;0;0;1681;0;0;0;1681;0;0;0;0;0;0;1681;0;0;-3383;-644;-69;0;58;0;-4039;-2358;0;-2358;0;0;-2358;0
LABOR CC - PRUDENCIAL;1000082073;n2;S5;I;2;RECIFE;PE;43525;0;0;0;0;1676;0;1676;0;0;0;0;0;0;1676;233;0;-777;-904;-132;0;802;0;-778;898;0;898;-353;0;545;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DA REGIÃO SUDESTE DE MINAS GERAIS LTDA. - SICOOB CREDISUCESSO;42887133;b3S;S5;I;2;BOM SUCESSO;MG;43525;1118;0;557;0;0;0;1676;-440;-38;0;0;-788;-1266;409;309;422;-922;-1021;-46;0;181;-113;-1190;-781;-1;-782;-10;0;-792;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE SARANDI-CRESOL SARANDI;5220243;b3S;S5;I;2;SARANDI;RS;43525;1547;0;121;0;0;1;1668;-373;-89;0;0;-536;-998;670;100;149;-514;-419;0;0;57;-532;-1159;-489;183;-306;0;0;-306;0
VISION S.A. CC - PRUDENCIAL;1000081892;n2;S4;I;2;SAO PAULO;SP;43525;0;0;30;0;1634;0;1664;0;0;0;0;-14;-14;1649;1156;0;-763;-2040;-189;0;3;0;-1834;-184;0;-184;0;0;-184;0
CREDITÁ S.A. CFI - PRUDENCIAL;1000083687;n1;S5;I;2;PORTO ALEGRE;RS;43525;1490;0;164;0;0;0;1654;-348;0;0;0;-30;-378;1276;0;18;-391;-313;-72;0;5;-24;-777;499;-8;491;-208;0;283;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE GETULIO VARGAS-CRESOL GETÚLIO VARGAS;5241145;b3S;S5;I;2;GETULIO VARGAS;RS;43525;1388;0;264;0;0;0;1652;-361;-281;0;0;-314;-956;696;212;32;-391;-248;0;0;0;-373;-768;-71;9;-62;1;0;-63;0
COOPERATIVA DE CRÉDITO RURAL DE OURO   SULCREDI/OURO;7853842;b3S;S5;I;2;OURO;SC;43525;1502;0;145;0;0;0;1647;-519;-40;0;0;0;-559;1087;18;10;-394;-351;0;0;259;-289;-747;341;64;404;-16;0;388;0
