Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Passivo Circulante e Exigível a Longo Prazo (h) = (e) + (f) + (g);Resultados de Exercícios Futuros (i);Patrimônio Líquido (j);Passivo Total (k) = (h) + (i) + (j)
BCO MUFG BRASIL S.A. - PRUDENCIAL;1000081713;b1;S3;I;3;SAO PAULO;SP;43525;105804;0;0;2002304;0;2108108;192061;0;0;0;0;0;0;4121780;6421950;575531;33976573;40974054;1401;1502176;42477631
BNP PARIBAS - PRUDENCIAL;1000080673;b1;S3;C;3;SAO PAULO;SP;43525;305898;0;8331;4156288;203651;4674169;1515186;0;415422;3632352;0;2141686;6189460;7643612;20022427;2987000;14161386;37170813;15577;4104809;41291199
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;S3;C;3;SAO PAULO;SP;43525;99649;0;0;827950;0;927599;6680075;0;0;454021;0;1205796;1659818;7150504;16417997;2260995;15556639;34235631;16994;3890610;38143235
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;43525;52706;0;0;83969;0;136675;647725;2195762;277404;150038;0;0;2623204;18604187;22011791;382368;8749600;31143759;1070;3296573;34441401
ABC-BRASIL - PRUDENCIAL;1000080312;b1;S3;C;3;SAO PAULO;SP;43525;238664;0;689257;4593595;0;5521517;619857;1193426;2660484;5258464;0;55286;9167660;7382766;22691800;907562;6393829;29993191;27187;3824362;33844741
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;S3;C;3;SAO PAULO;SP;43525;3900;0;0;264717;0;268617;22456;0;0;60164;0;0;60164;5018503;5369739;447416;23987370;29804525;310;1627704;31432539
ING - PRUDENCIAL;1000080501;b1;S3;C;3;SAO PAULO;SP;43525;780;0;76038;2363145;0;2439963;0;0;0;0;0;0;0;6965983;9405946;260019;19444600;29110566;8030;925452;30044048
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;S3;C;2;SAO PAULO;SP;43525;761944;0;401550;4534758;12503;5710755;1886688;884624;777917;10463032;20841;0;12146413;1673107;21416963;20792;4166810;25604565;97591;3407166;29109323
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;S3;C;3;SAO PAULO;SP;43525;0;0;0;562854;0;562854;5459339;0;0;0;0;3551912;3551912;1231940;10806045;6028569;8734068;25568681;0;3188244;28756925
PAN - PRUDENCIAL;1000080257;b1;S3;C;2;SAO PAULO;SP;43525;15583;0;7621278;10436455;0;18073316;195052;533828;5753;651986;0;0;1191567;0;19459935;118564;4895618;24474117;10;4154082;28628208
BANESTES - PRUDENCIAL;1000080147;b1;S3;C;1;VITORIA;ES;43525;854099;2883792;167612;7284962;8213;11198678;11099145;460082;143295;0;0;0;603377;193005;23094205;0;792353;23886558;3783;1523492;25413832
CCB - PRUDENCIAL;1000080295;b1;S3;C;3;SAO PAULO;SP;43525;91003;3152;138616;2225271;0;2458042;8084117;43907;635818;572489;55066;0;1307280;6483471;18332911;9555;3595638;21938104;13110;1583165;23534379
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;S3;I;1;BELEM;PA;43525;822058;572787;40864;1522761;1284921;4243391;99997;0;259813;0;0;0;259813;838563;5441764;0;12110771;17552535;0;1987202;19539737
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;S3;C;3;SAO PAULO;SP;43525;993540;0;473640;5774379;0;7241559;1965397;0;0;0;0;0;0;0;9206956;4399474;2848427;16454858;1230;2667520;19123608
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;n2;S4;I;2;RIO DE JANEIRO;RJ;43525;0;0;0;0;0;0;10309706;0;0;0;0;0;0;113333;10423039;329640;6369056;17121735;8;1297969;18419712
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;S3;C;3;SAO PAULO;SP;43525;6842;0;0;139900;0;146742;198319;0;0;0;0;0;0;4907165;5252226;360337;10530948;16143510;9631;1400836;17553977
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;S3;C;1;PORTO ALEGRE;RS;43525;0;0;0;0;0;0;0;0;0;0;0;0;0;13247864;13247864;0;1075230;14323094;7647;2740523;17071265
BMG - PRUDENCIAL;1000080178;b1;S3;C;2;SAO PAULO;SP;43525;41853;0;35917;9365148;22;9442940;20005;38966;77030;297691;49758;0;463445;540868;10467258;104991;3586648;14158898;0;2713732;16872630
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;S3;C;3;SAO PAULO;SP;43525;0;0;678428;4830992;0;5509420;0;0;0;2094971;0;0;2094971;2920661;10525052;0;3466032;13991085;168617;2682858;16842560
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;S3;C;3;SAO PAULO;SP;43525;0;0;3519;692861;0;696380;633552;0;0;0;0;7592;7592;3153076;4490600;8854937;1093777;14439315;0;1765751;16205066
BRB - PRUDENCIAL;1000080288;b1;S3;C;1;BRASILIA;DF;43525;696972;1850537;196018;7754264;4328;10502118;471630;190492;0;10237;0;0;200729;164844;11339321;0;2591454;13930775;79;1592098;15522952
ALFA - PRUDENCIAL;1000080570;b1;S3;C;2;SAO PAULO;SP;43525;20014;0;23068;64218;0;107300;1710278;0;721383;5931188;0;1717589;8370160;1455952;11643690;308950;447998;12400638;23827;2470514;14894979
STONE PAGAMENTOS - PRUDENCIAL;1000084686;n4;;I;2;SAO PAULO;SP;43525;0;0;0;0;375;375;0;0;0;0;0;0;0;0;375;0;11822281;11822656;0;2527603;14350259
PAGSEGURO;1000084813;n4;;I;2;SAO PAULO;SP;43525;0;0;0;0;1713515;1713515;0;0;0;0;0;0;0;0;1713515;0;4625783;6339298;11961;6511613;12862872
NU PAGAMENTOS - PRUDENCIAL;1000084693;n4;;I;2;SAO PAULO;SP;43709;0;0;0;0;3494885;3494885;0;0;0;0;0;63901;63901;100075;3658861;0;7823016;11481877;50186;1043448;12575511
GM - PRUDENCIAL;1000080848;b2;S3;C;3;SAO PAULO;SP;43525;0;0;1565942;3145893;0;4711835;0;0;0;1965725;0;0;1965725;0;6677561;0;3232077;9909637;171384;2350868;12431889
ORIGINAL - PRUDENCIAL;1000080903;b1;S3;C;2;SAO PAULO;SP;43525;186422;0;152308;4895692;0;5234422;30004;1297184;1525164;56661;0;498;2879507;21444;8165377;13396;518202;8696975;13831;2225599;10936404
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL E SUDESTE - CENTRAL SICREDI SUL/SUDESTE;87437687;b3C;S3;I;2;PORTO ALEGRE;RS;43525;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10327680;10327680;0;393920;10721599
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;S3;C;3;SAO PAULO;SP;43525;0;0;2679608;972169;0;3651776;0;0;0;632093;0;0;632093;3956028;8239897;0;574429;8814326;11517;1746186;10572029
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;S3;C;2;RIO DE JANEIRO;RJ;43525;122;0;0;0;0;122;0;0;0;0;0;0;0;0;122;0;3046535;3046657;0;7202910;10249567
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;S3;I;3;CURITIBA;PR;43525;0;0;0;675504;0;675504;83000;726108;27494;402995;0;0;1156597;6129470;8044571;15376;162011;8221959;202883;1299242;9724083
PINE - PRUDENCIAL;1000080374;b1;S3;C;2;SAO PAULO;SP;43525;99616;0;93338;5785994;0;5978948;347583;278418;150505;29141;0;0;458064;235457;7020051;1380353;203571;8603976;24700;830162;9458838
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;S3;C;2;BELO HORIZONTE;MG;43525;267968;196426;39540;6109729;0;6613663;46625;22708;168230;16808;0;0;207746;0;6868033;0;1623959;8491992;448;865014;9357454
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;S3;I;3;SAO PAULO;SP;43525;6698;0;225134;264;0;232097;277983;0;0;713566;0;0;713566;0;1223646;0;5374439;6598085;780;2365304;8964169
DEUTSCHE - PRUDENCIAL;1000080532;b1;S3;C;3;SAO PAULO;SP;43525;407377;0;3505;1281820;0;1692702;0;0;0;243609;0;0;243609;1311716;3248027;250047;3434555;6932629;4584;1608044;8545257
APE POUPEX - PRUDENCIAL;1000081184;n1;S3;I;2;BRASILIA;DF;43525;0;0;243706;0;929119;1172825;0;325666;0;0;0;0;325666;0;1498492;0;108833;1607325;0;6750738;8358063
JOHN DEERE - PRUDENCIAL;1000080343;b1;S3;C;3;INDAIATUBA;SP;43525;109017;0;140316;50743;0;300075;0;0;0;0;0;0;0;6759100;7059176;0;81049;7140224;4235;1175927;8320386
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;S3;I;1;BELEM;PA;43525;680283;979182;301135;3675142;0;5635742;338705;0;0;193883;0;0;193883;1078;6169408;0;323636;6493044;0;1283503;7776547
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;S4;I;3;SAO PAULO;SP;43525;0;0;723532;218617;0;942149;0;0;0;2272917;0;0;2272917;3014958;6230024;102013;558663;6890700;57731;793568;7742000
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;S4;I;2;FLORIANOPOLIS;SC;43525;85;0;0;1846750;707;1847542;0;0;0;0;0;0;0;33501;1881043;0;5142953;7023996;0;337844;7361840
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;S3;I;2;CURITIBA;PR;43525;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6975831;6975831;0;228806;7204637
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;S3;C;3;SAO PAULO;SP;43525;77436;0;4615;2128660;928;2211640;0;0;0;0;0;0;0;2229163;4440803;145544;1465020;6051367;3012;991619;7045998
PORTO SEGURO - PRUDENCIAL;1000080642;n1;S4;C;2;SAO PAULO;SP;43525;0;0;159501;0;0;159501;0;0;0;1373110;0;0;1373110;164226;1696837;0;4418117;6114954;0;876017;6990972
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;S3;C;2;SAO PAULO;SP;43525;70617;0;0;3826674;0;3897291;73498;136363;356093;1040;0;0;493495;248118;4712402;256345;745169;5713916;9380;1002157;6725453
BS2 - PRUDENCIAL;1000080422;b1;S4;C;2;BELO HORIZONTE;MG;43525;35434;0;151663;2112027;149;2299274;127993;78591;0;1367;0;0;79958;1961;2509185;0;3730016;6239201;3490;310797;6553488
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S4;I;2;BELO HORIZONTE;MG;43525;0;0;0;0;0;0;0;0;0;0;0;0;0;162380;162380;0;5750214;5912595;0;529771;6442366
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;S4;I;3;SAO PAULO;SP;43525;109;0;0;556444;0;556553;213102;0;0;0;0;0;0;3123653;3893308;720032;727154;5340494;36;1077155;6417685
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;S3;I;1;BELO HORIZONTE;MG;43525;418;0;38392;87183;0;125993;0;0;245395;84985;0;0;330379;3555659;4012032;661;610425;4623118;11499;1776546;6411163
HONDA - PRUDENCIAL;1000080611;b2;S4;C;3;SAO PAULO;SP;43525;0;0;2672226;27621;0;2699848;0;0;0;311477;0;0;311477;719625;3730949;21183;880158;4632290;22097;1653829;6308215
BOCOM - PRUDENCIAL;1000084624;b1;S4;C;3;SALVADOR;BA;43525;131264;0;2141;1126872;0;1260278;152777;78524;1435934;1397014;0;0;2911472;625921;4950448;71529;427516;5449493;10768;615828;6076089
INTER - PRUDENCIAL;1000080996;b1;S4;C;2;BELO HORIZONTE;MG;43525;847657;115158;0;1593597;0;2556412;96092;1762127;0;12593;0;12183;1786903;31248;4470655;0;534361;5005017;9042;948346;5962405
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;S4;I;3;PORTO ALEGRE;RS;43525;0;0;0;115686;0;115686;0;0;0;0;0;0;0;4482250;4597936;0;256041;4853978;110517;907579;5872074
SOFISA - PRUDENCIAL;1000080271;b1;S4;C;2;SAO PAULO;SP;43525;172832;0;32597;2942294;0;3147724;167830;225450;178845;1004605;24885;0;1433784;56923;4806261;0;357335;5163596;541;697493;5861631
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S4;I;2;BEBEDOURO;SP;43525;551779;0;0;1735719;22557;2310054;0;0;1001679;0;0;0;1001679;1469;3313201;0;908619;4221820;0;1545789;5767609
PARANÁ BANCO - PRUDENCIAL;1000080233;b1;S4;C;2;CURITIBA;PR;43525;5905;0;112597;1884896;0;2003399;60851;24958;0;1894206;0;0;1919164;4846;3988260;0;320173;4308432;0;1421234;5729666
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;S4;C;1;ARACAJU;SE;43525;687540;1381302;163150;2206530;1134;4439657;26816;49203;0;53926;0;0;103129;61330;4630932;0;620613;5251545;11455;456085;5719084
CREFISA S.A. CFI - PRUDENCIAL;1000083632;b1;S4;C;2;SAO PAULO;SP;43525;10074;0;0;1594;4664;16332;0;0;0;0;0;0;0;1381;17713;0;328933;346646;1010;5274243;5621900
BANCO FIDIS - PRUDENCIAL;1000081751;b2;S4;I;3;BETIM;MG;43525;0;0;710664;2077262;0;2787926;6493;939223;0;676493;0;0;1615716;0;4410135;1120;351654;4762910;1228;690294;5454431
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S5;I;2;BLUMENAU;SC;43525;556249;0;94539;2991155;31282;3673224;0;0;0;0;0;0;0;2525;3675749;0;341008;4016758;0;1410252;5427010
MIZUHO - PRUDENCIAL;1000080697;b1;S4;C;3;SAO PAULO;SP;43525;78987;0;57008;1553178;0;1689172;99221;0;0;0;0;0;0;1606956;3395349;60373;1240710;4696432;432;693201;5390064
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;S4;I;2;BELO HORIZONTE;MG;43525;0;0;0;3145;0;3145;0;0;0;0;0;0;0;0;3145;0;5097128;5100273;0;212252;5312525
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;S4;I;2;SAO PAULO;SP;43525;0;0;204272;0;0;204272;0;0;0;183141;0;1198254;1381395;0;1585667;0;1981876;3567544;0;829106;4396649
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;S4;I;3;SAO PAULO;SP;43525;3251;0;0;57772;0;61023;0;318249;117330;0;0;0;435579;1186932;1683535;118281;2010492;3812308;0;537294;4349601
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;S4;I;2;RIBEIRAO PRETO;SP;43525;0;0;0;3769716;0;3769716;0;0;0;0;0;0;0;0;3769716;0;191945;3961661;0;257160;4218821
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO NORTE DO BRASIL - CENTRAL SICREDI CENTRO NORTE;33667205;b3C;S4;I;2;CUIABA;MT;43525;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3896407;3896407;0;122540;4018947
COOPERATIVA CENTRAL DE CRÉDITO - AILOS;5463212;b3C;S4;I;2;BLUMENAU;SC;43525;0;0;0;0;0;0;0;0;0;0;0;0;0;173528;173528;0;3426282;3599810;0;324107;3923917
VOLVO - PRUDENCIAL;1000080769;b2;S4;C;3;CURITIBA;PR;43525;0;0;0;4240;0;4240;0;0;0;0;0;0;0;2425678;2429918;0;125696;2555614;11485;1004933;3572033
SOCOPA - PRUDENCIAL;1000080381;b1;S4;C;2;SAO PAULO;SP;43525;133563;0;12007;717889;26534;889994;1367666;18615;76332;1025;0;0;95972;43435;2397067;0;878673;3275740;0;244435;3520175
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S4;I;2;SERTAOZINHO;SP;43525;263698;0;0;1239654;6519;1509871;0;0;551642;0;0;0;551642;2660;2064174;0;906437;2970611;0;498801;3469412
PERNAMBUCANAS - PRUDENCIAL;1000080305;n1;S4;I;2;SAO PAULO;SP;43525;0;0;0;0;5;5;0;0;0;0;0;857249;857249;0;857254;0;1974369;2831623;0;606867;3438490
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;S4;I;2;FRANCISCO BELTRAO;PR;43525;0;0;177977;0;0;177977;0;0;0;0;0;0;0;2157972;2335949;0;819422;3155371;0;124019;3279390
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;S4;C;2;SAO PAULO;SP;43525;73853;0;88008;1411542;0;1573403;32506;199338;8461;246460;0;0;454259;534432;2594600;101;127678;2722379;904;518078;3241361
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;32428294;b3C;S4;I;2;VITORIA;ES;43525;0;0;0;10500;0;10500;0;0;0;0;0;0;0;202195;212695;0;2879432;3092127;0;136797;3228924
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;S4;I;2;MARINGA;PR;43525;387332;0;115674;1303746;10813;1817565;0;0;0;0;0;0;0;3999;1821564;0;963698;2785262;0;393581;3178843
STANDARD CHARTERED BI S.A. - PRUDENCIAL;1000081373;b2;S4;I;3;SAO PAULO;SP;43525;0;0;0;1380238;0;1380238;0;0;0;0;0;0;0;731935;2112173;96469;614539;2823180;0;307580;3130761
CENTRAL SICOOB UNI DE COOPERATIVAS DE CRÉDITO;4243780;b3C;S4;I;2;GOIANIA;GO;43525;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3008685;3008685;0;110762;3119447
MÁXIMA - PRUDENCIAL;1000080367;b1;S4;C;2;RIO DE JANEIRO;RJ;43525;23287;0;0;2009753;80;2033119;174856;329644;84000;0;0;0;413644;0;2621620;8955;312242;2942816;0;163498;3106314
OMNI - PRUDENCIAL;1000080460;b1;S4;C;2;SAO PAULO;SP;43525;58779;0;0;1762301;4834;1825915;800;0;0;151076;0;403677;554752;0;2381466;0;422336;2803802;1296;296958;3102056
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;S4;C;2;RIO DE JANEIRO;RJ;43525;152870;0;0;1190852;0;1343722;588890;53058;0;0;0;0;53058;0;1985670;6526;618744;2610941;0;345344;2956285
SCANIA - PRUDENCIAL;1000080776;b2;S4;C;3;SAO BERNARDO DO CAMPO;SP;43525;0;0;44808;433473;0;478281;0;0;0;0;0;0;0;1837705;2315987;0;256844;2572831;1560;366679;2941070
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;S4;I;1;PORTO ALEGRE;RS;43525;0;0;0;0;0;0;0;0;0;0;0;0;0;2053938;2053938;0;144842;2198780;29;712601;2911410
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;S4;I;3;RIO DE JANEIRO;RJ;43525;0;0;0;2116424;0;2116424;0;0;0;0;0;0;0;0;2116424;0;248063;2364487;0;521147;2885634
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICRED'S DE SANTA CATARINA E DO PARANÁ LTDA - UNICRED CENTRAL SC/PR;543968;b3C;S4;I;2;FLORIANOPOLIS;SC;43525;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2752455;2752455;0;121054;2873509
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE/NORDESTE - CENTRAL SICREDI NORTE/NORDESTE;70119680;b3C;S4;I;2;CABEDELO;PB;43525;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2619952;2619952;0;167077;2787029
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;S4;I;2;LUCAS DO RIO VERDE;MT;43525;474551;0;18218;776626;5227;1274622;0;0;0;0;0;0;0;41277;1315899;0;810669;2126568;0;619441;2746009
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;43525;337447;0;115794;1282335;4826;1740401;0;0;0;0;0;0;0;5569;1745971;0;593897;2339867;0;400226;2740093
BCO ABN AMRO S.A. - PRUDENCIAL;1000081579;b1;S4;I;3;SAO PAULO;SP;43525;494;0;0;50742;0;51236;17803;0;213728;352880;0;0;566608;776531;1412177;311;705438;2117926;11764;605454;2735144
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;S4;C;2;UBERLANDIA;MG;43525;202560;0;93527;718915;24854;1039856;1192;81777;0;419836;0;0;501613;128119;1670779;0;558263;2229043;1292;476259;2706593
RENDIMENTO - PRUDENCIAL;1000080659;b1;S4;C;2;SAO PAULO;SP;43525;85662;0;2012;1240268;157306;1485247;0;63105;15286;0;0;0;78391;117031;1680670;765;703892;2385327;386;315097;2700811
RODOBENS - PRUDENCIAL;1000080855;b1;S4;C;2;SAO PAULO;SP;43525;14327;0;18780;250776;0;283882;0;206718;0;249616;0;0;456333;205102;945317;18988;488487;1452792;2616;1160139;2615547
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E PROFISSIONAIS DA AREA DE SAUDE DO BRASIL LTDA.;42898825;b3S;S5;I;2;BELO HORIZONTE;MG;43525;319218;0;0;1769845;32886;2121949;0;0;35679;0;0;0;35679;0;2157628;0;51685;2209313;0;387049;2596362
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;S4;I;2;NOVA PETROPOLIS;RS;43525;290722;0;17156;1586602;13621;1908101;0;0;0;0;0;0;0;0;1908101;0;260158;2168259;0;411268;2579527
MERCADOPAGO.COM - PRUDENCIAL;1000084820;n4;;I;2;OSASCO;SP;43525;0;0;0;0;1487245;1487245;0;0;0;0;0;0;0;0;1487245;0;870465;2357710;0;204844;2562554
HAITONG - PRUDENCIAL;1000080666;b2;S3;C;3;SAO PAULO;SP;43525;0;0;20088;304354;0;324442;331794;0;0;728842;0;409;729251;200412;1585900;174032;242735;2002667;816;506497;2509980
