Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j)
CIELO - PRUDENCIAL;1000084710;n4;;C;2;BARUERI;SP;43525;490079;206524;2973132;0;0;0;0;0;0;0;0;3893757;63546980;11511667;82622140;0;82622140
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;43525;700611;15016844;28420298;6590962;-57648;6533314;4703;75796;18342;-906;97935;24305704;2827396;283165;78185268;18342;78166925
BANRISUL - PRUDENCIAL;1000080154;b1;S2;C;1;PORTO ALEGRE;RS;43525;777781;5979151;18960203;31278409;-2464832;28813577;167;77766;46835;-2127;122641;6589421;15267762;1459738;77970273;46835;77923438
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;S3;C;3;SAO PAULO;SP;43525;128780;24660509;19828465;1286963;-1269;1285694;0;0;0;0;0;18044458;6952;102084;64056942;0;64056942
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;S2;I;1;FORTALEZA;CE;43525;99128;8212642;37745061;9388577;-585180;8803397;0;0;0;0;0;4099853;620490;190944;59771516;0;59771516
BANCOOB - PRUDENCIAL;1000080879;b1;S3;C;2;BRASILIA;DF;43525;25811;17288310;11725669;4590290;-51816;4538474;0;0;0;0;0;3623461;13312119;183082;50696926;0;50696926
SICREDI - PRUDENCIAL;1000080745;b1;S3;C;2;PORTO ALEGRE;RS;43525;55884;15499769;4131574;10616598;-1494;10615105;0;0;0;0;0;2193509;16833998;129771;49459609;0;49459609
BCO MUFG BRASIL S.A. - PRUDENCIAL;1000081713;b1;S3;I;3;SAO PAULO;SP;43525;20302;3374056;3055753;1230841;-2357;1228485;0;0;0;0;0;34727440;13172;58423;42477631;0;42477631
BNP PARIBAS - PRUDENCIAL;1000080673;b1;S3;C;3;SAO PAULO;SP;43525;18768;4757742;7335588;11683072;-506697;11176376;0;0;0;0;0;17655103;179071;168552;41291199;0;41291199
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;S3;C;3;SAO PAULO;SP;43525;1153869;15203918;7936265;3342287;-167426;3174861;0;0;0;0;0;10545987;3754;124582;38143235;0;38143235
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;43525;143009;2945030;2842817;19028193;-630236;18397958;0;0;0;0;0;10038664;49838;24085;34441401;0;34441401
ABC-BRASIL - PRUDENCIAL;1000080312;b1;S3;C;3;SAO PAULO;SP;43525;111496;7931281;8253642;11579116;-226199;11352916;0;0;0;0;0;5756434;385328;53643;33844741;0;33844741
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;S3;C;3;SAO PAULO;SP;43525;3453;3927846;1489782;1042049;0;1042049;0;0;0;0;0;24945034;1977;22400;31432539;0;31432539
ING - PRUDENCIAL;1000080501;b1;S3;C;3;SAO PAULO;SP;43525;3485;5911553;1259641;938309;-2025;936284;0;0;0;0;0;21922435;1603;9048;30044048;0;30044048
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;S3;C;2;SAO PAULO;SP;43525;161197;4899234;1828308;13904262;-992163;12912098;9392;916607;124230;-16712;1033517;7285127;194377;919693;29233553;124230;29109323
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;S3;C;3;SAO PAULO;SP;43525;288492;10060204;10664831;1624505;0;1624505;0;0;0;0;0;6100998;197;17699;28756925;0;28756925
PAN - PRUDENCIAL;1000080257;b1;S3;C;2;SAO PAULO;SP;43525;6936;279004;1528490;20653013;-1241344;19411669;2;133;132;-3;263;6343956;467070;590953;28628340;132;28628208
BANESTES - PRUDENCIAL;1000080147;b1;S3;C;1;VITORIA;ES;43525;216974;11025374;8800969;3676412;-255220;3421192;8;11702;4770;-35;16444;817592;855239;264817;25418602;4770;25413832
CCB - PRUDENCIAL;1000080295;b1;S3;C;3;SAO PAULO;SP;43525;49746;3923553;9650237;6948510;-371364;6577146;0;61948;23952;-9545;76355;2935205;286787;59301;23558331;23952;23534379
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;S3;I;1;BELEM;PA;43525;49549;2594327;12009563;3041276;-333052;2708224;0;0;0;0;0;1622172;214127;341776;19539737;0;19539737
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;S3;C;3;SAO PAULO;SP;43525;723710;6833621;7745123;820303;-67;820235;0;0;0;0;0;2750662;187099;63157;19123608;0;19123608
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;n2;S4;I;2;RIO DE JANEIRO;RJ;43525;7624;11268395;5016464;0;0;0;0;0;0;0;0;1566179;66171;494879;18419712;0;18419712
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;S3;C;3;SAO PAULO;SP;43525;44287;4194248;831118;864002;-2617;861385;547;557996;29468;-24078;563933;11082021;2719;3734;17583445;29468;17553977
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;S3;C;1;PORTO ALEGRE;RS;43525;35;743939;2490694;13497196;-334474;13162721;0;0;0;0;0;559593;58495;55787;17071265;0;17071265
BMG - PRUDENCIAL;1000080178;b1;S3;C;2;SAO PAULO;SP;43525;76153;125850;2825302;9510275;-519483;8990792;0;0;0;0;0;3850702;306074;697757;16872630;0;16872630
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;S3;C;3;SAO PAULO;SP;43525;4365;697256;135698;14229679;-591671;13638008;6418;216297;30591;-3564;249742;2097617;30670;19794;16873151;30591;16842560
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;S3;C;3;SAO PAULO;SP;43525;2345;2269357;12542627;362446;0;362446;0;0;0;0;0;1007816;1416;19058;16205066;0;16205066
BRB - PRUDENCIAL;1000080288;b1;S3;C;1;BRASILIA;DF;43525;148216;1034620;3079472;8732978;-434458;8298520;0;0;0;0;0;1865751;794531;301843;15522952;0;15522952
ALFA - PRUDENCIAL;1000080570;b1;S3;C;2;SAO PAULO;SP;43525;2060;798962;5136633;6661998;-91898;6570100;1826;392142;115156;-9827;499298;1324713;323089;355280;15010136;115156;14894979
STONE PAGAMENTOS - PRUDENCIAL;1000084686;n4;;I;2;SAO PAULO;SP;43525;4017;9865;1028274;0;0;0;0;0;0;0;0;317571;10496789;2493742;14350259;0;14350259
PAGSEGURO;1000084813;n4;;I;2;SAO PAULO;SP;43525;19815;0;2357120;0;0;0;0;0;0;0;0;438742;8754405;1292789;12862872;0;12862872
NU PAGAMENTOS - PRUDENCIAL;1000084693;n4;;I;2;SAO PAULO;SP;43709;411003;1760629;3189034;11042;-55;10987;0;0;0;0;0;7159240;16119;28499;12575511;0;12575511
GM - PRUDENCIAL;1000080848;b2;S3;C;3;SAO PAULO;SP;43525;6602;351554;167626;9477406;-239090;9238316;780;48743;268;-388;49403;2471180;11056;136420;12432157;268;12431889
ORIGINAL - PRUDENCIAL;1000080903;b1;S3;C;2;SAO PAULO;SP;43525;47151;1070855;2491814;3575663;-183744;3391920;0;0;0;0;0;3158033;107982;668649;10936404;0;10936404
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL E SUDESTE - CENTRAL SICREDI SUL/SUDESTE;87437687;b3C;S3;I;2;PORTO ALEGRE;RS;43525;0;273740;10088760;0;0;0;0;0;0;0;0;241440;90;117570;10721599;0;10721599
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;S3;C;3;SAO PAULO;SP;43525;22367;50945;654;9092400;-365110;8727291;1328;199275;8702;-8711;200594;1547760;22220;8900;10580731;8702;10572029
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;S3;C;2;RIO DE JANEIRO;RJ;43525;516;1401049;8318905;0;0;0;0;0;0;0;0;187906;5;341186;10249567;0;10249567
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;S3;I;3;CURITIBA;PR;43525;40400;586658;30;8916068;-281724;8634343;200;12100;5281;-422;17160;400311;26663;23799;9729365;5281;9724083
PINE - PRUDENCIAL;1000080374;b1;S3;C;2;SAO PAULO;SP;43525;120942;621144;3895496;2797850;-348279;2449571;0;0;0;0;0;1713522;516320;141842;9458838;0;9458838
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;S3;C;2;BELO HORIZONTE;MG;43525;574044;1143772;1189053;5303242;-657024;4646218;0;0;0;0;0;1110259;421957;272152;9357454;0;9357454
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;S3;I;3;SAO PAULO;SP;43525;3653;0;280815;2849704;-795161;2054543;0;0;0;0;0;5721403;37358;866396;8964169;0;8964169
DEUTSCHE - PRUDENCIAL;1000080532;b1;S3;C;3;SAO PAULO;SP;43525;240015;2104433;912234;849223;-4367;844856;0;0;0;0;0;4433001;2473;8245;8545257;0;8545257
APE POUPEX - PRUDENCIAL;1000081184;n1;S3;I;2;BRASILIA;DF;43525;16;3682583;924196;1636568;-109055;1527513;0;0;0;0;0;69895;2118812;35048;8358063;0;8358063
JOHN DEERE - PRUDENCIAL;1000080343;b1;S3;C;3;INDAIATUBA;SP;43525;10263;64510;0;8330072;-349920;7980151;0;0;0;0;0;221508;33036;10917;8320386;0;8320386
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;S3;I;1;BELEM;PA;43525;188553;1268801;876816;4301367;-134045;4167322;0;0;0;0;0;603635;475436;195985;7776547;0;7776547
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;S4;I;3;SAO PAULO;SP;43525;10869;773122;220492;6336338;-82137;6254201;439;81349;24594;-781;105601;362036;30466;9805;7766594;24594;7742000
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;S4;I;2;FLORIANOPOLIS;SC;43525;7;5073742;1313121;107775;-2021;105753;0;0;0;0;0;16066;633721;219431;7361840;0;7361840
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;S3;I;2;CURITIBA;PR;43525;0;470288;6471773;35629;0;35629;0;0;0;0;0;164209;88;62649;7204637;0;7204637
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;S3;C;3;SAO PAULO;SP;43525;36153;3450427;1616180;1028884;-1219;1027665;0;0;0;0;0;709367;197083;9123;7045998;0;7045998
PORTO SEGURO - PRUDENCIAL;1000080642;n1;S4;C;2;SAO PAULO;SP;43525;29490;0;741385;2278293;-354583;1923710;0;0;0;0;0;4277166;10156;9065;6990972;0;6990972
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;S3;C;2;SAO PAULO;SP;43525;129052;155307;1858647;2055744;-137457;1918286;0;0;0;0;0;2409567;233999;20595;6725453;0;6725453
BS2 - PRUDENCIAL;1000080422;b1;S4;C;2;BELO HORIZONTE;MG;43525;76554;624815;1132036;312762;-15322;297440;0;0;0;0;0;611280;3706628;104734;6553488;0;6553488
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S4;I;2;BELO HORIZONTE;MG;43525;22;4169399;1657807;85773;-1747;84026;0;0;0;0;0;27153;121029;382929;6442366;0;6442366
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;S4;I;3;SAO PAULO;SP;43525;7726;3197855;755910;1361409;-79;1361330;0;0;0;0;0;1088071;1079;5714;6417685;0;6417685
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;S3;I;1;BELO HORIZONTE;MG;43525;7772;264857;986227;4882698;-521957;4360741;0;0;0;0;0;705557;53874;32135;6411163;0;6411163
HONDA - PRUDENCIAL;1000080611;b2;S4;C;3;SAO PAULO;SP;43525;5883;291022;1365728;4416680;-259189;4157492;0;483;483;0;966;449609;5071;32928;6308698;483;6308215
BOCOM - PRUDENCIAL;1000084624;b1;S4;C;3;SALVADOR;BA;43525;113995;510792;1456420;3376128;-42544;3333584;0;0;0;0;0;589503;51785;20009;6076089;0;6076089
INTER - PRUDENCIAL;1000080996;b1;S4;C;2;BELO HORIZONTE;MG;43525;17783;1658777;359086;3179193;-92651;3086542;0;0;0;0;0;496664;274277;69274;5962405;0;5962405
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;S4;I;3;PORTO ALEGRE;RS;43525;244;288668;0;4933100;-138625;4794476;999;468835;154065;-2660;621240;297117;11701;12693;6026139;154065;5872074
SOFISA - PRUDENCIAL;1000080271;b1;S4;C;2;SAO PAULO;SP;43525;23740;93605;1947209;2823000;-45392;2777608;0;0;0;0;0;711843;225764;81861;5861631;0;5861631
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S4;I;2;BEBEDOURO;SP;43525;15599;1003139;1543558;2993240;-168914;2824326;0;0;0;0;0;149766;15093;216128;5767609;0;5767609
PARANÁ BANCO - PRUDENCIAL;1000080233;b1;S4;C;2;CURITIBA;PR;43525;224;1484397;238648;3400136;-177755;3222381;0;0;0;0;0;270357;4865;508794;5729666;0;5729666
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;S4;C;1;ARACAJU;SE;43525;100599;1220777;1139389;2169658;-75780;2093878;0;0;0;0;0;649968;413574;100899;5719084;0;5719084
CREFISA S.A. CFI - PRUDENCIAL;1000083632;b1;S4;C;2;SAO PAULO;SP;43525;1799;1521891;1989435;2139108;-576070;1563038;0;0;0;0;0;486453;11812;47471;5621900;0;5621900
BANCO FIDIS - PRUDENCIAL;1000081751;b2;S4;I;3;BETIM;MG;43525;1159;241600;948;3835410;-43875;3791535;0;0;0;0;0;1409812;2395;6983;5454431;0;5454431
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S5;I;2;BLUMENAU;SC;43525;20794;0;0;2789902;-179429;2610473;0;0;0;0;0;26817;2487869;281056;5427010;0;5427010
MIZUHO - PRUDENCIAL;1000080697;b1;S4;C;3;SAO PAULO;SP;43525;14903;1236882;1787355;604659;-1461;603198;0;0;0;0;0;1706914;33774;7039;5390064;0;5390064
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;S4;I;2;BELO HORIZONTE;MG;43525;173;3285846;1681331;179075;-1324;177751;0;0;0;0;0;5403;145;161876;5312525;0;5312525
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;S4;I;2;SAO PAULO;SP;43525;1333;417108;401075;2429795;-871624;1558171;0;0;0;0;0;1985893;0;33069;4396649;0;4396649
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;S4;I;3;SAO PAULO;SP;43525;34091;241039;424334;1045515;-96046;949470;0;0;0;0;0;2700202;181;285;4349601;0;4349601
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;S4;I;2;RIBEIRAO PRETO;SP;43525;24;3666089;333690;0;0;0;0;0;0;0;0;1069;9855;208094;4218821;0;4218821
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO NORTE DO BRASIL - CENTRAL SICREDI CENTRO NORTE;33667205;b3C;S4;I;2;CUIABA;MT;43525;88;209289;3688372;0;0;0;0;0;0;0;0;72572;85;48540;4018947;0;4018947
COOPERATIVA CENTRAL DE CRÉDITO - AILOS;5463212;b3C;S4;I;2;BLUMENAU;SC;43525;131;1134093;2405003;56945;-547;56398;0;0;0;0;0;30282;259591;38419;3923917;0;3923917
VOLVO - PRUDENCIAL;1000080769;b2;S4;C;3;CURITIBA;PR;43525;4312;10547;29264;3420320;-84877;3335443;1775;58752;679;-158;61049;108529;7015;16554;3572712;679;3572033
SOCOPA - PRUDENCIAL;1000080381;b1;S4;C;2;SAO PAULO;SP;43525;461251;1307179;547671;528108;-12016;516092;0;0;0;0;0;648740;27678;11565;3520175;0;3520175
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S4;I;2;SERTAOZINHO;SP;43525;8586;142496;630151;2272195;-108552;2163642;0;0;0;0;0;318751;114613;91173;3469412;0;3469412
PERNAMBUCANAS - PRUDENCIAL;1000080305;n1;S4;I;2;SAO PAULO;SP;43525;43730;351374;195286;1422629;-445673;976957;0;0;0;0;0;1797894;6417;66831;3438490;0;3438490
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;S4;I;2;FRANCISCO BELTRAO;PR;43525;23;29482;790072;3198;-1293;1905;0;0;0;0;0;1844;2409314;46749;3279390;0;3279390
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;S4;C;2;SAO PAULO;SP;43525;8641;484648;178344;1453249;-32260;1420990;0;0;0;0;0;922505;194078;32156;3241361;0;3241361
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;32428294;b3C;S4;I;2;VITORIA;ES;43525;62;1949113;947247;42750;-184;42566;0;0;0;0;0;2844;201696;85396;3228924;0;3228924
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;S4;I;2;MARINGA;PR;43525;39719;8002;0;2083982;-93615;1990367;0;0;0;0;0;140071;845733;154950;3178843;0;3178843
STANDARD CHARTERED BI S.A. - PRUDENCIAL;1000081373;b2;S4;I;3;SAO PAULO;SP;43525;5154;1773288;698600;0;0;0;0;0;0;0;0;649978;250;3490;3130761;0;3130761
CENTRAL SICOOB UNI DE COOPERATIVAS DE CRÉDITO;4243780;b3C;S4;I;2;GOIANIA;GO;43525;425;2813968;226884;35926;-379;35546;0;0;0;0;0;3314;222;39088;3119447;0;3119447
MÁXIMA - PRUDENCIAL;1000080367;b1;S4;C;2;RIO DE JANEIRO;RJ;43525;121930;14614;1295490;694600;-28745;665855;0;0;0;0;0;663637;286957;57832;3106314;0;3106314
OMNI - PRUDENCIAL;1000080460;b1;S4;C;2;SAO PAULO;SP;43525;1524;352497;121230;2412548;-427912;1984637;120;51337;23810;-1212;74055;554594;19985;17345;3125866;23810;3102056
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;S4;C;2;RIO DE JANEIRO;RJ;43525;70165;515740;1294381;312487;-2393;310094;0;0;0;0;0;360126;307527;98252;2956285;0;2956285
SCANIA - PRUDENCIAL;1000080776;b2;S4;C;3;SAO BERNARDO DO CAMPO;SP;43525;3073;14902;61197;2635482;-27071;2608410;42;43977;640;-216;44443;204992;897;3794;2941710;640;2941070
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;S4;I;1;PORTO ALEGRE;RS;43525;393;0;689021;2163002;-255470;1907533;0;0;0;0;0;286214;339;27911;2911410;0;2911410
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;S4;I;3;RIO DE JANEIRO;RJ;43525;22567;257845;0;277102;-44169;232933;21424;1693975;0;-28877;1686522;618820;66946;0;2885634;0;2885634
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICRED'S DE SANTA CATARINA E DO PARANÁ LTDA - UNICRED CENTRAL SC/PR;543968;b3C;S4;I;2;FLORIANOPOLIS;SC;43525;66;27470;2704677;0;0;0;0;0;0;0;0;971;126246;14079;2873509;0;2873509
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE/NORDESTE - CENTRAL SICREDI NORTE/NORDESTE;70119680;b3C;S4;I;2;CABEDELO;PB;43525;92;9303;2674411;80043;-754;79289;0;0;0;0;0;15105;264;8565;2787029;0;2787029
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;S4;I;2;LUCAS DO RIO VERDE;MT;43525;8912;22599;0;1830051;-116309;1713742;0;0;0;0;0;104522;790783;105450;2746009;0;2746009
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;43525;34125;1808;0;1759003;-69613;1689390;0;0;0;0;0;99761;765995;149015;2740093;0;2740093
BCO ABN AMRO S.A. - PRUDENCIAL;1000081579;b1;S4;I;3;SAO PAULO;SP;43525;12199;659500;554718;516599;-722;515877;0;0;0;0;0;989705;295;2851;2735144;0;2735144
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;S4;C;2;UBERLANDIA;MG;43525;1029;462066;170510;1446895;-146090;1300805;0;0;0;0;0;546150;90833;135201;2706593;0;2706593
RENDIMENTO - PRUDENCIAL;1000080659;b1;S4;C;2;SAO PAULO;SP;43525;314436;881832;100832;644654;-16863;627791;0;0;0;0;0;510155;243164;22600;2700811;0;2700811
RODOBENS - PRUDENCIAL;1000080855;b1;S4;C;2;SAO PAULO;SP;43525;5470;132558;483186;802920;-48157;754763;2805;236679;2163;-2476;239171;485370;204562;312630;2617710;2163;2615547
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E PROFISSIONAIS DA AREA DE SAUDE DO BRASIL LTDA.;42898825;b3S;S5;I;2;BELO HORIZONTE;MG;43525;9779;1062;0;1014341;-34567;979774;0;0;0;0;0;28290;1531644;45813;2596362;0;2596362
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;S4;I;2;NOVA PETROPOLIS;RS;43525;19285;165532;322939;1071241;-51589;1019652;0;0;0;0;0;78036;884163;89921;2579527;0;2579527
MERCADOPAGO.COM - PRUDENCIAL;1000084820;n4;;I;2;OSASCO;SP;43525;42292;0;1865100;0;0;0;0;0;0;0;0;305923;221092;128148;2562554;0;2562554
HAITONG - PRUDENCIAL;1000080666;b2;S3;C;3;SAO PAULO;SP;43525;54771;218848;1550035;225879;-10486;215393;0;0;0;0;0;442868;6967;21099;2509980;0;2509980
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;S5;I;2;GOIANIA;GO;43525;17897;311;0;1425166;-74943;1350224;0;0;0;0;0;27914;1027982;74867;2499193;0;2499193
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;S4;I;2;CAMPO MOURAO;PR;43525;3038;635030;642115;1194179;-34625;1159554;0;0;0;0;0;2770;4347;1701;2448555;0;2448555
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;S4;I;2;LONDRINA;PR;43525;9534;53999;629268;773785;-36439;737346;0;0;0;0;0;83496;900993;33203;2447840;0;2447840
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;S4;I;2;PALOTINA;PR;43525;21230;3560;0;1459029;-66999;1392030;0;0;0;0;0;65821;807995;112648;2403285;0;2403285
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;S5;I;2;BRASILIA;DF;43525;71;115833;526178;1626367;-93996;1532371;0;0;0;0;0;33760;138487;8455;2355153;0;2355153
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;S4;C;3;SAO PAULO;SP;43525;245;0;883;2200069;-49935;2150134;504;51299;118;-277;51644;98219;38157;9361;2348642;118;2348524
AGIBANK - PRUDENCIAL;1000083694;b1;S4;C;2;PORTO ALEGRE;RS;43525;1541;599059;171192;1686622;-499180;1187443;0;0;0;0;0;238255;13893;94053;2305436;0;2305436
INDUSVAL - PRUDENCIAL;1000080415;b1;S4;C;2;SAO PAULO;SP;43525;4761;536236;592479;228614;-142172;86442;0;0;0;0;0;752437;212850;53709;2238914;0;2238914
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;S5;I;2;CHAPECO;SC;43525;20772;80479;120479;1340684;-116617;1224067;0;0;0;0;0;58224;598756;73740;2176518;0;2176518
