Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Passivo Circulante e Exigível a Longo Prazo (h) = (e) + (f) + (g);Resultados de Exercícios Futuros (i);Patrimônio Líquido (j);Passivo Total (k) = (h) + (i) + (j)
SICREDI - PRUDENCIAL;1000080745;b1;;C;2;PORTO ALEGRE;RS;41791;54981;4035570;6581744;99166;0;10771460;9032902;0;50001;0;0;0;50001;4928883;24783245;233;507280;25290759;0;1030620;26321379
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;;C;3;SAO PAULO;SP;41791;0;0;1938145;2795237;0;4733382;0;0;0;1631228;0;0;1631228;11723671;18088282;180978;5125291;23394550;195515;2345158;25935224
PAN;1000080257;b1;;C;2;SAO PAULO;SP;41791;129462;0;8431308;2920131;0;11480902;689782;1406839;847576;1957760;652941;0;4865116;324717;17360517;62839;3177218;20600574;1977;2171654;22774206
BMG - PRUDENCIAL;1000080178;b1;;C;2;SAO PAULO;SP;41791;62520;0;1906281;6135754;0;8104556;340001;49954;99445;910787;1224420;0;2284606;83947;10813109;326424;7426194;18565727;0;3463289;22029016
BANCOOB - PRUDENCIAL;1000080879;b1;;C;2;BRASILIA;DF;41791;23362;2236982;13713887;69631;0;16043861;1626596;0;4876;0;0;0;4876;1510587;19185920;0;1870514;21056434;5;663669;21720109
BNP PARIBAS - PRUDENCIAL;1000080673;b1;;C;3;SAO PAULO;SP;41791;152918;0;314873;3847919;72676;4388386;1179984;0;0;1951573;0;0;1951573;1978772;9498714;748611;6810356;17057681;21604;2779268;19858553
ABC-BRASIL - PRUDENCIAL;1000080312;b1;;C;3;SAO PAULO;SP;41791;42664;0;354071;4099868;0;4496603;126491;388753;1417181;2231432;236651;958;4274975;4416782;13314851;168226;2693864;16176941;27871;2031400;18236212
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;;I;2;SAO PAULO;SP;41791;283504;0;261891;3296558;6220;3848173;899178;312860;256595;2688356;2455317;0;5713128;1623055;12083534;49683;1499927;13633145;11413;2502588;16147146
CCB - PRUDENCIAL;1000080295;b1;;C;2;SAO PAULO;SP;41791;222326;14169;300368;6812322;0;7349185;90997;190457;346718;168626;888807;23352;1617960;2162413;11220555;1380;2251321;13473256;26752;1739250;15239259
BANESTES - PRUDENCIAL;1000080147;b1;;C;1;VITORIA;ES;41791;1263357;2390574;190979;4375586;0;8220495;3910195;128601;0;168076;0;0;296677;594808;13022176;0;769963;13792139;1553;1016043;14809735
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;;I;3;SAO PAULO;SP;41791;155959;0;123848;126038;0;405845;331665;0;2457415;0;0;0;2457415;8205240;11400165;43875;2012732;13456771;0;1248861;14705632
GMAC - PRUDENCIAL;1000080848;b2;;C;3;SAO PAULO;SP;41791;0;0;2858577;1174990;0;4033568;0;0;0;644093;0;0;644093;0;4677661;0;6950364;11628025;385543;1474305;13487874
ALFA - PRUDENCIAL;1000080570;b1;;C;2;SAO PAULO;SP;41791;24216;0;278895;81849;0;384961;2005000;25840;311922;5587573;0;1113804;7039140;1317608;10746709;100767;461285;11308761;27936;2076319;13413016
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;;C;2;BELO HORIZONTE;MG;41791;595110;296300;96845;7115677;0;8103932;941432;8567;142845;246697;41642;0;439751;68433;9553548;16133;2946205;12515886;983;803501;13320369
BRB - PRUDENCIAL;1000080288;b1;;C;1;BRASILIA;DF;41791;761882;1602438;158330;5719769;7026;8249444;381027;106364;0;232603;0;83;339049;246341;9215861;0;1964849;11180710;155;1225087;12405952
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;;I;1;PORTO ALEGRE;RS;41791;0;0;0;0;0;0;0;0;0;0;0;0;0;10098088;10098088;0;482458;10580546;3875;1797629;12382049
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;;I;1;BELEM;PA;41791;808814;579749;86022;1346454;896137;3717175;45000;0;0;0;0;0;0;568317;4330492;0;5840298;10170790;0;1676243;11847033
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;;C;3;SAO PAULO;SP;41791;0;0;0;3878109;0;3878109;810385;0;0;0;0;0;0;1321140;6009634;1234128;2187841;9431603;0;1951417;11383020
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;;C;3;SAO PAULO;SP;41791;0;0;599028;148777;0;747805;0;0;0;441947;0;0;441947;7569974;8759725;0;795002;9554728;90734;1362478;11007939
PINE - PRUDENCIAL;1000080374;b1;;C;2;SAO PAULO;SP;41791;41242;0;79729;3016084;0;3137054;471678;325893;604870;452477;243507;0;1626747;2866005;8101485;248305;1011928;9361717;69272;1269928;10700917
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;;C;3;SAO PAULO;SP;41791;14269;0;0;278572;0;292841;96791;0;0;0;0;0;0;3360769;3750402;395356;4827900;8973658;35052;1029341;10038051
BARCLAYS - PRUDENCIAL;1000080817;b1;;C;3;SAO PAULO;SP;41791;25;0;8980;679109;0;688114;1118892;0;0;0;118826;0;118826;0;1925833;245011;5620292;7791136;0;570263;8361400
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;;C;3;SAO PAULO;SP;41791;208787;0;102185;1390247;0;1701219;203084;0;0;0;0;0;0;0;1904303;2394723;2417708;6716735;2266;1330002;8049003
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;;I;2;SAO PAULO;SP;41791;47052;0;55523;3314232;0;3416807;48712;153018;280002;911979;364140;693;1709831;429045;5604395;34950;961462;6600806;4158;1067076;7672040
HAITONG - PRUDENCIAL;1000080666;b2;;C;3;SAO PAULO;SP;41791;0;0;283222;2046843;0;2330065;1931637;6937;240973;247192;786357;0;1281459;469225;6012386;145565;576492;6734443;785;679300;7414528
BCO TOKYO-MITSUBISHI BM S.A. - PRUDENCIAL;1000081713;b1;;I;3;SAO PAULO;SP;41791;131958;0;0;1527878;0;1659835;177999;0;0;0;0;0;0;1869992;3707826;109982;2075252;5893060;657;1159737;7053454
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;41791;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6639316;6639316;0;349104;6988420
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;;I;3;RIO DE JANEIRO;RJ;41791;1479;0;24076;5967243;0;5992798;0;0;0;0;0;0;0;185454;6178252;0;165657;6343909;0;414078;6757987
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;;I;3;CURITIBA;PR;41791;0;0;51600;602465;0;654065;0;0;99078;1063705;0;0;1162783;3209355;5026203;4021;375306;5405529;160146;1163966;6729642
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;;I;2;RIO DE JANEIRO;RJ;41791;3;0;0;0;0;3;0;0;0;0;0;0;0;0;3;0;1154078;1154081;0;5011123;6165204
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;;C;3;SAO PAULO;SP;41791;11685;0;83343;778738;0;873765;0;0;643486;252623;0;0;896109;826895;2596769;122479;2442097;5161345;110;791721;5953176
BANCO FIDIS - PRUDENCIAL;1000081751;b2;;I;3;BETIM;MG;41791;0;0;345542;2536185;0;2881726;0;0;0;1229090;0;0;1229090;1090536;5201352;4861;111132;5317345;14630;534346;5866321
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;;I;3;PORTO ALEGRE;RS;41791;0;0;0;0;0;0;0;0;0;0;0;0;0;4642084;4642084;16604;397320;5056008;5769;770666;5832442
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;;I;1;BELO HORIZONTE;MG;41791;0;0;53691;0;0;53691;0;0;0;743249;0;0;743249;2639319;3436260;5507;373399;3815166;11384;1795882;5622432
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;;I;1;ARACAJU;SE;41791;570990;1014021;85744;1071654;298;2742706;15356;202;0;137918;0;0;138119;81287;2977468;0;2051250;5028718;96;323223;5352037
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;;C;3;SAO PAULO;SP;41791;0;0;78431;156060;0;234491;1413800;0;0;0;0;0;0;932115;2580406;1209377;460907;4250690;0;1043178;5293868
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;;I;1;BELEM;PA;41791;887421;688592;145513;2626497;0;4348024;4339;0;0;196657;0;0;196657;1352;4550373;0;223963;4774335;0;508502;5282838
APE POUPEX - PRUDENCIAL;1000081184;n1;;I;2;BRASILIA;DF;41791;0;0;0;0;494844;494844;0;0;0;0;0;0;0;0;494844;0;109162;604006;0;4657860;5261866
J.MALUCELLI - PRUDENCIAL;1000080233;b1;;C;2;CURITIBA;PR;41791;34539;0;233215;1960465;0;2228220;73999;3471;0;1393720;0;0;1397192;76269;3775679;0;86522;3862202;52;1346301;5208554
INDUSVAL - PRUDENCIAL;1000080415;b1;;C;2;SAO PAULO;SP;41791;57295;0;27553;2242111;0;2326959;101419;116342;1153839;24109;0;0;1294290;523581;4246249;23177;181493;4450918;4012;671431;5126362
HONDA - PRUDENCIAL;1000080611;b2;;C;3;SAO PAULO;SP;41791;0;0;2642711;25791;0;2668502;0;0;0;205222;0;0;205222;0;2873724;0;552278;3426003;110601;1198875;4735479
ING - PRUDENCIAL;1000080501;b1;;C;3;SAO PAULO;SP;41791;2309;0;0;799714;0;802023;167200;0;13062;0;0;0;13062;2189824;3172108;69515;493117;3734741;607;844316;4579664
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;;I;3;SAO PAULO;SP;41791;0;0;320487;121151;0;441638;12999;0;0;827031;0;0;827031;2297707;3579376;77180;399392;4055947;19570;501949;4577466
JOHN DEERE - PRUDENCIAL;1000080343;b1;;C;3;INDAIATUBA;SP;41791;8102;0;178842;331905;0;518849;0;0;0;0;0;0;0;3151406;3670255;147;181122;3851524;45845;627629;4524998
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;;I;3;SAO PAULO;SP;41791;0;0;537832;0;0;537832;0;0;0;57559;0;0;57559;2935862;3531253;1582;37710;3570545;28727;705776;4305048
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;;I;3;SAO PAULO;SP;41791;0;0;164256;0;0;164256;74290;0;0;0;0;0;0;0;238546;0;2971889;3210435;0;1005563;4215998
ORIGINAL - PRUDENCIAL;1000080903;b1;;C;2;SAO PAULO;SP;41791;28516;0;0;486362;0;514878;9500;0;399040;1431;0;26405;426876;43725;994978;956839;183315;2135132;1581;2060504;4197217
SOFISA - PRUDENCIAL;1000080271;b1;;C;2;SAO PAULO;SP;41791;163484;0;7584;1871702;0;2042769;344589;76266;52271;8760;66334;0;203631;147573;2738563;1286;794139;3533988;86;663018;4197092
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;;I;1;PORTO ALEGRE;RS;41791;0;0;0;0;0;0;0;0;0;0;0;0;0;3276625;3276625;0;118454;3395079;125;799764;4194967
PORTO SEGURO - PRUDENCIAL;1000080642;n1;;C;2;SAO PAULO;SP;41791;0;0;801688;0;0;801688;0;0;0;208421;0;0;208421;0;1010109;0;2452040;3462149;0;462658;3924808
VOLVO - PRUDENCIAL;1000080769;b2;;C;3;CURITIBA;PR;41791;0;0;256559;24634;0;281193;0;0;0;46871;0;0;46871;2655453;2983517;0;204830;3188347;43129;523504;3754981
COOPERATIVA DE CRÉDITO CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;41791;285144;0;0;1120004;27949;1433097;0;0;109757;0;0;0;109757;1039935;2582789;0;37962;2620751;0;910008;3530759
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;;I;3;SAO PAULO;SP;41791;72866;0;0;1153065;13331;1239262;21600;0;0;0;0;0;0;887011;2147873;22837;653974;2824684;2278;700246;3527209
PSA FINANCE - PRUDENCIAL;1000080594;b2;;C;3;SAO PAULO;SP;41791;0;0;666071;128129;0;794200;0;0;0;176960;0;0;176960;45405;1016565;0;1373836;2390401;62285;751045;3203731
COOPERATIVA CENTRAL DE CRÉDITO E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;;I;2;CURITIBA;PR;41791;0;0;0;0;0;0;0;0;0;0;0;0;0;184;184;0;3016254;3016438;0;144405;3160843
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;;I;2;RIBEIRAO PRETO;SP;41791;0;0;0;2785218;0;2785218;0;0;0;0;0;0;0;0;2785218;0;218583;3003801;0;145420;3149221
BBM - PRUDENCIAL;1000080161;b1;;C;2;SALVADOR;BA;41791;42602;0;22932;584655;0;650188;19421;76844;420395;923347;313;600;1421500;182518;2273627;4734;104250;2382612;400;581060;2964071
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;41791;0;0;0;0;0;0;0;0;0;0;0;0;0;185462;185462;0;2427133;2612595;0;268130;2880725
COOPERATIVA CENTRAL DE CREDITO DE SANTA CATARINA-SICOOB CENTRAL SC;80160260;b3C;;I;2;FLORIANOPOLIS;SC;41791;245;0;0;2292867;1689;2294801;0;0;0;0;0;0;0;33808;2328609;0;236250;2564859;0;151464;2716323
RODOBENS - PRUDENCIAL;1000080855;b1;;C;2;SAO PAULO;SP;41791;128;0;3538;95272;0;98937;0;140582;0;421059;0;0;561642;691005;1351584;1727;517901;1871211;1328;843697;2716236
BONSUCESSO - PRUDENCIAL;1000080422;b1;;C;2;BELO HORIZONTE;MG;41791;14798;0;89595;1239447;6;1343845;2698;37041;33478;727;0;0;71246;1813;1419602;4182;835305;2259090;1701;405623;2666414
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;;C;2;SAO PAULO;SP;41791;44031;0;146139;781769;0;971939;31416;72595;0;379656;0;0;452252;279262;1734868;80;151324;1886272;861;468791;2355923
SCANIA - PRUDENCIAL;1000080776;b2;;C;3;SAO BERNARDO DO CAMPO;SP;41791;0;0;0;0;0;0;0;0;0;0;0;0;0;1892184;1892184;0;205053;2097236;0;239033;2336269
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;;I;2;SERTAOZINHO;SP;41791;140984;0;0;646659;11157;798800;0;0;132363;0;0;0;132363;741582;1672745;448;102511;1775703;0;330015;2105718
CREFISA S.A. CFI - PRUDENCIAL;1000083632;n1;;I;2;SAO PAULO;SP;41791;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;270684;270684;0;1812391;2083075
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;;I;2;BELO HORIZONTE;MG;41791;1439;0;0;74347;0;75786;0;0;0;0;0;0;0;0;75786;0;1885728;1961513;0;110718;2072231
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;41791;167508;0;169999;1047413;27754;1412674;0;0;0;0;0;0;0;54072;1466747;0;77621;1544368;0;498265;2042633
PERNAMBUCANAS - PRUDENCIAL;1000080305;n1;;C;2;SAO PAULO;SP;41791;0;0;214438;0;0;214438;0;0;0;0;0;3209;3209;0;217647;0;1111448;1329095;0;622674;1951769
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;n2;;I;3;RIO DE JANEIRO;RJ;41791;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1558762;1558762;471;385806;1945040
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;;I;2;UBERLANDIA;MG;41791;127401;0;90259;755412;0;973072;0;0;5501;210563;0;0;216065;97429;1286566;0;297206;1583772;933;355909;1940613
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;;I;3;SAO PAULO;SP;41791;1825;0;0;71133;0;72958;0;0;504401;0;0;0;504401;828417;1405776;44585;91198;1541559;0;392205;1933764
OMNI - PRUDENCIAL;1000080460;n1;;C;2;SAO PAULO;SP;41791;0;0;100654;488706;0;589360;4000;0;0;0;0;406815;406815;67295;1067470;1057;611900;1680427;466;231494;1912387
COOPERATIVA CENTRAL DE CRÉDITO DE MATO GROSSO, PARÁ E RONDÔNIA - CENTRAL SICREDI MT/PA/RO;33667205;b3C;;I;2;CUIABA;MT;41791;0;0;5300;0;0;5300;0;0;0;0;0;0;0;0;5300;0;1680156;1685455;0;112194;1797649
SOCOPA - PRUDENCIAL;1000080381;b1;;C;2;SAO PAULO;SP;41791;67036;0;29388;447649;21542;565615;379429;0;42616;0;0;0;42616;54377;1042036;1448;582823;1626306;0;163577;1789883
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;;I;2;SAO PAULO;SP;41791;0;0;0;0;0;0;0;0;0;0;0;367958;367958;0;367958;0;732459;1100417;0;633642;1734059
MIZUHO - PRUDENCIAL;1000080697;b1;;C;3;SAO PAULO;SP;41791;1097;0;22279;242944;0;266319;5426;0;0;0;0;0;0;662954;934698;27093;247141;1208932;512;502281;1711726
INTERMEDIUM - PRUDENCIAL;1000080996;b1;;C;2;BELO HORIZONTE;MG;41791;15398;0;50561;691606;0;757565;0;384471;7684;29846;0;0;422002;14963;1194530;0;194016;1388546;0;297818;1686364
CAIXA GERAL - PRUDENCIAL;1000080927;b1;;C;3;SAO PAULO;SP;41791;3925;0;95799;524064;0;623788;26397;64769;25688;5589;0;0;96046;206732;952962;17494;217773;1188229;899;410781;1599909
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;;I;2;RIO DE JANEIRO;RJ;41791;11550;0;64149;575127;0;650826;252965;118554;34786;0;0;0;153340;0;1057130;20426;264112;1341668;0;239008;1580676
RENASCENCA DTVM LTDA - PRUDENCIAL;1000084105;n2;;I;2;SAO PAULO;SP;41791;0;0;0;0;0;0;1514941;0;0;0;0;0;0;0;1514941;0;11363;1526303;0;48421;1574724
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;;I;2;CAMPO MOURAO;PR;41791;62890;0;0;422257;0;485148;0;0;0;0;0;0;0;676343;1161491;0;98618;1260109;20;296105;1556234
BCO DES. DO ES S.A. - PRUDENCIAL;1000081304;b4;;I;1;VITORIA;ES;41791;38856;0;0;29722;0;68578;0;0;0;0;0;0;0;831070;899648;0;388418;1288065;3;258740;1546808
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;;I;2;FRANCISCO BELTRAO;PR;41791;0;0;0;0;0;0;0;0;0;0;0;0;0;993295;993295;0;454586;1447881;0;56393;1504274
FATOR - PRUDENCIAL;1000080350;b1;;C;2;SAO PAULO;SP;41791;38828;0;33931;493857;0;566615;298237;47983;33636;0;0;2173;83792;0;948644;2042;123572;1074258;692;410060;1485011
BCO FORD S.A. - PRUDENCIAL;1000081782;b2;;I;3;SAO PAULO;SP;41791;652;0;279842;454530;0;735025;0;0;0;401532;0;0;401532;0;1136556;0;30555;1167112;0;291554;1458665
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;;I;2;LUCAS DO RIO VERDE;MT;41791;192971;0;0;275504;4622;473097;0;0;0;0;0;0;0;176174;649271;0;523180;1172452;0;285118;1457570
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;41791;0;0;0;687664;368123;1055787;0;0;0;0;0;0;0;2722;1058509;0;27420;1085929;0;359006;1444935
RENDIMENTO - PRUDENCIAL;1000080659;b1;;C;2;SAO PAULO;SP;41791;35392;0;20179;342918;48369;446858;5000;0;0;11345;0;0;11345;57897;521100;0;705649;1226750;399;217382;1444531
STANDARD CHARTERED BI S.A. - PRUDENCIAL;1000081373;b2;;I;3;SAO PAULO;SP;41791;0;0;0;566474;0;566474;0;0;0;0;0;0;0;41836;608310;88446;419771;1116526;0;299771;1416297
AF DESENVOLVE SP S.A. - PRUDENCIAL;1000081153;n1;;I;1;SAO PAULO;SP;41791;242;0;0;0;0;242;0;0;0;0;0;0;0;272486;272728;0;48574;321302;0;1045041;1366343
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO PARANÁ SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;;I;2;MARINGA;PR;41791;160629;0;623;547526;13542;722321;0;0;0;0;0;0;0;9355;731676;0;412449;1144125;0;172050;1316175
AF PARANÁ - PRUDENCIAL;1000081115;n1;;I;1;CURITIBA;PR;41791;0;0;0;0;0;0;0;0;0;0;0;0;0;43013;43013;0;44899;87912;0;1206302;1294214
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;;I;2;NOVA PETROPOLIS;RS;41791;122922;0;0;810340;20569;953831;0;0;0;0;0;0;0;17273;971103;0;95861;1066965;0;208117;1275082
BANIF - PRUDENCIAL;1000080130;b1;;C;3;SAO PAULO;SP;41791;9368;0;7350;676294;0;693011;60002;0;0;28255;0;117664;145920;0;898933;0;167707;1066640;110;204399;1271150
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;;I;3;SAO PAULO;SP;41791;220;0;23033;296908;0;320161;16501;0;0;0;0;0;0;439661;776323;23379;36234;835935;40;404589;1240564
HP FINANCIAL SERVICES AM S.A - PRUDENCIAL;1000082987;n1;;I;3;BARUERI;SP;41791;0;0;0;0;0;0;0;0;0;0;0;0;0;623758;623758;0;127444;751202;0;464354;1215556
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAIBA - SICREDI VANGUARDA PR/SP;78414067;b3S;;I;2;MEDIANEIRA;PR;41791;137110;0;0;492700;9852;639662;0;0;0;0;0;0;0;13419;653081;0;301506;954586;0;174059;1128645
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE BELO HORIZONTE E CIDADES PÓLO DE MINAS GERAIS LTDA.;42898825;b3S;;I;2;BELO HORIZONTE;MG;41791;202873;0;0;704996;64670;972539;0;0;0;0;0;0;0;0;972539;0;25237;997776;0;119417;1117193
