cat;Categoria;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
b3S;b3S - Cooperativa de Crédito Singulares;mar/17;55.728.033;25.622;577.535;1.483.103;2.380.924;1.001.034;432.468;381;5.901.067;397.259;3.247.155;5.494.930;5.173.504;1.293.959;481.040;13.272;16.101.119;30.681;407.411;994.661;1.319.158;164.713;913;0;2.917.537;0;0;0;0;0;0;0;0;87.427;734.491;179.640;4.064;383;72;0;1.006.076;216.144;6.325.192;11.243.142;2.949.764;587.269;411.273;0;21.732.783;401.586;3.296.311;2.390.584;1.332.297;400.055;216.906;31.712;8.069.451;0
b3S%;b3S - Cooperativa de Crédito Singulares;mar/17;3,42%;0,67%;2,19%;2,17%;2,03%;1,76%;2,05%;0,10%;2,01%;6,34%;16,67%;17,50%;17,75%;15,93%;20,32%;1,13%;16,44%;0,95%;1,87%;1,95%;2,14%;2,31%;2,45%;0,00%;2,01%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,47%;0,60%;0,48%;0,25%;0,28%;0,17%;0,00%;0,56%;5,34%;23,57%;15,41%;5,54%;1,83%;1,43%;0,00%;9,92%;4,25%;10,89%;10,48%;6,26%;4,92%;4,91%;5,22%;8,32%;0,00%
b3C;b3C - Central e Confederação de Cooperativas de Crédito;mar/17;3.684;0;0;0;0;0;0;0;0;110;155;222;495;195;18;0;1.195;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.453;54;308;658;16;0;0;2.489;0;0;0;0;0;0;0;0;0
b3C%;b3C - Central e Confederação de Cooperativas de Crédito;mar/17;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,04%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
b4;b4 - Banco de Desenvolvimento;mar/17;4.771.149;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50.357;247.982;512.255;1.415.643;1.238.960;1.197.045;82;4.662.323;3.760;7.967;15.910;38.232;22.974;19.983;0;108.825;0
b4%;b4 - Banco de Desenvolvimento;mar/17;0,29%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;1,25%;0,92%;0,70%;2,66%;3,86%;4,15%;0,01%;2,13%;0,04%;0,03%;0,07%;0,18%;0,28%;0,45%;0,00%;0,11%;0,00%
n1;n1 - Não Bancário de Crédito;mar/17;22.198.285;11.295;95.588;215.081;246.983;81.059;27.787;0;677.793;1.405.195;2.054.527;1.529.050;147.296;3.051;1.669;0;5.140.788;194.883;574.584;1.262.862;1.146.583;60.118;1.723;0;3.240.753;9.551;80.576;186.771;473.695;306.541;537.913;272.578;1.867.625;1.160.843;5.370.133;2.091.529;52.608;1.441;0;0;8.676.555;24.703;57.735;154.740;390.664;343.834;409.355;114;1.381.144;274.032;411.130;345.230;77.210;36.214;63.250;6.561;1.213.627;0
n1%;n1 - Não Bancário de Crédito;mar/17;1,36%;0,30%;0,36%;0,31%;0,21%;0,14%;0,13%;0,00%;0,23%;22,42%;10,55%;4,87%;0,51%;0,04%;0,07%;0,00%;5,25%;6,07%;2,64%;2,48%;1,86%;0,84%;4,63%;0,00%;2,24%;0,50%;0,53%;0,47%;0,51%;0,41%;0,25%;0,26%;0,34%;6,29%;4,42%;5,64%;3,21%;1,06%;0,00%;0,00%;4,83%;0,61%;0,22%;0,21%;0,73%;1,07%;1,42%;0,01%;0,63%;2,90%;1,36%;1,51%;0,36%;0,45%;1,43%;1,08%;1,25%;0,00%
n2;n2 - Não Bancário de Mercado de Capitais;mar/17;6.221;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.221;6.221;0
n2%;n2 - Não Bancário de Mercado de Capitais;mar/17;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;1,02%;0,01%;0,00%
C;C - Conglomerado;mar/17;987.609.546;1.744.278;19.382.951;50.574.982;88.204.054;43.509.579;14.926.547;382.821;218.725.213;3.585.887;12.665.740;21.801.067;21.781.576;6.694.737;1.856.423;1.150.163;69.535.592;2.504.865;17.117.731;40.167.187;49.154.573;5.966.378;19.418;29.115;114.959.267;272.436;3.037.457;7.040.775;16.939.993;14.782.444;54.248.849;46.011.156;142.333.109;14.442.732;109.012.957;32.803.367;1.321.102;134.139;41.601;740.044;158.495.941;2.725.605;16.535.258;56.375.916;40.896.171;25.439.180;23.620.635;1.076.069;166.668.834;6.277.683;19.004.548;13.422.320;14.384.309;5.500.608;2.454.692;480.601;61.524.761;55.366.830
C%;C - Conglomerado;mar/17;60,57%;45,88%;73,60%;73,93%;75,14%;76,46%;70,90%;99,78%;74,33%;57,22%;65,04%;69,45%;74,72%;82,42%;78,41%;98,29%;71,00%;77,97%;78,65%;78,73%;79,69%;83,64%;52,17%;96,56%;79,35%;14,20%;19,93%;17,57%;18,34%;19,81%;25,47%;43,70%;26,24%;78,23%;89,74%;88,42%;80,63%;98,61%;97,33%;100,00%;88,25%;67,39%;61,61%;77,25%;76,84%;79,31%;81,98%;99,98%;76,09%;66,42%;62,81%;58,82%;67,63%;67,65%;55,53%;79,04%;63,46%;99,99%
I;I - Instituição independente;mar/17;642.952.690;2.057.826;6.951.347;17.836.558;29.185.553;13.392.284;6.127.889;860;75.552.318;2.680.477;6.807.513;9.591.110;7.368.654;1.428.033;511.170;20.065;28.407.022;707.934;4.645.546;10.850.303;12.528.308;1.167.242;17.805;1.037;29.918.174;1.645.451;12.206.326;33.042.332;75.428.600;59.821.874;158.745.311;59.270.837;400.160.730;4.018.561;12.466.109;4.294.343;317.419;1.892;1.140;1;21.099.466;1.318.957;10.302.026;16.602.319;12.326.900;6.636.303;5.191.137;196;52.377.838;3.173.347;11.252.142;9.397.119;6.885.805;2.630.702;1.965.595;127.446;35.432.157;4.985
I%;I - Instituição independente;mar/17;39,43%;54,12%;26,40%;26,07%;24,86%;23,54%;29,10%;0,22%;25,67%;42,78%;34,96%;30,55%;25,28%;17,58%;21,59%;1,71%;29,00%;22,03%;21,35%;21,27%;20,31%;16,36%;47,83%;3,44%;20,65%;85,80%;80,07%;82,43%;81,66%;80,19%;74,53%;56,30%;73,76%;21,77%;10,26%;11,58%;19,37%;1,39%;2,67%;0,00%;11,75%;32,61%;38,39%;22,75%;23,16%;20,69%;18,02%;0,02%;23,91%;33,58%;37,19%;41,18%;32,37%;32,35%;44,47%;20,96%;36,54%;0,01%
