Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;PJ_CG_Vencido_15d;PJ_CG_Vencer_90d;PJ_CG_Vencer_91-360d;PJ_CG_Vencer_361-1080d;PJ_CG_Vencer_1081-1800d;PJ_CG_Vencer_1801-5400d;PJ_CG_Vencer_acima_5400d;PJ_CG_TOTAL;PJ_I_Vencido_15d;PJ_I_Vencer_90d;PJ_I_Vencer_91-360d;PJ_I_Vencer_361-1080d;PJ_I_Vencer_1081-1800d;PJ_I_Vencer_1801-5400d;PJ_I_Vencer_acima_5400d;PJ_I_TOTAL;PJ_CGR_Vencido_15d;PJ_CGR_Vencer_90d;PJ_CGR_Vencer_91-360d;PJ_CGR_Vencer_361-1080d;PJ_CGR_Vencer_1081-1800d;PJ_CGR_Vencer_1801-5400d;PJ_CGR_Vencer_acima_5400d;PJ_CGR_TOTAL;PJ_Recebiveis_Vencido_15d;PJ_Recebiveis_Vencer_90d;PJ_Recebiveis_Vencer_91-360d;PJ_Recebiveis_Vencer_361-1080d;PJ_Recebiveis_Vencer_1081-1800d;PJ_Recebiveis_Vencer_1801-5400d;PJ_Recebiveis_Vencer_acima_5400d;PJ_Recebiveis_TOTAL;PJ_Comex_Vencido_15d;PJ_Comex_Vencer_90d;PJ_Comex_Vencer_91-360d;PJ_Comex_Vencer_361-1080d;PJ_Comex_Vencer_1081-1800d;PJ_Comex_Vencer_1801-5400d;PJ_Comex_Vencer_acima_5400d;PJ_Comex_TOTAL;PJ_Outros_Vencido_15d;PJ_Outros_Vencer_90d;PJ_Outros_Vencer_91-360d;PJ_Outros_Vencer_361-1080d;PJ_Outros_Vencer_1081-1800d;PJ_Outros_Vencer_1801-5400d;PJ_Outros_Vencer_acima_5400d;PJ_Outros_TOTAL;PJ_Infra_Vencido_15d;PJ_Infra_Vencer_90d;PJ_Infra_Vencer_91-360d;PJ_Infra_Vencer_361-1080d;PJ_Infra_Vencer_1081-1800d;PJ_Infra_Vencer_1801-5400d;PJ_Infra_Vencer_acima_5400d;PJ_Infra_TOTAL;PJ_Rural_Vencido_15d;PJ_Rural_Vencer_90d;PJ_Rural_Vencer_91-360d;PJ_Rural_Vencer_361-1080d;PJ_Rural_Vencer_1081-1800d;PJ_Rural_Vencer_1801-5400d;PJ_Rural_Vencer_acima_5400d;PJ_Rural_TOTAL;PJ_Hab_Vencido_15d;PJ_Hab_Vencer_90d;PJ_Hab_Vencer_91-360d;PJ_Hab_Vencer_361-1080d;PJ_Hab_Vencer_1081-1800d;PJ_Hab_Vencer_1801-5400d;PJ_Hab_Vencer_acima_5400d;PJ_Hab_TOTAL;Total Exterior Pessoa Jurídica
BTG PACTUAL;49944;b1;C;2;;199;RIO DE JANEIRO;RJ;01/12/2013;14002401;27091;1218811;1862638;1525459;196229;0;0;4830229;0;0;0;0;0;0;0;0;0;3521;33623;0;0;0;0;37144;3644;209053;185340;328038;126574;89800;242;942692;251;193759;855009;1572445;231640;0;0;2853105;0;9101;0;0;0;0;0;9101;192;1870;5939;16026;32794;248934;688072;993827;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4336304
BANRISUL;30173;b1;C;1;;199;PORTO ALEGRE;RS;01/12/2013;12869967;61686;1054474;2225250;2342239;500069;45848;0;6229567;2101;26956;60867;73110;9915;201;0;173151;43241;631682;438652;1002;0;0;0;1114577;24167;386579;100221;767;0;0;0;511733;5579;425303;799602;1845;0;0;0;1232329;44176;90916;260468;215072;75850;44604;0;731085;6796;64593;209367;469161;292791;407245;838;1450790;2776;110879;452784;64407;41845;27209;0;699900;20;28866;96329;247186;168136;16046;0;556583;170252
CITIBANK;30403;b1;C;3;;199;SAO PAULO;SP;01/12/2013;10069899;20844;1243174;923536;278270;18593;0;0;2484418;3116;46547;69565;74367;343;0;0;193938;23035;378856;143821;0;0;0;0;545712;3874;1507966;837923;46316;57;0;0;2396137;7234;1009405;1349639;747252;172238;0;0;3285767;10566;150302;18315;874;46;0;0;180102;52;14361;80697;118273;2954;237;0;216575;1720;171283;587779;6467;0;0;0;767249;0;0;0;0;0;0;0;0;0
ABC-BRASIL;41856;b1;C;3;;199;SAO PAULO;SP;01/12/2013;10025158;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2372;180433;54143;0;0;0;0;236948;247;247216;60352;0;0;0;0;307815;1541;329933;670977;329253;43968;0;0;1375672;19442;956974;1376845;989381;122512;11209;75;3476438;1336;148348;404191;771540;270312;199889;0;1795616;0;70325;158961;253885;29605;19250;0;532026;0;0;0;0;0;0;0;0;2300642
MERCEDES-BENZ;51262;b2;C;3;;198;SAO PAULO;SP;01/12/2013;9774434;2906;33035;50447;85025;35766;907;0;208085;9119;102196;257922;413075;41059;40;0;823411;0;0;0;0;0;0;0;0;69324;1616603;2477;2208;767;0;0;1691380;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39326;732059;1953598;3134714;1026054;165808;0;7051558;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BIC;32119;b1;C;2;;199;SAO PAULO;SP;01/12/2013;9389525;94350;2032873;2110475;1336950;173182;19953;0;5767783;6414;127789;209615;197878;19474;0;0;561170;4380;415373;155760;8856;0;0;0;584368;447;12140;4398;1798;223;0;0;19007;17097;743973;592036;76958;6686;0;0;1436750;20230;70854;77984;105557;65209;16782;34874;391490;0;0;0;0;0;0;0;0;0;44904;96701;287;0;0;0;141891;0;0;0;0;0;0;0;0;487067
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;I;1;;8;FORTALEZA;CE;01/12/2013;7931236;50688;236778;572052;647215;107098;17928;74117;1705877;18518;86504;211235;204535;96382;218023;1016;836214;23093;67903;239760;0;0;0;0;330755;4611;37875;3817;16;0;0;0;46319;0;0;0;0;0;0;0;0;120291;107582;77935;130247;97476;212543;85270;831344;14226;176930;829160;617123;568163;1500624;212965;3919191;66191;10687;35422;13135;11542;124130;427;261535;0;0;0;0;0;0;0;0;0
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;I;2;;11;PORTO ALEGRE;RS;01/12/2013;7481613;0;12139;75628;0;0;0;0;87767;68;2486;7241;11232;1738;0;0;22764;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15349;49726;0;0;0;0;65075;9192;87177;621003;214380;37012;105852;12;1074627;11;18440;54884;143000;108755;121269;0;446359;0;707407;4711568;344763;17490;3794;0;5785021;0;0;0;0;0;0;0;0;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;I;1;;5;PORTO ALEGRE;RS;01/12/2013;7008414;0;1335;3810;7224;24;0;0;12392;7328;10633;29495;79895;71387;87947;0;286684;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14948;5411;1324;4642;4111;10425;0;40860;3608;157593;453424;1161831;791227;1030663;20135;3618481;1081;152763;334430;951800;679035;930679;209;3049996;0;0;0;0;0;0;0;0;0
PINE;50304;b1;C;2;;199;SAO PAULO;SP;01/12/2013;5570577;31648;532607;810469;856476;230416;35830;0;2497447;0;0;0;0;0;0;0;0;0;0;8696;105;0;0;0;8801;0;41576;0;0;0;0;0;41576;0;403252;506492;201250;13616;0;0;1124609;7;87259;14377;58222;23150;21011;0;204026;0;39726;165904;506109;101729;102288;0;915757;0;19286;104856;47433;3111;0;0;174686;0;0;0;0;0;0;0;0;603676
BANCOOB;51750;b1;C;2;;199;BRASILIA;DF;01/12/2013;5396545;0;7770;13487;14959;1615;4881;0;42713;7;5563;14989;31620;13270;77;0;65526;0;0;0;0;0;0;15;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3082;80717;344313;227324;37375;4159;0;696970;49;5909;18652;47461;36788;24922;0;133781;0;442074;2867057;914839;171558;62013;0;4457540;0;0;0;0;0;0;0;0;0
BANCO FIDIS S/A;62237425;b2;I;3;;8;BETIM;MG;01/12/2013;5376080;9769;46657;160031;32917;13646;324;0;263344;7583;20005;40854;41421;3136;8;0;113007;0;0;0;0;0;0;0;0;5646;921015;2582820;151755;0;0;0;3661235;0;0;0;0;0;0;0;0;452;159440;0;0;0;0;0;159892;31011;106507;303764;562623;174696;0;0;1178601;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FIBRA;49951;b1;I;2;;199;SAO PAULO;SP;01/12/2013;4606724;76151;518164;786531;321522;24449;7365;0;1734182;5267;17062;34344;32368;788;0;0;89830;0;40656;12972;0;0;0;0;53628;4196;159072;17664;0;0;0;0;180932;12806;330383;410771;54312;4478;0;0;812750;13341;172525;298580;14178;2525;851;0;502000;902;9530;21411;26976;1659;0;0;60477;333;37740;105751;33682;0;0;0;177506;0;0;0;0;0;0;0;0;995417
CREDIT SUISSE;30771;b1;C;3;;199;SAO PAULO;SP;01/12/2013;4576246;0;0;17307;3500;0;0;0;20807;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39483;61327;148870;117210;39669;0;406559;26681;120658;305059;217585;161119;9213;0;840315;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3308566
ALFA;51293;b1;C;2;;199;SAO PAULO;SP;01/12/2013;4537100;11753;506989;475298;282547;12976;0;0;1289562;1679;137547;308234;250899;12228;61;0;710648;0;101891;84382;0;0;0;0;186273;0;705985;235416;0;0;0;0;941402;0;127610;16860;0;0;0;0;144470;0;1857;5018;10118;6959;2741;0;26693;715;113533;373439;509624;145466;92341;0;1235118;0;64;1052;1576;243;0;0;2934;0;0;0;0;0;0;0;0;0
BANCO DAYCOVAL S.A.;62232889;b1;I;2;;8;SAO PAULO;SP;01/12/2013;4511546;71871;469763;791591;627241;40538;569;0;2001573;299;1864;2960;3033;422;1;0;8580;121075;819832;306552;2758;0;0;0;1250216;9082;171011;12873;1060;70;0;0;194095;34426;291093;271374;14628;2506;0;0;614028;17863;20497;57913;30302;2103;0;0;128678;1982;26259;89688;150953;37040;7242;0;313165;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1210
MERCANTIL DO BRASIL;20152;b1;C;2;;199;BELO HORIZONTE;MG;01/12/2013;3977690;47148;492575;683813;616083;58128;0;0;1897747;1163;11004;21881;17994;834;0;0;52876;36431;794595;180034;0;0;0;0;1011060;10862;151754;7375;21;0;0;0;170013;761;22783;44256;0;0;0;0;67800;28428;42682;77386;262217;74863;10562;88;496224;164;71;0;0;0;0;0;234;0;1324;18376;437;5417;199030;0;224584;0;10038;24448;21401;1264;0;0;57152;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;I;1;;5;BELO HORIZONTE;MG;01/12/2013;3968208;7431;58481;281805;451402;49230;108954;0;957303;563;74846;54592;160438;127818;87647;0;505904;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;80;129;153;10;15;0;389;6381;117637;291169;813230;468289;673218;1;2369926;0;5523;37492;40643;18798;32230;0;134686;0;0;0;0;0;0;0;0;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;I;3;;8;SAO PAULO;SP;01/12/2013;3821665;7673;24055;88657;109447;26429;0;0;256261;0;0;0;0;0;0;0;0;0;0;28256;0;0;0;0;28256;0;2906;25431;0;0;0;0;28337;0;423566;1126091;582394;477872;105214;0;2715137;0;7158;56522;37007;128275;2343;0;231305;0;1108;7020;18843;4961;31;0;31964;26;8917;30562;59254;52328;45198;0;196285;0;0;0;0;0;0;0;0;334119
PANAMERICANO;31323;b1;C;2;;199;SAO PAULO;SP;01/12/2013;3499761;22119;258718;557516;442024;53701;17;0;1334095;129736;183671;508671;335113;74759;11376;4450;1247777;49;0;0;0;0;0;0;49;0;0;7886;11748;5278;0;0;24912;8008;163830;471970;184981;4685;0;0;833475;9564;1189;44094;0;4607;0;0;59454;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO CATERPILLAR S.A.;2658435;b2;I;3;;8;SAO PAULO;SP;01/12/2013;3434828;7707;14882;55026;107699;109962;0;0;295276;6700;74342;149350;203797;39673;546;0;474408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34167;223265;647293;1210666;425746;124007;0;2665144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO VOLVO BRASIL S.A.;58017179;b2;I;3;;8;CURITIBA;PR;01/12/2013;3280737;1277;1958;2628;1854;687;0;0;8404;7272;52300;116469;137419;12996;7;0;326463;0;0;0;0;0;0;0;0;0;265269;192606;0;0;0;0;457874;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28998;180312;550553;1199540;514165;14427;0;2487995;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO CNH CAPITAL S.A.;2992446;b2;I;3;;8;CURITIBA;PR;01/12/2013;3230102;18;265894;117747;0;0;0;0;383660;7350;30963;43202;65115;15966;0;0;162596;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;577;960539;390469;0;0;0;0;1351585;11229;515244;213175;382119;112672;78;0;1234517;616;5807;25142;40060;19189;6930;0;97745;0;0;0;0;0;0;0;0;0
BANCO IBM S.A.;34270520;b2;I;3;;8;RIO DE JANEIRO;RJ;01/12/2013;3135502;0;0;0;0;0;0;0;0;5036;384821;925226;1394558;250405;25121;0;2985167;0;0;0;0;0;0;0;0;0;29853;0;0;0;0;0;29853;0;0;0;0;0;0;0;0;0;10965;32880;68692;7946;0;0;120483;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INDUSVAL;50531;b1;C;2;;199;SAO PAULO;SP;01/12/2013;2953598;23715;346510;646779;492758;67660;7637;0;1585059;0;277;800;622;0;0;0;1700;1142;36535;11757;0;0;0;0;49434;743;310951;32305;0;0;0;0;343999;2567;89515;224696;2226;1461;0;0;320466;5991;69809;64408;64380;25348;30831;9002;269769;486;33900;83819;145989;24349;4530;0;293072;0;127;375;0;0;0;0;502;0;0;0;0;0;0;0;0;89597
DEUTSCHE;51183;b1;C;3;;199;SAO PAULO;SP;01/12/2013;2658408;0;28055;78358;19902;0;0;0;126314;0;0;0;0;0;0;0;0;0;34195;24068;0;0;0;0;58263;0;529924;39402;28777;0;0;0;598103;264;367930;233669;58614;0;598004;0;1258480;0;33604;244;0;0;0;0;33848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;583400
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;;30;PORTO ALEGRE;RS;01/12/2013;2388996;0;0;0;0;0;0;0;0;9783;20014;76116;77387;13505;0;0;196805;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5776;77662;318025;733496;390582;527837;1088;2054465;1166;2171;9675;45487;44191;35038;0;137727;0;0;0;0;0;0;0;0;0
BES;51482;b2;C;3;;198;SAO PAULO;SP;01/12/2013;2128351;0;286088;384605;399513;39811;6228;0;1116245;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40579;83307;162616;0;8603;5736;300841;0;1060;2646;5662;1484;175;0;11027;0;3640;12127;92465;38028;102486;35175;283920;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;416319
BANESTES;30159;b1;C;1;;199;VITORIA;ES;01/12/2013;1934787;6510;86686;219300;231139;55585;1937;0;601157;1248;15488;36929;43091;4817;717;0;102291;20543;221036;65295;1325;0;0;0;308199;7580;105041;110074;38;0;0;0;222732;833;81166;177698;5665;0;0;0;265362;9916;11099;31481;71465;56226;53527;0;233714;576;11069;35985;75083;36784;23884;0;183381;2206;850;6118;1928;483;6365;0;17950;0;0;0;0;0;0;0;0;0
BNP PARIBAS;51516;b1;C;3;;199;SAO PAULO;SP;01/12/2013;1865240;0;95856;11624;8210;3333;0;0;119023;11;11304;118375;152808;8779;0;0;291278;0;194946;0;0;0;0;0;194946;0;25085;0;7365;0;0;0;32450;6216;315264;758101;0;0;0;0;1079581;0;3040;5308;387;0;0;0;8735;0;1984;13535;68481;10379;3159;0;97538;0;4652;27343;9692;0;0;0;41687;0;0;0;0;0;0;0;0;0
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;;2;BELEM;PA;01/12/2013;1811625;8903;92432;193708;226963;18928;550;43390;584873;0;0;8163;185395;0;0;0;193558;8135;3590;30398;83;0;0;0;42206;79;994;0;0;0;0;0;1073;294;8381;48342;60213;0;0;0;117230;14279;805;1010;1836;208765;0;0;226696;618;90796;46399;117531;91876;201510;55211;603941;241;1870;25239;7839;561;6297;0;42047;0;0;0;0;0;0;0;0;0
SCANIA BANCO S.A.;11417016;b2;I;3;;8;SAO BERNARDO DO CAMPO;SP;01/12/2013;1795201;291;279;518;759;98;0;0;1946;289;669;1317;2654;238;0;0;5167;0;0;0;0;0;0;0;0;721;150538;0;0;0;0;0;151259;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12973;123977;370730;814997;311105;3046;0;1636829;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRB;31976;b1;C;1;;199;BRASILIA;DF;01/12/2013;1794210;39286;230000;333821;402387;36027;0;0;1041522;439;1026;2387;2885;174;0;0;6912;7814;25708;16847;0;0;0;0;50368;10604;67977;7517;1;0;0;0;86099;0;491;0;0;0;0;0;491;5610;60500;56366;39691;22537;23780;1444;209928;3866;11247;31194;212867;57965;36163;235;353538;437;5793;26181;2735;1836;462;0;37445;46;1186;1417;3742;1486;30;0;7908;0
SOFISA;31873;b1;C;2;;199;SAO PAULO;SP;01/12/2013;1746944;10935;138997;198159;167194;14798;12760;0;542842;217;3516;5314;3135;41;0;0;12223;7329;757355;9043;0;0;0;0;773727;470;135307;3708;0;0;0;0;139486;3;145533;75719;5086;0;0;0;226341;286;4616;8784;12255;3573;0;0;29514;342;626;515;36;0;0;0;1519;0;0;21291;0;0;0;0;21291;0;0;0;0;0;0;0;0;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;I;3;;8;SAO PAULO;SP;01/12/2013;1620070;0;156608;190772;0;0;0;0;347380;0;0;0;0;0;0;0;0;0;38812;91824;905;0;0;0;131541;0;663;1845;937;0;0;0;3445;0;374754;160725;11523;0;0;0;547002;0;2993;55663;99854;0;0;0;158510;0;0;0;40461;0;0;0;40461;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;391730
BANCO GMAC S.A.;59274605;b2;I;3;;8;SAO PAULO;SP;01/12/2013;1549948;0;0;0;0;0;0;0;0;3081;333161;1062914;139797;10986;9;0;1549948;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BMG;30290;b1;C;2;;199;SAO PAULO;SP;01/12/2013;1540952;40173;508067;552291;219458;30192;676;0;1350855;3472;5238;9996;21197;8662;4081;0;52646;3547;48;106;2;0;0;0;3703;0;9062;5686;5890;0;0;0;20638;0;0;0;0;0;0;0;0;34238;11503;40620;6;0;0;0;86367;778;3394;6751;8767;7052;0;0;26742;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
