Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Qt_Clientes;Qt_Operações
ITAU;10069;b1;C;2;;199;SAO PAULO;SP;01/12/2013;17291589;101758859
BRADESCO;10045;b1;C;2;;199;OSASCO;SP;01/12/2013;13837483;89181267
CAIXA ECONOMICA FEDERAL;360305;b1;I;1;;6;BRASILIA;DF;01/12/2013;11554931;50094926
BB;49906;b1;C;1;;199;BRASILIA;DF;01/12/2013;10673233;44095530
SANTANDER;30379;b1;C;3;;199;SAO PAULO;SP;01/12/2013;8582908;31722395
VOTORANTIM;51011;b1;C;2;;199;SAO PAULO;SP;01/12/2013;4045712;6833584
BMG;30290;b1;C;2;;199;SAO PAULO;SP;01/12/2013;2997371;8089670
CITIBANK;30403;b1;C;3;;199;SAO PAULO;SP;01/12/2013;2434925;23165673
HSBC;51152;b1;C;3;;199;CURITIBA;PR;01/12/2013;2143204;11451077
BANRISUL;30173;b1;C;1;;199;PORTO ALEGRE;RS;01/12/2013;1132675;3764290
PANAMERICANO;31323;b1;C;2;;199;SAO PAULO;SP;01/12/2013;1074397;3618413
BANCO CSF S.A.;8357240;b2;I;3;;8;SAO PAULO;SP;01/12/2013;1042753;4014258
MERCANTIL DO BRASIL;20152;b1;C;2;;199;BELO HORIZONTE;MG;01/12/2013;952361;2082121
BNP PARIBAS;51516;b1;C;3;;199;SAO PAULO;SP;01/12/2013;948965;5341545
PORTO SEGURO;51444;n1;C;2;;197;SAO PAULO;SP;01/12/2013;639224;1329791
PERNAMBUCANAS;40699;n1;C;2;;197;SAO PAULO;SP;01/12/2013;597684;5679707
BANCO VOLKSWAGEN S.A.;59109165;b2;I;3;;8;SAO PAULO;SP;01/12/2013;530023;675660
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;I;1;;8;FORTALEZA;CE;01/12/2013;477844;683246
BANCO GMAC S.A.;59274605;b2;I;3;;8;SAO PAULO;SP;01/12/2013;475436;543166
BANCO DAYCOVAL S.A.;62232889;b1;I;2;;8;SAO PAULO;SP;01/12/2013;471413;873540
BONSUCESSO;50706;b1;C;2;;199;BELO HORIZONTE;MG;01/12/2013;467585;927943
HONDA;51396;b2;C;3;;198;SAO PAULO;SP;01/12/2013;355651;374872
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60779196;n1;I;2;;14;SAO PAULO;SP;01/12/2013;351767;649512
SAFRA;10083;b1;C;2;;199;SAO PAULO;SP;01/12/2013;313501;474532
FIBRA;49951;b1;I;2;;199;SAO PAULO;SP;01/12/2013;311884;1661562
SOCIETE GENERALE;31859;b1;C;3;;199;SAO PAULO;SP;01/12/2013;297782;473434
BANCOOB;51750;b1;C;2;;199;BRASILIA;DF;01/12/2013;279659;618439
J.MALUCELLI;30881;b1;C;2;;199;CURITIBA;PR;01/12/2013;268906;836308
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;I;2;;14;SAO PAULO;SP;01/12/2013;258684;13282595
DACASA FINANCEIRA;51891;n1;C;2;;197;VITORIA;ES;01/12/2013;219995;1001739
BRB;31976;b1;C;1;;199;BRASILIA;DF;01/12/2013;182478;904458
BANESTES;30159;b1;C;1;;199;VITORIA;ES;01/12/2013;175747;534393
ALFA;51293;b1;C;2;;199;SAO PAULO;SP;01/12/2013;171328;353419
OMNI;50940;n1;I;2;;197;SAO PAULO;SP;01/12/2013;166221;1059304
INTERMEDIUM;51884;b1;C;2;;199;BELO HORIZONTE;MG;01/12/2013;137995;311691
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;I;1;;8;BELEM;PA;01/12/2013;129605;455519
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;;8;ARACAJU;SE;01/12/2013;121895;578713
BIC;32119;b1;C;2;;199;SAO PAULO;SP;01/12/2013;112351;237589
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;;9;BLUMENAU;SC;01/12/2013;108580;314629
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;I;3;;8;SAO PAULO;SP;01/12/2013;89663;103452
BANCO YAMAHA MOTOR DO BRASIL S.A.;10371492;b2;I;3;;8;GUARULHOS;SP;01/12/2013;87692;107596
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;I;2;;11;PORTO ALEGRE;RS;01/12/2013;81931;277480
NEGRESCO S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS;4379829;n1;I;2;;14;CURITIBA;PR;01/12/2013;71198;298040
BANCO SEMEAR S.A.;795423;b1;I;2;;8;BELO HORIZONTE;MG;01/12/2013;67946;383657
SAX S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;7747410;n1;I;2;;14;BARUERI;SP;01/12/2013;63536;159916
BANCO A.J. RENNER S.A.;92874270;b1;I;2;;8;PORTO ALEGRE;RS;01/12/2013;59936;70722
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;;2;BELEM;PA;01/12/2013;52979;64831
VIA CERTA FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS;5192316;n1;I;2;;14;SANTO CRISTO;RS;01/12/2013;52751;426413
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;I;3;;8;PORTO ALEGRE;RS;01/12/2013;50939;73334
KREDILIG S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;6040559;n1;I;2;;14;FLORIANOPOLIS;SC;01/12/2013;50396;162202
PSA FINANCE;51365;b2;C;3;;198;SAO PAULO;SP;01/12/2013;50368;90476
BANCO FICSA S.A.;61348538;b1;I;2;;8;SAO PAULO;SP;01/12/2013;49750;151131
AGIPLAN FINANCEIRA S.A. - CREDITO FINANCIAMENTO E INVESTIMENTO;13660104;n1;I;2;;14;PORTO ALEGRE;RS;01/12/2013;48263;114596
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;I;2;;9;BRASILIA;DF;01/12/2013;46239;75599
SOROCRED   CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;4814563;n1;I;2;;14;BARUERI;SP;01/12/2013;45645;396830
HS FINANCEIRA S/A CREDITO, FINANCIAMENTO E INVESTIMENTOS;7512441;n1;I;2;;14;DOIS IRMAOS;RS;01/12/2013;43049;539840
DREBES FINANCEIRA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;11271860;n1;I;2;;14;ELDORADO;RS;01/12/2013;40509;371039
INDUSTRIAL DO BRASIL;50988;b1;C;2;;199;SAO PAULO;SP;01/12/2013;40062;95581
FINAMAX S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO;411939;n1;I;2;;14;JUNDIAI;SP;01/12/2013;37943;49144
BANCO AZTECA DO BRASIL S.A.;9391857;b1;I;3;;8;RECIFE;PE;01/12/2013;34532;195840
BANCO TRIANGULO S.A.;17351180;b1;I;2;;8;UBERLANDIA;MG;01/12/2013;34530;1472953
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS POLICIAIS MILITARES E SERVIDORES DA SECRETARIA DOS NEGÓCIOS DA SEGURANÇA PÚBLICA DO ESTADO DE SÃO PAULO;62673470;b3S;I;2;;9;SAO PAULO;SP;01/12/2013;32893;91825
MERCEDES-BENZ;51262;b2;C;3;;198;SAO PAULO;SP;01/12/2013;31172;69409
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;I;1;;5;PORTO ALEGRE;RS;01/12/2013;31024;45215
BANCO GERADOR S.A.;10664513;b1;I;2;;8;RECIFE;PE;01/12/2013;30513;90045
PORTOCRED S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO;1800019;n1;I;2;;14;PORTO ALEGRE;RS;01/12/2013;29543;64171
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAIBA - SICREDI VANGUARDA PR/SP;78414067;b3S;I;2;;9;MEDIANEIRA;PR;01/12/2013;28217;86543
BANIF;20255;b1;C;3;;199;SAO PAULO;SP;01/12/2013;27596;37902
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;I;1;;5;VITORIA;ES;01/12/2013;27183;32497
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;I;2;;9;NOVA PETROPOLIS;RS;01/12/2013;26934;87637
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;I;2;;9;CERRO LARGO;RS;01/12/2013;26671;98582
BARIGUI;51774;n1;C;2;;197;CURITIBA;PR;01/12/2013;23456;41945
AGORACRED S/A SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;36321990;n1;I;2;;14;VITORIA;ES;01/12/2013;22978;109116
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO PARANÁ SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;I;2;;9;MARINGA;PR;01/12/2013;22463;82696
RODOBENS;51736;b1;C;2;;199;SAO PAULO;SP;01/12/2013;20596;30975
COOPERATIVA DE CRÉDITO CREDICITRUS;54037916;b3S;I;2;;9;BEBEDOURO;SP;01/12/2013;19217;79592
SANTANA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;5503849;n1;I;2;;14;SAO PAULO;SP;01/12/2013;18202;22234
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;I;2;;25;BRASILIA;DF;01/12/2013;17440;18127
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO BRF - CREDIBRF;82096447;b3S;I;2;;9;VIDEIRA;SC;01/12/2013;17384;24322
BANCO CNH CAPITAL S.A.;2992446;b2;I;3;;8;CURITIBA;PR;01/12/2013;16975;37392
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;I;2;;9;LUCAS DO RIO VERDE;MT;01/12/2013;14645;47495
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DO RIO GRANDE DO SUL E OESTE DE SANTA CATARINA - SICREDI NORTE RS/SC;87780268;b3S;I;2;;9;ERECHIM;RS;01/12/2013;14484;47961
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;I;2;;9;PALOTINA;PR;01/12/2013;14377;49796
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CENTRO SERRA - SICREDI CENTRO SERRA RS;87067757;b3S;I;2;;9;AGUDO;RS;01/12/2013;14275;46787
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO FRONTEIRA DO IGUAÇU - SICREDI FRONTEIRA PR/SC;82527557;b3S;I;2;;9;CAPANEMA;PR;01/12/2013;13890;42946
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;I;2;;9;CARLOS BARBOSA;RS;01/12/2013;13829;42966
BMW;51420;n1;C;3;;197;SAO PAULO;SP;01/12/2013;13548;17608
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NOROESTE DO RIO GRANDE DO SUL - SICREDI NOROESTE RS;89049738;b3S;I;2;;9;TRES DE MAIO;RS;01/12/2013;13473;47356
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC;87733770;b3S;I;2;;9;RODEIO BONITO;RS;01/12/2013;13177;38765
JBCRED S/A SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR;4230630;n1;I;2;;10;SAO PAULO;SP;01/12/2013;12535;105295
SOFISA;31873;b1;C;2;;199;SAO PAULO;SP;01/12/2013;12465;60876
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO CENTRO DO RGS - SICREDI REGIÃO CENTRO;95594941;b3S;I;2;;9;SANTA MARIA;RS;01/12/2013;12305;48078
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO CENTRO SUL DO MATO GROSSO DO SUL - SICREDI CENTRO-SUL MS;26408161;b3S;I;2;;9;DOURADOS;MS;01/12/2013;12107;37545
ORIGINAL;51781;b1;C;2;;199;SAO PAULO;SP;01/12/2013;11658;29013
