Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;PJ_CG_Vencido_15d;PJ_CG_Vencer_90d;PJ_CG_Vencer_91-360d;PJ_CG_Vencer_361-1080d;PJ_CG_Vencer_1081-1800d;PJ_CG_Vencer_1801-5400d;PJ_CG_Vencer_acima_5400d;PJ_CG_TOTAL;PJ_I_Vencido_15d;PJ_I_Vencer_90d;PJ_I_Vencer_91-360d;PJ_I_Vencer_361-1080d;PJ_I_Vencer_1081-1800d;PJ_I_Vencer_1801-5400d;PJ_I_Vencer_acima_5400d;PJ_I_TOTAL;PJ_CGR_Vencido_15d;PJ_CGR_Vencer_90d;PJ_CGR_Vencer_91-360d;PJ_CGR_Vencer_361-1080d;PJ_CGR_Vencer_1081-1800d;PJ_CGR_Vencer_1801-5400d;PJ_CGR_Vencer_acima_5400d;PJ_CGR_TOTAL;PJ_Recebiveis_Vencido_15d;PJ_Recebiveis_Vencer_90d;PJ_Recebiveis_Vencer_91-360d;PJ_Recebiveis_Vencer_361-1080d;PJ_Recebiveis_Vencer_1081-1800d;PJ_Recebiveis_Vencer_1801-5400d;PJ_Recebiveis_Vencer_acima_5400d;PJ_Recebiveis_TOTAL;PJ_Comex_Vencido_15d;PJ_Comex_Vencer_90d;PJ_Comex_Vencer_91-360d;PJ_Comex_Vencer_361-1080d;PJ_Comex_Vencer_1081-1800d;PJ_Comex_Vencer_1801-5400d;PJ_Comex_Vencer_acima_5400d;PJ_Comex_TOTAL;PJ_Outros_Vencido_15d;PJ_Outros_Vencer_90d;PJ_Outros_Vencer_91-360d;PJ_Outros_Vencer_361-1080d;PJ_Outros_Vencer_1081-1800d;PJ_Outros_Vencer_1801-5400d;PJ_Outros_Vencer_acima_5400d;PJ_Outros_TOTAL;PJ_Infra_Vencido_15d;PJ_Infra_Vencer_90d;PJ_Infra_Vencer_91-360d;PJ_Infra_Vencer_361-1080d;PJ_Infra_Vencer_1081-1800d;PJ_Infra_Vencer_1801-5400d;PJ_Infra_Vencer_acima_5400d;PJ_Infra_TOTAL;PJ_Rural_Vencido_15d;PJ_Rural_Vencer_90d;PJ_Rural_Vencer_91-360d;PJ_Rural_Vencer_361-1080d;PJ_Rural_Vencer_1081-1800d;PJ_Rural_Vencer_1801-5400d;PJ_Rural_Vencer_acima_5400d;PJ_Rural_TOTAL;PJ_Hab_Vencido_15d;PJ_Hab_Vencer_90d;PJ_Hab_Vencer_91-360d;PJ_Hab_Vencer_361-1080d;PJ_Hab_Vencer_1081-1800d;PJ_Hab_Vencer_1801-5400d;PJ_Hab_Vencer_acima_5400d;PJ_Hab_TOTAL;Total Exterior Pessoa Jurídica
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;I;1;;4;RIO DE JANEIRO;RJ;01/12/2016;342670568;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2444602;14612763;37019491;80447531;60829245;119214246;26989584;341557462;0;55389;132063;322152;254836;348666;0;1113105;0;0;0;0;0;0;0;0;0
BB;49906;b1;C;1;;199;BRASILIA;DF;01/12/2016;331229003;2428417;7628777;15668401;18075046;10389097;3414027;1145407;58749172;84763;502598;1265567;5058034;4405350;20451879;3854305;35622495;290826;1775193;1485108;244114;0;0;99542;3894783;369163;5008249;1455167;512029;122011;49393;178;7516190;535333;6319955;11460746;13249930;5434054;4074765;0;41074782;1958522;5186559;5609850;13760707;17664807;7421650;605420;52207514;891809;4682613;12283412;19926447;9077769;16044772;8318268;71225088;75632;2484183;9485277;4484516;1061596;1924897;14145;19530246;63937;427850;2061235;3202282;162590;42204;124225;6084321;35324411
ITAU;10069;b1;C;2;;199;SAO PAULO;SP;01/12/2016;311845039;714578;8064141;11710702;13216716;2182188;557375;2895;36448595;67990;1562535;2119165;2469585;390526;7304;0;6617104;937933;6722159;121376;0;0;0;0;7781467;78917;11517504;2512723;155303;48565;35238;0;14348250;102392;2966831;6573965;3562639;1682029;449355;0;15337212;879533;1852583;3202932;3354266;1174386;958181;0;11421882;229004;2878696;7635671;11921305;4963871;4817675;343413;32789635;12530;1778978;4193312;1064062;166749;258635;0;7474266;92412;786993;2490187;2533788;241381;19301;389;6164451;173462178
BRADESCO;10045;b1;C;2;;199;OSASCO;SP;01/12/2016;269223701;1822475;9128851;16451628;15157848;3019021;380464;0;45960287;335066;1661565;3208651;3006159;378045;69661;78;8659224;874709;8361078;1078909;1496;0;0;0;10316191;300378;5197167;535361;27274;1191;92;0;6061462;183707;7081315;12295085;5892468;1898182;611323;0;27962080;2977680;7712349;5092522;4242959;1254252;537520;54266;21871549;34190;2583669;7233549;14031301;5079668;8026424;753600;37742401;17306;429272;1613014;1950652;1309616;138601;0;5458460;153735;321576;1887086;6122807;2159751;81049;415;10726419;94465627
CAIXA ECONOMICA FEDERAL;360305;b1;I;1;;6;BRASILIA;DF;01/12/2016;191795877;2630923;11811269;11500770;22598170;5175678;0;11136;53727946;117644;240230;614902;1104200;89716;488;1606;2168786;694027;856702;2352625;108265;561;0;0;4012178;96728;820965;42602;0;0;0;0;960294;64163;1297539;6188256;4860936;3251812;0;0;15662707;3153229;1532699;4001670;3899981;202019;124191;0;12913789;473238;4708135;10753323;20665961;12378724;31194796;9300613;89474789;0;24383;580250;34033;2684;3990;0;645340;211930;4199203;3768200;3409963;330143;310506;103;12230048;0
SANTANDER;30379;b1;C;3;;199;SAO PAULO;SP;01/12/2016;125820331;624506;7668740;8190934;8820158;2461368;1056311;138869;28960886;58620;820332;1693462;1689836;249729;585147;3988;5101115;315593;3674893;1107018;336736;153689;52328;39974;5680232;140946;13854170;4958920;103897;482278;30220;14713;19585145;118166;4609867;6062282;3030677;435424;75980;2435;14334831;717458;1596920;2686918;2595311;1073956;218492;120229;9009285;105295;760678;2081469;4920780;1384977;2130574;1882981;13266754;6516;704954;2450006;573694;166456;62737;5461;3969825;247005;1165255;3221826;1890122;186326;1317714;1435;8029681;17882576
SAFRA;10083;b1;C;2;;199;SAO PAULO;SP;01/12/2016;43638252;240807;2782420;3790346;3400750;410658;34274;0;10659254;7965;660583;1051405;639149;117887;29635;0;2506624;25555;792236;30308;0;23457;0;0;871556;2857;4301057;1040806;7215;287;43676;0;5395899;1417;1716944;2243384;1402874;811522;225000;0;6401140;12998;153670;847517;68126;27862;0;0;1110173;22359;412385;1154460;2810257;571824;355386;0;5326670;407;213328;538641;196366;43626;31880;0;1024248;251;65153;312736;144613;653;0;0;523405;9819282
VOTORANTIM;51011;b1;C;2;;199;SAO PAULO;SP;01/12/2016;14318190;346991;273814;586057;1027432;286513;129716;0;2650524;19041;168033;440364;442961;29014;9;0;1099421;0;0;4474;0;0;0;0;4474;0;1436721;234843;61706;76305;95381;0;1904957;79003;576973;863803;1243052;875983;34752;0;3673566;174084;221;433;1298;1540;3668;0;181243;6483;137162;362765;1194480;526176;745546;0;2972613;0;51521;134415;120224;35441;3870;0;345470;0;0;0;0;0;0;0;0;1485922
CITIBANK;30403;b1;C;3;;199;SAO PAULO;SP;01/12/2016;13312359;50686;1343410;1004482;473493;159307;379;0;3031757;1219;13982;33316;35484;227;0;0;84228;185;232641;1113018;0;0;0;0;1345844;6443;1515758;941714;88382;0;0;0;2552297;85668;872476;1512373;794123;244220;0;0;3508861;4315;596617;182086;2952;0;0;0;785970;32;27522;88727;549688;63452;0;0;729422;8403;278264;967312;19946;55;0;0;1273980;0;0;0;0;0;0;0;0;0
ABC-BRASIL;41856;b1;C;3;;199;SAO PAULO;SP;01/12/2016;11863456;29982;778432;1622739;1197057;138720;30397;0;3797327;0;18032;59701;103271;9609;0;0;190612;2792;80585;35975;0;0;0;0;119352;297;387834;177278;17214;8472;994;0;592089;3374;318067;1067642;556005;101327;0;0;2046415;34913;227608;16968;54783;28080;15200;9;377562;1240;81470;188054;409650;135339;72776;0;888528;0;176059;640523;674109;97606;115606;0;1703903;0;0;0;0;0;0;0;0;2147668
