Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
BNP PARIBAS;51516;b1;C;3;;199;SAO PAULO;SP;01/12/2016;8217986;45081;507979;1407064;2359340;1051417;148469;0;5519350;900;10531;20991;5939;0;0;0;38361;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;162048;1714072;517623;69728;0;0;0;2463471;0;0;6671;2095;2095;0;0;10861;33256;48632;70066;33966;21;0;0;185942;0
BRB;31976;b1;C;1;;199;BRASILIA;DF;01/12/2016;8034477;25679;383521;964512;1948570;1013081;286775;0;4622139;33922;288852;393134;699235;278841;101523;0;1795507;2576;19426;47191;59286;8105;3;0;136586;601;28350;82290;214963;204682;252145;0;783030;9;1848;142;0;0;0;0;1999;29186;8484;83521;65105;44373;45130;0;275800;12108;33256;164044;40808;17218;6955;145026;419415;0
BANCO GMAC S.A.;59274605;b2;I;3;;8;SAO PAULO;SP;01/12/2016;7134028;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;89904;1203559;2752945;2833781;253505;334;0;7134028;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BMG;30290;b1;C;2;;199;SAO PAULO;SP;01/12/2016;6942597;25023;111608;260507;294345;63617;19804;97;774999;12112;50409;90274;38495;81;54;0;191425;59146;135826;278583;204213;171;2;0;677941;0;0;0;0;0;0;0;0;341649;4772825;68916;47048;7978;0;0;5238417;0;0;0;0;0;0;0;0;656;2107;10754;13778;12135;20384;0;59814;0
CITIBANK;30403;b1;C;3;;199;SAO PAULO;SP;01/12/2016;6434613;4805;27299;51096;101030;28543;62;0;212836;32219;159976;318530;432007;80119;0;0;1022851;0;0;0;0;0;0;0;0;1034;19612;42720;110873;104235;427357;350981;1056812;354132;2694416;637840;190235;397;0;0;3877019;0;0;54687;0;0;0;0;54687;43124;111398;44295;8770;2822;0;0;210408;0
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;I;2;;11;PORTO ALEGRE;RS;01/12/2016;6063505;0;7258;18772;26563;8555;1306;0;62453;0;34;98;142;0;0;0;274;0;5652;16357;34251;20200;16495;0;92956;0;1187;2599;6686;6415;27111;21156;65154;0;0;0;0;0;0;0;0;0;148280;879481;1907484;1491996;1387255;67;5814564;888;3578;11276;9734;966;1662;0;28104;0
DAYCOVAL;51987;b1;C;2;;199;SAO PAULO;SP;01/12/2016;5874336;60786;369931;1006790;1973090;1057478;335564;0;4803640;9992;34240;35963;17664;276;15;0;98151;33736;104521;220548;218115;8816;3;0;585739;0;0;0;0;0;0;0;0;12553;252642;3582;320;73;0;0;269171;0;0;0;252;0;0;0;252;4325;16027;45842;17812;4896;25089;87;114079;3305
BANCO VOLKSWAGEN S.A.;59109165;b2;I;3;;8;SAO PAULO;SP;01/12/2016;5653457;859;9659;21148;25209;2596;0;0;59471;407;781;1569;1812;63;0;0;4631;64443;876153;2094676;2332002;221619;461;0;5589355;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
BANCO CSF S.A.;8357240;b2;I;3;;8;SAO PAULO;SP;01/12/2016;5431323;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;952705;3069670;1229319;179629;0;0;0;5431323;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JOHN DEERE;50071;b1;C;3;;199;INDAIATUBA;SP;01/12/2016;4790627;0;0;0;0;0;0;0;0;2167;4831;49733;34595;2002;168;0;93495;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25286;7082;1091834;1669347;1132304;509201;0;4435054;6446;150;123923;116221;15339;0;0;262078;0
PORTO SEGURO;51444;n1;C;2;;197;SAO PAULO;SP;01/12/2016;4771383;1645;11105;21864;23620;3489;4;0;61727;676;5374;2566;1088;0;0;0;9704;7990;75436;170465;187264;14101;11;0;455268;0;0;0;0;0;0;0;0;294961;2976057;942571;30132;963;0;0;4244684;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;I;1;;8;FORTALEZA;CE;01/12/2016;4600798;536;18135;44106;58477;12217;498;0;133968;3816;9399;18399;13125;117;9;0;44864;0;0;0;0;0;0;0;0;0;2;5;14;14;71;136;243;12073;39887;10499;3;0;0;0;62462;606873;2187;26282;10699;127497;585011;0;1358550;78782;1822904;1066650;29759;1787;829;0;3000711;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;I;3;;8;CURITIBA;PR;01/12/2016;3850139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;404;803;884;49;0;0;2145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11680;18222;957420;1519132;867770;320394;0;3694618;7520;36357;60429;39716;9354;0;0;153376;0
MERCANTIL DO BRASIL;20152;b1;C;2;;199;BELO HORIZONTE;MG;01/12/2016;3772574;18485;219016;509587;683409;157421;10745;0;1598662;68290;285773;615690;559228;76121;3704;0;1608806;1915;7488;13989;8536;263;0;0;32190;0;300;843;1884;1412;1534;11;5985;13107;182931;0;0;0;0;0;196038;2696;4497;33525;60114;22608;4891;0;128332;41047;67245;63408;22787;6102;1738;234;202562;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;I;3;;8;PORTO ALEGRE;RS;01/12/2016;3744481;0;0;0;0;0;0;0;0;39;147;1012;1677;1593;0;0;4468;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48331;182295;989381;1603951;690976;222986;0;3737920;99;523;897;512;25;37;0;2093;0
BANCOOB;51750;b1;C;2;;199;BRASILIA;DF;01/12/2016;3714599;1644;45185;113331;237336;101771;5333;0;504600;948;5636;19570;30556;11571;2122;0;70404;0;0;0;0;0;0;0;0;0;7;10;26;26;127;191;387;31780;366404;1166404;2084;0;1;0;1566673;0;46898;187668;437860;350908;397016;0;1420350;2721;21767;43140;78005;6425;128;0;152186;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;I;1;;5;PORTO ALEGRE;RS;01/12/2016;3647095;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15672;105359;497193;1100233;940501;898742;83;3557784;2740;3504;13884;29742;19866;19576;0;89311;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;I;1;;8;BELEM;PA;01/12/2016;3617137;5838;259381;588242;1087412;438595;154729;0;2534197;23808;215233;375447;332873;62849;5419;12;1015641;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7450;34469;9903;117;0;0;0;51939;0;84;2624;260;1855;821;0;5643;2104;3071;3972;569;0;0;0;9716;0
PARANÁ BANCO;30881;b1;C;2;;199;CURITIBA;PR;01/12/2016;3551315;27412;297246;762082;1336504;641842;238950;0;3304036;12118;64947;66202;4214;2;0;0;147482;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2066;4303;0;0;0;0;0;6369;0;0;0;0;0;0;0;0;14217;13027;17671;18132;10966;18182;1233;93427;0
HONDA;51396;b2;C;3;;198;SAO PAULO;SP;01/12/2016;3222457;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;68307;536583;1205544;1322415;89588;20;0;3222456;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;I;2;;14;SAO PAULO;SP;01/12/2016;2951591;140;997;1513;791;37;0;0;3478;76731;127992;70441;360;0;0;0;275524;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;615578;1559547;496193;1271;0;0;0;2672589;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALFA;51293;b1;C;2;;199;SAO PAULO;SP;01/12/2016;2810926;5491;194030;487272;766055;286462;90218;0;1829529;217;60212;50108;13775;1334;0;0;125647;5840;161953;338542;324795;21058;9;0;852196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;131;294;459;12;0;0;897;1;2373;284;0;0;0;0;2658;0
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;I;3;;8;SAO PAULO;SP;01/12/2016;2761434;0;0;0;0;0;0;0;0;2;108;231;221;19;0;0;580;15993;445313;1015457;1176933;87194;67;0;2740959;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;166;3504;7879;7908;439;0;0;19895;0
CCB;32119;b1;C;3;;199;SAO PAULO;SP;01/12/2016;2417721;14871;184191;485576;845018;403128;105795;0;2038579;882;3033;7247;10593;3496;315;63;25627;13705;43581;99383;119156;10868;3;0;286696;0;42;97;257;266;1099;306;2068;61;771;0;0;0;0;0;832;0;0;0;0;0;0;0;0;611;6394;8906;24758;20100;3150;0;63919;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;I;2;;14;SAO PAULO;SP;01/12/2016;2301890;478;2658;4349;844;0;0;0;8329;190058;180979;131349;4916;0;0;0;507303;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;0;573692;543676;11486;0;0;0;1128855;NI;NI;NI;NI;NI;NI;NI;NI;226416;220571;205160;5257;0;0;0;657403;NI
BANESTES;30159;b1;C;1;;199;VITORIA;ES;01/12/2016;2229935;5268;66439;239221;430271;202957;61373;0;1005528;4105;35308;57608;45110;5192;105;0;147428;1975;7836;17028;16465;687;2;0;43994;95;3575;10319;27468;26714;117089;105128;290389;18397;224223;347;0;0;0;0;242968;7985;68370;72775;100223;50728;1676;0;301758;15996;66362;53246;44765;8823;8660;19;197871;0
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60779196;n1;I;2;;14;SAO PAULO;SP;01/12/2016;2030660;0;0;0;0;0;0;0;0;684930;931356;412726;1647;0;0;0;2030660;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INTERMEDIUM;51884;b1;C;2;;199;BELO HORIZONTE;MG;01/12/2016;1941660;8841;67822;188149;315806;123549;27835;1;732004;127;2788;2608;3903;2565;1619;0;13608;0;0;0;0;0;0;0;0;7763;22242;48893;114769;106554;404877;33403;738500;4629;103266;0;0;0;0;0;107895;0;0;0;0;0;0;0;0;6723;15048;29792;83513;79272;135045;259;349653;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;I;2;;9;BEBEDOURO;SP;01/12/2016;1884723;0;263;670;1112;1;0;0;2046;8863;74463;127490;62853;14406;3852;0;291929;440;9971;24729;36430;4696;14;0;76280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26883;214327;1016941;112675;17689;705;0;1389220;3969;78052;40618;2256;308;46;0;125248;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;;8;ARACAJU;SE;01/12/2016;1723716;700;35364;75526;188467;166480;120226;0;586763;5226;70650;116480;112983;42857;17138;0;365333;0;11;15;5;0;0;0;31;365;4824;12742;34142;32815;141981;125181;352049;0;277219;34300;81;0;0;0;311599;1889;4020;14183;19540;8959;9057;0;57647;4393;18135;27426;323;17;0;0;50294;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;I;2;;25;BRASILIA;DF;01/12/2016;1571344;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6304;55728;154567;376420;291732;428665;246289;1559705;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;248;312;803;1921;1669;5532;1154;11639;0
OMNI;50940;n1;C;2;;197;SAO PAULO;SP;01/12/2016;1514042;0;0;0;0;0;0;0;0;81925;139106;167418;46110;1273;0;0;435832;73787;165063;342262;323485;16963;1;0;921561;0;0;0;0;0;0;0;0;42026;55282;7493;550;0;0;0;105352;0;0;0;0;0;0;0;0;5039;26592;19306;361;0;0;0;51297;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;;9;BLUMENAU;SC;01/12/2016;1455714;16;393;988;868;0;0;0;2264;12703;140590;321408;334173;39699;2958;0;851531;1003;4067;9009;6070;469;0;0;20618;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13778;108029;223421;208061;25193;2820;0;581301;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;I;2;;9;BRASILIA;DF;01/12/2016;1416596;480;38481;121741;164010;98232;22987;0;445931;12216;111292;236756;355979;208714;45710;0;970664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO CARGILL S.A.;3609817;b1;I;3;;8;SAO PAULO;SP;01/12/2016;1410819;0;0;0;0;0;0;0;0;1190;0;53578;34016;2211;0;0;90995;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21854;40316;1097627;124634;35393;0;0;1319824;0
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;;2;BELEM;PA;01/12/2016;1216641;248;1104;2465;2543;217;1;0;6577;6659;26525;56022;63455;14949;3485;0;171093;37;134;288;319;30;0;0;808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;102929;84841;342224;236885;106143;89420;0;962441;6308;45561;21432;2421;0;0;0;75721;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;I;2;;9;CAMPO MOURAO;PR;01/12/2016;1201403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1761;5231;5036;210;0;0;12249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;793;91490;742587;17498;8764;0;0;861132;1989;55893;236572;14277;5578;13713;0;328022;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;;30;PORTO ALEGRE;RS;01/12/2016;1196780;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;18;48;46;34;0;153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24521;30531;144637;333694;275166;383527;25;1192101;811;162;1166;1938;448;0;0;4526;0
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;I;2;;9;SERTAOZINHO;SP;01/12/2016;1154527;0;0;0;0;0;0;0;0;8769;50058;83513;85389;27149;939;0;255817;102;855;2128;3356;340;0;0;6781;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22474;127199;299177;263811;14339;12971;0;739971;1522;54915;28002;41924;15046;10549;0;151958;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;I;2;;9;MARINGA;PR;01/12/2016;864939;164;7282;20815;43603;22995;13599;0;108458;7143;25009;50472;36945;5073;176;0;124817;87;1057;2555;2942;313;0;0;6954;0;0;0;0;0;0;0;0;5814;41475;11050;310;12;0;0;58660;7289;57879;301581;62614;212;0;0;429575;8906;52269;49978;17533;6012;735;1042;136475;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;I;1;;5;VITORIA;ES;01/12/2016;843776;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;23981;36186;87478;254941;233170;199960;0;835716;202;1039;2606;3433;631;148;0;8060;NI
BANCO A.J. RENNER S.A.;92874270;b1;I;2;;8;PORTO ALEGRE;RS;01/12/2016;801012;627;6289;9305;7609;8;0;0;23837;268;2462;5172;4676;205;0;0;12782;22047;114696;271388;328199;27275;0;0;763606;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;103;238;349;73;0;0;788;0
ORIGINAL;51781;b1;C;2;;199;SAO PAULO;SP;01/12/2016;799181;470;506;900;417;15;6;0;2315;3;1234;2720;1413;0;0;0;5371;0;0;0;0;0;0;0;0;99;156;253;752;799;1802;146;4007;13214;75152;18479;13;0;0;0;106859;0;0;0;0;0;0;0;0;32248;113023;369944;148566;16847;0;0;680628;0
BMW;51420;n1;C;3;;197;SAO PAULO;SP;01/12/2016;787532;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5959;130206;338599;300530;12161;77;0;787532;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DACASA FINANCEIRA;51891;n1;C;2;;197;VITORIA;ES;01/12/2016;680262;0;0;0;0;0;0;0;0;124413;130175;126479;9999;0;0;0;391065;3520;7573;14866;10782;12;0;0;36753;0;0;0;0;0;0;0;0;44381;207470;574;19;0;0;0;252444;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;I;2;;9;LUCAS DO RIO VERDE;MT;01/12/2016;677612;85;2330;6312;10502;3620;1215;0;24064;5876;22322;96299;46471;8073;1531;0;180572;348;2363;6021;5195;267;0;0;14194;0;0;0;0;0;0;0;0;3532;21432;4604;106;7;0;0;29680;1097;3203;189242;6801;227;0;0;200569;12194;51985;78079;61063;24253;297;663;228533;0
BTG PACTUAL;49944;b1;C;2;;199;RIO DE JANEIRO;RJ;01/12/2016;656001;0;0;0;0;0;0;0;0;42654;99313;78062;69928;66489;0;0;356446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;57;3057;5083;5366;25210;0;38831;3842;5319;4621;8537;405;31;0;22756;237969
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;I;2;;9;CERRO LARGO;RS;01/12/2016;650136;2;406;1170;2257;778;151;0;4764;2291;23217;65665;52353;6481;463;0;150470;394;5128;13586;17600;2401;5;0;39114;0;0;0;0;0;0;0;0;1739;18790;4764;25;1;0;0;25318;1958;75279;226979;19846;570;0;0;324634;5424;30720;46993;16675;4839;664;523;105837;0
CREDIT SUISSE;30771;b1;C;3;;199;SAO PAULO;SP;01/12/2016;613679;0;0;0;0;0;0;0;0;0;446743;109996;56940;0;0;0;613679;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
