Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;I;3;;8;SAO PAULO;SP;01/06/2016;8361895;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97308;817722;1463648;1258671;513388;310839;0;4461577;119654;454409;1029841;1540727;600958;154729;0;3900318;0
BANCO GMAC S.A.;59274605;b2;I;3;;8;SAO PAULO;SP;01/06/2016;8225942;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97302;1317741;3100095;3387330;323246;228;0;8225942;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRB;31976;b1;C;1;;199;BRASILIA;DF;01/06/2016;8059081;26313;375005;965692;1957968;932659;277373;0;4535010;18460;333822;520231;669157;230821;69927;0;1842419;2835;20559;50634;68012;9791;9;0;151839;608;26267;76154;198655;188243;240180;0;730107;10;1732;106;0;0;0;0;1847;18669;72355;51144;74426;50908;56773;0;324275;15220;44416;159565;73545;22687;9865;148288;473586;0
BNP PARIBAS;51516;b1;C;3;;199;SAO PAULO;SP;01/06/2016;7611642;37984;488428;1366005;2305881;1030043;178493;0;5406834;175;4663;5996;1122;0;0;0;11955;6;5;0;0;0;0;0;10;0;0;0;0;0;0;0;0;213686;1354870;405386;29129;0;0;0;2003071;0;2551;1007;0;0;0;0;3558;30422;52181;78685;24914;11;0;0;186214;0
SAFRA;10083;b1;C;2;;199;SAO PAULO;SP;01/06/2016;7052028;8120;232720;621679;1109525;572133;115167;0;2659343;3419;199333;183020;156830;36516;10658;0;589777;35417;514391;1239493;1457782;115411;29;0;3362523;16;140;529;1056;770;1229;0;3741;4555;107234;26164;27;0;0;0;137979;0;31805;23264;16009;4305;0;0;75384;2355;128145;24981;23880;291;852;0;180504;42775
BMG;30290;b1;C;2;;199;SAO PAULO;SP;01/06/2016;6599761;28303;147038;340533;407850;91382;30977;114;1046197;10549;31766;68731;21820;149;71;0;133086;120040;182198;380721;272303;5338;2;0;960603;0;0;0;0;0;0;0;0;218174;4083629;60939;39094;6133;0;0;4407970;0;0;0;0;0;0;0;0;612;2595;3147;10238;11015;24297;0;51905;0
DAYCOVAL;51987;b1;C;2;;199;SAO PAULO;SP;01/06/2016;6199850;49157;387810;1050649;2042830;1119713;363104;0;5013263;21702;60174;62042;35154;856;18;0;179947;37912;114997;249874;263409;12835;0;0;679027;0;0;0;0;0;0;0;0;7787;191707;3186;268;72;0;0;203020;0;865;773;0;0;0;0;1638;6215;15189;48881;28060;4017;17255;85;119703;3253
BANCO VOLKSWAGEN S.A.;59109165;b2;I;3;;8;SAO PAULO;SP;01/06/2016;6103403;784;7728;20506;23059;2296;0;0;54371;329;491;1348;1485;74;0;0;3726;67152;883554;2228244;2594417;271544;389;0;6045301;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;0;0;0;0;5;0
CITIBANK;30403;b1;C;3;;199;SAO PAULO;SP;01/06/2016;6092846;5788;25122;55764;96125;26149;82;0;209029;38675;141738;296930;500208;71271;1;0;1048824;0;0;0;0;0;0;0;0;874;17531;41555;106107;99680;411572;340008;1017328;335252;2471177;574261;193025;428;0;0;3574143;0;45671;0;0;0;0;0;45671;49887;135903;6772;4940;350;0;0;197852;0
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;I;2;;11;PORTO ALEGRE;RS;01/06/2016;5642777;0;3772;10061;14365;4591;767;0;33556;2286;34;98;207;0;0;0;2626;0;5205;16499;39494;22284;21212;0;104694;0;872;1944;5044;4728;19320;13909;45817;0;0;0;0;0;0;0;0;0;198995;740459;1718726;1365134;1395910;0;5419225;1237;5249;12924;14140;1749;1560;0;36859;0
BANCO CSF S.A.;8357240;b2;I;3;;8;SAO PAULO;SP;01/06/2016;4996233;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1037785;2784062;1014147;160240;0;0;0;4996233;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;I;1;;8;FORTALEZA;CE;01/06/2016;4617890;561;17750;45031;62638;15421;512;1;141914;4049;9483;20681;13936;144;0;0;48293;0;0;0;0;0;0;0;0;0;2;5;14;14;70;137;243;13561;37006;9061;1;0;0;0;59628;582226;2395;4440;8194;77411;655501;0;1330167;70304;1873194;1057842;33261;2981;62;0;3037645;0
MERCANTIL DO BRASIL;20152;b1;C;2;;199;BELO HORIZONTE;MG;01/06/2016;4333480;20429;222849;580062;1008424;411761;35107;0;2278633;36327;132945;400180;682550;253125;20139;0;1525266;2340;9148;20300;17225;220;0;0;49233;6;515;1320;3206;2122;2733;16;9918;14381;155245;0;0;0;0;0;169626;1720;6758;18912;39604;16383;7102;0;90479;44556;66278;57798;33029;7953;712;0;210326;0
PORTO SEGURO;51444;n1;C;2;;197;SAO PAULO;SP;01/06/2016;4269301;1731;8005;22691;22007;3261;7;0;57703;1005;1672;4174;1231;1;0;0;8083;8097;74152;174110;198072;16951;10;0;471392;0;0;0;0;0;0;0;0;348938;2572239;786158;23316;1459;0;0;3732110;0;0;0;0;0;0;0;0;5;1;3;3;0;0;0;13;0
JOHN DEERE;50071;b1;C;3;;199;INDAIATUBA;SP;01/06/2016;4098784;0;0;0;0;0;0;0;0;3893;6588;52680;48763;2954;53;0;114932;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99219;19581;928422;1412358;850700;336232;0;3646511;9355;116;126046;179360;22466;0;0;337342;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;I;3;;8;PORTO ALEGRE;RS;01/06/2016;3687313;0;0;0;0;0;0;0;0;21;239;1042;1774;1590;798;0;5464;9;5;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45112;312978;855714;1552866;721799;191028;0;3679496;70;209;1402;606;52;0;0;2338;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;I;1;;8;BELEM;PA;01/06/2016;3576893;5223;171854;652396;1063250;424048;151630;0;2468401;22943;211493;423350;311901;61023;5131;7;1035848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8619;36278;8823;133;0;0;0;53853;17;152;2061;277;1556;1200;0;5263;2993;3321;6418;795;0;0;0;13528;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;I;1;;5;PORTO ALEGRE;RS;01/06/2016;3468446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18366;128578;424955;1014784;866461;928782;49;3381976;2393;4158;13236;28192;17198;21293;0;86470;0
PARANÁ BANCO;30881;b1;C;2;;199;CURITIBA;PR;01/06/2016;3459657;20754;294178;763456;1333206;640473;172477;0;3224544;16602;59259;47330;3146;0;0;0;126338;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3155;4790;0;0;0;0;0;7945;0;0;0;0;0;0;0;0;15947;13437;18001;18828;12105;20893;1620;100830;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;I;3;;8;CURITIBA;PR;01/06/2016;3393981;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;602;1188;1116;134;0;0;3078;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54869;74001;810727;1300924;777002;250043;0;3267565;6998;25828;36085;42863;9959;1605;0;123338;0
BANCOOB;51750;b1;C;2;;199;BRASILIA;DF;01/06/2016;3310656;1127;39045;100616;208118;89575;4706;0;443187;459;6541;16402;27110;11511;884;0;62907;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34238;327015;908631;1721;1;1;0;1271607;0;50532;161751;390580;344310;389271;0;1336444;1948;18285;57607;93282;25061;328;0;196511;0
HONDA;51396;b2;C;3;;198;SAO PAULO;SP;01/06/2016;3215175;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;4;65544;526924;1204789;1325400;92504;9;0;3215171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALFA;51293;b1;C;2;;199;SAO PAULO;SP;01/06/2016;2877163;5208;187179;474999;749069;285814;81717;0;1783985;482;67906;54143;22854;2141;0;0;147527;6569;178696;390647;343786;22357;11;0;942066;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;156;424;529;57;0;0;1172;0;2388;25;0;0;0;0;2413;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;I;2;;14;SAO PAULO;SP;01/06/2016;2677968;152;756;1739;870;54;0;0;3571;88032;112947;64830;265;0;0;0;266073;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;687374;1318525;400567;1858;0;0;0;2408323;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;I;3;;8;SAO PAULO;SP;01/06/2016;2632459;0;0;0;0;0;0;0;0;0;111;159;102;0;0;0;372;18414;446275;1045357;1021217;82565;96;0;2613924;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;3318;7361;6968;367;0;0;18163;0
BANESTES;30159;b1;C;1;;199;VITORIA;ES;01/06/2016;2330639;4991;88445;249341;436674;196834;58204;0;1034491;5024;34108;77556;54063;4819;72;0;175640;2164;9824;23316;24721;1494;0;0;61519;142;3096;9275;24420;23717;105770;99464;265884;23062;201782;457;0;0;0;0;225301;11566;26712;191829;92767;26854;966;0;350695;17197;74249;59590;47946;9919;8188;20;217109;0
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60779196;n1;I;2;;14;SAO PAULO;SP;01/06/2016;2239590;0;0;0;0;0;0;0;0;726220;1025830;485993;1547;0;0;0;2239590;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;I;2;;14;SAO PAULO;SP;01/06/2016;2112485;674;2027;5511;1003;0;0;0;9215;184971;152407;126605;10554;0;0;0;474538;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;0;532270;428350;20772;0;0;0;981393;NI;NI;NI;NI;NI;NI;NI;NI;267173;205353;168376;6438;0;0;0;647340;NI
OMNI;50940;n1;C;2;;197;SAO PAULO;SP;01/06/2016;2086372;0;0;0;0;0;0;0;0;851675;124506;152504;42963;1370;0;0;1173019;57152;131952;278472;288583;17140;0;0;773300;0;0;0;0;0;0;0;0;51211;51506;8195;522;0;0;0;111433;0;0;0;0;0;0;0;0;1216;14189;13163;53;0;0;0;28620;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;I;2;;9;BEBEDOURO;SP;01/06/2016;1956651;0;243;721;1046;2;0;0;2012;4653;92319;90498;60484;6136;5071;0;259161;516;9923;24310;33320;4635;9;0;72713;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14474;575492;708197;162550;9940;870;0;1471523;4271;79125;63504;2825;1469;46;0;151242;0
INTERMEDIUM;51884;b1;C;2;;199;BELO HORIZONTE;MG;01/06/2016;1873209;7913;72821;200563;326630;133005;31583;1;772516;439;9668;6806;344;109;24;0;17391;0;0;0;0;0;0;0;0;5665;16985;39437;98277;93564;386802;20107;660837;1524;21921;13270;33815;27467;2890;0;100885;0;0;0;0;0;0;0;0;4355;10978;30047;73886;76369;125947;0;321580;0
CCB;32119;b1;C;3;;199;SAO PAULO;SP;01/06/2016;1720702;10004;124789;338032;560390;246500;64493;0;1344208;555;2762;6793;13479;5205;324;67;29185;13508;42047;96042;117198;9286;0;0;278081;0;45;114;264;257;1104;317;2100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69;6882;9492;24122;22063;4500;0;67128;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;;8;ARACAJU;SE;01/06/2016;1670571;1336;31366;66739;159410;138578;104402;32;501864;5510;66097;121775;143980;49095;14487;0;400943;0;16;30;11;0;0;0;57;312;4108;12194;31632;30405;132617;116665;327934;0;274796;29689;53;0;0;0;304538;1846;5422;13779;22802;9673;10089;0;63611;4259;21566;45558;217;23;0;0;71623;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;I;2;;25;BRASILIA;DF;01/06/2016;1511362;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5809;55269;149327;348352;306276;413603;223683;1502319;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;268;261;678;1574;1308;4190;764;9043;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;;9;BLUMENAU;SC;01/06/2016;1486697;13;372;944;810;0;0;0;2139;11427;140949;327540;354824;40937;309;0;875984;3189;21217;52040;54886;4323;5;0;135661;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11611;98314;189809;153744;18482;953;0;472912;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;I;2;;9;BRASILIA;DF;01/06/2016;1374605;582;41431;129088;169194;101459;25001;0;466755;12375;85671;242278;331566;194040;41920;0;907850;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PSA FINANCE;51365;b2;C;3;;198;SAO PAULO;SP;01/06/2016;1346162;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12780;224004;525552;554466;29352;8;0;1346162;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;;30;PORTO ALEGRE;RS;01/06/2016;1270379;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;18;46;48;46;0;166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13826;35921;141211;332248;307545;435725;31;1266507;295;46;1015;1447;750;154;0;3707;0
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;I;2;;9;SERTAOZINHO;SP;01/06/2016;1237244;0;0;0;0;0;0;0;0;12103;47452;78645;84373;25070;3235;0;250878;124;910;2349;3560;358;0;0;7302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21544;92599;459355;219585;11417;18087;0;822586;3830;54284;43974;26202;19184;9004;0;156478;0
BANCO CARGILL S.A.;3609817;b1;I;3;;8;SAO PAULO;SP;01/06/2016;1191269;0;0;0;0;0;0;0;0;2794;29248;49588;21633;14375;0;0;117639;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52922;123960;782301;65469;48977;0;0;1073630;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;I;2;;9;CAMPO MOURAO;PR;01/06/2016;1179020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1801;5125;4669;70;0;0;11675;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;226975;681664;17714;7730;1150;0;935236;1459;22400;181551;9718;5059;11923;0;232110;0
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;;2;BELEM;PA;01/06/2016;1157795;287;1557;3019;3206;308;1;0;8378;6024;27961;60263;66540;16658;2213;0;179659;36;109;235;201;9;0;0;590;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40384;178855;241568;239292;102815;92248;0;895162;13796;41366;18688;155;0;0;0;74005;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;I;1;;5;VITORIA;ES;01/06/2016;850476;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22079;14802;105741;239422;248522;211810;0;842375;240;1085;2495;3315;702;264;0;8101;0
CREDIT SUISSE;30771;b1;C;3;;199;SAO PAULO;SP;01/06/2016;808054;0;0;0;0;0;0;0;0;0;245561;517493;45000;0;0;0;808054;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BMW;51420;n1;C;3;;197;SAO PAULO;SP;01/06/2016;803123;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3235;120310;327849;339845;11859;24;0;803123;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO A.J. RENNER S.A.;92874270;b1;I;2;;8;PORTO ALEGRE;RS;01/06/2016;780058;626;4950;11135;8325;11;0;0;25047;226;10976;7985;4278;213;0;0;23678;19703;107792;255798;319073;27619;0;0;729986;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;206;159;393;491;98;0;0;1347;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;I;2;;9;MARINGA;PR;01/06/2016;744165;79;5673;15445;30906;15904;9556;0;77563;9432;26230;56131;43304;7251;203;0;142551;133;1152;2777;3198;255;0;0;7515;0;0;0;0;0;0;0;0;5293;34521;8906;555;6;0;0;49282;4766;62522;226065;45484;124;0;0;338960;4604;52065;53098;11007;4510;1713;1297;128294;0
DACASA FINANCEIRA;51891;n1;C;2;;197;VITORIA;ES;01/06/2016;672327;0;0;0;0;0;0;0;0;122461;129552;122179;10491;0;0;0;384683;3511;8038;15831;12004;12;0;0;39397;0;0;0;0;0;0;0;0;53864;193983;365;36;0;0;0;248247;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ORIGINAL;51781;b1;C;2;;199;SAO PAULO;SP;01/06/2016;618346;936;1135;1713;1049;31;9;0;4871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;89;112;308;740;774;2034;195;4253;1001;15788;3459;4;0;0;0;20252;0;0;0;0;0;0;0;0;34572;116274;286479;134119;17526;0;0;588970;0
