Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;a1;a2;a3;a4;a5;a6;a;b1;b2;b3;b4;b5;b;c;d1;d2;d3;d4;d5;d6;d7;d8;d;e;f;g;h;i;j;k
ITAU;10069;b1;;C;2;SAO PAULO;SP;01/06/2016;40596668;1539849;28843770;10822898;0;3239260;85042445;-40614044;-3485489;-1473206;-787664;-12780874;-59141278;25901167;8222520;5153395;-7763635;-9459230;-3594370;-5016376;32388856;-23281642;-3350483;22550684;249677;22800361;-9757329;-3704551;9338481;-2698857
BB;49906;b1;;C;1;BRASILIA;DF;01/06/2016;45264065;177925;28389081;-1613247;1880260;2837652;76935735;-51999540;-2855093;-102955;0;-14222883;-69180471;7755265;6050076;4029046;-10309453;-7858055;-2339309;31675;24033608;-14020053;-382466;7372798;3321;7376119;-1858274;-625963;4891882;-1411218
BRADESCO;10045;b1;;C;2;OSASCO;SP;01/06/2016;35016572;1113192;22246905;12785254;0;2574667;73736591;-34536724;-1014239;-952448;-78474;-10491625;-47073510;26663081;4851761;4102567;-6517291;-8122849;-2599321;-5426910;17067916;-12545574;-9189700;17473381;-80510;17392871;-9128974;0;8263897;-2906355
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;01/06/2016;43946763;0;28281270;-7762951;0;6526308;70991390;-45002439;-8240139;0;-1186227;-10067359;-64496163;6495227;8499589;2370779;-10057680;-5226252;-1739182;424923;7738038;-8260944;-6250728;244499;-114147;130352;2250343;-388849;1991846;-1173751
SANTANDER;30379;b1;;C;3;SAO PAULO;SP;01/06/2016;21331816;1122125;16031162;4920034;6512178;3358249;53275564;-25142801;-1319288;-925576;0;-5835996;-33223661;20051903;4488203;1569127;-3439596;-5012385;-2275494;200762;13302685;-19034802;-10201500;9850403;33184;9883587;-6710657;-606803;2566127;-500000
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;01/06/2016;21276531;0;12186580;3190243;0;0;36653354;-2060791;-18843174;0;-417;-4267024;-25171406;11481949;141499;0;-554026;-229360;-402584;-3574921;8995325;-14503734;-10127800;1354149;-3906;1350243;-3321488;-202681;-2173927;0
SAFRA;10083;b1;;C;2;SAO PAULO;SP;01/06/2016;3233925;519186;7066104;585158;0;105054;11509427;-7827511;-319817;-399595;-90094;-805007;-9442024;2067403;335306;145553;-740280;-551774;-201311;-117588;1010055;-534991;-655030;1412372;-224834;1187538;-357273;0;830265;0
HSBC;51152;b1;;C;3;CURITIBA;PR;01/06/2016;5929715;267886;2660954;-468101;1439234;719124;10548812;-5923190;-391667;-205424;0;-2475265;-8995547;1553266;613584;727240;-1743955;-2071081;-380498;193206;1376641;-1333702;-2618567;-1065301;-48899;-1114200;376385;-764;-738579;0
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;01/06/2016;6117872;90187;2113148;-41703;0;16384;8295888;-5521695;-118551;-94388;-189261;-757544;-6681438;1614449;236271;284594;-657414;-581505;-191107;89843;1599189;-1703512;-923641;690808;5503;696311;-410897;-91003;194410;0
BTG PACTUAL;49944;b1;;C;2;RIO DE JANEIRO;RJ;01/06/2016;1092381;0;-1115248;5814893;1656099;101771;7549895;-4153987;-147810;0;0;-594677;-4896475;2653421;1227702;108684;-860728;-1100918;-224723;-767501;3234599;-2297327;-680212;1973209;1081643;3054852;-462747;-580386;2011719;-500000
BANRISUL;30173;b1;;C;1;PORTO ALEGRE;RS;01/06/2016;3428759;20000;1328111;-295513;0;547359;5028715;-2636771;-126402;-13825;-137791;-120440;-3035230;1993486;75425;399570;-832760;-584918;-162172;70199;699150;-1044460;-1379966;613520;-4613;608907;-168458;-50825;389624;-153027
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;01/06/2016;1517627;77567;2393260;-2586969;1711698;109123;3222306;-1565611;-137034;-60278;0;-417066;-2179988;1042317;434854;162492;-590195;-784501;-147177;179817;1189207;-874518;-430021;612296;-70575;541721;-108762;-71240;361719;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;01/06/2016;1041458;0;1695757;-255902;43137;20802;2545252;-686500;-907285;0;0;-341322;-1935106;610145;1073029;29345;-857602;-534668;-139630;0;1317657;-1161358;-273228;336917;205;337122;-96367;-15191;225564;-54012
PAN;31323;b1;;C;2;SAO PAULO;SP;01/06/2016;2972510;11551;214226;-685512;0;0;2512775;-2328467;-289;-11198;-11648;-566604;-2918206;-405431;64326;159389;-162366;-954879;-77003;-15403;1415745;-379096;50713;-354718;-30517;-385235;160766;0;-224469;0
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;;I;2;PORTO ALEGRE;RS;01/06/2016;504969;0;1294935;-6628;28912;24157;1846344;-1501656;-68274;0;0;-3447;-1573378;272966;22828;45;-53976;-144230;-18499;12839;157433;-165953;-189512;83455;-103;83352;-32109;0;51243;0
MERCANTIL DO BRASIL;20152;b1;;C;2;BELO HORIZONTE;MG;01/06/2016;1504698;0;206154;-81618;0;13870;1643104;-668729;-76;0;-10390;-422728;-1101922;541182;27757;82765;-182490;-269181;-57662;-7315;155092;-235888;-486921;54261;-18615;35645;-12452;-3911;19282;-14504
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60779196;n1;;I;2;SAO PAULO;SP;01/06/2016;1494402;0;122463;0;0;0;1616865;0;0;0;0;-402752;-402752;1214113;0;0;-10383;-491508;-83400;0;220171;-5885;-371005;843108;-207;842902;-348634;-572;493696;-68700
BANCOOB;51750;b1;;C;2;BRASILIA;DF;01/06/2016;466536;0;998388;0;0;9230;1474153;-1262731;-33234;0;0;-5380;-1301345;172808;200682;42;-42990;-87079;-32212;5025;64201;-151971;-44302;128506;670;129176;-55543;-2497;71135;0
BOFA MERRILL LYNCH;51255;b1;;C;3;SAO PAULO;SP;01/06/2016;48789;0;570325;-527732;1376711;0;1468093;-170490;-111208;0;0;-973;-282671;1185422;266059;1846;-260773;-89345;-43756;0;55293;-704932;-775607;409815;-226;409589;-191973;0;217615;0
CREDIT SUISSE;30771;b1;;C;3;SAO PAULO;SP;01/06/2016;387064;0;1100315;-77264;0;0;1410115;-1743500;-226808;0;-115952;-194303;-2280562;-870447;410630;0;-154859;-166915;-74316;-205175;1640841;-197272;1252933;382486;2015;384501;-248642;0;135859;0
BRB;31976;b1;;C;1;BRASILIA;DF;01/06/2016;1224767;0;147081;57;1210;14279;1387393;-569596;-4357;0;0;-186655;-760608;626785;22445;68824;-399833;-209125;-46150;29968;53791;-98614;-578694;48091;-7918;40173;8241;-6975;41439;-17000
BANESTES;30159;b1;;C;1;VITORIA;ES;01/06/2016;400533;12999;881108;0;7266;19029;1320935;-913596;-12332;-10723;0;-94467;-1031119;289817;89839;47267;-162094;-115953;-30761;20385;25945;-39401;-164774;125043;675;125718;-25671;-15367;84680;-29200
DAYCOVAL;51987;b1;;C;2;SAO PAULO;SP;01/06/2016;1423801;130634;314526;-669120;0;0;1199841;-777994;-45236;-95797;-4677;-339212;-1262916;-63075;12033;32811;-127253;-233307;-83292;-1581;850178;-155167;294422;231347;2044;233391;-55270;-23661;154459;-104976
BANCO IBM S.A.;34270520;b2;;I;3;RIO DE JANEIRO;RJ;01/06/2016;165306;916715;89139;0;0;0;1171159;-235715;-3067;-769670;0;-55903;-1064354;106805;0;0;0;-19634;-3758;0;27974;-32805;-28223;78582;0;78582;-36021;0;42561;0
BANCO GMAC S.A.;59274605;b2;;I;3;SAO PAULO;SP;01/06/2016;1047486;35582;48256;0;0;0;1131324;-682192;0;-35526;0;-106895;-824613;306711;27760;38770;-58117;-168219;-58113;26643;62323;-35973;-164926;141785;716;142501;-46890;-7662;87948;0
ALFA;51293;b1;;C;2;SAO PAULO;SP;01/06/2016;707571;105649;358117;-158302;4888;0;1017923;-610276;-57844;-82917;0;-42067;-793104;224819;20545;12202;-82816;-52338;-19252;11467;94188;-116587;-132592;92228;-9;92219;-24279;-3972;63968;-20215
BANCO CSF S.A.;8357240;b2;;I;3;SAO PAULO;SP;01/06/2016;989738;0;14781;0;0;0;1004520;-17219;0;0;0;-454335;-471553;532967;157594;148545;-49129;-253831;-84593;0;22348;-109917;-168983;363984;1;363985;-161310;0;202675;0
HAITONG;51482;b2;;C;3;SAO PAULO;SP;01/06/2016;41990;0;575508;342538;0;0;960037;-702290;-10379;0;-936;-6081;-719687;240350;12886;0;-44940;-25987;-5472;-66583;1647;-29677;-158127;82223;9;82232;-60211;-706;21314;-12000
BANCO VOLKSWAGEN S.A.;59109165;b2;;I;3;SAO PAULO;SP;01/06/2016;1392162;60620;136230;-694846;0;0;894167;-498202;-208074;-47412;0;-382964;-1136652;-242486;0;33690;-2274;-201448;-61352;48832;640067;-200714;256800;14314;-9572;4742;13817;0;18558;0
BANCO DA AMAZONIA S.A.;4902979;b1;;I;1;BELEM;PA;01/06/2016;277679;0;485432;-3556;0;0;759555;-153508;-153633;0;-7711;-41222;-356075;403481;298566;52608;-267783;-130970;-53076;0;419691;-438059;-119022;284459;6157;290616;-203081;-2549;84985;-20285
MORGAN STANLEY;51413;b1;;C;3;SAO PAULO;SP;01/06/2016;0;0;652541;-247225;321745;0;727060;-293151;0;0;0;0;-293151;433909;99273;0;-126959;-53931;-27069;-37012;73822;-113248;-185123;248786;0;248786;-126751;0;122035;0
BMG;30290;b1;;C;2;SAO PAULO;SP;01/06/2016;1179048;384;161282;-630939;0;0;709775;-940004;-41508;-319;-9455;-247778;-1239064;-529289;13244;19166;-74997;-501684;-20566;-11617;1052794;-312616;163723;-365566;370199;4633;30814;-2291;33155;-118000
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;;I;1;BELEM;PA;01/06/2016;618470;0;82691;0;1904;1450;704515;-217488;-2;0;0;-40002;-257493;447023;5606;32785;-137312;-132171;-26094;0;6084;-18761;-269863;177160;290;177450;-90870;-12530;74050;-12621
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;;I;2;SAO PAULO;SP;01/06/2016;704134;0;36809;-51749;0;0;689194;-44515;-10723;0;-58;-340902;-396197;292996;101344;25127;-8830;-140524;-43248;0;53989;-152031;-164174;128822;27;128850;-57616;-1153;70080;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;;I;2;SAO PAULO;SP;01/06/2016;627385;0;16612;0;0;0;643997;-25633;0;0;-24;-323565;-349223;294774;1397;47352;-22229;-86739;-25629;0;32563;-108760;-162045;132729;-8;132721;-61884;0;70837;0
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;01/06/2016;19583;0;622139;0;0;0;641722;-622013;0;0;0;14;-621999;19723;0;0;-9616;101251;1;664;2038;-114425;-20089;-366;366;0;0;0;0;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;;I;1;PORTO ALEGRE;RS;01/06/2016;454037;0;163343;0;0;0;617380;0;-231028;0;0;-131069;-362097;255283;21345;0;-87147;-34359;-19186;0;19553;-10104;-109898;145385;392;145777;-68196;0;77581;0
PARANÁ BANCO;30881;b1;;C;2;CURITIBA;PR;01/06/2016;486030;0;108269;-1021;43;0;593321;-326265;-4032;0;0;-75855;-406152;187169;3747;3020;-27579;-95857;-12525;24780;5047;-13743;-113111;74058;72;74129;-10143;0;63986;-26373
ABC-BRASIL;41856;b1;;C;3;SAO PAULO;SP;01/06/2016;548411;0;611705;-627029;58710;0;591798;-593802;-63700;0;0;-96179;-753681;-161883;108931;12090;-97128;-50276;-21379;-198207;932026;-79673;606385;444501;-8186;436316;-188871;-52199;195245;-92648
OMNI;50940;n1;;C;2;SAO PAULO;SP;01/06/2016;476237;4279;77671;19026;0;0;577212;-262472;0;-2967;0;-117510;-382949;194264;13345;40169;-6344;-174230;-15878;14457;17897;-81947;-192531;1733;349;2082;4202;0;6283;0
ORIGINAL;51781;b1;;C;2;SAO PAULO;SP;01/06/2016;395988;0;87510;87648;0;0;571146;-275716;-5562;0;-5735;-29880;-316894;254252;13704;207;-89872;-115577;-10389;-135;172260;-154753;-184555;69697;12450;82147;17816;-80684;19279;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;;I;3;SAO PAULO;SP;01/06/2016;125714;0;304086;86071;0;0;515871;-238368;-23273;0;-566389;-158380;-986410;-470539;35940;5200;-104195;-48749;-25224;0;2293139;-1502545;653564;183025;-49;182976;-80692;-8721;93562;0
MERCEDES-BENZ;51262;b2;;C;3;SAO PAULO;SP;01/06/2016;461393;11713;7091;0;0;0;480197;-65008;-153368;-7938;0;-106052;-332366;147832;0;4721;-34458;-53044;-18909;0;42922;-53270;-112038;35794;-41263;-5469;4374;0;-1095;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;;I;3;BARUERI;SP;01/06/2016;2412;462969;0;0;0;0;465381;0;-37857;-372284;0;-4978;-415119;50262;0;0;0;-11861;-4130;0;10849;-1950;-7092;43170;4603;47773;-24409;0;23364;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;01/06/2016;293610;0;106205;0;0;0;399815;-104192;-40989;0;0;-94460;-239641;160174;3663;686;-39423;-32707;-502;0;12561;-1946;-57668;102506;-1668;100838;-444;-3533;96861;0
BANCO FIBRA S.A.;58616418;b1;;I;2;SAO PAULO;SP;01/06/2016;256901;0;123029;19104;0;0;399033;-286042;-33424;0;-10811;-41343;-371620;27414;13632;2046;-46609;-32473;-5630;29841;247704;-259551;-51040;-23626;-293;-23919;25633;-113;1601;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;;I;3;CURITIBA;PR;01/06/2016;329392;17315;51417;-677;0;0;397447;-80491;-56181;-14077;0;-66510;-217259;180188;4808;13;-21607;-36477;-12047;0;35639;-25046;-54718;125470;-1525;123945;-45475;-2444;76026;-67991
HONDA;51396;b2;;C;3;SAO PAULO;SP;01/06/2016;518577;43;12832;-146489;0;0;384963;-155144;-37785;-43;0;-103727;-296698;88265;10347;25937;-9282;-84125;-9718;0;8528;-15536;-73849;14416;260;14676;1812;0;16488;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;;I;2;BRASILIA;DF;01/06/2016;140664;0;199405;0;0;35332;375401;-205250;0;0;0;-12498;-217748;157653;0;2769;-50888;-22869;-9376;0;3244;-15283;-92403;65250;929;66179;0;0;66179;0
PINE;50304;b1;;C;2;SAO PAULO;SP;01/06/2016;234076;0;161021;-28591;0;0;366507;-318552;-27851;0;-88052;-59637;-494091;-127585;31158;184;-40487;-31273;-11196;234;255196;-60650;143167;15583;12197;27780;-19431;-6990;1359;-26000
DEUTSCHE;51183;b1;;C;3;SAO PAULO;SP;01/06/2016;98991;0;257486;-526869;530353;0;359961;-126959;-40296;0;0;-33664;-200919;159041;88902;702;-120646;-63501;-10146;0;224598;-285623;-165714;-6673;-406;-7079;-25436;0;-32514;0
PORTO SEGURO;51444;n1;;C;2;SAO PAULO;SP;01/06/2016;385153;0;15374;-41319;0;0;359208;-60881;-4853;0;0;-149312;-215046;144162;118429;65838;-13822;-121234;-27512;0;56102;-118760;-40959;103204;0;103204;-45334;-1529;56341;0
COOPERATIVA CENTRAL DE CRÉDITO E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;;I;2;CURITIBA;PR;01/06/2016;8361;0;349161;0;0;0;357522;-349161;0;0;0;0;-349162;8360;0;0;-9396;68399;0;350;1255;-69031;-8423;-64;64;0;0;0;0;0
SOFISA;31873;b1;;C;2;SAO PAULO;SP;01/06/2016;203118;860;118689;10927;11831;0;345426;-211284;-19534;-692;0;-15377;-246887;98539;483;9826;-30831;-38759;-7358;-14058;107394;-84390;-57692;40847;9;40856;-18544;-6787;15524;-10000
BNP PARIBAS;51516;b1;;C;3;SAO PAULO;SP;01/06/2016;976951;0;735734;-1372541;0;0;340144;-823741;-51015;0;-17215;-155509;-1047480;-707336;135647;61623;-214091;-541159;-50680;1878;1612864;-230014;776067;68732;-1933;66799;-22651;-18825;25323;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;01/06/2016;253440;0;82163;0;0;0;335602;-125930;-5663;0;0;-53725;-185318;150284;18216;11577;-40704;-58165;-214;0;2422;-6624;-73491;76793;-146;76647;0;-4460;72187;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;;I;1;ARACAJU;SE;01/06/2016;242341;0;80067;0;0;4907;327315;-144179;-2390;0;0;-36582;-183151;144164;36655;11189;-79822;-58082;-14615;0;8197;-3068;-99547;44617;366;44983;-19198;-3334;22451;-5312
INTERMEDIUM;51884;b1;;C;2;BELO HORIZONTE;MG;01/06/2016;279167;0;27277;-3579;0;0;302865;-150906;-1220;0;-45;-44173;-196344;106521;3888;3569;-29026;-52324;-7617;-2042;491;-5791;-88853;17668;-3425;14243;-2214;0;12029;-12166
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;;I;3;PORTO ALEGRE;RS;01/06/2016;178555;73718;33128;0;0;0;285401;0;-43882;-65098;0;-36796;-145776;139625;11173;49;-27905;-41209;-8017;101;12133;-22539;-76214;63411;-613;62798;-16752;0;46046;-25000
BANCO TRIANGULO S.A.;17351180;b1;;I;2;UBERLANDIA;MG;01/06/2016;229052;0;49487;-3095;0;0;275444;-97654;-9110;0;0;-59726;-166490;108954;15006;47705;-54830;-68769;-13519;5676;14404;-7868;-62194;46760;-218;46542;-9722;-5133;31687;-14835
INDUSVAL;50531;b1;;C;2;SAO PAULO;SP;01/06/2016;110560;0;87618;68039;0;0;266216;-200016;-11225;0;-16893;-46863;-274996;-8779;24671;8443;-36529;-43692;-5405;2890;48241;-37518;-38899;-47678;-2984;-50662;14624;-7308;-43346;0
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;;I;2;FLORIANOPOLIS;SC;01/06/2016;2910;0;255681;0;0;4078;262669;-258385;-4253;0;0;199;-262439;231;28;0;-7166;-5626;-41;0;28650;-2725;13119;13350;0;13350;0;0;13350;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;;I;1;BELO HORIZONTE;MG;01/06/2016;348253;0;67710;-156923;0;0;259040;-53330;-162382;0;-263;-75432;-291406;-32366;12041;7061;-52907;-17549;-10856;0;179350;-57281;59860;27494;-133;27361;-16884;-688;9789;0
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;01/06/2016;1495;0;242736;0;0;5962;250193;-230010;-8628;0;0;-1073;-239711;10482;101;0;-12635;-6047;-10;11100;24452;-7111;9850;20332;41;20373;-20;-217;20136;0
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;;I;2;RIBEIRAO PRETO;SP;01/06/2016;0;0;249411;0;0;0;249411;-237559;0;0;0;0;-237559;11852;0;0;-1884;-1339;-12;6627;3739;-4217;2915;14767;6;14773;-2;0;14771;0
JOHN DEERE;50071;b1;;C;3;INDAIATUBA;SP;01/06/2016;241406;0;9275;-1500;0;0;249181;-2693;-68041;0;0;-93283;-164018;85164;15947;140;-16234;-10046;-8680;0;138913;-125975;-5935;79229;-202;79027;-38941;-1726;38360;0
AGIPLAN FINANCEIRA S.A. - CREDITO FINANCIAMENTO E INVESTIMENTO;13660104;n1;;I;2;PORTO ALEGRE;RS;01/06/2016;213250;0;13344;0;0;0;226593;-24905;0;0;-1072;-45129;-71105;155488;788;6035;-10319;-87826;-9556;0;307;-479;-101049;54439;-37;54402;-23183;0;31220;0
BANCO FIDIS S/A;62237425;b2;;I;3;BETIM;MG;01/06/2016;292840;409;51086;-120926;0;0;223409;-215812;-10127;-330;0;-27326;-253595;-30186;3700;18;-10312;-27263;-4631;0;109455;-11338;59628;29443;-2879;26564;-13157;-1271;12135;0
BANCO VOLVO BRASIL S.A.;58017179;b2;;I;3;CURITIBA;PR;01/06/2016;181590;10004;25310;0;0;0;216904;-1144;-79346;-8272;0;-63147;-151910;64994;14;3166;-17842;-24602;-5936;-1225;7957;-4978;-43446;21548;502;22050;-11611;-1197;9242;0
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;;I;2;BELO HORIZONTE;MG;01/06/2016;6817;0;198866;0;0;0;205683;-201331;0;0;0;150;-201181;4502;0;0;-5157;-2212;-30;4336;7611;-1988;2561;7063;-3;7060;0;-176;6884;0
SOCOPA;50328;b1;;C;2;SAO PAULO;SP;01/06/2016;37208;0;102929;46382;13067;0;199587;-112826;-8686;0;0;-3163;-124676;74911;42144;14973;-36881;-56332;-13473;-15;5374;-13772;-57982;16929;307;17236;-9355;-3082;4798;0
CREDIT AGRICOLE;51066;b1;;C;3;SAO PAULO;SP;01/06/2016;36641;0;163790;-7452;0;0;192979;-99235;-1189940;0;-154768;-31103;-1475046;-1282067;16989;110;-41086;-19699;-4113;-85;1651074;-282320;1320870;38803;-7;38797;-28384;-1720;8692;0
DACASA FINANCEIRA;51891;n1;;C;2;VITORIA;ES;01/06/2016;160160;0;28283;787;0;0;189230;-51799;0;0;0;-111684;-163482;25748;17604;11582;-7650;-83241;-10980;0;54622;-15106;-33168;-7420;5;-7415;12640;0;5225;0
BANCO BONSUCESSO S.A.;71027866;b1;;I;2;BELO HORIZONTE;MG;01/06/2016;103083;0;100113;-35805;15520;0;182911;-86240;-5;0;0;4137;-82108;100803;2544;1388;-17380;-78488;-6430;-4870;83635;-27862;-47463;53340;-165;53175;-24344;0;28830;0
BANCO CATERPILLAR S.A.;2658435;b2;;I;3;SAO PAULO;SP;01/06/2016;127530;17656;54492;-18081;0;0;181597;-46288;-32929;-13394;0;-80866;-173476;8120;3846;1024;-20214;-15756;-4860;0;37336;-1098;278;8398;-1034;7364;-3159;0;4204;0
COOPERATIVA CENTRAL DE CRÉDITO DO CENTRO NORTE DO BRASIL   CENTRAL SICREDI CENTRO NORTE;33667205;b3C;;I;2;CUIABA;MT;01/06/2016;4694;0;174147;0;0;0;178840;-173828;0;0;0;21;-173806;5034;0;0;-8356;39731;0;217;765;-37621;-5264;-230;230;0;0;0;0;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;01/06/2016;146969;0;30983;0;0;0;177951;-90230;-634;0;0;-22294;-113158;64793;0;0;-18536;-12646;-103;0;886;-1662;-32060;32733;-4;32729;0;0;32729;-5650
GOLDMAN SACHS;51585;b2;;C;3;SAO PAULO;SP;01/06/2016;0;0;427568;-305444;55497;0;177621;-107508;-6791;0;0;-104819;-219118;-41497;220466;0;-140881;-48598;-22101;0;253451;-62434;199903;158406;2396;160802;-75968;-2268;82566;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;;I;2;MARINGA;PR;01/06/2016;135339;0;41379;0;0;102;176820;-54324;-15114;0;0;-31766;-101204;75616;24795;10844;-36790;-41084;-1042;0;3426;-20182;-60033;15584;-366;15218;-2655;0;12563;0
ICBC DO BRASIL BANCO MÚLTIPLO S.A.;17453575;b1;;I;3;SAO PAULO;SP;01/06/2016;35260;0;24121;-12879;124783;0;171285;-6933;-125121;0;0;-1130;-133184;38101;556;103;-6407;-4818;-1053;0;954;-20308;-30974;7127;-22;7106;-3119;-11;3975;0
BANCO RODOBENS S.A.;33603457;b1;;I;2;SAO PAULO;SP;01/06/2016;106327;31307;31279;2141;0;0;171053;-72723;-9898;-20898;-6;-17908;-121433;49620;6726;1059;-5887;-9683;-4397;24605;8247;-13830;6840;56460;0;56460;-4835;-1214;50411;-19900
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;;I;2;LUCAS DO RIO VERDE;MT;01/06/2016;120008;0;43635;0;0;0;163642;-30554;-26759;0;0;-47319;-104633;59010;19937;6197;-23067;-17279;-429;0;43222;-62675;-34094;24916;1997;26912;-1774;0;25138;0
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;;I;2;SERTAOZINHO;SP;01/06/2016;122441;0;41253;-403;0;0;163291;-61644;-28536;0;0;-39601;-129781;33510;1839;1413;-14885;-18076;-98;0;19046;-15896;-26658;6852;-719;6133;-149;0;5985;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;;I;1;PORTO ALEGRE;RS;01/06/2016;119348;0;39236;0;0;0;158584;0;-56506;0;0;-91274;-147780;10805;4142;547;-19731;-9007;-4936;0;3921;-21266;-46330;-35525;768;-34757;13135;0;-21623;0
PSA FINANCE;51365;b2;;C;3;SAO PAULO;SP;01/06/2016;118459;2405;38369;-4272;0;0;154961;-58091;-1269;-2293;0;-19628;-81282;73679;2965;7881;-13234;-14369;-5147;0;4968;-5288;-22225;51454;-513;50942;-17855;-1135;31952;-15584
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;;I;2;NOVA PETROPOLIS;RS;01/06/2016;81444;0;65704;0;0;2;147151;-67040;-3896;0;0;-22463;-93399;53752;13051;9878;-27004;-19314;-673;0;5021;-13887;-32927;20825;-205;20619;-932;0;19688;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;;I;2;MEDIANEIRA;PR;01/06/2016;97942;0;41504;0;0;80;139526;-46711;-10785;0;0;-14337;-71833;67693;19673;7055;-27675;-24568;-500;0;2882;-16239;-39373;28321;94;28415;-2102;0;26313;0
INDUSTRIAL DO BRASIL;50988;b1;;C;2;SAO PAULO;SP;01/06/2016;117169;0;46898;-42799;15814;0;137082;-101047;-11022;0;0;-5949;-118018;19064;5315;2218;-25146;-13453;-6407;179;42030;-116;4620;23684;5;23690;-5194;0;18496;-12000
RENDIMENTO;51468;b1;;C;2;SAO PAULO;SP;01/06/2016;52509;0;26282;-30309;85703;0;134186;-33408;-952;0;0;-7676;-42036;92150;24260;697;-57854;-49511;-8975;952;82533;-52631;-60529;31621;1748;33370;-10561;-1562;21246;-8170
BANCO A.J. RENNER S.A.;92874270;b1;;I;2;PORTO ALEGRE;RS;01/06/2016;116869;0;16200;0;0;0;133069;-68001;0;0;0;-23396;-91398;41671;5437;8505;-15012;-23870;-4294;504;10;-727;-29446;12225;15;12240;-4832;-685;6723;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;;I;2;CAMPO MOURAO;PR;01/06/2016;52871;0;75594;0;0;0;128465;-44033;-27066;0;0;-5636;-76736;51729;917;3869;-8564;-683;-87;0;5535;-1156;-169;51560;118;51679;-761;0;50918;0
