Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;PJ_CG_Vencido_15d;PJ_CG_Vencer_90d;PJ_CG_Vencer_91-360d;PJ_CG_Vencer_361-1080d;PJ_CG_Vencer_1081-1800d;PJ_CG_Vencer_1801-5400d;PJ_CG_Vencer_acima_5400d;PJ_CG_TOTAL;PJ_I_Vencido_15d;PJ_I_Vencer_90d;PJ_I_Vencer_91-360d;PJ_I_Vencer_361-1080d;PJ_I_Vencer_1081-1800d;PJ_I_Vencer_1801-5400d;PJ_I_Vencer_acima_5400d;PJ_I_TOTAL;PJ_CGR_Vencido_15d;PJ_CGR_Vencer_90d;PJ_CGR_Vencer_91-360d;PJ_CGR_Vencer_361-1080d;PJ_CGR_Vencer_1081-1800d;PJ_CGR_Vencer_1801-5400d;PJ_CGR_Vencer_acima_5400d;PJ_CGR_TOTAL;PJ_Recebiveis_Vencido_15d;PJ_Recebiveis_Vencer_90d;PJ_Recebiveis_Vencer_91-360d;PJ_Recebiveis_Vencer_361-1080d;PJ_Recebiveis_Vencer_1081-1800d;PJ_Recebiveis_Vencer_1801-5400d;PJ_Recebiveis_Vencer_acima_5400d;PJ_Recebiveis_TOTAL;PJ_Comex_Vencido_15d;PJ_Comex_Vencer_90d;PJ_Comex_Vencer_91-360d;PJ_Comex_Vencer_361-1080d;PJ_Comex_Vencer_1081-1800d;PJ_Comex_Vencer_1801-5400d;PJ_Comex_Vencer_acima_5400d;PJ_Comex_TOTAL;PJ_Outros_Vencido_15d;PJ_Outros_Vencer_90d;PJ_Outros_Vencer_91-360d;PJ_Outros_Vencer_361-1080d;PJ_Outros_Vencer_1081-1800d;PJ_Outros_Vencer_1801-5400d;PJ_Outros_Vencer_acima_5400d;PJ_Outros_TOTAL;PJ_Infra_Vencido_15d;PJ_Infra_Vencer_90d;PJ_Infra_Vencer_91-360d;PJ_Infra_Vencer_361-1080d;PJ_Infra_Vencer_1081-1800d;PJ_Infra_Vencer_1801-5400d;PJ_Infra_Vencer_acima_5400d;PJ_Infra_TOTAL;PJ_Rural_Vencido_15d;PJ_Rural_Vencer_90d;PJ_Rural_Vencer_91-360d;PJ_Rural_Vencer_361-1080d;PJ_Rural_Vencer_1081-1800d;PJ_Rural_Vencer_1801-5400d;PJ_Rural_Vencer_acima_5400d;PJ_Rural_TOTAL;PJ_Hab_Vencido_15d;PJ_Hab_Vencer_90d;PJ_Hab_Vencer_91-360d;PJ_Hab_Vencer_361-1080d;PJ_Hab_Vencer_1081-1800d;PJ_Hab_Vencer_1801-5400d;PJ_Hab_Vencer_acima_5400d;PJ_Hab_TOTAL;Total Exterior Pessoa Jurídica
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;I;1;;5;PORTO ALEGRE;RS;01/06/2016;9314243;0;0;0;0;0;0;0;0;181;18950;34320;4894;1426;463;0;60232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50264;277353;709832;1665150;1091474;999769;239813;5033655;9272;263858;412077;1189914;1047980;1296733;521;4220355;0;0;0;0;0;0;0;0;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;I;1;;8;FORTALEZA;CE;01/06/2016;8569757;78595;238582;576460;757726;121543;90109;75210;1938225;32195;163939;427043;445129;150451;198840;3185;1420783;16937;32468;60035;291;0;0;0;109732;9857;34091;4406;0;1;0;0;48356;5443;157461;366143;0;0;0;0;529047;255617;155297;43089;89059;36027;107485;80005;766580;9468;98464;309350;721895;532102;1595348;239445;3506074;80479;7020;6505;18930;32569;105458;0;250961;0;0;0;0;0;0;0;0;0
MERCEDES-BENZ;51262;b2;C;3;;198;SAO PAULO;SP;01/06/2016;8473966;12230;52302;125992;180667;34169;44;0;405405;11727;105383;205039;262795;55258;62;0;640263;0;0;0;0;0;0;0;0;11823;855214;71977;0;0;0;0;939015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84302;694411;1851553;2829924;859627;169466;0;6489283;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCOOB;51750;b1;C;2;;199;BRASILIA;DF;01/06/2016;7605015;0;6966;21466;24762;1786;0;0;54980;33;6932;17987;33432;8792;225;0;67401;0;10;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9568;79722;222546;73618;6926;3583;0;395963;289;13183;44240;123727;100441;53955;0;335835;0;1577006;3360354;1619299;136046;58121;0;6750827;0;0;0;0;0;0;0;0;0
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;I;2;;11;PORTO ALEGRE;RS;01/06/2016;7307610;0;0;0;0;0;0;0;0;510;1697;4240;4370;33;15;0;10865;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13130;40893;0;0;0;0;54023;0;322584;509833;213032;2160;109534;320;1157463;54;35364;97047;226230;150270;146269;0;655234;0;2052502;3043430;314818;12426;6850;0;5430026;0;0;0;0;0;0;0;0;0
DAYCOVAL;51987;b1;C;2;;199;SAO PAULO;SP;01/06/2016;6760898;106249;551200;872207;704558;33352;1759;0;2269325;1053;12032;20257;6275;496;0;0;40114;30010;719930;475830;11416;0;0;0;1237186;98714;1493638;86955;9209;1;0;0;1688518;10909;251345;455170;41092;0;0;0;758516;16666;7428;29054;7662;186;0;0;60996;5213;94893;202032;196087;16714;3968;0;518906;0;29232;34307;2707;0;0;0;66246;0;0;0;0;0;0;0;0;121091
CREDIT SUISSE;30771;b1;C;3;;199;SAO PAULO;SP;01/06/2016;6747095;8737;57259;265466;214048;46421;0;0;591932;0;162157;78391;102855;102855;514276;462750;1423286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;133477;49472;392680;191665;91120;2696;0;861108;0;9089;23287;13762;20678;0;0;66815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3803953
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;I;3;;8;SAO PAULO;SP;01/06/2016;5757265;0;15110;76172;134052;95635;29049;44;350063;0;0;0;0;0;0;0;0;0;10512;35608;51240;0;0;0;97360;4957;12091;12379;0;0;0;0;29426;76735;1218016;1200797;1301839;365619;92532;0;4255539;20039;197805;71637;207773;8194;2868;0;508316;0;6144;17051;6488;92;0;0;29775;0;36455;84082;147987;132909;85355;0;486787;0;0;0;0;0;0;0;0;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;I;1;;5;BELO HORIZONTE;MG;01/06/2016;5646927;117473;155895;201272;200203;18350;108020;0;801214;10745;89001;149630;358519;171848;22503;0;802246;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;188;571;941;399;0;0;2100;35478;148732;457185;1204347;877453;847779;15550;3586525;16860;34114;95563;149223;65910;93174;0;454843;0;0;0;0;0;0;0;0;0
CCB;32119;b1;C;3;;199;SAO PAULO;SP;01/06/2016;4451407;102430;342928;579210;510439;89054;2934;0;1626995;2085;19742;34656;36105;3724;144;0;96456;0;4925;231;0;0;0;0;5156;0;0;3017;0;0;0;0;3017;18277;281189;499709;53067;0;0;0;852241;100471;81632;81141;118740;22559;8406;34874;447822;0;0;0;0;0;0;0;0;0;11313;8872;0;0;0;0;20186;0;0;0;0;0;0;0;0;1399535
ING;51073;b1;C;3;;199;SAO PAULO;SP;01/06/2016;4043993;0;22918;56566;157691;0;0;0;237174;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1166276;2179816;0;0;0;0;3346092;0;253436;187942;19349;0;0;0;460726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALFA;51293;b1;C;2;;199;SAO PAULO;SP;01/06/2016;4023683;7842;638289;385506;198435;11;0;0;1230083;2426;102473;216439;174321;3619;0;0;499280;0;34420;44451;2034;0;0;0;80905;5176;277324;271985;2418;0;0;0;556903;0;386;5804;0;0;0;0;6191;0;931;2555;4594;1410;0;0;9489;640;151073;361069;832130;203721;91727;0;1640361;0;57;270;144;0;0;0;471;0;0;0;0;0;0;0;0;0
BANCO FIDIS S/A;62237425;b2;I;3;;8;BETIM;MG;01/06/2016;3903098;6972;87253;252429;20012;0;0;0;366666;747;20073;34793;21126;4;0;0;76742;0;0;0;0;0;0;0;0;8148;871931;1631964;367101;0;0;0;2879143;0;0;0;0;0;0;0;0;0;291400;0;0;0;0;0;291400;11652;46963;118942;111589;0;0;0;289147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BNP PARIBAS;51516;b1;C;3;;199;SAO PAULO;SP;01/06/2016;3703264;0;140903;107293;118525;5556;0;0;372276;0;81;0;10000;0;0;0;10081;0;39624;76418;3630;0;0;0;119672;0;730914;2691;0;0;0;0;733605;13078;603650;1627182;50000;0;0;0;2293909;0;9724;29307;7686;0;0;0;46717;0;2106;4922;34505;1376;0;0;42909;0;16458;42547;25090;0;0;0;84095;0;0;0;0;0;0;0;0;0
BANCO VOLVO BRASIL S.A.;58017179;b2;I;3;;8;CURITIBA;PR;01/06/2016;3697100;2440;6061;13742;14142;2397;3;0;38785;7988;45382;89580;104450;15131;570;0;263101;0;0;0;0;0;0;0;0;0;44537;40096;0;0;0;0;84633;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70939;325003;913136;1562023;424285;15195;0;3310581;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEUTSCHE;51183;b1;C;3;;199;SAO PAULO;SP;01/06/2016;3630674;0;115148;364123;14678;283;0;0;494232;0;0;0;0;0;0;0;0;0;185380;17898;0;0;0;0;203278;39994;169267;28043;22997;0;0;0;260302;0;485232;455337;13222;0;802450;0;1756241;12;20968;270;0;0;0;0;21250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;895372
ORIGINAL;51781;b1;C;2;;199;SAO PAULO;SP;01/06/2016;3625065;22702;181684;348236;208753;17285;854;0;779514;0;0;0;0;0;0;0;0;0;91978;12953;0;0;0;0;104930;20376;1583418;45419;83917;44502;52450;0;1830083;100911;111019;178316;79103;29912;86894;0;586154;82;24766;71582;84631;16667;0;0;197729;0;5909;36413;44747;0;0;0;87069;0;11135;25734;2717;0;0;0;39586;0;0;0;0;0;0;0;0;0
PAN;31323;b1;C;2;;199;SAO PAULO;SP;01/06/2016;3507458;91412;277095;571047;600520;16758;0;0;1556832;163470;260649;326751;242853;25439;935;49;1020147;0;0;0;0;0;216128;0;216128;0;9974;41;9390;26;0;0;19432;68126;57303;177817;145575;7227;0;0;456049;61245;77052;40080;55452;5041;0;0;238870;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PINE;50304;b1;C;2;;199;SAO PAULO;SP;01/06/2016;3337071;32567;300270;417242;598146;315669;20245;0;1684138;0;0;0;0;0;0;0;0;0;0;0;7804;0;0;0;7804;0;0;0;0;0;0;0;0;18458;128880;199537;145414;833;0;0;493123;2677;11299;27969;52363;30127;9762;0;134197;818;99007;120310;187700;108147;51136;0;567119;0;23460;50469;16148;901;0;0;90978;0;0;0;0;0;0;0;0;359712
MERCANTIL DO BRASIL;20152;b1;C;2;;199;BELO HORIZONTE;MG;01/06/2016;3029294;65313;200205;342266;474349;85838;7735;0;1175706;509;2661;5599;3833;34;0;0;12636;270547;426675;33568;0;0;0;0;730790;4004;20966;590;0;0;0;0;25560;0;19925;43799;0;0;0;0;63724;37440;64223;145787;313527;113249;5126;0;679351;0;0;0;0;0;0;0;0;0;7982;1423;86229;126584;35632;0;257850;0;16844;43183;23649;0;0;0;83676;0
BANCO CATERPILLAR S.A.;2658435;b2;I;3;;8;SAO PAULO;SP;01/06/2016;2908817;4139;24462;120748;206840;15757;4795;0;376741;7253;47295;112913;142679;11822;51;0;322012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6234;13054;6566;5041;51;0;0;30946;57034;220635;598507;973903;249519;79520;0;2179118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO FIBRA S.A.;58616418;b1;I;2;;8;SAO PAULO;SP;01/06/2016;2861439;80335;296756;372104;290300;4338;592;0;1044425;958;1478;1313;150;0;0;0;3899;0;689;0;0;0;0;0;689;10727;289687;47312;0;0;0;0;347726;2758;251525;131103;33551;0;0;0;418938;28263;67317;69451;14741;0;0;0;179772;372;1635;3024;0;0;0;0;5031;0;85772;35664;36269;0;0;0;157705;0;0;0;0;0;0;0;0;703255
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;I;3;;8;CURITIBA;PR;01/06/2016;2817297;24027;867524;340049;0;0;0;0;1231600;6905;44370;96930;121212;30956;10;0;300383;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1363;3128;13073;5741;349;0;0;23654;38797;177117;308770;522119;110554;85;0;1157442;3036;1845;23980;42199;26111;7046;0;104218;0;0;0;0;0;0;0;0;0
BANCO IBM S.A.;34270520;b2;I;3;;8;RIO DE JANEIRO;RJ;01/06/2016;2781078;0;0;0;0;0;0;0;0;23988;528553;921107;1015591;152479;15;0;2641733;0;0;0;0;0;0;0;0;211;13172;0;0;0;0;0;13383;0;0;0;0;0;0;0;0;0;210;125752;0;0;0;0;125962;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;I;3;;8;SAO PAULO;SP;01/06/2016;2715388;0;225465;114977;8266;3580;1800;0;354088;0;0;0;0;0;0;0;0;0;99881;25345;0;0;0;0;125225;0;0;12192;0;0;0;0;12192;0;487408;264750;175516;0;0;0;927674;0;3152;2152;80496;0;0;0;85800;0;3662;27367;63133;2329;3105;0;99597;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1110811
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;;2;BELEM;PA;01/06/2016;2676499;16647;222307;235908;586738;28382;2164;53547;1145692;0;55045;76076;309569;0;0;0;440689;9432;5238;5329;68;0;0;0;20066;0;464;32;0;0;0;0;497;759;13604;26966;0;0;0;0;41329;709;986;30768;1368;56;0;0;33887;3255;29964;74818;180615;132272;440838;65929;927690;444;6114;16406;17253;14543;11888;0;66648;0;0;0;0;0;0;0;0;0
SOCIETE GENERALE;31859;b1;C;3;;199;SAO PAULO;SP;01/06/2016;2489807;0;11643;8803;10199;313;0;0;30959;2730;106157;270011;407519;140867;4056;0;931341;0;0;0;0;0;0;0;0;0;1032;4276;3734;0;0;0;9042;1;391085;938772;102085;0;0;0;1431942;4761;23007;23871;20170;0;0;0;71809;306;1321;3715;8003;1370;0;0;14714;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;;30;PORTO ALEGRE;RS;01/06/2016;2086895;0;0;0;0;0;0;0;0;4079;20023;64084;89464;12445;971;0;191067;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2206;0;0;0;0;0;0;2206;24302;79837;237390;589689;433256;401814;2784;1769072;277;6946;15691;42452;24857;34328;0;124551;0;0;0;0;0;0;0;0;0
JP MORGAN CHASE;20107;b1;C;3;;199;SAO PAULO;SP;01/06/2016;2008208;0;56795;210751;97982;0;0;0;365529;0;0;0;0;0;0;0;0;0;0;0;0;0;0;157184;157184;0;98898;1953;0;0;0;0;100851;0;826266;435254;29223;0;0;0;1290743;0;83667;0;0;0;0;0;83667;0;234;0;10000;0;0;0;10234;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CREDIT AGRICOLE;51066;b1;C;3;;199;SAO PAULO;SP;01/06/2016;1978732;0;20419;7536;72256;0;0;0;100210;3364;81668;30000;0;0;0;0;115032;0;7920;100772;7362;0;0;0;116054;0;0;0;0;0;0;0;0;0;833487;734331;0;0;0;0;1567818;0;79617;0;0;0;0;0;79617;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BMG;30290;b1;C;2;;199;SAO PAULO;SP;01/06/2016;1899913;76965;657962;584269;369747;5690;0;0;1694633;127;322;358;93;18;0;0;918;565;27;22;0;0;0;0;614;0;0;0;0;0;0;0;0;118;69295;90873;0;0;0;0;160285;23192;8477;2320;0;0;0;0;33989;0;1057;3059;5357;0;0;0;9474;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SOFISA;31873;b1;C;2;;199;SAO PAULO;SP;01/06/2016;1829829;13368;291800;273807;195449;21846;12098;0;808368;0;196;877;555;239;229;0;2097;9138;535570;60142;0;0;0;0;604850;1165;36904;7642;0;0;0;0;45710;25;145763;123848;27104;83;0;0;296824;163;52684;3402;5075;80;272;0;61677;0;0;0;0;0;0;0;0;0;10303;0;0;0;0;0;10303;0;0;0;0;0;0;0;0;0
JOHN DEERE;50071;b1;C;3;;199;INDAIATUBA;SP;01/06/2016;1638098;105;4397;2558;6336;0;0;0;13397;10234;42704;118203;133992;10664;0;0;315797;0;0;0;0;0;0;0;0;664;570187;20470;22514;15156;108;0;629098;0;0;0;0;0;0;0;0;802;1143;15876;2144;423;0;0;20389;2269;10399;32300;73855;22687;0;0;141511;1889;11796;110809;217571;126941;48900;0;517906;0;0;0;0;0;0;0;0;0
