Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;AA;A;B;C;D;E;F;G;H;Total Exterior
PORTO SEGURO;51444;n1;C;2;;197;SAO PAULO;SP;01/06/2016;4524871;26414;3922269;73092;78796;58676;98845;39767;33349;193662;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;I;3;;8;PORTO ALEGRE;RS;01/06/2016;4436667;0;3158210;690308;360415;35820;21562;32568;13399;124385;0
ORIGINAL;51781;b1;C;2;;199;SAO PAULO;SP;01/06/2016;4243411;707247;2042580;817163;339886;200790;114209;7494;2270;11772;0
ING;51073;b1;C;3;;199;SAO PAULO;SP;01/06/2016;4043993;3704073;38407;0;71384;230130;0;0;0;0;0
BANCO FIDIS S/A;62237425;b2;I;3;;8;BETIM;MG;01/06/2016;3994875;1338533;1073540;1283752;184844;34585;16859;22697;9185;30880;0
BANESTES;30159;b1;C;1;;199;VITORIA;ES;01/06/2016;3858472;1869862;762012;454612;245250;195697;53238;34537;29717;213547;0
PARANÁ BANCO;30881;b1;C;2;;199;CURITIBA;PR;01/06/2016;3856674;0;3167190;315337;166282;33888;66641;24542;15678;67118;0
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;;2;BELEM;PA;01/06/2016;3834294;1151318;1548489;814197;56608;34764;98894;44918;16532;68574;0
BANCO VOLVO BRASIL S.A.;58017179;b2;I;3;;8;CURITIBA;PR;01/06/2016;3828622;582344;1033388;1249640;559681;130897;71219;28057;45926;127469;0
PINE;50304;b1;C;2;;199;SAO PAULO;SP;01/06/2016;3741648;348290;385212;851750;1277871;211945;131955;103652;47695;23565;359712
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;I;3;;8;SAO PAULO;SP;01/06/2016;3693260;301293;2549796;407328;302784;61802;23347;11757;5912;29241;0
DEUTSCHE;51183;b1;C;3;;199;SAO PAULO;SP;01/06/2016;3630674;2438853;61220;152057;27972;0;15206;0;0;39994;895372
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;I;1;;8;BELEM;PA;01/06/2016;3595621;0;3338319;25787;66158;13984;7955;14427;7607;121385;0
HONDA;51396;b2;C;3;;198;SAO PAULO;SP;01/06/2016;3467469;11984;1510453;459555;819552;383601;77926;53438;33855;117106;0
BANCO FIBRA S.A.;58616418;b1;I;2;;8;SAO PAULO;SP;01/06/2016;3394004;134590;294868;1553470;273780;158883;156491;31029;34290;48136;708467
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;;30;PORTO ALEGRE;RS;01/06/2016;3357274;749102;1104923;840953;303676;119387;117692;13035;41584;66923;0
BANCO CATERPILLAR S.A.;2658435;b2;I;3;;8;SAO PAULO;SP;01/06/2016;2930916;485440;1160707;694263;229304;80326;47014;14487;28308;191067;0
BANCO IBM S.A.;34270520;b2;I;3;;8;RIO DE JANEIRO;RJ;01/06/2016;2781078;995477;577247;492322;112199;380297;90527;14633;87965;30411;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;I;3;;8;SAO PAULO;SP;01/06/2016;2715449;1561564;62;43012;0;0;0;0;0;0;1110811
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;I;2;;14;SAO PAULO;SP;01/06/2016;2677968;0;1608505;132532;131494;102471;93977;85627;91358;432004;0
BANCO CARGILL S.A.;3609817;b1;I;3;;8;SAO PAULO;SP;01/06/2016;2600744;1330752;888170;25642;98365;93389;118803;20693;24416;515;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;I;2;;9;BEBEDOURO;SP;01/06/2016;2552507;93744;1863451;317176;103762;31042;14500;8391;4595;115847;0
SOCIETE GENERALE;31859;b1;C;3;;199;SAO PAULO;SP;01/06/2016;2548436;1423152;896759;121297;17110;1566;33386;2339;12876;39951;0
INTERMEDIUM;51884;b1;C;2;;199;BELO HORIZONTE;MG;01/06/2016;2245497;235792;1662689;114644;72022;45143;26113;22201;16437;50457;0
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60779196;n1;I;2;;14;SAO PAULO;SP;01/06/2016;2239590;0;1107336;100005;138847;134730;83881;109760;82964;482067;0
OMNI;50940;n1;C;2;;197;SAO PAULO;SP;01/06/2016;2177237;0;234383;460798;247602;109738;53310;39214;33316;998876;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;;8;ARACAJU;SE;01/06/2016;2163246;740171;711904;427520;122914;54918;38052;14669;23591;29507;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;I;2;;14;SAO PAULO;SP;01/06/2016;2112485;NI;1295317;99590;82456;87098;65255;60014;78914;343840;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;;9;BLUMENAU;SC;01/06/2016;2056050;0;1412208;320885;120415;85482;30872;21691;6434;58064;0
JP MORGAN CHASE;20107;b1;C;3;;199;SAO PAULO;SP;01/06/2016;2043989;1340019;138092;565877;0;0;0;0;0;0;0
CREDIT AGRICOLE;51066;b1;C;3;;199;SAO PAULO;SP;01/06/2016;1979097;1564339;72585;107239;77425;124146;0;0;0;33364;0
INDUSTRIAL DO BRASIL;50988;b1;C;2;;199;SAO PAULO;SP;01/06/2016;1872730;807059;820550;150158;39756;11806;32910;2026;2614;5850;0
SOFISA;31873;b1;C;2;;199;SAO PAULO;SP;01/06/2016;1865381;0;378561;713335;686665;26871;30825;3440;5951;19732;0
PSA FINANCE;51365;b2;C;3;;198;SAO PAULO;SP;01/06/2016;1803719;0;1286157;405620;70480;12623;7100;4679;3013;14047;0
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;I;2;;9;SERTAOZINHO;SP;01/06/2016;1651987;0;980270;337037;141791;68793;13450;36174;28128;46345;0
SCANIA BANCO S.A.;11417016;b2;I;3;;8;SAO BERNARDO DO CAMPO;SP;01/06/2016;1595041;86208;432741;900474;110754;23932;9054;5129;7439;19310;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;I;2;;25;BRASILIA;DF;01/06/2016;1591533;563881;678885;98956;37700;29262;153011;11538;6050;12251;0
BANCO RODOBENS S.A.;33603457;b1;I;2;;8;SAO PAULO;SP;01/06/2016;1555465;683020;553719;124805;56263;50674;44965;7409;8161;26449;0
BBM;30207;b1;C;2;;199;SALVADOR;BA;01/06/2016;1552300;219948;715975;314572;182830;48881;4179;22254;7232;16452;19977
BANCO TRIANGULO S.A.;17351180;b1;I;2;;8;UBERLANDIA;MG;01/06/2016;1485969;103729;900777;158629;172017;32948;15858;14311;12947;74752;0
BMW;51420;n1;C;3;;197;SAO PAULO;SP;01/06/2016;1417976;273203;437434;281075;193001;159009;61528;3050;2216;7460;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;I;2;;9;BRASILIA;DF;01/06/2016;1375122;0;1229244;51412;26149;14838;10709;12953;8024;21794;0
INDUSVAL;50531;b1;C;2;;199;SAO PAULO;SP;01/06/2016;1354659;100163;417612;471133;129732;20840;45338;19485;161;142167;8027
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;I;3;;19;BARUERI;SP;01/06/2016;1308711;96949;100001;735862;223234;41277;58474;24281;15632;13000;0
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;I;3;;8;SAO PAULO;SP;01/06/2016;1269266;1049187;81380;110152;2585;25963;0;0;0;0;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;I;2;;9;CAMPO MOURAO;PR;01/06/2016;1187847;126510;574676;400431;55516;10461;14343;2892;605;2413;0
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;I;1;;30;SAO PAULO;SP;01/06/2016;1136900;641180;128478;134307;106590;25810;25221;19648;7505;48160;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;I;2;;9;MARINGA;PR;01/06/2016;1106107;71;751669;157775;62664;50279;17436;14121;5649;46442;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;I;3;;8;SAO PAULO;SP;01/06/2016;1090113;218493;753352;0;118267;0;0;0;0;0;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;I;1;;5;VITORIA;ES;01/06/2016;1079293;66362;599081;217443;90660;32448;23430;11420;5731;32718;0
BANCO FORD S.A.;90731688;b2;I;3;;8;SAO PAULO;SP;01/06/2016;1070637;0;548539;236544;71949;203314;1886;517;1261;6627;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;I;1;;30;CURITIBA;PR;01/06/2016;1001038;104346;745279;92233;40696;2615;2985;1758;2423;8702;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;I;2;;9;MEDIANEIRA;PR;01/06/2016;916936;0;623328;158891;45706;43489;10924;9351;3708;21539;0
BANCO A.J. RENNER S.A.;92874270;b1;I;2;;8;PORTO ALEGRE;RS;01/06/2016;893504;0;740139;58733;35035;15750;8367;6246;4348;24885;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;I;2;;9;CHAPECO;SC;01/06/2016;868578;15955;232222;290570;124369;52984;31362;23291;14946;82879;0
BANCO MONEO S.A.;7441209;b2;I;2;;8;CAXIAS DO SUL;RS;01/06/2016;852177;67454;278898;201149;138231;84173;36017;13494;11498;21262;0
CAIXA GERAL;51815;b1;C;3;;199;SAO PAULO;SP;01/06/2016;824358;30928;141872;467852;93662;39994;0;40710;0;9341;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;I;2;;9;GOIANIA;GO;01/06/2016;819458;157;527668;175346;41404;23885;21771;3708;4461;21058;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;I;2;;9;LUCAS DO RIO VERDE;MT;01/06/2016;819353;0;169189;242050;105346;113545;74719;43831;13087;57587;0
BANCO LUSO BRASILEIRO S.A.;59118133;b1;I;2;;8;SAO PAULO;SP;01/06/2016;786116;0;169521;484785;86816;9328;1959;3365;1398;28944;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;I;2;;9;LINHARES;ES;01/06/2016;776168;15531;167600;329725;178898;15902;11231;3733;3562;49985;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;I;2;;9;CERRO LARGO;RS;01/06/2016;730849;3;256663;231113;122077;50260;20211;12195;4874;33452;0
BANCO DA CHINA BRASIL S.A.;10690848;b1;I;3;;8;SAO PAULO;SP;01/06/2016;725262;78831;510397;58346;0;32649;0;0;0;45039;0
BANCO ABN AMRO S.A.;3532415;b1;I;3;;8;SAO PAULO;SP;01/06/2016;701017;408232;265738;0;27048;0;0;0;0;0;0
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;I;1;;30;SALVADOR;BA;01/06/2016;688442;138636;180528;181675;120723;27387;7344;2012;14419;15716;0
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82937293;n1;I;1;;30;FLORIANOPOLIS;SC;01/06/2016;686548;151124;82553;251252;107163;8281;7529;12214;20763;45670;0
DACASA FINANCEIRA;51891;n1;C;2;;197;VITORIA;ES;01/06/2016;674932;0;393673;32953;29179;24641;20839;22496;21584;129568;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31815293;b3S;I;2;;9;SAO GABRIEL DA PALHA;ES;01/06/2016;672315;8773;179902;320876;86540;32642;3895;7449;3642;28596;0
BOFA MERRILL LYNCH;51255;b1;C;3;;199;SAO PAULO;SP;01/06/2016;665043;402429;3;262610;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;I;2;;9;PALOTINA;PR;01/06/2016;661177;0;274822;252387;45058;27625;17421;14722;5082;24061;0
MIZUHO;51554;b1;I;3;;199;SAO PAULO;SP;01/06/2016;659601;521354;60799;0;0;0;0;0;0;0;77448
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO - SICOOB CREDICOONAI;53923116;b3S;I;2;;9;RIBEIRAO PRETO;SP;01/06/2016;650539;871;415317;129070;41340;43682;11370;1816;380;6692;0
HAITONG;51482;b2;C;3;;198;SAO PAULO;SP;01/06/2016;646301;434166;30680;36711;43659;0;0;11068;0;21737;68280
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;I;2;;9;NOVA PETROPOLIS;RS;01/06/2016;629503;0;251310;165131;98592;55860;13212;10871;2871;31656;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;I;2;;9;VENDA NOVA DO IMIGRANTE;ES;01/06/2016;621426;7670;278613;209635;48443;39775;6881;3235;14575;12600;0
UNICRED JOÃO PESSOA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE JOÃO PESSOA LTDA.;35571249;b3S;I;2;;9;JOAO PESSOA;PB;01/06/2016;619054;0;488019;31372;51946;18775;10704;5305;379;12555;0
UNIPRIME NORTE DO PARANA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS LTDA.;2398976;b3S;I;2;;9;LONDRINA;PR;01/06/2016;585945;0;318088;209534;36891;7069;2993;2701;463;8206;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DO RIO GRANDE DO SUL E OESTE DE SANTA CATARINA - SICREDI NORTE RS/SC;87780268;b3S;I;2;;9;ERECHIM;RS;01/06/2016;581165;0;249771;200502;65971;26778;11119;6453;2688;17883;0
MODAL;51963;b1;C;2;;199;RIO DE JANEIRO;RJ;01/06/2016;549285;82191;201796;142718;110607;0;11110;0;861;3;0
MÁXIMA;50201;b1;C;2;;199;RIO DE JANEIRO;RJ;01/06/2016;548524;11612;302942;150209;30825;21321;6880;15209;1510;8016;0
BANCO SEMEAR S.A.;795423;b1;I;2;;8;BELO HORIZONTE;MG;01/06/2016;542020;0;357124;49901;32460;19635;15666;9280;6998;50955;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC;81607046;b3S;I;2;;9;SAO MIGUEL D'OESTE;SC;01/06/2016;534788;29540;317828;107894;34313;6854;3356;2412;1545;31046;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PAMPA GAÚCHO - SICREDI PAMPA GAÚCHO;87733077;b3S;I;2;;9;ITAQUI;RS;01/06/2016;523154;0;103579;216636;99171;61770;19106;5910;4941;12040;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA ÁREA DA SAÚDE, PROFESSORES, CONTABILISTAS E EMPRESÁRIOS DA GRANDE FLORIANÓPOLIS LTDA. - UNICRED FLORIANÓPOLIS;74064502;b3S;I;2;;9;FLORIANOPOLIS;SC;01/06/2016;519914;0;243454;152251;47682;31896;11092;24115;1318;8105;0
BANCO YAMAHA MOTOR DO BRASIL S.A.;10371492;b2;I;3;;8;GUARULHOS;SP;01/06/2016;510742;78;2224;283240;171153;12258;7058;5330;5109;24292;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO CENTRO SUL DO MATO GROSSO DO SUL - SICREDI CENTRO-SUL MS;26408161;b3S;I;2;;9;DOURADOS;MS;01/06/2016;509991;0;223362;159885;43575;23048;15675;10632;3056;30757;0
CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9313766;n1;I;2;;14;SAO PAULO;SP;01/06/2016;497566;0;202073;100725;116167;57944;9592;9761;271;1034;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;I;2;;9;CARLOS BARBOSA;RS;01/06/2016;497304;0;161496;208787;46751;33604;16881;11370;3294;15120;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO-SERRANA DO ESPÍRITO SANTO - SICOOB CENTRO-SERRANO;31804966;b3S;I;2;;9;SANTA MARIA DE JETIBA;ES;01/06/2016;480983;8952;119362;227087;63239;14066;4747;6702;4053;32775;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42898825;b3S;I;2;;9;BELO HORIZONTE;MG;01/06/2016;480356;3339;148284;191696;105678;23524;1430;3305;1769;1331;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL DO ESPÍRITO SANTO - SICOOB SUL;32467086;b3S;I;2;;9;CACHOEIRO DE ITAPEMIRIM;ES;01/06/2016;470695;20827;209392;169541;37404;11835;4983;4831;1684;10198;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO CENTRO DO RGS - SICREDI REGIÃO CENTRO;95594941;b3S;I;2;;9;SANTA MARIA;RS;01/06/2016;466932;0;193668;147338;47866;18639;19477;9166;4964;25814;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO LESTE DE SANTA CATARINA E DO PARANÁ LTDA - UNICRED UNIÃO;74114042;b3S;I;2;;9;ITAJAI;SC;01/06/2016;465415;0;182041;196406;53779;18664;4925;3933;2684;2984;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PLANALTO   SICREDI PLANALTO RS/SC;88038260;b3S;I;2;;9;CRUZ ALTA;RS;01/06/2016;464592;0;126405;133814;119983;43758;12514;14803;3290;10023;0
AGIPLAN FINANCEIRA S.A. - CREDITO FINANCIAMENTO E INVESTIMENTO;13660104;n1;I;2;;14;PORTO ALEGRE;RS;01/06/2016;458258;0;319780;18181;20033;16864;10479;13022;8489;51411;0
COOPERATIVA DE POUPANÇA E CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE MARINGÁ - SICOOB METROPOLITANO;3459850;b3S;I;2;;9;MARINGA;PR;01/06/2016;454262;6049;162489;185981;60912;10421;10358;2228;1830;13995;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;I;2;;9;SORRISO;MT;01/06/2016;447095;0;106978;233325;30277;18871;16475;10168;5195;25805;0
COOPERATIVA DE CRÉDITO E DE INVESTIMENTO DE LIVRE ADMISSÃO FRONTEIRAS DO IGUAÇU E SUDESTE PAULISTA - SICREDI FRONTEIRAS PR/SC/SP;82527557;b3S;I;2;;9;CAPANEMA;PR;01/06/2016;429113;0;213207;106293;54819;18024;7245;9490;7597;12438;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NORTE MATO-GROSSENSE - SICREDI NORTE MT;37442605;b3S;I;2;;9;COLIDER;MT;01/06/2016;428085;0;128090;157615;52167;35850;24009;8674;2944;18737;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE GUARIBA;44469161;b3S;I;2;;9;GUARIBA;SP;01/06/2016;423699;80619;280017;29421;21724;1215;145;1519;5572;3468;0
BANCO GUANABARA S.A.;31880826;b1;I;2;;8;RIO DE JANEIRO;RJ;01/06/2016;407648;0;97572;194867;75707;12645;8069;4392;3391;11006;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NORTE DO PARANÁ - SICOOB NORTE DO PARANÁ;5582619;b3S;I;2;;9;LONDRINA;PR;01/06/2016;402852;30547;166462;92338;66035;14108;7638;4550;4116;17059;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS DE PORTO ALEGRE LTDA-UNICRED PORTO ALEGRE;94433109;b3S;I;2;;9;PORTO ALEGRE;RS;01/06/2016;396523;0;173301;135794;57275;17217;6189;2224;516;4006;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO ARAGUAIA E XINGU - SICREDI ARAXINGU;33021064;b3S;I;2;;9;CANARANA;MT;01/06/2016;391880;0;109941;139759;81780;22427;14104;8373;815;14682;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC;87733770;b3S;I;2;;9;RODEIO BONITO;RS;01/06/2016;382497;0;165987;86247;72542;25078;11334;6730;4319;10261;0
BARIGUI;51774;n1;C;2;;197;CURITIBA;PR;01/06/2016;380991;9290;308236;24423;21963;5075;5834;1685;1000;3483;0
