Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o)
;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA;RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;RWA para Risco Operacional (h);Ativos Ponderados pelo Risco (RWA) (i) = (f) + (g) + (h);;;;;;
;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4);;;;;;;;
COOPERATIVA DE POUPANÇA E CRÉDITO DE LIVRE ADMISSÃO DO VALE DO RIO DOCE LTDA. - SICOOB CREDIRIODOCE;25606237;b3S;;I;2;GOVERNADOR VALADARES;MG;41153;NA;NA;19569;0;19432;94086;0;0;0;0;0;0;94086;NA;NA%;NA%;0,2065;NA%;0,1513
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE IBIRUBÁ - SICREDI IBIRUBÁ RS;87732657;b3S;;I;2;IBIRUBA;RS;41153;NA;NA;20285;0;19163;94021;0;0;0;0;0;0;94021;NA;NA%;NA%;0,2038;NA%;0,1118
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO OESTE - SICOOB OESTE;5392810;b3S;;I;2;TOLEDO;PR;41153;NA;NA;12005;0;12005;91635;0;0;0;0;0;0;91635;NA;NA%;NA%;0,131;NA%;0,1161
ESCRITORIO LEROSA S.A. CORRETORES DE VALORES;61973863;n2;;I;2;SAO PAULO;SP;41153;NA;NA;29741;6180;35921;16225;0;0;15254;38279;53533;21702;91460;NA;NA%;NA%;0,3928;NA%;0,2486
CREDUNI - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DAS INSTITUIÇÕES PÚBLICAS DE ENSINO SUPERIOR DO ESTADO DA PARAÍBA LTDA.;3428338;b3S;;I;2;CAMPINA GRANDE;PB;41153;NA;NA;58763;0;58763;89845;0;0;0;0;0;0;89845;NA;NA%;NA%;0,654;NA%;0,0189
TODESCREDI S/A - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9473806;n1;;I;2;BENTO GONCALVES;RS;41153;NA;NA;14918;2110;17028;79456;0;0;0;0;0;9656;89112;NA;NA%;NA%;0,1911;NA%;0,0023
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PATOS DE MINAS LTDA -  SICOOB CREDIPATOS;25387671;b3S;;I;2;PATOS DE MINAS;MG;41153;NA;NA;21788;0;21707;88280;0;0;0;0;0;0;88280;NA;NA%;NA%;0,2459;NA%;0,0633
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CAMPO GRANDE E REGIÃO - SICREDI CAMPO GRANDE MS;3042597;b3S;;I;2;CAMPO GRANDE;MS;41153;NA;NA;19046;0;18024;87904;0;0;0;0;0;0;87904;NA;NA%;NA%;0,205;NA%;0,187
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO TRIANGULO MINEIRO LTDA - SICOOB ARACOOP;3320525;b3S;;I;2;ARAGUARI;MG;41153;NA;NA;24332;0;23988;87757;0;0;0;0;0;0;87757;NA;NA%;NA%;0,2733;NA%;0,1123
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE GOIÂNIA, SENADOR CANEDO E REGIÕES LTDA. - CREDIGOIÁS;37255049;b3S;;I;2;GOIANIA;GO;41153;NA;NA;83766;0;81569;87003;0;0;0;0;0;0;87003;NA;NA%;NA%;0,9375;NA%;0,0433
COOPERATIVA DE ECONOMIA E CREDITO MÚTUO DOS MÉDICOS DO PLANALTO MÉDIO DO RIO GRANDE DO SUL LTDA - CREDIPLAN;97259253;b3S;;I;2;PASSO FUNDO;RS;41153;NA;NA;11944;1958;13902;78860;0;0;0;0;0;0;86746;NA;NA%;NA%;0,1603;NA%;0,015
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED NORDESTE RS LTDA - UNICRED NORDESTE RS;73750424;b3S;;I;2;CAXIAS DO SUL;RS;41153;NA;NA;23980;1370;25350;86088;0;0;0;0;0;0;86088;NA;NA%;NA%;0,2945;NA%;0,0444
COOPERATIVA DE CRÉDITO RURAL DA ALTA PAULISTA;59869560;b3S;;I;2;ADAMANTINA;SP;41153;NA;NA;24493;0;24262;85893;0;0;0;0;0;0;85893;NA;NA%;NA%;0,2825;NA%;0,08
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-LITORÂNEA DO ESPÍRITO SANTO;32474884;b3S;;I;2;ALFREDO CHAVES;ES;41153;NA;NA;26286;0;25267;83047;0;0;0;0;0;0;83047;NA;NA%;NA%;0,3042;NA%;0,0394
COOPERATIVA DE CRÉDITO RURAL DOS FORNECEDORES DE CANA DA REGIÃO DE CATANDUVA-COFOCRED;49654502;b3S;;I;2;CATANDUVA;SP;41153;NA;NA;46455;0;46455;33730;0;0;0;0;0;0;82846;NA;NA%;NA%;0,5607;NA%;0,0153
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA JOHNSON & JOHNSON;45691128;b3S;;I;2;SAO JOSE DOS CAMPOS;SP;41153;NA;NA;16525;0;16525;82327;0;0;0;0;0;0;82327;NA;NA%;NA%;0,2007;NA%;0,0036
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES PUBLICOS FEDERAIS EM MATO GROSSO DO SUL;24654881;b3S;;I;3;CAMPO GRANDE;MS;41153;NA;NA;35815;0;33613;82311;0;0;0;0;0;0;82311;NA;NA%;NA%;0,4084;NA%;0,1455
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ITAÚNA E REGIÃO LTDA - SICOOB CENTRO-OESTE;66463407;b3S;;I;2;ITAUNA;MG;41153;NA;NA;29245;483;29518;81794;0;0;0;0;0;0;81794;NA;NA%;NA%;0,3609;NA%;0,0694
SPINELLI S.A. CORRETORA DE VALORES MOBILIARIOS E CAMBIO;61739629;n2;;I;2;SAO PAULO;SP;41153;NA;NA;49955;0;49955;48722;0;0;6;0;6;32969;81697;NA;NA%;NA%;0,6115;NA%;0,071
COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DA SAÚDE DAS REGIÕES DO TRIÂNGULO, CIRCUITO DAS ÁGUAS E CENTRO DE MINAS LTDA. - UNICRED MINEIRA;70937271;b3S;;I;2;UBERLANDIA;MG;41153;NA;NA;12445;0;12445;81539;0;0;0;0;0;0;81539;NA;NA%;NA%;0,1526;NA%;0,208
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO SUL DO ESTADO DE SANTA CATARINA   SICREDI SUL SC;3793242;b3S;;I;2;CRICIUMA;SC;41153;NA;NA;14835;0;14022;80427;0;0;0;0;0;0;80427;NA;NA%;NA%;0,1743;NA%;0,2323
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA SECRETARIA DE ESTADO DA FAZENDA DE MINAS GERAIS LTDA.;16721078;b3S;;I;2;BELO HORIZONTE;MG;41153;NA;NA;50322;0;49339;80225;0;0;0;0;0;0;80225;NA;NA%;NA%;0,615;NA%;0,0426
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE PEQUENO EMPRESÁRIO, MICROEMPRESÁRIO E OU MICROEMPREENDEDOR DE CONCÓRDIA E REGIÃO - SICOOB - TRANSCREDI;4247370;b3S;;I;2;CONCORDIA;SC;41153;NA;NA;26547;0;26547;80065;0;0;0;0;0;0;80065;NA;NA%;NA%;0,3316;NA%;0,1876
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DO VALE DO PARAÍBA - UNICRED VALE DO PARAÍBA;2197569;b3S;;I;2;LORENA;SP;41153;NA;NA;17350;0;17350;79710;0;0;0;0;0;0;79710;NA;NA%;NA%;0,2177;NA%;0,0879
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS INTEGRANTES DO MINISTÉRIO PÚBLICO NO ESTADO DO RIO DE JANEIRO LIMITADA;4694278;b3S;;I;2;RIO DE JANEIRO;RJ;41153;NA;NA;20497;0;20497;79521;0;0;0;0;0;0;79521;NA;NA%;NA%;0,2578;NA%;0,2046
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DA GRANDE CURITIBA E CAMPOS GERAIS - SICOOB SUL;5888589;b3S;;I;2;CURITIBA;PR;41153;NA;NA;13371;0;13371;79506;0;0;0;0;0;0;79506;NA;NA%;NA%;0,1682;NA%;0,1247
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO LESTE DE MINAS LTDA. - SICOOB CREDICAF;25395435;b3S;;I;2;LAJINHA;MG;41153;NA;NA;18792;0;18693;79437;0;0;0;0;0;0;79437;NA;NA%;NA%;0,2353;NA%;0,287
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ITAPIRANGA - SICOOB CREDITAPIRANGA SC;78483310;b3S;;I;2;ITAPIRANGA;SC;41153;NA;NA;19849;0;19704;78427;0;0;0;0;0;0;78427;NA;NA%;NA%;0,2512;NA%;0,105
SITA SOCIEDADE CORRETORA DE CAMBIO E VALORES MOBILIARIOS S.A;17315359;n2;;I;2;BELO HORIZONTE;MG;41153;NA;NA;60121;0;60121;61078;0;0;0;0;0;17317;78394;NA;NA%;NA%;0,7669;NA%;0,0067
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO CENTRAL E OESTE MINEIRO LTDA. - SICOOB DIVICRED;1736516;b3S;;I;2;DIVINOPOLIS;MG;41153;NA;NA;27078;0;27071;77017;0;0;0;0;0;0;77017;NA;NA%;NA%;0,3515;NA%;0,0608
COOPERATIVA CENTRAL DE CRÉDITO DE MATO GROSSO DO SUL, GOIÁS E TOCANTINS - CENTRAL SICREDI BRASIL CENTRAL;33737818;b3C;;I;2;CAMPO GRANDE;MS;41153;NA;NA;16436;0;9287;72710;0;0;1965;138;2103;84;74896;NA;NA%;NA%;0,124;NA%;0,0847
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS TEIXEIRA DE FREITAS LTDA. - SICOOB EXTREMO SUL;2447120;b3S;;I;2;TEIXEIRA DE FREITAS;BA;41153;NA;NA;49247;0;48980;74342;0;0;0;0;0;0;74342;NA;NA%;NA%;0,6588;NA%;0,0345
COOPERATIVA DE CRÉDITO DA REGIÃO DE CARATINGA LTDA. - SICOOB CREDCOOPER;19449602;b3S;;I;2;CARATINGA;MG;41153;NA;NA;21954;157;22103;74013;0;0;0;0;0;0;74013;NA;NA%;NA%;0,2986;NA%;0,0554
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CASCAVEL E REGIÃO - SICOOB CASCAVEL;4529074;b3S;;I;2;CASCAVEL;PR;41153;NA;NA;12000;0;12000;73572;0;0;0;0;0;0;73572;NA;NA%;NA%;0,1631;NA%;0,0831
INTERFLOAT HZ CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA.;4020986;n2;;I;2;SAO PAULO;SP;41153;NA;NA;89881;-4;89877;37028;0;0;7;0;7;36338;73373;NA;NA%;NA%;1,2249;NA%;0,4056
FITTA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;3512293;n2;;I;2;SAO PAULO;SP;41153;NA;NA;1771;0;1771;25413;5104;0;0;0;5104;42317;72833;NA;NA%;NA%;0,0243;NA%;0,3286
COOPERATIVA DE CRÉDITO RURAL DE ITAÍ-PARANAPANEMA-AVARÉ;966246;b3S;;I;2;ITAI;SP;41153;NA;NA;20950;0;20926;72821;0;0;0;0;0;0;72821;NA;NA%;NA%;0,2874;NA%;0,0995
COOPERATIVA DE CRÉDITO RURAL DE CONSELHEIRO PENA LTDA. - SICOOB CREDICOPE;38588174;b3S;;I;2;CONSELHEIRO PENA;MG;41153;NA;NA;28861;0;28760;72352;0;0;0;0;0;0;72352;NA;NA%;NA%;0,3975;NA%;0,0944
COOPERATIVA DE CRÉDITO DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DO NORTE E NORDESTE DE SANTA CATARINA - SICREDI EMPRESARIAL;2843443;b3S;;I;2;JOINVILLE;SC;41153;NA;NA;14123;0;13273;72278;0;0;0;0;0;0;72278;NA;NA%;NA%;0,1836;NA%;0,3073
COOPERATIVA DE CRÉDITO RURAL DE CÂNDIDO MOTA;66788142;b3S;;I;3;CANDIDO MOTA;SP;41153;NA;NA;15104;0;14948;72251;0;0;0;0;0;0;72251;NA;NA%;NA%;0,2069;NA%;0,1114
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DO VALE DO PARAIBA, LITORAL NORTE PAULISTA E SERRA DA MANTIQUEIRA - CRESSEM;54190525;b3S;;I;2;SAO JOSE DOS CAMPOS;SP;41153;NA;NA;81355;0;81355;72008;0;0;0;0;0;0;72008;NA;NA%;NA%;1,1298;NA%;0,0232
SENSO CORRETORA DE CAMBIO E VALORES MOBILIARIOS S.A;17352220;n2;;I;2;RIO DE JANEIRO;RJ;41153;NA;NA;37904;0;37904;4174;0;0;2212;51935;54147;13175;71496;NA;NA%;NA%;0,5302;NA%;0,0092
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA UNIÃO DOS VALES DO PIRANGA E MATIPÓ LTDA. ? SICOOB UNIÃO;1060307;b3S;;I;2;RAUL SOARES;MG;41153;NA;NA;12109;0;12069;70622;0;0;0;0;0;0;70622;NA;NA%;NA%;0,1709;NA%;0,2208
COOPERATIVA DE CREDITO RURAL DO NORTE CATARINENSE SICOOB/SC- CREDINORTE;81011686;b3S;;I;2;MAFRA;SC;41153;NA;NA;10194;0;10005;70128;0;0;0;0;0;0;70128;NA;NA%;NA%;0,1427;NA%;0,2183
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE UNAÍ E NOROESTE DE MINAS LTDA. - SICOOB NOROESTE DE MINAS;86564051;b3S;;I;2;UNAI;MG;41153;NA;NA;20820;0;20773;69138;0;0;0;0;0;0;69138;NA;NA%;NA%;0,3005;NA%;0,1199
BANCO KEB DO BRASIL S.A.;2318507;b1;;I;3;SAO PAULO;SP;41153;NA;NA;47486;0;47486;49432;4604;0;0;0;4604;14875;68911;NA;NA%;NA%;0,6891;NA%;0,0056
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO CATARINENSE - SICOOB CREDIPLANALTO SC;1389651;b3S;;I;2;PAPANDUVA;SC;41153;NA;NA;11006;0;10976;68413;0;0;0;0;0;0;68413;NA;NA%;NA%;0,1604;NA%;0,1149
COOPERATIVA DE CRÉDITO RURAL DO VALE DO PARANAPANEMA;1637949;b3S;;I;2;PRESIDENTE PRUDENTE;SP;41153;NA;NA;17820;0;17762;68382;0;0;0;0;0;0;68382;NA;NA%;NA%;0,2597;NA%;0,186
COOPERATIVA DE CRÉDITO DA REGIÃO DE ARAXÁ LTDA. - SICOOB CREDIARA;66398496;b3S;;I;2;ARAXA;MG;41153;NA;NA;18471;0;18417;68353;0;0;0;0;0;0;68353;NA;NA%;NA%;0,2694;NA%;0,1465
COOPERATIVA DE CRÉDITO DA MICRORREGIÃO DO ALTO PARANAÍBA LTDA - SICOOB CREDISG;3645752;b3S;;I;2;SAO GOTARDO;MG;41153;NA;NA;19734;0;19723;68173;0;0;0;0;0;0;68173;NA;NA%;NA%;0,2893;NA%;0,0478
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SANTOAUGUSTENSE - SICREDI SANTO AUGUSTO RS;92564145;b3S;;I;2;SANTO AUGUSTO;RS;41153;NA;NA;12520;0;11662;67607;0;0;0;0;0;0;67607;NA;NA%;NA%;0,1725;NA%;0,1552
C H B - COMPANHIA HIPOTECARIA BRASILEIRA;10694628;n1;;I;2;NATAL;RN;41153;NA;NA;15007;0;15007;52099;0;0;0;0;0;15236;67335;NA;NA%;NA%;0,2229;NA%;0,1138
BANCO PORTO REAL DE INVESTIMENTOS S.A;40429946;b2;;I;2;PORTO REAL;RJ;41153;NA;NA;22523;0;22523;48602;0;0;11810;0;11810;6882;67294;NA;NA%;NA%;0,3347;NA%;0,009
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DE SAÚDE DE NÍVEL SUPERIOR E OUTROS SEGMENTOS DE CRÉDITO DO ESTADO DE MINAS GERAIS LTDA - UNICRED CENTRAL (MG);184068;b3C;;I;2;BELO HORIZONTE;MG;41153;NA;NA;15941;0;15941;48208;0;156;13274;146;13576;5414;67197;NA;NA%;NA%;0,2372;NA%;0,1424
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO MEIO OESTE CATARINENSE - SICOOB CREDIMOC SC;80959638;b3S;;I;2;XANXERE;SC;41153;NA;NA;11064;0;10929;66413;0;0;0;0;0;0;66413;NA;NA%;NA%;0,1646;NA%;0,1087
COOPERATIVA DE CRÉDITO DE POMPÉU LTDA. - SICOOB CREDIPÉU;66262643;b3S;;I;2;POMPEU;MG;41153;NA;NA;17071;0;16941;66390;0;0;0;0;0;0;66390;NA;NA%;NA%;0,2552;NA%;0,1195
BANCO ARBI S.A.;54403563;b1;;I;2;RIO DE JANEIRO;RJ;41153;NA;NA;26552;-105;26447;56133;0;0;0;403;403;9515;66051;NA;NA%;NA%;0,4004;NA%;0,3197
MÚLTIPLA CRÉDITO, FINANCIAMENTO E INVESTIMENTO S/A;5351887;n1;;I;2;FORTALEZA;CE;41153;NA;NA;9583;0;9583;56886;0;0;0;0;0;8938;65824;NA;NA%;NA%;0,1456;NA%;0,007
COOPERATIVA DE CRÉDITO RURAL DO LITORAL VALE DO ITAJAÍ E NORTE CATARINENSE - CREDIALVES;4430100;b3S;;I;2;LUIZ ALVES;SC;41153;NA;NA;5772;0;3910;65676;0;0;0;0;0;0;65676;NA;NA%;NA%;0,0595;NA%;0,8225
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA ÁREA DA SAÚDE E EMPRESÁRIOS DA REGIÃO OESTE DO PARANÁ LTDA. UNIPRIME OESTE DO PARANÁ;1736243;b3S;;I;2;CASCAVEL;PR;41153;NA;NA;22395;0;22395;65632;0;0;0;0;0;0;65632;NA;NA%;NA%;0,3412;NA%;0,0112
COOPERATIVA DE CRÉDITO RURAL DE BRASÍLIA LTDA. - SICOOB CREDIBRASÍLIA;1187961;b3S;;I;2;BRASILIA;DF;41153;NA;NA;17980;0;17780;65518;0;0;0;0;0;0;65518;NA;NA%;NA%;0,2714;NA%;0,0637
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CAMPOS DAS VERTENTES LTDA. - SICOOB CREDIVERTENTES;22724710;b3S;;I;2;SAO TIAGO;MG;41153;NA;NA;18307;0;18237;65467;0;0;0;0;0;0;65467;NA;NA%;NA%;0,2786;NA%;0,071
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ARAXÁ E PATOS DE MINAS LTDA. - UNICRED DO ALTO PARANAÍBA E NOROESTE DE MINAS;1727929;b3S;;I;2;PATOS DE MINAS;MG;41153;NA;NA;9788;0;9788;65420;0;0;0;0;0;0;65420;NA;NA%;NA%;0,1496;NA%;0,102
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO IVAÍ - SICREDI VALE DO IVAÍ PR;81706616;b3S;;I;2;JANDAIA DO SUL;PR;41153;NA;NA;12589;0;11778;65129;0;0;0;0;0;0;65129;NA;NA%;NA%;0,1808;NA%;0,3303
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO ARAGUAIA LTDA.;24830879;b3S;;I;2;MINEIROS;GO;41153;NA;NA;42754;0;42200;64859;0;0;0;0;0;0;64859;NA;NA%;NA%;0,6506;NA%;0,046
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO PARANAPANEMA - SICREDI CAPAL PR/SP;7206072;b3S;;I;2;ARAPOTI;PR;41153;NA;NA;11807;0;11206;64668;0;0;0;0;0;0;64668;NA;NA%;NA%;0,1733;NA%;0,1455
CENTRAL DAS COOPERATIVAS DE CRÉDITO DO DISTRITO FEDERAL LTDA.;692214;b3C;;I;2;BRASILIA;DF;41153;NA;NA;47484;0;11938;58124;0;0;0;0;0;0;63936;NA;NA%;NA%;0,1867;NA%;0,4228
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NOROESTE - SICOOB NOROESTE SC;81292278;b3S;;I;2;SAO LOURENCO D'OESTE;SC;41153;NA;NA;17429;0;17361;63051;0;0;0;0;0;0;63051;NA;NA%;NA%;0,2754;NA%;0,0726
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SÃO ROQUE DE MINAS LTDA. ? SICOOB SAROMCREDI;66402207;b3S;;I;2;SAO ROQUE DE MINAS;MG;41153;NA;NA;15835;0;15760;63035;0;0;0;0;0;0;63035;NA;NA%;NA%;0,25;NA%;0,2619
COOPERATIVA DE ECONOMIA E CRÉDITO DOS COMERCIANTES DO OESTE MINEIRO LTDA. - SICOOB CREDICOPA;71297899;b3S;;I;2;PATOS DE MINAS;MG;41153;NA;NA;25546;0;25344;62979;0;0;0;0;0;0;62979;NA;NA%;NA%;0,4024;NA%;0,0344
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO RIO DO PEIXE - SICOOB CREDIRIO SC;78865995;b3S;;I;2;JOACABA;SC;41153;NA;NA;9900;0;9791;62604;0;0;0;0;0;0;62604;NA;NA%;NA%;0,1564;NA%;0,0582
COOPERATIVA DE CRÉDITO DOS EMPREGADOS EM EMPRESAS TÊXTEIS - ACREDICOOP;3461243;b3S;;I;2;BLUMENAU;SC;41153;NA;NA;14947;0;14947;62584;0;0;0;0;0;0;62584;NA;NA%;NA%;0,2388;NA%;0,0932
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE PANAMBI - SICREDI PANAMBI RS;91983155;b3S;;I;2;PANAMBI;RS;41153;NA;NA;15019;0;13973;62403;0;0;0;0;0;0;62403;NA;NA%;NA%;0,2239;NA%;0,3171
CONVENCAO S.A. CORRETORA DE VALORES E CAMBIO;61747085;n2;;I;2;SAO PAULO;SP;41153;NA;NA;18669;0;18669;7960;0;0;0;0;0;54344;62304;NA;NA%;NA%;0,2996;NA%;0,0685
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CAMPOS NOVOS ? SICOOB CREDICAMPOS SC;78862083;b3S;;I;2;CAMPOS NOVOS;SC;41153;NA;NA;11382;0;10959;62144;0;0;0;0;0;0;62144;NA;NA%;NA%;0,1763;NA%;0,0525
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DE SAÚDE DE NÍVEL SUPERIOR DE ARACAJU LTDA.;2923389;b3S;;I;2;ARACAJU;SE;41153;NA;NA;22255;0;22255;61937;0;0;0;0;0;0;61937;NA;NA%;NA%;0,3593;NA%;0,0118
CSILATINA ARRENDAMENTO MERCANTIL S.A.;5883884;n1;;I;3;BARUERI;SP;41153;NA;NA;6088;3044;9132;31006;13773;0;10620;0;24393;6317;61716;NA;NA%;NA%;0,148;NA%;0,0724
COOPERATIVA DE CREDITO RURAL DO VALE - SICOOB -CREDIVALE/SC;86829827;b3S;;I;2;BRACO DO NORTE;SC;41153;NA;NA;9144;0;9141;61288;0;0;0;0;0;0;61288;NA;NA%;NA%;0,1491;NA%;0,1066
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NOVA TRENTO   SICOOB TRENTOCREDI SC;2641969;b3S;;I;2;NOVA TRENTO;SC;41153;NA;NA;16648;0;16648;60978;0;0;0;0;0;0;60978;NA;NA%;NA%;0,273;NA%;0,2616
SOLIDEZ - CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA;96477906;n2;;I;2;SAO PAULO;SP;41153;NA;NA;5845;5845;11457;50905;0;0;2;338;340;9731;60975;NA;NA%;NA%;0,1879;NA%;0,115
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO OESTE DE MINAS GERAIS LTDA. - SICOOB CREDIOESTE;25420696;b3S;;I;2;ABAETE;MG;41153;NA;NA;19352;0;19250;60351;0;0;0;0;0;0;60351;NA;NA%;NA%;0,319;NA%;0,0523
COOPERATIVA CENTRAL DE CRÉDITO DA BAHIA - SICOOB CENTRAL BA;34148882;b3C;;I;2;SALVADOR;BA;41153;NA;NA;21826;0;10757;60335;0;0;0;0;0;0;60335;NA;NA%;NA%;0,1783;NA%;0,2118
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NOROESTE DO PARANÁ - SICOOB NOROESTE DO PARANÁ;5772229;b3S;;I;2;PARANAVAI;PR;41153;NA;NA;12965;0;12965;60181;0;0;0;0;0;0;60181;NA;NA%;NA%;0,2154;NA%;0,0902
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO MÉDIO LESTE DE MATO GROSSO - SICOOB PRIMAVERA MT;5241619;b3S;;I;2;PRIMAVERA DO LESTE;MT;41153;NA;NA;11502;0;11502;60036;0;0;0;0;0;0;60036;NA;NA%;NA%;0,1916;NA%;0,0271
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COMERCIANTES DE MATERIAL DE CONSTRUÇÃO DE GOVERNADOR VALADARES LTDA.;1559914;b3S;;I;2;GOVERNADOR VALADARES;MG;41153;NA;NA;26787;0;25905;59978;0;0;0;0;0;0;59978;NA;NA%;NA%;0,4319;NA%;0,0676
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO ITAJAÍ E LITORAL CATARINENSE - SICREDI VALE LITORAL SC;10348181;b3S;;I;2;ITAPEMA;SC;41153;NA;NA;10551;0;10051;59367;0;0;0;0;0;0;59367;NA;NA%;NA%;0,1693;NA%;0,2847
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO VALE DO AÇO LTDA - SICOOB VALE DO AÇO;19869338;b3S;;I;2;IPATINGA;MG;41153;NA;NA;24192;0;23511;58838;0;0;0;0;0;0;58838;NA;NA%;NA%;0,3996;NA%;0,0637
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO NORDESTE DE MINAS GERAIS LTDA - SICOOB CARLOS CHAGAS;41753500;b3S;;I;2;CARLOS CHAGAS;MG;41153;NA;NA;21222;0;21149;57785;0;0;0;0;0;0;57785;NA;NA%;NA%;0,366;NA%;0,0726
COOPERATIVA DE CREDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE TENENTE PORTELA - CRESOL TENENTE PORTELA;4622657;b3S;;I;2;TENENTE PORTELA;RS;41153;NA;NA;7620;0;7620;57357;0;0;0;0;0;0;57357;NA;NA%;NA%;0,1329;NA%;0,18
