Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento
PINE;50304;b1;;C;2;SAO PAULO;SP;41153;10125393;4712731;8909742;8175154;1215651;47224;1466287;0,1702;0,1004;11;0
BRB;31976;b1;;C;1;BRASILIA;DF;41153;9798488;6020401;8881807;7765473;916681;47476;1023830;0,1273;0,1529;67;43
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;;I;1;PORTO ALEGRE;RS;41153;9019136;7612293;7714519;7395085;1304617;20219;1304617;0,1598;0,0179;3;0
BANCO GMAC S.A.;59274605;b2;;I;3;SAO PAULO;SP;41153;8499502;5574876;7122332;3613259;1377170;23755;1251736;0,1421;0,1744;1;0
BOFA MERRILL LYNCH;51255;b1;;C;3;SAO PAULO;SP;41153;7537305;962491;6221283;2419390;1316022;-9790;1383847;0,2407;0,0344;2;0
BANCO BVA S.A.;32254138;b1;;I;2;RIO DE JANEIRO;RJ;41153;6953055;4621763;6671556;5583189;281499;-286243;0;NI%;0;7;0
RENASCENCA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;62287735;n2;;I;2;SAO PAULO;SP;41153;6892591;0;6856233;6841754;36357;1884;36357;0,9017;0,0478;1;0
BARCLAYS;51705;b1;;C;3;SAO PAULO;SP;41153;6778150;251644;6002810;3144601;775339;3886;717523;0,3033;0,0847;1;0
BES;51482;b2;;C;3;SAO PAULO;SP;41153;6430641;1691177;5890201;5276712;540441;5139;564068;0,1347;0,2486;6;0
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;41153;5973910;173701;5734899;0;239011;-6;112573;0,1214;0,0457;0;0
BANCO CLASSICO S.A.;31597552;b1;;I;2;RIO DE JANEIRO;RJ;41153;5668962;0;1293127;4;4375835;71287;4375835;0,6483;0;1;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;;I;3;PORTO ALEGRE;RS;41153;5356309;4818607;4803494;4434166;552816;30437;564644;0,1238;0,0073;2;0
BANCO FIDIS S/A;62237425;b2;;I;3;BETIM;MG;41153;5223519;4315242;4740997;4624723;482522;13227;472679;0,1537;0,0096;2;0
SOFISA;31873;b1;;C;2;SAO PAULO;SP;41153;4996481;1795854;4213595;2974090;782886;9204;782874;0,2174;0,392;18;0
RURAL;31244;b1;;C;2;BELO HORIZONTE;MG;41153;4773269;2666485;4379140;2902734;394129;-14586;451703;0,1284;0,2424;1;0
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;;I;3;SAO PAULO;SP;41153;4693237;1098975;3601364;2274185;1091873;752;1091636;0,631;0,0228;2;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;;I;2;BRASILIA;DF;41153;4352169;1124732;692799;559545;3659371;-2001;3659371;2,5551;0,0065;53;0
INDUSVAL;50531;b1;;C;2;SAO PAULO;SP;41153;4346113;2547887;3758554;3542427;587558;3131;585167;0,1584;0,1167;13;0
BANCO CNH CAPITAL S.A.;2992446;b2;;I;3;CURITIBA;PR;41153;4078608;3302640;2927473;2599664;1151135;42505;1148292;0,3072;0,0026;1;0
BANCO IBM S.A.;34270520;b2;;I;3;RIO DE JANEIRO;RJ;41153;3724837;2158972;3430672;3028641;294165;21333;239789;0,1397;0;2;0
TOYOTA;51334;b2;;C;3;SAO PAULO;SP;41153;3697633;2383372;3365811;2656972;331822;11284;392265;0,1562;0,0433;2;0
J.MALUCELLI;30881;b1;;C;2;CURITIBA;PR;41153;3584950;2295537;2424150;2345927;1160800;38984;1160224;0,2616;0,4737;2;0
BANCO CATERPILLAR S.A.;2658435;b2;;I;3;SAO PAULO;SP;41153;3535711;2921792;3016956;2850424;518754;26943;518754;0,1406;0,0043;1;0
ORIGINAL;51781;b1;;C;2;PORTO ALEGRE;RS;41153;3409907;956640;1359340;1090803;2050568;-8156;2049783;0,4295;0,0732;2;0
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;;I;3;RIBEIRAO PRETO;SP;41153;3185784;57;3067503;2780096;118280;2307;70737;0,2145;0,0685;0;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;;I;1;BELEM;PA;41153;3171532;2082452;2782776;2617989;388756;31611;388752;0,2015;0,1242;43;40
COOPERATIVA DE CRÉDITO CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;41153;3162670;1807295;2375060;2322724;787610;15841;764555;0,2913;0,0765;0;50
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;;I;1;BELO HORIZONTE;MG;41153;3123226;2482623;1805815;1411471;1317411;23436;917293;0,3254;0,0283;1;0
BONSUCESSO;50706;b1;;C;2;BELO HORIZONTE;MG;41153;3068118;2053327;2664912;1716844;403206;11774;602436;0,1527;0,2379;5;0
PSA FINANCE;51365;b2;;C;3;SAO PAULO;SP;41153;3066904;2376002;2454383;1578916;612521;17397;532344;0,156;0,0005;4;0
ING;51073;b1;;C;3;SAO PAULO;SP;41153;3066266;1554505;2247077;2095900;819189;8259;819188;0,4281;0,005;2;0
BBM;30207;b1;;C;2;SALVADOR;BA;41153;3009886;1258863;2477354;2288029;532532;1450;527784;0,1697;0,0879;9;0
JOHN DEERE;50071;b1;;C;3;INDAIATUBA;SP;41153;2978056;2939949;2579194;2448142;398861;14076;512846;0,1622;0,0084;2;0
GOLDMAN SACHS;51585;b2;;C;3;SAO PAULO;SP;41153;2960477;22320;2193154;1178318;767323;-32717;730326;0,3559;0,025;2;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;;I;1;ARACAJU;SE;41153;2863823;1543127;2615960;2345674;247864;26024;324795;0,1544;0,2479;61;10
BANCO VOLVO BRASIL S.A.;58017179;b2;;I;3;CURITIBA;PR;41153;2859991;2723855;2390468;2120936;469523;9078;531089;0,1738;0,0616;1;0
BANCO CSF S.A.;8357240;b2;;I;3;SAO PAULO;SP;41153;2833999;2450639;2307991;342105;526008;37913;526008;0,235;0,0118;1;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;;I;1;PORTO ALEGRE;RS;41153;2590356;2007083;1912750;1737673;677606;2513;517606;0,2358;0,0099;1;0
INDUSTRIAL DO BRASIL;50988;b1;;C;2;SAO PAULO;SP;41153;2577029;1355780;2142758;2012369;434271;14558;458411;0,1861;0,0732;8;0
COOPERATIVA CENTRAL DE CRÉDITO DOS ESTADOS DO PARANÁ E DE SÃO PAULO - CENTRAL SICREDI PR/SP;80230774;b3C;;I;2;CURITIBA;PR;41153;2574978;47079;2478216;395;96763;-5;47508;0,121;0,0585;0;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;;I;3;SAO PAULO;SP;41153;2564116;1329909;1929240;1684630;634876;6579;704467;0,2836;0,0032;1;0
WESTLB;51554;b1;;I;3;SAO PAULO;SP;41153;2252887;935710;1731475;1040451;521412;6773;521412;0,3689;0,0057;1;0
CREDIT AGRICOLE;51066;b1;;C;3;SAO PAULO;SP;41153;2227004;710509;1477227;1050771;749777;-1920;757875;0,2759;0,0256;5;0
HONDA;51396;b2;;C;3;SAO PAULO;SP;41153;2147917;1998454;1730152;1579074;417765;15976;416684;0,2397;0,0015;2;0
PORTO SEGURO;51444;n1;;C;2;SAO PAULO;SP;41153;2130301;1972507;1832149;557929;298152;19774;0;NI%;0;3;0
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;41153;2023060;58021;1815180;270867;207880;1680;128020;0,1421;0,4509;0;1
BANIF;20255;b1;;C;3;SAO PAULO;SP;41153;2012777;1275142;1802829;1522037;209948;-81498;212298;0,0948;0,1001;15;0
COOPERATIVA CENTRAL DE CREDITO DE SANTA CATARINA-SICOOB CENTRAL SC;80160260;b3C;;I;2;FLORIANOPOLIS;SC;41153;1953361;87345;1833111;1597307;120250;0;70644;0,1286;0,238;0;0
RODOBENS;51736;b1;;C;2;SAO PAULO;SP;41153;1801678;1289084;1412983;1297391;388695;13902;388688;0,1527;0,2351;3;0
XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;2332886;n2;;I;2;RIO DE JANEIRO;RJ;41153;1761748;0;1691245;0;70503;148;68720;0,1177;0,22;4;0
BANCO TRIANGULO S.A.;17351180;b1;;I;2;UBERLANDIA;MG;41153;1757423;1177977;1413347;1175141;344076;3651;344072;0,1951;0,1413;47;0
RENDIMENTO;51468;b1;;C;2;SAO PAULO;SP;41153;1722237;527266;1542887;656784;179350;15067;178347;0,1567;0,1371;14;1
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;;I;2;SERTAOZINHO;SP;41153;1721994;941766;1468877;1400978;253117;11230;239616;0,1677;0,0468;0;25
SOCOPA;50328;b1;;C;2;SAO PAULO;SP;41153;1658913;214622;1518760;709782;140153;12505;175130;0,2897;0,0348;4;0
BANCO CARGILL S.A.;3609817;b1;;I;3;SAO PAULO;SP;41153;1607739;1285606;1356286;1247450;251454;2372;251454;0,1997;0,0008;1;0
PERNAMBUCANAS;40699;n1;;C;2;SAO PAULO;SP;41153;1543470;1418665;1152594;372304;390876;40207;0;NI%;0;2;0
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;;I;2;BELO HORIZONTE;MG;41153;1459471;35697;1393918;57639;65553;289;36712;0,1351;0,2909;0;0
BANCO STANDARD DE INVESTIMENTOS S.A.;4866275;b2;;I;3;SAO PAULO;SP;41153;1458634;18559;1146803;782462;311831;1885;311831;0,3019;0,047;1;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;;I;1;CURITIBA;PR;41153;1424941;660050;68037;18144;1356904;13031;224868;0,9966;0,0039;1;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;41153;1358829;888766;1020654;987641;338175;15634;336681;0,3017;0,0353;0;66
SCANIA BANCO S.A.;11417016;b2;;I;3;SAO BERNARDO DO CAMPO;SP;41153;1355643;1298405;1245172;1164986;110471;-6648;165707;0,1241;0,0104;1;0
STANDARD CHARTERED BANK (BRASIL) S.A. ? BANCO DE INVESTIMENTO;11932017;b2;;I;3;SAO PAULO;SP;41153;1305093;0;1110775;355581;194318;1440;194318;0,3067;0,0026;1;0
FATOR;50122;b1;;C;2;SAO PAULO;SP;41153;1293404;47921;868404;672699;425000;-754;425000;0,2986;0,3361;4;0
OMNI;50940;n1;;C;2;SAO PAULO;SP;41153;1269644;969353;1119595;635285;150049;4704;0;NI%;0;3;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;;I;3;BARUERI;SP;41153;1267584;1159712;819584;712320;448000;-1968;412866;0,4055;0;3;0
BANCO MODAL S.A.;30723886;b1;;I;2;RIO DE JANEIRO;RJ;41153;1236741;337181;965154;751783;271587;14657;331452;0,1743;0,0704;2;0
CAIXA GERAL;51815;b1;;C;3;SAO PAULO;SP;41153;1234511;290587;773743;413456;460768;1066;460421;0,3155;0,1376;4;0
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60779196;n1;;I;2;SAO PAULO;SP;41153;1234363;765495;246904;0;987459;129064;987352;0,5534;0,0156;1;0
BANCO INTERMEDIUM S/A;416968;b1;;I;2;BELO HORIZONTE;MG;41153;1218042;875975;946001;809761;272041;3692;272041;0,1973;0,0303;5;0
NOSSA CAIXA DESENVOLVIMENTO - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;;I;1;SAO PAULO;SP;41153;1208597;568144;174800;158050;1033797;5779;833797;1,2837;0,0033;0;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;;I;2;SAO PAULO;SP;41153;1208403;1069072;823136;312513;385267;19608;384647;0,3703;0,0014;1;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;41153;1170480;905833;867126;848001;303354;13620;303246;0,2692;0,0166;0;4
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;;I;1;VITORIA;ES;41153;1145603;759236;985396;829724;160207;3581;149983;0,2075;0,0734;1;0
BANCO GUANABARA S.A.;31880826;b1;;I;2;RIO DE JANEIRO;RJ;41153;1088693;559764;969026;825230;119667;-2818;147388;0,2414;0,0203;1;0
COOPERATIVA CENTRAL DE CRÉDITO DE MATO GROSSO, PARÁ E RONDÔNIA - CENTRAL SICREDI MT/PA/RO;33667205;b3C;;I;2;CUIABA;MT;41153;1070384;3190;1019809;0;50575;5;23030;0,123;0,0666;0;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;;I;2;CAMPO MOURAO;PR;41153;1064631;401377;841287;791762;223344;1845;223344;0,446;0,0008;0;28
BANCO FORD S.A.;90731688;b2;;I;3;SAO PAULO;SP;41153;1007590;568837;730925;693577;276665;5963;276665;0,2474;0;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO PARANÁ - SICREDI UNIÃO PR;79342069;b3S;;I;2;MARINGA;PR;41153;969422;568992;851364;545320;118058;7443;111148;0,1387;0,222;0;59
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;;I;2;FRANCISCO BELTRAO;PR;41153;961609;11376;906520;601827;55090;-165;55090;0,1623;0,0824;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE GUARIBA;44469161;b3S;;I;2;GUARIBA;SP;41153;946453;303085;834850;778070;111603;2961;107136;0,2006;0,0353;0;4
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;;I;2;NOVA PETROPOLIS;RS;41153;930882;484085;766531;706208;164350;7755;154005;0,2105;0,1201;0;37
INTERCAP;50476;b1;;C;2;SAO PAULO;SP;41153;887722;359181;762826;652787;124896;-292;106523;0,1778;0,0136;2;0
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CRESOL CENTRAL SC/RS;7202627;b3C;;I;2;CHAPECO;SC;41153;874256;5470;837774;569084;36482;337;36459;0,0966;0,1534;0;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE BELO HORIZONTE E CIDADES PÓLO DE MINAS GERAIS LTDA.;42898825;b3S;;I;2;BELO HORIZONTE;MG;41153;835239;243680;751451;730088;83788;2709;81281;0,1627;0,0798;0;33
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;;I;2;CERRO LARGO;RS;41153;829311;474766;689475;509513;139836;9117;130932;0,1863;0,165;0;41
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CATARATAS DO IGUAÇU - SICREDI CATARATAS DO IGUAÇU;78414067;b3S;;I;2;MEDIANEIRA;PR;41153;808399;432324;697027;530366;111372;8718;104906;0,139;0,1384;0;30
BMW;51420;n1;;C;3;SAO PAULO;SP;41153;800041;626077;631451;469320;168590;3032;0;NI%;0;2;0
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;;I;1;SALVADOR;BA;41153;779177;364387;355616;303553;423561;11310;273535;0,3792;0,0401;1;0
BANCO KDB DO BRASIL S.A.;7656500;b1;;I;3;SAO PAULO;SP;41153;778662;30283;698208;544256;80454;4291;80454;0,1801;0,0097;1;0
BANCO FICSA S.A.;61348538;b1;;I;2;SAO PAULO;SP;41153;769508;394516;690532;334868;78975;-11974;78824;0,1268;0,0263;1;0
BANCO MONEO S.A.;7441209;b2;;I;2;CAXIAS DO SUL;RS;41153;764567;691469;597014;584446;167553;7550;167553;0,2069;0,0048;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;;I;2;ENCANTADO;RS;41153;747524;234710;619086;547606;128439;5826;120526;0,2228;0,0498;0;20
DACASA FINANCEIRA S.A.-SOC. DE CRED. FINANC. E INVESTIMENTO;27406222;n1;;I;2;VITORIA;ES;41153;733712;656184;624645;419797;109067;-207;108476;0,1288;0,1767;44;0
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82937293;n1;;I;1;FLORIANOPOLIS;SC;41153;725341;517633;247868;194691;477474;11015;77474;0,1824;0,0432;1;0
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE/NORDESTE - UNICRED CENTRAL NORTE/NORDESTE;70119680;b3C;;I;2;CABEDELO;PB;41153;704501;107088;623702;0;80799;2847;90177;0,1716;0,0599;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;;I;2;SORRISO;MT;41153;702609;422741;599712;330881;102896;7963;97320;0,1596;0,1127;0;13
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO GAÚCHO - SICREDI PLANALTO GAÚCHO;88038260;b3S;;I;3;CRUZ ALTA;RS;41153;656126;379792;548946;315074;107181;3578;100453;0,1837;0,0567;0;21
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DA ÁREA DE SAÚDE E EMPRESÁRIOS LTDA;2398976;b3S;;I;2;LONDRINA;PR;41153;653247;275371;421524;394476;231723;10068;187334;0,4002;0,0541;0;16
UNIPRIME CENTRAL - CENTRAL INTERESTADUAL DE COOPERATIVAS DE CREDITO LTDA.;3046391;b3C;;I;2;LONDRINA;PR;41153;647535;0;629758;19504;17778;0;17774;0,1643;0,1899;0;1
BANCO COMMERCIAL INVESTMENT TRUST DO BRASIL S.A. - BANCO MÚLTIPLO;43818780;b2;;I;3;BARUERI;SP;41153;644182;465727;401904;291844;242278;5693;242242;0,4495;0,0056;1;0
COOPERATIVA CENTRAL DE CRÉDITO URBANO - CECRED;5463212;b3C;;I;2;BLUMENAU;SC;41153;643870;32792;567654;510661;76216;0;75449;0,1225;0,1032;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26565770;b3S;;I;2;LUCAS DO RIO VERDE;MT;41153;633719;471854;507599;241683;126121;4611;118772;0,1921;0,0541;0;11
COOPERATIVA CENTRAL DE CRÉDITO DE GOIÁS LTDA;33416108;b3C;;I;2;GOIANIA;GO;41153;618088;3350;570692;0;47396;869;22760;0,692;0,2263;0;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;;I;3;SAO PAULO;SP;41153;614431;66195;248880;209183;365550;5913;365549;0,8503;0,0141;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;;I;2;CARLOS BARBOSA;RS;41153;614302;280531;539306;467934;74995;4386;70573;0,1493;0,1475;0;28
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO CENTRO SUL DO MATO GROSSO DO SUL - SICREDI CENTRO-SUL MS;26408161;b3S;;I;2;DOURADOS;MS;41153;593817;354037;494480;317789;99337;3918;93546;0,2174;0,0691;0;19
CENTRAL DE COOPERATIVAS DE ECONOMIA E CRÉDITO MÚTUO DO ESTADO DO RIO GRANDE DO SUL LTDA - UNICRED CENTRAL RS;1634601;b3C;;I;2;PORTO ALEGRE;RS;41153;592280;2980;570604;301;21677;0;21677;0,118;0,2124;0;0
BANCO TRICURY S.A.;57839805;b2;;I;2;SAO PAULO;SP;41153;586174;306010;401630;364554;184543;3001;184543;0,3759;0,196;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO PIQUIRI   SICREDI VALE DO PIQUIRI PR;81099491;b3S;;I;2;PALOTINA;PR;41153;579730;290794;503884;344867;75846;6231;72015;0,1575;0,0866;0;29
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;32428294;b3C;;I;2;VITORIA;ES;41153;576149;20285;525602;167576;50547;191;28686;0,2419;0,4766;0;0
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICRED'S DE SANTA CATARINA LTDA.- UNICRED CENTRAL SC;543968;b3C;;I;2;FLORIANOPOLIS;SC;41153;562162;0;526771;2;35390;91;35390;0,1637;0,1363;0;0
COOPERATIVA CENTRO BRASILEIRA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE LTDA.;37395399;b3S;;I;2;GOIANIA;GO;41153;550625;344103;434889;414030;115736;7885;115732;0,2574;0,062;0;13
