Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Passivo Circulante e Exigível a Longo Prazo (h) = (e) + (f) + (g);Resultados de Exercícios Futuros (i);Patrimônio Líquido (j);Passivo Total (k) = (h) + (i) + (j)
SOCIETE GENERALE;31859;b1;;C;3;SAO PAULO;SP;41153;4083;0;502520;931584;0;1438187;32005;0;0;96000;0;0;96000;3623171;5189363;248501;15637587;21075451;83456;721222;21880129
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;;I;2;PORTO ALEGRE;RS;41153;33573;2932268;6001248;20121;0;8987211;6896592;0;829;0;0;0;829;3371747;19256380;12;296152;19552543;0;483800;20036343
BIC;32119;b1;;C;2;SAO PAULO;SP;41153;324502;12817;750819;6898351;0;7986490;130723;0;438639;135077;1594226;102822;2270765;3093618;13481596;1654;2540301;16023552;19700;2007796;18051048
PANAMERICANO;31323;b1;;C;2;SAO PAULO;SP;41153;76212;0;2976053;2971396;0;6023661;1402938;1196391;374296;905253;1020022;0;3495962;216245;11138806;2469;3824753;14966028;959;2865621;17832608
BNP PARIBAS;51516;b1;;C;3;SAO PAULO;SP;41153;138823;0;498334;4508366;67002;5212526;1052478;0;0;573336;0;0;573336;1334833;8173172;590767;6307277;15071217;15761;2504207;17591185
BANCOOB;51750;b1;;C;2;BRASILIA;DF;41153;21895;1378308;9157322;86686;0;10644211;2198760;0;2691;0;0;0;2691;1069962;13915623;0;785554;14701178;36;447318;15148531
ALFA;51293;b1;;C;2;SAO PAULO;SP;41153;25129;0;2203064;709714;0;2937908;1963749;0;141776;2651363;0;1452189;4245328;1429125;10576110;290334;770241;11636685;12013;1981346;13630044
BANCO DAYCOVAL S.A.;62232889;b1;;I;2;SAO PAULO;SP;41153;225024;0;785368;3513130;2224;4525746;1379070;26926;234637;1313118;1230059;0;2804741;1462110;10171667;5408;1258277;11435353;10938;2074612;13520903
ABC-BRASIL;41856;b1;;C;3;SAO PAULO;SP;41153;131091;0;1130000;2676290;0;3937381;21004;131174;965195;921532;0;0;2017901;3962867;9939153;168450;1392613;11500215;21294;1638610;13160119
MERCANTIL DO BRASIL;20152;b1;;C;2;BELO HORIZONTE;MG;41153;511706;247277;157117;7152606;0;8068706;959190;0;209568;82122;44830;0;336520;74688;9439104;246;2619279;12058629;1496;872496;12932621
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;;I;3;SAO PAULO;SP;41153;7278;0;1243327;393842;0;1644447;341377;0;1750691;0;0;0;1750691;5873229;9609744;58083;1657457;11325284;0;1016135;12341419
BANESTES;30159;b1;;C;1;VITORIA;ES;41153;1142380;1798286;15900;3921484;0;6878050;2381784;27793;0;0;0;0;27793;509046;9796674;0;628967;10425641;1497;852572;11279710
FIBRA;49951;b1;;C;2;SAO PAULO;SP;41153;109787;0;450710;4878067;0;5438564;78733;0;309597;1027201;951802;0;2288599;991473;8797369;37547;1019774;9854690;4548;1018258;10877495
BANCO DA AMAZONIA S.A.;4902979;b1;;I;1;BELEM;PA;41153;716917;488935;2318;782541;583846;2574558;254999;0;0;0;0;0;0;626023;3455579;0;5126133;8581712;0;2024526;10606238
MORGAN STANLEY;51413;b1;;C;3;SAO PAULO;SP;41153;0;0;75062;2701590;0;2776652;3785155;0;0;0;0;0;0;260348;6822154;489570;1470503;8782227;0;1616362;10398589
MERCEDES-BENZ;51262;b2;;C;3;SAO PAULO;SP;41153;0;0;852332;32513;0;884845;0;0;0;120795;0;0;120795;6806717;7812357;0;1039956;8852313;105260;1242130;10199704
PINE;50304;b1;;C;2;SAO PAULO;SP;41153;33731;0;176319;3105939;0;3315989;1602430;15627;427717;360451;190252;0;994046;2262688;8175154;106693;580908;8862754;46988;1215651;10125393
BRB;31976;b1;;C;1;BRASILIA;DF;41153;824620;1215384;97616;5361183;3328;7502131;200269;0;0;0;0;366;366;62707;7765473;0;1116214;8881687;120;916681;9798488
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;;I;1;PORTO ALEGRE;RS;41153;0;0;0;0;0;0;0;0;0;0;0;0;0;7395085;7395085;0;318642;7713727;792;1304617;9019136
BANCO GMAC S.A.;59274605;b2;;I;3;SAO PAULO;SP;41153;0;0;2635404;844893;0;3480297;0;0;0;132961;0;0;132961;0;3613259;0;3385702;6998961;123371;1377170;8499502
BOFA MERRILL LYNCH;51255;b1;;C;3;SAO PAULO;SP;41153;67926;0;88481;178664;0;335071;358027;0;0;0;0;0;0;1726292;2419390;2441682;1360193;6221265;18;1316022;7537305
BANCO BVA S.A.;32254138;b1;;I;2;RIO DE JANEIRO;RJ;41153;64269;0;17372;3294872;3625;3380138;643619;740735;118423;550597;92554;0;1502309;57123;5583189;7739;1075201;6666129;5427;281499;6953055
RENASCENCA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;62287735;n2;;I;2;SAO PAULO;SP;41153;0;0;0;0;0;0;6841754;0;0;0;0;0;0;0;6841754;0;14479;6856233;0;36357;6892591
BARCLAYS;51705;b1;;C;3;SAO PAULO;SP;41153;91916;0;389036;525264;0;1006216;1825318;0;0;0;115236;0;115236;197831;3144601;445507;2411341;6001449;1362;775339;6778150
BES;51482;b2;;C;3;SAO PAULO;SP;41153;0;0;394432;1716454;0;2110887;1755496;0;80358;133097;982732;0;1196187;214142;5276712;217042;395346;5889100;1101;540441;6430641
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;41153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5734899;5734899;0;239011;5973910
BANCO CLASSICO S.A.;31597552;b1;;I;2;RIO DE JANEIRO;RJ;41153;4;0;0;0;0;4;0;0;0;0;0;0;0;0;4;0;1293123;1293127;0;4375835;5668962
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;;I;3;PORTO ALEGRE;RS;41153;0;0;259622;0;0;259622;0;0;0;0;0;0;0;4174543;4434166;0;358298;4792463;11030;552816;5356309
BANCO FIDIS S/A;62237425;b2;;I;3;BETIM;MG;41153;0;0;1239845;1989867;0;3229712;0;0;0;211009;0;0;211009;1184002;4624723;7168;99291;4731181;9816;482522;5223519
SOFISA;31873;b1;;C;2;SAO PAULO;SP;41153;91939;0;45031;2094670;0;2231640;45008;75673;39035;55584;0;0;170292;527150;2974090;7319;1231210;4212620;976;782886;4996481
RURAL;31244;b1;;C;2;BELO HORIZONTE;MG;41153;135963;0;40522;2522475;0;2698959;17040;0;147053;11864;0;0;158917;27818;2902734;4595;1470786;4378115;1025;394129;4773269
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;;I;3;SAO PAULO;SP;41153;125058;0;0;718632;0;843690;128448;0;0;0;0;0;0;1302047;2274185;51781;1275110;3601076;288;1091873;4693237
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;;I;2;BRASILIA;DF;41153;0;0;0;0;559545;559545;0;0;0;0;0;0;0;0;559545;0;133254;692799;0;3659371;4352169
INDUSVAL;50531;b1;;C;2;SAO PAULO;SP;41153;51748;0;92074;1689671;5;1833499;597214;0;328767;36422;0;5265;370454;741260;3542427;14780;200357;3757564;990;587558;4346113
BANCO CNH CAPITAL S.A.;2992446;b2;;I;3;CURITIBA;PR;41153;0;0;161673;527003;0;688676;0;0;0;0;0;0;0;1910988;2599664;4333;217178;2821175;106298;1151135;4078608
BANCO IBM S.A.;34270520;b2;;I;3;RIO DE JANEIRO;RJ;41153;624;0;50000;2566776;0;2617401;0;0;0;0;0;0;0;411240;3028641;0;402031;3430672;0;294165;3724837
TOYOTA;51334;b2;;C;3;SAO PAULO;SP;41153;0;0;650183;174647;0;824830;12001;0;0;197422;0;0;197422;1622719;2656972;24536;673748;3355255;10556;331822;3697633
J.MALUCELLI;30881;b1;;C;2;CURITIBA;PR;41153;31451;0;288492;1747458;0;2067402;0;0;0;50057;207673;0;257731;20795;2345927;0;78192;2424119;31;1160800;3584950
BANCO CATERPILLAR S.A.;2658435;b2;;I;3;SAO PAULO;SP;41153;0;0;571781;0;0;571781;0;0;0;0;0;0;0;2278643;2850424;233;124396;2975053;41903;518754;3535711
ORIGINAL;51781;b1;;C;2;PORTO ALEGRE;RS;41153;10447;0;51054;645260;0;706761;120446;0;249460;0;0;0;249460;14135;1090803;60458;207730;1358992;348;2050568;3409907
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;;I;3;RIBEIRAO PRETO;SP;41153;0;0;0;2780096;0;2780096;0;0;0;0;0;0;0;0;2780096;0;287407;3067503;0;118280;3185784
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;;I;1;BELEM;PA;41153;740846;454760;112179;1300240;0;2608025;9964;0;0;0;0;0;0;0;2617989;0;164787;2782776;0;388756;3171532
COOPERATIVA DE CRÉDITO CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;41153;266635;0;0;1069769;56794;1393199;0;0;0;0;0;0;0;929525;2322724;0;52337;2375060;0;787610;3162670
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;;I;1;BELO HORIZONTE;MG;41153;0;0;165977;0;0;165977;0;0;0;0;0;0;0;1245493;1411471;0;387503;1798974;6841;1317411;3123226
BONSUCESSO;50706;b1;;C;2;BELO HORIZONTE;MG;41153;25166;0;87012;1512160;0;1624338;0;0;91422;561;0;0;91983;523;1716844;418;939941;2657203;7710;403206;3068118
PSA FINANCE;51365;b2;;C;3;SAO PAULO;SP;41153;0;0;828569;199126;0;1027694;0;0;0;387640;0;0;387640;163582;1578916;0;824464;2403380;51003;612521;3066904
ING;51073;b1;;C;3;SAO PAULO;SP;41153;421;0;0;765152;0;765573;26015;0;19465;0;0;0;19465;1284847;2095900;19319;131037;2246256;821;819189;3066266
BBM;30207;b1;;C;2;SALVADOR;BA;41153;52701;0;40749;636617;0;730067;435978;28792;300702;453890;139;0;783524;338461;2288029;3508;185209;2476745;609;532532;3009886
JOHN DEERE;50071;b1;;C;3;INDAIATUBA;SP;41153;66791;0;50015;0;0;116806;0;0;0;0;0;0;0;2331336;2448142;93;130959;2579194;0;398861;2978056
GOLDMAN SACHS;51585;b2;;C;3;SAO PAULO;SP;41153;0;0;61704;264247;0;325951;212;0;0;0;0;0;0;852155;1178318;307933;706902;2193154;0;767323;2960477
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;;I;1;ARACAJU;SE;41153;559467;789595;91904;780532;295;2221792;33380;0;0;0;0;0;0;90502;2345674;0;270202;2615876;84;247864;2863823
BANCO VOLVO BRASIL S.A.;58017179;b2;;I;3;CURITIBA;PR;41153;0;0;154201;38286;0;192487;0;0;0;91806;0;0;91806;1836642;2120936;0;225309;2346244;44224;469523;2859991
BANCO CSF S.A.;8357240;b2;;I;3;SAO PAULO;SP;41153;0;0;265940;0;0;265940;76165;0;0;0;0;0;0;0;342105;0;1965886;2307991;0;526008;2833999
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;;I;1;PORTO ALEGRE;RS;41153;0;0;0;0;0;0;0;0;0;0;0;0;0;1737673;1737673;0;175077;1912750;0;677606;2590356
INDUSTRIAL DO BRASIL;50988;b1;;C;2;SAO PAULO;SP;41153;45947;0;317822;772095;0;1135863;382270;35471;14549;111761;0;0;161781;332454;2012369;0;129388;2141757;1001;434271;2577029
COOPERATIVA CENTRAL DE CRÉDITO DOS ESTADOS DO PARANÁ E DE SÃO PAULO - CENTRAL SICREDI PR/SP;80230774;b3C;;I;2;CURITIBA;PR;41153;0;0;0;0;0;0;0;0;0;0;0;0;0;395;395;0;2477821;2478216;0;96763;2574978
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;;I;3;SAO PAULO;SP;41153;81263;0;0;670378;10757;762398;26681;0;0;0;0;0;0;895551;1684630;1481;242830;1928941;299;634876;2564116
WESTLB;51554;b1;;I;3;SAO PAULO;SP;41153;533;0;104379;230966;0;335877;35963;0;0;0;257837;0;257837;410774;1040451;24324;666547;1731323;152;521412;2252887
CREDIT AGRICOLE;51066;b1;;C;3;SAO PAULO;SP;41153;6670;0;0;278540;0;285210;0;0;249997;0;0;0;249997;515564;1050771;10224;415790;1476785;442;749777;2227004
HONDA;51396;b2;;C;3;SAO PAULO;SP;41153;0;0;1357806;0;0;1357806;0;0;0;221268;0;0;221268;0;1579074;0;124838;1703912;26240;417765;2147917
PORTO SEGURO;51444;n1;;C;2;SAO PAULO;SP;41153;0;0;429003;0;0;429003;0;0;0;0;0;128926;128926;0;557929;0;1274220;1832149;0;298152;2130301
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;41153;0;0;0;0;0;0;0;0;0;0;0;0;0;270867;270867;0;1544313;1815180;0;207880;2023060
BANIF;20255;b1;;C;3;SAO PAULO;SP;41153;17827;0;32111;1054591;6;1104535;43010;0;0;21708;0;0;21708;352784;1522037;0;280488;1802524;304;209948;2012777
COOPERATIVA CENTRAL DE CREDITO DE SANTA CATARINA-SICOOB CENTRAL SC;80160260;b3C;;I;2;FLORIANOPOLIS;SC;41153;66;0;0;1595776;1466;1597307;0;0;0;0;0;0;0;0;1597307;0;235804;1833111;0;120250;1953361
RODOBENS;51736;b1;;C;2;SAO PAULO;SP;41153;524;0;337043;205492;0;543059;0;10230;0;157321;0;0;167551;586781;1297391;162;112376;1409930;3054;388695;1801678
XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;2332886;n2;;I;2;RIO DE JANEIRO;RJ;41153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27284;1663960;1691245;0;70503;1761748
BANCO TRIANGULO S.A.;17351180;b1;;I;2;UBERLANDIA;MG;41153;80990;0;167580;609255;0;857825;0;0;4060;134830;0;0;138890;178426;1175141;0;236765;1411906;1441;344076;1757423
RENDIMENTO;51468;b1;;C;2;SAO PAULO;SP;41153;31588;0;43592;444629;17580;537388;11099;0;1628;0;0;1789;3417;104880;656784;0;885620;1542404;483;179350;1722237
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;;I;2;SERTAOZINHO;SP;41153;100990;0;0;627627;19758;748375;0;0;89438;0;0;0;89438;563165;1400978;148;67681;1468807;71;253117;1721994
SOCOPA;50328;b1;;C;2;SAO PAULO;SP;41153;69541;0;56241;377232;8610;511625;146378;0;0;0;0;0;0;51779;709782;0;808978;1518760;0;140153;1658913
BANCO CARGILL S.A.;3609817;b1;;I;3;SAO PAULO;SP;41153;23478;0;0;311;0;23789;68381;0;415667;0;0;0;415667;739613;1247450;29383;79453;1356286;0;251454;1607739
PERNAMBUCANAS;40699;n1;;C;2;SAO PAULO;SP;41153;0;0;370420;0;0;370420;0;0;0;0;0;1885;1885;0;372304;0;780290;1152594;0;390876;1543470
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;;I;2;BELO HORIZONTE;MG;41153;551;0;0;57088;0;57639;0;0;0;0;0;0;0;0;57639;0;1336278;1393918;0;65553;1459471
BANCO STANDARD DE INVESTIMENTOS S.A.;4866275;b2;;I;3;SAO PAULO;SP;41153;0;0;0;170468;0;170468;0;0;0;1040;0;0;1040;610954;782462;271718;92052;1146232;571;311831;1458634
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;;I;1;CURITIBA;PR;41153;0;0;0;0;0;0;0;0;0;0;0;0;0;18144;18144;0;49893;68037;0;1356904;1424941
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;41153;116285;0;96631;707920;36312;957149;0;0;0;0;0;0;0;30493;987641;0;33012;1020654;0;338175;1358829
SCANIA BANCO S.A.;11417016;b2;;I;3;SAO BERNARDO DO CAMPO;SP;41153;0;0;0;0;0;0;0;0;0;0;0;0;0;1164986;1164986;0;78466;1243452;1720;110471;1355643
STANDARD CHARTERED BANK (BRASIL) S.A. ? BANCO DE INVESTIMENTO;11932017;b2;;I;3;SAO PAULO;SP;41153;0;0;10288;328749;0;339038;0;0;0;0;0;0;0;16543;355581;141742;613452;1110775;0;194318;1305093
FATOR;50122;b1;;C;2;SAO PAULO;SP;41153;5828;0;36891;357463;0;400182;221185;22883;28449;0;0;0;51332;0;672699;3601;191916;868216;188;425000;1293404
OMNI;50940;n1;;C;2;SAO PAULO;SP;41153;0;0;90757;412377;0;503134;0;0;0;0;0;132150;132150;0;635285;5;484305;1119595;0;150049;1269644
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;;I;3;BARUERI;SP;41153;0;0;0;0;0;0;0;0;0;0;0;0;0;712320;712320;0;107264;819584;0;448000;1267584
BANCO MODAL S.A.;30723886;b1;;I;2;RIO DE JANEIRO;RJ;41153;13005;0;15566;390117;0;418688;194646;120906;17543;0;0;0;138449;0;751783;10082;203288;965154;0;271587;1236741
CAIXA GERAL;51815;b1;;C;3;SAO PAULO;SP;41153;899;0;52152;293803;0;346854;6046;0;0;7882;0;0;7882;52673;413456;38717;321097;773270;473;460768;1234511
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60779196;n1;;I;2;SAO PAULO;SP;41153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;246904;246904;0;987459;1234363
BANCO INTERMEDIUM S/A;416968;b1;;I;2;BELO HORIZONTE;MG;41153;15247;0;10373;575520;0;601140;0;70652;18486;119390;0;0;208527;94;809761;0;136240;946001;0;272041;1218042
NOSSA CAIXA DESENVOLVIMENTO - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;;I;1;SAO PAULO;SP;41153;5457;0;0;0;0;5457;0;0;0;0;0;0;0;152593;158050;0;16750;174800;0;1033797;1208597
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;;I;2;SAO PAULO;SP;41153;0;0;0;0;0;0;0;0;0;0;0;312513;312513;0;312513;0;510624;823136;0;385267;1208403
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;41153;0;0;0;482995;362674;845670;0;0;0;0;0;0;0;2331;848001;0;19125;867126;0;303354;1170480
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;;I;1;VITORIA;ES;41153;78243;0;0;65677;0;143920;0;0;0;0;0;0;0;685803;829724;0;155645;985368;27;160207;1145603
BANCO GUANABARA S.A.;31880826;b1;;I;2;RIO DE JANEIRO;RJ;41153;7975;0;0;568562;0;576537;0;1939;0;0;0;0;1939;246755;825230;0;143781;969011;15;119667;1088693
COOPERATIVA CENTRAL DE CRÉDITO DE MATO GROSSO, PARÁ E RONDÔNIA - CENTRAL SICREDI MT/PA/RO;33667205;b3C;;I;2;CUIABA;MT;41153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1019809;1019809;0;50575;1070384
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;;I;2;CAMPO MOURAO;PR;41153;55314;0;0;375198;0;430512;0;0;0;0;0;0;0;361250;791762;0;49525;841287;0;223344;1064631
BANCO FORD S.A.;90731688;b2;;I;3;SAO PAULO;SP;41153;0;0;108209;585368;0;693577;0;0;0;0;0;0;0;0;693577;0;37348;730925;0;276665;1007590
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO PARANÁ - SICREDI UNIÃO PR;79342069;b3S;;I;2;MARINGA;PR;41153;153648;0;1198;369584;17203;541632;0;0;0;0;0;0;0;3687;545320;0;306044;851364;0;118058;969422
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;;I;2;FRANCISCO BELTRAO;PR;41153;11;0;0;0;0;11;0;0;0;0;0;0;0;601816;601827;0;304693;906520;0;55090;961609
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE GUARIBA;44469161;b3S;;I;2;GUARIBA;SP;41153;18022;0;0;464537;11600;494159;0;0;0;0;0;0;0;283911;778070;0;56780;834850;0;111603;946453
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;;I;2;NOVA PETROPOLIS;RS;41153;100918;0;0;565373;27211;693502;0;0;0;0;0;0;0;12706;706208;0;60324;766531;0;164350;930882
INTERCAP;50476;b1;;C;2;SAO PAULO;SP;41153;20690;0;0;385907;0;406596;102841;4446;38421;26022;0;0;68890;74460;652787;2575;107330;762692;134;124896;887722
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CRESOL CENTRAL SC/RS;7202627;b3C;;I;2;CHAPECO;SC;41153;1483;0;0;0;0;1483;0;0;0;0;0;0;0;567601;569084;0;268690;837774;0;36482;874256
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE BELO HORIZONTE E CIDADES PÓLO DE MINAS GERAIS LTDA.;42898825;b3S;;I;2;BELO HORIZONTE;MG;41153;146481;0;0;517045;66562;730088;0;0;0;0;0;0;0;0;730088;0;21363;751451;0;83788;835239
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;;I;2;CERRO LARGO;RS;41153;88650;0;2979;379710;27637;498977;0;0;0;0;0;0;0;10537;509513;0;179962;689475;0;139836;829311
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CATARATAS DO IGUAÇU - SICREDI CATARATAS DO IGUAÇU;78414067;b3S;;I;2;MEDIANEIRA;PR;41153;116803;0;0;391985;14960;523748;0;0;0;0;0;0;0;6617;530366;0;166662;697027;0;111372;808399
BMW;51420;n1;;C;3;SAO PAULO;SP;41153;0;0;242820;73054;0;315874;0;0;0;0;0;0;0;153445;469320;166;158712;628198;3253;168590;800041
