Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Passivo Circulante e Exigível a Longo Prazo (h) = (e) + (f) + (g);Resultados de Exercícios Futuros (i);Patrimônio Líquido (j);Passivo Total (k) = (h) + (i) + (j)
BNP PARIBAS - PRUDENCIAL;1000080673;b1;S3;C;3;SAO PAULO;SP;43160;787925;0;234364;5058798;140070;6221157;1106021;0;0;4189240;0;1274398;5463639;6184900;18975717;2193782;14740478;35909977;13037;3488007;39411020
BCO MUFG BRASIL S.A. - PRUDENCIAL;1000081713;b1;S3;I;3;SAO PAULO;SP;43160;98921;0;13628;2987150;0;3099699;191983;0;0;0;0;0;0;4504376;7796058;395721;28399696;36591474;1362;1443563;38036399
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;S3;C;3;SAO PAULO;SP;43160;94709;0;0;1439564;0;1534273;9967778;0;0;386745;0;474062;860807;4544668;16907527;3949243;12279798;33136568;19506;3534050;36690125
ABC-BRASIL - PRUDENCIAL;1000080312;b1;S3;C;3;SAO PAULO;SP;43160;61940;0;682712;4978890;0;5723542;722572;964796;2695394;4971071;0;21337;8652598;5792749;20891461;468458;3552086;24912005;31269;3419861;28363135
PAN - PRUDENCIAL;1000080257;b1;S3;C;2;SAO PAULO;SP;43160;27783;0;8049159;6315016;0;14391958;1060507;1056325;81571;568623;0;4079;1710598;0;17163064;865095;4514725;22542884;65;3990210;26533159
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;S3;C;2;SAO PAULO;SP;43160;505482;0;340573;3840198;4157;4690410;1926039;462713;556511;6725347;1634082;0;9378652;2255049;18250150;33075;3265083;21548308;89703;3127467;24765478
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;43160;86845;0;386;141474;0;228705;467493;1642518;369886;0;0;0;2012404;15005426;17714028;154343;3825486;21693857;999;2339711;24034567
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;S3;C;3;SAO PAULO;SP;43160;616913;0;123445;9747504;0;10487863;2538341;0;0;0;0;0;0;1045617;14071821;3983662;1488268;19543751;1595;2411291;21956637
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;S3;C;3;SAO PAULO;SP;43160;9854;0;0;521632;0;531485;0;0;205536;294592;0;0;500128;3748848;4780461;119572;14948852;19848886;255;849260;20698400
CCB - PRUDENCIAL;1000080295;b1;S3;C;3;SAO PAULO;SP;43160;84375;7397;342203;2935831;0;3369806;4083982;18938;222903;171415;55066;0;468322;6405120;14327230;7703;3450480;17785414;27216;1844301;19656931
BANESTES - PRUDENCIAL;1000080147;b1;S3;C;1;VITORIA;ES;43160;866310;2664791;36422;6554978;9169;10131671;6088874;443630;257915;0;0;0;701545;323166;17245256;0;752122;17997378;4698;1393742;19395818
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;S3;C;3;SAO PAULO;SP;43160;10983;0;60023;305198;0;376204;1046943;0;0;0;0;0;0;7820730;9243877;586091;7539493;17369461;17764;1289959;18677184
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;S3;I;1;BELEM;PA;43160;757697;535875;21012;1340521;1095265;3750369;99993;0;328623;0;0;0;328623;820663;4999649;0;11083695;16083344;0;1804414;17887758
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;S3;C;1;PORTO ALEGRE;RS;43160;0;0;0;0;0;0;0;0;0;0;0;0;0;13702297;13702297;3;773631;14475931;6826;2514604;16997361
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;S3;C;3;SAO PAULO;SP;43160;0;0;0;1714096;0;1714096;2630715;0;0;0;0;1924782;1924782;252563;6522156;2801834;4204966;13528956;0;2890638;16419594
BMG - PRUDENCIAL;1000080178;b1;S3;C;2;SAO PAULO;SP;43160;35318;0;1217;8465362;0;8501897;10604;39505;102568;492175;314537;0;948784;512739;9974024;212038;3344012;13530075;0;2667462;16197537
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;S3;C;3;SAO PAULO;SP;43160;0;0;214300;4331173;0;4545473;0;0;0;745078;0;0;745078;3452340;8742891;194;3447195;12190279;104387;2811068;15105734
BRB - PRUDENCIAL;1000080288;b1;S3;C;1;BRASILIA;DF;43160;742805;1733478;173922;6875255;5120;9530580;754706;197053;0;47878;0;0;244931;216141;10746358;0;2404371;13150728;78;1483517;14634322
ALFA - PRUDENCIAL;1000080570;b1;S3;C;2;SAO PAULO;SP;43160;26288;0;22400;72910;0;121598;1800215;0;504925;5375844;0;1580938;7461708;1545751;10929272;221004;437220;11587495;27228;2379841;13994564
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL E SUDESTE - CENTRAL SICREDI SUL/SUDESTE;87437687;b3C;S3;I;2;PORTO ALEGRE;RS;43160;0;0;20366;0;0;20366;0;0;0;0;0;0;0;0;20366;0;11429410;11449776;0;361575;11811352
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;S3;C;3;SAO PAULO;SP;43160;0;0;3309;434324;0;437633;739741;0;0;0;0;0;0;1774524;2951898;6294385;627317;9873601;0;1607411;11481012
DEUTSCHE - PRUDENCIAL;1000080532;b1;S3;C;3;SAO PAULO;SP;43160;218371;0;103405;2555822;0;2877598;25000;0;0;228507;0;0;228507;2114698;5245804;115922;4304297;9666023;4408;1587332;11257762
GMAC - PRUDENCIAL;1000080848;b2;S3;C;3;SAO PAULO;SP;43160;0;0;2132075;2059005;0;4191080;0;0;0;1388106;0;0;1388106;0;5579186;0;3248612;8827798;220961;2058636;11107396
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;S3;C;2;RIO DE JANEIRO;RJ;43160;39;0;0;0;0;39;0;0;0;0;0;0;0;0;39;0;2971676;2971715;0;6458821;9430536
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;S3;C;2;BELO HORIZONTE;MG;43160;236105;184593;42159;5895441;0;6358298;249957;49850;241367;116850;0;0;408067;1861;7018183;2757;1572693;8593633;456;826982;9421071
PINE - PRUDENCIAL;1000080374;b1;S3;C;2;SAO PAULO;SP;43160;18936;0;112883;3887695;0;4019513;479479;664273;455359;83696;0;0;1203327;562948;6265268;1418650;186402;7870320;69579;928298;8868197
ING - PRUDENCIAL;1000080501;b1;S3;C;3;SAO PAULO;SP;43160;647;0;21773;1280510;0;1302930;35004;0;0;0;0;0;0;2751357;4089290;88320;3407282;7584893;3702;894999;8483593
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;S3;C;3;SAO PAULO;SP;43160;0;0;1143572;193392;0;1336964;0;0;0;305854;0;0;305854;4674518;6317336;0;529652;6846987;16016;1560266;8423269
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;S3;I;3;CURITIBA;PR;43160;0;0;0;681559;0;681559;78200;0;73004;140904;0;0;213908;5603873;6577540;3478;131384;6712402;197053;1419179;8328634
ORIGINAL - PRUDENCIAL;1000080903;b1;S3;C;2;SAO PAULO;SP;43160;147310;0;15355;3405409;0;3568073;113218;1035058;772816;119693;0;0;1927566;0;5608857;8581;365949;5983387;10752;2171761;8165899
STONE PAGAMENTOS - PRUDENCIAL;1000084686;n4;;I;2;SAO PAULO;SP;43160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7613221;7613221;0;516914;8130136
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;S3;I;3;SAO PAULO;SP;43160;5296;0;180023;0;0;185319;222363;0;0;453083;0;0;453083;0;860764;0;4602465;5463229;0;2114718;7577947
APE POUPEX - PRUDENCIAL;1000081184;n1;S3;I;2;BRASILIA;DF;43160;0;0;50118;0;859434;909552;0;295779;0;0;0;0;295779;0;1205332;0;97443;1302774;0;6204145;7506919
JOHN DEERE - PRUDENCIAL;1000080343;b1;S4;C;3;INDAIATUBA;SP;43160;37823;0;0;88389;0;126211;0;0;0;0;0;0;0;6290332;6416544;0;56460;6473004;9028;1013152;7495183
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;S4;I;1;BELEM;PA;43160;607493;883305;403171;3638814;0;5532784;15574;0;0;101253;0;0;101253;750;5650361;0;364721;6015082;0;1076243;7091325
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;S3;C;3;SAO PAULO;SP;43160;108902;0;33004;2196324;1;2338230;41983;0;0;0;0;0;0;2194003;4574216;173698;1310981;6058896;4416;919619;6982931
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;S3;I;2;CURITIBA;PR;43160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6609834;6609834;0;193372;6803206
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;S4;I;2;FLORIANOPOLIS;SC;43160;85;0;0;2250256;666;2251007;0;0;0;0;0;0;0;165811;2416818;0;4029603;6446422;0;324510;6770931
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;S3;I;1;BELO HORIZONTE;MG;43160;403;0;64475;19907;0;84786;0;0;265248;0;0;0;265248;4074161;4424195;9677;617767;5051640;11160;1677378;6740178
PORTO SEGURO - PRUDENCIAL;1000080642;n1;S4;C;2;SAO PAULO;SP;43160;0;0;768529;0;0;768529;0;0;0;524673;0;50764;575437;0;1343966;0;4343806;5687772;0;631923;6319694
NU PAGAMENTOS - PRUDENCIAL;1000084693;n4;;C;2;SAO PAULO;SP;43160;0;0;0;0;513150;513150;0;0;0;0;0;0;0;324352;837502;0;4487206;5324708;23593;814713;6163014
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;S3;C;2;SAO PAULO;SP;43160;60471;0;5058;3268481;0;3334010;33513;311674;398156;688;0;0;710518;250668;4328709;123268;633223;5085199;10768;974011;6069978
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S4;I;2;BELO HORIZONTE;MG;43160;0;0;0;0;0;0;0;0;0;0;0;0;0;169514;169514;0;5377923;5547436;0;460472;6007909
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;S4;I;3;SAO PAULO;SP;43160;0;0;681461;197245;0;878706;2000;0;0;1794838;0;0;1794838;1964996;4640540;165990;492959;5299489;44166;643260;5986915
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;n2;S4;C;2;RIO DE JANEIRO;RJ;43160;0;0;0;0;0;0;80799;0;0;0;0;0;0;213584;294382;183599;4107451;4585432;106;1254623;5840161
HONDA - PRUDENCIAL;1000080611;b2;S4;C;3;SAO PAULO;SP;43160;0;0;2965378;39530;0;3004908;0;0;0;100272;0;0;100272;359161;3464342;43850;669909;4178100;13608;1537568;5729277
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;S4;I;3;PORTO ALEGRE;RS;43160;0;0;0;84026;0;84026;0;0;0;0;0;0;0;4256061;4340087;0;189422;4529509;93666;857784;5480959
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S4;I;2;BEBEDOURO;SP;43160;478071;0;0;1754487;23468;2256025;0;0;811547;0;0;0;811547;1601;3069173;0;865284;3934457;0;1429472;5363929
PARANÁ BANCO - PRUDENCIAL;1000080233;b1;S4;C;2;CURITIBA;PR;43160;5737;0;122671;2073819;0;2202228;9544;28848;0;1640915;0;0;1669764;13329;3894865;0;124851;4019716;0;1323503;5343220
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;S4;C;1;ARACAJU;SE;43160;591930;1262080;208519;1937224;1131;4000884;63596;44935;0;40213;0;0;85147;74817;4224444;0;614805;4839249;39;402634;5241922
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;S4;I;3;SAO PAULO;SP;43160;150;0;0;1336296;0;1336446;344735;0;0;827;0;0;827;1792029;3474036;60108;602965;4137109;0;994760;5131869
BOCOM - PRUDENCIAL;1000084624;b1;S4;C;3;SALVADOR;BA;43160;42226;0;6640;711530;0;760396;90276;81365;1364979;1398740;0;0;2845084;408818;4104573;12916;253255;4370745;11316;596046;4978107
CREFISA S.A. CFI - PRUDENCIAL;1000083632;b1;S4;C;2;SAO PAULO;SP;43160;1723;0;0;42412;3967;48102;0;0;0;0;0;0;0;2735;50837;0;250619;301456;3;4533188;4834647
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;S4;I;2;BELO HORIZONTE;MG;43160;15;0;0;30164;0;30179;0;0;0;0;0;0;0;1;30180;0;4611900;4642080;0;181974;4824054
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S5;I;2;BLUMENAU;SC;43160;444859;0;116012;2654361;31862;3247094;0;0;0;0;0;0;0;2497;3249591;0;325967;3575558;0;1207709;4783267
SOFISA - PRUDENCIAL;1000080271;b1;S4;C;2;SAO PAULO;SP;43160;60326;0;39005;2906692;0;3006024;83799;172766;112853;83819;100500;0;469939;168030;3727791;22;252422;3980235;863;722714;4703812
MIZUHO - PRUDENCIAL;1000080697;b1;S4;C;3;SAO PAULO;SP;43160;113077;0;4369;1657555;0;1775001;46428;0;5055;0;0;0;5055;1259011;3085495;13880;864633;3964009;421;606872;4571302
BANCO FIDIS - PRUDENCIAL;1000081751;b2;S4;I;3;BETIM;MG;43160;0;0;120011;2053211;0;2173222;0;829509;0;658789;0;0;1488298;28502;3690022;540;240136;3930698;232;637433;4568363
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;S4;I;2;RIBEIRAO PRETO;SP;43160;0;0;0;3992501;0;3992501;0;0;0;0;0;0;0;0;3992501;0;167111;4159612;0;248605;4408217
HAITONG - PRUDENCIAL;1000080666;b2;S3;C;3;SAO PAULO;SP;43160;0;0;120986;868127;0;989114;2227273;0;0;123392;0;855;124247;217631;3558264;88082;219916;3866262;705;535870;4402837
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;S4;C;2;RIO DE JANEIRO;RJ;43160;14070;0;0;2477454;0;2491524;448361;71179;0;0;0;0;71179;4937;3016001;42694;961412;4020108;0;367016;4387124
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO NORTE DO BRASIL - CENTRAL SICREDI CENTRO NORTE;33667205;b3C;S4;I;2;CUIABA;MT;43160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3719566;3719566;0;122876;3842441
BS2 - PRUDENCIAL;1000080422;b1;S4;C;2;BELO HORIZONTE;MG;43160;26469;0;124092;1252328;131;1403021;0;103567;0;1920;0;0;105487;11776;1520284;0;2032055;3552339;6;251154;3803499
INTER - PRUDENCIAL;1000080996;b1;S4;C;2;BELO HORIZONTE;MG;43160;279677;0;5144;1410683;0;1695503;184;1404850;18103;1784;0;0;1424738;34041;3154465;0;247124;3401589;14208;387560;3803358
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;S4;I;3;SAO PAULO;SP;43160;3324;0;0;66877;0;70202;0;365854;141340;0;0;0;507194;1117470;1694865;162547;1209859;3067270;0;436603;3503873
STANDARD CHARTERED BI S.A. - PRUDENCIAL;1000081373;b2;S4;I;3;SAO PAULO;SP;43160;0;0;0;1040013;0;1040013;13501;0;0;0;0;0;0;937430;1990944;229543;974933;3195421;0;300500;3495921
COOPERATIVA CENTRAL DE CRÉDITO URBANO - CECRED;5463212;b3C;S4;I;2;BLUMENAU;SC;43160;0;0;0;0;0;0;0;0;0;0;0;0;0;154107;154107;0;3059491;3213598;0;267133;3480731
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;S4;I;2;SAO PAULO;SP;43160;0;0;201104;0;0;201104;0;0;0;0;0;684710;684710;0;885814;0;1606878;2492692;0;929121;3421813
VOLVO - PRUDENCIAL;1000080769;b2;S4;C;3;CURITIBA;PR;43160;0;0;0;4173;0;4173;0;0;0;0;0;0;0;2395904;2400077;0;103165;2503242;16118;858614;3377975
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;S4;I;1;PORTO ALEGRE;RS;43160;0;0;0;0;0;0;0;0;0;0;0;0;0;2429401;2429401;0;109165;2538566;44;656931;3195541
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;S4;I;3;RIO DE JANEIRO;RJ;43160;0;0;0;2446373;0;2446373;0;0;0;0;0;0;0;0;2446373;0;252788;2699162;0;472650;3171812
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;S4;C;2;SAO PAULO;SP;43160;58506;0;100814;1260549;0;1419869;49002;240394;0;350552;0;0;590945;447674;2507491;0;99417;2606908;1114;507122;3115143
SOCOPA - PRUDENCIAL;1000080381;b1;S4;C;2;SAO PAULO;SP;43160;80776;0;32553;663930;42141;819400;1028447;31460;65248;0;0;0;96708;41359;1985914;261;749316;2735492;0;247923;2983415
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S4;I;2;SERTAOZINHO;SP;43160;261355;0;0;950526;6759;1218641;0;0;415453;0;0;0;415453;3618;1637711;497;828070;2466278;0;394449;2860728
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;32428294;b3C;S4;I;2;VITORIA;ES;43160;0;0;0;22465;0;22465;0;0;0;0;0;0;0;197546;220011;0;2481672;2701683;0;116317;2818000
BCO ABN AMRO S.A. - PRUDENCIAL;1000081579;b1;S4;I;3;SAO PAULO;SP;43160;465;0;0;291160;0;291624;0;0;344553;331203;0;0;675757;1072423;2039804;2861;181318;2223984;9223;574119;2807326
INDUSVAL - PRUDENCIAL;1000080415;b1;S4;C;2;SAO PAULO;SP;43160;28029;0;29018;1556822;0;1613869;133865;47695;409177;5432;0;0;462304;11047;2221085;578;278002;2499665;3792;234628;2738086
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;S4;I;2;FRANCISCO BELTRAO;PR;43160;0;0;20091;0;0;20091;0;0;0;0;0;0;0;1841995;1862085;0;716819;2578904;0;100890;2679795
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;S4;I;2;MARINGA;PR;43160;343098;0;101;1168891;10886;1522976;0;0;0;0;0;0;0;16633;1539610;0;759499;2299108;0;331388;2630496
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;S4;C;3;SAO PAULO;SP;43160;0;0;174250;0;0;174250;0;0;0;0;0;0;0;1408658;1582908;64;108715;1691687;8240;923004;2622931
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;S4;C;2;UBERLANDIA;MG;43160;190505;0;87257;747841;27632;1053235;0;104475;0;408121;0;0;512595;148664;1714494;0;412969;2127463;1702;490190;2619355
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE/NORDESTE - CENTRAL SICREDI NORTE/NORDESTE;70119680;b3C;S4;I;2;CABEDELO;PB;43160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2412340;2412340;0;168270;2580611
RODOBENS - PRUDENCIAL;1000080855;b1;S4;C;2;SAO PAULO;SP;43160;5804;0;70224;163477;0;239505;0;331849;0;99188;0;0;431037;250903;921445;11225;455051;1387722;3366;1178249;2569337
PERNAMBUCANAS - PRUDENCIAL;1000080305;n1;S4;I;2;SAO PAULO;SP;43160;0;0;49169;0;0;49169;0;0;0;0;0;445898;445898;0;495067;0;1493030;1988097;0;563754;2551851
OMNI - PRUDENCIAL;1000080460;b1;S4;C;2;SAO PAULO;SP;43160;6334;0;0;825107;0;831442;0;0;0;0;0;944939;944939;0;1776380;0;479228;2255608;2534;290013;2548155
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICRED'S DE SANTA CATARINA E DO PARANÁ LTDA - UNICRED CENTRAL SC/PR;543968;b3C;S4;I;2;FLORIANOPOLIS;SC;43160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2460267;2460267;0;85640;2545907
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;S4;I;2;NOVA PETROPOLIS;RS;43160;200511;0;0;1489582;14719;1704812;0;0;0;0;0;0;0;15705;1720517;0;220205;1940722;0;356301;2297023
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;S4;I;2;LUCAS DO RIO VERDE;MT;43160;371044;0;0;674544;5007;1050595;0;0;0;0;0;0;0;51671;1102265;0;658973;1761239;0;533706;2294945
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42898825;b3S;S4;I;2;BELO HORIZONTE;MG;43160;280174;0;0;1595094;34560;1909828;0;0;7863;0;0;0;7863;0;1917691;0;43331;1961022;0;323873;2284895
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;43160;295882;0;0;1091677;5761;1393320;0;0;0;0;0;0;0;15539;1408860;0;530933;1939792;0;338346;2278139
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;S5;I;2;BRASILIA;DF;43160;0;0;0;1223484;374647;1598131;0;0;0;0;0;0;0;4595;1602727;0;135392;1738119;0;467765;2205884
SCANIA - PRUDENCIAL;1000080776;b2;S4;C;3;SAO BERNARDO DO CAMPO;SP;43160;0;0;0;0;0;0;0;0;0;0;0;0;0;1553009;1553009;0;324951;1877960;2440;310220;2190619
RENDIMENTO - PRUDENCIAL;1000080659;b1;S4;C;2;SAO PAULO;SP;43160;40199;0;9329;853668;131974;1035171;27997;44915;0;0;0;0;44915;74979;1183062;0;687823;1870885;428;287024;2158338
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;S4;I;2;CAMPO MOURAO;PR;43160;131850;0;319967;507748;0;959565;0;0;0;0;0;0;0;492529;1452094;0;68732;1520826;0;577654;2098480
