cat;Categoria;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
1;1 - Público;dez/20;1.066.719.683;2.533.365;12.022.201;33.116.861;67.330.778;43.191.611;35.281.259;3.036.586;196.512.661;1.195.267;5.418.307;12.360.315;17.137.998;6.578.828;3.546.017;435.493;46.672.225;45.692;514.280;1.328.762;2.066.189;492.881;256;108.767;4.556.826;799.586;14.258.714;39.727.373;92.780.986;76.609.636;224.823.101;104.975.007;553.974.403;2.529.822;33.979.193;8.513.675;499.167;26.777;25.329;207.578;45.781.540;1.683.819;11.012.569;69.000.402;51.567.163;28.720.690;25.679.911;351.733;188.016.287;1.941.785;7.545.809;7.704.874;4.297.035;2.367.882;2.757.410;242.186;26.856.982;4.348.758
1%;1 - Público;dez/20;45,63%;54,51%;38,52%;38,83%;41,81%;46,93%;55,64%;99,91%;44,60%;24,65%;24,05%;26,19%;30,66%;39,67%;48,41%;88,19%;30,13%;1,81%;1,85%;1,89%;1,99%;2,86%;0,36%;96,11%;2,05%;80,77%;73,56%;74,04%;74,31%;75,26%;77,74%;83,37%;77,39%;14,27%;18,34%;11,45%;6,67%;2,74%;10,26%;99,95%;15,99%;76,70%;63,76%;60,54%;63,29%;66,77%;75,12%;99,02%;64,29%;24,62%;25,89%;19,37%;12,77%;17,41%;30,22%;47,64%;20,09%;4,73%
2;2 - Privado Nacional;dez/20;944.786.639;1.254.011;14.967.848;40.823.725;73.440.308;37.963.139;20.760.503;1.030;189.210.565;3.068.644;15.386.667;30.918.342;29.732.029;7.905.515;3.208.018;41.830;90.261.044;1.696.604;17.078.234;42.846.703;62.870.785;9.730.006;36.554;36;134.258.923;153.297;3.734.556;10.148.810;23.265.007;18.272.365;46.967.445;15.277.161;117.818.641;11.801.549;116.081.535;50.188.117;5.303.969;672.614;83.274;57;184.131.114;325.563;5.165.373;34.650.151;19.676.297;8.417.645;6.094.430;357;74.329.817;4.326.099;15.814.662;19.687.669;19.935.441;6.537.711;3.562.022;137.741;70.001.344;84.775.192
2%;2 - Privado Nacional;dez/20;40,41%;26,98%;47,95%;47,87%;45,61%;41,25%;32,74%;0,03%;42,94%;63,29%;68,30%;65,51%;53,19%;47,67%;43,80%;8,47%;58,28%;67,33%;61,39%;60,94%;60,47%;56,47%;51,67%;0,03%;60,47%;15,49%;19,27%;18,91%;18,63%;17,95%;16,24%;12,13%;16,46%;66,57%;62,66%;67,52%;70,83%;68,73%;33,72%;0,03%;64,33%;14,83%;29,91%;30,40%;24,15%;19,57%;17,83%;0,10%;25,41%;54,85%;54,27%;49,49%;59,23%;48,07%;39,04%;27,10%;52,36%;92,18%
3;3 - Privado com Controle Estrangeiro;dez/20;326.225.716;860.506;4.223.889;11.341.526;20.257.128;10.873.569;7.369.019;1.707;54.927.345;584.374;1.722.467;3.920.583;9.030.336;2.099.557;571.015;16.474;17.944.805;777.686;10.226.057;26.131.530;39.040.504;7.009.022;33.932;4.367;83.223.097;37.021;1.390.080;3.779.157;8.814.178;6.915.858;17.391.056;5.667.535;43.994.885;3.396.456;35.198.853;15.623.690;1.685.276;279.268;138.370;41;56.321.953;185.871;1.094.101;10.317.319;10.229.557;5.877.299;2.412.876;3.142;30.120.164;1.619.194;5.782.231;12.390.442;9.425.585;4.695.068;2.805.326;128.420;36.846.265;2.847.202
3%;3 - Privado com Controle Estrangeiro;dez/20;13,95%;18,51%;13,53%;13,30%;12,58%;11,82%;11,62%;0,06%;12,47%;12,05%;7,65%;8,31%;16,15%;12,66%;7,80%;3,34%;11,59%;30,86%;36,76%;37,17%;37,55%;40,67%;47,97%;3,86%;37,48%;3,74%;7,17%;7,04%;7,06%;6,79%;6,01%;4,50%;6,15%;19,16%;19,00%;21,02%;22,51%;28,54%;56,03%;0,02%;19,68%;8,47%;6,33%;9,05%;12,56%;13,66%;7,06%;0,88%;10,30%;20,53%;19,84%;31,15%;28,00%;34,52%;30,74%;25,26%;27,56%;3,10%
b1;b1 - Banco Comercial, Banco Múltiplo com Carteira Comercial ou Caixa Econômica;dez/20;2.117.456.139;4.565.206;30.141.097;82.645.160;156.008.875;89.076.411;60.667.137;3.038.980;426.142.866;3.794.606;17.093.196;33.564.403;42.743.924;12.475.699;5.396.380;452.674;115.520.883;2.249.826;23.372.069;58.677.389;86.692.773;14.458.013;53.522;113.170;185.616.762;932.130;19.289.416;53.408.644;124.331.263;101.391.142;288.083.134;125.538.915;712.974.644;13.864.549;152.991.791;61.823.622;6.419.510;950.180;246.972;207.675;236.504.299;2.002.417;13.093.656;85.134.074;65.857.643;35.882.039;30.388.961;355.072;232.713.863;6.813.672;25.482.197;34.564.557;29.602.744;11.661.518;7.406.716;480.266;116.011.671;91.971.152
b1%;b1 - Banco Comercial, Banco Múltiplo com Carteira Comercial ou Caixa Econômica;dez/20;90,58%;98,22%;96,56%;96,91%;96,88%;96,79%;95,67%;99,99%;96,71%;78,27%;75,88%;71,11%;76,46%;75,23%;73,67%;91,67%;74,59%;89,28%;84,02%;83,46%;83,38%;83,90%;75,66%;100,00%;83,60%;94,16%;99,52%;99,54%;99,58%;99,60%;99,62%;99,70%;99,61%;78,21%;82,58%;83,18%;85,73%;97,09%;100,00%;100,00%;82,63%;91,22%;75,81%;74,70%;80,83%;83,42%;88,89%;99,95%;79,57%;86,39%;87,44%;86,88%;87,95%;85,74%;81,17%;94,48%;86,77%;100,00%
b2;b2 - Banco Múltiplo sem Carteira Comercial ou Banco de Investimento ou Banco de Câmbio;dez/20;52.398.677;3.432;30.531;81.241;140.679;66.582;40.844;0;363.310;49.382;92.688;188.918;213.711;49.348;3.950;0;597.997;212.732;3.435.383;8.788.185;12.402.686;1.789.958;4.780;0;26.633.724;1.153;8.265;21.600;43.009;28.607;44.842;2.084;149.560;1.417.521;7.432.701;3.324.587;546.057;41;0;0;12.720.908;28.762;231.610;2.783.879;4.369.814;2.580.326;854.408;0;10.848.799;5.791;552.071;126.399;177.837;107.653;114.071;558;1.084.379;0
b2%;b2 - Banco Múltiplo sem Carteira Comercial ou Banco de Investimento ou Banco de Câmbio;dez/20;2,24%;0,07%;0,10%;0,10%;0,09%;0,07%;0,06%;0,00%;0,08%;1,02%;0,41%;0,40%;0,38%;0,30%;0,05%;0,00%;0,39%;8,44%;12,35%;12,50%;11,93%;10,39%;6,76%;0,00%;12,00%;0,12%;0,04%;0,04%;0,03%;0,03%;0,02%;0,00%;0,02%;8,00%;4,01%;4,47%;7,29%;0,00%;0,00%;0,00%;4,44%;1,31%;1,34%;2,44%;5,36%;6,00%;2,50%;0,00%;3,71%;0,07%;1,89%;0,32%;0,53%;0,79%;1,25%;0,11%;0,81%;0,00%
