cat;Categoria;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
b3S;b3S - Cooperativa de Crédito Singulares;dez/20;116.547.691;42.192;838.204;2.078.698;4.227.313;2.615.607;2.587.962;340;12.390.315;326.738;3.777.489;11.488.046;12.562.680;4.046.975;1.908.393;37.930;34.148.252;21.977;637.628;1.837.449;3.266.513;806.384;11.996;0;6.581.946;123;20.145;63.804;151.870;121.855;308.414;48.248;714.458;127.601;2.383.318;779.310;1.966;11;0;0;3.292.206;124.479;3.751.769;25.185.862;9.408.188;3.683.195;2.218.439;143;44.372.074;402.466;2.766.525;4.797.611;3.757.772;1.783.220;1.530.291;10.554;15.048.440;0
b3S%;b3S - Cooperativa de Crédito Singulares;dez/20;4,99%;0,91%;2,69%;2,44%;2,63%;2,84%;4,08%;0,01%;2,81%;6,74%;16,77%;24,34%;22,47%;24,40%;26,05%;7,68%;22,05%;0,87%;2,29%;2,61%;3,14%;4,68%;16,96%;0,00%;2,96%;0,01%;0,10%;0,12%;0,12%;0,12%;0,11%;0,04%;0,10%;0,72%;1,29%;1,05%;0,03%;0,00%;0,00%;0,00%;1,15%;5,67%;21,72%;22,10%;11,55%;8,56%;6,49%;0,04%;15,17%;5,10%;9,49%;12,06%;11,16%;13,11%;16,77%;2,08%;11,25%;0,00%
b3C;b3C - Central e Confederação de Cooperativas de Crédito;dez/20;4.919;0;0;0;0;0;0;0;0;36;23;2.337;2.079;27;17;0;4.518;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;394;0;0;0;0;0;0;394;7;0;0;0;0;0;0;7;0
b3C%;b3C - Central e Confederação de Cooperativas de Crédito;dez/20;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,02%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
b4;b4 - Banco de Desenvolvimento;dez/20;3.605.571;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33.189;160.748;659.026;1.452.552;673.905;533.376;17;3.512.812;472;6.336;15.398;30.651;18.194;21.707;0;92.759;0
b4%;b4 - Banco de Desenvolvimento;dez/20;0,15%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;1,51%;0,93%;0,58%;1,78%;1,57%;1,56%;0,00%;1,20%;0,01%;0,02%;0,04%;0,09%;0,13%;0,24%;0,00%;0,07%;0,00%
n1;n1 - Não Bancário de Crédito;dez/20;32.433.274;37.051;204.107;477.013;651.347;269.719;114.838;3;1.754.080;677.522;1.564.046;1.955.535;377.968;11.850;16.310;3.193;4.606.424;35.447;373.490;1.003.971;1.615.508;177.555;444;0;3.206.414;56.498;65.524;161.292;334.029;256.255;745.213;330.457;1.949.268;2.304.080;11.159.307;5.604.239;302.432;28.427;0;0;19.398.485;6.013;34.260;205.029;384.822;196.169;192.033;0;1.018.327;43.170;123.183;159.251;83.984;30.076;51.972;8.640;500.276;0
n1%;n1 - Não Bancário de Crédito;dez/20;1,39%;0,80%;0,65%;0,56%;0,40%;0,29%;0,18%;0,00%;0,40%;13,97%;6,94%;4,14%;0,68%;0,07%;0,22%;0,65%;2,97%;1,41%;1,34%;1,43%;1,55%;1,03%;0,63%;0,00%;1,44%;5,71%;0,34%;0,30%;0,27%;0,25%;0,26%;0,26%;0,27%;13,00%;6,02%;7,54%;4,04%;2,90%;0,00%;0,00%;6,78%;0,27%;0,20%;0,18%;0,47%;0,46%;0,56%;0,00%;0,35%;0,55%;0,42%;0,40%;0,25%;0,22%;0,57%;1,70%;0,37%;0,00%
n2;n2 - Não Bancário de Mercado de Capitais;dez/20;8.328;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.328;8.328;0
n2%;n2 - Não Bancário de Mercado de Capitais;dez/20;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;1,64%;0,01%;0,00%
n4;n4 - Instituições de Pagamento;dez/20;15.277.440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.076;11.292.462;2.793.723;218.448;0;0;0;14.318.709;0;0;0;0;0;0;0;0;621.501;212.390;119.769;5.072;0;0;0;958.731;0
n4%;n4 - Instituições de Pagamento;dez/20;0,65%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,08%;6,10%;3,76%;2,92%;0,00%;0,00%;0,00%;5,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;7,88%;0,73%;0,30%;0,02%;0,00%;0,00%;0,00%;0,72%;0,00%
C;C - Conglomerado;dez/20;1.473.833.385;2.339.120;24.529.150;67.861.550;128.679.137;74.042.291;48.288.498;3.038.886;348.778.630;3.036.760;15.641.983;30.217.415;38.459.443;12.013.033;5.302.849;439.863;105.111.346;2.260.777;24.010.889;60.290.692;89.164.926;14.627.405;53.484;113.152;190.521.325;179.243;5.564.484;15.206.171;35.617.171;28.785.855;83.138.591;42.892.750;211.384.265;13.234.405;151.030.019;61.896.872;6.366.465;952.005;221.643;207.672;233.909.082;1.687.124;11.906.023;75.881.143;56.767.779;30.701.832;26.650.237;350.675;203.944.814;5.153.397;19.431.804;22.920.359;24.141.265;9.702.519;6.424.763;438.664;88.212.772;91.971.152
C%;C - Conglomerado;dez/20;63,05%;50,33%;78,58%;79,57%;79,91%;80,46%;76,15%;99,99%;79,15%;62,64%;69,44%;64,02%;68,80%;72,44%;72,39%;89,08%;67,87%;89,71%;86,31%;85,75%;85,75%;84,89%;75,60%;99,98%;85,81%;18,11%;28,71%;28,34%;28,53%;28,28%;28,75%;34,06%;29,53%;74,65%;81,52%;83,28%;85,02%;97,28%;89,74%;100,00%;81,72%;76,85%;68,93%;66,58%;69,68%;71,37%;77,95%;98,72%;69,73%;65,34%;66,68%;57,61%;71,73%;71,34%;70,41%;86,29%;65,98%;100,00%
I;I - Instituição independente;dez/20;863.898.653;2.308.763;6.684.789;17.420.563;32.349.078;17.986.028;15.122.283;437;91.871.941;1.811.525;6.885.458;16.981.825;17.440.919;4.570.867;2.022.201;53.934;49.766.729;259.205;3.807.681;10.016.302;14.812.553;2.604.505;17.258;18;31.517.521;810.660;13.818.866;38.449.169;89.243.000;73.012.004;206.043.012;83.026.953;504.403.664;4.493.422;34.229.561;12.428.610;1.121.947;26.654;25.330;2;52.325.526;508.129;5.366.019;38.086.729;24.705.238;12.313.801;7.536.980;4.557;88.521.453;2.733.681;9.710.898;16.862.626;9.516.795;3.898.142;2.699.995;69.683;45.491.819;0
I%;I - Instituição independente;dez/20;36,95%;49,67%;21,42%;20,43%;20,09%;19,54%;23,85%;0,01%;20,85%;37,36%;30,56%;35,98%;31,20%;27,56%;27,61%;10,92%;32,13%;10,29%;13,69%;14,25%;14,25%;15,11%;24,40%;0,02%;14,19%;81,89%;71,29%;71,66%;71,47%;71,72%;71,25%;65,94%;70,47%;25,35%;18,48%;16,72%;14,98%;2,72%;10,26%;0,00%;18,28%;23,15%;31,07%;33,42%;30,32%;28,63%;22,05%;1,28%;30,27%;34,66%;33,32%;42,39%;28,27%;28,66%;29,59%;13,71%;34,02%;0,00%
