Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j)
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;S3;C;3;SAO PAULO;SP;43617;94530;27433530;20759974;1209777;-3961;1205816;0;0;0;0;0;40678586;457484;100439;90730359;0;90730359
CIELO - PRUDENCIAL;1000084710;n4;;C;2;BARUERI;SP;43617;388376;214979;2298289;0;0;0;0;0;0;0;0;4120700;67690281;11541538;86254162;0;86254162
BANRISUL - PRUDENCIAL;1000080154;b1;S2;C;1;PORTO ALEGRE;RS;43617;696324;5381353;21005800;31269189;-2479225;28789964;241;74055;46528;-2082;118741;6714335;15405085;1464107;79575710;46528;79529182
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;43617;1162028;13166573;34191722;6163183;-31426;6131757;214;81583;18737;-897;99637;20836043;2953973;288240;78829973;18737;78811236
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;S2;I;1;FORTALEZA;CE;43617;106326;7040377;38285639;9611720;-628062;8983658;0;0;0;0;0;4399507;635919;227984;59679411;0;59679411
BANCOOB - PRUDENCIAL;1000080879;b1;S3;C;2;BRASILIA;DF;43617;31238;15139187;13723473;4782367;-71024;4711342;0;0;0;0;0;3786786;13874864;185861;51452752;0;51452752
SICREDI - PRUDENCIAL;1000080745;b1;S3;C;2;PORTO ALEGRE;RS;43617;94096;10453615;7550063;10571628;-2069;10569559;0;0;0;0;0;2334669;15311075;130291;46443369;0;46443369
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;S3;C;3;SAO PAULO;SP;43617;2161525;13438152;12499239;3568026;-156949;3411077;0;0;0;0;0;10764228;3734;79547;42357500;0;42357500
BNP PARIBAS - PRUDENCIAL;1000080673;b1;S3;C;3;SAO PAULO;SP;43617;157877;4251773;6490236;11685927;-463755;11222172;0;0;0;0;0;19374749;196403;175296;41868505;0;41868505
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;S3;C;3;SAO PAULO;SP;43617;5226;4639011;1542262;766701;0;766701;0;0;0;0;0;28324196;2109;25053;35304557;0;35304557
ABC-BRASIL - PRUDENCIAL;1000080312;b1;S3;C;3;SAO PAULO;SP;43617;68155;6959813;8649632;12041330;-234720;11806611;0;0;0;0;0;7001117;370207;61438;34916973;0;34916973
ING - PRUDENCIAL;1000080501;b1;S3;C;3;SAO PAULO;SP;43617;5470;4200685;1378999;1169728;-1782;1167946;0;0;0;0;0;26062494;1491;8785;32825869;0;32825869
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;43617;118692;3572687;2741076;18288043;-665832;17622211;0;0;0;0;0;7983705;49078;23748;32111198;0;32111198
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;n2;S4;I;3;RIO DE JANEIRO;RJ;43617;3418;21390068;7722786;0;0;0;0;0;0;0;0;1757057;78912;499204;31451444;0;31451444
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;S3;C;2;SAO PAULO;SP;43617;188071;5576667;1792928;14838340;-1116101;13722239;38409;973241;141041;-18648;1134042;7788847;183401;928044;31314239;141041;31173198
PAN - PRUDENCIAL;1000080257;b1;S3;C;2;SAO PAULO;SP;43617;3801;317024;1609667;21481965;-1260918;20221047;2;133;132;-3;263;6743804;824946;604626;30325179;132;30325047
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;S3;C;3;SAO PAULO;SP;43617;365046;11697206;11806137;1077896;0;1077896;0;0;0;0;0;3469121;334;16690;28432428;0;28432428
BANESTES - PRUDENCIAL;1000080147;b1;S3;C;1;VITORIA;ES;43617;201940;12568895;9378436;3815360;-278401;3536959;13;11465;5338;-36;16781;826255;1016189;261295;27806750;5338;27801411
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;S3;C;3;SAO PAULO;SP;43617;329066;7777980;7392859;699531;-32;699499;0;0;0;0;0;6016426;299892;67215;22582937;0;22582937
BCO MUFG BRASIL S.A. - PRUDENCIAL;1000081713;b1;S3;I;3;SAO PAULO;SP;43617;11522;3680052;3229574;1217714;-3124;1214590;0;0;0;0;0;14366856;11398;52822;22566815;0;22566815
CCB - PRUDENCIAL;1000080295;b1;S3;C;3;SAO PAULO;SP;43617;109131;1291088;9851416;6977593;-359256;6618337;0;67563;16587;-8783;75367;3638726;275582;53978;21913625;16587;21897039
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;S3;I;1;BELEM;PA;43617;57601;2669911;12284498;3258591;-325526;2933065;0;0;0;0;0;1668945;219973;338774;20172766;0;20172766
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;S3;C;3;SAO PAULO;SP;43617;2156;1402831;14595214;362446;0;362446;0;0;0;0;0;1567843;799;18943;17950232;0;17950232
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;S3;C;3;SAO PAULO;SP;43617;4231;312840;138251;15247046;-554200;14692846;7350;194046;29927;-7985;223338;2302839;25319;24082;17723746;29927;17693819
BMG - PRUDENCIAL;1000080178;b1;S3;C;2;SAO PAULO;SP;43617;65512;919393;2125874;9910759;-505791;9404968;0;0;0;0;0;3911874;292335;654063;17374019;0;17374019
STONE PAGAMENTOS - PRUDENCIAL;1000084686;n4;;I;2;SAO PAULO;SP;43617;6635;3661;1780886;0;0;0;0;0;0;0;0;184341;12603609;2632196;17211328;0;17211328
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;S3;C;1;PORTO ALEGRE;RS;43617;125;711628;2428546;13377212;-319564;13057649;0;0;0;0;0;533544;56345;54941;16842777;0;16842777
NU PAGAMENTOS - PRUDENCIAL;1000084693;n4;;I;2;SAO PAULO;SP;43709;484252;3641975;3631554;46918;-305;46613;0;0;0;0;0;8381540;36640;28101;16250675;0;16250675
BRB - PRUDENCIAL;1000080288;b1;S3;C;1;BRASILIA;DF;43617;130838;1298733;3134685;9092422;-401199;8691224;0;0;0;0;0;1898434;766557;305569;16226040;0;16226040
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;S3;C;3;SAO PAULO;SP;43617;33923;3458376;797062;614656;-1892;612764;1175;506130;28659;-18368;517597;10498517;4822;5584;15928644;28659;15899985
ALFA - PRUDENCIAL;1000080570;b1;S3;C;2;SAO PAULO;SP;43617;3890;910657;5120943;6937124;-85304;6851820;4261;394426;128184;-7054;519817;1484375;352203;358710;15602416;128184;15474232
PAGSEGURO;1000084813;n4;;I;2;SAO PAULO;SP;43617;27886;0;1929429;0;0;0;0;0;0;0;0;468114;9683402;1896146;14004978;0;14004978
GM - PRUDENCIAL;1000080848;b2;S3;C;3;SAO PAULO;SP;43617;5304;456068;188187;9780979;-241496;9539482;36;44940;345;-358;44963;2578418;8405;145487;12966314;345;12965968
ORIGINAL - PRUDENCIAL;1000080903;b1;S3;C;2;SAO PAULO;SP;43617;47293;891343;3127370;3779573;-176769;3602805;0;0;0;0;0;3433294;125780;680069;11907953;0;11907953
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;S3;C;3;SAO PAULO;SP;43617;40556;48028;612;9678603;-365886;9312717;1496;197349;9788;-8368;200265;1329287;21845;6974;10960283;9788;10950495
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL E SUDESTE - CENTRAL SICREDI SUL/SUDESTE;87437687;b3C;S3;I;2;PORTO ALEGRE;RS;43617;0;277683;10065813;0;0;0;0;0;0;0;0;238055;55;117297;10698903;0;10698903
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;S3;C;2;RIO DE JANEIRO;RJ;43617;630;1425790;8364466;0;0;0;0;0;0;0;0;270360;5;341175;10402426;0;10402426
PINE - PRUDENCIAL;1000080374;b1;S3;C;2;SAO PAULO;SP;43617;49058;620488;4356068;2719161;-297464;2421697;0;0;0;0;0;2090664;540025;151755;10229754;0;10229754
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;S3;C;2;BELO HORIZONTE;MG;43617;578006;1624095;1219182;5119488;-587763;4531725;0;0;0;0;0;1054832;375378;276537;9659755;0;9659755
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;S3;I;3;SAO PAULO;SP;43617;3574;0;285141;3120439;-795209;2325230;0;0;0;0;0;5964940;49162;863166;9491213;0;9491213
DEUTSCHE - PRUDENCIAL;1000080532;b1;S3;C;3;SAO PAULO;SP;43617;239349;1805517;975981;769150;-4117;765033;0;0;0;0;0;5332827;1269;9156;9129133;0;9129133
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;S3;I;3;CURITIBA;PR;43617;52195;242332;0;8338237;-254582;8083656;126;9745;4623;-410;14084;447044;25563;24725;8889597;4623;8884974
APE POUPEX - PRUDENCIAL;1000081184;n1;S3;I;2;BRASILIA;DF;43617;12;3578463;985568;1619865;-106636;1513229;0;0;0;0;0;71657;2093157;32790;8274877;0;8274877
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;S3;C;3;SAO PAULO;SP;43617;39187;3680969;1928958;948308;-1166;947142;0;0;0;0;0;1343806;193629;8487;8142178;0;8142178
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;S3;I;1;BELEM;PA;43617;174844;1646282;873517;4428703;-141015;4287689;0;0;0;0;0;526348;375840;192278;8076798;0;8076798
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;S4;I;3;SAO PAULO;SP;43617;11910;688095;174782;6663692;-90245;6573447;361;75664;20000;-628;95397;390561;30500;9362;7974054;20000;7954055
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;S3;I;2;CURITIBA;PR;43617;0;428786;6944878;0;0;0;0;0;0;0;0;169619;58;62810;7606151;0;7606151
JOHN DEERE - PRUDENCIAL;1000080343;b1;S3;C;3;INDAIATUBA;SP;43617;1015;73311;0;7419188;-288517;7130671;0;0;0;0;0;189620;48973;10434;7454025;0;7454025
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;S4;I;2;FLORIANOPOLIS;SC;43617;12;5118402;1412545;55352;-266;55085;0;0;0;0;0;27604;307980;244034;7165662;0;7165662
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;S3;C;2;SAO PAULO;SP;43617;112434;553447;1663877;2097531;-127280;1970250;0;0;0;0;0;2431844;242170;20299;6994321;0;6994321
BS2 - PRUDENCIAL;1000080422;b1;S4;C;2;BELO HORIZONTE;MG;43617;105254;273102;1143975;302728;-16587;286141;0;0;0;0;0;559207;4504323;114963;6986964;0;6986964
PORTO SEGURO - PRUDENCIAL;1000080642;n1;S4;C;2;SAO PAULO;SP;43617;28579;0;475075;2358830;-360018;1998812;0;0;0;0;0;4420906;18503;2141;6944018;0;6944018
BOCOM - PRUDENCIAL;1000084624;b1;S4;C;3;SALVADOR;BA;43617;38714;681201;1778322;3705768;-34504;3671264;0;0;0;0;0;675368;58372;24304;6927545;0;6927545
INTER - PRUDENCIAL;1000080996;b1;S4;C;2;BELO HORIZONTE;MG;43617;14723;1878313;407673;3421721;-107292;3314429;0;0;0;0;0;738120;328847;78840;6760945;0;6760945
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S4;I;2;BELO HORIZONTE;MG;43617;19;4275156;1726786;125983;-2410;123573;0;0;0;0;0;27341;111401;390282;6654558;0;6654558
HONDA - PRUDENCIAL;1000080611;b2;S4;C;3;SAO PAULO;SP;43617;12220;285307;1726680;4271969;-249970;4021998;0;483;483;0;966;465131;5260;30796;6548359;483;6547876
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;S4;I;3;SAO PAULO;SP;43617;15628;2246449;1181145;1323659;-81;1323578;0;0;0;0;0;1656883;952;5612;6430247;0;6430247
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;S3;I;1;BELO HORIZONTE;MG;43617;8523;68038;1141296;4736469;-491562;4244906;0;0;0;0;0;745140;54801;31388;6294093;0;6294093
PARANÁ BANCO - PRUDENCIAL;1000080233;b1;S4;C;2;CURITIBA;PR;43617;300;1710305;611358;3418426;-162963;3255462;0;0;0;0;0;141352;5203;515316;6239296;0;6239296
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S4;I;2;BEBEDOURO;SP;43617;19155;993886;1670910;3066495;-182695;2883800;0;0;0;0;0;132462;32188;240197;5972598;0;5972598
SOFISA - PRUDENCIAL;1000080271;b1;S4;C;2;SAO PAULO;SP;43617;17821;108604;1928832;3033907;-44016;2989891;0;0;0;0;0;729843;95057;82336;5952383;0;5952383
CREFISA S.A. CFI - PRUDENCIAL;1000083632;b1;S4;C;2;SAO PAULO;SP;43617;1791;1517816;2165146;2219663;-616939;1602724;0;0;0;0;0;556348;16212;47714;5907751;0;5907751
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;S4;I;3;PORTO ALEGRE;RS;43617;205;178633;0;4819392;-129276;4690117;1431;540590;173659;-2817;712863;320474;19516;13633;5935440;173659;5761781
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;S4;C;1;ARACAJU;SE;43617;79304;1136833;1148570;2229918;-78999;2150919;0;0;0;0;0;728137;390211;103280;5737254;0;5737254
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S5;I;2;BLUMENAU;SC;43617;21824;0;0;2925693;-179376;2746318;0;0;0;0;0;32297;2510189;281753;5592381;0;5592381
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;S4;I;2;BELO HORIZONTE;MG;43617;244;3229167;1907998;276641;-2171;274470;0;0;0;0;0;4938;134;166670;5583620;0;5583620
BANCO FIDIS - PRUDENCIAL;1000081751;b2;S4;I;3;BETIM;MG;43617;1388;189375;952;3890639;-37390;3853249;0;0;0;0;0;1456909;2867;6681;5511420;0;5511420
MIZUHO - PRUDENCIAL;1000080697;b1;S4;C;3;SAO PAULO;SP;43617;15438;701353;2228543;624054;-1470;622584;0;0;0;0;0;1599678;25439;6583;5199618;0;5199618
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;S4;I;2;RIBEIRAO PRETO;SP;43617;24;4168546;335605;0;0;0;0;0;0;0;0;1548;5996;214892;4726611;0;4726611
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;S4;I;2;SAO PAULO;SP;43617;1418;374801;407258;2480276;-941557;1538719;0;0;0;0;0;2200436;0;37402;4560035;0;4560035
HAITONG - PRUDENCIAL;1000080666;b2;S3;C;3;SAO PAULO;SP;43617;12725;1335621;2154019;289005;-12804;276201;0;0;0;0;0;438808;6932;20085;4244390;0;4244390
VOLVO - PRUDENCIAL;1000080769;b2;S4;C;3;CURITIBA;PR;43617;17390;157359;43534;3748957;-86078;3662879;1658;54819;336;-97;56716;107116;2334;16197;4063523;336;4063187
COOPERATIVA CENTRAL DE CRÉDITO - AILOS;5463212;b3C;S4;I;2;BLUMENAU;SC;43617;62;976239;2585768;70301;-679;69622;0;0;0;0;0;39821;272864;46243;3990619;0;3990619
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;S4;I;3;SAO PAULO;SP;43617;9505;118719;393487;1073573;-66332;1007241;0;0;0;0;0;2109809;265;236;3639262;0;3639262
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;S4;C;2;RIO DE JANEIRO;RJ;43617;74424;1136541;1285126;291739;-2833;288906;0;0;0;0;0;426777;299299;113147;3624218;0;3624218
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S4;I;2;SERTAOZINHO;SP;43617;8064;132946;815150;2421922;-124498;2297424;0;0;0;0;0;124513;111960;99074;3589131;0;3589131
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;S4;C;2;SAO PAULO;SP;43617;26768;634399;133218;1486737;-35549;1451188;0;0;0;0;0;1103724;191910;31976;3573181;0;3573181
SCANIA - PRUDENCIAL;1000080776;b2;S4;C;3;SAO BERNARDO DO CAMPO;SP;43617;2341;95815;68163;3142768;-33044;3109724;38;44971;1412;-238;46183;200661;6217;4736;3533839;1412;3532427
PERNAMBUCANAS - PRUDENCIAL;1000080305;n1;S4;I;2;SAO PAULO;SP;43617;44710;269576;171316;1621017;-531593;1089424;0;0;0;0;0;1803552;5805;65616;3449999;0;3449999
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO NORTE DO BRASIL - CENTRAL SICREDI CENTRO NORTE;33667205;b3C;S4;I;2;CUIABA;MT;43617;1801;180254;3129012;0;0;0;0;0;0;0;0;73341;88;48385;3432881;0;3432881
OMNI - PRUDENCIAL;1000080460;b1;S4;C;2;SAO PAULO;SP;43617;2824;329496;144465;2567047;-464518;2102529;164;59428;28619;-1598;86613;617027;24988;60164;3368106;28619;3339487
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;32428294;b3C;S4;I;2;VITORIA;ES;43617;43;1858700;1046151;92680;-395;92285;0;0;0;0;0;3823;194370;93886;3289258;0;3289258
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;S4;I;2;FRANCISCO BELTRAO;PR;43617;23;19602;738362;8511;-156;8355;0;0;0;0;0;3747;2395303;46401;3211793;0;3211793
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;S4;I;2;MARINGA;PR;43617;46470;12627;0;2042717;-103248;1939468;0;0;0;0;0;149089;884713;169146;3201514;0;3201514
MÁXIMA - PRUDENCIAL;1000080367;b1;S4;C;2;RIO DE JANEIRO;RJ;43617;61028;26909;1436945;674844;-18148;656696;0;0;0;0;0;553665;363730;55839;3154811;0;3154811
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;S4;C;3;SAO PAULO;SP;43617;410;0;387;2659803;-36584;2623218;597;227986;347;-1136;227793;101275;37351;8789;2999224;347;2998877
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICRED'S DE SANTA CATARINA E DO PARANÁ LTDA - UNICRED CENTRAL SC/PR;543968;b3C;S4;I;2;FLORIANOPOLIS;SC;43617;108;27897;2785248;0;0;0;0;0;0;0;0;1256;151101;14066;2979674;0;2979674
CENTRAL SICOOB UNI DE COOPERATIVAS DE CRÉDITO;4243780;b3C;S4;I;2;GOIANIA;GO;43617;578;2693680;194189;14341;-370;13971;0;0;0;0;0;3821;310;40343;2946892;0;2946892
MERCADOPAGO.COM - PRUDENCIAL;1000084820;n4;;I;2;OSASCO;SP;43617;106028;0;1909719;0;0;0;0;0;0;0;0;397700;324824;131677;2869949;0;2869949
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;S4;C;2;UBERLANDIA;MG;43617;670;493078;173135;1500906;-158082;1342824;0;0;0;0;0;608899;85356;139568;2843530;0;2843530
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;S4;I;1;PORTO ALEGRE;RS;43617;1792;0;674842;2060000;-240086;1819914;0;0;0;0;0;282654;348;27753;2807303;0;2807303
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;43617;26059;4137;0;1808859;-77081;1731779;0;0;0;0;0;110565;758091;156873;2787504;0;2787504
BCO ABN AMRO S.A. - PRUDENCIAL;1000081579;b1;S4;I;3;SAO PAULO;SP;43617;754;772718;573024;470618;-699;469920;0;0;0;0;0;955279;825;2807;2775326;0;2775326
RENDIMENTO - PRUDENCIAL;1000080659;b1;S4;C;2;SAO PAULO;SP;43617;305188;580011;153746;746470;-23160;723310;0;0;0;0;0;667362;297954;25832;2753403;0;2753403
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E PROFISSIONAIS DA AREA DE SAUDE DO BRASIL LTDA.;42898825;b3S;S5;I;2;BELO HORIZONTE;MG;43617;10560;546;0;1074555;-34687;1039868;0;0;0;0;0;24424;1580717;57998;2714114;0;2714114
RODOBENS - PRUDENCIAL;1000080855;b1;S4;C;2;SAO PAULO;SP;43617;3985;134251;518087;833930;-46023;787907;6158;277381;0;-2429;281110;515463;152301;317261;2710365;0;2710365
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE/NORDESTE - CENTRAL SICREDI NORTE/NORDESTE;70119680;b3C;S4;I;2;CABEDELO;PB;43617;63;9446;2541324;95397;-876;94521;0;0;0;0;0;15415;235;9294;2670299;0;2670299
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;S4;I;3;RIO DE JANEIRO;RJ;43617;9148;136896;0;230323;-38111;192212;12633;1618125;0;-28294;1602464;655371;72503;0;2668594;0;2668594
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;S4;I;2;LUCAS DO RIO VERDE;MT;43617;22950;21629;0;1863839;-117250;1746589;0;0;0;0;0;109012;622576;107528;2630284;0;2630284
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;S4;I;2;NOVA PETROPOLIS;RS;43617;21924;255803;327952;1146590;-49670;1096920;0;0;0;0;0;85907;723022;94815;2606342;0;2606342
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;S4;I;2;LONDRINA;PR;43617;9096;52000;844017;851443;-31998;819444;0;0;0;0;0;94067;732951;33625;2585201;0;2585201
AGIBANK - PRUDENCIAL;1000083694;b1;S4;C;2;PORTO ALEGRE;RS;43617;1372;733920;253561;1747161;-569577;1177584;0;0;0;0;0;244811;13397;78626;2503271;0;2503271
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;S5;I;2;GOIANIA;GO;43617;20397;314;0;1450018;-92320;1357698;0;0;0;0;0;23826;1023839;77087;2503161;0;2503161
REALIZE CFI - PRUDENCIAL;1000084703;n1;S4;I;3;PORTO ALEGRE;RS;43617;37613;30903;106335;960194;-245595;714599;0;0;0;0;0;1481775;198;28432;2399855;0;2399855
INDUSVAL - PRUDENCIAL;1000080415;b1;S4;C;2;SAO PAULO;SP;43617;3544;667440;667011;188835;-112278;76557;0;0;0;0;0;730520;197586;53096;2395754;0;2395754
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;S5;I;2;BRASILIA;DF;43617;130;132807;647665;1683616;-102878;1580738;0;0;0;0;0;5084;1211;8407;2376044;0;2376044
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;S4;I;2;CAMPO MOURAO;PR;43617;2375;626097;637795;1107984;-34046;1073938;0;0;0;0;0;5482;2593;1668;2349949;0;2349949
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;S4;I;2;PALOTINA;PR;43617;20296;4615;0;1533810;-75316;1458494;0;0;0;0;0;74766;633212;113303;2304685;0;2304685
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;S5;I;2;CHAPECO;SC;43617;25018;117809;119905;1457422;-116488;1340934;0;0;0;0;0;61138;518477;74524;2257805;0;2257805
HSBC BI - PRUDENCIAL;1000084741;b2;S4;I;3;SAO PAULO;SP;43617;3952;213550;1451379;0;0;0;0;0;0;0;0;509851;751;32834;2212317;0;2212317
