Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento
BB - PRUDENCIAL;1000080329;b1;S1;C;1;BRASILIA;DF;43617;1541886922;626286782;1450228317;1218142349;91658605;8219396;130173191;0,1857;0,1419;4727;1068
ITAU - PRUDENCIAL;1000080099;b1;S1;C;2;SAO PAULO;SP;43617;1473837123;552910782;1335621860;984420583;138215263;13654578;138267098;0,1632;0,277;3299;908
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;S1;C;1;BRASILIA;DF;43617;1314237300;682444756;1266396593;1076448012;47840707;7533504;104241809;0,2029;0,1023;3376;774
BRADESCO - PRUDENCIAL;1000080075;b1;S1;C;2;OSASCO;SP;43617;1123293885;427351722;989580986;775778297;133712899;11869929;130807567;0,1864;0,3439;4632;1424
SANTANDER - PRUDENCIAL;1000080185;b1;S1;C;3;SAO PAULO;SP;43617;832962661;317705953;759841496;519711313;73121165;6907672;72410973;0,162;0,1061;2725;1368
BNDES - PRUDENCIAL;1000081847;b4;S2;C;1;RIO DE JANEIRO;RJ;43617;799345295;295597786;699726966;325629460;99618328;13807584;185125094;0,3409;0,043;5;0
SAFRA - PRUDENCIAL;1000080109;b1;S2;C;2;SAO PAULO;SP;43617;172197732;70262935;159755147;139447450;12442585;1040402;16750909;0,1534;0,3197;118;5
BTG PACTUAL - PRUDENCIAL;1000080336;b1;S1;C;2;RIO DE JANEIRO;RJ;43617;171309195;23070139;150928948;88933396;20380247;1646595;19143210;0,1475;0,3775;14;0
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;43617;93662145;52155049;83918100;63891127;9744045;687948;9808365;0,1585;0,2053;93;0
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;S3;C;3;SAO PAULO;SP;43617;90730359;2245410;85713849;28105447;5016510;146633;4916341;0,1754;0,0193;11;0
CIELO - PRUDENCIAL;1000084710;n4;;C;2;BARUERI;SP;43617;86254162;0;73465854;9064148;12788308;1068583;NA;NA%;NA%;0;0
BANRISUL - PRUDENCIAL;1000080154;b1;S2;C;1;PORTO ALEGRE;RS;43617;79529182;34237212;72006938;61089862;7522244;655348;6478944;0,1579;0,0647;523;141
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;43617;78811236;10738256;69646656;38638254;9164581;705902;8927036;0,1722;0,0144;133;22
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;S2;I;1;FORTALEZA;CE;43617;59679411;10549801;54951629;16709874;4727782;744777;8295967;0,1613;0,0274;296;2
BANCOOB - PRUDENCIAL;1000080879;b1;S3;C;2;BRASILIA;DF;43617;51452752;8219342;49582473;42245254;1870279;81822;1863178;0,1717;0,0958;7;0
SICREDI - PRUDENCIAL;1000080745;b1;S3;C;2;PORTO ALEGRE;RS;43617;46443369;10782776;45200444;41963887;1242926;27689;1394390;0,1762;0,0925;7;0
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;S3;C;3;SAO PAULO;SP;43617;42357500;3653695;38288778;14278810;4068722;384080;5203816;0,2704;0,0152;10;0
BNP PARIBAS - PRUDENCIAL;1000080673;b1;S3;C;3;SAO PAULO;SP;43617;41868505;16785233;37621671;19174917;4246835;212659;4838383;0,1571;0,0165;7;0
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;S3;C;3;SAO PAULO;SP;43617;35304557;2442103;33631671;5677687;1672887;44960;1601170;0,2598;0,0153;5;0
ABC-BRASIL - PRUDENCIAL;1000080312;b1;S3;C;3;SAO PAULO;SP;43617;34916973;13633293;31034757;22360685;3882217;252279;5136487;0,1791;0,0057;13;0
ING - PRUDENCIAL;1000080501;b1;S3;C;3;SAO PAULO;SP;43617;32825869;4211992;31877943;8464009;947926;38335;936626;0,1639;0,0085;4;0
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;43617;32111198;21524332;28739262;22079082;3371936;187419;5039176;0,1806;0,0035;18;0
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;n2;S4;I;3;RIO DE JANEIRO;RJ;43617;31451444;0;30116159;22111344;1335285;94977;827510;0,1413;0,1366;4;0
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;S3;C;2;SAO PAULO;SP;43617;31173198;19656696;27655200;23232814;3517999;378748;3670194;0,16;0,2529;46;0
PAN - PRUDENCIAL;1000080257;b1;S3;C;2;SAO PAULO;SP;43617;30325047;22230992;26098491;21157085;4226557;213814;2416519;0,1296;0,1766;5;0
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;S3;C;3;SAO PAULO;SP;43617;28432428;1077896;24953468;12398956;3478961;162483;3426507;0,1975;0,0049;4;0
BANESTES - PRUDENCIAL;1000080147;b1;S3;C;1;VITORIA;ES;43617;27801411;4198106;26270504;25439796;1530907;108993;1472183;0,1669;0,1376;125;36
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;S3;C;3;SAO PAULO;SP;43617;22582937;699531;19848139;8361029;2734798;138162;2734798;0,2118;0,0246;4;0
BCO MUFG BRASIL S.A. - PRUDENCIAL;1000081713;b1;S3;I;3;SAO PAULO;SP;43617;22566815;1721036;21056267;6593030;1510548;11832;1479269;0,2966;0,0146;2;0
CCB - PRUDENCIAL;1000080295;b1;S3;C;3;SAO PAULO;SP;43617;21897039;8161390;20297246;16152586;1599792;-98647;1905089;0,1881;0,0214;14;0
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;S3;I;1;BELEM;PA;43617;20172766;3299672;18163878;5665095;2008888;59191;2343860;0,1194;0,0613;121;0
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;S3;C;3;SAO PAULO;SP;43617;17950232;362446;16155320;4108977;1794912;58393;1794912;0,2407;0,0106;4;0
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;S3;C;3;SAO PAULO;SP;43617;17693819;15601295;14861544;11108543;2832275;295442;3687687;0,233;0,0023;3;0
BMG - PRUDENCIAL;1000080178;b1;S3;C;2;SAO PAULO;SP;43617;17374019;10260506;14632659;10933227;2741361;139335;1608459;0,1362;0,2038;36;0
STONE PAGAMENTOS - PRUDENCIAL;1000084686;n4;;I;2;SAO PAULO;SP;43617;17211328;0;14746155;453591;2465174;264644;NA;NA%;NA%;1;0
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;S3;C;1;PORTO ALEGRE;RS;43617;16842777;13408943;14057246;13132057;2785531;109582;2770586;0,1771;0,0144;4;0
NU PAGAMENTOS - PRUDENCIAL;1000084693;n4;;I;2;SAO PAULO;SP;43709;16250675;8600516;15282100;5741261;968575;-139515;*;*%;*%;1;0
BRB - PRUDENCIAL;1000080288;b1;S3;C;1;BRASILIA;DF;43617;16226040;9568281;14563845;11803986;1662195;173052;1428154;0,157;0,1236;127;7
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;S3;C;3;SAO PAULO;SP;43617;15899985;1604336;14438890;4017825;1461094;123778;1460911;0,3195;0,0037;4;0
ALFA - PRUDENCIAL;1000080570;b1;S3;C;2;SAO PAULO;SP;43617;15474232;7961338;12983059;12014673;2491173;62931;2450767;0,2011;0,1453;45;1
PAGSEGURO;1000084813;n4;;I;2;SAO PAULO;SP;43617;14004978;373;7182381;1740013;6822596;617794;NA;NA%;NA%;1;0
GM - PRUDENCIAL;1000080848;b2;S3;C;3;SAO PAULO;SP;43617;12965968;10543506;10523693;7325901;2442275;199454;2283133;0,2228;0,0637;3;0
ORIGINAL - PRUDENCIAL;1000080903;b1;S3;C;2;SAO PAULO;SP;43617;11907953;6683498;9675797;8970400;2232157;3601;1361778;0,1372;0,0456;4;0
