Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o)
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;43617;7544073;1151162;8695235;1113130;9808365;53414256;230155;0;1767127;65838;2063120;6401132;61878508;112659012;0,1219;0,1405;0,1585;0,0772;0,2053
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;43617;8927036;0;8927036;0;8927036;28810889;916257;160444;16542867;130741;17750310;5267325;51828524;82701243;0,1722;0,1722;0,1722;0,1079;0,0144
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;S2;I;1;FORTALEZA;CE;43617;5212323;801040;6013363;2282604;8295967;40957229;67805;4138;63638;0;135580;10343721;51436529;94605169;0,1013;0,1169;0,1613;0,0636;0,0274
BANRISUL - PRUDENCIAL;1000080154;b1;S2;C;1;PORTO ALEGRE;RS;43617;5945972;0;5945972;532973;6478944;30444893;1036639;0;2450;24235;1063324;9512757;41020974;82384475;0,1449;0,1449;0,1579;0,0722;0,0647
BNP PARIBAS - PRUDENCIAL;1000080673;b1;S3;C;3;SAO PAULO;SP;43617;4134811;0;4134811;703573;4838383;21582483;872334;0;3885991;139526;4897851;4309968;30790301;37630046;0,1343;0,1343;0,1571;0,1099;0,0165
ABC-BRASIL - PRUDENCIAL;1000080312;b1;S3;C;3;SAO PAULO;SP;43617;3829586;307524;4137111;999376;5136487;24302115;317540;989738;1109813;17413;2434503;1938594;28675212;41203874;0,1336;0,1443;0,1791;0,1004;0,0057
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;S3;C;3;SAO PAULO;SP;43617;4916341;0;4916341;0;4916341;9405008;391661;79746;12791376;2365826;15628608;2999204;28032821;38663732;0,1754;0,1754;0,1754;0,1272;0,0193
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;43617;3362257;0;3362257;1676919;5039176;22727682;519646;1050166;2126487;0;3696299;1476052;27900034;37396122;0,1205;0,1205;0,1806;0,0899;0,0035
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;S3;C;2;SAO PAULO;SP;43617;3517313;0;3517313;152881;3670194;19686520;1547081;0;429247;112307;2088635;1160268;22935423;30220321;0,1534;0,1534;0,16;0,1164;0,2529
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;S3;I;1;BELEM;PA;43617;2343860;0;2343860;0;2343860;15429609;965;167987;23500;0;192452;4007811;19629872;30148054;0,1194;0,1194;0,1194;0,0777;0,0613
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;S3;C;3;SAO PAULO;SP;43617;4053763;0;4053763;1150053;5203816;8020940;2174003;0;5293306;480672;7947981;3275098;19244019;41667644;0,2107;0,2107;0,2704;0,0973;0,0152
PAN - PRUDENCIAL;1000080257;b1;S3;C;2;SAO PAULO;SP;43617;2416519;0;2416519;0;2416519;16345345;3783;0;17;0;3800;2298576;18647722;28885289;0,1296;0,1296;0,1296;0,0837;0,1766
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;S3;C;3;SAO PAULO;SP;43617;3426507;0;3426507;0;3426507;6285553;1648193;239563;2191367;4973988;9053109;2011696;17350359;29125013;0,1975;0,1975;0,1975;0,1176;0,0049
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;S3;C;2;RIO DE JANEIRO;RJ;43617;7362945;0;7362945;0;7362945;611544;0;0;5611;14925173;14930785;314924;15857253;11811080;0,4643;0,4643;0,4643;0,6234;0,0463
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;S3;C;3;SAO PAULO;SP;43617;2816130;0;2816130;871557;3687687;14644842;0;0;0;0;0;1180354;15825196;17903962;0,178;0,178;0,233;0,1573;0,0023
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;S3;C;1;PORTO ALEGRE;RS;43617;2770586;0;2770586;0;2770586;14337834;2528;0;0;2391;4920;1300525;15643279;15077891;0,1771;0,1771;0,1771;0,1838;0,0144
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;S3;C;3;SAO PAULO;SP;43617;2734798;0;2734798;0;2734798;4282686;332842;86254;6003757;0;6422852;2206007;12911545;17801947;0,2118;0,2118;0,2118;0,1536;0,0246
ALFA - PRUDENCIAL;1000080570;b1;S3;C;2;SAO PAULO;SP;43617;2450767;0;2450767;0;2450767;10464382;181964;76555;222253;32486;513258;1209496;12187137;17210369;0,2011;0,2011;0,2011;0,1424;0,1453
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;S3;C;3;SAO PAULO;SP;43617;1790290;0;1790290;0;1790290;10660362;0;0;0;0;0;1236189;11896551;11019948;0,1505;0,1505;0,1505;0,1625;0,0039
BMG - PRUDENCIAL;1000080178;b1;S3;C;2;SAO PAULO;SP;43617;1522782;80562;1603344;5115;1608459;11086913;5067;0;1761;0;6828;715757;11809498;16792883;0,1289;0,1358;0,1362;0,0955;0,2038
BANCOOB - PRUDENCIAL;1000080879;b1;S3;C;2;BRASILIA;DF;43617;1863178;0;1863178;0;1863178;8548078;64277;573;159110;4127;228087;2072735;10848901;53490967;0,1717;0,1717;0,1717;0,0348;0,0958
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;S3;I;3;SAO PAULO;SP;43617;1612199;0;1612199;0;1612199;9671164;5543;0;0;0;5543;746685;10423393;13058968;0,1547;0,1547;0,1547;0,1235;0,0282
GM - PRUDENCIAL;1000080848;b2;S3;C;3;SAO PAULO;SP;43617;2283133;0;2283133;0;2283133;9625003;4;0;0;0;4;624537;10249545;13082448;0,2228;0,2228;0,2228;0,1745;0,0637
CCB - PRUDENCIAL;1000080295;b1;S3;C;3;SAO PAULO;SP;43617;1235910;278984;1514894;390195;1905089;7907864;1065608;0;16839;0;1082446;1139572;10129881;16123235;0,122;0,1495;0,1881;0,094;0,0214
ORIGINAL - PRUDENCIAL;1000080903;b1;S3;C;2;SAO PAULO;SP;43617;1361778;0;1361778;0;1361778;7340376;38420;2784;107805;1455625;1604635;977908;9922919;12125681;0,1372;0,1372;0,1372;0,1123;0,0456
CREFISA S.A. CFI - PRUDENCIAL;1000083632;b1;S4;C;2;SAO PAULO;SP;43617;5388751;0;5388751;0;5388751;3516372;2546;0;0;0;2546;6076555;9595473;5887918;0,5616;0,5616;0,5616;0,9152;0,0053
BRB - PRUDENCIAL;1000080288;b1;S3;C;1;BRASILIA;DF;43617;1229167;0;1229167;198987;1428154;8145771;30698;953;0;122;31773;917772;9095316;17752959;0,1351;0,1351;0,157;0,0692;0,1236
BANESTES - PRUDENCIAL;1000080147;b1;S3;C;1;VITORIA;ES;43617;1472183;0;1472183;0;1472183;6879890;8543;0;168078;0;176621;1765409;8821921;24648964;0,1669;0,1669;0,1669;0,0597;0,1376
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;S3;I;3;CURITIBA;PR;43617;1352345;0;1352345;0;1352345;7759992;0;0;0;0;0;900876;8660868;8790132;0,1561;0,1561;0,1561;0,1538;0,016
SICREDI - PRUDENCIAL;1000080745;b1;S3;C;2;PORTO ALEGRE;RS;43617;1241655;152735;1394390;0;1394390;6326931;25725;0;103265;0;128989;1456011;7911932;47692115;0,1569;0,1762;0,1762;0,0292;0,0925
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;S3;C;3;SAO PAULO;SP;43617;1794912;0;1794912;0;1794912;3531270;44239;11233;2492501;137255;2685228;1240424;7456923;10748676;0,2407;0,2407;0,2407;0,167;0,0106
PORTO SEGURO - PRUDENCIAL;1000080642;n1;S4;C;2;SAO PAULO;SP;43617;885136;0;885136;0;885136;6820586;5987;0;124425;0;130412;471287;7422285;NA;0,1193;0,1193;0,1193;NA%;0,001
JOHN DEERE - PRUDENCIAL;1000080343;b1;S3;C;3;INDAIATUBA;SP;43617;1258095;0;1258095;0;1258095;6869748;74230;0;0;0;74230;437783;7381761;7672276;0,1704;0,1704;0,1704;0,164;0,0016
DEUTSCHE - PRUDENCIAL;1000080532;b1;S3;C;3;SAO PAULO;SP;43617;1515994;0;1515994;0;1515994;4061917;646624;0;1309548;0;1956172;722341;6740430;8426038;0,2249;0,2249;0,2249;0,1799;0,0059
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;S3;C;3;SAO PAULO;SP;43617;1601170;0;1601170;0;1601170;4776127;43790;0;923951;0;967740;419529;6163397;37304367;0,2598;0,2598;0,2598;0,0429;0,0153
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;S3;C;2;BELO HORIZONTE;MG;43617;681723;11419;693142;340848;1033990;4770497;1336;0;932;0;2268;1196962;5969727;9854541;0,1142;0,1161;0,1732;0,0703;0,2171
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;S3;I;1;BELO HORIZONTE;MG;43617;998727;0;998727;0;998727;5025769;147754;0;20827;0;168581;739706;5934056;6400241;0,1683;0,1683;0,1683;0,156;0,0181
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;S4;I;3;SAO PAULO;SP;43617;749271;0;749271;0;749271;5759562;0;0;0;0;0;108542;5868104;8028406;0,1277;0,1277;0,1277;0,0933;0,0106
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;n2;S4;I;3;RIO DE JANEIRO;RJ;43617;827510;0;827510;0;827510;1623265;63423;9322;1058096;64830;1195672;3037266;5856203;NA;0,1413;0,1413;0,1413;NA%;0,1366
PINE - PRUDENCIAL;1000080374;b1;S3;C;2;SAO PAULO;SP;43617;600486;0;600486;95410;695897;5007901;1590;0;364625;2000;368215;363766;5739882;10651146;0,1046;0,1046;0,1212;0,0564;0,2181
ING - PRUDENCIAL;1000080501;b1;S3;C;3;SAO PAULO;SP;43617;936626;0;936626;0;936626;3373303;91112;0;1939064;0;2030175;312265;5715744;11250097;0,1639;0,1639;0,1639;0,0833;0,0085
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;S3;C;2;SAO PAULO;SP;43617;553027;0;553027;88141;641167;4238514;145875;217450;218863;0;582188;643419;5464120;7148174;0,1012;0,1012;0,1173;0,0774;0,0191
HONDA - PRUDENCIAL;1000080611;b2;S4;C;3;SAO PAULO;SP;43617;1177576;0;1177576;0;1177576;5132341;0;0;0;0;0;248133;5380473;6585508;0,2189;0,2189;0,2189;0,1788;0,0074
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;S4;I;3;PORTO ALEGRE;RS;43617;943562;0;943562;0;943562;4819159;4123;0;0;0;4123;269565;5092846;5694001;0,1853;0,1853;0,1853;0,1657;0,0144
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;S3;C;3;SAO PAULO;SP;43617;1738011;0;1738011;0;1738011;3882152;267000;0;596175;0;863175;340183;5085510;10295102;0,3418;0,3418;0,3418;0,1688;0,0014
BCO MUFG BRASIL S.A. - PRUDENCIAL;1000081713;b1;S3;I;3;SAO PAULO;SP;43617;1479269;0;1479269;0;1479269;3094380;56510;0;1185803;0;1242313;650147;4986841;12160638;0,2966;0,2966;0,2966;0,1216;0,0146
RODOBENS - PRUDENCIAL;1000080855;b1;S4;C;2;SAO PAULO;SP;43617;815297;0;815297;0;815297;3991167;0;0;0;0;0;952344;4943511;2790987;0,1649;0,1649;0,1649;0,2921;0,3489
BOCOM - PRUDENCIAL;1000084624;b1;S4;C;3;SALVADOR;BA;43617;597620;205638;803258;0;803258;4315918;168040;0;4213;0;172253;435029;4923200;7351202;0,1214;0,1632;0,1632;0,1093;0,0133
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;S3;I;1;BELEM;PA;43617;1171445;0;1171445;0;1171445;4195196;10400;0;9971;1125;21496;561514;4778206;7929718;0,2452;0,2452;0,2452;0,1477;0,0706
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;S4;I;3;SAO PAULO;SP;43617;1099038;0;1099038;0;1099038;1294294;19281;0;3053324;0;3072605;302495;4669394;5714663;0,2354;0,2354;0,2354;0,1923;0,0049
BANCO FIDIS - PRUDENCIAL;1000081751;b2;S4;I;3;BETIM;MG;43617;728476;0;728476;0;728476;4164095;0;0;0;0;0;408573;4572668;5506081;0,1593;0,1593;0,1593;0,1323;0,0017
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;S3;C;3;SAO PAULO;SP;43617;1460911;0;1460911;0;1460911;2754210;225405;0;1044488;0;1269893;547699;4571802;7317575;0,3195;0,3195;0,3195;0,1996;0,0037
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S4;I;2;BEBEDOURO;SP;43617;1588026;0;1588026;0;1588026;3683012;0;0;0;0;0;761652;4444664;6344653;0,3573;0,3573;0,3573;0,2503;0,0544
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;S4;I;2;SAO PAULO;SP;43617;844973;0;844973;0;844973;3577175;302;0;0;0;302;711570;4289047;NA;0,197;0,197;0,197;NA%;0,0005
SOFISA - PRUDENCIAL;1000080271;b1;S4;C;2;SAO PAULO;SP;43617;623616;0;623616;0;623616;3454295;323116;8216;88669;16448;436449;362925;4253669;5758687;0,1466;0,1466;0,1466;0,1083;0,1296
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S5;I;2;BLUMENAU;SC;43617;NA;NA;NA;NA;1414490;3801494;0;NA;NA;NA;0;252343;4053836;NA;NA%;NA%;0,3489;NA%;0,0186
VOLVO - PRUDENCIAL;1000080769;b2;S4;C;3;CURITIBA;PR;43617;1027553;0;1027553;0;1027553;3446337;0;0;0;0;0;520530;3966867;4042619;0,259;0,259;0,259;0,2542;0,0091
INTER - PRUDENCIAL;1000080996;b1;S4;C;2;BELO HORIZONTE;MG;43617;920807;0;920807;0;920807;3108867;64814;2557;81521;9012;157903;635930;3902700;7586359;0,2359;0,2359;0,2359;0,1214;0,0288
PARANÁ BANCO - PRUDENCIAL;1000080233;b1;S4;C;2;CURITIBA;PR;43617;1091665;0;1091665;0;1091665;2534208;7909;3559;38968;3164;53600;1142701;3730510;5740910;0,2926;0,2926;0,2926;0,1902;0,1239
PERNAMBUCANAS - PRUDENCIAL;1000080305;n1;S4;I;2;SAO PAULO;SP;43617;474775;0;474775;0;474775;3109926;660;0;108312;0;108972;456955;3675853;NA;0,1292;0,1292;0,1292;NA%;0,034
SCANIA - PRUDENCIAL;1000080776;b2;S4;C;3;SAO BERNARDO DO CAMPO;SP;43617;380239;0;380239;34173;414412;3175735;0;0;0;0;0;402432;3578167;3526500;0,1063;0,1063;0,1158;0,1078;0,005
MIZUHO - PRUDENCIAL;1000080697;b1;S4;C;3;SAO PAULO;SP;43617;700567;0;700567;0;700567;2468195;81920;0;692576;0;774496;312712;3555403;4572379;0,197;0,197;0,197;0,1532;0,0094
OMNI - PRUDENCIAL;1000080460;b1;S4;C;2;SAO PAULO;SP;43617;269502;117731;387233;25482;412714;2252536;1074;0;0;0;1074;1123058;3376668;3344833;0,0798;0,1147;0,1222;0,1158;0,0541
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;S4;C;3;SAO PAULO;SP;43617;1006911;0;1006911;14763;1021673;2978488;62499;0;0;0;62499;295283;3336270;2981037;0,3018;0,3018;0,3062;0,3378;0,0086
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S4;I;2;SERTAOZINHO;SP;43617;498574;0;498574;0;498574;2897604;0;0;3;0;3;394053;3291660;3826313;0,1515;0,1515;0,1515;0,1303;0,0328
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;S4;C;1;ARACAJU;SE;43617;293305;0;293305;74726;368031;2762612;16469;0;34226;34713;85408;434352;3282372;5854179;0,0894;0,0894;0,1121;0,0501;0,2363
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;S4;C;2;SAO PAULO;SP;43617;519225;0;519225;0;519225;2812325;78208;0;391;0;78599;303292;3194216;3958765;0,1626;0,1626;0,1626;0,1312;0,0616
HSBC BI - PRUDENCIAL;1000084741;b2;S4;I;3;SAO PAULO;SP;43617;1074897;0;1074897;0;1074897;1259718;68118;0;1377433;0;1445551;472080;3177349;2612489;0,3383;0,3383;0,3383;0,4114;0,0123
AGIBANK - PRUDENCIAL;1000083694;b1;S4;C;2;PORTO ALEGRE;RS;43617;410378;0;410378;30337;440714;1238177;1716;736;7719;654;10825;1895204;3144206;2500193;0,1305;0,1305;0,1402;0,1641;0,0461
BS2 - PRUDENCIAL;1000080422;b1;S4;C;2;BELO HORIZONTE;MG;43617;316285;0;316285;46134;362420;2301862;64690;217;134618;55957;255481;275453;2832796;7258360;0,1117;0,1117;0,1279;0,0436;0,1758
REALIZE CFI - PRUDENCIAL;1000084703;n1;S4;I;3;PORTO ALEGRE;RS;43617;406897;0;406897;0;406897;2209287;5037;0;0;0;5037;617108;2831432;NA;0,1437;0,1437;0,1437;NA%;0,0103
APE POUPEX - PRUDENCIAL;1000081184;n1;S3;I;2;BRASILIA;DF;43617;801146;0;801146;0;801146;2228245;0;0;0;0;0;544713;2772958;NA;0,2889;0,2889;0,2889;NA%;0,0247
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;S4;I;1;PORTO ALEGRE;RS;43617;575971;0;575971;0;575971;2367513;9960;0;0;0;9960;300432;2677904;NA;0,2151;0,2151;0,2151;NA%;0,0476
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;S4;C;2;UBERLANDIA;MG;43617;364237;0;364237;80000;444237;2226719;0;0;0;0;0;441948;2668667;3732734;0,1365;0,1365;0,1665;0,0976;0,1135
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;S4;I;2;LUCAS DO RIO VERDE;MT;43617;614369;0;614369;895;615264;2367354;30941;0;0;0;30941;166602;2564897;3127967;0,2395;0,2395;0,2399;0,1964;0,0525
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;S4;I;2;MARINGA;PR;43617;408656;0;408656;0;408656;2346390;0;0;0;0;0;168239;2514629;3566283;0,1625;0,1625;0,1625;0,1146;0,2478
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;43617;391789;0;391789;2238;394027;2327967;0;0;0;0;0;136264;2464231;3398292;0,159;0,159;0,1599;0,1153;0,2311
HAITONG - PRUDENCIAL;1000080666;b2;S3;C;3;SAO PAULO;SP;43617;426152;0;426152;0;426152;1113005;240478;0;633974;54799;929251;317046;2359301;7243257;0,1806;0,1806;0,1806;0,0588;0,0313
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;S4;I;2;LONDRINA;PR;43617;578136;0;578136;0;578136;1585968;246710;66150;0;0;312860;307190;2206018;2629618;0,2621;0,2621;0,2621;0,2199;0,0261
RENDIMENTO - PRUDENCIAL;1000080659;b1;S4;C;2;SAO PAULO;SP;43617;307749;0;307749;0;307749;1617081;68821;0;40788;0;109610;380548;2107239;2867208;0,146;0,146;0,146;0,1073;0,0753
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;S4;I;2;PALOTINA;PR;43617;297333;0;297333;36260;333593;1933752;0;0;0;0;0;130706;2064457;2830816;0,144;0,144;0,1616;0,105;0,1766
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;S5;I;2;BRASILIA;DF;43617;NA;NA;NA;NA;556681;1911564;0;NA;NA;NA;0;88794;2000358;NA;NA%;NA%;0,2783;NA%;0,0139
MÁXIMA - PRUDENCIAL;1000080367;b1;S4;C;2;RIO DE JANEIRO;RJ;43617;53334;0;53334;0;53334;1692248;1268;0;1416;35988;38672;137916;1868836;2799425;0,0285;0,0285;0,0285;0,0191;0,297
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SERRO AZUL – SICREDI UNIÃO RS;88894548;b3S;S4;I;2;CERRO LARGO;RS;43617;401181;0;401181;0;401181;1670522;0;0;0;0;0;131916;1802438;2591093;0,2226;0,2226;0,2226;0,1548;0,0661
SAX S.A. CFI - PRUDENCIAL;1000083515;n1;S4;C;2;BARUERI;SP;43617;325228;0;325228;0;325228;1289317;0;0;0;0;0;489156;1778473;NA;0,1829;0,1829;0,1829;NA%;0,0099
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;S4;I;2;CARLOS BARBOSA;RS;43617;312146;0;312146;723;312869;1683661;0;0;2801;0;2801;72771;1759233;2662964;0,1774;0,1774;0,1778;0,1172;0,0647
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S4;I;2;BELO HORIZONTE;MG;43617;313014;0;313014;0;313014;1617315;0;0;572;0;572;122066;1739953;6437643;0,1799;0,1799;0,1799;0,0486;0,1634
BMW - PRUDENCIAL;1000080635;n1;S4;C;3;SAO PAULO;SP;43617;393103;0;393103;0;393103;1454192;0;0;0;0;0;259986;1714178;NA;0,2293;0,2293;0,2293;NA%;0,0013
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;S4;I;2;NOVA PETROPOLIS;RS;43617;389254;0;389254;0;389254;1626815;0;0;3985;0;3985;80779;1711579;2868511;0,2274;0,2274;0,2274;0,1357;0,0857
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;S4;C;2;RIO DE JANEIRO;RJ;43617;209850;0;209850;0;209850;1245804;5555;12325;99313;0;117193;347721;1710718;3486283;0,1227;0,1227;0,1227;0,0602;0,1382
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;S5;I;2;GOIANIA;GO;43617;NA;NA;NA;NA;458298;1597796;0;NA;NA;NA;0;84504;1682300;NA;NA%;NA%;0,2724;NA%;0,0648
AF DESENVOLVE SP S.A. - PRUDENCIAL;1000081153;n1;S4;I;1;SAO PAULO;SP;43617;547266;0;547266;0;547266;1408014;0;0;0;0;0;265328;1673341;NA;0,327;0,327;0,327;NA%;0,0567
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;S5;I;2;CHAPECO;SC;43617;NA;NA;NA;NA;294694;1573536;0;NA;NA;NA;0;98818;1672354;NA;NA%;NA%;0,1762;NA%;0,1428
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;S4;I;2;SORRISO;MT;43617;393580;0;393580;0;393580;1469935;757;0;0;0;757;161414;1632106;2418768;0,2411;0,2411;0,2411;0,1627;0,0627
BCO ABN AMRO S.A. - PRUDENCIAL;1000081579;b1;S4;I;3;SAO PAULO;SP;43617;609490;0;609490;0;609490;1224731;119229;0;35411;0;154641;180254;1559626;1788439;0,3908;0,3908;0,3908;0,3408;0,0042
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO SUL DO MATO GROSSO DO SUL – SICREDI CENTRO-SUL MS;26408161;b3S;S4;I;2;DOURADOS;MS;43617;429528;0;429528;0;429528;1431040;0;0;0;0;0;127997;1559037;2063205;0,2755;0,2755;0,2755;0,2082;0,0645
HP FINANCIAL SERVICES AM S.A - PRUDENCIAL;1000082987;n1;S4;I;3;BARUERI;SP;43617;635680;0;635680;0;635680;1210015;21667;0;0;0;21667;315250;1546932;NA;0,4109;0,4109;0,4109;NA%;0
