Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Qt_Clientes;Qt_Operações
ITAU;10069;b1;C;2;;199;SAO PAULO;SP;01/12/2012;16387208;94024194
BRADESCO;10045;b1;C;2;;199;OSASCO;SP;01/12/2012;12486530;89004207
BB;49906;b1;C;1;;199;BRASILIA;DF;01/12/2012;10264474;40758762
CAIXA ECONOMICA FEDERAL;360305;b1;I;1;;6;BRASILIA;DF;01/12/2012;8965999;38838390
SANTANDER;30379;b1;C;3;;199;SAO PAULO;SP;01/12/2012;8359090;31019912
VOTORANTIM;51011;b1;C;2;;199;SAO PAULO;SP;01/12/2012;4432879;7267485
BMG;30290;b1;C;2;;199;BELO HORIZONTE;MG;01/12/2012;3606473;10745241
CITIBANK;30403;b1;C;3;;199;SAO PAULO;SP;01/12/2012;2243477;22033000
HSBC;51152;b1;C;3;;199;CURITIBA;PR;01/12/2012;2226347;12394140
BANRISUL;30173;b1;C;1;;199;PORTO ALEGRE;RS;01/12/2012;1038863;4206088
PANAMERICANO;31323;b1;C;2;;199;SAO PAULO;SP;01/12/2012;947577;3339137
MERCANTIL DO BRASIL;20152;b1;C;2;;199;BELO HORIZONTE;MG;01/12/2012;901825;1806664
BANCO CSF S.A.;8357240;b2;I;3;;8;SAO PAULO;SP;01/12/2012;856183;4022681
BNP PARIBAS;51516;b1;C;3;;199;SAO PAULO;SP;01/12/2012;816699;4815522
BONSUCESSO;50706;b1;C;2;;199;BELO HORIZONTE;MG;01/12/2012;576419;1040347
BANCO VOLKSWAGEN S.A.;59109165;b2;I;3;;8;SAO PAULO;SP;01/12/2012;522635;663122
PORTO SEGURO;51444;n1;C;2;;197;SAO PAULO;SP;01/12/2012;517675;1192706
PERNAMBUCANAS;40699;n1;C;2;;197;SAO PAULO;SP;01/12/2012;494071;4508321
FIBRA;49951;b1;C;2;;199;SAO PAULO;SP;01/12/2012;474482;2063588
SOCIETE GENERALE;31859;b1;C;3;;199;SAO PAULO;SP;01/12/2012;403334;647010
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;I;1;;8;FORTALEZA;CE;01/12/2012;390309;597122
BANCO GMAC S.A.;59274605;b2;I;3;;8;SAO PAULO;SP;01/12/2012;372643;423703
BANCO DAYCOVAL S.A.;62232889;b1;I;2;;8;SAO PAULO;SP;01/12/2012;338413;660467
SAFRA;10083;b1;C;2;;199;SAO PAULO;SP;01/12/2012;329122;483322
HONDA;51396;b2;C;3;;198;SAO PAULO;SP;01/12/2012;282300;298238
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60779196;n1;I;2;;14;SAO PAULO;SP;01/12/2012;275778;595477
J.MALUCELLI;30881;b1;C;2;;199;CURITIBA;PR;01/12/2012;254282;1048062
DACASA FINANCEIRA S.A.-SOC. DE CRED. FINANC. E INVESTIMENTO;27406222;n1;I;2;;14;VITORIA;ES;01/12/2012;247221;1138615
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;I;2;;14;SAO PAULO;SP;01/12/2012;189498;11167079
BRB;31976;b1;C;1;;199;BRASILIA;DF;01/12/2012;169829;849974
BANESTES;30159;b1;C;1;;199;VITORIA;ES;01/12/2012;162061;506857
ALFA;51293;b1;C;2;;199;SAO PAULO;SP;01/12/2012;160724;317490
BANCO INTERMEDIUM S/A;416968;b1;I;2;;8;BELO HORIZONTE;MG;01/12/2012;144957;312180
BANCOOB;51750;b1;C;2;;199;BRASILIA;DF;01/12/2012;134727;252912
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;;8;ARACAJU;SE;01/12/2012;125369;544703
OMNI;50940;n1;C;2;;197;SAO PAULO;SP;01/12/2012;118366;1199328
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;I;1;;8;BELEM;PA;01/12/2012;110666;371714
BIC;32119;b1;C;2;;199;SAO PAULO;SP;01/12/2012;95559;193713
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;;9;BLUMENAU;SC;01/12/2012;92943;267230
BANCO FICSA S.A.;61348538;b1;I;2;;8;SAO PAULO;SP;01/12/2012;92766;204690
RURAL;31244;b1;C;2;;199;BELO HORIZONTE;MG;01/12/2012;84143;248061
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;I;2;;11;PORTO ALEGRE;RS;01/12/2012;73593;162719
BANCO SEMEAR S.A.;795423;b1;I;2;;8;BELO HORIZONTE;MG;01/12/2012;71523;274573
PSA FINANCE;51365;b2;C;3;;198;SAO PAULO;SP;01/12/2012;69816;119587
TOYOTA;51334;b2;C;3;;198;SAO PAULO;SP;01/12/2012;66139;77367
BANCO YAMAHA MOTOR DO BRASIL S.A.;10371492;b2;I;3;;8;GUARULHOS;SP;01/12/2012;63248;68726
BANCO A.J. RENNER S.A.;92874270;b1;I;2;;8;PORTO ALEGRE;RS;01/12/2012;50436;55482
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;;2;BELEM;PA;01/12/2012;49477;61923
NEGRESCO S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS;4379829;n1;I;2;;14;CURITIBA;PR;01/12/2012;49259;130214
SOROCRED   CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;4814563;n1;I;2;;14;BARUERI;SP;01/12/2012;48163;525021
