Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Passivo Circulante e Exigível a Longo Prazo (h) = (e) + (f) + (g);Resultados de Exercícios Futuros (i);Patrimônio Líquido (j);Passivo Total (k) = (h) + (i) + (j)
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;;C;3;SAO PAULO;SP;41699;0;0;2859227;2666022;0;5525248;0;0;0;1588941;0;0;1588941;11541481;18655671;80418;5608654;24344743;207752;2281603;26834099
BMG - PRUDENCIAL;1000080178;b1;;C;2;SAO PAULO;SP;41699;107107;0;94323;6465953;0;6667383;579996;44518;106131;749542;1222236;0;2122427;88324;9458130;231717;11300295;20990142;0;3428127;24418269
SICREDI - PRUDENCIAL;1000080745;b1;;C;2;PORTO ALEGRE;RS;41699;48556;3852784;6398066;96878;0;10396285;7686265;0;56388;0;0;0;56388;4644847;22783783;414;468602;23252799;0;827041;24079841
PAN;1000080257;b1;;C;2;SAO PAULO;SP;41699;171470;0;7189341;2678066;0;10038877;838459;1519246;795444;2427803;659313;12160;5413965;447557;16738859;37058;3367063;20142980;2247;2241015;22386242
BNP PARIBAS - PRUDENCIAL;1000080673;b1;;C;3;SAO PAULO;SP;41699;635109;0;222018;3866198;75588;4798914;1581746;0;0;1784849;0;0;1784849;2364373;10529882;942793;6677431;18150105;19775;2707692;20877572
BANCOOB - PRUDENCIAL;1000080879;b1;;C;2;BRASILIA;DF;41699;17150;2110373;13316662;63287;0;15507472;1552846;0;5681;0;0;0;5681;1520588;18586588;0;1609907;20196495;11;607843;20804348
ABC-BRASIL - PRUDENCIAL;1000080312;b1;;C;3;SAO PAULO;SP;41699;33675;0;372993;4242011;0;4648679;280572;381710;1253007;2239291;212570;936;4087515;4476834;13493599;232534;2658321;16384455;30248;1986350;18401053
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;;I;2;SAO PAULO;SP;41699;342847;0;311680;3248132;4077;3906736;850586;294974;222377;2894463;2462309;0;5874122;1816225;12447669;23875;1447400;13918944;11723;2466057;16396725
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;;I;3;SAO PAULO;SP;41699;158054;0;120725;123978;0;402757;283027;0;1799317;0;0;0;1799317;8332944;10818045;60014;3510130;14388188;0;1215091;15603280
CCB - PRUDENCIAL;1000080295;b1;;C;2;SAO PAULO;SP;41699;312775;14167;326631;6566730;0;7220303;32999;195227;361899;278699;958733;23884;1818443;2188991;11260736;1427;2323627;13585790;22284;1871805;15479879
BANESTES - PRUDENCIAL;1000080147;b1;;C;1;VITORIA;ES;41699;1336809;2326942;148284;4447055;0;8259090;3719341;103622;0;163878;0;0;267500;616649;12862580;0;706385;13568965;1686;989024;14559675
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;;C;2;BELO HORIZONTE;MG;41699;575212;289210;98521;7368559;0;8331503;1104096;9410;168148;240191;49961;0;467709;313100;10216408;5305;2596360;12818074;881;857653;13676608
ALFA - PRUDENCIAL;1000080570;b1;;C;2;SAO PAULO;SP;41699;21225;0;270920;91816;0;383960;2010999;28432;200844;5829575;0;865990;6924841;1392130;10711930;98740;562374;11373045;18881;2071951;13463876
GMAC - PRUDENCIAL;1000080848;b2;;C;3;SAO PAULO;SP;41699;0;0;2663579;973246;0;3636825;0;0;0;586178;0;0;586178;0;4223003;0;6834999;11058001;343117;1483289;12884407
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;;C;3;SAO PAULO;SP;41699;1845;0;0;442716;0;444561;67980;0;0;0;0;0;0;3738483;4251024;762331;6352389;11365744;34547;1039470;12439761
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;;C;3;SAO PAULO;SP;41699;0;0;0;3476995;0;3476995;736875;0;0;0;0;0;0;0;4213869;1576606;4556567;10347042;0;1837464;12184506
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;;I;1;PORTO ALEGRE;RS;41699;0;0;0;0;0;0;0;0;0;0;0;0;0;9891013;9891013;0;451886;10342899;4051;1726212;12073162
BRB - PRUDENCIAL;1000080288;b1;;C;1;BRASILIA;DF;41699;938348;1576707;84680;5250368;3759;7853863;470953;25823;0;191146;0;84;217053;229419;8771288;0;1960622;10731909;196;1193378;11925483
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;;I;1;BELEM;PA;41699;653803;564592;18651;1283239;872894;3393178;44996;0;0;0;0;0;0;574396;4012570;0;5841485;9854054;0;1628186;11482240
PINE - PRUDENCIAL;1000080374;b1;;C;2;SAO PAULO;SP;41699;27579;0;76200;3282548;0;3386326;379066;267623;453658;778963;262976;0;1763221;2751168;8279781;142687;1297596;9720065;74266;1270803;11065134
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;;C;3;SAO PAULO;SP;41699;182796;0;96590;1198772;0;1478159;278564;0;0;0;0;0;0;0;1756723;2674483;5144767;9575973;228;1332219;10908419
BARCLAYS - PRUDENCIAL;1000080817;b1;;C;3;SAO PAULO;SP;41699;848;0;11864;1050588;0;1063299;1328932;0;0;0;115117;0;115117;0;2507347;324871;7288372;10120591;0;605848;10726439
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;;C;3;SAO PAULO;SP;41699;0;0;311921;149199;0;461120;0;0;0;565535;0;0;565535;7527223;8553878;0;735162;9289040;92012;1327089;10708140
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;;I;2;SAO PAULO;SP;41699;44313;0;150593;3547816;0;3742721;94549;20894;218801;1126218;877707;0;2243618;557699;6638588;48911;1013300;7700799;4335;1167756;8872889
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;;C;3;SAO PAULO;SP;41699;0;0;82719;437972;0;520691;3691589;0;0;0;0;0;0;487154;4699434;1952588;859196;7511218;0;1037108;8548325
HAITONG - PRUDENCIAL;1000080666;b2;;C;3;SAO PAULO;SP;41699;0;0;356744;2414767;0;2771511;1847016;7326;245750;115550;819330;0;1187956;468297;6274779;109740;614267;6998786;754;705750;7705289
BCO TOKYO-MITSUBISHI BM S.A. - PRUDENCIAL;1000081713;b1;;I;3;SAO PAULO;SP;41699;168794;0;0;1438164;0;1606958;168629;0;0;0;0;0;0;1737974;3513560;151800;2767613;6432973;770;1154442;7588185
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;;I;3;CURITIBA;PR;41699;0;0;147934;461020;0;608954;0;0;124615;1029614;0;0;1154229;3288971;5052154;7588;182147;5241889;153011;1117323;6512223
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;;I;3;RIO DE JANEIRO;RJ;41699;1384;0;0;5577505;0;5578889;0;0;0;0;0;0;0;199244;5778133;0;143090;5921223;0;389259;6310482
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;41699;0;0;5160;0;0;5160;0;0;0;0;0;0;0;0;5160;0;5981607;5986766;0;306459;6293225
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;;I;3;PORTO ALEGRE;RS;41699;0;0;0;0;0;0;0;0;0;0;0;0;0;4808963;4808963;8252;400556;5217771;6543;749295;5973610
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;;I;2;RIO DE JANEIRO;RJ;41699;7;0;0;0;0;7;0;0;0;0;0;0;0;0;7;0;1205286;1205293;0;4724643;5929936
BANCO FIDIS - PRUDENCIAL;1000081751;b2;;I;3;BETIM;MG;41699;0;0;112356;2604014;0;2716371;0;0;0;1334837;0;0;1334837;1205319;5256527;7544;96030;5360101;16350;520128;5896579
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;;C;3;SAO PAULO;SP;41699;10529;0;0;710367;0;720896;0;0;471848;235100;0;0;706948;803826;2231670;108678;2471490;4811838;112;793468;5605418
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;;I;1;BELO HORIZONTE;MG;41699;0;0;52246;0;0;52246;0;0;0;732376;0;0;732376;2474857;3259479;1723;398929;3660131;10939;1742424;5413494
APE POUPEX - PRUDENCIAL;1000081184;n1;;I;2;BRASILIA;DF;41699;0;0;0;0;584456;584456;0;0;0;0;0;0;0;0;584456;0;112775;697231;0;4619999;5317230
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;;I;1;ARACAJU;SE;41699;585699;996451;82120;1130128;290;2794688;14075;0;0;135405;0;0;135405;82012;3026181;0;1953176;4979357;128;311105;5290590
J.MALUCELLI - PRUDENCIAL;1000080233;b1;;C;2;CURITIBA;PR;41699;15564;0;249967;1982695;0;2248226;70497;0;0;901273;0;0;901273;66183;3286180;1494;484734;3772409;69;1309522;5082000
INDUSVAL - PRUDENCIAL;1000080415;b1;;C;2;SAO PAULO;SP;41699;37368;0;15897;2121019;0;2174284;95601;119337;967057;57127;0;0;1143521;621683;4035089;22484;311943;4369515;4289;667133;5040937
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;;I;1;BELEM;PA;41699;752187;657706;144395;2574186;0;4128474;7910;0;0;193603;0;0;193603;1403;4331390;0;201359;4532749;0;497034;5029783
JOHN DEERE - PRUDENCIAL;1000080343;b1;;C;3;INDAIATUBA;SP;41699;7973;0;150720;161124;0;319816;0;0;0;0;0;0;0;3551769;3871585;198;166938;4038721;36854;591157;4666732
HONDA - PRUDENCIAL;1000080611;b2;;C;3;SAO PAULO;SP;41699;0;0;2545492;24224;0;2569716;0;0;0;251084;0;0;251084;0;2820799;0;495256;3316055;101076;1201946;4619077
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;;I;3;SAO PAULO;SP;41699;0;0;312752;137723;0;450475;31997;0;0;806688;0;0;806688;2363684;3652844;46724;392278;4091846;18542;497240;4607628
ING - PRUDENCIAL;1000080501;b1;;C;3;SAO PAULO;SP;41699;13205;0;0;896252;0;909456;156000;0;13228;0;0;0;13228;1784192;2862876;87891;692246;3643012;478;833312;4476802
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;;I;3;SAO PAULO;SP;41699;0;0;517320;0;0;517320;0;0;0;172120;0;0;172120;2942924;3632364;1649;31155;3665167;29830;705865;4400862
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;;I;3;SAO PAULO;SP;41699;62187;0;0;1079072;10514;1151773;3571;0;0;0;0;0;0;1953956;3109299;10523;583551;3703374;1681;692505;4397560
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;;I;1;PORTO ALEGRE;RS;41699;0;0;0;0;0;0;0;0;0;0;0;0;0;3285707;3285707;0;152212;3437920;164;764314;4202398
SOFISA - PRUDENCIAL;1000080271;b1;;C;2;SAO PAULO;SP;41699;131213;0;33781;1781351;0;1946345;343691;87056;47079;8101;63625;0;205861;165711;2661608;981;783742;3446331;147;653216;4099694
VOLVO - PRUDENCIAL;1000080769;b2;;C;3;CURITIBA;PR;41699;0;0;103757;31797;0;135554;0;0;0;103176;0;0;103176;3066033;3304763;0;186586;3491349;43325;506172;4040847
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;;I;3;SAO PAULO;SP;41699;0;0;169209;0;0;169209;114606;0;0;0;0;0;0;0;283814;0;2778038;3061852;0;907232;3969085
BBM - PRUDENCIAL;1000080161;b1;;C;2;SALVADOR;BA;41699;97204;0;14313;466473;0;577990;19342;69040;390543;1005135;260;0;1464978;213410;2275720;3576;972402;3251698;480;577046;3829224
PORTO SEGURO - PRUDENCIAL;1000080642;n1;;C;2;SAO PAULO;SP;41699;0;0;684195;0;0;684195;0;0;0;202915;0;0;202915;0;887110;0;2289466;3176576;0;527200;3703777
COOPERATIVA DE CRÉDITO CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;41699;257777;0;0;1119124;35238;1412139;0;0;50817;0;0;0;50817;1131146;2594102;0;41606;2635708;0;935747;3571455
PSA FINANCE - PRUDENCIAL;1000080594;b2;;C;3;SAO PAULO;SP;41699;0;0;543646;145706;0;689352;0;0;0;413100;0;0;413100;148772;1251224;0;1397889;2649113;59030;714676;3422819
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;;I;2;RIBEIRAO PRETO;SP;41699;0;0;0;2676341;0;2676341;0;0;0;0;0;0;0;0;2676341;0;200889;2877230;0;144886;3022116
COOPERATIVA CENTRAL DE CRÉDITO E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;;I;2;CURITIBA;PR;41699;0;0;0;0;0;0;0;0;0;0;0;0;0;188;188;0;2885636;2885824;0;131837;3017661
ORIGINAL - PRUDENCIAL;1000080903;b1;;C;2;SAO PAULO;SP;41699;26121;0;0;358686;0;384807;0;0;278668;210;0;0;278878;53152;716838;82397;152436;951671;1588;2026455;2979714
RODOBENS - PRUDENCIAL;1000080855;b1;;C;2;SAO PAULO;SP;41699;6;0;3933;89616;0;93555;0;124861;0;420093;0;0;544955;699377;1337887;630;665809;2004326;1528;847144;2852998
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;41699;0;0;0;0;0;0;0;0;0;0;0;0;0;220689;220689;0;2356752;2577441;0;260889;2838330
BONSUCESSO - PRUDENCIAL;1000080422;b1;;C;2;BELO HORIZONTE;MG;41699;21283;0;100025;1262590;117;1384015;0;30622;44381;698;0;0;75700;28353;1488069;4250;820255;2312573;2075;401100;2715748
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;n2;;I;3;RIO DE JANEIRO;RJ;41699;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;0;2318915;2318922;488;383488;2702898
COOPERATIVA CENTRAL DE CREDITO DE SANTA CATARINA-SICOOB CENTRAL SC;80160260;b3C;;I;2;FLORIANOPOLIS;SC;41699;235;0;0;2129588;1648;2131470;0;0;0;0;0;0;0;19112;2150582;0;236070;2386652;0;150906;2537558
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;;C;2;SAO PAULO;SP;41699;34357;0;109468;714804;0;858629;83864;70290;0;439730;0;0;510020;236078;1688592;222;137004;1825817;729;465993;2292539
SCANIA - PRUDENCIAL;1000080776;b2;;C;3;SAO BERNARDO DO CAMPO;SP;41699;0;0;0;0;0;0;0;0;0;0;0;0;0;1853416;1853416;0;187563;2040979;0;230341;2271320
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;;I;2;SERTAOZINHO;SP;41699;144623;0;0;603607;13593;761823;0;0;130380;0;0;0;130380;723120;1615324;713;91992;1708029;0;343239;2051268
COOPERATIVA CENTRAL DE CRÉDITO DE MATO GROSSO, PARÁ E RONDÔNIA - CENTRAL SICREDI MT/PA/RO;33667205;b3C;;I;2;CUIABA;MT;41699;0;0;15469;0;0;15469;0;0;0;0;0;0;0;0;15469;0;1904658;1920127;0;99718;2019845
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;;I;2;BELO HORIZONTE;MG;41699;1571;0;0;74386;0;75958;0;0;0;0;0;0;0;0;75958;0;1790530;1866488;0;109437;1975925
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;;I;3;SAO PAULO;SP;41699;1641;0;0;79188;0;80829;0;0;439639;0;0;0;439639;850400;1370868;45413;144170;1560451;0;370061;1930512
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;41699;161547;0;145916;982049;27409;1316921;0;0;0;0;0;0;0;48339;1365260;0;103425;1468685;0;444995;1913680
PERNAMBUCANAS - PRUDENCIAL;1000080305;n1;;C;2;SAO PAULO;SP;41699;0;0;208517;0;0;208517;0;0;0;0;0;2361;2361;0;210878;0;1080741;1291618;0;595217;1886835
SOCOPA - PRUDENCIAL;1000080381;b1;;C;2;SAO PAULO;SP;41699;71652;0;26545;451718;28148;578063;281504;0;40160;0;0;0;40160;52766;952493;1457;778202;1732152;0;154447;1886599
CREFISA S.A. CFI - PRUDENCIAL;1000083632;n1;;I;2;SAO PAULO;SP;41699;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;137175;137175;0;1746735;1883911
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;;I;2;UBERLANDIA;MG;41699;110172;0;30080;621516;0;761768;0;0;6978;357165;0;0;364143;115728;1241640;0;294389;1536029;993;344646;1881668
OMNI - PRUDENCIAL;1000080460;n1;;C;2;SAO PAULO;SP;41699;0;0;49401;495898;0;545299;0;0;0;0;0;363495;363495;70795;979589;419;592793;1572801;472;228905;1802177
FATOR - PRUDENCIAL;1000080350;b1;;C;2;SAO PAULO;SP;41699;29248;0;33021;481043;0;543311;320736;30853;47683;0;0;1895;80430;0;944478;1182;267596;1213256;1121;411834;1626211
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;;I;2;SAO PAULO;SP;41699;0;0;0;0;0;0;0;0;0;0;0;429126;429126;0;429126;0;603685;1032811;0;582225;1615036
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;;I;2;LUCAS DO RIO VERDE;MT;41699;262710;0;0;257889;4830;525429;0;0;0;0;0;0;0;175525;700953;0;636081;1337034;0;270481;1607515
RENASCENCA DTVM LTDA - PRUDENCIAL;1000084105;n2;;I;2;SAO PAULO;SP;41699;0;0;0;0;0;0;1531135;0;0;0;0;0;0;0;1531135;0;22458;1553593;0;46293;1599886
MIZUHO - PRUDENCIAL;1000080697;b1;;C;3;SAO PAULO;SP;41699;1863;0;22562;151063;0;175488;4594;0;0;0;0;0;0;628597;808680;35757;241030;1085467;27;499897;1585391
BCO DES. DO ES S.A. - PRUDENCIAL;1000081304;b4;;I;1;VITORIA;ES;41699;40272;0;0;46979;0;87251;0;0;0;0;0;0;0;835593;922844;0;386107;1308951;0;256173;1565124
RENDIMENTO - PRUDENCIAL;1000080659;b1;;C;2;SAO PAULO;SP;41699;32083;0;23416;348560;49665;453726;6296;0;0;11037;0;0;11037;74909;545968;0;782998;1328966;631;211230;1540827
INTERMEDIUM - PRUDENCIAL;1000080996;b1;;C;2;BELO HORIZONTE;MG;41699;9082;0;27315;609406;0;645803;0;321640;5844;81992;0;0;409476;7642;1062921;0;157841;1220762;0;291118;1511880
BCO FORD S.A. - PRUDENCIAL;1000081782;b2;;I;3;SAO PAULO;SP;41699;652;0;419341;446790;0;866783;0;0;0;302787;0;0;302787;0;1169571;0;23604;1193175;0;278195;1471370
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;;I;2;RIO DE JANEIRO;RJ;41699;4155;0;55358;467002;0;526515;308931;90039;34855;0;0;0;124894;0;960339;21119;237352;1218810;0;227755;1446565
BANIF - PRUDENCIAL;1000080130;b1;;C;3;SAO PAULO;SP;41699;7588;0;10051;757961;0;775600;25000;0;0;27171;0;116972;144143;0;944743;0;262348;1207092;126;199605;1406823
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;41699;0;0;0;662623;368002;1030626;0;0;0;0;0;0;0;1022;1031647;0;28776;1060423;0;346239;1406663
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO PARANÁ SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;;I;2;MARINGA;PR;41699;173821;0;414;569786;13513;757535;0;0;0;0;0;0;0;6663;764198;0;435409;1199607;0;165923;1365530
CAIXA GERAL - PRUDENCIAL;1000080927;b1;;C;3;SAO PAULO;SP;41699;2907;0;94561;331236;0;428705;1878;44067;6815;5040;0;0;55922;136178;622683;21512;295936;940132;703;416616;1357451
AF DESENVOLVE SP S.A. - PRUDENCIAL;1000081153;n1;;I;1;SAO PAULO;SP;41699;535;0;0;0;0;535;0;0;0;0;0;0;0;263599;264134;0;41264;305398;0;1043376;1348773
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;;I;2;FRANCISCO BELTRAO;PR;41699;0;0;0;0;0;0;0;0;0;0;0;0;0;901424;901424;0;379992;1281416;0;55332;1336748
AF PARANÁ - PRUDENCIAL;1000081115;n1;;I;1;CURITIBA;PR;41699;0;0;0;0;0;0;0;0;0;0;0;0;0;40840;40840;0;44314;85154;0;1188884;1274037
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;;I;2;CAMPO MOURAO;PR;41699;75428;0;0;421450;0;496878;0;0;0;0;0;0;0;439565;936443;0;48137;984579;41;274239;1258859
HP FINANCIAL SERVICES AM S.A - PRUDENCIAL;1000082987;n1;;I;3;BARUERI;SP;41699;0;0;0;0;0;0;0;0;0;0;0;0;0;649906;649906;0;121450;771356;0;459645;1231001
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;;I;2;NOVA PETROPOLIS;RS;41699;118680;0;0;766956;21345;906982;0;0;0;0;0;0;0;13491;920473;0;93642;1014114;0;202720;1216834
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;;I;2;SORRISO;MT;41699;231900;0;866;291446;1112;525325;0;0;0;0;0;0;0;96619;621943;0;399454;1021397;0;148209;1169606
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;;I;3;SAO PAULO;SP;41699;201;0;55260;162348;0;217809;0;0;0;0;0;0;0;471711;689520;42317;23666;755503;54;399210;1154767
BMW - PRUDENCIAL;1000080635;n1;;C;3;SAO PAULO;SP;41699;0;0;594241;52512;0;646752;0;0;0;0;0;0;0;215623;862375;498;77439;940311;18749;185465;1144525
STANDARD CHARTERED BI S.A. - PRUDENCIAL;1000081373;b2;;I;3;SAO PAULO;SP;41699;0;0;0;345718;0;345718;3999;0;0;0;0;0;0;0;349717;117442;366134;833293;0;294700;1127993
